Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,14/01/2013,Property leases,Defence Infrastructure Organisation ,RMPA SERVICES PLC,CO2 7ST,152830,Property dwellings private finance initiative - service concession arrangement service charge,5818797.38
Ministry of Defence,Ministry of Defence,16/01/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11096,Monthly GPC payment,5816223.1
Ministry of Defence,Ministry of Defence,11/01/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,151498,Utilities consumed - electricity,5736145.65
Ministry of Defence,Ministry of Defence,14/01/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,CHEVRON SINGAPORE PTE LIMITED,,2000017974,Raw materials and consumable marine fuel inventory purchased,5502989.32
Ministry of Defence,Ministry of Defence,15/01/2013,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,153353,Estate + facilities management services - accommodation inventory + service,5398904.55
Ministry of Defence,Ministry of Defence,31/01/2013,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,160996,Estate core services charge,5181739.45
Ministry of Defence,Ministry of Defence,16/01/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11094,Monthly GPC payment,5166493.64
Ministry of Defence,Ministry of Defence,31/01/2013,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,160802,Estate core services charge,4438736.49
Ministry of Defence,Ministry of Defence,15/01/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,153108,Estate core services charge,4326547.64
Ministry of Defence,Ministry of Defence,23/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,NETMA,,5000090625,Equipment support project costs,4139144.29
Ministry of Defence,Ministry of Defence,16/01/2013,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,153794,Grant in aid to the council of reserve forces and cadet associations,3936402.6
Ministry of Defence,Ministry of Defence,18/01/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,155192,Fiscal asset under construction - capital in year addition,3702321.34
Ministry of Defence,Ministry of Defence,10/01/2013,Rental of plant and machinery,Defence Equipment & Support,ALC (SPC) LIMITED,OX25 2LD,150607,Plant + machinery private finance initiative - service concession arrangements service charge,3461127.41
Ministry of Defence,Ministry of Defence,25/01/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,158102,Estate core services charge,2623025.41
Ministry of Defence,Ministry of Defence,23/01/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,5000090591,Estate core services charge,2565163.98
Ministry of Defence,Ministry of Defence,24/01/2013,Grants to Reserves Forces and Cadets Association,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,157491,Grants to reserve forces and cadet associations,2485267.05
Ministry of Defence,Ministry of Defence,11/01/2013,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,151433,Property non dwellings private finance initiative - service concession arrangement service charge,2430808.48
Ministry of Defence,Ministry of Defence,23/01/2013,Administration,Navy Command,BABCOCK FLAGSHIP LIMITED,PO6 4PR,156924,General administration,2391607.89
Ministry of Defence,Ministry of Defence,11/01/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000017971,Raw materials and consumable aviation fuel inventory purchased,2345951.64
Ministry of Defence,Ministry of Defence,18/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,155184,Fiscal asset under construction - capital in year addition,2225235.38
Ministry of Defence,Ministry of Defence,25/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,SKANSKA UK PLC,GU21 6HR,158670,Fiscal asset under construction - capital in year addition,2198791.2
Ministry of Defence,Ministry of Defence,25/01/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,SERVICES SOUND & VISION CORPORATION,SL9 8TN,158663,Recreational facilities costs in support of social work,2020025
Ministry of Defence,Ministry of Defence,31/01/2013,Purchase of information and communications technology,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,160977,IT + communications asset - in year capital addition,2016064.75
Ministry of Defence,Ministry of Defence,17/01/2013,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,154492,Property non dwellings private finance initiative - service concession arrangement service charge,1985175.38
Ministry of Defence,Ministry of Defence,23/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,156995,Utilities consumed - gas,1972474.14
Ministry of Defence,Ministry of Defence,24/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,157490,Utilities consumed - gas,1862570.18
Ministry of Defence,Ministry of Defence,17/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,154474,Utilities consumed - gas,1780881.77
Ministry of Defence,Defence Science and Technology Laboratory,18/01/2013,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000148721 - 00152687,,1698986.2
Ministry of Defence,Ministry of Defence,09/01/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,150198,Utilities consumed - electricity,1672650.54
Ministry of Defence,Defence Science and Technology Laboratory,11/01/2013,IT Hardware,Infrastructure,AKHTER COMPUTERS PLC,,V - 9000148448 - 00152309,,1671663.5
Ministry of Defence,Ministry of Defence,09/01/2013,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,150029,Transport fighting equipment operating lease,1582421.58
Ministry of Defence,Ministry of Defence,16/01/2013,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,153698,External military training ,1534361.75
Ministry of Defence,Ministry of Defence,07/01/2013,Property leases,Defence Infrastructure Organisation ,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,149137,Property dwellings private finance initiative - service concession arrangement service charge,1467340.26
Ministry of Defence,Ministry of Defence,11/01/2013,Fees for professional services,Defence Infrastructure Organisation ,DELOITTE LLP,MK9 1FD,151442,"The provision of independent advice and guidance related to the structure, management and operations of an organisation",1438081.64
Ministry of Defence,Ministry of Defence,17/01/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,154843,Cost of food purchases,1412268.35
Ministry of Defence,Ministry of Defence,04/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,HENRY BROTHERS (MAGHERAFELT)LIMITED,BT45 6HJ,37621,Fiscal asset under construction - capital in year addition,1407300.04
Ministry of Defence,Ministry of Defence,08/01/2013,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,149873,Fees for professional services excluding legal fees,1397615.51
Ministry of Defence,Ministry of Defence,10/01/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,150800,Utilities consumed - electricity,1396887.09
Ministry of Defence,Ministry of Defence,25/01/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,158619,Cost of food purchases,1380355
Ministry of Defence,Ministry of Defence,18/01/2013,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,CY1399,5000090395,Utilities consumed - electricity,1351602.04
Ministry of Defence,Ministry of Defence,28/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,NATO SUPPORT AGENCY (NSPA),,5000090895,Equipment support project costs,1321311.48
Ministry of Defence,Ministry of Defence,31/01/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,161191,Cost of food purchases,1317104.3
Ministry of Defence,Ministry of Defence,04/01/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,148838,Works - estate management,1235358.89
Ministry of Defence,Ministry of Defence,24/01/2013,Medical treatment & stores and welfare services,Joint Forces Command,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,158028,Medical health services,1203216.89
Ministry of Defence,Ministry of Defence,28/01/2013,Dilapidation charges  ,Defence Equipment & Support,NATO SUPPORT AGENCY (NSPA),,5000090895,Other provisions payment against provision,1199000
Ministry of Defence,Ministry of Defence,09/01/2013,Spend on Inventory - General,Defence Equipment & Support,ULTRALIFE CORPORATION,,2000017944,Spend on Inventory - General,1198161.54
Ministry of Defence,Ministry of Defence,18/01/2013,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,155184,Estate core services charge,1166321.27
Ministry of Defence,Ministry of Defence,15/01/2013,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,153353,Fiscal asset under construction - capital in year addition,1144937.73
Ministry of Defence,Ministry of Defence,18/01/2013,Fees for professional services,Joint Forces Command,CRANFIELD UNIVERSITY,MK43 0AL,155170,Fees for professional services excluding legal fees,1095867.33
Ministry of Defence,Ministry of Defence,24/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,157491,Fiscal asset under construction - capital in year addition,1079547.13
Ministry of Defence,Ministry of Defence,04/01/2013,IT and communication services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,148570,IT and communications private finance initiative - service concession arrangements service charge,1058179
Ministry of Defence,Ministry of Defence,22/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,156399,Utilities consumed - gas,1057321.64
Ministry of Defence,Ministry of Defence,04/01/2013,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,148633,Property non dwellings private finance initiative - service concession arrangement service charge,1056924.59
Ministry of Defence,Ministry of Defence,08/01/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,149838,Cost of food purchases,1051220.84
Ministry of Defence,Ministry of Defence,09/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,150543,Fiscal asset under construction - capital in year addition,1044965.2
Ministry of Defence,Ministry of Defence,21/01/2013,Payment of utilities,Joint Forces Command,SSE ENERGY SUPPLY LIMITED,PO9 5DD,156228,Utilities consumed - electricity,1035778.65
Ministry of Defence,Ministry of Defence,31/01/2013,Transport hire charges,Land Forces,BUSVERKEHR OSTWESTFALEN GMBH,,5000091068,Transport other hire charge,1029258.27
Ministry of Defence,Ministry of Defence,04/01/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,TW16 7BP,2000017917,Raw materials and consumable aviation fuel inventory purchased,1011988.14
Ministry of Defence,Ministry of Defence,18/01/2013,Administration,Head Office & Corporate Services,U H B CHARITIES,B29 6RQ,155712,General administration,993600
Ministry of Defence,Ministry of Defence,16/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,PRIDE (SERP) LTD,GU11 2ER,154141,Fiscal asset under construction - capital in year addition,963962
Ministry of Defence,Ministry of Defence,14/01/2013,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,151921,Movement of service personnel,960964.15
Ministry of Defence,Ministry of Defence,24/01/2013,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,157505,Works - estate management,952957.23
Ministry of Defence,Ministry of Defence,28/01/2013,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,159315,Operating costs grant in aid to the Royal Hospital Chelsea,939663
Ministry of Defence,Defence Science and Technology Laboratory,11/01/2013,Sub Contracted Research,Programme Office,MET OFFICE,,V - 9000148461 - 00151686,,937499.94
Ministry of Defence,Ministry of Defence,28/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLION CONSTRUCTION LIMITED,WV1 4HY,158904,Fiscal asset under construction - capital in year addition,913293.2
Ministry of Defence,Ministry of Defence,14/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,MUIRHEAD AEROSPACE LIMITED,CM24 1RB,152571,Equipment support non-project costs,908718.79
Ministry of Defence,Ministry of Defence,03/01/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,148185,Cost of food purchases,907055.78
Ministry of Defence,Ministry of Defence,25/01/2013,Grants to NDPBs,Air Command,ROYAL AIR FORCE MUSEUM,NW9 5LL,158641,Operating costs grant in aid to the Royal Air Force museum,900000
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000148895 - 00150038,,899778.35
Ministry of Defence,Ministry of Defence,21/01/2013,Payment of utilities,Defence Infrastructure Organisation ,H M REVENUE & CUSTOMS,CF14 5XZ,174044,Utilities consumed - gas,873657
Ministry of Defence,Ministry of Defence,25/01/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,158675,Estate + facilities management services - accommodation inventory + service,857694.45
Ministry of Defence,Ministry of Defence,21/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,155869,Utilities consumed - gas,842599.75
Ministry of Defence,Ministry of Defence,16/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,153677,Equipment support non-project costs,841984
Ministry of Defence,Ministry of Defence,25/01/2013,Medical treatment & stores and welfare services,Land Forces,SSAFA GSTT CARE LLP,SE1 2LP,158690,Medical health services,831620.54
Ministry of Defence,Ministry of Defence,18/01/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,155432,Estate core services charge,830088.8
Ministry of Defence,Ministry of Defence,24/01/2013,Transport hire charges,Land Forces,RYDER DEUTSCHLAND GMBH,,5000090721,Transport other operating lease,822906.72
Ministry of Defence,Ministry of Defence,24/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,POWERFIELD LIMITED,CW7 2JZ,157899,Equipment support project costs,813310.8
Ministry of Defence,Ministry of Defence,10/01/2013,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,151159,Operating costs grant in aid to the royal navy marine society and sea cadets.,802142
Ministry of Defence,Ministry of Defence,17/01/2013,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,154387,External military training ,801740.69
Ministry of Defence,Ministry of Defence,16/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,153791,Utilities consumed - gas,791394.52
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000148895 - 00152112,,772138.69
Ministry of Defence,Ministry of Defence,30/01/2013,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,GU21 6DB,160129,Information technology services,759448
Ministry of Defence,Ministry of Defence,16/01/2013,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000090296,Works - estate management,745824.3
Ministry of Defence,Ministry of Defence,25/01/2013,Rental of plant and machinery,Defence Equipment & Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,158143,Plant + machinery private finance initiative - service concession arrangements service charge,744025.41
Ministry of Defence,Ministry of Defence,29/01/2013,Property leases,Defence Infrastructure Organisation ,TRICOMM HOUSING LIMITED,EH3 7HL,159993,Property dwellings private finance initiative - service concession arrangement service charge,736381.47
Ministry of Defence,Ministry of Defence,09/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,POLAR SHIP INVEST II AS,N5809,3000008665,Equipment support non-project costs,736250
Ministry of Defence,Ministry of Defence,21/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,155803,Equipment support non-project costs,725404.8
Ministry of Defence,Ministry of Defence,08/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,149413,Equipment support non-project costs,706988.5
Ministry of Defence,Ministry of Defence,21/01/2013,IT and communication services,Defence Equipment & Support,LOGICA UK LIMITED,CF31 9AP,155999,Information technology services,697677.72
Ministry of Defence,Ministry of Defence,28/01/2013,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,159116,Estate + facilities management services - accommodation inventory + service,689473.61
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000148897 - 00153422,,669612.46
Ministry of Defence,Ministry of Defence,10/01/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,150945,Estate core services charge,654796.46
Ministry of Defence,Ministry of Defence,23/01/2013,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,156898,Movement of service personnel,653684.38
Ministry of Defence,Ministry of Defence,15/01/2013,Spend on Inventory - General,Defence Equipment & Support,LINCAD LIMITED,GU12 5QF,153387,Spend on Inventory - General,650520
Ministry of Defence,Ministry of Defence,25/01/2013,Medical treatment & stores and welfare services,Defence Equipment & Support,FENTON PHARMACEUTICALS LTD,NW3 6AL,158350,Medical inventory and services excluding the inventory system,612000
Ministry of Defence,Ministry of Defence,16/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,WV1 4HY,153757,Fiscal asset under construction - capital in year addition,611771.65
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Sub Contracted Research,Programme Office,MBDA FRANCE S.A.S.,,V - 0000002406 - 00151280,,607176
Ministry of Defence,Ministry of Defence,09/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,HONEYWELL AEROSPACE UK,BA20 2YD,150256,Equipment support non-project costs,595879.8
Ministry of Defence,Ministry of Defence,30/01/2013,Payment of utilities,Defence Infrastructure Organisation ,NEW NIEDERRHEIN ENERGIE UND WASSER GMBH,,5000090990,Utilities consumed - electricity,591330.2
Ministry of Defence,Ministry of Defence,22/01/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,156607,Works - estate management,590223.5
Ministry of Defence,Ministry of Defence,15/01/2013,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,153113,Fees for professional services excluding legal fees,589625.21
Ministry of Defence,Ministry of Defence,04/01/2013,Spend on Inventory - General,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,148594,Spend on Inventory - General,572129.84
Ministry of Defence,Ministry of Defence,18/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,WV1 4HY,155140,Fiscal asset under construction - capital in year addition,547136.23
Ministry of Defence,Ministry of Defence,28/01/2013,Grants to Reserves Forces and Cadets Association,Land Forces,THE ARMY CADET FORCE ASSOCIATION,EC2A 4DW,159393,Grants to reserve forces and cadet associations,546800
Ministry of Defence,Ministry of Defence,15/01/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,153542,Estate + facilities management services - accommodation inventory + service,544637.02
Ministry of Defence,Ministry of Defence,11/01/2013,Payment of utilities,Defence Equipment & Support,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,151498,Utilities consumed - electricity,533277.82
Ministry of Defence,Ministry of Defence,14/01/2013,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,151968,External military training ,533194.5
Ministry of Defence,Ministry of Defence,31/01/2013,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,160827,Cost of food services,531613.47
Ministry of Defence,Ministry of Defence,17/01/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,154902,Cost of food services,520131.39
Ministry of Defence,Ministry of Defence,15/01/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,153616,Works - estate management,518438.91
Ministry of Defence,Ministry of Defence,14/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,152075,Fiscal asset under construction - capital in year addition,516000
Ministry of Defence,Ministry of Defence,30/01/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,160660,Works - estate management,508337.31
Ministry of Defence,Ministry of Defence,21/01/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,156213,Estate + facilities management services - accommodation inventory + service,507776.87
Ministry of Defence,Ministry of Defence,28/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,158937,Utilities consumed - gas,500900.43
Ministry of Defence,Ministry of Defence,18/01/2013,Grants to NDPBs,Land Forces,NATIONAL ARMY MUSEUM,SW3 4HT,155446,Operating costs grant in aid to the National Army museum,500000
Ministry of Defence,Ministry of Defence,28/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,158951,Equipment support project costs,499457.13
Ministry of Defence,Ministry of Defence,29/01/2013,Payment of utilities,Defence Infrastructure Organisation ,MABANAFT DEUTSCHLAND GMBH,,5000090939,Utilities consumed - heating oil,497241.5
Ministry of Defence,Ministry of Defence,29/01/2013,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,159571,Estate + facilities management services - accommodation inventory + service,493904.74
Ministry of Defence,Ministry of Defence,04/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,148838,Fiscal asset under construction - capital in year addition,491369.16
Ministry of Defence,Ministry of Defence,23/01/2013,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,157108,Cost of food services,487489.76
Ministry of Defence,Ministry of Defence,16/01/2013,Rental of plant and machinery,Defence Equipment & Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,153727,Plant + machinery private finance initiative - service concession arrangements service charge,481940.2
Ministry of Defence,Ministry of Defence,14/01/2013,Purchase of inventory and services ,Defence Equipment & Support,NATO SUPPORT AGENCY (NSPA),,5000090129,Raw materials and consumable aviation fuel inventory purchased,481523.01
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000148835 - 00153025,,467216
Ministry of Defence,Ministry of Defence,24/01/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000008711,Spend on Inventory - General,463600.8
Ministry of Defence,Ministry of Defence,29/01/2013,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,159477,Movement of service personnel,461008.02
Ministry of Defence,Ministry of Defence,28/01/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,158840,Spend on Inventory - General,457134.78
Ministry of Defence,Ministry of Defence,07/01/2013,Spend on Inventory - General,Defence Equipment & Support,SELEX ELSAG LIMITED,SS14 3EL,149299,Spend on Inventory - General,455949.22
Ministry of Defence,Ministry of Defence,08/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,149482,Utilities consumed - gas,453695.25
Ministry of Defence,Ministry of Defence,08/01/2013,Purchase of inventory and services ,Joint Forces Command,GIB OIL LIMITED,,3000008656,Consumption of oils and lubricants inventory,448144.6
Ministry of Defence,Ministry of Defence,16/01/2013,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,153691,Cost of food services,444396.46
Ministry of Defence,Ministry of Defence,18/01/2013,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,155084,External military training ,442540.83
Ministry of Defence,Ministry of Defence,09/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,150122,Equipment support non-project costs,441795.78
Ministry of Defence,Ministry of Defence,16/01/2013,Payment of utilities,Defence Infrastructure Organisation ,E.ON,,5000090301,Utilities consumed - gas,441196.02
