Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/05/2014,Telecoms Equipment,Knowledge & Innovation Group - Research Base,DAISY COMMUNICATIONS LTD,33578,350.28,K&I Devolved Admin-Telecoms Equipment,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,ADP Training,People & Strategy - Human Resources,CAPITA BUSINESS SERVICES LTD,33750,144.00,P&S Non Devolved Admin-ADP Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),33795,7009.26,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/05/2014,Subsistence Overseas,People & Strategy - Human Resources,FOREIGN AND COMMONWEALTH OFFICE (FCO),33801,1063.29,P&S Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/05/2014,Subsistence Overseas,People & Strategy - Human Resources,FOREIGN AND COMMONWEALTH OFFICE (FCO),33802,123.10,P&S Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),33820,56.50,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),33821,39.11,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),33822,17.39,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/05/2014,Advertising,Business & Local Growth - Information Economy & Cyber,M4C (A DIVISION OF GROUPM UK LTD),33854,39.34,BLG Devolved Admin-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/05/2014,Advertising,Business & Local Growth - Information Economy & Cyber,M4C (A DIVISION OF GROUPM UK LTD),33854,47335.09,ShEx Devolved Admin-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),33864,1637.69,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),33865,1040.04,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2014,Subsistence Overseas,People & Strategy - Human Resources,FOREIGN AND COMMONWEALTH OFFICE (FCO),33887,490.80,P&S Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2014,Standard Desktop Plus Services,Finance & Commercial Group - Information and Technology Directorate,FIVIUM LTD,33940,69883.20,F&C Devolved Admin-Standard Desktop Plus Services,W1F 7LD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/05/2014,"Honoraria, Fees and Expenses",Business & Local Growth - Regional Growth Fund & Legacy,OECD ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,34121,4035.52,"Regional Growth Fund-Honoraria, Fees and Expenses",CEDEX 16,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/05/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,FUJITSU SERVICES LTD,35165,0.84,F&C Devolved Admin-Other IT Consultancy,WA3 9BD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/05/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,FUJITSU SERVICES LTD,35165,24957.34,F&C Devolved Admin-Other IT Consultancy,WA3 9BD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/05/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,FUJITSU SERVICES LTD,35174,-77409.32,F&C Devolved Admin-Other IT Consultancy,WA3 9BD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/05/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,FUJITSU SERVICES LTD,35174,154818.64,F&C Devolved Admin-Other IT Consultancy,WA3 9BD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35194,6489.38,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35196,1761.82,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35197,1334.78,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35200,1347.66,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35201,69.23,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35203,1335.43,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35204,69.06,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35206,33.37,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35208,756.27,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35209,33.39,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35210,997.98,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35212,68.86,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35213,1143.96,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35214,1143.96,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35216,68.86,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35217,68.20,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35218,2033.03,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35219,740.00,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35220,575.00,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35221,67.85,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35222,436.50,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35222,1136.31,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35223,862.35,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35225,1176.55,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35226,228.27,IGPF: Other-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35227,3.38,IGPF: Other-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35228,67.71,IGPF: Other-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35229,21.98,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35230,16.02,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35231,29.52,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35232,98.88,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35233,2301.31,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35234,2949.71,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35237,4.30,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35238,9.18,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35240,6.02,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35247,6970.56,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35248,954.05,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35249,2.77,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35250,2.97,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35251,11.09,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35253,2.53,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35254,38.41,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35255,177.39,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35256,44.55,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35258,27.40,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35259,25.74,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35260,217.78,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35261,2.77,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35263,2.77,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35264,2.97,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35266,2.97,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35267,3.37,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/05/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),35268,330.91,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
