Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"34,121.69",ICT Network Services (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"260,033.00",ICT Network Services (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"37,743.00",ICT Network Services (Schedule)
Ministry of Justice,MoJ HQ,23/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119167,"1,014,617.99",ICT Network Services (Schedule)
Ministry of Justice,MoJ HQ,23/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119167,"28,260.48","A-S-03690-07-v1 102 Petty France Broadband and WiFi Service- Ongoing IT Support Cost FY 16/17							"
Ministry of Justice,MoJ HQ,23/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119167,"253,149.50",ICT Network Services (Schedule)
Ministry of Justice,MoJ HQ,23/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119167,"34,121.69",ICT Network Services (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"582,987.00",ICT Service Desk (Schedule)
Ministry of Justice,MoJ HQ,12/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1118009,"582,987.00",ICT Service Desk (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"941,772.14",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"32,662.45",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"184,493.25",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"33,068.70",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"144,500.00",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,12/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1118009,"936,993.10",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,12/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1118009,"32,662.45",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,12/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1118009,"184,493.25",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"503,005.00",ICT Licences (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"288,880.00",ICT Printing (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"24,478.06",ICT Telephony (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"4,895.61",ICT Telephony (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"40,532.27",ICT Telephony (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"8,106.45",ICT Telephony (Schedule)
Ministry of Justice,MoJ HQ,12/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1118009,"24,478.06",ICT Telephony (Schedule)
Ministry of Justice,MoJ HQ,12/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1118009,"4,895.61",ICT Telephony (Schedule)
Ministry of Justice,MoJ HQ,23/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119167,"37,532.27",ICT Telephony (Schedule)
Ministry of Justice,MoJ HQ,23/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119167,"7,506.45",ICT Telephony (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"139,444.59",ICT Other (Schedule)
Ministry of Justice,MoJ HQ,12/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1118009,"133,201.47",ICT Other (Schedule)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,826.00,Standard Power Down Request for DISC connected site with no site engineer assistance required
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,826.00,Standard Power Down Request for DISC connected site with no site engineer assistance required
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,826.00,Standard Power Down Request for DISC connected site with no site engineer assistance required
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,826.00,Standard Power Down Request for DISC connected site with no site engineer assistance required
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,"1,344.00",Standard Power Down Request for DISC connected site with on site engineer assistance required
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,859.37,Standard Power Down Request for DISC connected site with no site engineer assistance required
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,687.96,Kurzweil 1000 (OCR product)
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,264.00,"Small Form Laptop - HP EliteBook 2570p (12.1"" screen)"
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,264.00,"Small Form Laptop - HP EliteBook 2570p (12.1"" screen)"
Ministry of Justice,MoJ HQ,02/Dec/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116889,46.00,Provision and support of Secure Remote Access (RWSII) Capability
