Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number
DEFRA,AHVLA,28/08/2012,LVI Claims,Chief Operating Officer DG,Penbode Veterinary Group,LVI151510," £44,103.91 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,EX22 6HB,SME,,00000000,Expense,
DEFRA,AHVLA,14/08/2012,LVI ERNIC Suspense,Chief Operating Officer DG,H M Revenue & Customs,070812," £48,808.76 ",Payment of ERNIC to Livestock Veterinary Inspector practice owner or principal,BD98 8AA,,,00000000,Liability,
DEFRA,AHVLA,28/08/2012,LVI Claims,Chief Operating Officer DG,George Veterinary Group,LVI151490," £28,099.72 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SN16 9AA,SME,,00000000,Expense,
DEFRA,AHVLA,28/08/2012,LVI Claims,Chief Operating Officer DG,XL FARMCARE WEST MIDLANDS LTD,LVI151437," £87,329.04 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,ST14 8EB,SME,,00000000,Expense,
DEFRA,AHVLA,08/08/2012,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805121058," £30,870.05 ",SAM release 6 Business Reform Programme support charges,GU1 2LD,,,BRP00240,Expense,
DEFRA,AHVLA,28/08/2012,LVI Claims,Chief Operating Officer DG,SYNERGY FARM HEALTH LTD~979392255,LVI151844," £51,422.82 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,DT2 0LD,SME,,00000000,Expense,
DEFRA,AHVLA,20/08/2012,FM Projects Non Capital Works,,DEFRA,1000015447," £2,009,752.52 ",Payment to Defra for underatking various business case pro-forma projects for the AHVLA estate,YO1 7PX,,,00000000,Asset,
DEFRA,AHVLA,22/08/2012,exVLA project specific expenditure,,Alere Technologies GmbH,90000594," £25,187.78 ",Purchase of chemicals ,,,,RDEU0815,Expense,
DEFRA,AHVLA,16/08/2012,Sub Contracted Services,,A D A S UK Ltd,RIRP062879," £39,583.33 ",Research studies: maintenance of a TSE-free flock ,WV6 5AP,,,TSSE1931,Expense,
DEFRA,AHVLA,22/08/2012,Sub Contracted Services,,A D A S UK Ltd,RIRP063381," £39,583.33 ",Research studies: maintenance of a TSE-free flock,WV6 5AP,,,TSSE1931,Expense,
DEFRA,AHVLA,16/08/2012,Carriage of goods,,DX Network Services Ltd,80104822," £30,964.92 ",Movement of samples for the fallen stock project,NN3 6YG,SME,,00000000,Expense,
DEFRA,AHVLA,16/08/2012,Hard charges,,D T Z,36754," £39,552.19 ",Administrative charge levied by Defra to cover payment of invoices,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,14/08/2012,Hard charges,,D T Z,36513," £51,938.99 ",Apr-July facilities management charges for the Sutton Bonington site,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,14/08/2012,Hard charges,,D T Z,36512," £44,567.09 ",Apr-July 2012 facilities management charges for the Shrewsbury site,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,30/08/2012,Hard charges,,D T Z,36582," £34,775.14 ",Apr-July 2012 facilities management charges for the Itchen Abbas  site,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,16/08/2012,Hard charges,,D T Z,36523," £1,509,776.10 ",Apr-July 2012 facilities management charges for the Weybridge site,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,14/08/2012,Hard charges,,D T Z,36590," £48,600.50 ",Apr-July 2012 facilities management charges for the Rougham Hill site at Bury St Edmunds,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,02/08/2012,Hard charges,,D T Z,36371," £79,416.47 ",Quarter1 accommodation charges for the Penicuik site,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,14/08/2012,Hard charges,,D T Z,36596," £34,566.90 ",Apr-July 2012 facilities management charges for the Luddington site,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,14/08/2012,Hard charges,,D T Z,36531," £33,121.24 ",Apr-July 2012 facilities management charges for the Merrythought House site at Calthwaite,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,02/08/2012,Hard charges,,D T Z,36009," £39,552.19 ",August 2012 administrative charge levied by Defra to cover payment of invoices,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,02/08/2012,Hard charges,,D T Z,35647," £39,552.19 ",July 2012 administrative charge levied by Defra to cover payment of invoices,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,14/08/2012,Hard charges,,D T Z,36586," £29,561.65 ",Apr-July 2012 facilities management charges for the West House site at Thirsk,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,14/08/2012,Hard charges,,D T Z,36529," £34,318.62 ",Apr-July 2012 facilities management charges for the Heol Dyfnallt site at Carmarthen,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,14/08/2012,Hard charges,,D T Z,36610," £28,964.45 ",Apr-July 2012 facilities management charges for the Longbenton site at Newcastle,B4 6HT,,,HARDESTA,Expense,
DEFRA,AHVLA,02/08/2012,Hard charges,,D T Z,36232," £30,657.49 ",Quarter 1 accommodation charges for the Sutton Bonington site,B4 6HT,,,HARDESTA,Expense,
