Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Expenditure Type,
Cabinet Office,Government Procurement Service,06/12/11,Call Charges Std,Network Services,Global Crossing,PINMTS 21059,"89,311.43",Government managed telecoms contract,RG24 8NA,Large,Programme,
Cabinet Office,Government Procurement Service,06/12/11,Call Charges Std,Network Services,Global Crossing,PINMTS 21125,"38,450.15",Government managed telecoms contract,RG24 8NA,Large,Programme,
Cabinet Office,Cabinet Office,07/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,YOUTHNET UK,3000021155,"175,000.00",Transition funding for a youth volunteering web site.,EC1Y 8RT,SME,Grants,
Cabinet Office,Cabinet Office,07/12/11,Consultancy,OFFICE FOR CIVIL SOCIETY,BIG LOTTERY FUND,3000021134,"58,997.00",Management fee for the delivery of the Community Assets Fund,EC4A 1DE,Large,Programme,
Cabinet Office,Cabinet Office,08/12/11,Assets Under Construction,ESTATE MANAGEMENT,ECOVERT FM LTD,3000021175,"60,000.00",Refurbishment of 70 Whitehall,BN1 1HQ,Large,Administration,
Cabinet Office,Cabinet Office,08/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,YOUR CONSORTIUM LTD,3000021195,"35,012.00",National Citizen Service project grant,HG5 0AS,SME,Grants,
Cabinet Office,Government Procurement Service,08/12/11,Moves & Changes,Network Services,Global Crossing,PINMTS 21197,"47,500.00",Government managed telecoms contract,RG24 8NA,Large,Programme,
Cabinet Office,Cabinet Office,09/12/11,Accommodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000021219,"86,592.34",Facilities Management Services,BN1 1HQ,Large,Administration,
Cabinet Office,Cabinet Office,09/12/11,Assets Under Construction,ESTATE MANAGEMENT,ECOVERT FM LTD,3000021219,"81,010.80",Refurbishment of 70 Whitehall,BN1 1HQ,Large,Administration,
Cabinet Office,Cabinet Office,09/12/11,Accommodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000021219,"54,848.59",Facilities Management Services,BN1 1HQ,Large,Administration,
Cabinet Office,Cabinet Office,09/12/11,Accommodation and Utilities,INTELLIGENCE SECURITY AND RESILIENCE,BT GLOBAL SERVICES.,3000021210,"100,000.00",High Integrity Telecoms System project costs,NW9 6LB,Large,Administration,
Cabinet Office,Cabinet Office,12/12/11,Other Staff Related Costs,ERG STRATEGY AND MANAGEMENT INFORMATION,PARITY SOLUTIONS LTD,3000021269,"26,991.00",Fast Stream Recruitment,HP2 7DN,SME,Administration,
Cabinet Office,Cabinet Office,12/12/11,Accommodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000021255,"81,164.76",Facilities Management Services,BN1 1HQ,Large,Administration,
Cabinet Office,Cabinet Office,13/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,BOLTON LADS & GIRLS CLUB,3000021294,"92,083.00",National Citizen Service project grant,BL1 4AG,SME,Grants,
Cabinet Office,Cabinet Office,13/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,NCVO,3000021303,"87,500.00",Grant to Compact Voice,N1 9RL,Large,Grants,
Cabinet Office,Cabinet Office,13/12/11,GRANT FUND MANAGEMENT SERVICES,OFFICE FOR CIVIL SOCIETY,COMMUNITY DEVELOPMENT FOUNDATION,3000021296,"80,250.00",Management Fee for delivery of Community First,EC1V 2PT,Large,Programme,
Cabinet Office,Cabinet Office,13/12/11,Accommodation and Utilities,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000021299,"28,171.30",Building Restoration of 10 Downing Street,BN1 1HQ,Large,Administration,
National School of Government,National School of Government,13/12/11,De Vere PFI contract fee,Corporate Services & Operation,De Vere Venues Ltd,64DEVE009102719895208/12/2011,"137,205.66",Private Finance Initiative payment for student & office accommodation,WD6 3FG,Large,Administration,
Cabinet Office,Government Procurement Service,13/12/11,WDHS Maint & Rep,WDHS,Cofely,PCROHD 963,"-30,828.00",Whitehall heating systems management,HP12 3TA,Large,Programme,
Cabinet Office,Cabinet Office,14/12/11,Land and Buildings,ESTATE MANAGEMENT,KING STURGE LLP,3000021326,"303,600.00",Rent for Accommodation,BS8 9AQ,Large,Administration,
Cabinet Office,Cabinet Office,14/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,NATIONAL YOUTH AGENCY,3000021331,"180,780.00",National Citizen Service project grant,LE5 3GJ,SME,Grants,
Cabinet Office,Cabinet Office,14/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,YOUNG LIVES,3000021336,"35,134.00",National Citizen Service project grant,PE27 5EH,SME,Programme,
Cabinet Office,Cabinet Office,15/12/11,Consultancy,CIVIL SERVICE PENSIONS,HERBERT SMITH LLP,3000021357,"358,579.20",Legal Costs to support MyCSP mutualisation project.  ,EC2A 2HS,Large,Administration,
Cabinet Office,Cabinet Office,15/12/11,"Travel, Subsistence and Hospitality",ERG STRATEGY AND MANAGEMENT INFORMATION,INSTITUTE FOR GOVERNMENT,3000021361,"29,100.00",Bi-annual event for the top 200 Senior Civil Servants from across Government,NW9 6LB,Large,,
Cabinet Office,Cabinet Office,15/12/11,Supplies and Services,ESTATE MANAGEMENT,RICOH UK LTD,3000021372,"43,468.36",Reprographic services,CR5 2HR,Large,Administration,
Cabinet Office,Cabinet Office,15/12/11,Other Staff Related Costs,FINANCIAL MANAGEMENT,FCO SERVICES,3000021352,"45,132.00",FCO Services,MK10 1PX,Large,Administration,
Cabinet Office,Cabinet Office,15/12/11,Agency and Temporary Staff,GOVERNMENT CIO,CAPITA RESOURCING LTD,3000021346,"51,810.61","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",SL6 1DP,Large,Administration,
Cabinet Office,Cabinet Office,15/12/11,Consultancy,INDEPENDENT OFFICES,DLA PIPER UK,3000021350,"45,000.00",Delivery of the Civil Service Commission’s review of department’s and agency’s recruitment policies and procedures,EC2V 7EE,Large,Administration,
Cabinet Office,Cabinet Office,15/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,COMMUNITY FOUNDATION NETWORK,3000021348,"125,000.00",Match funding for Local Giving’s fundraising over the Christmas period to leverage additional public donations,N1 9HS,Large,Programme,
Cabinet Office,Cabinet Office,15/12/11,"Travel, Subsistence and Hospitality",OFFICE FOR CIVIL SOCIETY,NATIONAL SCHOOL OF GOVERNMENT,3000021368,"25,353.24","Events management support for the London stage of the European Year of Volunteering Tour Event, 27 October – 3 November 2011",SL5 0QE,Large,Programme,
Cabinet Office,Cabinet Office,15/12/11,Accommodation and Utilities,PRIME MINISTERS OFFICE,SECURITY SERVICES GROUP,3000021374,"119,130.60",Maintenance of physical and electronic security equipment,SN5 7XQ,Large,Grants,
Cabinet Office,Government Procurement Service,15/12/11,MOTO Charges RC,Estates Management,Cabinet Office Votes,PINDOH 33782,"110,363.22",Rent for accommodation,CF14 3UW,Gov Dept,Administration,
Cabinet Office,Cabinet Office,16/12/11,Accommodation and Utilities,ESTATE MANAGEMENT,MITIE MANAGED SERVICES LTD,3000021428,"48,911.10",Facilities Management Services,PR7 6TE,Large,Administration,
Cabinet Office,Cabinet Office,16/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,SPORTTRAIN WALES LTD,3000021439,"121,225.00",National Citizen Service project grant,SA1 6DY,SME,Programme,
Cabinet Office,Cabinet Office,16/12/11,Lord Lieutenants Expenses,POLITICAL AND CONSTITUTIONAL REFORM,GREATER LONDON LIEUTENANCY,3000021418,"42,602.00",Quarterly advance expense payments to Her Majesty's Lord Lieutenants ,SW1E 6QP,Large,Administration,
Cabinet Office,Cabinet Office,16/12/11,Lord Lieutenants Expenses,POLITICAL AND CONSTITUTIONAL REFORM,WEST MIDLANDS LIEUTENANCY,3000021443,"36,307.50",Quarterly advance expense payments to Her Majesty's Lord Lieutenants ,B92 0JL,Large,Grants,
Cabinet Office,Cabinet Office,16/12/11,Lord Lieutenants Expenses,POLITICAL AND CONSTITUTIONAL REFORM,GREATER MANCHESTER LIEUTENANCY,3000021419,"33,133.50",Quarterly advance expense payments to Her Majesty's Lord Lieutenants ,M15 4AX,Large,Administration,
Cabinet Office,Cabinet Office,16/12/11,Lord Lieutenants Expenses,POLITICAL AND CONSTITUTIONAL REFORM,MERSEYSIDE LIEUTENANCY,3000021426,"30,246.00",Quarterly advance expense payments to Her Majesty's Lord Lieutenants ,L69 3EN,Large,Administration,
Cabinet Office,Cabinet Office,16/12/11,Lord Lieutenants Expenses,POLITICAL AND CONSTITUTIONAL REFORM,LORD LIEUTENANT OF WEST YORKSHIRE,3000021425,"28,582.50",Quarterly advance expense payments to Her Majesty's Lord Lieutenants ,LS23 6LP,Large,Administration,
Cabinet Office,Cabinet Office,19/12/11,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,RETHINK RECRUITMENT SOLUTIONS LTD,3000021480,"35,003.25",Interim IT specialists,MK10 1PX,SME,Administration,
Cabinet Office,Cabinet Office,19/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,STREETSMART,3000021485,"55,000.00","Match funding for Streetsmart’s Christmas fundraising campaign through restaurants, to encourage more restaurants outside of London to participate. ",W1B 5RR,SME,Grants,
Cabinet Office,Government Procurement Service,19/12/11,GTN,Network Services,Global Crossing,PINMTS 21199,"100,867.80",Government managed telecoms contract,RG24 8NA,Large,Programme,
Cabinet Office,Cabinet Office,20/12/11,Accommodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000021500,"916,349.76",Facilities Management Services,BN1 1HQ,Large,Administration,
Cabinet Office,Cabinet Office,20/12/11,Accommodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000021500,"57,317.68",Facilities Management Services,BN1 1HQ,Large,Administration,
Cabinet Office,Cabinet Office,20/12/11,IT Costs,INTELLIGENCE SECURITY AND RESILIENCE,BT GLOBAL SERVICES.,3000021497,"152,123.50",High Integrity Telecoms System project costs,NW9 6LB,Large,Grants,
Cabinet Office,Cabinet Office,20/12/11,Research and Development (VAT Recoverable),POLITICAL AND CONSTITUTIONAL REFORM,ELECTORAL COMMISSION,3000021501,"220,200.00",National Study into Completeness and Accuracy of the Electoral Registers,EC1Y 8YZ,Large,Grants,
Cabinet Office,Government Procurement Service,20/12/11,Information Services,Enablement Projects,Dun & Bradstreet Ltd,PINVP2P 437,"600,000.00",Pan Government use of Duns and enhanced data analysis ,SL7 1AJ,Large,Administration,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33796,"267,935.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33797,"170,960.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33798,"178,430.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33799,"110,210.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33802,"25,300.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33807,"31,980.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33812,"31,235.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33817,"29,200.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33818,"27,685.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33820,"85,805.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33821,"73,960.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33824,"39,235.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33825,"45,945.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33826,"99,105.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Government Procurement Service,21/12/11,Moves & Changes,Network Services,Siemens,PINDOH 33831,"34,450.00",Government managed telecoms contract,MK15 0DJ,Large,Programme,
Cabinet Office,Cabinet Office,22/12/11,Other Staff Related Costs,ERG STRATEGY AND MANAGEMENT INFORMATION,PARITY SOLUTIONS LTD,3000021597,"80,951.62",Fast Stream Recruitment,HP2 7DN,SME,Administration,
Cabinet Office,Cabinet Office,22/12/11,Provisions provided for in year,ESTATE MANAGEMENT,NB REAL ESTATE,3000021595,"255,000.00",Dilapidations costs for lease break,NW9 6LB,Large,,
Cabinet Office,Cabinet Office,22/12/11,GRANT FUND MANAGEMENT SERVICES,OFFICE FOR CIVIL SOCIETY,SOCIAL INVESTMENT BUSINESS,3000021600,"193,184.00",Management fee for the Social Action Fund ,WC1H 8AG,SME,Grants,
Cabinet Office,Cabinet Office,22/12/11,Accommodation and Utilities,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000021586,"35,774.72",Facilities Management Services,BN1 1HQ,Large,Administration,
Cabinet Office,Government Procurement Service,22/12/11,WSDS Maint & Rep,WSDS,Cofely,PINDOH 33658,"39,005.82",Whitehall heating systems management,HP12 3TA,Large,Programme,
Cabinet Office,Government Procurement Service,22/12/11,WDHS Maint & Rep,WDHS,Cofely,PINDOH 33659,"62,514.50",Whitehall heating systems management,HP12 3TA,Large,Programme,
Cabinet Office,Government Procurement Service,22/12/11,WDHS Cost of Heat Supplied,WDHS,Cofely,PINDOH 33763,"53,257.18",Whitehall heating systems management,HP12 3TA,Large,Programme,
Cabinet Office,Government Procurement Service,22/12/11,WSDS Maint & Rep,WSDS,Cofely,PINDOH 33768,"39,005.82",Whitehall heating systems management,HP12 3TA,Large,Programme,
Cabinet Office,Government Procurement Service,22/12/11,WDHS Maint & Rep,WDHS,Cofely,PINDOH 33769,"62,514.50",Whitehall heating systems management,HP12 3TA,Large,Programme,
Cabinet Office,Government Procurement Service,22/12/11,WDHS Maint & Rep,WDHS,Cofely,PINDOH 33852,"41,782.02",Whitehall heating systems management,HP12 3TA,Large,Programme,
Cabinet Office,Cabinet Office,23/12/11,Supplies and Services,CENTRAL BUDGETS,TREASURY SOLICITOR TSOL,3000021665,"99,349.19",TSOL - 2011/12 Fees and Disbursements.,WC2B 4TS,Large,Administration,
Cabinet Office,Cabinet Office,23/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,SOCIAL INVESTMENT BUSINESS,1000471,"3,799,417.00",Grants to support organisations from the voluntary and community sector promoting social action.  ,WC1H 8AG,SME,Grants,
Cabinet Office,Cabinet Office,23/12/11,Freehold Non Residential Buildings,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000021637,"62,724.12",Building Restoration of 10 Downing Street,BN1 1HQ,Large,Administration,
Cabinet Office,Cabinet Office,28/12/11,Agency and Temporary Staff,GOVERNMENT CIO,CAPITA RESOURCING LTD,3000021686,"28,566.00","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",SL6 1DP,Large,Administration,
Cabinet Office,Cabinet Office,28/12/11,IT Costs,GOVERNMENT DIGITAL SERVICE,STERIA LTD,3000021698,"28,915.41",Implementation services to further develop the Directgov site.  ,HP2 7AH,Large,Programme,
Cabinet Office,Cabinet Office,28/12/11,Supplies and Services,INTELLIGENCE SECURITY AND RESILIENCE,BBC MONITORING,3000021684,"1,808,333.33",Monitoring services provided by the BBC,M14 0EP,Large,Programme,
Cabinet Office,Cabinet Office,28/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,NEW COLLEGE NOTTINGHAM,3000021697,"127,836.00",National Citizen Service project grant,NG1 1PR,SME,Programme,
Cabinet Office,Cabinet Office,28/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,LUTON CULTURE,3000021696,"42,058.00",National Citizen Service project grant,LU1 2EY,SME,Grants,
Cabinet Office,Cabinet Office,28/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,CATCH22 CHARITY LTD,3000021687,"39,618.00",National Citizen Service project grant,EC1V 9BW,Large,Grants,
Cabinet Office,Cabinet Office,28/12/11,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,GROUNDWORK UK,3000021693,"28,954.00",National Citizen Service project grant,B1 2RR,Large,Administration,
Cabinet Office,Cabinet Office,29/12/11,Agency and Temporary Staff,GOVERNMENT CIO,CAPITA RESOURCING LTD,3000021709,"55,551.51","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",SL6 1DP,Large,Administration,
Cabinet Office,Cabinet Office,29/12/11,Resource Grants to NDPB's,HONOURS AND APPOINTMENTS,TREASURER TO THE QUEEN,3000021715,"68,230.00",Central Chancery charges for administration of Honours,SW1A 1AA,Large,Administration,
Cabinet Office,Cabinet Office,29/12/11,IT Costs,IT AND TELECOMS BRANCH,MERIDIO LTD,3000021713,"110,287.20",Meridio Ltd - Autonomy End User License Agreement,BT3 9DT,Large,Grants,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
