Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,CORNWALL COUNCIL,4000043569,11048600
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,COUNCIL OF THE ISLES OF SCILLY,4000043570,116654
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,COVENTRY CITY COUNCIL,4000043571,7919080
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,CUMBRIA COUNTY COUNCIL,4000043572,10384280
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,DARLINGTON BOROUGH COUNCIL,4000043573,2436360
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,DERBY CITY COUNCIL,4000043574,6162040
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,DERBYSHIRE COUNTY COUNCIL,4000043575,17034520
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,DEVON COUNTY COUNCIL,4000043576,14636480
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,DONCASTER MBC,4000043577,6844920
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,DORSET COUNTY COUNCIL,4000043578,8547120
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,DUDLEY MBC,4000043579,7990600
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,DURHAM COUNTY COUNCIL,4000043580,11539720
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,EAST RIDING OF YORKSHIRE,4000043581,7269240
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,EAST SUSSEX COUNTY COUNCIL,4000043582,11039120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,ELAN COMPUTING LTD,4000043701,47704.37
Department for Education,TEACHERS PENSION SCHEME,04/01/2011,CURRENT GRANTS,School Resources Group,ESSEX COUNTY COUNCIL,4000043583,31272320
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,GATESHEAD MBC,4000043584,4333400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,GLOUCESTERSHIRE COUNTY COUNCIL,4000043585,12853600
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,HALTON BOROUGH COUNCIL,4000043586,3241800
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,HAMPSHIRE COUNTY COUNCIL,4000043587,28759720
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,HARTLEPOOL BOROUGH COUNCIL,4000043588,2468680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,HEREFORDSHIRE COUNCIL,4000043589,3495400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,HERTFORDSHIRE,4000043590,26669000
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,ISLE OF WIGHT COUNCIL,4000043591,3054840
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,KENT COUNTY COUNCIL,4000043592,31823960
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,KINGSTON UPON HULL COUNCIL,4000043593,5921600
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,KIRKLEES COUNCIL,4000043594,10376680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,KNOWSLEY MBC,4000043595,4026920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LANCASHIRE COUNTY COUNCIL,4000043596,27252360
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LEEDS CITY COUNCIL,4000043597,16446720
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LEICESTER CITY COUNCIL,4000043598,8166560
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LEICESTERSHIRE COUNTY COUNCIL,4000043599,13977160
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LINCOLNSHIRE COUNTY COUNCIL,4000043600,14717200
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LIVERPOOL CITY COUNCIL,4000043601,10881480
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000043602,6092840
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARNET COUNCIL,4000043603,8341720
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BEXLEY COUNCIL,4000043604,6167920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BRENT,4000043605,7966960
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BROMLEY COUNCIL,4000043606,7402400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CAMDEN,4000043607,5362960
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CROYDON COUNCIL,4000043608,8215920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF EALING COUNCIL,4000043609,8653480
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ENFIELD COUNCIL,4000043610,8464280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF GREENWICH,4000043611,7536280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000043612,3755280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARINGEY,4000043613,6885160
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARROW COUNCIL,4000043614,5775080
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAVERING COUNCIL,4000043615,6318400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,4000043616,7254400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000043617,6522000
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ISLINGTON COUNCIL,4000043618,5202640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LAMBETH COUNCIL,4000043619,7364680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LEWISHAM,4000043620,7483680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF MERTON COUNCIL,4000043621,4223280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF NEWHAM,4000043622,10653200
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF REDBRIDGE,4000043623,7755440
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF RICHMOND UPON THAMES,4000043624,3768920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000043625,6864160
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SUTTON,4000043626,5290320
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,4000043627,9824840
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,4000043628,7035880
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000043629,6147120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,LUTON BOROUGH COUNCIL,4000043630,5651320
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,MANCHESTER CITY COUNCIL,4000043631,11518120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,MEDWAY COUNCIL,4000043632,6368440
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,METROPOLITAN BOROUGH OF WIRRAL,4000043633,7638720
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,MIDDLESBROUGH COUNCIL,4000043634,3269640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,MILTON KEYNES COUNCIL,4000043635,6401400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,Children Young People and Families Supporting Delivery Group,NATIONAL CHILDRENS BUREAU,4000043703,389780
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NEWCASTLE CITY COUNCIL,4000043636,5771520
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NORFOLK COUNTY COUNCIL,4000043637,17029480
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NORTH EAST LINCOLNSHIRE COUNCIL,4000043638,3430280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NORTH LINCOLNSHIRE COUNCIL,4000043639,3818200
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NORTH SOMERSET COUNCIL,4000043640,4510360
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NORTH TYNESIDE,4000043641,4454560
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NORTH YORKSHIRE COUNTY COUNCIL,4000043642,13119960
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NORTHAMPTONSHIRE COUNTY COUNCIL,4000043643,15489560
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NORTHUMBERLAND COUNTY COUNCIL,4000043644,6410040
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NOTTINGHAM CITY COUNCIL,4000043645,6283800
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,NOTTINGHAMSHIRE COUNTY COUNCIL,4000043646,17417600
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,OLDHAM MBC,4000043647,6515320
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,OXFORDSHIRE COUNTY COUNCIL,4000043648,13434040
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,PETERBOROUGH CITY COUNCIL,4000043649,4596400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,PLYMOUTH CITY COUNCIL,4000043650,5648320
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,POOLE BOROUGH COUNCIL,4000043651,2807640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,PORTSMOUTH CITY COUNCIL,4000043652,4161880
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,READING BOROUGH COUNCIL,4000043653,2880160
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000043654,3522680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,ROCHDALE MBC,4000043655,5736320
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,ROTHERHAM MBC,4000043656,6637000
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,4000043657,3694040
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,RUTLAND COUNTY COUNCIL,4000043658,863040
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SALFORD CITY COUNCIL,4000043659,5419120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SANDWELL MBC,4000043660,7795160
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SEFTON COUNCIL,4000043661,6583040
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SHEFFIELD CITY COUNCIL,4000043662,11640120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SHROPSHIRE COUNCIL,4000043663,6099880
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SLOUGH BOROUGH COUNCIL,4000043664,3945920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SOLIHULL MBC,4000043665,4861280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SOMERSET COUNTY COUNCIL,4000043666,10839960
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SOUTH GLOUCEST,4000043667,5651800
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SOUTH TYNESIDE,4000043668,3650440
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000043669,4680040
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000043670,4255160
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,ST HELENS MBC,4000043671,4158080
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,STAFFORDSHIRE COUNCIL,4000043672,18558800
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,STOCKPORT MBC,4000043673,6326840
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,STOCKTON ON TEES,4000043674,4549120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,STOKE ON TRENT CITY COUNCIL,4000043675,5795080
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SUFFOLK COUNTY COUNCIL,4000043676,15051080
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SUNDERLAND CITY COUNCIL,4000043677,6287120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SURREY COUNTY COUNCIL,4000043678,24140240
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,SWINDON BOROUGH COUNCIL,4000043679,4623520
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,TAMESIDE MBC,4000043680,5235040
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,TELFORD & WREKIN COUNCIL,4000043681,3965760
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,THE LONDON BOROUGH OF HACKNEY,4000043682,6486680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,4000043683,2703160
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,THE ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,4000043684,3205120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,THURROCK COUNCIL,4000043685,3925080
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,TORBAY COUNCIL,4000043686,2879880
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,TRAFFORD MB COUNCIL,4000043687,5571320
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CAPITAL GRANTS,School Resources Group,UNITED LEARNING TRUST,4000043707,412201.2
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WAKEFIELD MDC,4000043688,7544760
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WALSALL MBC,4000043689,6997920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WARRINGTON BOROUGH COUNCIL,4000043690,4965000
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WARWICKSHIRE COUNTY COUNCIL,4000043691,11809920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WEST BERKSHIRE COUNCIL,4000043692,4008920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WEST SUSSEX COUNTY COUNCIL,4000043693,16521400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WIGAN MBC,4000043694,7709240
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WILTSHIRE COUNCIL,4000043695,9873280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WOKINGHAM BOROUGH COUNCIL,4000043696,3690800
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WOLVERHAMPTON CITY COUNCIL,4000043697,6030680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,WORCESTERSHIRE COUNTY COUNCIL,4000043698,11899120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2011,CURRENT GRANTS,School Resources Group,YORK CITY COUNCIL,4000043699,3716200
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Curriculum and Behaviour Group,C I L T,4000043722,281833.33
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,IS/IT,Children Young People and Families Improving Information Sharing and Management Group,CAPGEMINI UK PLC,4000043723,532997
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Improving Information Sharing and Management Group,CAPGEMINI UK PLC,4000043723,117500
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,TEMPORARY (TEMP) STAFF COSTS,Children Young People and Families Group,CAPITA RESOURCING LTD,4000043724,19861.43
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,CAPITA RESOURCING LTD,4000043724,9507.32
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,PROFESSIONAL FEES,School Standards Group,CAPITA RESOURCING LTD,4000043724,9122.65
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,TEMPORARY (TEMP) STAFF COSTS,Children Young People and Families Group,CAPITA RESOURCING LTD,4000043724,6712.5
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,TEMPORARY (TEMP) STAFF COSTS,Finance Group Shared Services Schools and Category Management,CAPITA RESOURCING LTD,4000043724,5696.46
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,TEMPORARY (TEMP) STAFF COSTS,Corporate and Internal Communications Group,CAPITA RESOURCING LTD,4000043724,5647.81
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,TEMPORARY (TEMP) STAFF COSTS,People and Change,CAPITA RESOURCING LTD,4000043724,2215.93
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,GRAFHAM GRANGE SPECIAL EDUCATION TRUST,4000043729,40180.66
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,GRAFHAM GRANGE SPECIAL EDUCATION TRUST,4000043729,23416
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,GRAFHAM GRANGE SPECIAL EDUCATION TRUST,4000043729,10998.2
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,MISCELLANEOUS EXPENDITURE,Chief Information Officer Group EFM,ISS FACILITY SERVICES T/A PEGASUS SECURITY GROUP,4000043732,28944.01
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Education Strategy and Improvement Group,LEARNING PLUS UK,4000043734,67150
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MULBERRY BUSH SCHOOL LTD,4000043735,42539.42
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MULBERRY BUSH SCHOOL LTD,4000043735,23416
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MULBERRY BUSH SCHOOL LTD,4000043735,12535.1
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,PARENT INNOVATION CONSORTIUM,4000043738,39853.65
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,PARENT INNOVATION CONSORTIUM,4000043738,17390
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Curriculum and Behaviour Group,SING UP,4000043740,725812
Department for Education,DEPARTMENT FOR EDUCATION,05/01/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST CATHERINES SCHOOL,4000043741,41161
