Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,01/11/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",PUBLIC HEALTH ENGLAND PHE033,6240653," 43,009 ","Evaluation of 2016/17 Be Clear on Cancer campaigns - delivery of Q1, Q2, Q3 and Q4 deliverables set out in MOU with the National Cancer Registration and Analysis Service (formerly National Cancer Intelligence Network)",SW1W 9SZ,PUBLIC,,,
,,01/11/2016,Addition Clearing - SW LIC,DG: Strategy & External Relations,IBM UK LTD,5810162131," 689,435 ",IBM ESR Enhance Project 2.4,PO6 3AU,LARGE,,,
,,01/11/2016,Addition Clearing - SW LIC,DG: Strategy & External Relations,IBM UK LTD,5810162131," 2,128 ",IBM ESR Enhance Project 2.1,PO6 3AU,LARGE,,,
,,01/11/2016,Addition Clearing - IT,DG: Strategy & External Relations,IBM UK LTD,5810161744," 228,672 ",DH/IBM Contract - ESR Enhance projects 7&8.1,PO6 3AU,LARGE,,,
,,01/11/2016,Addition Clearing - IT,DG: Strategy & External Relations,IBM UK LTD,5810161743," 132,953 ",ESR Enhance Project 4.2,PO6 3AU,LARGE,,,
,,01/11/2016,Research & development,DG: Research & Development,KLEIJNEN SYSTEMATIC REVIEWS LTD,A00847," 306,250 ",TARs,YO19 6FD,SME,,,
,,01/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10115696, -   ,Information Systems,SG8 6DP,LARGE,,,
,,01/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10115696," 81,197 ",Information Systems,SG8 6DP,LARGE,,,
,,01/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10115673, -   ,Information Systems,SG8 6DP,LARGE,,,
,,01/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10114930, -   ,Information Systems,SG8 6DP,LARGE,,,
,,01/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10114898, -   ,Information Systems,SG8 6DP,LARGE,,,
,,01/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10114881, -   ,Information Systems,SG8 6DP,LARGE,,,
,,01/11/2016,Storage costs,"DG: Innovation, Growth & Technology",SIGMA PHARMACEUTICALS PLC,I420453," 328,805 ",,,SME,,,
,,01/11/2016,Storage costs,"DG: Innovation, Growth & Technology",KENT PHARMACEUTICALS LTD,9100041087," 43,897 ",,,SME,,,
,,01/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",SIGMA PHARMACEUTICALS PLC,I417618," 53,877 ",,,SME,,,
,,01/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",SIGMA PHARMACEUTICALS PLC,I417618, 730 ,,,SME,,,
,,01/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",ACCORD HEALTHCARE LTD,DAAADF901561," 53,592 ",,,LARGE,,,
,,01/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",Peckforton Pharmaceuticals Ltd,3093," 31,018 ",,,SME,,,
,,01/11/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00432605RI," 22,522 ","Wellington House - FM Variable Building Maintenance Works FY2016/2017 @ £25,000 mthly profile",SO53 3YE,LARGE,,,
,,01/11/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00432606RI," 20,989 ","Richmond House - Emcor FM Variable Building Maintenance Works FY2016/2017 @ £50,000 mthly profile",SO53 3YE,LARGE,,,
,,01/11/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00432183RI," 112,408 ",NHSE - Southside Relocation – Re-Stack project at Skipton House,SO53 3YE,LARGE,,,
,,01/11/2016,Addition Clearing - OLB,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00432168RI," 144,967 ",Wellington - Façade - Full Renewal Works,SO53 3YE,LARGE,,,
,,01/11/2016,Estate management: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00432170RI," 44,983 ",All Buildings - Project Technical Assurance,SO53 3YE,LARGE,,,
,,01/11/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00432174RI," 87,708 ",Richmond House – Heritage - Masonry Repairs Below Balcony,SO53 3YE,LARGE,,,
,,01/11/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00432172RI," 37,718 ","Premier House – Installation of 3 x 2” MAGNAclean fluid strainers, complete Heating system strainer cleaning and flushing.",SO53 3YE,LARGE,,,
,,01/11/2016,Policy Payments,DG: Public & International Health,DEPARTMENT FOR WORK AND PENSIONS (DWP),2934194," 1,368,744 ",Recharges for EEA incentivisation payments 2016-2017 No.1,FY5 3TA,PUBLIC,,,
,,01/11/2016,Utilities,DG: Group Operations,DEPARTMENT FOR WORK AND PENSIONS (DWP),2934418," 40,573 ","QH - Utility Charges FY2016-17 @ £42,144.33 mthly",FY5 3TA,PUBLIC,,,
,,01/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",ACTION ON HEARING LOSS,ERS-563864-129181," 33,831 ",IESD 54135173 14/15 - Hear to Care,EC1Y 8SL,VCS,,,
,,02/11/2016,Research & development,DG: Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,1410055213," 160,652 ",NCCRCD Management,LS9 7TF,PUBLIC,,,
,,02/11/2016,DH Support to Mergers,DG: Central Technical,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,0000482265," 4,979,583 ",Stafford transition and integration costs,ST4 7LN,PUBLIC,,,
,,02/11/2016,Outsourcing Contract,DG: Research & Development,LGC LTD,50530642," 929,461 ",Central Commissioning Function,TW11 0LY,LARGE,,,
,,02/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",ACTAVIS UK LTD,16035221," 60,882 ",,,LARGE,,,
,,02/11/2016,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10499," 87,245 ",Revenue 2016/17 Spine 2 - INT1-1-051 Core Hosting Jul-Dec 2016,HG3 1UG,SME,,,
,,02/11/2016,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10495," 152,500 ",Revenue 2016/17 Intechnology SUS Spine - PO Services June'16 - Jan'17,HG3 1UG,SME,,,
,,02/11/2016,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10492," 65,575 ",Revenue 2016/17 Spine 2 - INT1-1-051 Core Hosting Jul-Dec 2016,HG3 1UG,SME,,,
,,02/11/2016,Service charge,"DG: Innovation, Growth & Technology",CSC COMPUTER SCIENCES LTD,5201472192," 713,150 ",Revenue 2016/17 CSC LSP NME: Committed deployment and service charges for 2016/17,PR1 8UQ,LARGE,,,
,,02/11/2016,Service charge,"DG: Innovation, Growth & Technology",CABLE AND WIRELESS COMMUNICATION (VODAFONE),464324," 23,719 ","Revenue 2016/17 NHS Mail -""Revenue contract charges FY 1617 covering   1. AVAS License & ongoing support charges 2. Core  3. Decommisioning ""	 ",RG12 1RW,LARGE,,,
,,02/11/2016,Service charge,"DG: Innovation, Growth & Technology",CABLE AND WIRELESS COMMUNICATION (VODAFONE),464322," 669,913 ","Revenue 2016/17 NHS Mail -""Revenue contract charges FY 1617 covering   1. AVAS License & ongoing support charges 2. Core  3. Decommisioning ""	 ",RG12 1RW,LARGE,,,
,,02/11/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",MASTEK UK LTD,90336770," 28,359 ",Capital 2016/17 SUS Spine -  MAS1-3-032 Development & Delivery Support SUS+,RG1 8BW,LARGE,,,
,,02/11/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",CSC COMPUTER SCIENCES LTD,5201472193," 1,794,757 ",Capital 2016/17 CSC LSP NME: Committed deployment and service charges for 2016/17,PR1 8UQ,LARGE,,,
,,02/11/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584220997," 71,143 ",FY - 2016/17 -  IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,LARGE,,,
,,02/11/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584220995," 41,203 ",FY - 2016/17 -  IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,LARGE,,,
,,02/11/2016,Building repairs & maintenance,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584220924," 24,525 ",WR1030 Small Moves 16/17 2’,WS11 0JA,LARGE,,,
,,02/11/2016,Secondees in invoiced costs,"DG: Finance, Commercial & NHS",THE ROYAL COLLEGE OF NURSING OF THE UK,ARGI/00006096," 1,677 ",Secondment,W1G 0RN,PUBLIC,,,
,,02/11/2016,Secondees in invoiced costs,"DG: Finance, Commercial & NHS",THE ROYAL COLLEGE OF NURSING OF THE UK,ARGI/00006096," 27,191 ",Secondment,W1G 0RN,PUBLIC,,,
,,02/11/2016,Provisions cash payment,DG: Public & International Health,CAXTON FOUNDATION,CF-05/2016-17," 486,933 ",Caxton Foundation 2016-17 funding for beneficiary support,EN4 9NX,VCS,,,
,,02/11/2016,Other programme expenditure,DG: Public & International Health,CAXTON FOUNDATION,CF-06/2016-17," 154,440 ",Caxton Foundation service delivery payments 2016-17,EN4 9NX,VCS,,,
,,03/11/2016,Contractor/Staff Substitution,DG: Public & International Health,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,80182548," 141,894 ",Violence Reduction Nurse funding for 2016 to 2017 for Addenbrookes,CB2 0QQ,PUBLIC,,,
,,03/11/2016,DH Support to Mergers,DG: Central Technical,THE ROYAL WOLVERHAMPTON NHS TRUST,0000197744," 84,000 ",Transaction costs,WV10 0QP,PUBLIC,,,
,,03/11/2016,DH Support to Mergers,DG: Central Technical,THE ROYAL WOLVERHAMPTON NHS TRUST,0000197744," 475,000 ",Stafford Transition and integration costs,WV10 0QP,PUBLIC,,,
,,03/11/2016,Storage costs,"DG: Innovation, Growth & Technology",BRISTOL LABORATORIES LTD,9094542," 290,180 ",,,LARGE,,,
,,03/11/2016,Storage costs,"DG: Innovation, Growth & Technology",B BRAUN MEDICAL LTD,328325446," 42,450 ",,,LARGE,,,
,,03/11/2016,Storage costs,"DG: Innovation, Growth & Technology",TEVA UK LTD,2310481810," 526,965 ",,,LARGE,,,
,,03/11/2016,Storage costs,"DG: Innovation, Growth & Technology",ENNOGEN HEALTHCARE LTD,16457," 23,939 ",,,SME,,,
,,03/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",BRISTOL LABORATORIES LTD,9095468," 128,716 ",,,LARGE,,,
,,03/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",GENESIS PHARMACEUTICALS LTD,58359, 0 ,,,SME,,,
,,03/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",GENESIS PHARMACEUTICALS LTD,58359," 53,340 ",,,SME,,,
,,03/11/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",MASTEK UK LTD,90336723," 39,460 ","Capital: 2015/18  SUS Spine  Mastek MAS1-3-024 Testing for R16 release 	 ",RG1 8BW,LARGE,,,
,,03/11/2016,Consultancy/Professional Advice,"DG: Finance, Commercial & NHS",ERNST AND YOUNG LLP,GB20100013765," 6,000 ",Add-ons to the Commercial e-Learn product,SE1 2AF,LARGE,,,
,,03/11/2016,Consultancy/Professional Advice,"DG: Finance, Commercial & NHS",ERNST AND YOUNG LLP,GB20100013765," 19,200 ",Develop 10 career stories for inclusion on the GFA Career Pathways e-learn,SE1 2AF,LARGE,,,
,,03/11/2016,Consultancy/Professional Advice,"DG: Finance, Commercial & NHS",ERNST AND YOUNG LLP,GB20100013765," 130,480 ",Finance Career Pathways with Digital Content - ITT 60075,SE1 2AF,LARGE,,,
,,03/11/2016,Consultancy/Professional Advice,"DG: Finance, Commercial & NHS",ERNST AND YOUNG LLP,GB20100013765," 6,908 ",IFRS Updates and Accounting Update Training Update Training Sessions,SE1 2AF,LARGE,,,
,,03/11/2016,Provisions cash payment,DG: Public & International Health,PGO FOREIGN CURRENCY PAYMENTS,357677315," 228,954 ",,RH10 1UH,PUBLIC,,,
,,03/11/2016,EEA medical costs (ST),DG: Public & International Health,PGO FOREIGN CURRENCY PAYMENTS,357677315," 558,154 ",,RH10 1UH,PUBLIC,,,
,,03/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",SIGNHEALTH,ERS-563982-129261," 60,000 ","2014-15 IESD award for SignHealth's ""Improving Deaf Patients' Experience and Access Through Telecommunications Technology"" ref 54128842",HP9 2NB,VCS,,,
,,03/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",BTCV,ERS-563961-129221," 101,893 ",Pro-Active Minds. 16/17,RH13 9UN,VCS,,,
,,03/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",SIGNHEALTH,ERS-563941-129201," 58,305 ","2014-15 IESD award for SignHealth's ""Improving Deaf Patients' Experience and Access Through Telecommunications Technology"" ref 54128842",HP9 2NB,VCS,,,
,,03/11/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",ALZHEIMERS SOCIETY,GAA005," 25,000 ",Funding to Alzheimer's Society - Building Dementia Friends and Dementia Friendly Communities in a National and International context,E1W 1LB,VCS,,,
,,03/11/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",ALZHEIMERS SOCIETY,GAA005," 30,803 ",Funding to Alzheimer's Society - Building Dementia Friends and Dementia Friendly Communities in a National and International context,E1W 1LB,VCS,,,
,,04/11/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6291452," 132,422 ",2016-17 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,PUBLIC,,,
,,04/11/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6291452," 177,957 ",2016-17 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,PUBLIC,,,
,,04/11/2016,Building repairs & maintenance,DG: Group Operations,Willmott Dixon Interiors Limited,083152," 92,105 ",39 Victoria Street (VS) - Pre Construction Costs,EC4A 4HJ,SME,,,
,,04/11/2016,Research & development,DG: Research & Development,NOTTINGHAM UNIVERSITY OF,7724396," 32,912 ",RDD Programme Support - Miscellaneous,NG7 2RD,PUBLIC,,,
,,04/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",Tamba,ERS-563994-129321," 70,384 ",IESD 2016-17 TAMBA - AIMS Ref 54305105,GU12 4JU,VCS,,,
,,04/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",WRVS,ERS-563992-129301," 82,445 ","HSCVF2013/14, National/004 Royal Voluntary Services : Home and Well Project",CF23 8RP,VCS,,,
,,07/11/2016,Service charge,"DG: Innovation, Growth & Technology",SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0096896," 32,621 ",Revenue 2016/17 South Warwickshire NHS Foundation Trust LSP NME,CV34 5BW,PUBLIC,,,
,,07/11/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0096896," 7,634 ",Capital 2016/17 South Warwickshire NHS Foundation Trust LSP NME,CV34 5BW,PUBLIC,,,
,,07/11/2016,Additions PDC Revenue Support NHS T Permanent,DG: Central Technical,SANDWELL & WEST BIRMINGHAM HOSPTIALS NHS TRUST,HAFS-22017," 4,676,000 ",,B18 7QH,PUBLIC,,,
,,07/11/2016,Additions PDC Capital Support NHS T Permanent,DG: Central Technical,SURREY & SUSSEX HEALTHCARE NHS TRUST,HAFS-22018," 3,000,000 ",,RH1 5RH,PUBLIC,,,
,,07/11/2016,Additions PDC Capital Support NHS T Permanent,DG: Central Technical,NORTHERN DEVON HEALTHCARE NHS TRUST,HAFS-22016," 2,300,000 ",,EX32 8ND,PUBLIC,,,
,,07/11/2016,Additions PDC Capital Support NHS T Permanent,DG: Central Technical,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,HAFS-22015," 1,000,000 ",,HU16 5JQ,PUBLIC,,,
,,07/11/2016,Additions PDC Capital Support NHS T Permanent,DG: Central Technical,EAST CHESHIRE NHS TRUST,HAFS-22014," 200,000 ",,SK10 3BL,PUBLIC,,,
,,07/11/2016,Additions PDC Capital Support NHS T Permanent,DG: Central Technical,BEDFORD HOSPITAL NHS TRUST,HAFS-22013," 300,000 ",,MK42 9DJ,PUBLIC,,,
,,07/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10116081," 37,720 ",Information Systems,SG8 6DP,LARGE,,,
,,07/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10116074," 36,210 ",Information Systems,SG8 6DP,LARGE,,,
,,07/11/2016,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10116073," 72,968 ",Information Systems,SG8 6DP,LARGE,,,
,,07/11/2016,Service charge,"DG: Innovation, Growth & Technology",IN PRACTICE SYSTEMS LTD,431002," 501,050 ",Revenue: 2015/16 GPSoC INPS charges for the Period Commencing  01.04.2015 to 31.03.2016: System support  Training Utilisation  Interface Mechanism  Pairing Assurance service  Development  Hosting service charges,SW8 3QJ,LARGE,,,
,,07/11/2016,Service charge,"DG: Innovation, Growth & Technology",IN PRACTICE SYSTEMS LTD,430850," 1,228,340 ","Revenue 2016/17 INPS GPSoC R: System support charges, Training Charges, Utilisation charges, Interface Mechanism charges, Pairing Assurance service charges, Development charges, Hosting service charges",SW8 3QJ,LARGE,,,
,,07/11/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",IN PRACTICE SYSTEMS LTD,430850," 591,957 ",Capital 16/17 GPSOC INPS - Capital charges for licence charges,SW8 3QJ,LARGE,,,
,,07/11/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",IN PRACTICE SYSTEMS LTD,430850," 24,874 ","Capital 2016/17 INPS GPSoC R: Migration Charges, National Functionality Deployment, Development Charges",SW8 3QJ,LARGE,,,
,,07/11/2016,Research & development,DG: Research & Development,QUEEN MARY UNIVERSITY OF LONDON,ERS-564064-129508," 184,759 ",HTA Researcher Lead,E1 2AX,PUBLIC,,,
,,07/11/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-564058-129507," 826,600 ",PROJECTS,M13 9PL,PUBLIC,,,
,,07/11/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-564056-129505," 55,781 ",HTA Commissioned Research,SW7 2AZ,PUBLIC,,,
,,07/11/2016,Research & development,DG: Research & Development,CITY UNIVERSITY LONDON,ERS-564055-129504," 92,956 ",Invention for Innovation,EC1V 0HB,PUBLIC,,,
,,07/11/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-564054-129506," 79,777 ",Invention for Innovation,M13 9PL,PUBLIC,,,
,,07/11/2016,Research & development,DG: Research & Development,DUNDEE UNIVERSITY OF,ERS-564027-129489," 25,562 ",HTA Commissioned Research,DD1 4HN,PUBLIC,,,
,,07/11/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-564023-129492," 51,245 ",Cancer - Prostate,OX1 2XN,PUBLIC,,,
,,07/11/2016,Research & development,DG: Research & Development,BRISTOL UNIVERSITY OF,ERS-564018-129487," 55,495 ",Cancer - Prostate,BS8 1TH,PUBLIC,,,
,,07/11/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-564017-129488," 35,087 ",Cancer - Prostate,CB2 1TN,PUBLIC,,,
,,07/11/2016,EEA medical costs (ST),DG: Public & International Health,PGO FOREIGN CURRENCY PAYMENTS,358367415," 27,741 ",,RH10 1UH,PUBLIC,,,
,,07/11/2016,Utilities,DG: Group Operations,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029322," 2,946 ","QH - Water FY2016-17 @ £3,995. mthly",FY5 3TA,PUBLIC,,,
,,07/11/2016,Rent of Land & Buildings (non-PFI operating lease),DG: Group Operations,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029322," 595,398 ","QH - Rent FUP FY2016-17 @ £605,805.50 monthly",FY5 3TA,PUBLIC,,,
,,07/11/2016,Rates,DG: Group Operations,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029322," 109,460 ","QH - Business Rates FY2016-17 @ £130,402 (10 monthly payments).",FY5 3TA,PUBLIC,,,
,,07/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",RACE EQUALITY FOUNDATION,ERS-564077-129541," 35,682 ",Race Equality Foundation - IESD 2014/15 - 54113891 -Effectively tackling violence & improving the health & care outcomes for the most vulnerable children & young people,NW5 1LB,VCS,,,
,,07/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",ROYAL SOCIETY FOR THE PREVENTION OF ACCIDENTS (ROSPA),ERS-564014-129441," 118,779 ","IESD  (RoSPA) Stand Up, Stay up Taking the rise out of falls. 54313288. Financial Year 16/17",B15 1RP,PUBLIC,,,
,,08/11/2016,Outsourcing Contract,DG: Public & International Health,NHS SUPPLY CHAIN,9047000044," 256,945 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,PUBLIC,,,
,,08/11/2016,Outsourcing Contract,DG: Public & International Health,NHS SUPPLY CHAIN,9047000043," 270,238 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,PUBLIC,,,
,,08/11/2016,Outsourcing Contract,DG: Public & International Health,NHS SUPPLY CHAIN,9047000042," 2,421,469 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,PUBLIC,,,
,,08/11/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12673679," 168,476 ",ECDS – Impact Options Assessment,LS1 6AE,PUBLIC,,,
,,08/11/2016,Outsourcing Contract,DG: Public & International Health,MULTI RESOURCE MARKETING LTD,132764," 44,906 ",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,SME,14050,,
,,08/11/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",ENNOGEN HEALTHCARE LTD,16456," 713,729 ",,,SME,,,
,,08/11/2016,Training (Learning and Development),DG: Group Operations,Working Transitions,10434," 9,780 ",DH2020 - Working Transitions - Staff Support additional line,NN4 7JJ,SME,,,
,,08/11/2016,Training (Learning and Development),DG: Group Operations,Working Transitions,10434," 43,992 ",Working Transitions- Staff support,NN4 7JJ,SME,,,
,,08/11/2016,Storage costs,DG: Group Operations,IRON MOUNTAIN UK LTD,SY83764-SY83764," 26,094 ",File Storage and retrieval for EMD91,EH54 5DL,LARGE,,,
,,08/11/2016,Building repairs & maintenance,DG: Group Operations,KIER FACILITIES SERVICES LTD,16041047," 57,411 ",NHSE - SKH - 5th Floor Works,RG21 4HG,LARGE,,,
,,08/11/2016,Building repairs & maintenance,DG: Group Operations,Faithful and Gould,16027897," 32,183 ","39 Victoria Street - F&G Building Task Works 2,3,4 and 5",NW1 3AT,LARGE,,,
,,08/11/2016,Arm Length Bodies-Revenue Subsidy,"DG: Innovation, Growth & Technology",MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,1616200," 1,250,000 ",MHRA - NIBSC 2016-17 Programme Funding,SW1W 9SZ,PUBLIC,,,
,,08/11/2016,Arm Length Bodies-Revenue Subsidy,"DG: Innovation, Growth & Technology",MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,1616199," 810,000 ",MHRA Devices 2016-17 Programme Funding,SW1W 9SZ,PUBLIC,,,
,,08/11/2016,Training (Learning and Development),"DG: Finance, Commercial & NHS",IMPERIAL COLLEGE LONDON,20149455," 116,000 ",MSc Fees for 15-16 cohort,SW7 2AZ,PUBLIC,,,
,,08/11/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",AGE UK,ERS-564108-129601," 25,575 ",IESD 54149273 2014/15 - Eatwell and Livewell,BD1 2AY,VCS,,,
,,10/11/2016,Research & development,DG: Research & Development,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ERS-564178-129641," 50,643 ",Invention for Innovation,S10 2TH,PUBLIC,,,
,,10/11/2016,Other programme expenditure,"DG: Finance, Commercial & NHS",ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,I0179453," 38,579 ",,UB9 6JH,PUBLIC,,,
,,10/11/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",ARCADIS LLP PREVIOUSLY KNOWN EC HARRIS LLP,75162134," 14,719 ",BC6806 - Sir Robert Naylor’s Independent Review,N1 NAB,LARGE,,,
