Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,HARDYES SCHOOL NO1 ACCOUNT,246067,89917.07
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,QUEEN ELIZABETH TRUSTEE ACCOUNT,246069,44540.49
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED GLOUC SCHOOLS ACCOUNT,246071,230681.24
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST FRANCIS DE SALES SCHOOL GOVERNORS FUND,246073,29429.46
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ADDEY AND STANHOPE GENERAL FUND,246077,28400
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,246081,598124.33
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST. GEORGES ROMAN CATHOLIC HIGH SCHOOL,246083,28759.75
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,246093,571503.32
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,OUR LADY OF LOURDES SCHOOL GOVERNORS ACCOUNT,246099,27982.66
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,SAVIO HIGH BUILDING AND MAINTENANCE ACCOUNT,246101,31829.42
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST PETERS SCHOOL ACCOUNT,246105,25915.81
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,CASTLE HIGH SCHOOLFOUNDATION,246109,44240.85
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF JOHN FUND KENNEDY SCHOOL,246115,47622.47
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON ST JOSEPHS SCHOOL GOVERNORS FUND,246121,28635.6
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST AIDANS CHURCH OF ENGLAND HIGH SCHOOL GOVERNORS,246127,75922.79
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD DIOCESAN COUNCIL OF EDUCATION,246129,431297.22
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,CENTRAL FOUNDATION SCHOOLS OF LONDON,246135,59804.55
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST JOHN PAYNE SCHOOL GOVERNORS MAINTENAN,246137,48353.98
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOLS PROJECT,246149,3186479.05
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST MARYS COMPREHENSIVE SCHOOL - DIOCESE,246151,49337.35
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LEICESTER DIOCESAN BOARD OF EDUCATION,246159,267444.44
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,OUR LADY OF THE VISITATION SCHOOL GOVERN,246171,29595.08
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST GEORGES SCHOOL (HARPENDEN) LTD,246175,56353.09
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON ST PETERS AND MERROW GRANGE SCHOOL,246177,46735.16
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,TIFFIN SCHOOL,247097,45260.19
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL DIOCESAN BOARD OF FINANCE ( ST,247099,846474.46
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST IGNATIUS COLLEGE,247103,46183.41
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,BROWNEDGE ST MARYS ROMAN CATHOLIC HIGH SCHOOL DEPOSI,247105,30978.07
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST SWITHUNS WELFARE FUND,247109,54325.89
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST JOAN OF ARC SCHOOL GOVERNORS ACCOUNT,247113,52251.22
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ANNUAL MAINTENANCE GRANT,247121,40427.64
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST MARGARET'S CHURCH OF ENGLAND HIGH SCHOOL ISB ACCOUNT,247125,43377.55
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF CROYDON RE ST ANDREWS,247127,31601.82
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST JOSEPH'S COLLEGE GOVERNORS ACCOUNT,247131,43785.18
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL CITY COUNCIL HEENAN HIGH SCHOOL,247133,56796.13
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,SCHOOLS OF KING EDWARD GRAMMAR SCHOOL ACCOUNT,247141,224684.61
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,KESWICK SCHOOL,247145,45991.91
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHANGEL TRUST ACCOUNT,247147,58105.92
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST BERNARD'S HIGH SCHOOL SCHOOLS AND COLLEGE,247153,38329.03
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST GABRIELS SCHOOL,247161,43545.36
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST JOSEPH'S CHURCH HIGH S,247169,29251.37
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF ISLINGTON ST ALOYSIUS COLLEGE DISBURSEMENT ACCOUNT,247193,38772.72
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD URSULINE CONVENT HIGH SCHOOL ACCOUNT,247197,44157.06
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST PAULS CHURCH COLLEGE,247213,46579.39
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF LORETO GRAMMAR SCHOOL,247215,44168.98
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,BISHOP THOMAS GRANT SCHOOL ASSET MANAGEMENT GROUP ACCOUNT,247223,39779.97
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF HAMMERSMITH & FULHAM - LOCAL CHQ ACCOUNT - SACRED HEART HIGH,247235,59664.7
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,COVENTRY COUNTY COUNCIL - BLUECOAT CHURCH OF ENGLAND SCHOOL,247239,57035.97
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,THE TRINITY SCHOOL FUND,247241,46495.31
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST RICHARDS SCHOOL FUND,247249,43881.19
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,HOLY CROSS SCHOOL,247261,41590.85
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,SACRED HEART OF MARY GIRL'S SCHOOL FUND ACCOUNT,247267,36974.06
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,RIDDLESDOWN HIGH SCHOOL,247273,76198.65
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,SACRED HEART ROMAN CATHOLIC SCHOOL ASSET MANAGEMENT GROUP ACCOUNT,247277,37645.81
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST GREGORY'S GOVERNORS FUND,247297,45464.09
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST MARKS WEST ESSEX SCHOOL,247299,45524.19
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST CATHERINES ROMAN CATHOLIC SCHOOL,247301,46375.63
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST ANNE'S ROMAN CATHOLIC HIGH SCHOOL,247305,77700.59
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST THOMAS MORE HIGH SCHOOL FOR BOYS,247309,43461.47
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF HACKNEY - SALVATORIAN ROMAN CATHOLIC COLLEGE,247323,32489.15
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GUMLEY HOUSE CONVENT SCHOOL ASSET MANAGEMENT GROUP ACCOUNT,247333,48425.9
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST ANDREWS SCHOOL GOVERNORS FUND,247337,33772.26
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ILFORD URSULINE HIGH SCHOOL TRUST FUND,247339,32513.28
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,BISHOP OF HEREFORD BLUECOAT SCHOOL GOVERNMENT ACCOUNT,247357,49145.4
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST MARTINS IN THE FIELDS SCHOOL,247371,36122.41
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST JOSEPH SCHOOL FUND DEPOSIT ACCOUNT,247375,39132.43
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DE LA SALLE SCHOOL FUND,247381,34131.99
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED PORTSMOUTH ST EDMUNDS ROOF PROJ,247385,41063.15
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,BISHOP DOUGLAS SCHOOL GOVERNORS PROJECT,247393,36278.45
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,CORPUS CHRISTI ROMAN CATHOLIC HIGH SCHOOL,247397,34791.48
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,TRINITY SCHOOL BELVEDERE CHURCH OF ENGLAND VOLUNTARY AID COMPREHENSIVE,247403,45368.21
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST MARY'S REDCLIFFE AND TEMPLE SCHOOL AMC,247405,61005.09
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST JOSEPHS,247461,25050.93
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,HARRIS CHURCH OF ENGLAND HIGH SCHOOL,247493,36254.46
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST ANGELAS URSULINE CONVENT SCHOOL GOVERNMENT FUND,247497,58535.06
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST ANDREWS ROMAN CATHOLIC PRIMARY ASSET MANAGEMENT GROUP,247503,29281.94
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST THOMAS MORE SCHOOL ACTIVITIES ACCOUNT,247515,39923.65
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,THE BLUE COAT SCHOOL SALARIES ACCOUNT,247529,43137.82
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST ANNES ROMAN CATHOLIC HIGH SCHOOL FOR,247545,80473.21
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED BASINGSTOKE BISHOP CHALLONER CATHOLIC SCHOOL SMALL PROJ,247549,30678.42
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST COLUMBA'S CHURCH BOYS SCHOOL,247575,62782.5
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,JEWS FREE SCHOOL -AMG ACCOUNT,247577,40299.77
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LORETO COLLEGE TRUSTEES,247579,37453.7
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST MICHAEL'S ROMAN CATHOLIC SCHOOL,247583,31781.63
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,PARMITER'S FOUNDATION CURRENT ACCOUNT,247599,52131.34
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH GREENWICH RE ST THOMAS MORE SEC SCHL,247605,28843.67
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ROYAL ALEXANDRA AND ALBERT SCHOOL,247623,48703.87
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF REDBRIDGE TRINITY ROMAN CATHOLIC HEXHAM,247643,68763.77
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF HACKNEY CARDINAL POPLE SCHOOL DISBURSEMENT ACCOUNT,247661,44181.03
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST LAWRENCE ROMAN CATHOLIC SCHOOL,247675,29075.39
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,INDEPENDENT JEWISH DAY SCHOOL,247703,34759.54
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,CHRIST CHURCH HIGH SCHOOL,247709,40714.95
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST URSULAS CONVENT SCHOOL DISBURSMENT ACCOUNT,247713,29815
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,CANON PALMER SCHOOL GOVERNORS LETTINGS,247719,50632.25
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ROCHDALE METROPOLITAN BOROUGH COUNCIL ST JOSEPHS ROMAN CATHOLIC HIGH SCHOOL,247723,28088.33
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL ST ANDREWS CHURCH OF ENGLAND HIGH SCHOOL FOR BOYS,247743,34671.68
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,OUR LADY'S ROMAN CATHOLIC HIGH SCHOOL,247747,48138.3
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,BISHOP BELL CHURCH ENGLAND SCHOOL,247763,43737.24
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),247773,227289.2
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST PETERS ROMAN CATHOLIC HIGH SCHOOL FUND,247789,64135
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,THE GOVERNORS OF BAINES SCHOOL GRANT ACCOUNT,247799,43029.62
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,REDBRIDGE KING SOLOMON HIGH,247803,38197.12
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF HACKNEY OUR LADYS CONVENT HIGH SCHOOL DISBUR,247805,34647.64
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,TRINITY SCHOOL NO1 ACCOUNT,247807,74063.95
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,HANDSWORTH GRAMMAR SCHOOL,247811,40871.2
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF BISHOP PEROWNE,248697,44384.77
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,QUEEN MARY'S HIGH SCHOOL,248699,32273.25
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST BEDE'S SCHOOL,248713,70034.9
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST ANNE'S SCHOOL BUDGET SHARE ACCOUNT,248715,46807.08
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,NEWMAN SCHOOL,248725,25282.2
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF TOWER HAMLETS CENTRAL FOUNDATION GIRL'S SCHOOL,248729,57899.39
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,VIRGO FIDELIS CONVENT SENIOR SCHOOL,248737,38988.62
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,HASMONEAN HIGH SCHOOL,248741,72855.46
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LDBS - SCHOOLS MAINTENANCE FUND,248761,2167627.59
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN EDUCATION NO 2 ACCOUNT,248767,1140508.29
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST THOMAS MORE - WILENHALL,248773,28943.65
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST THOMAS MORE - STOKE,248775,45452.03
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ARCHBISHOP IISLEY,248779,54254
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST AUGUSTINE SCHOOL - REDITCH,248787,37717.44
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - BLESSED EDWARD OLDCORNE,248789,44384.76
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST THOMAS MORE - NUNEATON,248791,36038.68
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED - HUGH FARINGDON REORGPROJ,248851,33448.26
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LEICESTER COUNTY COUNCIL - ST PAUL'S CHURCH SCHOOL,248867,44060.99
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,LANCASTER ROMAN CATHOLIC DIOCESE CARDINAL ALLEN HIGH SCHOOL,248871,35918.73
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ALL SAINTS CHURCH SCHOOL,248873,77732.06
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST JOHN WALL,248897,29707.07
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - BISHOP WALSH,248899,42837.89
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,WATFORD GRAMMAR SCHOOL FOR BOYS SCHOOLS BUILDINGS SERVICES ACCOUNT,248901,52551.1
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,JOHN FISHER SCHOOL GOVERNORS ACCOUNT,248903,44013.04
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ST AMBROSE COLLEGE,248919,39708.03
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,ERMYSTED'S GRAMMER SCHOOL FOUNDATION ACCOUNT,248921,34839.6
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST THOMAS AQUIMAS,248937,51735.68
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST EDMUND CAMPION,248941,40787.22
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - HOLY TRINITY,248943,28160.12
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,URSULINE HIGH SCHOOL PUBLIC FUNDS,248963,88784.27
DfE,PfS,06/07/2010,Capital Grant,Schools Capital and Revenue Grants,CARDINAL VAUGHAN MEMORIAL SCHOOL GOVERNMENT FUND,248985,40475.57
