Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000023683,-118.92
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Child Well Being Group,CARLSON WAGONLIT TRAVEL,4000023683,-99.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000023683,-77.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Corporate and Internal Communications Group,CARLSON WAGONLIT TRAVEL,4000023683,-75.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,-65
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000023683,-63.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Curriculum and Pupil Well Being Curriculum Unit,CARLSON WAGONLIT TRAVEL,4000023683,-54.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000023683,-45.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People Quality Standards and Reform Group,CARLSON WAGONLIT TRAVEL,4000023683,-42.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Group,CARLSON WAGONLIT TRAVEL,4000023683,-36.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Private Office ,CARLSON WAGONLIT TRAVEL,4000023683,-32.34
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000023683,-26.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Private Office ,CARLSON WAGONLIT TRAVEL,4000023683,-20.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000023683,-13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,14 - 19 Reform Qualification Standards and Reform,CARLSON WAGONLIT TRAVEL,4000023683,-12.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Curriculum and Pupil Well Being Unit,CARLSON WAGONLIT TRAVEL,4000023683,-11.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Performance and Reform Group,CARLSON WAGONLIT TRAVEL,4000023683,-11.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,-10
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Group,CARLSON WAGONLIT TRAVEL,4000023683,-9.66
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People Participation and Attainment Group,CARLSON WAGONLIT TRAVEL,4000023683,-7.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Formation and Investment Group,CARLSON WAGONLIT TRAVEL,4000023683,-1.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000023683,5.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group EFM,CARLSON WAGONLIT TRAVEL,4000023683,16.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Private Office ,CARLSON WAGONLIT TRAVEL,4000023683,18.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,MANAGEMENT CONSULTANCY,Children and Families Group,CARLSON WAGONLIT TRAVEL,4000023683,21.57
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Curriculum and Pupil Well Being Curriculum Unit,CARLSON WAGONLIT TRAVEL,4000023683,22.47
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,23.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,25.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Curriculum and Pupil Well Being Curriculum Unit,CARLSON WAGONLIT TRAVEL,4000023683,28.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Curriculum and Pupil Well Being Curriculum Unit,CARLSON WAGONLIT TRAVEL,4000023683,35.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Customer Contact and Business Development Group,CARLSON WAGONLIT TRAVEL,4000023683,40.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000023683,41.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group EFM,CARLSON WAGONLIT TRAVEL,4000023683,41.93
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Directorate Support,CARLSON WAGONLIT TRAVEL,4000023683,43.42
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,45.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People Quality Standards and Reform Group,CARLSON WAGONLIT TRAVEL,4000023683,50.85
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000023683,54.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000023683,65.55
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Performance and Reform Group,CARLSON WAGONLIT TRAVEL,4000023683,71.3
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,100.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000023683,102.57
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Press Office Group,CARLSON WAGONLIT TRAVEL,4000023683,115.12
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Corporate Services Strategy and Performance,CARLSON WAGONLIT TRAVEL,4000023683,115.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,123.04
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000023683,132.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000023683,136.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,141.51
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,142
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group EFM,CARLSON WAGONLIT TRAVEL,4000023683,142.94
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group EFM,CARLSON WAGONLIT TRAVEL,4000023683,144.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,146.74
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Performance and Reform Group,CARLSON WAGONLIT TRAVEL,4000023683,146.92
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People Quality Standards and Reform Group,CARLSON WAGONLIT TRAVEL,4000023683,153.83
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000023683,155.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Child Well Being Group,CARLSON WAGONLIT TRAVEL,4000023683,155.1
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,162.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000023683,163.11
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,167.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000023683,169.36
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,169.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,173.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,178.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,182.59
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000023683,196.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000023683,202.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Formation and Investment Group,CARLSON WAGONLIT TRAVEL,4000023683,213.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People  Schools Children and Young People Group,CARLSON WAGONLIT TRAVEL,4000023683,223.06
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Private Office ,CARLSON WAGONLIT TRAVEL,4000023683,225.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,226
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People Participation and Attainment Group,CARLSON WAGONLIT TRAVEL,4000023683,229.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000023683,229.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000023683,232.87
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000023683,241.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000023683,241.86
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000023683,241.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Formation and Investment Group,CARLSON WAGONLIT TRAVEL,4000023683,260.19
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Curriculum and Pupil Well Being Improving Behaviour and Attendance Unit,CARLSON WAGONLIT TRAVEL,4000023683,261.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000023683,264.73
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Child Well Being Group,CARLSON WAGONLIT TRAVEL,4000023683,269.21
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People  Schools Children and Young People Group,CARLSON WAGONLIT TRAVEL,4000023683,272.94
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000023683,278.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People  Directorate Apprenticeships Group,CARLSON WAGONLIT TRAVEL,4000023683,282.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Formation and Investment Group,CARLSON WAGONLIT TRAVEL,4000023683,285.44
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000023683,291.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000023683,293.66
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group,CARLSON WAGONLIT TRAVEL,4000023683,308.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000023683,310.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Curriculum and Pupil Well Being Curriculum Unit,CARLSON WAGONLIT TRAVEL,4000023683,312.04
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Group,CARLSON WAGONLIT TRAVEL,4000023683,323.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Private Office ,CARLSON WAGONLIT TRAVEL,4000023683,330.11
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Supporting Children and Young People Youth Task Force,CARLSON WAGONLIT TRAVEL,4000023683,333.46
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000023683,334.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000023683,342.65
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000023683,344.77
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000023683,353.61
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Improving Information Sharing and Management Group,CARLSON WAGONLIT TRAVEL,4000023683,360.2
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,367.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000023683,371.11
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,417.13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,431
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000023683,449.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Marketing Group,CARLSON WAGONLIT TRAVEL,4000023683,485.44
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,489.13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Finance Group,CARLSON WAGONLIT TRAVEL,4000023683,497.57
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Group,CARLSON WAGONLIT TRAVEL,4000023683,501.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000023683,521.37
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People  Schools Children and Young People Group,CARLSON WAGONLIT TRAVEL,4000023683,524.82
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000023683,541.34
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Corporate Services Wider Modernisation,CARLSON WAGONLIT TRAVEL,4000023683,548.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Formation and Investment Group,CARLSON WAGONLIT TRAVEL,4000023683,582.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,591.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,619.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000023683,624.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People Directorate Support,CARLSON WAGONLIT TRAVEL,4000023683,633.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Corporate Services Director General,CARLSON WAGONLIT TRAVEL,4000023683,643.48
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Curriculum and Pupil Well Being Unit,CARLSON WAGONLIT TRAVEL,4000023683,658.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group EFM,CARLSON WAGONLIT TRAVEL,4000023683,673.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People Participation and Attainment Group,CARLSON WAGONLIT TRAVEL,4000023683,676.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000023683,683.71
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000023683,696.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Children and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000023683,699.14
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000023683,719.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000023683,720.23
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Young People  Schools Children and Young People Group,CARLSON WAGONLIT TRAVEL,4000023683,738.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000023683,747.74
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000023683,770.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/05/2010,STAFF EXPENSES / COSTS,Commercial Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000023683,782.79
