Department,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,  Spend  
Home Office,DBS - Disclosure & Barring Service,07/10/2016,"IT, Telecomms. IT Run Costs & Other Costs",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001919920," 27,300.00 "
Home Office,DBS - Disclosure & Barring Service,07/10/2016,"IT, Telecomms. IT Run Costs & Other Costs",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001919920," 22,800.00 "
Home Office,DBS - Disclosure & Barring Service,07/10/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001919920," 19,440.00 "
Home Office,DBS - Disclosure & Barring Service,07/10/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001919920," 30,829.50 "
Home Office,DBS - Disclosure & Barring Service,07/10/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001919920," 11,980.38 "
Home Office,DBS - Disclosure & Barring Service,07/10/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001919920," 58,500.00 "
Home Office,DBS - Disclosure & Barring Service,07/10/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001919920," 38,880.00 "
Home Office,DBS - Disclosure & Barring Service,07/10/2016,"IT, Telecomms. IT Run Costs & Other Costs",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001919920," 8,208.00 "
Home Office,DBS - Disclosure & Barring Service,14/10/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,DTZ DEBENHAM TIE LEUNG LTD,1001923014," 77,885.46 "
Home Office,DBS - Disclosure & Barring Service,14/10/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,DTZ DEBENHAM TIE LEUNG LTD,1001923014,"-76,548.00 "
Home Office,DBS - Disclosure & Barring Service,19/10/2016,Grants,DBS - Disclosure & Barring Service,AVON & SOMERSET CONSTABULARY (G),1001924877," 49,404.30 "
Home Office,DBS - Disclosure & Barring Service,19/10/2016,Grants,DBS - Disclosure & Barring Service,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001924907," 47,677.22 "
Home Office,DBS - Disclosure & Barring Service,19/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001924973," 49,439.33 "
Home Office,DBS - Disclosure & Barring Service,19/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001924974," 62,819.44 "
Home Office,DBS - Disclosure & Barring Service,19/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE (G),1001924975," 43,487.01 "
Home Office,DBS - Disclosure & Barring Service,19/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001924976," 47,067.75 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001927147," 72,527.09 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001927152," 55,538.94 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001927153," 75,052.99 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001927154," 108,848.50 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001927155," 43,436.15 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001927156," 177,912.89 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001927157," 40,662.34 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001927158," 236,853.05 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001927159," 75,371.98 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001927161," 56,492.60 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001927162," 44,687.03 "
Home Office,DBS - Disclosure & Barring Service,25/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001927163," 50,920.17 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,BRITISH TRANSPORT POLICE,1001928250," 35,674.63 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,CITY OF LONDON,1001928260," 41,233.93 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORFOLK,1001928306," 41,775.93 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE,1001928307," 75,218.25 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR CLEVELAND,1001928311," 53,301.30 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR WILTSHIRE,1001928313," 41,156.07 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,SCOTTISH POLICE AUTHORITY,1001928319," 29,682.08 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA,1001928327," 85,554.83 "
Home Office,DBS - Disclosure & Barring Service,27/10/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,THE POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE,1001928328," 37,775.33 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Education & Training Services,DBS - Disclosure & Barring Service,CAPITA BUSINESS SERVICES LTD,1001928875," 41,180.50 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001928634," 807,268.28 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001928640," 147,120.62 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001928644," 27,969.22 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001928645," 76,032.07 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001928646," 107,329.74 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001928647," 44,414.21 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001928649," 53,902.56 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001928655," 29,712.89 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001928656," 174,180.92 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001928657," 35,314.82 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001928660," 102,482.77 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001928661," 63,635.38 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,"IT, Telecomms. IT Run Costs & Other Costs",DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001928981," 30,000.00 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001928981," 58,456.80 "
Home Office,DBS - Disclosure & Barring Service,28/10/2016,Grants,DBS - Disclosure & Barring Service,WEST MERCIA PCC (G),1001928674," 35,543.85 "
Home Office,Home Office,03/10/2016,"Vehicles, Ships, Airplanes & Vessels",CPG - Crime & Policing Group,BABCOCK CRITICAL SERVICES LTD,1001917571," 35,682.56 "
Home Office,Home Office,03/10/2016,"Vehicles, Ships, Airplanes & Vessels",CPG - Crime & Policing Group,BABCOCK CRITICAL SERVICES LTD,1001917571," 46,419.34 "
Home Office,Home Office,03/10/2016,"Vehicles, Ships, Airplanes & Vessels",CPG - Crime & Policing Group,BABCOCK CRITICAL SERVICES LTD,1001917571," 42,151.10 "
Home Office,Home Office,03/10/2016,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001917386," 76,992.00 "
Home Office,Home Office,04/10/2016,Grants,CPG - Crime & Policing Group,INDEPENDENT POLICE COMPLAINTS COMISSION (G),3000052823," 5,000,000.00 "
Home Office,Home Office,04/10/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001918126," 422,627.00 "
Home Office,Home Office,04/10/2016,"IT, Telecomms Hardware",CPG - Crime & Policing Group,VERIZON UK LTD,1001918291," 38,490.12 "
Home Office,Home Office,04/10/2016,"IT, Telecomms Hardware",CPG - Crime & Policing Group,VERIZON UK LTD,1001918291," 38,490.12 "
Home Office,Home Office,04/10/2016,"IT, Telecomms Hardware",CPG - Crime & Policing Group,VERIZON UK LTD,1001918291," 38,490.12 "
Home Office,Home Office,04/10/2016,"IT, Telecomms Hardware",CPG - Crime & Policing Group,VERIZON UK LTD,1001918291," 38,490.12 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001918624," 948,158.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001918624," 4,707,594.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001918624," 8,751,822.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001918624," 197,449.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001918624," 80,131.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001918626," 44,147.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001918626," 401,871.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001918626," 2,033,417.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001918626," 4,042,102.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001918626," 97,709.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001918627," 377,432.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001918627," 2,802,142.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001918627," 1,533,590.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,COLLEGE OF POLICING (G),1001918628," 3,500,000.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001918630," 332,662.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001918630," 2,568,502.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001918630," 2,393,398.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001918630," 71,484.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001918631," 48,221.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001918631," 500,784.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001918631," 1,444,394.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001918631," 3,436,293.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001918631," 110,876.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001918633," 14,470,789.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001918633," 9,972,993.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001918633," 62,482,804.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001918633," 71,790,375.00 "
Home Office,Home Office,05/10/2016,"IT, Telecomms Managed Service",CPG - Crime & Policing Group,LEONARDO MW LTD,1001918861," 130,540.60 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001918635," 81,868.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001918635," 82,429.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001918637," 421,117.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001918637," 2,014,987.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001918637," 3,597,543.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001918637," 94,294.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001918637," 38,294.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001918638," 699,508.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001918638," 4,010,209.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001918638," 6,494,315.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001918638," 111,008.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001918639," 656,386.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001918639," 2,397,866.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001918639," 4,184,889.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001918639," 118,991.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001918640," 448,512.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001918640," 3,080,307.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001918640," 3,559,049.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001918640," 60,665.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001918641," 924,509.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001918641," 5,549,893.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001918641," 8,856,951.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001918641," 183,624.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001918642," 104,837.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001918642," 1,796,307.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001918642," 15,115,118.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001918642," 18,885,875.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001918642," 241,664.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001918643," 695,092.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001918643," 3,880,772.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001918643," 5,603,778.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001918643," 99,954.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001918643," 41,699.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001918644," 585,033.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001918644," 3,304,060.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001918644," 5,445,455.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001918644," 112,456.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001918644," 46,755.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001918645," 1,175,284.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001918645," 9,403,612.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001918645," 10,205,596.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001918645," 128,132.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001918646," 54,726.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001918646," 53,914.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001918646," 701,956.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001918646," 3,328,111.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001918646," 5,540,552.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001918646," 132,904.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001918646," 53,547.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001918647," 36,152.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001918647," 407,577.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001918647," 1,905,592.00 "
Home Office,Home Office,05/10/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001918647," 3,393,632.00 "
