Organisation,,Partnerships for Schools,,,,,,
Submitted By,,Management Accountant,,,,,,
Spend Tolerance,,"£25,000",,,,,,
Month,,01.02.2012 to 29.02.2012,,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT,VAT Registration Number
DfE,PfS,01/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,422054,64938.11,
DfE,PfS,01/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,422064,287975.99,
DfE,PfS,01/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,422072,116748.37,
DfE,PfS,01/02/2012,Capital Grant,Schools Capital and Revenue Grants,ISLAMIA PRIMARY SCHOOL,422074,48003.10,
DfE,PfS,01/02/2012,Building Work - Capital Programme,Free School Capital Costs,CUCKOO HALL ACADEMY,422076,582000.00,
DfE,PfS,01/02/2012,Building Work - Capital Programme,Free School Capital Costs,NISHKAM SCHOOL TRUST NUMBER 2 ACCOUNT,422080,422430.25,
DfE,PfS,01/02/2012,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,NISHKAM SCHOOL TRUST NUMBER 2 ACCOUNT,422080,16043.81,
DfE,PfS,01/02/2012,ICT - Capital Programme,Free School Capital Costs,NISHKAM SCHOOL TRUST NUMBER 2 ACCOUNT,422080,9745.09,
DfE,PfS,01/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,NISHKAM SCHOOL TRUST NUMBER 2 ACCOUNT,422080,89622.66,
DfE,PfS,01/02/2012,ICT - Capital Programme,Free School Capital Costs,RAINBOW SCHOOL TRUST,422082,56244.49,
DfE,PfS,01/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,RAINBOW SCHOOL TRUST,422082,11248.90,
DfE,PfS,01/02/2012,Revenue Grant,Schools Capital and Revenue Grants,TRUSTEES OF TWICKENHAM PAROCHIAL SCHOOLS,422084,489563.90,
DfE,PfS,01/02/2012,Revenue Grant,Schools Capital and Revenue Grants,REDCAR PRIVATE FINANCE INITIATIVE,422086,187203.04,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,422758,32083.02,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,422762,89510.38,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,422772,25234.50,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,422774,88688.93,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,422784,29550.96,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,422788,251294.11,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,422792,206172.60,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,422796,142908.12,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,CARDINAL VAUGHAN MEMORIAL SCHOOL GOVERNMENT FUND,422798,41163.35,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,TRURO DIOCESAN BOARD OF FINANCE - DEVOLVED FORMULA CAPITAL CAPITAL ACCOUNT,422802,29437.95,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST PHILIP HOWARD ROMAN CATHOLIC HIGH SCHOOL FUND ACCOUNT,422806,31110.16,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,SPALDING GRAMMER SCHOOL GOVERNMENT ACCOUNT,422808,37526.22,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHADDESLEY CORBETT ENDOWED PRIMARY SCHOOL,422812,222570.00,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,COLOMA CONVENT GIRLS SCHOOL,422816,50227.56,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,422818,342793.40,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,422822,49327.50,
DfE,PfS,03/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLUECOAT ACADEMY,422824,58814.10,
DfE,PfS,16/02/2012,Capital Grant,Schools Capital and Revenue Grants,BARNET,423237,227579.00,
DfE,PfS,16/02/2012,Capital Grant,Schools Capital and Revenue Grants,BRENT LONDON BOROUGH COUNCIL,423239,2825366.37,
DfE,PfS,16/02/2012,Capital Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,423241,303600.00,
DfE,PfS,16/02/2012,Capital Grant,Schools Capital and Revenue Grants,SUFFOLK COUNTY COUNCIL,423243,243964.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHADWELL HEATH ACADEMY,423245,107000.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,E-ACT   ,423247,450000.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,WAKEFIELD CITY ACADEMY,423249,99520.75,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,COOPERS TECHNOLOGY COLLEGE,423251,400000.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,LANGLEY GRAMMER SCHOOL,423253,85461.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,UFFCULME SCHOOL,423255,406000.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,MANCHESTER COLLEGE EDUCATION TRUST (HARPUR HEY),423257,450000.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,WILMINGTON GRAMMER SCHOOL FOR GIRLS,423259,82092.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,CLEEVES SCHOOL,423261,273500.00,
DfE,PfS,16/02/2012,Grants to Academy Trusts,Schools Capital and Revenue Grants,AET RYDE ACADEMY,423263,98932.00,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,423521,36950.39,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,423523,36310.15,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,423525,158427.58,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,423527,127183.36,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,423543,29053.62,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,423545,49531.59,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,423551,267470.58,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,423553,130590.34,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,423555,336978.19,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,DIOCESE OF HALLAM SCHOOLS PAYMENT ACCOUN,423557,86485.97,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHRIST THE KING SCHOOL FUND ACCOUNT,423559,115938.00,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ALL SAINTS ROMAN CATHOLIC UPPER SCHOOL MANSFIELD TRUST,423561,68415.67,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,423567,176256.31,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ALL SAINTS CHURCH SCHOOL,423569,56628.36,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,DIOCESE OF MIDDLESBROUGH - CENTRAL FUND,423571,31500.00,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,423573,33345.00,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL ST ANDREWS CHURCH OF ENGLAND HIGH SCHOOL FOR BOYS,423575,45000.00,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),423577,34961.29,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,423585,210862.36,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,423587,1005713.17,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,423591,239990.03,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,423593,67924.17,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,423595,26626.69,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE ASB ST MARYS SCHOOL WORTHING GOVERNMENT ACCOUNT,423597,115880.14,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,423599,45000.00,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST FRANCIS CHURCH PRIMARY SCHOOL,423601,39533.40,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,423605,28920.75,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM EDUCATION SERVICE SCHOOL CAPITAL ACCOUNT,423607,305284.89,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,423609,63259.97,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,THE LATYMER SCHOOL CAPITAL FUND,423615,201662.60,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,423619,93774.91,
DfE,PfS,08/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,423621,37669.03,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,423649,43827.30,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROCHESTER DIOCESAN BOARD OF EDUCATION,423655,46888.20,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM CHURCH SCHOOLS FUND,423657,68682.48,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,423661,26325.00,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,WORCESTER DIOCESE BOARD FOR EDUCATION GENERAL,423665,115548.21,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,423669,69660.86,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,423671,195766.25,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,423673,45721.06,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,423683,29732.43,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,423685,36300.49,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,423687,232320.99,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD DIOCESAN COUNCIL OF EDUCATION,423689,71009.46,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,LORETO COLLEGE TRUSTEES,423691,33166.52,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),423693,31891.57,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARUNDEL AND BRIGHTON DIOCESAN TRUST REGISTERED CHARITY,423695,321941.57,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,HOLY FAMILY R.C PRIMARY SCHOOL WITHAM GO,423697,51951.66,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST SWITHUNS WELFARE FUND,423699,50267.14,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ANNUAL MAINTENANCE GRANT,423701,111498.84,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,423703,1148105.36,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,423705,186403.64,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON ST JOSEPH'S SCHOOL GOVERNORS,423707,114390.97,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED - ST WALBURGA'S SCHOOL,423711,78960.30,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,423713,57049.63,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ALL SAINTS CHURCH HIGH SCHOOL,423715,51246.00,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,423717,49733.70,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,HENRIETTA BARNETT SCHOOL TRUST DEPOSIT ACCOUNT,423721,143579.95,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,423723,60541.26,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,423727,402276.10,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,423733,34616.06,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,423737,251299.33,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,LITTLE HEATH SCHOOL,423739,33313.47,
DfE,PfS,14/02/2012,Building Work - Capital Programme,Free School Capital Costs,HARRIS FEDERATION,423743,71766.11,
DfE,PfS,14/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,HARRIS FEDERATION,423743,14353.22,
DfE,PfS,14/02/2012,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,ALDBOROUGH E-ACT FREE SCHOOL,423745,15768.38,
DfE,PfS,14/02/2012,ICT - Capital Programme,Free School Capital Costs,ALDBOROUGH E-ACT FREE SCHOOL,423745,6314.58,
DfE,PfS,14/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,ALDBOROUGH E-ACT FREE SCHOOL,423745,4416.60,
DfE,PfS,14/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST HELENS JUNIOR SCHOOL ACADEMY ACCOUNT,423747,61961.67,
DfE,PfS,14/02/2012,Building Work - Capital Programme,Free School Capital Costs,SANDBACH SCHOOL,423749,38075.80,
DfE,PfS,14/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,SANDBACH SCHOOL,423749,7615.15,
DfE,PfS,14/02/2012,Building Work - Capital Programme,Free School Capital Costs,CFBT SCHOOLS TRUST,423751,36500.00,
DfE,PfS,14/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,CFBT SCHOOLS TRUST,423751,7300.00,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,424003,103395.69,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CHURCH DIOCESE OF EAST ANGLIA,424005,187026.17,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,424009,116686.51,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,424017,135411.19,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,424019,61597.29,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,424027,104422.91,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,424029,124937.23,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,LEICESTER DIOCESAN BOARD OF EDUCATION,424033,37960.56,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,424035,47337.85,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,424039,1767696.98,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,424041,102361.85,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD URSULINE CONVENT HIGH SCHOOL ACCOUNT,424043,83200.50,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,424045,406844.67,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,COVENTRY COUNTY COUNCIL - BISHOP BRONESCOMBE CHURCH OF ENGLAND PRIM SCHOOL,424049,32400.00,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,424053,144557.81,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,TRURO DIOCESAN BOARD OF FINANCE - DEVOLVED FORMULA CAPITAL CAPITAL ACCOUNT,424059,54252.23,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,424061,203939.34,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,COVENTRY DIOCESAN BOARD OF EDUCATION,424063,87588.47,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST HELEN'S CHURCH PRIMARY SCHOOL,424065,64543.50,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,EASTOFT CHURCH OF ENGLAND PRIMARY SCHOOL SD,424073,30178.71,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,BROWNEDGE ST MARYS RC HIGH SCHOOL CAPITAL PROJECT,424077,30650.45,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,424079,75483.08,
DfE,PfS,17/02/2012,Building Work - Capital Programme,Free School Capital Costs,MAHARISHI SCHOOL TRUST LTD,424081,95587.78,
DfE,PfS,17/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,MAHARISHI SCHOOL TRUST LTD,424081,19089.56,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,424321,52402.21,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,424327,49552.01,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,424329,113858.65,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROCHESTER DIOCESAN BOARD OF EDUCATION,424331,26928.72,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,DERBY DIOCESAN COUNCIL OF EDUCATION,424337,29643.49,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,424343,159435.00,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,424345,76748.30,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE ARUNDEL AND BRIGHTON ST MARYS SCHOOL,424353,35611.69,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON ST WILFRIDS SCHOOL GOVERNMENT B.H.,424355,105808.47,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,424357,36856.06,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,424359,241249.92,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,424371,84119.43,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,424375,30221.91,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,BOLTON MUSLIM GIRLS SCHOOL,424379,131906.81,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,424381,464251.96,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST PHILIP'S CHURCH OF ENGLAND PRIMARY SCHOOL,424383,136260.75,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,424387,376195.40,
DfE,PfS,17/02/2012,Capital Grant,Schools Capital and Revenue Grants,PARMITERS SCHOOL CURRENT ACCOUNT,424389,206465.40,
DfE,PfS,08/02/2012,Revenue Grant,Schools Capital and Revenue Grants,ST THOMAS NORE CATHOLIC BIRMINGHAM DIOCESE ACCOUNT,424601,81860.66,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,424703,41890.96,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,424705,342104.52,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,424707,41862.17,
