Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Education,TEACHERS PENSION SCHEME,13/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000604,17858100.05
Department for Education,TEACHERS PENSION SCHEME,16/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP HSBC,1000605,270837.97
Department for Education,TEACHERS PENSION SCHEME,16/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000606,16102030.04
Department for Education,TEACHERS PENSION SCHEME,16/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP HSBC,1000607,153095.84
Department for Education,TEACHERS PENSION SCHEME,16/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000608,44704257.39
Department for Education,TEACHERS PENSION SCHEME,18/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP HSBC,1000609,365866.25
Department for Education,TEACHERS PENSION SCHEME,18/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000610,15756915.84
Department for Education,TEACHERS PENSION SCHEME,18/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP HSBC,1000611,321720.39
Department for Education,TEACHERS PENSION SCHEME,18/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000612,17946537.06
Department for Education,TEACHERS PENSION SCHEME,19/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP HSBC,1000613,293274.43
Department for Education,TEACHERS PENSION SCHEME,19/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000614,18576173.82
Department for Education,TEACHERS PENSION SCHEME,20/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000616,17473277.52
Department for Education,TEACHERS PENSION SCHEME,24/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP HSBC,1000617,63802.65
Department for Education,TEACHERS PENSION SCHEME,24/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000618,118987560.8
Department for Education,TEACHERS PENSION SCHEME,25/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000620,15859210.04
Department for Education,TEACHERS PENSION SCHEME,25/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP HSBC,1000621,374188.78
Department for Education,TEACHERS PENSION SCHEME,25/05/2011,FUNDING TO PAY TEACHERS PENSIONS,WORKFORCE GROUP - TPS,CAPITA TP NATWEST,1000622,17789382.29
Department for Education,DEPARTMENT FOR EDUCATION,04/05/2011,GRANT IN AID,Children Young People and Families Group,CAFCASS,2000365,10768220
Department for Education,DEPARTMENT FOR EDUCATION,04/05/2011,GRANT IN AID,Young People Workforce Group,NATIONAL COLLEGE OF SCHOOL LEADERSHIP,2000366,7500000
Department for Education,DEPARTMENT FOR EDUCATION,04/05/2011,GRANT IN AID,Young People Workforce Group,TRAINING & DEVELOPMENT AGENCY FOR SCHOOLS TDA,2000367,29805289.32
Department for Education,DEPARTMENT FOR EDUCATION,04/05/2011,GRANT IN AID,Post 16 YPLA Resources Group,YOUNG PEOPLES LEARNING AGENCY,2000368,961704000
Department for Education,DEPARTMENT FOR EDUCATION,12/05/2011,GRANT IN AID,School Resources Group,PARTNERSHIPS FOR SCHOOLS,2000370,893457868
Department for Education,DEPARTMENT FOR EDUCATION,16/05/2011,CURRENT GRANTS,Post 16 YPLA Resources Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,2000372,133166667
Department for Education,DEPARTMENT FOR EDUCATION,16/05/2011,CURRENT GRANTS to Other Government Departments,Qualifications Strategy and Reform Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,2000372,750000
Department for Education,DEPARTMENT FOR EDUCATION,16/05/2011,CONTRACT PROGRAMME EXPENDITURE,Young People Workforce Group,TEACHERS SUPERANN,2000374,320132.03
Department for Education,DEPARTMENT FOR EDUCATION,16/05/2011,CONTRACT PROGRAMME EXPENDITURE,Young People Workforce Group,TEACHERS SUPERANN,2000374,8474.11
Department for Education,DEPARTMENT FOR EDUCATION,16/05/2011,CONTRACT PROGRAMME EXPENDITURE,Young People Workforce Group,TEACHERS SUPERANN,2000374,662733.55
Department for Education,DEPARTMENT FOR EDUCATION,20/05/2011,CURRENT GRANTS to Other Government Departments,Young People Workforce Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,2000375,948189
Department for Education,DEPARTMENT FOR EDUCATION,20/05/2011,CURRENT GRANTS to Other Government Departments,Young People Workforce Group,WELSH ASSEMBLY GOVERNMENT,2000376,1120674.92
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BARNSLEY MBC,4000052937,6080050
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BATH & NORTH EAST SOMERSET COUNCIL,4000052938,4362255
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BEDFORD BOROUGH COUNCIL,4000052939,4437961
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BIRMINGHAM CITY COUNCIL,4000052940,37452353
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000052941,5148247
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BLACKPOOL BOROUGH COUNCIL,4000052942,4022945
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BOLTON MBC,4000052943,8127709
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BOURNEMOUTH BOROUGH COUNCIL,4000052944,3574599
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BRACKNELL FOREST BOROUGH COUNCIL,4000052945,2914087
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BRIGHTON & HOVE CITY COUNCIL,4000052946,5969412
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BRISTOL CITY COUNCIL,4000052947,9307456
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BUCKINGHAMSHIRE COUNTY COUNCIL,4000052948,13473819
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,BURY MBC,4000052949,5305290
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CALDERDALE MBC,4000052950,6296846
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CAMBRIDGESHIRE COUNTY COUNCIL,4000052951,14409622
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CENTRAL BEDFORDSHIRE COUNCIL,4000052952,6664364
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CHESHIRE EAST COUNCIL,4000052953,8918443
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CHESHIRE WEST & CHESTER COUNCIL,4000052954,8589011
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL,4000052955,16566936
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CITY OF LONDON,4000052956,94257
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CITY OF WESTMINSTER,4000052957,4525664
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CORNWALL COUNCIL,4000052958,12658920
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,COUNCIL OF THE ISLES OF SCILLY,4000052959,120364
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,COVENTRY CITY COUNCIL,4000052960,9298034
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,CUMBRIA COUNTY COUNCIL,4000052961,12049434
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,DARLINGTON BOROUGH COUNCIL,4000052962,2803198
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,DERBY CITY COUNCIL,4000052963,7159577
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,DERBYSHIRE COUNTY COUNCIL,4000052964,19628809
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,DEVON COUNTY COUNCIL,4000052965,16762926
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,DONCASTER MBC,4000052966,8014659
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,DORSET COUNTY COUNCIL,4000052967,9751703
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,DUDLEY MBC,4000052968,9173888
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,DURHAM COUNTY COUNCIL,4000052969,13581089
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,EAST RIDING OF YORKSHIRE,4000052970,8352701
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,EAST SUSSEX COUNTY COUNCIL,4000052971,12574578
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,ESSEX COUNTY COUNCIL,4000052972,35506826
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,GATESHEAD MBC,4000052973,5162180
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,GLOUCESTERSHIRE COUNTY COUNCIL,4000052974,14765830
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,HALTON BOROUGH COUNCIL,4000052975,3813385
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,HAMPSHIRE COUNTY COUNCIL,4000052976,32341064
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,HARTLEPOOL BOROUGH COUNCIL,4000052977,2946890
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,HEREFORDSHIRE COUNCIL,4000052978,4053540
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,HERTFORDSHIRE,4000052979,30261477
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,ISLE OF WIGHT COUNCIL,4000052980,3493368
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,KENT COUNTY COUNCIL,4000052981,36374778
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,KINGSTON UPON HULL COUNCIL,4000052982,6948005
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,KIRKLEES COUNCIL,4000052983,12146637
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,KNOWSLEY MBC,4000052984,4721629
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LANCASHIRE COUNTY COUNCIL,4000052985,31460506
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LEEDS CITY COUNCIL,4000052986,19155941
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LEICESTER CITY COUNCIL,4000052987,9602598
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LEICESTERSHIRE COUNTY COUNCIL,4000052988,15922493
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LINCOLNSHIRE COUNTY COUNCIL,4000052989,17046871
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LIVERPOOL CITY COUNCIL,4000052990,12925725
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000052991,7032438
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARNET COUNCIL,4000052992,9563208
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BEXLEY COUNCIL,4000052993,7024022
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BRENT,4000052994,9261397
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BROMLEY COUNCIL,4000052995,8388831
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CAMDEN,4000052996,6198315
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CROYDON COUNCIL,4000052997,9439226
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF EALING COUNCIL,4000052998,10109434
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ENFIELD COUNCIL,4000052999,9866454
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF GREENWICH,4000053000,8763269
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000053001,4362913
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARINGEY,4000053002,8094765
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARROW COUNCIL,4000053003,6536716
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAVERING COUNCIL,4000053004,7193551
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,4000053005,8310553
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000053006,7604136
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ISLINGTON COUNCIL,4000053007,6025757
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LAMBETH COUNCIL,4000053008,8571991
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LEWISHAM,4000053009,8639704
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF MERTON COUNCIL,4000053010,4754394
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF NEWHAM,4000053011,12541273
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF REDBRIDGE,4000053012,8897083
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF RICHMOND UPON THAMES,4000053013,4178438
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000053014,8073092
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SUTTON,4000053015,5958934
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,4000053016,11598519
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,4000053017,8198649
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000053018,7154429
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,LUTON BOROUGH COUNCIL,4000053019,6563742
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,MANCHESTER CITY COUNCIL,4000053020,13713854
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,MEDWAY COUNCIL,4000053021,7229521
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,METROPOLITAN BOROUGH OF WIRRAL,4000053022,9067347
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,MIDDLESBROUGH COUNCIL,4000053023,3883050
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,MILTON KEYNES COUNCIL,4000053024,7303416
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NEWCASTLE CITY COUNCIL,4000053025,6762632
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NORFOLK COUNTY COUNCIL,4000053026,19763536
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NORTH EAST LINCOLNSHIRE COUNCIL,4000053027,3938695
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NORTH LINCOLNSHIRE COUNCIL,4000053028,4447227
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NORTH SOMERSET COUNCIL,4000053029,5193794
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NORTH TYNESIDE,4000053030,5278258
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NORTH YORKSHIRE COUNTY COUNCIL,4000053031,15078588
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NORTHAMPTONSHIRE COUNTY COUNCIL,4000053032,17755423
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NORTHUMBERLAND COUNTY COUNCIL,4000053033,7562848
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NOTTINGHAM CITY COUNCIL,4000053034,7340160
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,NOTTINGHAMSHIRE COUNTY COUNCIL,4000053035,19941906
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,OLDHAM MBC,4000053036,7643810
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,OXFORDSHIRE COUNTY COUNCIL,4000053037,15171519
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,PETERBOROUGH CITY COUNCIL,4000053038,5279708
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,PLYMOUTH CITY COUNCIL,4000053039,6567488
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,POOLE BOROUGH COUNCIL,4000053040,3166563
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,PORTSMOUTH CITY COUNCIL,4000053041,4788314
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,READING BOROUGH COUNCIL,4000053042,3261419
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000053043,4214614
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,ROCHDALE MBC,4000053044,6698587
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,ROTHERHAM MBC,4000053045,7860377
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,4000053046,4166427
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,RUTLAND COUNTY COUNCIL,4000053047,974052
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SALFORD CITY COUNCIL,4000053048,6336697
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SANDWELL MBC,4000053049,9035523
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SEFTON COUNCIL,4000053050,7679006
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SHEFFIELD CITY COUNCIL,4000053051,13612254
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SHROPSHIRE COUNCIL,4000053052,7008456
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SLOUGH BOROUGH COUNCIL,4000053053,4519482
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SOLIHULL MBC,4000053054,5638810
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SOMERSET COUNTY COUNCIL,4000053055,12512200
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SOUTH GLOUCEST,4000053056,6419513
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SOUTH TYNESIDE,4000053057,4334612
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000053058,5356622
Department for Education,DEPARTMENT FOR EDUCATION,03/05/2011,CURRENT GRANTS,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000053059,4898157
