Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,01/07/2013,Outsourcing Contract,Strategy Finance & NHS,PRICEWATERHOUSECOOPERS LLP,1354044411,31471.68,Consultancy support for Sir Bruce Keogh review of persistent outliers on mortality indicators,E14 9SQ,LARGE,Programme,,
Department of Health,Department of Health,01/07/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3575001-09-JUL-13,34667.09,,TS17 6YG,SME,Other,,
Department of Health,Department of Health,01/07/2013,Service charge,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,5201334502,40322.68,P4102 Quarry House Restack May 2013 Moves,PR1 8UQ,LARGE,Admin,,
Department of Health,Department of Health,01/07/2013,Addition Clearing - IT,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,5201334504,83212.12,P4023 Desktop VC Requirement for all DGs.,PR1 8UQ,LARGE,Admin,,
Department of Health,Department of Health,01/07/2013,Consultancy/Professional Advice,Strategy Finance & NHS,ERNST AND YOUNG LLP,GB10700017220,0,Advisors for Vendor Due Diligence Services,SE1 2AF,LARGE,Programme,,
Department of Health,Department of Health,01/07/2013,Consultancy/Professional Advice,Strategy Finance & NHS,ERNST AND YOUNG LLP,GB10700017220,95400,Balance of VDD and Additional Variation to Contract on Project Naga,SE1 2AF,LARGE,Programme,,
Department of Health,Department of Health,01/07/2013,Consultancy/Professional Advice,Strategy Finance & NHS,ERNST AND YOUNG LLP,GB10700017220,0,PO for Ernst & Young - Extension,SE1 2AF,LARGE,Programme,,
Department of Health,Department of Health,01/07/2013,Outsourcing Contract,Strategy Finance & NHS,THE SOCIAL INVESTMENT BUSINESS,TSIB172,92787.6,Futurebuilders England - Contract Extension Year 2 - 1/6/13 - 31/5/14 - Management Fee Costs,WC1H 8AG,LARGE,Programme,,
Department of Health,Department of Health,01/07/2013,Storage costs,Strategy Finance & NHS,SANOFI AVENTIS,4700000144,367.06,,,LARGE,,,
Department of Health,Department of Health,01/07/2013,Storage costs,Strategy Finance & NHS,SANOFI AVENTIS,4700000144,92556.6,,,LARGE,,,
Department of Health,Department of Health,01/07/2013,Storage costs,Strategy Finance & NHS,SANOFI AVENTIS,4700000144,-0.02,,,LARGE,,,
Department of Health,Department of Health,01/07/2013,School Fruit And Vegetables Scheme,Public Health,Peacheys Catering Services Ltd,NHS0613-881,105051.2,,,,,,
Department of Health,Department of Health,01/07/2013,School Fruit And Vegetables Scheme,Public Health,Peacheys Catering Services Ltd,NHS0613-935,56375.54,,,,,,
Department of Health,Department of Health,01/07/2013,School Fruit And Vegetables Scheme,Public Health,Peacheys Catering Services Ltd,NHS0613-316,34470.59,,,,,,
Department of Health,Department of Health,01/07/2013,Revenue Grants to non-profit institutions,Social Care,THE HOPE CENTRE,ERS-497252-75801,26502.5,2012-13 AIMs ref 1737430 - The Hope Centre - Project: The breathe programme,WA10 2DT,VCS,Programme,,
Department of Health,Department of Health,01/07/2013,Revenue Grants to non-profit institutions,Social Care,CONTACT A FAMILY,ERS-497257-75821,36669.5,"IESD award 2011/015 for Contact a Family's ""Families with disabled children: commissioning better services""",EC1V 1JN,VCS,Programme,,
Department of Health,Department of Health,01/07/2013,Provisions cash payment,Public Health,MFET LTD,MEFT-2/2013-14/MFET,1319249.61,MFET Ltd funding,SW1H 0QS,VCS,Programme,,
Department of Health,Department of Health,02/07/2013,Policy Payments,Research & Development,PUBLIC HEALTH ENGLAND,6011495,2375000,NA,SP4 0JG,PUBLIC,Admin,,
Department of Health,Department of Health,02/07/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3575001-09-JUL-13,2608.42,,TS17 6YG,SME,Other,,
Department of Health,Department of Health,02/07/2013,Publicity & advertising,External Relations,2CV LTD,978928,22350,", 401 Show pilot evaluation - qualitative research",WC2E 8JG,SME,Programme,,
Department of Health,Department of Health,02/07/2013,Provisions cash payment,Public Health,PGO FOREIGN CURRENCY PAYMENTS,1042531830L360K1,730759.03,,RH10 1UH,PUBLIC,Programme,,
Department of Health,Department of Health,02/07/2013,Provisions cash payment,Public Health,PGO FOREIGN CURRENCY PAYMENTS,1042531830L361SJ,26503.79,,RH10 1UH,PUBLIC,Programme,,
Department of Health,Department of Health,02/07/2013,Rates,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),2913629,112791.03,"Quarry House Leeds - Accomm. Costs April 2013 - January 2014 Business Rates@£127,256.40 mthly.",FY5 3TA,PUBLIC,Admin,,
Department of Health,Department of Health,02/07/2013,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),2913629,528901.29,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Facilty Price Rent & Prime Variable Charge Recovery @£540,857.90 mthly.",FY5 3TA,PUBLIC,Admin,,
Department of Health,Department of Health,02/07/2013,Utilities,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),2913629,2774.54,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Utilities Charge@£44,615.20 mthly.",FY5 3TA,PUBLIC,Admin,,
Department of Health,Department of Health,02/07/2013,Rates,Goverance Operations & Assurance,LEEDS CITY COUNCIL,901349235JULY-SEPT,58580,"Blenheim House - Annual Business Rate 2013 - 2014 @ £58,580.60 per quarter Ref:90319235 - Part ground and whole 1st & 2nd Floors",LS1 1UR,PUBLIC,Other,,
Department of Health,Department of Health,02/07/2013,Revenue Grants to non-profit institutions,Social Care,AGE UK,ERS-497369-75841,58710,2012-13 IESD AIMs ref: 1790925 Age Concern Support services (Yorkshire &Humber) - project: Making the Link,LS2 7LY,VCS,Programme,,
Department of Health,Department of Health,03/07/2013,Outsourcing Contract,External Relations,NHS EMPLOYERS LTD,12312,189600,"Provide support to the EOF Development Programme under three headings: a) contract management, b) identification of organisations to undertake related research and development activities, c) commission and monitoring of projects.",SW1E 5DD,SME,Admin,,
Department of Health,Department of Health,03/07/2013,Research & development,Research & Development,DEVON PCT,ERS-497459-75982,57500,ESTEEM,TQ12 4PH,PUBLIC,Programme,,
Department of Health,Department of Health,03/07/2013,Contractor/Staff Substitution,Goverance Operations & Assurance,ALLEN LANE LTD,1049495,-0.01,,BN11 2BW,LARGE,Admin,,
Department of Health,Department of Health,03/07/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3575001-09-JUL-13,2780.7,,TS17 6YG,SME,Other,,
Department of Health,Department of Health,03/07/2013,Outsourcing Contract,Goverance Operations & Assurance,ATOS IT SOLUTIONS AND SERVICES LTD,5584135087,628001,Migrate Commercial Medicines Unit to IMS3,NW1 3HG,LARGE,Admin,,
Department of Health,Department of Health,03/07/2013,Consultancy/Professional Advice,Strategy Finance & NHS,VERITA CONSULTANTS LLP,9442/1999,70089.06,Consultancy services for April 2013 for investigation into Jimmy Savile,W1D 4SN,SME,Admin,,
Department of Health,Department of Health,03/07/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,ERS-497457-75985,189408,Invention for Innovation,SO17 1BJ,PUBLIC,Programme,,
Department of Health,Department of Health,03/07/2013,Revenue Grants to non-profit institutions,Social Care,EALING MENCAP,ERS-497398-75861,86296.88,2013-14 IESD - Ealing Mencap Project: Making the System Work for Me AIMS: 2542175,UB6 8TJ,VCS,Programme,,
Department of Health,Department of Health,03/07/2013,Revenue Grants to non-profit institutions,Social Care,BUSINESS IN THE COMMUNITY,ERS-497416-75881,97100.5,"IESD 2012-13, AIMS 1748754, Business in the Community: Business Action on Public Health",N1 7RQ,VCS,Programme,,
Department of Health,Department of Health,03/07/2013,Revenue Grants to non-profit institutions,Social Care,NATIONAL CHILDRENS BUREAU LTD,ERS-497418-75901,29000,NCB Project under the 2011-12 IESD Scheme - Successful Commissioning for Equality,EC1V 7QE,VCS,Programme,,
Department of Health,Department of Health,03/07/2013,Revenue Grants to non-profit institutions,Social Care,THE MENTAL HEALTH FOUNDATION,ERS-497444-75941,25160.5,2011/053 - Mental Health Foundation - An Ordinary Life,SE1 9PD,VCS,Programme,,
Department of Health,Department of Health,03/07/2013,Revenue Grants to non-profit institutions,External Relations,SKILLS FOR HEALTH LTD,ERS-497446-75961,266000,2013/002 - Skills for Health Ltd - project: Workforce development project- policy grant -,,PUBLIC,Programme,,
Department of Health,Department of Health,04/07/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,COVENTRY TEACHING PCT,ADDTLFUNDINGJULY/AUG13,300000,,CV1 2GQ,PUBLIC,Admin,,
Department of Health,Department of Health,04/07/2013,Consultancy/Professional Advice,Strategy Finance & NHS,DELOITTE,1110943860,24996,"Project Verdi - Financial advisory services - Stage 2 Post -OJEU remaining budget,",MK9 1FD,LARGE,Programme,,
Department of Health,Department of Health,04/07/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3575001-09-JUL-13,2563.1,,TS17 6YG,SME,Other,,
Department of Health,Department of Health,04/07/2013,Rates,Goverance Operations & Assurance,WESTMINSTER CITY COUNCIL,400871826RH,486090,"Richmond House - Annual Business Rate 2013 - 2014 @ £486,090 per quarter Ref:400871826",WC2N 6NU,PUBLIC,Admin,,
Department of Health,Department of Health,04/07/2013,Rates,Goverance Operations & Assurance,READING BOROUGH COUNCIL,51134617/12/03/2013,27837,"Premier House - Annual Business Rate 2013 - 2014 @ £27,834 Apr-Jun, £27,837 Jul-Sept, £27,837 Oct-Dec and £9,279 Jan-Mar 2014 Ref:51134617",RG1 7TD,PUBLIC,Admin,,
Department of Health,Department of Health,04/07/2013,Rates,Goverance Operations & Assurance,SOUTHWARK LONDON BOROUGH COUNCIL,6323717/11/03/2013,535190,"Skipton House - Annual Business Rate 2013 - 2014 @ £535,190 per quarter Ref:6323717",SE17 1RX,PUBLIC,Admin,,
Department of Health,Department of Health,04/07/2013,Rates,Goverance Operations & Assurance,CAMDEN LONDON BOROUGH COUNCIL,68432635/09/03/2013,101637,"Maple Street - Business Rates FY2013/14 @ £101,637 Apr-Jun, £101,637 Jul-Sept, £101,637 Oct-Dec and £33,879 Jan-Mar 2014",WC1H 8NG,PUBLIC,Admin,,
Department of Health,Department of Health,04/07/2013,Revenue Grants to non-profit institutions,External Relations,SKILLS FOR CARE LTD,ERS-497523-76001,1162000,2012/006 Skills for Care - project: Workforce programme of work - Revenue Funding- ,LS1 2RP,VCS,Programme,,
Department of Health,Department of Health,05/07/2013,Outsourcing Contract,External Relations,NHS EMPLOYERS LTD,12849,21450,Showcase the career development opportunities in the armed forces reserves to current and future healthcare prof.,SW1E 5DD,SME,Programme,,
Department of Health,Department of Health,05/07/2013,Research & development,Research & Development,SALISBURY NHS FOUNDATION TRUST,ERS-497642-76062,30869.5,Applied Research Programme,SP2 8BJ,PUBLIC,Programme,,
Department of Health,Department of Health,05/07/2013,Policy Payments,NHS Medical,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,R0202075,227037.6,"Financial Support for the agreed project, in accordance with the contract dated 18/01/13",NE7 7DN,PUBLIC,Programme,,
Department of Health,Department of Health,05/07/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,00286874RI,93198,"DH London Estate (SKH, RH, WEL) - FM Variable Operational Works FY2013 - 2014",SO53 3YE,LARGE,Admin,,
Department of Health,Department of Health,05/07/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,00286899RI,98079.93,"DH London Estate (SKH, RH, WEL) - FM Variable Operational Works FY2013 - 2014",SO53 3YE,LARGE,Admin,,
Department of Health,Department of Health,05/07/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,00286913RI,50701.27,"DH London Estate (SKH, RH, WEL) - FM Variable Operational Works FY2013 - 2014",SO53 3YE,LARGE,Admin,,
Department of Health,Department of Health,05/07/2013,IT minor costs non capital,Goverance Operations & Assurance,TRUSTMARQUE SOLUTIONS LTD,2194525,13357.56,VisioProforOff365 ShrdSvr ALNG SubsVL MVL PerUsr,YO32 9WN,SME,Admin,,
Department of Health,Department of Health,05/07/2013,IT minor costs non capital,Goverance Operations & Assurance,TRUSTMARQUE SOLUTIONS LTD,2194525,4606.28,SQLSvrEntCore ALNG LicSAPk MVL 2Lic CoreLic,YO32 9WN,SME,Admin,,
Department of Health,Department of Health,05/07/2013,IT minor costs non capital,Goverance Operations & Assurance,TRUSTMARQUE SOLUTIONS LTD,2194525,45796.8,PrjctProforOff365 ShrdSvr ALNG SubsVL MVL PerUsr,YO32 9WN,SME,Admin,,
Department of Health,Department of Health,05/07/2013,Building repairs & maintenance,Goverance Operations & Assurance,TELEREAL TRILLIUM,632615,26339.83,"Telereal Trillium Construction Works, Churn and Fees for Floors 4N, 4NE and 4NW QH",LS11 9DX,LARGE,Admin,,
Department of Health,Department of Health,05/07/2013,Building repairs & maintenance,Goverance Operations & Assurance,TELEREAL TRILLIUM,632616,277212.92,"Telereal Trillium Works, for 5th floor works NW, SW and E01 - Building",LS11 9DX,LARGE,Admin,,
Department of Health,Department of Health,05/07/2013,Other Admin expenditure,Goverance Operations & Assurance,TELEREAL TRILLIUM,632616,335640,"Telereal Trillium Works, for 5th floor works NW, SW and E01 - Furniture",LS11 9DX,LARGE,Admin,,
Department of Health,Department of Health,05/07/2013,Consultancy/Professional Advice,Strategy Finance & NHS,VERITA CONSULTANTS LLP,9442/2015,90572.1,Consultancy services: Jimmy Saville investigations,W1D 4SN,SME,Admin,,
Department of Health,Department of Health,05/07/2013,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,SAVILLS COMMERCIAL LTD,DS101L-050786JULY-SEPT2013,27750,"Blenheim House - Annual Rental FY2013 - 2014 (Part Ground Floor) @£23,125 qtrly",M2 2FE,LARGE,Other,,
Department of Health,Department of Health,05/07/2013,Service charge,Goverance Operations & Assurance,SAVILLS COMMERCIAL LTD,DS101L-050786JULY-SEPT2013,9035.58,"Blenheim House - Annual Service Charge FY2013 - 2014 (Part Ground Floor) @£7,529.645 qtrly",M2 2FE,LARGE,Other,,
Department of Health,Department of Health,05/07/2013,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,SAVILLS COMMERCIAL LTD,DS101L-050787JULY-SEPT2013,130500,"Blenheim House - Annual Rental FY2013 - 2014 (Part Ground, 1st & 2nd Floors) @£108,750 qtrly",M2 2FE,LARGE,Other,,
Department of Health,Department of Health,05/07/2013,Service charge,Goverance Operations & Assurance,SAVILLS COMMERCIAL LTD,DS101L-050787JULY-SEPT2013,47412.12,"Blenheim House - Annual Service Charge FY2013 - 2014 (Part Ground, 1st & 2nd Floors) @£39,510.11 qtrly",M2 2FE,LARGE,Other,,
Department of Health,Department of Health,05/07/2013,Revenue Grants to non-profit institutions,Social Care,WECIL LTD,ERS-497568-76041,35030,"IESD award 2012/13 for WECIL Ltd's project ""www.createmysupportplan.co.uk""",BS16 2QQ,SME,Programme,,
Department of Health,Department of Health,05/07/2013,IT minor costs non capital,Goverance Operations & Assurance,XMA LTD,T368424,101452.56,"Call Off (mini competition against the Framework RM1692, ITH & S, Lot 11",NG11 7EP,LARGE,Admin,,13890
Department of Health,Department of Health,05/07/2013,IT minor costs non capital,Goverance Operations & Assurance,XMA LTD,T374422,324907.56,"Call Off (mini competition against the Framework RM1692, ITH & S, Lot 11",NG11 7EP,LARGE,Admin,,13890
Department of Health,Department of Health,05/07/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-497636-76066,40649.54,Young Scientist Awards,M13 9PL,PUBLIC,Programme,,
Department of Health,Department of Health,05/07/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-497643-76065,70824,Radiation project and mobile phone research,SW7 2AZ,PUBLIC,Programme,,
Department of Health,Department of Health,05/07/2013,Provisions cash payment,Public Health,PGO FOREIGN CURRENCY PAYMENTS,FT/13184/00486,4752869.4,,RH10 1UH,PUBLIC,Programme,,
