Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,06/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,796829,131296.04,,"May TV,VOD, Radio, Online and press media for Secondhand smoke campaign",Programme,
Department of Health,Department of Health,06/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,796842,132810.78,,"May TV,VOD, Radio, Online and press media for Secondhand smoke campaign",Programme,
Department of Health,Department of Health,06/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,796841,247282.62,,Lung cancer campaign radio advertising,Programme,
Department of Health,Department of Health,06/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,796826,258480.45,,Lung cancer campaign - press advertising,Programme,
Department of Health,Department of Health,07/06/2012,Outsourcing Contract,External Relations Directorate,NHS EMPLOYERS LTD,SME,SW1E 5DD,9086,1799967.25,,NHS Employers Core contract,Programme,
Department of Health,Department of Health,08/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,800650,104933.24,,"May TV,VOD, Radio, Online and press media for Secondhand smoke campaign ",Programme,
Department of Health,Department of Health,11/06/2012,Outsourcing Contract,External Relations Directorate,BROADCASTING SUPPORT SERVICES,LARGE,M1 3HU,S13-00086,35028.95,,Carers Direct contact centre provision - specialist advice to support carers in the UK,Programme,
Department of Health,Department of Health,11/06/2012,Outsourcing Contract,External Relations Directorate,THE TERRENCE HIGGINS TRUST,VCS,WC1X 8DP,STAT004114,41666.66,,THT contact centre provision - specialist HIV advice.,Programme,
Department of Health,Department of Health,11/06/2012,Outsourcing Contract,External Relations Directorate,METHODS CONSULTING,SME,WC2H 8AD,100018522,43170,,Extension to FPAS Contract - Methods Consultancy,Programme,13245
Department of Health,Department of Health,11/06/2012,Outsourcing Contract,External Relations Directorate,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,1034149,187580,,Provision of services to meet the MoU to deliver the activity of the UKFPO.,Programme,
Department of Health,Department of Health,12/06/2012,Outsourcing Contract,External Relations Directorate,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI10887,6833.3,,PR retainer fees for DH Q1 2012/13 ,Programme,
Department of Health,Department of Health,12/06/2012,Outsourcing Contract,External Relations Directorate,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI10887,20499.9,,PR retainer fees for DH Q1 2012/13 ,Programme,
Department of Health,Department of Health,12/06/2012,Outsourcing Contract,External Relations Directorate,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI10887,20499.9,,PR retainer fees for DH Q1 2012/13 ,Programme,
Department of Health,Department of Health,12/06/2012,Outsourcing Contract,External Relations Directorate,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI10887,20499.9,,Consumer engagement - cancer and dementia campaigns,Programme,
Department of Health,Department of Health,12/06/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12050002,29348,,"Change4Life, Printing, enclosing and banding of the Change4Life Kids packs.  Including Map, kids booklet with stickers and adult booklet (this continues from the earlier PO for paper purchase)",Programme,
Department of Health,Department of Health,12/06/2012,Outsourcing Contract,External Relations Directorate,FAMILY PLANNING ASSOCIATION,VCS,EC1Y 8QU,581593,30500,,FPA contact centre services - provision of specialist sexual health and family planning advice.,Programme,
Department of Health,Department of Health,12/06/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12050018,51538,,"Games4Life questionnaire printing, without delivery, of first batch, 5 million off Including 100 large print versions of the questionnaires",Programme,
Department of Health,Department of Health,12/06/2012,Publicity & advertising,External Relations Directorate,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,740130,58000,, Partnership Marketing fees for Smokefree homes and cars,Programme,
Department of Health,Department of Health,12/06/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12050018,92691.76,,Change4Life purchase of paper for the first print run of the Games4Life Questionnaires A5 8 page,Programme,
Department of Health,Department of Health,12/06/2012,Outsourcing Contract,External Relations Directorate,BROOK ADVISORY CENTRES,VCS,EC1Y 8QU,2349,114000,,Brook contact centre provision - specialist sexual health advice,Programme,
Department of Health,Department of Health,12/06/2012,CIP Addition Clearing - IT_IDS,External Relations Directorate,IMC (UK) LEARNING LTD,SME,TN13 1BL,IUK2012-123,192277.2,,Contract for the provision of an lms for E-lfh -Delivery of IMC services,Programme,
Department of Health,Department of Health,13/06/2012,Publicity & advertising,External Relations Directorate,MEDIAEDGE CIA UK LTD,LARGE,SE1 8NU,785766,36864,,C4L Media Planning,Programme,
Department of Health,Department of Health,13/06/2012,Publicity & advertising,External Relations Directorate,MEDIAEDGE CIA UK LTD,LARGE,SE1 8NU,785766,36864,,Cancer campaign - media planning,Programme,
Department of Health,Department of Health,13/06/2012,Publicity & advertising,External Relations Directorate,MEDIAEDGE CIA UK LTD,LARGE,SE1 8NU,785766,49152,,Smokefree Media Planning,Programme,
Department of Health,Department of Health,13/06/2012,Other creditors (ST),External Relations Directorate,HM REVENUE AND CUSTOMS (HMRC),PUBLIC,BD98 8AA,XT002617818228,74941.22,,Cust Ref X7767596222 Charge Ref. XT0026 178 18228 dated 30/04/2012 Taxation Settlement after Judicial Revue,Programme,
Department of Health,Department of Health,14/06/2012,Outsourcing Contract,External Relations Directorate,RESEARCH WORKS LTD,SME,AL1 4TB,2194,25000,,Qualitative research with public and nurses,Programme,
Department of Health,Department of Health,14/06/2012,Outsourcing Contract,External Relations Directorate,FAMILY PLANNING ASSOCIATION,VCS,EC1Y 8QU,581654,30500,,FPA contact centre services - provision of specialist sexual health and family planning advice,Programme,
Department of Health,Department of Health,14/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90103734,31320,,- WO/2011/06 Social Care Consumer Insight Model  - WO/2011/12 sc White paper analysis - WO/2011/16 Social care Workforce Models,Programme,
Department of Health,Department of Health,14/06/2012,Provisions cash payment,External Relations Directorate,NHS INJURY BENEFITS SCHEME,PUBLIC,FY7 8LG,ERS-463161-60741,4250091.9,,Injury Allowance Recharging,Programme,
Department of Health,Department of Health,15/06/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12050020,33848.8,,Games4Life branded collateral items to support partner activity for the C4L campaign June 2012,Programme,
Department of Health,Department of Health,15/06/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12050009,36781.36,,Collection and distribution of 7.5K Games4Life school boxes,Programme,
Department of Health,Department of Health,19/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,803108,53736.5,,Lung cancer campaign - online advertising,Programme,
Department of Health,Department of Health,19/06/2012,Publicity & advertising,External Relations Directorate,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI10909,75000,,Games4Life Partnership Summer 2012  Production of the summer of sport chart,Programme,
Department of Health,Department of Health,20/06/2012,IT minor costs non capital,External Relations Directorate,DELOITTE LLP,LARGE,MK9 1FD,2410057724,35671.2,,Reprocurement of FPAS (Foundation Programme Application System),Programme,
Department of Health,Department of Health,20/06/2012,Revenue Grants to Other Bodies,External Relations Directorate,TCOSW,SME,SW1Y 5BH,ERS-463548-60961,170000,,"Grant to College of Social Work for Projects to support social work reform, 31.5.12",Programme,
Department of Health,Department of Health,20/06/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12040011,201378,,Games4Life: Paper purchase for 2.6m print-run of 4 x Games4Life Kids Pack collateral. ,Programme,
Department of Health,Department of Health,20/06/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12040011,250774.92,,"Change4Life, Printing, enclosing and banding of the Change4Life Kids packs.  Including Map, kids booklet with stickers and adult booklet (this continues from the earlier PO for paper purchase)",Programme,
Department of Health,Department of Health,21/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,803650,164971.97,,"Change4Life - booking of summer 2012 Games4Life TV space, June - July 2012",Programme,
Department of Health,Department of Health,21/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,803649,256523.11,,"Change4Life - booking of summer 2012 Games4Life TV space, June - July 2012",Programme,
Department of Health,Department of Health,21/06/2012,Publicity & advertising,External Relations Directorate,GROUPM UK LTD,LARGE,WC7X 8RX,803647,549166.48,,Lung cancer campaign - TV advertising,Programme,
Department of Health,Department of Health,22/06/2012,Outsourcing Contract,External Relations Directorate,MM TELEPERFORMANCE LTD,LARGE,BS1 3LG,529863,26227.42,,"Health Visitor recruitment, call handling, Q1",Programme,
Department of Health,Department of Health,22/06/2012,Professional fees,External Relations Directorate,GOVERNMENT ACTUARYS DEPARTMENT (GAD),PUBLIC,EC4A 1AB,SINV/00016587.,38434.38,,"CPA 472305  Invoice number 16587, dated 110412 GAD Payments Actuarial Services for period ending 31 March 2012",Admin,
Department of Health,Department of Health,22/06/2012,Publicity & advertising,External Relations Directorate,SIMPLY BECAUSE LTD,LARGE,SL5 9FE,1356,100791,,Lung cancer campaign - face to face events,Programme,
Department of Health,Department of Health,22/06/2012,Printing,External Relations Directorate,PROMOTIONAL LOGISTICS LTD,SME,CO10 1RE,OP/I125550,114343.81,,Estimated monthly call off charges for storage and distribution for May 2012  ,Admin,
Department of Health,Department of Health,22/06/2012,Publicity & advertising,External Relations Directorate,Data Lateral Ltd,LARGE,NG17 5FB,107675,123160,,"Games4Life - Scoping and Strategy Support, Questionnaire Website Design, Build, Mobile Version of Site, Facebook App, launch to email audience & 6 weekly eCRM, pURL mirosite for existing audience AND Action plan recipients, CRM Mailing, AP",Programme,
Department of Health,Department of Health,26/06/2012,Outsourcing Contract,External Relations Directorate,SERCO LISTENING LTD,LARGE,PO1 2RX,90716846,27602.04,,Provision of specialist contact centre services to support the Smokefree campaign,Programme,
Department of Health,Department of Health,26/06/2012,Outsourcing Contract,External Relations Directorate,SERCO LISTENING LTD,LARGE,PO1 2RX,90716839,28438.89,,Provision of specialist contact centre services for the Worth Talking About sexual health campaign.,Programme,
Department of Health,Department of Health,26/06/2012,Outsourcing Contract,External Relations Directorate,SERCO LISTENING LTD,LARGE,PO1 2RX,90716842,28573.48,,Provision of specialist contact centre services to support the Smokefree campaign.,Programme,
Department of Health,Department of Health,26/06/2012,Outsourcing Contract,External Relations Directorate,SERCO LISTENING LTD,LARGE,PO1 2RX,90716840,30203.53,,Provision of specialist contact centre services for the Worth Talking About sexual health campaign,Programme,
Department of Health,Department of Health,26/06/2012,Outsourcing Contract,External Relations Directorate,FAMILY PLANNING ASSOCIATION,VCS,EC1Y 8QU,581879,30500,,FPA contact centre services - provision of specialist sexual health and family planning advice,Programme,
Department of Health,Department of Health,26/06/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12050019,47205.04,,Games4Life branded collateral items to support partner activity for the C4L campaign June 2012,Programme,
Department of Health,Department of Health,26/06/2012,Outsourcing Contract,External Relations Directorate,SERCO LISTENING LTD,LARGE,PO1 2RX,90716841,69115.81,,"Provision of specialist contact centre services covering the drink, drugs and sexual health portfolio",Programme,13246
Department of Health,Department of Health,27/06/2012,Outsourcing Contract,External Relations Directorate,SERCO LISTENING LTD,LARGE,PO1 2RX,90716845,69552.45,,"Provision of specialist contact centre services covering the drink, drugs and sexual health portfolio. ",Programme,
Department of Health,Department of Health,27/06/2012,Arm Length Bodies-Revenue Subsidy,External Relations Directorate,GENERAL SOCIAL CARE COUNCIL (GSCC),PUBLIC,SE1 2HB,SL02437,800000,,GSCC Specific Grant Revenue Cash Drawdown 2012/13,Admin,
Department of Health,Department of Health,27/06/2012,Professional fees,External Relations Directorate,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,4368,1867851.6,,CPA 474211 Invoice number:4368 dated:010512  Recharge of the Choice project Quarter 4,Programme,
Department of Health,Department of Health,28/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90104198,25144.8,,WO-2012-31 Drivers of Supply and Demand for Social Workers,Programme,
Department of Health,Department of Health,28/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90105479,26724.41,,OC/2012/01 - Non Transferring Staff OC/2012/4 - Transferring Staff OC/2012/5 - OPC Adjustment Charge,Programme,
Department of Health,Department of Health,28/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90105478,30854.4,,OC/2012/01 - Non Transferring Staff OC/2012/4 - Transferring Staff OC/2012/5 - OPC Adjustment Charge,Programme,
Department of Health,Department of Health,28/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90105477,39380,,OC/2012/9 - Business Support,Programme,
Department of Health,Department of Health,28/06/2012,Publicity & advertising,External Relations Directorate,GFK NOP LTD,LARGE,SE1 9UL,OP/I078185,47500,,Youth Survey Fieldwork and Delivery,Programme,
Department of Health,Department of Health,28/06/2012,Publicity & advertising,External Relations Directorate,GFK NOP LTD,LARGE,SE1 9UL,OP/I078183,66125.6,,Adult Survey Fieldwork and delivery,Programme,
Department of Health,Department of Health,28/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90105489,68970,,WO/2011/17 Nursing & Midwifery,Programme,
Department of Health,Department of Health,28/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90105488,82347.6,,WO/2011/11 HENSE,Programme,
Department of Health,Department of Health,28/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90105480,191381.14,,OC/2012/01 - Non Transferring Staff OC/2012/4 - Transferring Staff OC/2012/5 - OPC Adjustment Charge,Programme,
Department of Health,Department of Health,28/06/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90105482,191381.14,,OC/2012/01 - Non Transferring Staff OC/2012/4 - Transferring Staff OC/2012/5 - OPC Adjustment Charge,Programme,
Department of Health,Department of Health,29/06/2012,Outsourcing Contract,External Relations Directorate,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,132897,110000,,KSS medical careers provision of service 2012/13,Programme,
Department of Health,Department of Health,01/06/2012,Outsourcing Contract,Group Operations & Assurance,NHS SHARED BUSINESS SERVICES (SBS),PUBLIC,WF3 1WE,100009180,90280.75,,NHS SBS  charges for BMS Support and Development Service from 1 April 2012 to 31 March 2013,Admin,
Department of Health,Department of Health,01/06/2012,Outsourcing Contract,Group Operations & Assurance,NHS SHARED BUSINESS SERVICES (SBS),PUBLIC,WF3 1WE,100009181,90280.75,,NHS SBS  charges for BMS Support and Development Service from 1 April 2012 to 31 March 2013,Admin,
Department of Health,Department of Health,06/06/2012,Outsourcing Contract,Group Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100033197,78586.7,,Club Managed Service from  April 2012 to March 2013,Admin,
Department of Health,Department of Health,07/06/2012,Travel -Trains,Group Operations & Assurance,FCM TRAVEL SOLUTIONS,SME,KT3 7NW,1047606611,75027.35,,DH - Travel Services Apr 2012 - Jun 2012 (Non-Vatable) - Accounts Ref:203600102,Admin,
Department of Health,Department of Health,08/06/2012,Outsourcing Contract,Group Operations & Assurance,NHS SHARED BUSINESS SERVICES (SBS),PUBLIC,WF3 1WE,100009061,25232.76,,NHS SBS  High Level Design Specification Work as per 30 March 2012 agreement. Figure given is maximum total. Supplier will be paid monthly. ,Admin,
Department of Health,Department of Health,11/06/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239651RI,24108.6,,DH - FM Variable Operational Works 2012 - 2013,Admin,
Department of Health,Department of Health,11/06/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239650RI,171343.22,,DH - FM Variable Operational Works 2012 - 2013,Admin,
Department of Health,Department of Health,12/06/2012,Utilities,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025169,2677.17,,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Utilities Charge@£42,990.05 mthly.",Admin,
Department of Health,Department of Health,12/06/2012,Printing,Group Operations & Assurance,XEROX BUSINESS SERVICES,LARGE,UB8 1HS,900090278,30268,,Xerox - Reprographics  - Management Fees 2012 - 2013,Admin,
Department of Health,Department of Health,12/06/2012,Conferences & seminars,Group Operations & Assurance,EXPOTEL HOTEL RESERVATIONS LTD,LARGE,SK4 2RZ,801891,50056.73,,DH - Hotel Accommodation Bookings for period 01/04/2012 to 31/03/13,Admin,
Department of Health,Department of Health,12/06/2012,Hotels Accomodation (UK),Group Operations & Assurance,EXPOTEL HOTEL RESERVATIONS LTD,LARGE,SK4 2RZ,802339,96593.97,,DH - Bulk Conference / Seminar Bookings for period 01/04/2012 to 31/03/13,Admin,
Department of Health,Department of Health,12/06/2012,Rates,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025105,122621.26,,"Quarry House Leeds - Accomm. Costs April 2012 - January 2013 Business Rates@£119,304.32 mthly.",Admin,
Department of Health,Department of Health,12/06/2012,Rent of Land & Buildings (non-PFI operating lease),Group Operations & Assurance,ABERDEEN ASSET MANAGEMENT,SME,G2 5EA,588188/BD9/001/024/6/2012,173310,,"Maple Street - Annual Rent 25th March 2012 - 24th March 2013 @ £144,425 per qtr (Property Ref:588188)",Admin,
Department of Health,Department of Health,12/06/2012,Outsourcing Contract,Group Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201289112,210048.89,,Managed Telecom Service Charge - From 1 April to 30 September 2012,Admin,
Department of Health,Department of Health,12/06/2012,Rent of Land & Buildings (non-PFI operating lease),Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025169,515819.8,,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Facilty Price Rent@£514,167.05 mthly.",Admin,
Department of Health,Department of Health,12/06/2012,Rent of Land & Buildings (non-PFI operating lease),Group Operations & Assurance,LONDON AND REGIONAL PROPERTIES LTD,LARGE,W1U 7DA,194646/5491858260-24/6/2011,1511906,,"Skipton House - Annual Rent 25th Jun 2012 - 24th Jun 2013 (Property Ref:194646) @ £1,511,906 per qtr.",Admin,
Department of Health,Department of Health,13/06/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239690RI,118.21,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£27,299.10 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239688RI,2882,,"Maple Street - Fixed FM Costs from 01/04/12 - 31/03/2013 @11,209.92 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239691RI,4167.41,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£13,028.68 mthly.",Admin,
Department of Health,Department of Health,13/06/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239687RI,6995.5,,"CQC Buildings - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management @£3,497.75 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239688RI,9895.5,,"Maple Street - Fixed Cleaning Costs from 01/04/12 - 31/03/2013 @4,947.75 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239703RI,10770.36,,"Accommodation Central - FM Fixed Costs from Apr 2012 - Mar 2013 @£5,385.19 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239689RI,16571.99,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning @£19,251.42mthly",Admin,
Department of Health,Department of Health,13/06/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239698RI,19537.84,,"Maple Street - Fixed FM Costs from 01/04/12 - 31/03/2013 @11,209.92 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239691RI,19545.76,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management@£9,772.88 mthly.",Admin,
Department of Health,Department of Health,13/06/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239701RI,21889.93,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£13,028.68 mthly.",Admin,
Department of Health,Department of Health,13/06/2012,Cleaning: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239699RI,21930.85,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning @£19,251.42mthly",Admin,
Department of Health,Department of Health,13/06/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239689RI,25067.06,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management @£12,533.53mthly",Admin,
Department of Health,Department of Health,13/06/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239698RI,26214.66,,"Maple Street - Fixed Building Maintenance Costs from 01/04/12 - 31/03/2013 @13,107.33 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239687RI,28377.33,,"CQC Buildings - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£31,875.08 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Security: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239688RI,32975,,"Maple Street - Fixed Security Costs from 01/04/12 - 31/03/2013 @16,487.50 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239697RI,35372.83,,"CQC Buildings - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£31,875.08 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Facilities management: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239690RI,38098.5,,"Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management@£19,049.25 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239703RI,44663.77,,"Accommodation Central - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£50,048.95 mthly",Admin,
Department of Health,Department of Health,13/06/2012,Security: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239691RI,51804.84,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Security@£25,902.42 mthly.",Admin,
Department of Health,Department of Health,13/06/2012,Security: contract,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239689RI,52811.32,,"Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Security @£26,405.67mthly",Admin,
Department of Health,Department of Health,13/06/2012,Building repairs & maintenance,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00239701RI,53628.08,,"Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance@£26,814.04 mthly.",Admin,
