Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
DEFRA,DEFRA,24/07/2014,Electricity,Chief Operating Officer DG,E D F Energy,178170714,"126,720.23","Electricity bill - Animal Health and Veterinary Laboratory Agency, Weybridge - 1 June-1 July 2014",PL3 5XQ,,,B0870000,Expense
DEFRA,DEFRA,14/07/2014,Electricity,Chief Operating Officer DG,E D F Energy,178,"36,466.68","Electricity bill - Animal Health and Veterinary Laboratory Agency, Weybridge - June 2014",PL3 5XQ,,,B0870000,Expense
DEFRA,DEFRA,14/07/2014,Electricity,Chief Operating Officer DG,E D F Energy,15501071411750500,"117,505.34","Electricity bill - Animal Health and Veterinary Laboratory Agency, Weybridge - June 2014",PL3 5XQ,,,B0870000,Expense
DEFRA,DEFRA,14/07/2014,Electricity,Chief Operating Officer DG,E D F Energy,155010714,"149,010.31","Electricity bill - Food and Environment Research Agency, Sand Hutton, York - June 2014",PL3 5XQ,,,B2810000,Expense
DEFRA,DEFRA,16/07/2014,Current Grants E,Policy Delivery DG,East Sussex County Council,290514,"69,108.00",Area of Outstanding Natural Beauty Grant - January-March 2014,BN7 1UE,SME,GIA,0,Expense
DEFRA,DEFRA,10/07/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Ensis Ltd,1209,"29,240.75",Uplands Waters Monitoring Network - April-June 2014,WC1H 0AP,SME,AQ0837,0,Expense
DEFRA,DEFRA,28/07/2014,Evidence Non R&D,Policy Delivery DG,Environment Agency,41719,"27,156.04",Extending the Infaunal Quality Index to fulfil the requirements of the Marine Strategy Framework Directive,PE2 5ZR,,IGS,0,Expense
DEFRA,DEFRA,08/07/2014,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIAJULY14,"60,000,000.00",Grant in Aid - July 2014,BS1 5AH,,DFP,0,Expense
DEFRA,DEFRA,14/07/2014,Other Current Payments E,Policy Delivery DG,Environment Agency,180614,"110,000.00",Maintenance of the Home Office Metal Theft Register as per the Scrap Metal Dealers Act (SMDA) Regulations,PE2 8YD,,,0,Expense
DEFRA,DEFRA,24/07/2014,Consultancy Non-Scheme,Policy Delivery DG,Ernst & Young LLP,GB10700023747,"61,767.00",Financial Advice in relation to the Thames Tideway Tunnel - 26 April-30 May 2014,SE1 2AF,,Omnicom OM18274/Bravo Ecm 4225,0,Expense
DEFRA,DEFRA,24/07/2014,Consultancy Non-Scheme,Policy Delivery DG,Ernst & Young LLP,GB10700023777,"34,299.00",Financial Advice in relation to the Thames Tideway Tunnel - 3-20 June 2014,SE1 2AF,,Omnicom OM18274/Bravo Ecm 4225,0,Expense
DEFRA,DEFRA,04/07/2014,Current Grants E,Policy Delivery DG,Exmoor National Park Authority,120614,"793,000.00",Grant - 2014-15 Quarter 2,TA22 9HL,SME,GIA,EXMOOR01,Expense
DEFRA,DEFRA,18/07/2014,Current Grants E,"Strategy, International and Biosecurity DG",Falklands Conservation,2506142590725,"25,907.25",Falklands Conservation: Lower plants inventory and conservation in the Falkland Islands - July- September 2014,F1QQ 1ZZ,SME,20589/GRANT,DARWPLUS,Expense
DEFRA,DEFRA,22/07/2014,Current Grants E,"Strategy, International and Biosecurity DG",Fauna & Flora International,10714,"25,367.50",Building capacity for participatory ecosystem-based marine conservation in Central America - July- September 2014,CB1 2JD,SME,exempt,DARWDFID,Expense
DEFRA,DEFRA,28/07/2014,Other Current Payments E,Policy Delivery DG,Food & Environment Research Agency,F0037989,"244,000.00",Agreed work under the Government Decontamination Service Level Agreement (Pay costs) - April-June 2014,YO41 1LZ,,DFP,0,Expense
DEFRA,DEFRA,08/07/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0037676,"520,089.00",2013-14 Plant Health Policy Delivery and Advice,YO41 1LZ,,IGS,0,Expense
DEFRA,DEFRA,28/07/2014,Other Current Payments E,Policy Delivery DG,Food & Environment Research Agency,F0037990,"71,000.00",Agreed work under the Government Decontamination Service Level Agreement (Non Pay costs) - April-June 2014,YO41 1LZ,,DFP,0,Expense
DEFRA,DEFRA,22/07/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Food Standards Agency,1702674,"34,673.80",By-product staining work - June 2014,YO1 2YX,,DFP,ABPO0001,Expense
DEFRA,DEFRA,16/07/2014,Current Grants E,"Strategy, International and Biosecurity DG",Fundaeco,110714,"30,106.60",Darwin Initiative grant payment: Scaling Up Biodiversity Conservation and Ecological Connectivity across Caribbean Guatemala - 2013-14 Quarter 4,,,,DARWDFID,Expense
DEFRA,DEFRA,04/07/2014,Other Current Payments UK,Policy Delivery DG,Gangmasters Licensing Authority,10301,"365,379.00",Grant in Aid - July 2014,NG8 9AF,,GRANT,GLA00002,Expense
DEFRA,DEFRA,08/07/2014,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA002,"113,400.00",Supply of Aerial Photography and Height Data - June 2014,RG27 8NW,SME,20041,AERPHOTO,Expense
DEFRA,DEFRA,18/07/2014,Current Grants - Local Authorities,Policy Delivery DG,Gloucestershire County Council,1800317811,"134,700.00",Sustainable Drainage Systems Capability and Capacity Building Grant Award 2014-15,GL1 2TJ,,Funding,0,Expense
DEFRA,DEFRA,02/07/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5806141205,"32,305.82",Office Move - Closure of Rural Payments Agency and Natural England Northallerton Office - time and materials - April 2014,GU1 2LD,SME,10040,B516P005,Asset
DEFRA,DEFRA,02/07/2014,Contractor - Management Cover,Chief Operating Officer DG,IBM United Kingdom Ltd,5806141341,"36,664.20",Common Agricultural Policy Delivery Support for Estimating – To assist Defra in the validation of the estimating approach and to assist in re-estimation work - June 2014,GU1 2LD,SME,10040,0,Expense
DEFRA,DEFRA,24/07/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5807140771,"44,511.72","Consultant, Application development and Infrastructure resources to assist the delivery and any aspect of transition work for the Eden 7 (hardware and software refresh) programme - 2-23 May 2014",GU1 2LD,SME,10040,IBMTOICF,Expense
DEFRA,DEFRA,02/07/2014,OGD Recharge,"Strategy, International and Biosecurity DG",IBM United Kingdom Ltd,5806140802,"147,749.43","Automatic Licence Verification System (ALVS) Extension Project - development, build, testing and deployment - June 2014",GU1 2LD,SME,10040,07499TSW,Asset
DEFRA,DEFRA,30/07/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5807140949,"6,148,310.49",IT Baseline Services - July 2014,GU1 2LD,SME,10040,0,Expense
DEFRA,DEFRA,24/07/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5807140770,"37,197.94","A consultant, Application development and Infrastructure resources to assist the delivery and any aspect of transition work for the Eden 7 (hardware and software refresh) programme -30 May-27 June 2014",GU1 2LD,SME,10040,IBMTOICF,Expense
DEFRA,DEFRA,04/07/2014,Desktop Services,Chief Operating Officer DG,IBM United Kingdom Ltd,5806141204,"72,474.32",Multifunctional Devices (MFD) Service Annual Review 2013-14: Catchup Charges - April-December 2013,GU1 2LD,SME,10040,QPRNTB10,Expense
DEFRA,DEFRA,24/07/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5807140558,"101,481.16",IT Baseline Services additional payment for actual volumes used - April 2014,GU1 2LD,SME,10040,0,Expense
DEFRA,DEFRA,24/07/2014,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5807140766,"88,980.64",Project to deal with the Migration from Government secure Internet to Public Services Network - Milestone 2: Delivery of a detailed test plan - July 2014,GU1 2LD,SME,10040,P12ER020,Expense
DEFRA,DEFRA,24/07/2014,Network Services - Including Assets,Chief Operating Officer DG,IBM United Kingdom Ltd,5807140557,"67,702.18",Catch-up Charges for Web content filtering service to end of June 2014,GU1 2LD,SME,10040,CCHS0000,Expense
DEFRA,DEFRA,22/07/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035188,"38,868.70","Roof refurbishment works to Sterling House, Exeter - May 2014",BS32 4NH,,,B8030000,Asset
DEFRA,DEFRA,22/07/2014,Other Current Payments E,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035853,"27,620.65",Consumables provided to various sites as part of the Facilities Management contract - May 2014,BS32 4NH,,10226,0,Expense
DEFRA,DEFRA,14/07/2014,Estate Maintenance Admin,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035996,"85,012.86",Estates maintenance projects over multiple sites - June 2014,BS32 4NH,,10195L,B0870000,Expense
DEFRA,DEFRA,22/07/2014,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035854,"141,096.73",Consumables provided to various sites as part of the Facilities Management contract - May 2014,BS32 4NH,,10226,0,Expense
DEFRA,DEFRA,22/07/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00036007,"485,191.43",Site wide access control system - June 2014,BS32 4NH,,10195L,B0870000,Asset
DEFRA,DEFRA,22/07/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00034472,"199,252.40",Roof refurbishment works to Sterling House Exeter - April 2014,BS32 4NH,,10195L,B8030000,Asset
DEFRA,DEFRA,04/07/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033698,"84,362.08",Overhaul and replace submersible pumps at the Tow Law site - March 2014,BS32 4NH,,10195L,FMR1314A,Asset
DEFRA,DEFRA,14/07/2014,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035935,"2,155,205.70",Core Facilities Management Fee - June 2014,BS32 4NH,,10321,0,Expense
DEFRA,DEFRA,04/07/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033689,"213,557.68",Replacement of Control Blinds to control the Environment within Greenhouses,BS32 4NH,,10195L,FMR1314A,Asset
DEFRA,DEFRA,14/07/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035999,"202,247.74",Estates maintenance projects over multiple sites - June 2014,BS32 4NH,,10195L,B0610000,Expense
DEFRA,DEFRA,22/07/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035170,"91,524.56",Estates maintenance projects over multiple sites - May 2014,BS32 4NH,,10195L,0,Expense
DEFRA,DEFRA,04/07/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00032722,"30,213.42",Purchase and Installation of a fully automatic bin washer to comply with the Environment Agency Bio hazard License requirement - February 2014,BS32 4NH,,FWK10195L,FMR1314R,Asset
DEFRA,DEFRA,16/07/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00036003,"117,440.66",Chilled Water Services Extension as part of the Sustainability Project - June 2014,BS32 4NH,,FWK10095,AHVLA102,Asset
DEFRA,DEFRA,22/07/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00034477,"269,723.86",The repair and replacement of laboratory systems at Starcross Laboratory to meet current requirements - April 2014,BS32 4NH,,10195L,B0850000,Expense
DEFRA,DEFRA,04/07/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033699,"99,250.49",Hoverhaul hydraulic packs at the Tow Law Site and re-site above ground to aid safe working,BS32 4NH,,FWK10195L,FMR1314A,Asset
DEFRA,DEFRA,14/07/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035997,"197,466.87",Estates maintenance projects over multiple sites  - June 2014,BS32 4NH,,10195L,B0610000,Expense
