Departmental Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,11/07/2011,MANAGEMENT CONSULTANCY,Children Young People and Families Improving Information Sharing and Management Group,PA CONSULTING,4000057370,288000
Department for Education,DEPARTMENT FOR EDUCATION,12/07/2011,CURRENT GRANTS,Children Young People and Families Group,BARNARDOS,4000057443,46901
Department for Education,DEPARTMENT FOR EDUCATION,12/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,DAYCARE TRUST,4000057452,34916.67
Department for Education,DEPARTMENT FOR EDUCATION,12/07/2011,IS/IT,Children Young People and Families Improving Information Sharing and Management Group,LOGICA UK LTD,4000057470,183568.37
Department for Education,DEPARTMENT FOR EDUCATION,12/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NATIONAL DAY NURSERIES ASSOCIATION,4000057471,41666.67
Department for Education,DEPARTMENT FOR EDUCATION,12/07/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Supporting Delivery Group,THE LEARNING TRUST,4000057485,32751.37
Department for Education,DEPARTMENT FOR EDUCATION,13/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,ATLANTIC DATA LTD,4000057528,34360.18
Department for Education,DEPARTMENT FOR EDUCATION,13/07/2011,CURRENT GRANTS,Children Young People and Families Group,BARNARDOS,4000057531,36342.98
Department for Education,DEPARTMENT FOR EDUCATION,13/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CAPITA EDUCATION RESOURCING,4000057536,153716.8
Department for Education,DEPARTMENT FOR EDUCATION,13/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CRIMINAL RECORDS BUREAU,4000057539,180400
Department for Education,DEPARTMENT FOR EDUCATION,13/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,THE CHILDRENS UNIVERSITY,4000057568,87500
Department for Education,DEPARTMENT FOR EDUCATION,15/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,CONTINYOU  VCS,4000057685,66698
Department for Education,DEPARTMENT FOR EDUCATION,15/07/2011,CURRENT GRANTS,Supporting Children and Young People Group,KEEPING KIDS COMPANY,4000057702,1121250
Department for Education,DEPARTMENT FOR EDUCATION,15/07/2011,CURRENT GRANTS,Supporting Children and Young People Group,KIDSCAPE,4000057703,26144
Department for Education,DEPARTMENT FOR EDUCATION,15/07/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,ONE PLUS ONE,4000057709,20560.8
Department for Education,DEPARTMENT FOR EDUCATION,15/07/2011,CURRENT GRANTS,Children Young People and Families Group,ONE PLUS ONE,4000057709,63709
Department for Education,DEPARTMENT FOR EDUCATION,15/07/2011,CURRENT GRANTS,Supporting Children and Young People Group,ROYAL PHILANTHROPIC SOCIETY RAINER,4000057718,48659.27
Department for Education,DEPARTMENT FOR EDUCATION,15/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,THE MEDIA GROUP TMG TV LTD,4000057725,261287
Department for Education,DEPARTMENT FOR EDUCATION,19/07/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Safeguarding Group,BEAT BULLYING LTD,4000057966,37107
Department for Education,DEPARTMENT FOR EDUCATION,19/07/2011,PROFESSIONAL FEES,Supporting Children and Young People Group 2,COI CENTRAL OFFICE OF INFORMATION,4000057983,79947.6
Department for Education,DEPARTMENT FOR EDUCATION,19/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,SHARED CARE NETWORK,4000058020,29518.25
Department for Education,DEPARTMENT FOR EDUCATION,19/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,THE NATIONAL AUTISTIC SOCIETY VCS,4000058028,26920
Department for Education,DEPARTMENT FOR EDUCATION,19/07/2011,CURRENT GRANTS,Children Young People and Families Group,TIME FOR FAMILIES,4000058030,35825.47
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,CURRENT GRANTS,Children Young People and Families Group,ADVISORY CENTRE FOR EDUCATION,4000058069,81052
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children and Families Directorate Support,CARLSON WAGONLIT TRAVEL,4000058075,72.84
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Group,CARLSON WAGONLIT TRAVEL,4000058075,475.01
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Group,CARLSON WAGONLIT TRAVEL,4000058075,74.69
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000058075,201.11
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000058075,422.68
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000058075,1170.18
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000058075,91.98
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000058075,1094.2
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000058075,-501.63
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000058075,599.98
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000058075,321.48
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000058075,1331.97
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000058075,579.38
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000058075,577.27
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000058075,41.24
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000058075,322.53
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,PROFESSIONAL FEES,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000058075,89.79
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000058075,637.81
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000058075,2998.87
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000058075,170.78
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000058075,-81.7
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,CURRENT GRANTS,Children Young People and Families Group,FAMILY LIVES,4000058084,106160
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,CURRENT GRANTS,Children Young People and Families Group,INSTITUTE OF WELLBEING LTD,4000058089,39581.83
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NATIONAL DAY NURSERIES ASSOCIATION,4000058092,83333.34
Department for Education,DEPARTMENT FOR EDUCATION,20/07/2011,CURRENT GRANTS,Children Young People and Families Group,PARENTING UK,4000058094,28420.05
Department for Education,DEPARTMENT FOR EDUCATION,21/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,4CHILDREN,4000058139,158750
Department for Education,DEPARTMENT FOR EDUCATION,21/07/2011,MANAGEMENT CONSULTANCY,Children Young People and Families Improving Information Sharing and Management Group,ATKINS LTD,4000058142,59162.4
Department for Education,DEPARTMENT FOR EDUCATION,21/07/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF BRENT,4000058179,1320845
Department for Education,DEPARTMENT FOR EDUCATION,21/07/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000058180,73438
Department for Education,DEPARTMENT FOR EDUCATION,21/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NATIONAL CHILDRENS BUREAU,4000058185,129500
Department for Education,DEPARTMENT FOR EDUCATION,21/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,THE CHILDRENS UNIVERSITY,4000058202,104874
Department for Education,DEPARTMENT FOR EDUCATION,21/07/2011,CURRENT GRANTS,Supporting Children and Young People Group,TOMORROWS PEOPLE TRUST LTD,4000058205,42038.61
Department for Education,DEPARTMENT FOR EDUCATION,21/07/2011,CURRENT GRANTS,Children Young People and Families Group,YORK CITY COUNCIL,4000058209,45378.5
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,NETMUMS LTD,4000058245,52300.8
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Safeguarding Group,PROLOG,4000058250,936
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,4.16
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Supporting Children and Young People Group 2,PROLOG,4000058250,14.76
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Supporting Children and Young People Group 2,PROLOG,4000058250,17814.24
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,25.94
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,214.99
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,116.47
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,8265.57
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,9713.88
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Group,PROLOG,4000058250,453.66
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Group,PROLOG,4000058250,243.26
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Group,PROLOG,4000058250,148.79
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Group,PROLOG,4000058250,62.45
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Group,PROLOG,4000058250,2934.15
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Group,PROLOG,4000058250,198.72
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Group,PROLOG,4000058250,445.01
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,PROLOG,4000058250,6951.47
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,PROLOG,4000058250,2.08
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,44.94
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,57.96
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,392.34
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000058250,1647.99
Department for Education,DEPARTMENT FOR EDUCATION,22/07/2011,COMMUNICATIONS & PUBLICITY,Supporting Children and Young People Group 2,PROLOG,4000058250,216.38
Department for Education,DEPARTMENT FOR EDUCATION,25/07/2011,CURRENT GRANTS,Children Young People and Families Supporting Delivery Group,CHILDREN ENGLAND,4000058303,208296
Department for Education,DEPARTMENT FOR EDUCATION,25/07/2011,CURRENT GRANTS,Children Young People and Families Group,CHILDRENS LEGAL CENTRE,4000058304,29483
Department for Education,DEPARTMENT FOR EDUCATION,25/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MACINTYRE,4000058338,40450.33
Department for Education,DEPARTMENT FOR EDUCATION,25/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MEATH SCHOOL,4000058339,168671.22
Department for Education,DEPARTMENT FOR EDUCATION,25/07/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Early Years Extended Schools and Special Needs,PRICE WATERHOUSE COOPERS LLP,4000058349,445755
Department for Education,DEPARTMENT FOR EDUCATION,25/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,SCOPE,4000058352,28135
Department for Education,DEPARTMENT FOR EDUCATION,25/07/2011,CURRENT GRANTS,Children Young People and Families Group,THE CHILDRENS SOCIETY,4000058354,40548.42
Department for Education,DEPARTMENT FOR EDUCATION,25/07/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,THE MOVEMENT FOR NON MOBILE,4000058358,64359
Department for Education,DEPARTMENT FOR EDUCATION,26/07/2011,CURRENT GRANTS,Children Young People and Families Group,ADDACTION,4000058409,29441
Department for Education,DEPARTMENT FOR EDUCATION,26/07/2011,CURRENT GRANTS,Children Young People and Families Group,BOOK TRUST,4000058412,1410461
Department for Education,DEPARTMENT FOR EDUCATION,26/07/2011,CURRENT GRANTS,Children Young People and Families Group,SPURGEONS,4000058443,28641.67
Department for Education,DEPARTMENT FOR EDUCATION,26/07/2011,RESEARCH & DEVELOPMENT COSTS,Children Young People and Families Group,YORK CONSULTING LLP,4000058465,44659.2
Department for Education,DEPARTMENT FOR EDUCATION,27/07/2011,CURRENT GRANTS,Children Young People and Families Supporting Delivery Group,CORNWALL COUNCIL,4000058520,30000
Department for Education,DEPARTMENT FOR EDUCATION,27/07/2011,CURRENT GRANTS,Children Young People and Families Supporting Delivery Group,LOCAL GOVERNMENT IMPROVEMENT & DEVELOPMENT,4000058537,250834
