ENTITY,OU,DATE,BE_LEVEL_7,EXPENSE_AREA_1,EXPENSE_AREA_3,EXPENSE_TYPE_3,EXPENSE_TYPE_6,PROG / ADMIN?,PROJECT_CODE,SPEND_CATEGORY,DESCRIPTION,DISTRIBUTION_AMOUNT,Contract Number,SUPPLIER,SUPPLIER_POSTCODE,SUPPLIER_TYPE,INV_NUM,TRANSACTION_NUMBER,TOTAL_INVOICE_VALUE
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222174-TS PRIME Rates,Programme,0,ITEM,TS RATES,"$157,948.60 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222171-TS PRIME FUP Costs,Programme,0,ITEM,TS FACILITY UNIT PRICE COSTS,"($732,922.90)",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222174-TS PRIME Rates,Programme,0,ITEM,TS RATES,"($157,948.60)",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222171-TS PRIME FUP Costs,Programme,0,ITEM,TS FACILITY UNIT PRICE COSTS,"$732,922.90 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222174-TS PRIME Rates,Programme,0,ITEM,TS RATES,"$157,948.60 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222174-TS PRIME Rates,Programme,0,VAT,TS RATES,"($31,589.72)",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222171-TS PRIME FUP Costs,Programme,0,VAT,TS FACILITY UNIT PRICE COSTS,"($146,584.58)",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222174-TS PRIME Rates,Programme,0,VAT,TS RATES,"$31,589.72 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,29-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222171-TS PRIME FUP Costs,Programme,0,VAT,TS FACILITY UNIT PRICE COSTS,"$146,584.58 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024527,1832408,"$890,871.50 "
HMCTS,21,18-Nov-11,DB108,XZ999-Total HMCTS,DZ999-South West Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,Worle - Services Support - (Avon & Somerset) Ltd - Unitary Charges for Worle  Bristol PFI - Monthly -11/12,"$668,210.24 ",,SERVICES SUPPORT (AVON & SOMERSET) LTD,SW1E 5LB,,64000016,1822301,"$801,852.29 "
HMCTS,20,18-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Provision under a PFI agreement of accommodation for office or other governmental use,"$133,642.05 ",,SERVICES SUPPORT (AVON & SOMERSET) LTD,SW1E 5LB,,64000016,1822301,"$801,852.29 "
HMCTS,21,8-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222172-TS PRIME Utilities,Programme,0,ITEM,TS UTLITIES,"$43,520.74 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024356,1807010,"$781,814.86 "
HMCTS,21,8-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222171-TS PRIME FUP Costs,Programme,0,ITEM,TS FACILITY UNIT PRICE COSTS,"$738,294.12 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024356,1807010,"$781,814.86 "
HMCTS,20,18-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Security Services,"$122,410.88 ",,MITIE SECURITY LTD,MK6 2WX,,49/447976,1822153,"$734,465.27 "
HMCTS,20,18-Nov-11,BF131,XZ999-Total HMCTS,BZ999-London Region,222002-Other Property Costs,222151-Security,Programme,0,ITEM,London Region Consolidated - Contracted Security Costs - Mitie - 2011/12,"$612,054.39 ",,MITIE SECURITY LTD,MK6 2WX,,49/447976,1822153,"$734,465.27 "
HMCTS,20,18-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,710122-National Insurance - Local Fees,Balance Sheet,0,ITEM,,"$721,877.92 ",,HMRC,BD98 8AA-PAYE,,WW00001100,1165,"$719,944.36 "
HMCTS,20,18-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,710126-NI Statutory Recoveries (Local Fees),Balance Sheet,0,ITEM,,"($1,933.56)",,HMRC,BD98 8AA-PAYE,,WW00001100,1165,"$719,944.36 "
HMCTS,20,29-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Provision under a PFI agreement of accommodation for office or other governmental use,"$95,513.38 ",,H & W COURTS LIMITED,SE1 9RA,,11-014,1832528,"$573,080.28 "
HMCTS,21,29-Nov-11,FI108,XZ999-Total HMCTS,FZ999-Midlands Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,Hereford & Worcester - H&W Courts Ltd - Unitary Charges for Hereford &  Worcester PFI - Monthly,"$477,566.90 ",,H & W COURTS LIMITED,SE1 9RA,,11-014,1832528,"$573,080.28 "
HMCTS,21,11-Nov-11,GC303,XZ999-Total HMCTS,GZ999-North West Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,Manchester PFI - UK Court Services LTD - Unitary charges for Manchester PFI - Monthly -11/12,"$475,929.84 ",,UK COURT SERVICES LTD,WR12 7LJ,,UK11037,1813348,"$571,115.81 "
HMCTS,20,11-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Provision under a PFI agreement of accommodation for office or other governmental use,"$95,185.97 ",,UK COURT SERVICES LTD,WR12 7LJ,,UK11037,1813348,"$571,115.81 "
HMCTS,20,8-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Provision under a PFI agreement of accommodation for office or other governmental use,"$87,920.36 ",,DERBYSHIRE COURTS LTD,SE1 9RA,,011-010,1807011,"$527,522.14 "
HMCTS,20,8-Nov-11,BA101,XZ999-Total HMCTS,BZ999-London Region,222002-Other Property Costs,222114-Service Charges,Programme,0,VAT,Reversal of a mis coded transaction - see below ,"($87,920.36)",,DERBYSHIRE COURTS LTD,SE1 9RA,,011-010,1807011,"$527,522.14 "
HMCTS,20,8-Nov-11,BA101,XZ999-Total HMCTS,BZ999-London Region,222002-Other Property Costs,222114-Service Charges,Programme,0,VAT,Relates to a mis coded transaction - see above for reversal,"$87,920.36 ",,DERBYSHIRE COURTS LTD,SE1 9RA,,011-010,1807011,"$527,522.14 "
HMCTS,21,8-Nov-11,FB108,XZ999-Total HMCTS,FZ999-Midlands Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,Derby & Chesterfield - Derbyshire Court Ltd - Unitary Charges for derbyshire PFI - Monthly,"$439,601.78 ",,DERBYSHIRE COURTS LTD,SE1 9RA,,011-010,1807011,"$527,522.14 "
HMCTS,20,9-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Security Services,"$86,550.08 ",,MITIE SECURITY LTD,MK6 2WX,,34/447315,1810683,"$519,300.50 "
HMCTS,20,9-Nov-11,CA102,XZ999-Total HMCTS,CZ999-South East Region,222002-Other Property Costs,222151-Security,Programme,0,ITEM,SE Region- Mitie- Security - Core Invoices 11/12,"$432,750.42 ",,MITIE SECURITY LTD,MK6 2WX,,34/447315,1810683,"$519,300.50 "
HMCTS,20,11-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Provision under a PFI agreement of accommodation for office or other governmental use,"$73,270.23 ",,MODERN COURTS (EAST ANGLIA) LTD,BR8 7AG,,MCEAL128/1/RBOCTOBER2011UNITARYCHARGE,1812966,"$496,561.36 "
HMCTS,21,11-Nov-11,CH108,XZ999-Total HMCTS,CZ999-South East Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,"$56,940.00 ",,MODERN COURTS (EAST ANGLIA) LTD,BR8 7AG,,MCEAL128/1/RBOCTOBER2011UNITARYCHARGE,1812966,"$496,561.36 "
HMCTS,21,11-Nov-11,CH108,XZ999-Total HMCTS,CZ999-South East Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,"$366,351.13 ",,MODERN COURTS (EAST ANGLIA) LTD,BR8 7AG,,MCEAL128/1/RBOCTOBER2011UNITARYCHARGE,1812966,"$496,561.36 "
HMCTS,21,1-Nov-11,EC308,XZ999-Total HMCTS,EZ999-Wales Region,532000-Tangible GBV - Additions,532603-TA GBV Add CIS Labour Costs,Programme,F090,ITEM,CIS Labour - Newport Mags - Wates Construction - Enabling works / construction,"$380,831.00 ",,WATES CONSTRUCTION LTD,CIS-KT22 7SW,,73770,1799456,"$456,997.20 "
HMCTS,21,1-Nov-11,EC308,XZ999-Total HMCTS,EZ999-Wales Region,532000-Tangible GBV - Additions,532603-TA GBV Add CIS Labour Costs,Programme,F090,VAT,,"$76,166.20 ",,WATES CONSTRUCTION LTD,CIS-KT22 7SW,,73770,1799456,"$456,997.20 "
HMCTS,20,11-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Provision under a PFI agreement of accommodation for office or other governmental use,"$64,014.35 ",,MODERN COURTS (HUMBERSIDE) LTD,BR8 7AG,,MCHL196/RB,1812967,"$427,565.89 "
HMCTS,21,11-Nov-11,HD108,XZ999-Total HMCTS,HZ999-North East Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,"Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12","$43,479.77 ",,MODERN COURTS (HUMBERSIDE) LTD,BR8 7AG,,MCHL196/RB,1812967,"$427,565.89 "
HMCTS,21,11-Nov-11,HD108,XZ999-Total HMCTS,HZ999-North East Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,"Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12","$320,071.77 ",,MODERN COURTS (HUMBERSIDE) LTD,BR8 7AG,,MCHL196/RB,1812967,"$427,565.89 "
HMCTS,21,29-Nov-11,TE180,XZ999-Total HMCTS,BZ999-London Region,222002-Other Property Costs,222114-Service Charges,Programme,0,ITEM,SERVICE CHARGES,"$15,504.29 ",,HMRC,BN12 4XH,,1.8E+13,1832573,"$426,401.60 "
HMCTS,21,29-Nov-11,TE180,XZ999-Total HMCTS,BZ999-London Region,221000-Property Rent and Rates,221112-Property Rents - Passing Rent,Programme,0,ITEM,PROPERTY RENTS,"$410,897.31 ",,HMRC,BN12 4XH,,1.8E+13,1832573,"$426,401.60 "
HMCTS,21,29-Nov-11,TE180,XZ999-Total HMCTS,BZ999-London Region,222002-Other Property Costs,222114-Service Charges,Programme,0,ITEM,SERVICE CHARGES,"$15,354.43 ",,HMRC,BN12 4XH,,1.8E+13,1832573,"$416,801.09 "
HMCTS,21,29-Nov-11,TE180,XZ999-Total HMCTS,BZ999-London Region,221000-Property Rent and Rates,221112-Property Rents - Passing Rent,Programme,0,ITEM,PROPERTY RENTS,"$401,446.66 ",,HMRC,BN12 4XH,,1.8E+13,1832573,"$416,801.09 "
HMCTS,20,11-Nov-11,AU142,XZ999-Total HMCTS,SL999-Centralised Frontline,226000-Court Costs,226306-Defence Costs Solicitor,Programme,0,ITEM,,"$408,641.18 ",,A M STRACHAN & CO,N1 6SD,,M4711281802/O/09-Nov-11,515058,"$408,641.18 "
HMCTS,20,15-Nov-11,GA103,XZ999-Total HMCTS,GZ999-North West Region,222002-Other Property Costs,222151-Security,Programme,0,ITEM,NW Region - Mitie Contractual April 11 - March 12,"$334,187.91 ",,MITIE SECURITY LTD,MK6 2WX,,23/448965,1815776,"$401,025.49 "
HMCTS,20,15-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Security Services,"$66,837.58 ",,MITIE SECURITY LTD,MK6 2WX,,23/448965,1815776,"$401,025.49 "
HMCTS,20,8-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Security Services,"$66,702.11 ",,MITIE SECURITY LTD,MK6 2WX,,21/448912,1807375,"$400,212.66 "
HMCTS,20,8-Nov-11,HA102,XZ999-Total HMCTS,HZ999-North East Region,222002-Other Property Costs,222151-Security,Programme,0,ITEM,North East Consol Acc - Monthly Contractual Security Guarding contract continuation replacing PO 20000128504 - Mitie Security - 11/12,"$333,510.55 ",,MITIE SECURITY LTD,MK6 2WX,,21/448912,1807375,"$400,212.66 "
HMCTS,20,8-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Security Services,"$64,507.95 ",,MITIE SECURITY LTD,MK6 2WX,,34/447316,1807375,"$387,047.68 "
HMCTS,20,8-Nov-11,FA107,XZ999-Total HMCTS,FZ999-Midlands Region,222002-Other Property Costs,222151-Security,Programme,0,ITEM,Mitie Security. Midlands contract costs 2011/12.,"$322,539.73 ",,MITIE SECURITY LTD,MK6 2WX,,34/447316,1807375,"$387,047.68 "
HMCTS,21,22-Nov-11,BG205,XZ999-Total HMCTS,BZ999-London Region,532000-Tangible GBV - Additions,532603-TA GBV Add CIS Labour Costs,Programme,F044,ITEM,CIS Labour - Isleworth Crown - Geoffrey Osborne - Extension to Crown Court to accommodate Middlesex Guildhall,"$284,640.61 ",,GEOFFREY OSBORNE LTD,CIS-PO19 3HZ,,4365,1824636,"$341,568.73 "
HMCTS,21,22-Nov-11,BG205,XZ999-Total HMCTS,BZ999-London Region,532000-Tangible GBV - Additions,532603-TA GBV Add CIS Labour Costs,Programme,F044,VAT,CIS Labour - Isleworth Crown - Geoffrey Osborne - Extension to Crown Court to accommodate Middlesex Guildhall - VAT,"$56,928.12 ",,GEOFFREY OSBORNE LTD,CIS-PO19 3HZ,,4365,1824636,"$341,568.73 "
HMCTS,20,25-Nov-11,TO170,XZ999-Total HMCTS,SL999-Centralised Frontline,262000-SCA Costs,223316-Liberata - Purchasing and Procurement,Programme,0,ITEM,PURCHASING AND PROCUREMENT,"$336,787.44 ",,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,HP2 4XN,,1800016324,1830579,"$336,787.44 "
HMCTS,20,1-Nov-11,AV335,XZ999-Total HMCTS,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,223561-IT Infrastructure Costs,Programme,B716,ITEM,CCN A-R-02920-02 Site Surveys,"$280,138.00 ",,ATOS IT SERVICES UK LTD,WV10 6UH,,5584093229,1798308,"$336,165.60 "
HMCTS,20,1-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Computer services supplied to the specification of the recipient,"$56,027.60 ",,ATOS IT SERVICES UK LTD,WV10 6UH,,5584093229,1798308,"$336,165.60 "
HMCTS,21,18-Nov-11,TI121,XZ999-Total HMCTS,BZ999-London Region,222002-Other Property Costs,222114-Service Charges,Programme,0,ITEM,SERVICE CHARGES,"$64,936.75 ",,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,W1S 2ER-ROSE AV,,21430,1821857,"$335,924.10 "
HMCTS,21,18-Nov-11,TI121,XZ999-Total HMCTS,BZ999-London Region,221000-Property Rent and Rates,221112-Property Rents - Passing Rent,Programme,0,ITEM,PROPERTY RENTS,"$215,000.00 ",,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,W1S 2ER-ROSE AV,,21430,1821857,"$335,924.10 "
HMCTS,21,18-Nov-11,TI121,XZ999-Total HMCTS,BZ999-London Region,221000-Property Rent and Rates,221112-Property Rents - Passing Rent,Programme,0,VAT,PROPERTY RENTS,"$43,000.00 ",,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,W1S 2ER-ROSE AV,,21430,1821857,"$335,924.10 "
HMCTS,21,18-Nov-11,TI121,XZ999-Total HMCTS,BZ999-London Region,222002-Other Property Costs,222114-Service Charges,Programme,0,VAT,SERVICE CHARGES,"$12,987.35 ",,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,W1S 2ER-ROSE AV,,21430,1821857,"$335,924.10 "
HMCTS,20,29-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, non-structural repair and cleaning of buildings","$53,894.08 ",,MACLELLAN INTERNATIONAL LTD,B70 1EN,,FI00011126,1832691,"$323,364.49 "
HMCTS,20,29-Nov-11,BF131,XZ999-Total HMCTS,BZ999-London Region,222002-Other Property Costs,222152-Cleaning (excl Waste Collctn),Programme,0,ITEM,London Region Consolidated - Maclellan -  Contracted - 11/12 - Cleaning Services,"$269,470.41 ",,MACLELLAN INTERNATIONAL LTD,B70 1EN,,FI00011126,1832691,"$323,364.49 "
HMCTS,21,11-Nov-11,DC651,XZ999-Total HMCTS,DZ999-South West Region,262000-SCA Costs,223326-SCA Accommodation,Programme,0,ITEM,Exter PFI - Enterprise Civic Buildings Ltd - Unitary Charges for Exeter PFI - Monthly -11/12,"$253,075.57 ",,ENTERPRISE CIVIC BUILDINGS LIMITED,GU9 7PT,,2011/012,1812725,"$303,690.68 "
HMCTS,20,11-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Provision under a PFI agreement of accommodation for office or other governmental use,"$50,615.11 ",,ENTERPRISE CIVIC BUILDINGS LIMITED,GU9 7PT,,2011/012,1812725,"$303,690.68 "
HMCTS,21,23-Nov-11,IA105,XZ999-Total HMCTS,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$301,245.00 ",,CITY OF WESTMINSTER,RATES,,400868842/2011-12,1827048,"$301,245.00 "
HMCTS,20,2-Nov-11,TV310,XZ999-Total HMCTS,AP999-HQ - Strategy & Change,221000-Property Rent and Rates,221112-Property Rents - Passing Rent,Programme,0,ITEM,UACs Standard & Service Charge Relating to Auchinleck House,"$237,401.31 ",,TELEREAL TRILLIUM,LS11 9DX,,572880,1802471,"$284,881.57 "
HMCTS,20,2-Nov-11,TV310,XZ999-Total HMCTS,AP999-HQ - Strategy & Change,221000-Property Rent and Rates,221112-Property Rents - Passing Rent,Programme,0,VAT,PROPERTY RENTS,"$47,480.26 ",,TELEREAL TRILLIUM,LS11 9DX,,572880,1802471,"$284,881.57 "
