Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description 
Cabinet Office,CABINET OFFICE,2/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,WILTSHIRE COUNCIL,3000064845,25000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,2/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,SHEFFIELD CITY COUNCIL,3000064851,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,2/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,NEWCASTLE CITY COUNCIL,3000064883,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,2/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,LONDON BOROUGH OF BARNET,3000064884,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,2/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,CHESHIRE WEST & CHESTER COUNCIL,3000064887,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,2/10/2015,RESOURCE GRANTS PRIVATE SECTOR,YOUTH POLICY,VOLUNTARY ACTION LEICESTER,3000064875,170001.78,Grant for youth work within Leicester
Cabinet Office,CABINET OFFICE,2/10/2015,SOFTWARE LEASE/LICENSE,ERTP ERO CUSTOMER REGISTRATION,HALAROSE LTD,3000064907,37206.00,Individual Electoral Registration change requests costs to the Electoral Management System
Cabinet Office,CABINET OFFICE,2/10/2015,OTHER IS IT COSTS VAT RECOV,ERTP IER LIVE SERVICE,DWP,3000064843,31271.60,Individual Electoral Registration Live Service running costs
Cabinet Office,CABINET OFFICE,2/10/2015,OTHER IS IT COSTS VAT RECOV,PMO ICTS,MICROSOFT LTD PSS,3000064898,47433.00,IT Service Costs
Cabinet Office,CABINET OFFICE,2/10/2015,CONSULTANTS VAT RECOVERABLE,MUTUALS,GELDARDS LLP,3000064863,26292.00,Learning Disability Mutuals programme
Cabinet Office,CABINET OFFICE,2/10/2015,STAFF RELATED COSTS,ERG MAJOR PROJECTS TEAM,KORN FERRY INTERNATIONAL LTD,3000064853,52800.00,Recruitment fees
Cabinet Office,CABINET OFFICE,2/10/2015,NON PRIME PROPERTY COSTS,GPU RESIDUAL ESTATE ADMIN,CBGA ROBSON LLP,3000064872,25219.20,Rent for accomodation 
Cabinet Office,CABINET OFFICE,2/10/2015,STAFF RELATED COSTS,CABINET OFFICE SECURITY TEAM,FCO SERVICES,3000064842,33512.40,Security vetting costs
Cabinet Office,Crown Commercial Service,5/10/2015,Consultancy Fees (Advice),CDD,KPMG,PINP2P 1035,30000.00,Customer Operations Diagnostics
Cabinet Office,Crown Commercial Service,5/10/2015,Consultancy Fees (Advice),Change Programme,Pricewaterhouse Coopers LLP,PINP2P 1043,40000.00,Process Controls Work June to September 2015
Cabinet Office,Crown Commercial Service,5/10/2015,WSDS Maintenance & Repairs,Whitehall Standby Dist Systems,Cofely,PINP2P 1046,41838.19,Whitehall heating systems management
Cabinet Office,Crown Commercial Service,5/10/2015,Information Services,Programme Management,TechMarketView LLP,PINP2P 1051,50000.00,Subscription to Tech Market View Sept 2015 to Sept 2016
Cabinet Office,Crown Commercial Service,5/10/2015,WDHS Maintenance & Repairs,Whitehall District Heating Systems,Cofely,PINP2P 1048,67053.94,Whitehall heating systems management
Cabinet Office,CABINET OFFICE,5/10/2015,FM CONTRACT FIXED COSTS,PMO FACILITIES MANAGEMENT,BOUYGUES E&S FM UK LTD,3000064929,27458.97,Facilities management services
Cabinet Office,CABINET OFFICE,5/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,SOUTH TYNESIDE BOROUGH COUNCIL,3000064959,25000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,5/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,BEDFORD BOROUGH COUNCIL,3000064960,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,5/10/2015,TELECOM RENTALS,CCS RESILIENT TELECOMMUNICATIONS,MINISTRY OF DEFENCE,3000064916,1028516.95,High Integrity Telecoms System Project Costs
Cabinet Office,CABINET OFFICE,5/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS ID ASSURANCE,CAPITA BUSINESS SERVICES LTD,3000064940,30746.21,Interim IT specialists
Cabinet Office,CABINET OFFICE,5/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS Enabling Strategy,CAPITA BUSINESS SERVICES LTD,3000064940,32382.56,Interim IT specialists
Cabinet Office,CABINET OFFICE,5/10/2015,OTHER IS IT COSTS VAT RECOV,CCS RESILIENT TELECOMMUNICATIONS,ORDNANCE SURVEY,3000064930,214500.00,Resilience Direct Development of Mapping
Cabinet Office,CABINET OFFICE,5/10/2015,SERVICE PAYMENTS,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,3000064935,125484.69,Shared services charges
Cabinet Office,Crown Commercial Service,6/10/2015,Consultancy Fees (Advice),Functional Strategy,MOTT MACDONALD LTD,PINP2P 1060,50000.00,Commercial Development Centre AMP licenses contract award fee
Cabinet Office,CABINET OFFICE,6/10/2015,FM CONTRACT FIXED COSTS,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000064984,568379.62,Facilities management services
Cabinet Office,CABINET OFFICE,6/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA BUSINESS SERVICES LTD,3000064995,30805.56,Interim IT specialists
Cabinet Office,CABINET OFFICE,6/10/2015,PENSIONS PAYROLL CONTRACTOR - FIXED FEE,SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000064989,3024438.49,MyCSP Programme Costs
Cabinet Office,CABINET OFFICE,7/10/2015,BUSINESS RATES - DIRECT LOCAL AUTHORITIES,10 VICTORIA STREET,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,3000065030,66189.00,Business Rates payment
Cabinet Office,CABINET OFFICE,7/10/2015,SERVICE CHARGES,10 VICTORIA STREET,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,3000065030,26397.00,Facilities management services
Cabinet Office,CABINET OFFICE,7/10/2015,RESEARCH AND DEVELOPMENT (VAT RECOVERABLE),COF ELECTIONS DIVISION,LAW COMMISSION,3000065033,31250.00,Funding of the Law Commission's Review of Electoral Law
Cabinet Office,CABINET OFFICE,7/10/2015,GRANT IN AID PRIVATE SECTOR,NCS IMB,NCS TRUST CIC,3000065027,30994830.00,Grant for National Citizen Service Programme 15/16
Cabinet Office,CABINET OFFICE,7/10/2015,CONSULTANTS VAT RECOVERABLE,CENTRAL OVERHEADS,THE BEHAVIOURAL INSIGHTS TEAM,3000065042,89950.00,Behavioural insights consulting services 
Cabinet Office,CABINET OFFICE,7/10/2015,OPERATING LEASES - RENT,10 VICTORIA STREET,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,3000065030,62097.00,Rent for accomodation
Cabinet Office,CABINET OFFICE,7/10/2015,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,SKYSCAPE CLOUD SERVICES LTD,3000065011,77889.94,Storage and hosting costs for Verify Idenity Assurance Programme
Cabinet Office,CABINET OFFICE,8/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,SANDWELL MBC,3000065067,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,8/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,SOUTHAMPTON CITY COUNCIL,3000065087,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,8/10/2015,RESOURCE GRANTS PRIVATE SECTOR,YOUTH POLICY,UK COMMUNITY FOUNDATIONS,3000065065,300000.00,Grant to deliver the Local Youth Social Action Fund
Cabinet Office,CABINET OFFICE,8/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,BOLTON METROPOLITAN BOROUGH COUNCIL,3000065131,30025.60,Individual Electoral Registration funding for Carry Forward Electors 15/16
Cabinet Office,CABINET OFFICE,8/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,BRISTOL CITY COUNCIL,3000065098,39425.00,Individual Electoral Registration funding for Carry Forward Electors 15/16
Cabinet Office,CABINET OFFICE,8/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,LONDON BOROUGH OF LAMBETH,3000065127,42500.00,Individual Electoral Registration funding for Carry Forward Electors 15/16
Cabinet Office,CABINET OFFICE,8/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,BIRMINGHAM CITY COUNCIL,3000065119,75939.20,Individual Electoral Registration funding for Carry Forward Electors 15/16
Cabinet Office,CABINET OFFICE,8/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,CCS BAU RESOURCE B,CLOUD TECHNOLOGY SOLUTIONS LTD,3000065064,112280.78,IT Service Costs
Cabinet Office,CABINET OFFICE,8/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,CABINET OFFICE BAU RESOURCE B,CLOUD TECHNOLOGY SOLUTIONS LTD,3000065064,273786.09,IT Service Costs
Cabinet Office,CABINET OFFICE,8/10/2015,OPERATING LEASES - RENT,NSG TRANSITION COSTS,DE VERE VENUES GROUP LTD,3000065066,49440.00,Rent for accomodation
Cabinet Office,CABINET OFFICE,8/10/2015,OPERATING LEASES - RENT,GDS DELIVERY OPERATIONS OTHER,FOOD STANDARDS AGENCY,3000065114,556223.87,Rent for accomodation
Cabinet Office,CABINET OFFICE,8/10/2015,TELECOM RENTALS,NSS CRISIS MANAGEMENT,BRITISH TELECOMMUNICATIONS PLC,3000065112,51232.63,Telecoms charges
Cabinet Office,CABINET OFFICE,8/10/2015,TELECOM RENTALS,CABINET OFFICE BAU RESOURCE B,LEVEL 3,3000065076,226057.31,Telecoms charges
Cabinet Office,CABINET OFFICE,9/10/2015,CONSULTANTS VAT RECOVERABLE,SOLAR PV,KPMG LLP,3000065187,41263.00,Consulting fees for financial support
Cabinet Office,CABINET OFFICE,9/10/2015,RESEARCH AND DEVELOPMENT (VAT RECOVERABLE),A & I  PROGRAMME EXPENDITURE,TNS UK LTD,3000065135,36442.57,Community Life Survey
Cabinet Office,CABINET OFFICE,9/10/2015,NON PRIME UTILITIES,FEM MISC,BOUYGUES E&S FM UK LTD,3000065137,53103.04,Facilities management services
Cabinet Office,CABINET OFFICE,9/10/2015,OTHER LEGAL FEES,ERG DEBT MARKET INTEGRATOR,FIELD FISHER WATERHOUSE LLP,3000065176,25328.00,GOV.UK Verify programme
Cabinet Office,Crown Commercial Service,9/10/2015,Consultancy Fees (Advice),Human Resources,Telos Partners LLP,PINP2P 1136,27733.50,Behaviours and values workshops
Cabinet Office,Crown Commercial Service,9/10/2015,MOTO Aviation House,Estates Management,CABINET OFFICE VOTES CASH ACCO,PINP2P 1131,38333.32,Rent for accomadation
Cabinet Office,CABINET OFFICE,9/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,LONDON BOROUGH OF BEXLEY,3000065196,50000.00,Grant for One Public Estate project
Cabinet Office,Crown Commercial Service,9/10/2015,Consultancy Fees (Advice),CDD,Mckinsey&co,PINORD 2298,377482.00,Commercial Accelerator Programme Initiatives
Cabinet Office,CABINET OFFICE,9/10/2015,STAFF TRAINING,OCSIA STAFF,NATIONAL ARCHIVES,3000065192,110556.28,Information Assurance Training
Cabinet Office,CABINET OFFICE,9/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS ID ASSURANCE,CAPITA BUSINESS SERVICES LTD,3000065170,45985.90,Interim IT specialists
Cabinet Office,CABINET OFFICE,9/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,PARITY SOLUTIONS LTD,3000065180,46551.02,IT Service Costs
Cabinet Office,CABINET OFFICE,9/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,ADAPT SERVICES LTD,3000065175,49593.89,IT Service Costs
Cabinet Office,CABINET OFFICE,9/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,MISCO,3000065177,136250.78,IT Service Costs
Cabinet Office,CABINET OFFICE,9/10/2015,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,THOUGHTWORKS LTD,3000065178,150657.14,Verify Identity Assurance Programme
Cabinet Office,CABINET OFFICE,9/10/2015,CALL CHARGES,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,BT,3000065206,25529.14,Telecoms charges
Cabinet Office,CABINET OFFICE,12/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,ERG DEPARTMENTAL ENGAGEMENT,CAPITA BUSINESS SERVICES LTD,3000065224,109954.97,Contractor fees for labour costs
Cabinet Office,CABINET OFFICE,12/10/2015,FM CONTRACT FIXED COSTS,ROSEBERY COURT FM CONTRACT,MITIE BUSINESS SERVICES LTD,3000065213,50378.95,Facilities management services
Cabinet Office,CABINET OFFICE,12/10/2015,RESOURCE GRANTS PRIVATE SECTOR,CHARITABLE GIVING,DO IT TRUST,3000065238,25000.00,"Grant for the development of ""Do-it"" volunteering platform 2015/16"
Cabinet Office,CABINET OFFICE,12/10/2015,RESOURCE GRANTS PRIVATE SECTOR,ADULT VOLUNTEERING,BRITISH YOUTH COUNCIL.,3000065220,25000.00,Grant to help young people into public involvement
Cabinet Office,CABINET OFFICE,12/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS PUBLISHING PLATFORM TECHNOLOGY,CAPITA BUSINESS SERVICES LTD,3000065224,38046.86,Interim IT specialists
Cabinet Office,CABINET OFFICE,12/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,E SYNERGY SOLUTIONS LTD,3000065222,173602.78,IT Service Costs
Cabinet Office,CABINET OFFICE,13/10/2015,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COUNSEL,LEXIS NEXIS BUTTERWORTHS,3000065261,28174.12,Copies of Halsbury Statues
Cabinet Office,CABINET OFFICE,13/10/2015,RESEARCH AND DEVELOPMENT (VAT RECOVERABLE),BOUNDARY COMMISSION OF ENGLAND,ORDNANCE SURVEY,3000065250,91055.00,Creation of a polling district data set for the Boundary Commission for England which covers the whole of England.
Cabinet Office,CABINET OFFICE,13/10/2015,OTHER IS IT COSTS VAT RECOV,PLATFORMS AND STANDARDS,E SYNERGY SOLUTIONS LTD,3000065254,28350.00,Developer services provided to GaaP product teams
Cabinet Office,Crown Commercial Service,13/10/2015,GPS Systems Support & Training,Technology Governance,BravoSolution UK Ltd,PINP2P 1166,41650.00,Service Charges for Spend Analytics August 2015
Cabinet Office,Crown Commercial Service,13/10/2015,Information Services,Technology Governance,IBM UNITED KINGDOM LTD,PINP2P 1174,43064.01,IBM Emptoris Contract Management & Sourcing March 2015
Cabinet Office,Crown Commercial Service,13/10/2015,Information Services,Technology Governance,IBM UNITED KINGDOM LTD,PINP2P 1175,43064.01,IBM Emptoris Contract Management & Sourcing April 2015
Cabinet Office,Crown Commercial Service,13/10/2015,Information Services,Technology Governance,IBM UNITED KINGDOM LTD,PINP2P 1176,43064.01,IBM Emptoris Contract Management & Sourcing May 2015
Cabinet Office,Crown Commercial Service,13/10/2015,Information Services,Technology Governance,IBM UNITED KINGDOM LTD,PINP2P 1177,43064.01,IBM Emptoris Contract Management & Sourcing June 2015
Cabinet Office,Crown Commercial Service,13/10/2015,Information Services,Technology Governance,IBM UNITED KINGDOM LTD,PINP2P 1178,43064.01,IBM Emptoris Contract Management & Sourcing July 2015
Cabinet Office,Crown Commercial Service,13/10/2015,Information Services,Technology Governance,IBM UNITED KINGDOM LTD,PINP2P 1179,43064.01,IBM Emptoris Contract Management & Sourcing August 2015
Cabinet Office,CABINET OFFICE,13/10/2015,TELECOM RENTALS,CCS RESILIENT TELECOMMUNICATIONS,MINISTRY OF DEFENCE,3000065243,238180.43,High Integrity Telecoms System Project Costs
Cabinet Office,CABINET OFFICE,14/10/2015,PROFESSIONAL SERVICES NON VAT RECOVERABLE,CIVIL SERVICE COMMISSION,KPMG,3000065284,36000.00,Compliance Monitoring contract charges
Cabinet Office,CABINET OFFICE,14/10/2015,CONSULTANTS VAT RECOVERABLE,ERG MAJOR PROJECTS TEAM,GREEN PARK INTERIM AND EXECUTIVE LTD,3000065296,34870.00,Contractor fees for labour costs
Cabinet Office,CABINET OFFICE,14/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,LONDON BOROUGH OF CROYDON,3000065299,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,14/10/2015,PUBLICITY ADVERTISING MEDIA,GREAT CAMPAIGN PROGRAMME,RKCR Y&R,3000065291,107157.18,GREAT Campaign
Cabinet Office,CABINET OFFICE,14/10/2015,OTHER IS IT COSTS VAT RECOV,ERTP IER LIVE SERVICE,KAINOS SOFTWARE LTD,3000065276,25737.40,Individual Electoral Registration Live Service development costs
Cabinet Office,CABINET OFFICE,15/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,COMMON TECHNOLOGY SERVICES,METHODS CONSULTING LTD,3000065332,31980.00,Common Technology Services programme
Cabinet Office,CABINET OFFICE,15/10/2015,RESOURCE GRANTS PRIVATE SECTOR,COMMUNITY ORGANISERS,LOCALITY,3000065358,363979.10,Grant for the Community Organisers Programme
Cabinet Office,CABINET OFFICE,15/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,CSHR STRATEGY AND COMMS,MERCER LTD,3000065337,41586.02,Interim support to Civil Service HR
Cabinet Office,CABINET OFFICE,15/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,DCMS OFFICE BAU RESOURCE B,CLOUD TECHNOLOGY SOLUTIONS LTD,3000065369,101008.61,IT Service Costs
Cabinet Office,CABINET OFFICE,15/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,GDS ID ASSURANCE,DIGIDENTITY BV,2000725,40593.00,Payment for identities under the Identity Provider Call-Off Contract
Cabinet Office,CABINET OFFICE,15/10/2015,PUBLICITY ADVERTISING MEDIA,NATIONAL CITIZEN SERVICE,M4C,3000065327,42946.05,"Support for AV VOD, Digital, Radio and Radio Partnerships delivery plans."
Cabinet Office,CABINET OFFICE,16/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,COMMON TECHNOLOGY SERVICES,E SYNERGY SOLUTIONS LTD,3000065402,34800.00,Common Technology Services programme
Cabinet Office,CABINET OFFICE,16/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,CAMBRIDGESHIRE COUNTY COUNCIL,3000065405,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,16/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,GPU ONE PUBLIC ESTATE,SOUTHEND ON SEA BOROUGH COUNCIL,3000065419,50000.00,Grant for One Public Estate project
Cabinet Office,CABINET OFFICE,16/10/2015,RESOURCE GRANTS PRIVATE SECTOR,TECHNICAL ASSISTANCE,SOCIAL ENTERPRISE UK,3000065418,30000.00,Grant for the Social Saturday campaign
Cabinet Office,CABINET OFFICE,16/10/2015,OTHER IS IT COSTS VAT RECOV,CERT,SUREVINE LTD,3000065397,64098.80,IT development costs
Cabinet Office,CABINET OFFICE,16/10/2015,SUBSIDY,BOUNDARY COMMISSION OF WALES,LOCAL DEMOCRACY & BOUNDARY COMMISSION FOR WALES,3000065399,25000.00,Quarterly payment to the Boundary Commission for Wales for running costs
Cabinet Office,CABINET OFFICE,16/10/2015,STAFF RELATED COSTS,CABINET OFFICE SECURITY TEAM,FCO SERVICES,3000065388,42810.00,Security vetting costs
Cabinet Office,CABINET OFFICE,19/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,ERG MAJOR PROJECTS TEAM,CAPITA BUSINESS SERVICES LTD,3000065449,34809.12,Capita interims under the CL1 framework
Cabinet Office,CABINET OFFICE,19/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,ERG NEXT GENERATION SHARED SERVICES,CAPITA BUSINESS SERVICES LTD,3000065449,36645.02,Capita interims under the CL1 framework
Cabinet Office,CABINET OFFICE,19/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,GDS STAFF COSTS,UNBOXED CONSULTING LTD,3000065444,31806.00,Digital development services
Cabinet Office,CABINET OFFICE,19/10/2015,PRINT SERVICES,CABINET OFFICE REPROGRAPHICS (EX GCDA),NRG GROUP UK LTD,3000065428,27726.47,Facilities management services
Cabinet Office,CABINET OFFICE,19/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS PUBLISHING PLATFORM TECHNOLOGY,CAPITA BUSINESS SERVICES LTD,3000065449,33684.81,Interim IT specialists
Cabinet Office,CABINET OFFICE,19/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS Enabling Strategy,CAPITA BUSINESS SERVICES LTD,3000065449,41725.87,Interim IT specialists
Cabinet Office,CABINET OFFICE,19/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS ID ASSURANCE,CAPITA BUSINESS SERVICES LTD,3000065449,50095.02,Interim IT specialists
Cabinet Office,CABINET OFFICE,19/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA BUSINESS SERVICES LTD,3000065449,50537.64,Interim IT specialists
Cabinet Office,CABINET OFFICE,19/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS DELIVERY OPERATIONS OTHER,CAPITA BUSINESS SERVICES LTD,3000065449,110569.99,Interim IT specialists
Cabinet Office,CABINET OFFICE,19/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,COTT Flex C,FUJITSU SERVICES,3000065456,937377.42,IT Service Costs
Cabinet Office,CABINET OFFICE,20/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,AGENCY TRANSFORMATION,METHODS DIGITAL LTD,3000065520,27300.00,Business case consultancy to Enabling Strategy
Cabinet Office,CABINET OFFICE,20/10/2015,WRITING SERVICES - OFFICIAL HISTORIES,AGENCY TRANSFORMATION,METHODS DIGITAL LTD,3000065520,29565.60,Business case consultancy to Enabling Strategy
Cabinet Office,CABINET OFFICE,20/10/2015,OTHER IS IT COSTS VAT RECOV,AGENCY TRANSFORMATION,METHODS DIGITAL LTD,3000065520,46942.50,Business case consultancy to Enabling Strategy
Cabinet Office,CABINET OFFICE,20/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,PLATFORMS AND STANDARDS,TALENT INTERNATIONAL UK LTD,3000065519,27908.04,Developer services provided to GaaP product teams
Cabinet Office,CABINET OFFICE,20/10/2015,RESOURCE GRANTS PRIVATE SECTOR,CHARITABLE GIVING,LOCALGIVING.COM,3000065516,125000.00,Grant for 15/16 'Grow Your Tenner' scheme
Cabinet Office,CABINET OFFICE,20/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,YOUTH POLICY,LONDON BOROUGH OF SOUTHWARK,3000065485,82500.00,"Grant for Improving Outcomes for children, young people and families"
Cabinet Office,CABINET OFFICE,20/10/2015,RESOURCE GRANTS LOCAL AUTHORIT,YOUTH POLICY,LONDON BOROUGH OF LAMBETH,3000065496,82500.00,"Grant for Improving Outcomes for children, young people and families"
Cabinet Office,CABINET OFFICE,20/10/2015,BRIDGES SOCIAL ENTREPRENEURS FUND ADDITIONS,SE EQUITY FUND,BRIDGES VENTURES LTD,3000065467,132750.17,Grant supporting social enterprise
Cabinet Office,CABINET OFFICE,20/10/2015,OTHER LEGAL FEES,RED TAPE CHALLENGE,GOVERNMENT LEGAL DEPARTMENT,3000065528,117578.93,Legal fees
Cabinet Office,CABINET OFFICE,20/10/2015,LEGAL ADVICE FROM TSOL,CENTRAL LEGAL COSTS,THE TREASURY SOLICITOR,3000065490,674471.24,Legal services
Cabinet Office,CABINET OFFICE,20/10/2015,CONTRACTORS & STAFF SUBSTITUTIONS,CABINET OFFICE SECURITY TEAM,CAPITA BUSINESS SERVICES LTD,3000065506,41906.83,Security payment
Cabinet Office,CABINET OFFICE,21/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,COMMON TECHNOLOGY SERVICES,CROWN COMMERCIAL SERVICE,3000065564,112800.00,Consulting fees for Common Technology Services programme
Cabinet Office,CABINET OFFICE,21/10/2015,IS/IT COSTS - NON RECOVERABLE VAT,CABINET OFFICE BAU RESOURCE B,XMA LTD,3000065572,117300.00,Consulting fees for IT services
Cabinet Office,CABINET OFFICE,21/10/2015,GRANT FUND MANAGEMENT,ERTP ERO CONFIRMATION & VERIFICATION,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,3000065548,78000.00,Electoral Claims Unit Costs for Returning Officers Expenses
Cabinet Office,CABINET OFFICE,21/10/2015,OTHER IS IT COSTS VAT RECOV,ERTP IER LIVE SERVICE,FCO SERVICES,3000065544,25820.00,Individual Electoral Registration Live Service running costs
Cabinet Office,Crown Commercial Service,21/10/2015,WSDS Maintenance & Repairs,Whitehall Standby Dist Systems,Cofely,PINP2P 1355,41838.19,Whitehall heating systems management
