Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
DEFRA,DEFRA ORGANISATION,21/11/2011,Overhead Incidental Expenses,Environment and Rural Group,Vehicle Certification Agency,SIAR160222,"64,750.00",
DEFRA,DEFRA ORGANISATION,23/11/2011,Evidence Non R&D,Environment and Rural Group,National Physical Laboratory,109951,"27,062.40",
DEFRA,DEFRA ORGANISATION,23/11/2011,Evidence Non R&D,Environment and Rural Group,Bureau Veritas UK Ltd,11019569,"28,428.79",
DEFRA,DEFRA ORGANISATION,23/11/2011,Other Current Payments UK,Environment and Rural Group,Napthens LLP,HFCZOSLOC0020,"62,500.00",
DEFRA,DEFRA ORGANISATION,29/11/2011,Current Grants E,Environment and Rural Group,Fauna & Flora International,101111,"25,723.75",
DEFRA,DEFRA ORGANISATION,02/11/2011,Other Current Payments UK,Food and Farming Group,Soil Association Certification Ltd,171346,"31,035.50",
DEFRA,DEFRA ORGANISATION,07/11/2011,Other Current Payments IT Projects,Food and Farming Group,U H Ventures Ltd,29327,"36,000.00",
DEFRA,DEFRA ORGANISATION,09/11/2011,Payments to Agencies GB,Food and Farming Group,D L O Holding/Prionics AG,29833,"176,061.89",
DEFRA,DEFRA ORGANISATION,09/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP056786,"25,786.98",
DEFRA,DEFRA ORGANISATION,09/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP056789,"57,643.80",
DEFRA,DEFRA ORGANISATION,11/11/2011,Evidence Non R&D,Food and Farming Group,Identigen Ltd,Oct-11,"56,466.39",
DEFRA,DEFRA ORGANISATION,11/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,81111,"78,094.20",
DEFRA,DEFRA ORGANISATION,11/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,8.11E+11,"25,494.33",
DEFRA,DEFRA ORGANISATION,11/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,8.11E+11,"28,205.00",
DEFRA,DEFRA ORGANISATION,11/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,8.11E+11,"29,102.66",
DEFRA,DEFRA ORGANISATION,11/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP056866,"31,662.04",
DEFRA,DEFRA ORGANISATION,15/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP057064,"79,498.33",
DEFRA,DEFRA ORGANISATION,21/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Elm Farm Research Centre,1351,"51,511.86",
DEFRA,DEFRA ORGANISATION,21/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP057093,"25,235.00",
DEFRA,DEFRA ORGANISATION,23/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Elm Farm Research Centre,1350,"35,877.05",
DEFRA,DEFRA ORGANISATION,23/11/2011,Payments to Agencies GB,Food and Farming Group,D L O Holding/Prionics AG,30001,"176,061.89",
DEFRA,DEFRA ORGANISATION,23/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,Westpoint Veterinary Group Ltd.,171111,"33,275.16",
DEFRA,DEFRA ORGANISATION,29/11/2011,Other Current Payments (Evidence R&D),Food and Farming Group,East Malling Ltd,10597,"32,594.00",
DEFRA,DEFRA ORGANISATION,02/11/2011,Transition & Transformation,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5810110828,"41,147.46",
DEFRA,DEFRA ORGANISATION,03/11/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA108,"516,619.78",
DEFRA,DEFRA ORGANISATION,07/11/2011,Estates Professional Fees & Services,Green Economy and Corporate Services Group,D T Z,176796,"36,047.92",
DEFRA,DEFRA ORGANISATION,09/11/2011,Contractor - Management Cover,Green Economy and Corporate Services Group,Alpine Resourcing Ltd,7137,"33,284.15",
DEFRA,DEFRA ORGANISATION,09/11/2011,IT Software,Green Economy and Corporate Services Group,BravoSolution UK Ltd,BUK10V0003642,"74,127.22",
DEFRA,DEFRA ORGANISATION,11/11/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,11111,"45,144.74",
DEFRA,DEFRA ORGANISATION,11/11/2011,Training - Learning & Development,Green Economy and Corporate Services Group,The Copyright Licensing Agency Ltd,445443,"64,831.11",
DEFRA,DEFRA ORGANISATION,11/11/2011,Training - Learning & Development,Green Economy and Corporate Services Group,The Copyright Licensing Agency Ltd,445444,"77,797.32",
DEFRA,DEFRA ORGANISATION,11/11/2011,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,A E A Technology - SPM Lead Contract,6145333,"26,850.00",
DEFRA,DEFRA ORGANISATION,11/11/2011,Laundry,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013169,"91,536.81",
DEFRA,DEFRA ORGANISATION,15/11/2011,Other Current Payments E,Green Economy and Corporate Services Group,SKM Enviros,JW02103,"34,915.36",
DEFRA,DEFRA ORGANISATION,17/11/2011,Contractor - Management Cover,Green Economy and Corporate Services Group,Alpine Resourcing Ltd,7155,"36,505.19",
DEFRA,DEFRA ORGANISATION,17/11/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA110,"459,215.44",
DEFRA,DEFRA ORGANISATION,17/11/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00013072,"3,263,571.06",
DEFRA,DEFRA ORGANISATION,21/11/2011,Business & Technical/Consultancy Assignments,Green Economy and Corporate Services Group,Xancam Consulting Ltd,3169,"25,120.06",
DEFRA,DEFRA ORGANISATION,21/11/2011,Publications - Storage & Distribution (C),Green Economy and Corporate Services Group,Iron Mountain (UK) Ltd,X640850X640859,"36,657.54",
DEFRA,DEFRA ORGANISATION,24/11/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA111,"2,156,140.39",
DEFRA,DEFRA ORGANISATION,25/11/2011,Evidence Non R&D,Green Economy and Corporate Services Group,A E A Technology - SPM Lead Contract,6145565,"134,780.87",
DEFRA,DEFRA ORGANISATION,29/11/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,121041111,"154,350.24",
DEFRA,DEFRA ORGANISATION,29/11/2011,IBM Base Services Control,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5810111939,"6,277,936.76",
DEFRA,DEFRA ORGANISATION,29/11/2011,Removal Expenses (Office Costs),Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5811110614,"27,267.00",
DEFRA,DEFRA ORGANISATION,30/11/2011,Other recharges,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00012211,"315,017.71",
DEFRA,DEFRA ORGANISATION,23/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Association Of Rivers Trusts,1123,60000,Developing the evidence base in support of Accomplishment of Water
DEFRA,DEFRA ORGANISATION,13/12/2011,Other Current Payments E,Environment and Rural Group,JSS Pensions Administration,3279,107928.67,Payments in respect of Nature Conservation Council Pensions for 2011 / 2012.
DEFRA,DEFRA ORGANISATION,05/12/2011,Other Current Payments (GB),Environment and Rural Group,Dept For Communities & Local Gov,11211,250000,London Support Grant Services for Inshore Fisheries and Conservation authorities network
DEFRA,DEFRA ORGANISATION,01/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Royal Botanic Garden Edinburgh,11752,42052,The use of DNA barcoding to address major taxonomic problems for UK BAP listed bryophytes
DEFRA,DEFRA ORGANISATION,05/12/2011,Other Current Payments E,Environment and Rural Group,Dept For Communities & Local Gov,21211,1752777.78,Local Service Support Grant Payments(LSSG)
DEFRA,DEFRA ORGANISATION,01/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Institute of Zoology,30813,54830,Cetacean strandings Investigation Programme  
DEFRA,DEFRA ORGANISATION,05/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Institute of Zoology,30814,54830,Cetacean strandings Investigation Programme  
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Meteorological Office,51211,32587.9,Scientific Support For National and International Policy 
DEFRA,DEFRA ORGANISATION,21/12/2011,Current Grants E,Environment and Rural Group,British Antarctic Survey,61211,39311.5,DARWIN GRANT REF:18-109 PERIOD:01/07/11 TO 30/09/11
DEFRA,DEFRA ORGANISATION,15/12/2011,Grant-in Aid Payments,Environment and Rural Group,Joint Nature Conservation Committee,61211,580000,GRANT-IN-AID PAYMENT-Joint Nature Conservation Council DECEMBER 2011
DEFRA,DEFRA ORGANISATION,30/12/2011,Other Current Payments E,Environment and Rural Group,Cotswolds Conservation Board,71211,129845.75,Cotswolds Conservation Board Areas of outstanding Natural Beauty  2011-12 grant allocation 
DEFRA,DEFRA ORGANISATION,23/12/2011,Current Grants - Local Authorities,Environment and Rural Group,Bolton Council,81211,60000,Reward and Recognition Fund 2011/12 Bolton Council
DEFRA,DEFRA ORGANISATION,23/12/2011,Current Grants - Local Authorities,Environment and Rural Group,West London Waste Authority,81211,62977,Reward and Recognition Fund 2011/12 West London Waste Authority
DEFRA,DEFRA ORGANISATION,28/12/2011,Current Grants - Local Authorities,Environment and Rural Group,Bath & North East Somerset Council,81211,48337,Reward and Recognition Fund 2011/12 Bath and NE Somerset Council
DEFRA,DEFRA ORGANISATION,23/12/2011,Current Grants E,Environment and Rural Group,N U S Services Ltd,81211,33145,Reward and Recognition Fund 2011/12 for NUS
DEFRA,DEFRA ORGANISATION,13/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Newcastle Upon Tyne,91211,116652,"Sound waves, Effects of underwater noise on coastal fish and crustaceans "
DEFRA,DEFRA ORGANISATION,23/12/2011,Current Transfers Abroad UK,Environment and Rural Group,Fauna & Flora International,91211,125000,Flagship Species Fund - financial contribution
DEFRA,DEFRA ORGANISATION,05/12/2011,Evidence Non R&D,Environment and Rural Group,National Physical Laboratory,110303,27062.4, METAL MONITORING
DEFRA,DEFRA ORGANISATION,19/12/2011,Grant-in Aid Payments,Environment and Rural Group,The National Forest Co,121211,513750,National Forest Company GRANT-IN-AID JANUARY 2012
DEFRA,DEFRA ORGANISATION,28/12/2011,Grant-in Aid Payments,Environment and Rural Group,Commission For Rural Communities,131211,34138,Commission for Rural Communities GRANT-IN-AID PAYMENT FOR JANUARY 2012
DEFRA,DEFRA ORGANISATION,19/12/2011,Capital LA Grant E,Environment and Rural Group,Regulatory Services and Public Protection,141211,60000,AIR QUALITY GRANT SCHEME-2011/12
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,London Borough Of Ealing,141211,32000,AIR QUALITY GRANT SCHEME-2011/12
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,City Of London,141211,32000,AIR QUALITY GRANT SCHEME-2011/12
DEFRA,DEFRA ORGANISATION,30/12/2011,Other Current Payments E,Environment and Rural Group,The Chilterns Conservation Board,151211,125962.5,Chilterns Conservation Board Aras of Natural Beauty  2011-12 grant allocation 
DEFRA,DEFRA ORGANISATION,23/12/2011,Current Grants - Local Authorities,Environment and Rural Group,Birmingham City Council,211211,25000,Reward and Recognition Fund 2011/12 Birming City Council 
DEFRA,DEFRA ORGANISATION,28/12/2011,Current Grants E,Environment and Rural Group,Housing 21,211211,39069,Reward and Recognition Fund 2011/12 Housing 21 
DEFRA,DEFRA ORGANISATION,01/12/2011,Current Subsidies To Public Corporations,Environment and Rural Group,British Waterways,221111,5029000,British Waterways Funding 11/12 (May to March)
DEFRA,DEFRA ORGANISATION,05/12/2011,Grant-in Aid Payments,Environment and Rural Group,Natural England,231111,7000000,GRANT IN AID PAYMENT FOR Natural England DEC 2011
DEFRA,DEFRA ORGANISATION,01/12/2011,Grant-in Aid Payments,Environment and Rural Group,Commission For Rural Communities,241111,39716,Commission for Rural Communities GRANT-IN-AID FOR DECEMBER 2011
DEFRA,DEFRA ORGANISATION,05/12/2011,Grant-in Aid Payments,Environment and Rural Group,Marine Management Organisation,281111,1100000,Grant in Aid payments to Marine Management Organisation
DEFRA,DEFRA ORGANISATION,21/12/2011,Other Current Payments (GB),Environment and Rural Group,International Council for Exploration of the Sea,666219,185812,Oslo SPAR Commission 2012 Subscription
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Central Office Of Information,737489,72000,Defra Research and Development contract procured via the Central Office of Information Framework
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Cranfield University,1331147,60709, 11/12 'Exploring the priority area approach' (16/5/11 to 16/2/12)
DEFRA,DEFRA ORGANISATION,21/12/2011,Current Transfers Abroad UK,Environment and Rural Group,UNEP/CITES Secretariat,2011216,64190, Contribution to International Consortium for the Combatting of Wildlife Crime (ICCWC) Senior Advisor
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6145387,35646,UK EMISSIONS INVENTORY CONTRACT
DEFRA,DEFRA ORGANISATION,05/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6145663,28803,BASELINE MEASUREMENT OF UK STRATOSPHERIC OZONE AND SPECTRAL UTRA-VIOLET
DEFRA,DEFRA ORGANISATION,05/12/2011,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,6145689,95178,Research and Development cost for Quality assurance services for the Automatic Urban and Rural Monitoring Networks
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6145702,57600,UK AMBIENT AIR ASSESSMENT 2010-2013 NOV 2011
DEFRA,DEFRA ORGANISATION,23/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6145822,39343,Community Multi-Scale Air Quality (CIMAQ) Development for National Modelling
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,C E F A S,8001586,29288,Research supporting the extended Smartbuoy network 11/12
DEFRA,DEFRA ORGANISATION,29/12/2011,Evidence Non R&D,Environment and Rural Group,C E F A S,8001593,2390166.63, High Level Agreement PAYMENT to CEFAS
DEFRA,DEFRA ORGANISATION,28/12/2011,Evidence Non R&D,Environment and Rural Group,C E F A S,8001594,56583.33,Joint Nature Conservation Committee FUNDING DEC 11
DEFRA,DEFRA ORGANISATION,23/12/2011,Other Current Payments UK,Environment and Rural Group,Bureau Veritas UK Ltd,11023324,170544,Air quality data base management of the Automatic Uban and Rural Network
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Department Of Energy and Climate Change,40007477,1125000,Payment to the HADLEY CENTRE QUARTER 3 OCT - DEC 2011 2011/2012
DEFRA,DEFRA ORGANISATION,07/12/2011,Other Current Payments E,Environment and Rural Group,Local Partnerships LLP,41100834,239855.76,TRANSACTOR SUPPORT FOR NOVEMBER 2011 
DEFRA,DEFRA ORGANISATION,28/12/2011,Evidence Non R&D,Environment and Rural Group,Air Liquide UK Ltd,94315944,28745.14,Monthly rents - Standard Gases for Automatic Urban and Rural Monitoring (AURN) and London Monitoring Network (LMN)
DEFRA,DEFRA ORGANISATION,13/12/2011,Current Grants E,Environment and Rural Group,Dept For Communities & Local Gov,512201101,18629055.78,Public Finance Initiative Grant payment 
DEFRA,DEFRA ORGANISATION,13/12/2011,Other Current Payments E,Environment and Rural Group,Natural England,8000005846,60680.14,Professional  Fees
DEFRA,DEFRA ORGANISATION,13/12/2011,Evidence Non R&D,Environment and Rural Group,Natural England,8000005898,50000,Funding for Monitoring Engagement with the Natiural Environment PROJECT 
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments E,Environment and Rural Group,Natural England,8000006044,38967.01,Reimbursement Project Milton/Bolton Fell.
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Newcastle Upon Tyne,9100046297,30058,"Sound waves, Effects of underwater noise on coastal fish and crustaceans "
DEFRA,DEFRA ORGANISATION,23/12/2011,Current Grants E,Environment and Rural Group,British Antarctic Survey,6.12E+11,39311.5, DARWIN GRANT
DEFRA,DEFRA ORGANISATION,05/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6.15E+13,105616,UK National Atmospheric Emissions Inventory 
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Subacoustech Environmental Ltds,875I0401,41856,"Sound waves, Effects of underwater noise on coastal fish and crustaceans "
DEFRA,DEFRA ORGANISATION,16/12/2011,Current Transfers Abroad UK,Environment and Rural Group,ICPO - Interpol,ABCPTA1111253DRPRO1111,75000,Contribution to project PREDATOR (P0167)
DEFRA,DEFRA ORGANISATION,16/12/2011,Current Transfers Abroad UK,Environment and Rural Group,ICPO - Interpol,ABCPTA1111254DRPRO,90000,Contribution to project WISDOM (P0168)
DEFRA,DEFRA ORGANISATION,05/12/2011,Other Current Payments E,Environment and Rural Group,The Planning Inspectorate,CP005325,72463.83,RECOVERY OF SECRETARY OF STATE'S COSTS SITES WITHIN WEYMOUTH BAY-INSPECTOR-ELIZABETH ORD
DEFRA,DEFRA ORGANISATION,05/12/2011,Grant-in Aid Payments,Environment and Rural Group,Environment Agency,EAGIADEC11,65000000, Environment Agency GRANT-IN-AID DECEMBER 2011
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-489655-37089,28276.57,Research and Development cost for Uk Europhying Athmosheric Pollutant
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-489658-37092,26609.67,Variation on heavy Metal - heavy metal deposition mapping
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Food & Environment Research Agency,ERS-490603-37190,56697.2,Evaluation of Fertility control to resolve conflicts between Badgers and Human interest
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Food & Environment Research Agency,ERS-490605-37192,33370.65,Determining whether uptake of anti-coagulant/ Meloxicam bait after onset of poisoning is sufficient to alleviate symptoms of pain in wild rats' 
DEFRA,DEFRA ORGANISATION,22/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Food & Environment Research Agency,ERS-490606-37193,31907.6,Reviews of Selected Wildlife Conflicts and their Management' 
DEFRA,DEFRA ORGANISATION,13/12/2011,Evidence Non R&D,Environment and Rural Group,Food & Environment Research Agency,F0019066,33000,Quarter 3 cost for general policy support for Wildlife Management
DEFRA,DEFRA ORGANISATION,13/12/2011,Other Current Payments E,Environment and Rural Group,Food & Environment Research Agency,F0019067,50000,Quarter 3 cost for general policy support for Wildlife Protection relating to Ruddy Duck eradication
DEFRA,DEFRA ORGANISATION,13/12/2011,Evidence Non R&D,Environment and Rural Group,Food & Environment Research Agency,F0019068,81802.5,OCTOBER TO DECEMBER 11 BIODIVERSITY
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments UK,Environment and Rural Group,Food & Environment Research Agency,F0019344,139434,"UK Government Decontamination Service (GDS) contract with FERA, funding for 2011/12"
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments UK,Environment and Rural Group,Food & Environment Research Agency,F0019345,93744,"UK Government Decontamination Service (GDS) contract with FERA, funding for 2011/12"
DEFRA,DEFRA ORGANISATION,21/12/2011,Other Current Payments E,Environment and Rural Group,United Nations Environment Prog,FUND3060UK141111,242448.42,UK’s assessed annual contribution to the Basel Convention.
DEFRA,DEFRA ORGANISATION,01/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,University of Oxford,RIRF120080727,233993.73,UK Climate Impact Programme (UKCIP) Contract for FY 11/12
DEFRA,DEFRA ORGANISATION,01/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,A D A S UK Ltd,RIRP057312,113972,Monitoring the Effectiveness of Nitrate Directive Action Programme 
DEFRA,DEFRA ORGANISATION,23/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,A D A S UK Ltd,RIRP057473,38359,Monitoring the Effectiveness of Nitrate Directive Action Programme Nitrate Vunerable Zones
DEFRA,DEFRA ORGANISATION,15/12/2011,Other Current Payments E,Environment and Rural Group,Cabi Bioscience (Egham),SI4881,159000,"Biocontrol of floating pennywort, crassula and himalayan balsam "
DEFRA,DEFRA ORGANISATION,30/12/2011,Overhead Incidental Expenses,Environment and Rural Group,Vehicle Certification Agency,SIAR162283,52087,VCA - Enforcement of Batteries Regulations
DEFRA,DEFRA ORGANISATION,01/12/2011,Current Transfers Abroad UK,Environment and Rural Group,Joint Nature Conservation Committee,SIJ618,33000,"Agreement on the Conservation
of Albatrosses and Petrels  funding contribution. 1) Sth Atlantic OT Co-ordination Officer 2) Tackling key threats to ACAP species (Defra policy contact: M Baxter)"
DEFRA,DEFRA ORGANISATION,19/12/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Hull,SOIN44621,64484,"Sound waves, Effects of underwater noise on coastal fish and crustaceans "
DEFRA,DEFRA ORGANISATION,09/12/2011,GPC Card,Central Finance Group,Barclaycard Business Issuing,4.72E+21,314711.25,Government Procurement Card payments across Defra for period December 2011
DEFRA,DEFRA ORGANISATION,09/12/2011,Civil service Pension Administration,Green Economy and Corporate Services Group,JSS Pensions Administration,3285,33781,Administration charges for Horticulture Research Institute Pensions 2011/12
DEFRA,DEFRA ORGANISATION,28/12/2011,AR Refunds,Green Economy and Corporate Services Group,Foreign & Commonwealth Office,3328,28386.46,Refund of overpaid monies
DEFRA,DEFRA ORGANISATION,07/12/2011,PUS Servicing & repairs (C),Green Economy and Corporate Services Group,Willis,3860,53440.96,Annual private use scheme insurance premium for Animal Health and Core Defra
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments UK,Green Economy and Corporate Services Group,B E T A Technology Ltd,4954,30068.97,Research and Development -Provision of UK national contact points services.
DEFRA,DEFRA ORGANISATION,28/12/2011,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,National Physical Laboratory,109971,70000,Research and Development - Bioaerosols Study
DEFRA,DEFRA ORGANISATION,01/12/2011,Estates Professional Fees & Services,Green Economy and Corporate Services Group,D T Z,178033,35727.08,Defra Property Portfolio. DTZ Asset Management Fee 
DEFRA,DEFRA ORGANISATION,22/12/2011,Current Transfers Abroad UK,Green Economy and Corporate Services Group,Bank Of England,201211,2000000,"1st payment for the International Climate Fund, Cerrado project in Brazil"
DEFRA,DEFRA ORGANISATION,09/12/2011,Agency Recharge,Green Economy and Corporate Services Group,Rotary Yorkshire Ltd,241111,50266.03,Implementation Stage - Third phase of Biomass Boiler Rollout in Rougham Hill 
DEFRA,DEFRA ORGANISATION,15/12/2011,Removal Expenses (Staff),Green Economy and Corporate Services Group,Team Relocations,301111,37625,Shortfall on house sale
DEFRA,DEFRA ORGANISATION,05/12/2011,Payments to Agencies UK,Green Economy and Corporate Services Group,Rural Payments Agency,330231,56247.66,Re-charge for IBM costs
DEFRA,DEFRA ORGANISATION,15/12/2011,Legal Expenses incl subscriptions to legal societies,Green Economy and Corporate Services Group,Pinsent Masons,442032,31406.4,Legal fees for the Interserve Strategic Review costs to cover the period 1/10/11 to 30/9/12. 
DEFRA,DEFRA ORGANISATION,19/12/2011,Legal Expenses incl subscriptions to legal societies,Green Economy and Corporate Services Group,Pinsent Masons,447432,68288,Professional charges for work carried out in the period 3/10-30/11/2011
DEFRA,DEFRA ORGANISATION,05/12/2011,Contractor - Management Cover,Green Economy and Corporate Services Group,Detica Ltd,1042490,35700,Consultancy costs 11/9-28/10/2011 
DEFRA,DEFRA ORGANISATION,05/12/2011,Inwards Secondments,Green Economy and Corporate Services Group,Environment Agency,1138293,37800,Cost of secondment from Environment Agency to  Defra 
DEFRA,DEFRA ORGANISATION,30/12/2011,Overhead Incidental Expenses,Green Economy and Corporate Services Group,Oracle Corporation UK Ltd,1324938,227834.95,Defra Shared Services Division Applications Support from 01/04/11 to 05/04/12 
DEFRA,DEFRA ORGANISATION,15/12/2011,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,Cranfield University,1333867,50000,Research and Development - Collaborative Centre of Excellence for Understanding and Managing Natural and Environmental Risks and Futures- November 2011.
DEFRA,DEFRA ORGANISATION,05/12/2011,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,URS Scott Wilson,4850321,33788.22,Environmental Protection Economic survey 
DEFRA,DEFRA ORGANISATION,15/12/2011,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,The Wellcome Trust,5204439,25000,Research and Development-UK collaboration development sciences 
DEFRA,DEFRA ORGANISATION,23/12/2011,Evidence Non R&D,Green Economy and Corporate Services Group,A E A Technology - SPM Lead Contract,6145957,176055.96,Sustainable Consumption and Production - Lead Contract - Energy Using Products
DEFRA,DEFRA ORGANISATION,23/12/2011,Electricity,Green Economy and Corporate Services Group,Corona Energy,6572480,57542.93,"Electricity bill 01-31 October 2011 for Veterinary Laboratory, Weybridge."
DEFRA,DEFRA ORGANISATION,01/12/2011,Other Current Payments (GB),Green Economy and Corporate Services Group,University Of Westminster,9800976,30794,Sustainable Development Research Network 
DEFRA,DEFRA ORGANISATION,23/12/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,108081111,30460.04,"Electricity bill -1-31/10/2011 for Veterinary Laboratory, Weybridge."
DEFRA,DEFRA ORGANISATION,23/12/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,110281111,30368.84,"Electricity bill -1-31/10/2011 for Veterinary Laboratory, Weybridge."
DEFRA,DEFRA ORGANISATION,23/12/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,111011211,31830.54,"Electricity bill -1-30/11/2011 for Veterinary Laboratory, Weybridge."
DEFRA,DEFRA ORGANISATION,01/12/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,123041111,71068.46,"Electricity bill -1-31/10/2011 for Veterinary Laboratory, Weybridge."
DEFRA,DEFRA ORGANISATION,23/12/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,124011211,66704.93,"Electricity bill -1-30/11/2011 for Veterinary Laboratory, Weybridge."
DEFRA,DEFRA ORGANISATION,01/12/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,127041111,26712.64,"Electricity bill -1-31/10/2011 for Lowestoft Fish Laboratory, Parkfield Road."
DEFRA,DEFRA ORGANISATION,23/12/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,128011211,26892.38,"Electricity bill -1-30/11/2011 for Lowestoft Fish Laboratory, Parkfield Road."
DEFRA,DEFRA ORGANISATION,05/12/2011,Water,Green Economy and Corporate Services Group,Yorkshire Water,139261011,28512.46,Water bill 31/3-30/9/11
DEFRA,DEFRA ORGANISATION,09/12/2011,Other Current Payments (GB),Green Economy and Corporate Services Group,Animal Health and Veterinary Laboratories Agency,5000005321,1419232.58,Funding for Border Control - September 2011
DEFRA,DEFRA ORGANISATION,07/12/2011,Application Services/Minor Enhancements,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5811111370,34613.9,Core Defra -IBM services for November 2011
DEFRA,DEFRA ORGANISATION,23/12/2011,IBM Base Services Control,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5811111813,6279288.41,Core Defra IT Base Line Services for December 2011
DEFRA,DEFRA ORGANISATION,30/12/2011,Work package/WPO Implementation,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5812110649,28840,Lumension device control (Sanctuary) Roll-out  April-December 2011
