Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£)
Foreign & Commonwealth Office,Foreign & Commonwealth Office,06-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,SIMONS MUIRHEAD & BARTON,1167532,"40,697.31"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,06-Jul-10,Project Works>10K,DG CHANGE & DELIVERY,WESTBURY ESTATE SERVICES LIMITED,1167545,"25,221.60"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,06-Jul-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,SPM EMPLOYEE EXPENSES,2017789,"39,833.48"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1167570,"72,390.58"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1167570,"-72,390.58"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1167570,"61,609.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1167570,"10,781.58"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1167570,"-61,609.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1167570,"57,098.20"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Overseas Duty Travel,DG FINANCE,DTZ CONSULTING AND RESEARCH,1167570,"4,510.80"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1167578,"113,130.70"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1167578,16.82
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1167578,"19,797.87"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1167578,2.94
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1167578,0.01
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1167617,84
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1167617,276
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1167617,14
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1167617,"23,420.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1167617,540
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1167617,"1,080.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,RADA ENTERPRISES LIMITED,1167617,"4,447.45"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,DIPSERVICE,2000304,"21,494.43"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,DIPSERVICE,2000304,"7,164.81"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,07-Jul-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CRISIS COALITION,700001461,"76,770.35"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CAMCO ADVISORY SERVICES LTD,19231,"28,830.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ASV EMPLOYEE EXPENSES,1015077,"32,650.40"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,CABLE AND WIRELESS,1167659,"109,525.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,CABLE AND WIRELESS,1167659,"19,166.88"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,CABLE AND WIRELESS,1167659,-0.01
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,CABLE AND WIRELESS,1167659,"-109,525.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,CABLE AND WIRELESS,1167659,"-19,166.88"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,CABLE AND WIRELESS,1167659,"109,525.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,CABLE AND WIRELESS,1167659,"19,166.88"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,Additional Volunteer Contribution,NON CASH & UNALLOCATED COSTS,SCOTTISH WIDOWS PLC,1167747,"28,763.70"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,08-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,HRCC,400000094,"28,322.32"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,09-Jul-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GIBS LTD,1001705,"26,929.93"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,09-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1167787,"79,399.74"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,09-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GLOBAL PARTNERS & ASSOCIATES LTD,1167801,"40,114.70"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,DESIGN IT SOLUTIONS LTD,5147,"62,500.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Local Education Allowance,DG CHANGE & DELIVERY,BRITISH EDUCATIONAL FOUNDATION,29780,"27,054.09"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Local Education Allowance,DG CHANGE & DELIVERY,BRITISH EDUCATIONAL FOUNDATION,29780,"15,792.53"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002385,"623,582.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,DYNCORP INTERNATIONAL,1002386,"110,082.06"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1167874,"31,573.92"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1167874,"20,636.25"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1167874,"9,136.78"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1167874,-0.01
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1167874,"-31,573.92"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1167874,"-20,636.25"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1167874,"-9,136.78"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1167874,0.01
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1167874,"20,636.25"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1167874,"31,573.92"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1167874,"9,136.78"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1167874,-0.01
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL ALERT,1167881,"32,200.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL ALERT,1167881,"20,000.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL ALERT,1167881,"-20,000.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL ALERT,1167881,"-32,200.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL ALERT,1167881,"52,200.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,SAVILLS (L&P) LTD,3004810,"36,400.50"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,12-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,SAVILLS (L&P) LTD,3004810,"6,370.09"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,13-Jul-10,General Information Services,DG CHANGE & DELIVERY,WEBER SHANDWICK LTD,1168088,"71,000.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,13-Jul-10,General Information Services,DG CHANGE & DELIVERY,WEBER SHANDWICK LTD,1168088,"12,425.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-Jul-10,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BIOT REVENUE ACCOUNT,1168098,"102,780.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-Jul-10,P.A.Y.E Income Tax (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,4006955,"3,813,219.54"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-Jul-10,National Insurance (NI) (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,4006955,"2,212,798.12"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-Jul-10,CFER Payments to The Exchequer,NON CASH & UNALLOCATED COSTS,H M EXCHEQUER,4006968,"2,824,780.39"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Jul-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,SAVE THE CHILDREN FUND,1168266,"29,000.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1168270,"28,085.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1168270,423
Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1168270,225
Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Jul-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1168270,"1,511.10"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Jul-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1168270,"5,292.73"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Jul-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CTA ECONOMIC AND EXPORT ANALYSTS,5000642,"48,722.77"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,"2,023.20"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,61.18
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,474.7
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,109.57
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,"3,112.59"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,129.05
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,147.02
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,354.77
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,"5,542.29"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,"4,436.64"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,"1,384.96"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,77.99
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,395.08
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,439.97
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,"3,499.67"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,384.42
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,11.62
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,90.19
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,20.82
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,591.4
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,24.52
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,27.93
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,67.41
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,"1,053.03"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,842.96
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,263.14
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,14.82
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,75.06
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,83.59
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001760,664.94
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,"5,523.42"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,988.12
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,569.18
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,"4,818.34"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,371.42
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,366.93
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,438.93
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,"2,954.14"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,"3,646.85"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,738.54
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,224.17
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,"9,556.05"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,"8,073.58"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,"1,104.69"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,197.62
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,113.84
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,963.67
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,74.29
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,73.38
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,87.79
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,590.83
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,729.37
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,147.71
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,44.84
Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jul-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001761,"1,911.21"
