Over £25k Transparency report (Environment Agency) June 2011  ,,,,,,,,,,,,,
"Spend over £25,000 - Publication template",,,,,,,,,,,,,
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Defra,Environment Agency,27/06/2011,Main Contractors,South East Capital WiP,Morrison Construction Ltd,2262292,"317,590.85",925735 Contract No 6612 Tilgate Dam Raising Valuation No 12 ,LE10 3JF,,30142734,IMTH000956,Project
Defra,Environment Agency,16/06/2011,Main Contractors,North East Capital WiP,Morrison Construction Ltd,2261363,"311,907.26",Beck Flood Aleviation Scheme,LE10 3JF,,30142734,IMNE000646,Project
Defra,Environment Agency,07/06/2011,Fuels,Head Office Fleet Operations,Arval Phh,2260322,"283,985.00",922617 fuel cost's,SN5 6PQ,,30015330,,Administration
Defra,Environment Agency,23/06/2011,Main Contractors,Midlands Capital WiP,Birse Civils Ltd,2261779,"273,462.44",927105 - C2621 Burringham Slips ,DN18 5BW,,30142670,IMMI001190,Project
Defra,Environment Agency,27/06/2011,Main Contractors,Thames Capital WiP,Interserve Project Services Ltd,2262225,"269,628.90",929086 Barking & Dagenham MEICA,TQ14 0HP,,30142730,IMTH000632,Project
Defra,Environment Agency,16/06/2011,Rail,National Technical Team,Redfern Travel Ltd,2261392,"257,871.35",Rail Travel ,BD1 1PL,,30127631,,Administration
Defra,Environment Agency,09/06/2011,Engineering Services,Head Office Fleet Operations,Fraikin Ltd,2260712,"248,551.01",924266 ENGLISH AREAS APRIL 2011,CV4 8HX,Administration,30207502,,Administration
Defra,Environment Agency,09/06/2011,Construction Supplies,South East Capital WiP,ArcelorMittal Commercial RPS UK Ltd,2260639,"241,137.12",Trench Sheeting,B91 3AL,,30072323,IMTH001556,Project
Defra,Environment Agency,16/06/2011,Vehicle Maintenance,Head Office Fleet Operations,Hitachi Capital Commercial Vehicle Services,2261315,"238,603.82","Commercial Vehicle - Service, Inspection, Maintenance & Repair",BA14 8QU,,30182247,,Administration
Defra,Environment Agency,07/06/2011,Rail,National Technical Team,Redfern Travel Ltd,2260531,"235,136.80",Rail Travel ,BD1 1PL,,30127631,,Administration
Defra,Environment Agency,27/06/2011,Rail,National Technical Team,Redfern Travel Ltd,2262346,"226,626.52",Rail Travel ,BD1 1PL,,30127631,,Administration
Defra,Environment Agency,16/06/2011,Main Contractors,South East Capital WiP,Pevensey Coastal Defence Ltd,2261380,"224,072.44",921409 PEVENSEY BAY SEA DEFENCES PPP CONTRACT ,PO15 5SS,,,IMSO000584,Project
Defra,Environment Agency,23/06/2011,Main Contractors,North East Capital WiP,Birse Civils Ltd,2261779,"220,696.55",927294 PROJECT TITLE BROUGH,DN18 5BW,,30142670,IMNE000735,Project
Defra,Environment Agency,02/06/2011,Pathology,NLS Capital WiP,Agilent Technologies UK Ltd,2259915,"211,791.21",915495. Goods supplied to NLS Llanelli,E14 1HH,,,NL00000045,Administration
Defra,Environment Agency,16/06/2011,Main Contractors,Midlands Capital WiP,Birse Civils Ltd,2261227,"207,954.76",Prestbury FAS,DN18 5BW,,30142670,IMMI000973,Project
Defra,Environment Agency,16/06/2011,Leasing,Head Office Fleet Operations,Hewden Stuart Plc,2261313,"203,480.35",Plant Hire charges,M32 0HW,,30184689,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Peterborough City Council,2262324,"200,262.50",903305 Rates - King Fisher House,PE1 1AY,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,North West Regional Facilities,Warrington Borough Council,2262439,"199,724.32",903222 REQ 10358579 Rates - Richard Fairclough House,WA1 1BN,,,,Administration
Defra,Environment Agency,27/06/2011,Main Contractors,South East Capital WiP,Birse Civils Ltd,2262080,"199,361.16",929244. Oxford STM Phase 2,DN18 5BW,,30142670,IMTH001624,Project
Defra,Environment Agency,14/06/2011,Staff Childcare,Recharges to Staff,Edenred Childcare Vouchers Ltd,2260969,"199,273.64",Staff Childcare Voucher Scheme - repaid by staff,SW1V 2RS,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,North West Regional Facilities,Warrington Borough Council,2262439,"194,164.62",903230 Rates - Appleton Hse. PO 30301666 ,WA1 1BN,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South West,Exeter City Council,2262172,"191,602.50",903194 Rates - Manley Hse,EX1 1JW,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,National Estates Manager,Leeds City Council,2262261,"186,190.00",899204 Rates - Phoenix Hse,LS2 8JR,,,,Administration
Defra,Environment Agency,16/06/2011,Building Management,FM Operating Unit - Central and South East,Jones Lang Le Salle,2261333,"185,850.00",925373 Rent receivable Swift House 24/06 - 28/09/11,ST5 1EH,,,,Administration
Defra,Environment Agency,14/06/2011,Vehicle Maintenance,Head Office Fleet Operations,Briggs Marine Contractors Ltd,2260917,"183,293.65",Boats - Service & Maintenance,KY3 9AX,,30277423,HORES00015,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Welwyn Hatfield Council,2262443,"181,835.28",899940 Rates - Hatfield,AL8 6AE,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,National Estates Manager,City Of Newcastle,2262116,"180,777.50",903316 Rates - Tyneside hse,NE99 2PT,,,,Administration
Defra,Environment Agency,23/06/2011,Main Contractors,South East Capital WiP,Jackson Civil Engineering Ltd,2261878,"179,975.86",922561 THAMES WEIR PHASE 2/3 CERT 3,IP1 5LT,,30142731,IMTH001505,Project
Defra,Environment Agency,02/06/2011,Pathology,NLS Capital WiP,Agilent Technologies UK Ltd,2259915,"179,951.95",Lab Equipment,E14 1HH,,30267647,NL00000045,Administration
Defra,Environment Agency,16/06/2011,Main Contractors,North East Capital WiP,Morrison Construction Ltd,2261363,"179,549.76",NE Construction works,LE10 3JF,,30142734,IMNE000646,Project
Defra,Environment Agency,02/06/2011,Building Management,FM Operating Unit - Northern,DTZ Debenham Tie Leung,2260015,"178,500.00",Rent - Pheonix house,B3 2ED,,,,Administration
Defra,Environment Agency,07/06/2011,Building Management,FM Operating Unit - Central and South East,Arlington Business Parks Partnerships,2260320,"175,200.00",922423 - 2 Bishop Square rent 24.06.11 - 28.09.11,RG7 4SA,,,,Administration
Defra,Environment Agency,27/06/2011,Main Contractors,South West Capital WiP,Interserve Project Services Ltd,2262225,"170,544.08",928755 RIVER JORDAN FAS,TQ14 0HP,,30142730,IMSW001684,Project
Defra,Environment Agency,27/06/2011,Building Management,National Estates Manager,Sheffield City Council,2262377,"168,870.00",903321 Rates - Quadrant,S1 1UY,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,South Oxford District Council,2262388,"162,631.30",910380 Rates Red Kite House,OX10 8NE,,,,Administration
Defra,Environment Agency,21/06/2011,Main Contractors,Thames Capital WiP,Volkerstevin Ltd,2261727,"161,602.54",927834 Ashlone Wharf Flood alleviation,EN11 9BX,,30142737,IMTH001444,Project
Defra,Environment Agency,23/06/2011,Main Contractors,Thames Capital WiP,Morrison Construction Ltd,2261925,"161,298.05",927340 - GLR Tidal Walls,LE10 3JF,,30142734,IM3728,Project
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Rushmoor Borough Council,2262360,"159,386.48",899240 Rates - Frimley,GU14 7JU,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South West,Solihull Metropolitan Borough Council,2262384,"153,774.28",899226 Rates - Sapphire East,B91 3RR,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Worthing Borough Council,2262452,"149,162.02",899268 Rates - Worthing,BN11 1HB,,,,Administration
Defra,Environment Agency,09/06/2011,Construction Supplies,South East Capital WiP,ArcelorMittal Commercial RPS UK Ltd,2260638,"145,357.74",923111 - new sheet piles,ME9 8SR,,30072323,IMSE500007,Project
Defra,Environment Agency,07/06/2011,Main Contractors,Anglian Capital WiP,Team Van Oord,2260583,"139,506.68",920290. Tail Sluice refurbishment works,RG14 5QS,,30142735,IMAN001718,Project
Defra,Environment Agency,27/06/2011,Building Management,National Estates Manager,Leeds City Council,2262261,"138,560.00",899209 Rates - Park Sq Leeds,LS2 8JR,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Reading Borough Council,2262345,"138,560.00",903169 Rates - Kings Meadow House,RG1 7TD,,,,Administration
Defra,Environment Agency,23/06/2011,Main Contractors,Midlands Capital WiP,G F Tomlinson Civil Engineering Ltd,2261849,"138,341.99",926320. Lydney FAS,WR3 8LX,,30224315,IMMI000975,Project
Defra,Environment Agency,23/06/2011,Building Management,FM Operating Unit - Central and South West,Holding & Barnes Plc,2261867,"137,333.11",927580 - Trentside Rent 24/6/11 to 28/9/11,SS8 0PQ,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Huntingdonshire District Council,2262214,"133,657.13",907893 Rates Brampton,PE29 3TN,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South West,Rushcliffe Borough Council,2262359,"131,325.49",903345 Rates - Trentside,NG2 5FE,,,,Administration
Defra,Environment Agency,21/06/2011,Building Management,National Facilities Manager,Property Income & Reversion Trust Ltd,2261675,"129,714.30",926880 Rent for Rivers House 24th June to 28th Sept 2011,LE10 1AW,,,,Administration
Defra,Environment Agency,27/06/2011,Main Contractors,South East Capital WiP,Birse Civils Ltd,2262080,"129,261.06",Dartford Creek  Barrier Refurb,DN18 5BW,,30142670,IMSO000727,Project
Defra,Environment Agency,09/06/2011,Building Management,FM Operating Unit - Northern,Jaymar Estates Ltd,2260751,"129,121.80",924526 RENT DUE 24JUNE 2011 TO 28TH SEPT 2011 30277747 ,M6 6AR,,,,Administration
Defra,Environment Agency,27/06/2011,Main Contractors,North West Capital WiP,Morrison Construction Ltd,2262292,"127,965.95",927492 - Hockery Brook,LE10 3JF,,30142734,IMNW000335,Project
Defra,Environment Agency,27/06/2011,Building Management,National Facilities Manager,Sedgemoor District Council,2262371,"124,487.50",899903 Rivers Hse,TA6 3AR,,,,Administration
Defra,Environment Agency,16/06/2011,Electricity,Anglian Eastern-AEM - Monitoring,EDF Energy Ltd,2261271,"124,147.22",Renewable Electricity,PL3 5ZN,,30286699,REAN000470,Administration
Defra,Environment Agency,27/06/2011,Main Contractors,South East Capital WiP,Team Van Oord,2262409,"122,925.19",15744- D - National Contractors Framework 2 (NCF2),RG14 5QS,,30142735,IMTH001556,Project
Defra,Environment Agency,14/06/2011,Leasing,EA Wales,Hitachi Capital Vehicle Solutions Ltd,2036484,"122,854.99",15245 - National Contract for Supply of Lease Vehicles,RG14 2NU,,40000314,,Administration
Defra,Environment Agency,23/06/2011,Main Contractors,Midlands Capital WiP,G F Tomlinson Civil Engineering Ltd,2261849,"121,530.68",21795-4-Midland-Minor Works,WR3 8LX,,30224315,IMMI000934,Project
Defra,Environment Agency,07/06/2011,Maintenance & Support,Corporate Information Systems Capital,Scottish Environmental Protection Agency,2260551,"120,000.00",Recovery of joint operational costs,FK9 4TR,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South West,Teignbridge District Council,2262411,"119,435.53",899975 Rates Exminster,TQ12 4XX,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South West,Solihull Metropolitan Borough Council,2262384,"119,075.00",899225 Rates - Olton Court,B91 3RR,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,NLS Support Leeds,Leeds City Council,2262261,"117,992.50",899213 Rates - Olympia House,LS2 8JR,,,,Administration
Defra,Environment Agency,27/06/2011,Main Contractors,Midlands Capital WiP,Morrison Construction Ltd,2262292,"117,730.90",929205 Upton upon severn - Fas IMM100870,LE10 3JF,,30142734,IMMI000870,Project
Defra,Environment Agency,02/06/2011,Main Contractors,South East Capital WiP,Team Van Oord,2260249,"117,422.40",920355 - Medmerry Managed Realignment,RG14 5QS,,30142735,IMSO001023,Project
Defra,Environment Agency,23/06/2011,Main Contractors,North West Capital WiP,Morrison Construction Ltd,2261925,"117,377.57",North West Construction,LE10 3JF,,30142734,IMNW000175,Project
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,City Of Westminster,2262117,"117,243.89",903208 Rates Millbank,SW1E 6QP,,,,Administration
Defra,Environment Agency,23/06/2011,Environmental Services,South West Capital WiP,Fugro Engineering Services Ltd,2261848,"114,396.41",927697 richard cox steart coastal management,OX10 9RB,,30123021,IMSW001389,Project
Defra,Environment Agency,14/06/2011,Main Contractors,South East Capital WiP,Jackson Civil Engineering Ltd,2261036,"114,260.28",921777 - Paddle & Rymer Weirs Health & Safety,IP1 5LT,,30142731,IMTH001503,Project
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South West,Lichfield District Council,2262266,"108,345.00",904035 Rates - Fradley,WS13 6YX,,,,Administration
Defra,Environment Agency,07/06/2011,Building Management,FM Operating Unit - Central and South East,Factory Outlets Ltd,2260403,"106,725.00",922831. Quarterly rent and Service charge - Guildbourne House - Jun to Sept -- po30273482 ,NW1 0ND,,,,Administration
Defra,Environment Agency,07/06/2011,Building Management,FM Operating Unit - Central and South East,Arlington Business Parks Partnerships,2260320,"104,820.00",922426 - 2 Bishop Square rent 01.07.11 - 30.09.11,RG7 4SA,,,,Administration
Defra,Environment Agency,07/06/2011,Main Contractors,Midlands Capital WiP,Jackson Civil Engineering Ltd,2260451,"101,747.52",922827. River Chelt CWC,IP1 5LT,,30142731,IMMI000541,Project
Defra,Environment Agency,14/06/2011,Main Contractors,EA Wales Capital WiP,Birse Civils Ltd,2036465,"97,592.00",921429 - Afon Ganol East - Payment for work carried out period ending 31.03.11,LS24 9BX,,40015267,IMWA000937,Project
Defra,Environment Agency,14/06/2011,Main Contractors,Anglian Capital WiP,Team Van Oord,2261161,"96,429.43",924455 - Orton Piling - NCF2/VOECC/ANG/018/N,RG14 5QS,,30142735,IMAN001491,Project
Defra,Environment Agency,27/06/2011,Main Contractors,South East Capital WiP,Morrison Construction Ltd,2262292,"94,499.62",928494 upstream gate 6661,LE10 3JF,,30142734,IMTH001593,Project
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Northern,Lincoln City Council,2262267,"94,305.96",899255 Waterside House,LN1 1DB,,,,Administration
Defra,Environment Agency,09/06/2011,Building Management,FM Operating Unit - Central and South West,OF Ryan,2260788,"93,867.30",922941 - Olton Court - Rental for 24.06.11 - 29.09.11,B26 3LS,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Northern,Northumberland Estates Ltd,2262307,"93,193.80",928815 Rent Payable for Tyneside House for 24/6/11-28/9/11,NE66 1NQ,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,National Estates Manager,City Of York Council,2262118,"93,095.00",899250 Rates - Aviator court,YO1 7DU,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Tonbridge & Malling Borough Council,2262419,"91,472.10",902182 Rates Orchard hse,ME19 4LZ,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,North West Regional Facilities,Eden District Council,2262165,"91,363.00",909028 Ghyll Mount Rates,CA11 7QF,,,,Administration
Defra,Environment Agency,16/06/2011,Construction Service Providers,South East Capital WiP,Jacobs Engineering UK Ltd,2261330,"87,810.40",926388 - NECCA2-519-000169,G2 7HX,,30072261,IMSO001023,Project
Defra,Environment Agency,27/06/2011,Environmental Services,North East Capital WiP,Allied Exploration & Geotechnics Ltd,2262043,"86,856.62",928764 LOWER TODMORDEN PHASE 3,DH2 2RJ,,30123008,IMNE000616,Project
Defra,Environment Agency,02/06/2011,Main Contractors,South East Capital WiP,Dean & Dyball Civil Engineering Ltd,2260004,"85,990.13",918641. *REQ 10362806*  Tonbridge Lock and Oak Weir Lock Canoe and Fish Passes ,BH24 1PN,,30203216,IMSO001273,Project
Defra,Environment Agency,27/06/2011,Construction Supplies,Anglian Capital WiP,Total Flood Solutions,2262422,"85,477.20",Horton Flood ,SA4 8SG,,,IMAN002211,Project
Defra,Environment Agency,27/06/2011,Main Contractors,South East Capital WiP,Birse Civils Ltd,2262080,"84,728.35",South East construction,DN18 5BW,,30142670,IMSO001157,Project
Defra,Environment Agency,27/06/2011,Building Management,South East Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,2262333,"84,035.66",928298 Thames Barrier Running costs for 2011,DA12 2BG,,,,Administration
Defra,Environment Agency,27/06/2011,Main Contractors,South East Capital WiP,Jackson Civil Engineering Ltd,2262234,"82,713.30",928552 ROMNEY WEIR WINDSOR,IP1 5LT,,30142731,IMSE500007,Project
Defra,Environment Agency,14/06/2011,Building Management,National Estates Manager,Robson Associates,2261129,"82,350.60",924887 - Quarterly Rent - 01.07.11 - 30.09.11,,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Winchester City Council,2262450,"80,815.68",903135 Rates - Colvedene Court,SO23 9LJ,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,NLS Support Starcross,Teignbridge District Council,2262411,"78,302.12",899980 Rates,TQ12 4XX,,,,Administration
Defra,Environment Agency,21/06/2011,Main Contractors,North West Capital WiP,Amco Engineering,2261475,"78,229.73",926653 altmouth pumping station,S75 1HT,,30293167,IMNW000671,Project
Defra,Environment Agency,14/06/2011,Building Management,NLS Support Leeds,Colliers International Belfast Ltd,118160,"76,500.00",924111 Rent 24/06 - 28/09/11 Olympia House,BT2 8BG,,,,Administration
Defra,Environment Agency,14/06/2011,Construction Service Providers,South West Capital WiP,Halcrow Group Ltd,2261013,"76,171.82",924107 Steart Managed Realignment,SN4 0QD,,30071913,IMSW001389,Project
Defra,Environment Agency,02/06/2011,Building Repair & Maintenance | Engineering Services,Anglian Capital WiP,Jackson Civil Engineering Ltd,2260095,"75,945.32",915624. Paddle replacement works. ,IP1 5LT,,30185418,IMAN000564,Project
Defra,Environment Agency,27/06/2011,Building Management,North West Regional Facilities,South Ribble Borough Council,2262389,"75,792.94",900028 REQ 10357513 Rates Bamber Bridge. PO 30301672 ,PR25 1DH,,,,Administration
Defra,Environment Agency,23/06/2011,Building Management,FM Operating Unit - Central and South West,PJ Salter,2261944,"75,750.00",927516 - Rent for Exminster 25/6/11,EX8 5HB,,,,Administration
Defra,Environment Agency,23/06/2011,Main Contractors,North West Capital WiP,Morrison Construction Ltd,2261925,"74,159.42",15744- C - National Contractors Framework 2 (NCF2),LE10 3JF,,30142734,IMNW000328,Project
Defra,Environment Agency,27/06/2011,Construction Service Providers,Midlands Capital WiP,Black & Veatch Ltd,2262081,"74,037.98",14304 - National - Supply of Engineering and Environmental Consultancy Services under the NEECA2 Framework Agreement,RH1 1LQ,,30072271,IMMI000642,Project
Defra,Environment Agency,09/06/2011,Security,South East Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,2260777,"73,062.50",22804 - Thames - Security Guard Services at Thames Barrier & Associated Sites May,E1W 1XY,,30239724,,Administration
Defra,Environment Agency,23/06/2011,Security,South East Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,2261924,"73,062.50",22804 - Thames - Security Guard Services at Thames Barrier & Associated Sites June,E1W 1XY,,30239724,,Administration
Defra,Environment Agency,07/06/2011,Main Contractors,South East Capital WiP,Birse Civils Ltd,2260330,"72,900.68",15744 - National Contractors Framework 2 (NCF2),LS24 9BX,,30142670,IMTH000990,Project
Defra,Environment Agency,07/06/2011,Main Contractors,South West Capital WiP,Interserve Project Services Ltd,2260444,"71,626.12",15744- A - National Contractors Framework 2 (NCF2),TQ14 0HP,,30142730,IMSW001684,Project
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Peterborough City Council,2262324,"71,479.26",903302 Rates - Aqua Hse,PE1 1AY,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,Ipswich Borough Council,2262228,"71,445.00",902191 Rates Cobham Road,IP1 2EE,,,,Administration
Defra,Environment Agency,21/06/2011,Main Contractors,Anglian Capital WiP,Team Van Oord,2261717,"69,389.46",926912 Earith Sluice Refurbishment IMAN001978,RG14 5QS,,30142735,IMAN001978,Project
Defra,Environment Agency,23/06/2011,Main Contractors,Thames Capital WiP,Volkerstevin Ltd,2262004,"68,404.64",927215 - Thames Barrier Crane Replacement,EN11 9BX,,30142737,IMTH000925,Project
Defra,Environment Agency,07/06/2011,Legal Services | Environmental Services ,South East Capital WiP | Thames Capital WiP,Dundas & Wilson Llp,2260387,"67,546.73",Banbery FAS,WC2B 4EZ,,30015413 | 30153045,IMTH000615,Project
Defra,Environment Agency,21/06/2011,Non Procurement Related,Midlands East-AEM - 3,Peak District National Park Authority,2261664,"64,500.00",926681 - Making space for water project,DE45 1AE,,,REMI001264,Project
Defra,Environment Agency,02/06/2011,Main Contractors,South East West Thames - Ops Delivery,J Breheny Contractors Ltd,2260094,"62,034.84",921791.  Wey & Loddon vegetation management,IP6 8NH,,30134424,,Project
Defra,Environment Agency,27/06/2011,Construction Service Providers,Midlands Capital WiP,Black & Veatch Ltd,2262081,"61,654.43",923195.  *req 10365206* Nottingham Trent DD to complt. -- po 30251110 complete,RH1 1LQ,,30072271,IMMI000642,Project
Defra,Environment Agency,14/06/2011,Building Management,FM Operating Unit - Northern,Colenso Property Services,2260943,"61,050.00",925544 Quarterley rent in advance,YO30 4GZ,,,,Administration
Defra,Environment Agency,09/06/2011,Telecoms,Head Office Flood Warning Systems,MM Teleperformance Ltd,2260778,"59,948.01",Flood Warning systems,BS1 3LG,,30146474,,Administration
Defra,Environment Agency,07/06/2011,Main Contractors,South East Capital WiP,Morrison Construction Ltd,2260494,"59,629.74","922859 Health & Safety improvements, to Mile Pumping station, Stour Marshes. IMSO000808.",LE10 3JF,,30142734,IMSO000808,Project
Defra,Environment Agency,27/06/2011,Main Contractors,North West Capital WiP,Volkerstevin Ltd,2262433,"59,196.00",928531 Keswick Flood Alleviation Scheme Cert no. 4,EN11 9BX,,30142737,IMNW000686,Project
Defra,Environment Agency,09/06/2011,Main Contractors,North East Capital WiP,Byzak Ltd,2260667,"58,312.09",922336 Ponteland flooding Waitrose,M41 7TG,,30204802,IMNE000170,Project
Defra,Environment Agency,16/06/2011,Environmental Services,Anglian Capital WiP,Fugro Engineering Services Ltd,2261295,"57,534.63",926134. Whittlesey washes,OX10 9RB,,30123021,IMAN001790,Project
Defra,Environment Agency,23/06/2011,Main Contractors,Anglian Capital WiP,Birse Civils Ltd,2261779,"57,152.41",927295 C2551-DOG IN A DOUBLET SLUICE,DN18 5BW,,30142670,IMAN001442,Project
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South East,City Of Westminster,2262117,"57,055.24",903202 Rates - Millbank,SW1E 6QP,,,,Administration
Defra,Environment Agency,21/06/2011,Main Contractors,North East Capital WiP,Volkerstevin Ltd,2261727,"55,986.41",927778 - Culvert Works HIRP,EN11 9BX,,30142737,IMNE790166,Project
Defra,Environment Agency,09/06/2011,Environmental Services,North West South-Ops Delivery,Nick Edwards Contracts Ltd,2260784,"55,748.40",923818 - River Mersey,CW12 4TJ,,30140380,RENW200029,Project
Defra,Environment Agency,21/06/2011,Main Contractors,South West Capital WiP,Team Van Oord,2261717,"55,656.86",926934 COOMBEND TRASH SCREEN REF IMSW001682,RG14 5QS,,30142735,IMSW001682,Project
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South West,North Dorset District Council,2262305,"55,424.00",899877 Rates Rivers House,DT11 7LL,,,,Administration
Defra,Environment Agency,27/06/2011,Building Management,FM Operating Unit - Central and South West,Tewkesbury Borough Council,2262414,"53,692.00",903333 Rates - Riversmeet hse,GL20 5TT,,,,Administration
Defra,Environment Agency,02/06/2011,Construction Service Providers,North East Capital WiP,Humber Work Boats Barton Ltd,2260075,"53,460.00",921951 Hydrgraphic surveys of river aire & ouse,DN40 3LX,,,IMNE790318,Project
