Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
,,13/02/2017,Research & development,"Science, Research & Evidence",SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-568744-134426,83333,Bio-Medical Centres,BR3 3BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-568744-134426,859149,Bio-Medical Centres,BR3 3BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,ERS-568743-134337,30056,AD-HOC - ETC,WF3 1WE,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-568742-134404,1849373,Bio-Medical Centres,NW1 2BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-568741-134359,2272897,Comprehensive Networks,S5 7AU,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-568740-134326,1045348,Comprehensive Networks,BS99 1YF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-568739-134368,2380660,Comprehensive Networks,WV10 0QP,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-568738-134355,1309748,Comprehensive Networks,SO52 9AB,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568737-134421,1115131,Comprehensive Networks,OX4 2PG,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-568736-134346,902240,Comprehensive Networks,EX2 5DW,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-568735-134363,1991886,Comprehensive Networks,SE1 9RT,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-568734-134453,1123790,Comprehensive Networks,W12 0HS,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-568733-134389,1280818,Comprehensive Networks,L7 8XP,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",BARTS HEALTH NHS TRUST,ERS-568732-134482,2649579,Comprehensive Networks,E1 8PR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-568731-134414,1562418,Comprehensive Networks,NE7 7DN,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-568730-134321,1210679,Comprehensive Networks,GU2 7XX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568729-134431,1481733,Comprehensive Networks,M13 0JR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-568728-134370,1656341,Comprehensive Networks,NR4 7UY,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-568727-134436,1733400,Comprehensive Networks,LE5 4QF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-568726-134441,115297.96,Invention for Innovation,NG7 2UK,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-568725-134364,103877,Invention for Innovation,ST4 7LN,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-568723-134413,161377,Research Capability Funding (STANDARD),NE7 7DN,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-568722-134452,435256,Research Capability Funding (STANDARD),W12 0HS,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568719-134341,83333,Biomedical Units,CB2 2QQ,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-568717-134345,66801,Research Capability Funding (STANDARD),EX2 5DW,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-568715-134409,138636,Research Capability Funding (STANDARD),UB9 6JH,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",OXFORD HEALTH NHS FOUNDATION TRUST,ERS-568714-134377,87086,Research Capability Funding (STANDARD),OX4 2GX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-568713-134440,152398,Research Capability Funding (STANDARD),NG7 2UK,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NORTH BRISTOL NHS TRUST,ERS-568710-134427,75884,Research Capability Funding (STANDARD),BS1 2NP,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-568709-134369,25220,Research Capability Funding (STANDARD),NR4 7UY,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NHS BLOOD AND TRANSPLANT (NHSBT),ERS-568708-134474,64227,Research Capability Funding (STANDARD),LS15 7TW,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-568707-134382,177668,Research Capability Funding (STANDARD),EC1V 2PD,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-568706-134475,38770,Research Capability Funding (STANDARD),M21 9UN,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",LEEDS TEACHING HOSPITAL NHS TRUST,ERS-568705-134395,96672,Research Capability Funding (STANDARD),LS9 7TF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-568704-134366,52903,Research Capability Funding (STANDARD),SE5 9RS,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-568703-134392,29995,Research Capability Funding (STANDARD),B9 5TA,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-568702-134362,254679,Research Capability Funding (STANDARD),SE1 9RT,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-568701-134379,150070,Research Capability Funding (STANDARD),WC1N 3JH,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-568697-134391,25583,Research Capability Funding (STANDARD),SW10 9NH,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-568695-134476,59343,Research Capability Funding (STANDARD),NW1 0PE,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-568694-134406,56774,Research Capability Funding (STANDARD),CB1 5EE,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568693-134340,551807,Research Capability Funding (STANDARD),CB2 2QQ,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-568691-134327,56405,Research Capability Funding (STANDARD),WF3 1WE,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-568689-134446,27090,Research Capability Funding (STANDARD),B15 2PZ,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",BARTS HEALTH NHS TRUST,ERS-568688-134481,124626,Research Capability Funding (STANDARD),E1 8PR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-568687-134365,169999,CLAHRCs,SE5 9RS,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NHS LIVERPOOL CCG,ERS-568686-134487,25182,Research Capability Funding (STANDARD),L1 4AZ,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-568685-134354,172704,CLAHRCs,SO52 9AB,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-568684-134399,166666,CLAHRCs,B15 2PR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SALFORD ROYAL NHS FOUNDATION TRUST,ERS-568683-134375,174666,CLAHRCs,M6 8HD,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-568682-134344,180903,CLAHRCs,EX2 5DW,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-568681-134390,166666,CLAHRCs,SW10 9NH,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-568680-134358,171242,CLAHRCs,S5 7AU,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",OXFORD HEALTH NHS FOUNDATION TRUST,ERS-568679-134376,166666,CLAHRCs,OX4 2GX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-568678-134348,166666,CLAHRCs,NG3 6AA,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-568677-134405,176666,CLAHRCs,CB1 5EE,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NHS LIVERPOOL CCG,ERS-568676-134486,165153,CLAHRCs,L1 4AZ,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-568675-134325,165696,CLAHRCs,BS99 1YF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",BARTS HEALTH NHS TRUST,ERS-568674-134480,166664,CLAHRCs,E1 8PR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-568673-134403,83333,Biomedical Units,NW1 2BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SALFORD ROYAL NHS FOUNDATION TRUST,ERS-568672-134374,118068,Quality and Safety Research Centres,M6 8HD,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NHS NORTH STAFFORDSHIRE CCG 05G,ERS-568671-134485,27986,Research Capability Funding (STANDARD),ST5 1QG,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NHS Cambridgeshire and Peterborough CCG 06H,ERS-568670-134483,50678,Research Capability Funding (STANDARD),CB2 8FH,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NHS BRISTOL CCG 11H,ERS-568669-134484,88586,Research Capability Funding (STANDARD),BS1 3NX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-568668-134451,129920,Quality and Safety Research Centres,W12 0HS,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",BARTS HEALTH NHS TRUST,ERS-568666-134479,109290,Biomedical Units,E1 8PR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-568665-134402,100000,CRFs - CRII,NW1 2BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE CHRISTIE NHS FOUNDATION TRUST,ERS-568664-134332,81818,CRFs - CRII,M20 4BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-568663-134353,168076,CRFs - CRII,SO52 9AB,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-568662-134372,45455,CRFs - CRII,M23 9LT,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-568661-134425,86151,CRFs - CRII,BR3 3BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-568660-134357,79389,CRFs - CRII,S5 7AU,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-568659-134386,53615,CRFs - CRII,SM2  5PT,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568658-134420,67969,CRFs - CRII,OX4 2PG,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-568657-134412,72727,CRFs - CRII,NE7 7DN,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-568656-134381,104309,CRFs - CRII,EC1V 2PD,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-568654-134361,102604,CRFs - CRII,SE1 9RT,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-568653-134343,104333,CRFs - CRII,EX2 5DW,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568652-134430,100000,CRFs - CRII,M13 0JR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568651-134339,197255,CRFs - CRII,CB2 2QQ,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-568650-134443,54545,CRFs - CRII,BN2 3EW,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-568649-134398,255204,CRFs - CRII,B15 2PR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-568648-134331,36364,CRFs - CRII,L12 2AP,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-568646-134450,1900697,Bio-Medical Centres,W12 0HS,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-568644-134384,1024729,Bio-Medical Centres,SM2  5PT,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568643-134419,1705558,Bio-Medical Centres,OX4 2PG,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-568641-134411,373776,Biomedical Units,NE7 7DN,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-568640-134410,83333,Biomedical Units,NE7 7DN,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-568639-134360,1018611,Bio-Medical Centres,SE1 9RT,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-568638-134378,690990,Bio-Medical Centres,WC1N 3JH,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-568637-134380,492587,Bio-Medical Centres,EC1V 2PD,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568636-134418,166667,Biomedical Units,OX4 2PG,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-568635-134324,133414,Biomedical Units,BS99 1YF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-568634-134435,135163,Biomedical Units,LE5 4QF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-568633-134434,83333,Biomedical Units,LE5 4QF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-568632-134433,83333,Biomedical Units,LE5 4QF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568631-134429,84083,Biomedical Units,M13 0JR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE SOLENT NHS TRUST R1C,ERS-568630-134478,39896,Research Capability Funding (STANDARD),SO16 4XE,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-568629-134401,423674,Research Capability Funding (STANDARD),NW1 2BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568628-134417,455941,Research Capability Funding (STANDARD),OX4 2PG,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-568625-134329,41010,Research Capability Funding (STANDARD),CM8 2TL,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-568624-134428,101197,Research Capability Funding (STANDARD),M13 0JR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-568623-134352,166333,Bio-Medical Centres,SO52 9AB,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-568622-134351,121910,Biomedical Units,SO52 9AB,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-568621-134388,109384,Biomedical Units,L7 8XP,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-568620-134439,121090,Biomedical Units,NG7 2UK,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-568619-134438,104288,Biomedical Units,NG7 2UK,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-568618-134336,26001,Research Capability Funding (STANDARD),L9 7LJ,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-568617-134432,96436,Research Capability Funding (STANDARD),LE5 4QF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-568616-134367,95194,Research Capability Funding (STANDARD),CV2 2DX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-568614-134397,194429,Research Capability Funding (STANDARD),B15 2PR,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-568613-134328,45824,Research Capability Funding (STANDARD),NW3 1QG,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-568612-134347,49888,Research Capability Funding (STANDARD),NG3 6AA,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-568611-134323,134609,Research Capability Funding (STANDARD),BS99 1YF,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-568610-134350,134719,Research Capability Funding (STANDARD),SO52 9AB,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-568609-134424,333748,Research Capability Funding (STANDARD),BR3 3BX,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-568608-134356,128380,Research Capability Funding (STANDARD),S5 7AU,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",SALFORD ROYAL NHS FOUNDATION TRUST,ERS-568606-134373,98363,Research Capability Funding (STANDARD),M6 8HD,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-568605-134383,201599,Research Capability Funding (STANDARD),SM2  5PT,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-568604-134330,34200,Research Capability Funding (STANDARD),L12 2AP,,,PUBLIC,
,,13/02/2017,Research & development,"Science, Research & Evidence",ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-568603-134387,32549,Research Capability Funding (STANDARD),L7 8XP,,,PUBLIC,
