Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,MoJ HQ,07/Oct/2013 ,263000-Other Contracted Out Services,LZ600-Transforming Justice,STAFFORDSHIRE COUNTY COUNCIL,1112067,"180,719.22",Staffordshire Council County to  continue to provide the Claims Management Regulation Compliance Office under contract to the MOJ.
Ministry of Justice,MoJ HQ,07/Oct/2013 ,263000-Other Contracted Out Services,LZ600-Transforming Justice,STAFFORDSHIRE COUNTY COUNCIL,1112067,"36,143.84",Staffordshire Council County to  continue to provide the Claims Management Regulation Compliance Office under contract to the MOJ.
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,25.23,Additional/spare mains charger for BlackBerry 8520
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,164.00,"Standard Form Laptop - HP EliteBook 8470p (14"" screen)"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1114127,83.96,Evoluent Vertical Mouse
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1114127,18.33,Cherry eVolution WHITE STREAM PS/2 and USB
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1114127,168.02,RollerMouse Pro2
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1114127,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,04/Oct/2013 ,246000-Current Grants,QZ600-CPG Other,UK SUPREME COURT,3639,"1,313,280.00",Funding Contribution for UKSC - FY13/14 - Qtr3
Ministry of Justice,MoJ HQ,10/Oct/2013 ,223000-Other Expenditure,QZ600-CPG Other,ALLEN LANE LTD,1112133,"923,858.00",Allen Lane Managed Accounting Service (FY13-14) - Fixed Monthly Fee - May-13-Dec-13 & Variable- Time & Materials
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1114127,11.17,MS Access
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1114127,164.00,"Standard Form Laptop - HP EliteBook 8470p (14"" screen)"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1114127,17.16,Laptop Rucksack
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1114127,5.13,Standard Keyboard
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1114127,6.38,HP USB/PS2 Optical Scroll Mouse
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1114127,11.17,MS Access
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,223000-Other Expenditure,NZ900-Finance & Corporate Services,CENTRE FOR SOCIAL AND ECONOMIC INCLUSION (CSEI),1114168,"49,000.00",2551-1 - First Strand 2 report due September 2013 & Interim report due January 2014. MoJ will pay the invoice. MoJ will then invoice DWP for the full milestone value.
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114127,164.00,"Standard Form Laptop - HP EliteBook 8470p (14"" screen)"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114127,164.00,"Standard Form Laptop - HP EliteBook 8470p (14"" screen)"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114127,85.87,X-Kryptor Client software installation
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114127,11.17,MS Access
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114127,11.17,MS Access
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1114127,198.12,Mindjet MindManger
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1114127,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1114127,164.00,"Standard Form Laptop - HP EliteBook 8470p (14"" screen)"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1114127,17.16,Laptop Rucksack
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,01/Oct/2013 ,245000-Grants in Aid to NDPBs,QZ500-Arms Length Bodies (CPG),CICA (CRIMINAL INJURIES COMPENSATION AUTHORITY),3619,"18,000,000.00",CICA -  Grant-in-aid
Ministry of Justice,MoJ HQ,15/Oct/2013 ,262000-SCA Costs,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,3684,"548,674.75",Provision of Court Funds Office service for the 2012/13 Financial Year
Ministry of Justice,MoJ HQ,10/Oct/2013 ,262000-SCA Costs,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,3660,"96,888.00",NSI Financing Charge for Development costs
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1114127,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,14/Oct/2013 ,222003-CIS Labour TFM Estates,QY200-OU10 Billback,MITIE JUSTICE LTD,1112629,"146,079.81",TFM Soft Services FIXED Costs April 2013 to March 2014 MOJ HQ MITIE SECURITY
Ministry of Justice,MoJ HQ,03/Oct/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1111546,"90,048.97",CCN A-S03481-01-V01 - Sustainable Print Service (SPS)
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1114404,"25,028.79",MoJ HQ Vodafone Mobiles - Account 602451432 - FY 13-14
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1114404,49.00,MoJ HQ Vodafone Mobiles - Account 602451432 - FY 13-14
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1114404,387.36,MoJ HQ Vodafone Mobiles - Account 602451432 - FY 13-14
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1114404,"5,005.76",MoJ HQ Vodafone Mobiles - Account 602451432 - FY 13-14
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1114404,-0.01,MoJ HQ Vodafone Mobiles - Account 602451432 - FY 13-14
Ministry of Justice,MoJ HQ,24/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1113633,"30,016.29",Lex AutoLease - MoJ Lease Car charges FY 13-14
Ministry of Justice,MoJ HQ,24/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1113633,"6,003.26",Lex AutoLease - MoJ Lease Car charges FY 13-14
Ministry of Justice,MoJ HQ,24/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1113633,-0.03,Lex AutoLease - MoJ Lease Car charges FY 13-14
Ministry of Justice,MoJ HQ,24/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1113633,"24,636.63",Lex AutoLease - MoJ Lease Car charges FY 13-14
Ministry of Justice,MoJ HQ,24/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1113633,"4,927.33",Lex AutoLease - MoJ Lease Car charges FY 13-14
Ministry of Justice,MoJ HQ,24/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1113633,-0.03,Lex AutoLease - MoJ Lease Car charges FY 13-14
Ministry of Justice,MoJ HQ,17/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1112846,"23,275.74",MoJ Lease Car Fuel Costs FY 13-14
Ministry of Justice,MoJ HQ,17/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1112846,"4,655.15",MoJ Lease Car Fuel Costs FY 13-14
Ministry of Justice,MoJ HQ,17/Oct/2013 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1112846,-0.35,MoJ Lease Car Fuel Costs FY 13-14
Ministry of Justice,MoJ HQ,01/Oct/2013 ,631000-Bank,WW000-Balance Sheet,DCMS#WW00010225,1111533,"72,725.60",Balance Sheet-GBS Citi Account
Ministry of Justice,MoJ HQ,24/Oct/2013 ,631000-Bank,WW000-Balance Sheet,YOUTH JUSTICE BOARD#WW00010229,1113699,"44,001.96",Balance Sheet-GBS Citi Account
Ministry of Justice,MoJ HQ,24/Oct/2013 ,631000-Bank,WW000-Balance Sheet,TREASURY SOLICITORS#WW00010231,1113700,"58,000.00",Balance Sheet-GBS Citi Account
Ministry of Justice,MoJ HQ,24/Oct/2013 ,631000-Bank,WW000-Balance Sheet,THE PAROLE BOARD#WW00010226,1113698,"76,728.08",Balance Sheet-GBS Citi Account
Ministry of Justice,MoJ HQ,23/Oct/2013 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1113431,"89,362.00",Balance Sheet-Rates Prepayment Control
Ministry of Justice,MoJ HQ,23/Oct/2013 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1113431,"83,961.00",Balance Sheet-Rates Prepayment Control
Ministry of Justice,MoJ HQ,23/Oct/2013 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1113431,"147,300.00",Balance Sheet-Rates Prepayment Control
Ministry of Justice,MoJ HQ,23/Oct/2013 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1113431,"585,272.00",Balance Sheet-Rates Prepayment Control
Ministry of Justice,MoJ HQ,23/Oct/2013 ,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1113431,"50,082.00",Balance Sheet-Rates Prepayment Control
Ministry of Justice,MoJ HQ,01/Oct/2013 ,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CCRC (CRIMINAL CASES REVIEW COMMISSION),3618,"450,000.00",Grant in Aid payment to the CCRC
Ministry of Justice,MoJ HQ,07/Oct/2013 ,264000-Consultancy,LZ600-Transforming Justice,PA CONSULTING GROUP,1112034,"103,350.00","Rehabilitation Programme - OBC External Assurance (3317-1).  This contract is formulated from the following: ITT document dated Friday 28th June 2013, Clarification Documents dated 03rd July 2013, Your proposal dated 04th July 2013."
Ministry of Justice,MoJ HQ,14/Oct/2013 ,264000-Consultancy,LZ600-Transforming Justice,PA CONSULTING GROUP,1112655,"548,264.82",To  Provide Rehabilitation Programme with HR People Transition Support
Ministry of Justice,MoJ HQ,10/Oct/2013 ,223000-Other Expenditure,RB999-JPG - CJRD,THE SALVATION ARMY,1112399,"244,786.10",Adult human trafficking victim care contract.Invoice period 01/07/2013-31/7/2013.Support days 3926 @ œ62.35 per day.
Ministry of Justice,MoJ HQ,31/Oct/2013 ,223000-Other Expenditure,RB999-JPG - CJRD,THE SALVATION ARMY,1114385,"251,519.90",Adult human trafficking victim care contract.Invoice period 01/08/2013-31/08/2013.Support days 4050 @ œ62.35 per day.
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,REFUGE,1112680,"26,347.50",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,NSPCC,1112646,"51,511.95",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,DOMESTIC VIOLENCE SERVICES (KEIGHLEY),1112530,"25,029.50",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,KARMA NIRVANA,1112591,"25,529.75",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,DOMESTIC VIOLENCE AND ABUSE SERVICE (SOUTH AND WEST DEVON),1112529,"29,121.90",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,BRAKE,1112481,"25,457.50",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,COVENTRY RAPE AND SEXUAL ABUSE CENTRE (CRASAC),1112519,"25,623.00",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,IPSWICH AND SUFFOLK COUNCIL FOR RACIAL EQUALITY,1112579,"32,825.00",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,14/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,LIGHTHOUSE WOMEN'S AID LTD TRADING AS IPSWICH WOMEN'S AID,1112611,"30,437.75",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime - Victim & Witness General Fund
Ministry of Justice,MoJ HQ,10/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,VICTIM SUPPORT,1112415,"9,500,000.00",Payment of grant to voluntary sector organisations - Q3 Grant Payment
Ministry of Justice,MoJ HQ,10/Oct/2013 ,246000-Current Grants,RB999-JPG - CJRD,MID WALES RASASC#RB31110334,1112345,"25,000.00",Payment of grant to voluntary sector organisations - Q3 Grant Payment
Ministry of Justice,MoJ HQ,01/Oct/2013 ,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,3632,"21,000,000.00",YJB Grant in Aid
Ministry of Justice,MoJ HQ,24/Oct/2013 ,246000-Current Grants,RC999-Criminal Justice Group - OMS,ACTION FOR PRISONERS FAMILIES,1113441,"60,000.00",Funding for voluntary sector infrastructure development 
Ministry of Justice,MoJ HQ,24/Oct/2013 ,246000-Current Grants,RC999-Criminal Justice Group - OMS,CLINKS,1113502,"222,900.00",Funding for voluntary sector infrastructure development 
Ministry of Justice,MoJ HQ,24/Oct/2013 ,246000-Current Grants,RC999-Criminal Justice Group - OMS,CLINKS,1113502,"30,000.00",Funding for voluntary sector infrastructure development 
Ministry of Justice,MoJ HQ,24/Oct/2013 ,246000-Current Grants,RC999-Criminal Justice Group - OMS,CLINKS,1113502,"25,000.00",Funding for voluntary sector infrastructure development 
Ministry of Justice,MoJ HQ,31/Oct/2013 ,246000-Current Grants,RC999-Criminal Justice Group - OMS,BLACK TRAINING & ENTERPRISE GROUP (BTEG),1114144,"37,500.00",Funding for voluntary sector infrastructure development 
Ministry of Justice,MoJ HQ,24/Oct/2013 ,246000-Current Grants,RC999-Criminal Justice Group - OMS,WOMENCENTRE LTD,1113830,"50,000.00",Funding for voluntary sector infrastructure development 
Ministry of Justice,MoJ HQ,21/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,MEDOMSLEY TRAINING SERVICES LTD,1113317,"658,318.20",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. VAT should not be paid on this contract.
Ministry of Justice,MoJ HQ,15/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3680,"129,509.40",Ashfield YOI Contraxct
Ministry of Justice,MoJ HQ,15/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3681,"355,372.79",PARC YOI Contract
Ministry of Justice,MoJ HQ,15/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3682,"58,639.89",Ashfield YOI Contraxct
Ministry of Justice,MoJ HQ,15/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3683,"343,909.16",PARC YOI Contract
Ministry of Justice,MoJ HQ,30/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3733,"245,845.00",ESCORTING CONTRACT FOR YOIs - FY13-14.
Ministry of Justice,MoJ HQ,30/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3734,"227,004.00",ESCORTING CONTRACT FOR YOIs - FY13-14.
Ministry of Justice,MoJ HQ,17/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (COOKHAM WOOD) LTD,1112944,"967,052.08",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. for Medway - VAT should not be paid on this contract.
Ministry of Justice,MoJ HQ,17/Oct/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (ONLEY) LTD,1112945,"1,280,491.76",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. VAT should not be paid on this contract.
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,565.24,"24"" LCD Display"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,44.68,MS Project Standard
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,46.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,11.17,MS Project Professional - Service ID 75593
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,328.00,"Standard Form Laptop - HP EliteBook 8470p (14"" screen)"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,11.17,MS Project Standard
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,328.00,"Standard Form Laptop - HP EliteBook 8470p (14"" screen)"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,92.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,22.34,MS Visio Std
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,22.34,MS Visio Std
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,22.34,MS Project Standard
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,33.51,MS Project Standard
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,33.51,MS Visio Std
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,22.34,MS Project Standard
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,22.34,MS Visio Std
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,92.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,328.00,"Standard Form Laptop - HP EliteBook 8470p (14"" screen)"
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,92.00,Provision and support of Secure Remote Access (RWSII) Capability
Ministry of Justice,MoJ HQ,31/Oct/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1114127,264.00,"Small Form Laptop - HP EliteBook 2570p (12.1"" screen)"
