Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,28/03/2011,STAFF EXPENSES / COSTS,Customer Contact and Business Development Group,EXPOTEL HOTEL RESERVATIONS LTD,4000050145,181.46
Department for Education,DEPARTMENT FOR EDUCATION,28/03/2011,STAFF EXPENSES / COSTS,Customer Contact and Business Development Group,EXPOTEL HOTEL RESERVATIONS LTD,4000050145,289.52
Department for Education,DEPARTMENT FOR EDUCATION,28/03/2011,STAFF EXPENSES / COSTS,Communications Strategy and Insight Group,EXPOTEL HOTEL RESERVATIONS LTD,4000050145,434.22
Department for Education,DEPARTMENT FOR EDUCATION,29/03/2011,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,EDUSERV,4000050305,55551
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2011,CURRENT GRANTS,Supporting Children and Young People Group 2,LUTON BOROUGH COUNCIL,705040,78750
Department for Education,DEPARTMENT FOR EDUCATION,14/03/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,THE FRANK BUTTLE TRUST,705042,35000
Department for Education,DEPARTMENT FOR EDUCATION,15/03/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,RELATE,705044,63618
Department for Education,DEPARTMENT FOR EDUCATION,29/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,THE FAMILY FUND TRUST,1000348,2046000
Department for Education,DEPARTMENT FOR EDUCATION,30/03/2011,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Safeguarding Group,NCB,1000350,178650.01
Department for Education,DEPARTMENT FOR EDUCATION,30/03/2011,CURRENT GRANTS,Supporting Children and Young People Group 2,UK YOUTH PARLIAMENT,1000351,65000
Department for Education,DEPARTMENT FOR EDUCATION,08/03/2011,PAYMENTS TO OTHER GOVERNMENT DEPARTMENTS,Children Young People and Families Early Years Extended Schools and Special Needs,DEPARTMENT OF HEALTH,2000329,60000
Department for Education,DEPARTMENT FOR EDUCATION,17/03/2011,GRANT IN AID,Children Young People and Families Group,CAFCASS,2000337,11284710
Department for Education,DEPARTMENT FOR EDUCATION,21/03/2011,CURRENT GRANTS to Other Government Departments,Supporting Children and Young People Group 2,HOME OFFICE,2000345,6000000
Department for Education,DEPARTMENT FOR EDUCATION,29/03/2011,CURRENT GRANTS,Children Young People and Families Group,CAFCASS,2000348,1000000
Department for Education,DEPARTMENT FOR EDUCATION,29/03/2011,CURRENT GRANTS,Children Young People and Families Group,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,2000350,504314.78
Department for Education,DEPARTMENT FOR EDUCATION,31/03/2011,GRANT IN AID,Children Young People and Families Group,CAFCASS,2000351,13189881
Department for Education,DEPARTMENT FOR EDUCATION,01/03/2011,CURRENT GRANTS,Children Young People and Families Supporting Delivery Group,NATIONAL CHILDRENS BUREAU,4000047756,27814
Department for Education,DEPARTMENT FOR EDUCATION,02/03/2011,CAPITAL GRANTS,Supporting Children and Young People Group 2,BIG LOTTERY FUND,4000047958,16974723
Department for Education,DEPARTMENT FOR EDUCATION,02/03/2011,CURRENT GRANTS,Supporting Children and Young People Group 2,BIG LOTTERY FUND,4000047958,32973
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BATH & NORTH EAST SOMERSET COUNCIL,4000048031,100263
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BATH & NORTH EAST SOMERSET COUNCIL,4000048031,35075
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BATH & NORTH EAST SOMERSET COUNCIL,4000048031,340000
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BATH & NORTH EAST SOMERSET COUNCIL,4000048031,14893
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BATH & NORTH EAST SOMERSET COUNCIL,4000048031,41784
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BATH & NORTH EAST SOMERSET COUNCIL,4000048031,708560
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BATH & NORTH EAST SOMERSET COUNCIL,4000048031,153750
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,CUMBRIA COUNTY COUNCIL,4000048032,396100
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,CUMBRIA COUNTY COUNCIL,4000048032,-93900
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,CUMBRIA COUNTY COUNCIL,4000048032,2342315
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,CUMBRIA COUNTY COUNCIL,4000048032,29787
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,CUMBRIA COUNTY COUNCIL,4000048032,21229
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,CUMBRIA COUNTY COUNCIL,4000048032,2697362
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,CUMBRIA COUNTY COUNCIL,4000048032,571560
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,DERBYSHIRE COUNTY COUNCIL,4000048033,2348616
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HARTLEPOOL BOROUGH COUNCIL,4000048034,85799
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HARTLEPOOL BOROUGH COUNCIL,4000048034,13298
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HARTLEPOOL BOROUGH COUNCIL,4000048034,14893
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HARTLEPOOL BOROUGH COUNCIL,4000048034,29493
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HARTLEPOOL BOROUGH COUNCIL,4000048034,702971
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HARTLEPOOL BOROUGH COUNCIL,4000048034,342936
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,KNOWSLEY MBC,4000048035,198425
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,KNOWSLEY MBC,4000048035,60500
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,KNOWSLEY MBC,4000048035,14893
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,KNOWSLEY MBC,4000048035,-24321
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,KNOWSLEY MBC,4000048035,1190613
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,KNOWSLEY MBC,4000048035,601623
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF BEXLEY COUNCIL,4000048036,806427
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF EALING COUNCIL,4000048037,261234
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF EALING COUNCIL,4000048037,-21325
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF EALING COUNCIL,4000048037,1216497
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF EALING COUNCIL,4000048037,29787
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF EALING COUNCIL,4000048037,-47747
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF EALING COUNCIL,4000048037,2559214
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF EALING COUNCIL,4000048037,228624
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF EALING COUNCIL,4000048037,25000
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF ENFIELD COUNCIL,4000048038,241050
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF ENFIELD COUNCIL,4000048038,-61959
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF ENFIELD COUNCIL,4000048038,29787
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF ENFIELD COUNCIL,4000048038,-205280
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF ENFIELD COUNCIL,4000048038,2293659
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF ENFIELD COUNCIL,4000048038,114312
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HARINGEY,4000048039,225125
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HARINGEY,4000048039,40624
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HARINGEY,4000048039,641622
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HARINGEY,4000048039,22340
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HARINGEY,4000048039,117220
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HARINGEY,4000048039,1812860
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HARINGEY,4000048039,730935
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HAVERING COUNCIL,4000048040,993411
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000048041,189200
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000048041,-6925
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000048041,2805246
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000048041,22340
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000048041,12998
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000048041,1864560
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000048041,114312
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF MERTON COUNCIL,4000048042,1018737
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF RICHMOND UPON THAMES,4000048043,141725
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF RICHMOND UPON THAMES,4000048043,51175
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF RICHMOND UPON THAMES,4000048043,14893
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF RICHMOND UPON THAMES,4000048043,17665
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF RICHMOND UPON THAMES,4000048043,888572
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,METROPOLITAN BOROUGH OF WIRRAL,4000048044,403925
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,METROPOLITAN BOROUGH OF WIRRAL,4000048044,-5239
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,METROPOLITAN BOROUGH OF WIRRAL,4000048044,22340
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,METROPOLITAN BOROUGH OF WIRRAL,4000048044,50910
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,METROPOLITAN BOROUGH OF WIRRAL,4000048044,2103244
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,METROPOLITAN BOROUGH OF WIRRAL,4000048044,492936
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MIDDLESBROUGH COUNCIL,4000048045,175475
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MIDDLESBROUGH COUNCIL,4000048045,5819
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MIDDLESBROUGH COUNCIL,4000048045,14893
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MIDDLESBROUGH COUNCIL,4000048045,85789
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MIDDLESBROUGH COUNCIL,4000048045,1094992
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MIDDLESBROUGH COUNCIL,4000048045,579114
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEWCASTLE CITY COUNCIL,4000048046,268691
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEWCASTLE CITY COUNCIL,4000048046,19465
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEWCASTLE CITY COUNCIL,4000048046,1088087
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEWCASTLE CITY COUNCIL,4000048046,22340
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEWCASTLE CITY COUNCIL,4000048046,79482
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEWCASTLE CITY COUNCIL,4000048046,354253
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEWCASTLE CITY COUNCIL,4000048046,835168
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTH LINCOLNSHIRE COUNCIL,4000048047,141240
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTH LINCOLNSHIRE COUNCIL,4000048047,-27490
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTH LINCOLNSHIRE COUNCIL,4000048047,14893
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTH LINCOLNSHIRE COUNCIL,4000048047,14800
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTH LINCOLNSHIRE COUNCIL,4000048047,926863
Department for Education,DEPARTMENT FOR EDUCATION,03/03/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTH LINCOLNSHIRE COUNCIL,4000048047,264312
