Ministry of Justice,HMCTS,16-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,STANDARD LIFE INVESTMENTS,1746319,"$219,851.50 ",,EH2 2LL-RENT,0,Programme,21,DF108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,1210463,"$263,821.80 "
Ministry of Justice,HMCTS,21-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,JAMES ANDREW RSW,1752206,"$215,884.00 ",,N3 2BP-RENTGEE,0,Programme,21,BA108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,5877,"$259,060.80 "
Ministry of Justice,HMCTS,20-Sep-11,221000-Property Rent and Rates,BZ999-London Region,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1748467,"$215,000.00 ",DERWENT LONDON RENT 88 ROSEBERY AVE LONDON EC1 29-09-2011 TO 24-12-2011,W1S 2ER-ROSE AV,0,Programme,21,TI121,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,19538,"$335,924.10 ",
Ministry of Justice,HMCTS,27-Sep-11,221000-Property Rent and Rates,SL999-Centralised Frontline,CITY OF LONDON,1757480,"$214,306.25 ",CITY OF LONDON  RPTS RENT FROM 29-09-2011 TO 24-12-2011,EC2P 2EJ-RENT,0,Programme,21,TO171,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,561996,"$280,603.69 ",
Ministry of Justice,HMCTS,6-Sep-11,222002-Other Property Costs,CZ999-South East Region,HI-SPEC FACILITIES SUPPORT CO PLC,1733891,"$201,430.72 ",SE Region- Hi Spec- cleaning 11/12,SE16 7PF,0,Programme,20,CA102,XZ999-Total HMCTS,222152-Cleaning (excl Waste Collctn),ITEM,,,14718,"$241,716.86 ",
Ministry of Justice,HMCTS,16-Sep-11,222002-Other Property Costs,FZ999-Midlands Region,REGENT OFFICE CARE LTD,1746262,"$198,183.85 ",Regent Office Care. Contract cleaning for Midlands Region 2011/12.,CV6 4QH,0,Programme,20,FA107,XZ999-Total HMCTS,222152-Cleaning (excl Waste Collctn),ITEM,,,28297,"$237,820.62 ",
Ministry of Justice,HMCTS,7-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COLLINGWOOD RIGBY,1737059,"$195,422.60 ",,B17 9PU-RENT,0,Programme,21,FJ108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,VAT,,,253488,"$1,172,535.60 ",
Ministry of Justice,HMCTS,27-Sep-11,222002-Other Property Costs,BZ999-London Region,HOME OFFICE,1757699,"$194,219.22 ",,NP20 9BB,0,Programme,21,TI124,XZ999-Total HMCTS,222114-Service Charges,ITEM,,,1102857,"$381,438.57 ",
Ministry of Justice,HMCTS,2-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,LONDON & CAPITAL PROPERTIES LTD,1731468,"$193,928.08 ",,NW1 3HG,0,Programme,21,FC108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,4325,"$232,713.70 ",
Ministry of Justice,HMCTS,27-Sep-11,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1757607,"$192,168.28 ",,CIS-LE10 3JF,F080,Programme,21,CD113,XZ999-Total HMCTS,532603-TA GBV Add CIS Labour Costs,VAT,,,CN2512-01-17201,"$1,153,009.66 ",
Ministry of Justice,HMCTS,20-Sep-11,221000-Property Rent and Rates,BZ999-London Region,CITY OF LONDON,1748391,"$187,500.00 ",,EC2P 2EJ-RENT,0,Programme,21,TE190,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,560209,"$187,500.00 ",
Ministry of Justice,HMCTS,2-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,LONDON & CAPITAL PROPERTIES LTD,1731468,"$186,385.50 ",,NW1 3HG,0,Programme,21,ED108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,4321,"$223,662.60 ",
Ministry of Justice,HMCTS,23-Sep-11,710800-Creditor <1 yr - Third Party Monies,BZ999-London Region,OFFICIAL RECEIVER COMPANIES#IE41310659,481239,"$183,740.00 ",,DX 44450,0,Programme,20,IE413,XZ999-Total HMCTS,710801-Bankruptcy/Company Deposits,ITEM,,,IE41310659,"$183,740.00 ",ONE TIME
Ministry of Justice,HMCTS,16-Sep-11,221000-Property Rent and Rates,GZ999-North West Region,BRUNTWOOD ESTATES,1745696,"$182,852.25 ",BRUNTWOOD PODIUM PHASE PICCADILLY MANCHESTER RENT  29-09-2011 TO 24-12-2011,M1 4BT,0,Programme,21,TI141,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,175507,"$237,507.08 ",
Ministry of Justice,HMCTS,20-Sep-11,221000-Property Rent and Rates,BZ999-London Region,GBR PHOENIX BEARD,1748562,"$182,449.38 ",,B3 3PJ-RENT,0,Programme,21,TM100,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,75058,"$218,939.26 ",
Ministry of Justice,HMCTS,2-Sep-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LOGICA UK LTD,1731467,"$173,910.00 ","CCN L-R-2570-04	CERP PCOL fix  	 	",CF31 9AP,B716,Programme,20,AV335,XZ999-Total HMCTS,223560-IT Application Costs,ITEM,,,356534,"$208,692.00 ",
Ministry of Justice,HMCTS,27-Sep-11,221000-Property Rent and Rates,BZ999-London Region,HOME OFFICE,1757699,"$172,314.46 ",,NP20 9BB,0,Programme,21,TI124,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,1102857,"$381,438.57 ",
Ministry of Justice,HMCTS,13-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,STANDARD LIFE INVESTMENTS,1741420,"$171,456.60 ",,EH2 2LL,0,Programme,21,CD108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,1210036,"$205,747.92 ",
Ministry of Justice,HMCTS,16-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,GREAT CAPITAL PARTNERSHIP (GP) LTD,1745848,"$168,750.00 ",,W1G 0PW,0,Programme,21,BA108,XZ999-Total HMCTS,610430-Rent Prepayment Control Account,ITEM,,,15237,"$202,500.00 ",
Ministry of Justice,HMCTS,23-Sep-11,222001-Maintenance,GZ999-North West Region,CARILLION PLANNED MAINTENANCE,1754598,"$168,448.30 ",Manchester & Merseyside M&E PPM charges from April 2011 to January 2012,CIS-G72 0FT,0,Programme,21,GA108,XZ999-Total HMCTS,222192-CIS Labour Mechanical & Electric,ITEM,,,21208814,"$202,137.96 ",
Ministry of Justice,HMCTS,30-Sep-11,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1762225,"$164,757.52 ",DWP MOTO BUSINESS RATES FOR INVOICE TRANSACTION NO: 5024230,FY5 3TA,0,Programme,21,TC150,XZ999-Total HMCTS,222174-TS PRIME Rates,ITEM,,,5024230,"$985,104.93 ",
Ministry of Justice,HMCTS,30-Sep-11,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1762225,"$164,757.52 ",,FY5 3TA,0,Programme,21,TC150,XZ999-Total HMCTS,222174-TS PRIME Rates,ITEM,,,5024303,"$979,662.44 ",
Ministry of Justice,HMCTS,30-Sep-11,221000-Property Rent and Rates,BZ999-London Region,CBRE CB RICHARD ELLIS,1762169,"$160,125.00 ",,EC2V 5WB-WLLNTN,0,Programme,21,TI131,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,967001,"$192,150.00 ",
Ministry of Justice,HMCTS,27-Sep-11,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1757607,"$159,527.53 ",,CIS-LE10 3JF,F080,Programme,21,CD113,XZ999-Total HMCTS,532603-TA GBV Add CIS Labour Costs,VAT,,,CN2513-01-17202,"$957,165.19 ",
Ministry of Justice,HMCTS,6-Sep-11,222002-Other Property Costs,EZ999-Wales Region,MITIE SECURITY LTD,1734059,"$154,673.11 ",HMCS Wales [multiple sites]:Acc. No. COUR09:Contracted Monthly Security Services: March 2011 - March 2012: MITIE Security:,MK6 2WX,0,Programme,20,EA104,XZ999-Total HMCTS,222151-Security,ITEM,,,34/440188,"$185,607.73 ",
Ministry of Justice,HMCTS,23-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,1755625,"$154,020.00 ",Rates Invoice,RATES,0,Programme,21,IA105,XZ999-Total HMCTS,610450-Rates Prepayment Control Account,ITEM,,,67441149/2011-12,"$154,020.00 ",
Ministry of Justice,HMCTS,23-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CROYDON COUNCIL,1755555,"$152,685.90 ",Rates Invoice,RATES,0,Programme,21,BA108,XZ999-Total HMCTS,610450-Rates Prepayment Control Account,ITEM,,,42843061/2011-12,"$152,685.90 ",
Ministry of Justice,HMCTS,9-Sep-11,222002-Other Property Costs,GZ999-North West Region,ELITE CLEANING & ENV SERVICES LTD,1738959,"$148,454.93 ",NW Region - ECES Cleaning April 11 - Mar 12,M21 7GJ,0,Programme,20,GA103,XZ999-Total HMCTS,222152-Cleaning (excl Waste Collctn),ITEM,,,35378,"$178,145.91 ",
Ministry of Justice,HMCTS,28-Sep-11,222002-Other Property Costs,AQ999-HQ - Finance & Governance,MITIE SECURITY LTD,1760481,"$146,449.66 ",Contracted Static Security for various tribunals sites until September 2011,MK6 2WX,0,Admin,20,TS323,XZ999-Total HMCTS,222151-Security,ITEM,,,49/440332,"$175,739.59 ",
Ministry of Justice,HMCTS,23-Sep-11,710800-Creditor <1 yr - Third Party Monies,BZ999-London Region,OFFICIAL RECEIVER BANKRUPTCY#IE41310658,481238,"$145,075.00 ",,DX 44450,0,Programme,20,IE413,XZ999-Total HMCTS,710801-Bankruptcy/Company Deposits,ITEM,,,IE41310658,"$145,075.00 ",ONE TIME
Ministry of Justice,HMCTS,16-Sep-11,221000-Property Rent and Rates,FZ999-Midlands Region,COLLIER & MADGE PLC,1745738,"$143,625.00 ",COLLIER MADGE RENT ENTIRE BUILDING  COMMUNICATIONS POINT TOWN ROAD HANLEY STOKE ON TRENT 29-09-2011 TO 24-12-2011,W1H 7AL,0,Programme,21,TI143,XZ999-Total HMCTS,221112-Property Rents - Passing Rent,ITEM,,,145234,"$172,350.00 ",
Ministry of Justice,HMCTS,23-Sep-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARROW,1755631,"$140,278.57 ",Rates Invoice,RATES,0,Programme,21,BA108,XZ999-Total HMCTS,610450-Rates Prepayment Control Account,ITEM,,,9050328659/2011-12,"$140,278.57 ",
Ministry of Justice,HMCTS,9-Sep-11,222001-Maintenance,DZ999-South West Region,BRYMOR CONTRACTORS LTD,1738851,"$139,765.79 ","CIS labour - provision of temporary county court accommodation at Basingstoke Magistrates' Court, BCP 10/11 (55).",CIS-PO7 7XN,0,Programme,21,DG401,XZ999-Total HMCTS,222136-CIS Labour Build Improvements Works,ITEM,,,B21074,"$167,718.95 ",
Ministry of Justice,HMCTS,13-Sep-11,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1741488,"$139,745.00 ",CIS Labour - Newport Mags - Wates Construction - Enabling works / construction,CIS-KT22 7SW,F090,Programme,21,EC308,XZ999-Total HMCTS,532603-TA GBV Add CIS Labour Costs,ITEM,,,73225,"$167,694.00 ",
