Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001137340,"944,024.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,GREATER MANCHESTER POLICE AUTHORITY (G),1001129197,"20,705,963.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,GREATER MANCHESTER POLICE AUTHORITY (G),1001137341,"442,755.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,GWENT POLICE AUTHORITY 1 (G),1001129198,"4,012,840.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,GWENT POLICE AUTHORITY 1 (G),1001137342,"35,479.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,HAMPSHIRE POLICE AUTHORITY 1 (G),1001129199,"11,497,255.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),1001129200,"6,623,331.00"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),1001138763,"222,731.00"
Home Office,Home Office,28/07/2011,GRANTS,CPG - Crime & Policing Group,HM REVENUE & CUSTOMS (G),3000043187,"99,000.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,HUMBERSIDE POLICE AUTHORITY 1 (G),1001129201,"6,232,921.00"
Home Office,Home Office,01/07/2011,GRANTS,CPG - Crime & Policing Group,INDEPENDENT CUSTODY VISITING ASSN (G),1001129176,"34,336.00"
Home Office,Home Office,28/07/2011,GRANTS,CPG - Crime & Policing Group,INDEPENDENT POLICE COMPLAINTS COMISSION (G),1001139804,"2,500,000.00"
Home Office,Home Office,21/07/2011,"Building, Construction Service.Building, Construction Service - PROG",CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001136861,"38,681.16"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,KENT COUNTY COUNCIL 1 (G),1001137347,"98,049.75"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,KENT POLICE AUTHORITY 1 (G),1001129203,"9,823,144.00"
Home Office,Home Office,27/07/2011,GRANTS,CPG - Crime & Policing Group,KIDS TASKFORCE (G),1001139047,"100,000.00"
Home Office,Home Office,15/07/2011,GRANTS,CPG - Crime & Policing Group,KIRKLEES PCT (G),3000043109,"89,077.75"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),1001129204,"9,528,222.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),1001137348,"87,384.00"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),1001138764,"274,681.00"
Home Office,Home Office,28/07/2011,GRANTS,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),1001139805,"55,120.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),1001129205,"6,036,080.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),1001137349,"76,354.00"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),1001138766,"221,411.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,LINCOLNSHIRE POLICE AUTHORITY 1 (G),1001129206,"3,571,904.00"
Home Office,Home Office,15/07/2011,GRANTS,CPG - Crime & Policing Group,LONDON BOROUGH OF HARINGEY 1 (G),1001134936,"87,255.50"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),1001129207,"11,480,388.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),1001137355,"113,729.00"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,METROPOLITAN POLICE SERVICE (G),1001138770,"267,996.81"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,NATIONAL POLICING IMPROVEMENT AGENCY (G),1001138771,"87,123.00"
Home Office,Home Office,08/07/2011,GRANTS,CPG - Crime & Policing Group,NEATH PORT TALBOT C B C (G),1001131958,"29,502.25"
Home Office,Home Office,11/07/2011,GRANTS,CPG - Crime & Policing Group,NEIGHBOURHOOD AND HOMEWATCH NETWORK (ENGLAND AND WALES) NETWORK (G),1001132870,"45,000.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,NEW WEST MERCIA POLICE AUTHORITY (G),1001129210,"6,178,620.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,NEWCASTLE-UPON-TYNE MDC (G),1001137356,"102,916.50"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,NORFOLK POLICE AUTHORITY 1 (G),1001129211,"4,805,069.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,NORTH WALES POLICE AUTHORITY (G),1001129212,"4,677,883.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,NORTH YORKSHIRE POLICE AUTHORITY (G),1001129213,"3,937,104.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,NORTH YORKSHIRE POLICE AUTHORITY (G),1001137359,"82,088.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,NORTHAMPTONSHIRE POLICE 1 (G),1001129214,"4,046,674.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,NORTHAMPTONSHIRE POLICE 1 (G),1001137360,"98,720.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,NORTHUMBRIA POLICE (G),1001129215,"10,357,098.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,NORTHUMBRIA POLICE (G),1001137361,"87,653.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,NOTTINGHAMSHIRE POLICE AUTHORITY 2 (G),1001129216,"7,237,470.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,NOTTINGHAMSHIRE POLICE AUTHORITY 2 (G),1001137362,"111,847.00"
Home Office,Home Office,28/07/2011,GRANTS,CPG - Crime & Policing Group,NOTTINGHAMSHIRE POLICE AUTHORITY 2 (G),1001139807,"213,104.50"
Home Office,Home Office,28/07/2011,GRANTS,CPG - Crime & Policing Group,NPIA (G),1001139808,"33,000,000.00"
Home Office,Home Office,15/07/2011,GRANTS,CPG - Crime & Policing Group,OXFORD CITY PCT (G),3000043110,"98,118.75"
Home Office,Home Office,04/07/2011,Professional & Admin Services.Business admin services - PROG,CPG - Crime & Policing Group,PRICE WATERHOUSE COOPERS LLP,1001130128,"6,296.40"
Home Office,Home Office,04/07/2011,Professional & Admin Services.Business admin services - PROG,CPG - Crime & Policing Group,PRICE WATERHOUSE COOPERS LLP,1001130128,"237,600.00"
Home Office,Home Office,05/07/2011,Professional & Admin Services.Consultancy - Advice - PROG,CPG - Crime & Policing Group,PRICE WATERHOUSE COOPERS LLP,1001130281,"330,543.60"
Home Office,Home Office,05/07/2011,Professional & Admin Services.Consultancy - Advice - ADMN,CPG - Crime & Policing Group,PRICE WATERHOUSE COOPERS LLP,1001130281,"322,880.40"
Home Office,Home Office,12/07/2011,GRANTS,CPG - Crime & Policing Group,REFUGE (G),1001132979,"62,500.00"
Home Office,Home Office,08/07/2011,"IT, Broadcasting & Telecomms.IT Running Cost - Maint - PROG",CPG - Crime & Policing Group,SAVVIS UK LTD,1001131894,"26,303.82"
Home Office,Home Office,15/07/2011,Defense & Law Enforcement.Police Liaison Officers,CPG - Crime & Policing Group,SERIOUS ORGANISED CRIME AGENCY,1001134643,"34,141.57"
Home Office,Home Office,06/07/2011,Professional & Admin Services.Business admin services - PROG,CPG - Crime & Policing Group,SHEFFIELD CITY  COUNCIL,1001131241,"53,978.00"
Home Office,Home Office,27/07/2011,Professional & Admin Services.Consultancy - Advice - PROG,CPG - Crime & Policing Group,SHEFFIELD HALLAM UNIVERSITY,1001138968,"148,022.26"
Home Office,Home Office,19/07/2011,GRANTS,CPG - Crime & Policing Group,SOCA (G),1001135582,"17,000,000.00"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,SOCA (G),1001138776,"29,345.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,SOLIHULL PRIMARY CARE TRUST (G),3000043154,"35,980.75"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1001129220,"8,387,288.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1001137364,"43,812.00"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1001138777,"242,823.30"
Home Office,Home Office,28/07/2011,GRANTS,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1001139811,"93,076.50"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE AUTHORITY 1 (G),1001129221,"9,230,816.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE AUTHORITY 1 (G),1001137365,"361,406.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,STAFFORDSHIRE POLICE AUTHORITY (G),1001129222,"6,180,975.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,STAFFORDSHIRE POLICE AUTHORITY (G),1001137366,"97,208.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,SUFFOLK POLICE AUTHORITY (G),1001129223,"3,825,493.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,SURREY POLICE AUTHORITY 1 (G),1001129224,"5,835,740.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,SUSSEX POLICE AUTHORITY 1 (G),1001129225,"9,081,460.00"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,SUSSEX POLICE AUTHORITY 1 (G),1001138778,"170,239.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,THAMES VALLEY POLICE (G),1001129226,"13,179,571.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,THAMES VALLEY POLICE (G),1001137367,"186,957.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,TRAFFORD METROPOLITAN BOROUGH COUNCIL (G),1001137368,"54,035.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,WARWICKSHIRE POLICE AUTHORITY 1 (G),1001129227,"2,932,142.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,WARWICKSHIRE POLICE AUTHORITY 1 (G),1001137369,"58,625.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),1001129229,"22,740,680.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),1001137370,"291,376.00"
Home Office,Home Office,26/07/2011,GRANTS,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),1001138780,"187,822.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),1001129230,"16,054,480.00"
Home Office,Home Office,22/07/2011,GRANTS,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),1001137371,"303,374.00"
Home Office,Home Office,27/07/2011,GRANTS,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),1001139147,"295,357.00"
Home Office,Home Office,04/07/2011,GRANTS,CPG - Crime & Policing Group,WILTSHIRE CONSTABULARY (G),1001129231,"3,468,252.00"
Home Office,Home Office,27/07/2011,GRANTS,CPG - Crime & Policing Group,YOUTH JUSTICE BOARD FOR ENGLAND AND WALES (G) (THE),1001139153,"1,125,000.00"
Home Office,UKBA - UK Border Agency,07/07/2011,"Transport, Storage & Mail Serv.Visa stock",UKBA - UK Border Agency,3M SECURITY PRINTING & SYSTEMS LTD,1001131314,"78,500.53"
Home Office,UKBA - UK Border Agency,07/07/2011,"Transport, Storage & Mail Serv.Visa stock",UKBA - UK Border Agency,3M SECURITY PRINTING & SYSTEMS LTD,1001131314,0.35
Home Office,UKBA - UK Border Agency,19/07/2011,"Transport, Storage & Mail Serv.Visa stock",UKBA - UK Border Agency,3M SECURITY PRINTING & SYSTEMS LTD,1001135583,"125,604.00"
Home Office,UKBA - UK Border Agency,14/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ADVANTAGE TECHNICAL RESOURCING,1001134075,"26,910.00"
Home Office,UKBA - UK Border Agency,14/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ADVANTAGE TECHNICAL RESOURCING,1001134075,"41,496.00"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,ANGEL GROUP,1001130027,"58,016.86"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,ANGEL GROUP,1001130027,"10,410.06"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,ANGEL GROUP,1001130027,"119,667.67"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,ANGEL GROUP,1001130027,"37,112.79"
Home Office,UKBA - UK Border Agency,12/07/2011,"Building, Construction Service.Build a new structure (FA).",UKBA - UK Border Agency,ARORA MANAGEMENT SERVICES ON BEHALF OF AP24 LTD,4000004102,"1,311,495.10"
Home Office,UKBA - UK Border Agency,25/07/2011,"IT, Broadcasting & Telecomms.Computer Equip & Access - PROG",UKBA - UK Border Agency,ARQIVA LTD,1001137925,"50,454.00"
Home Office,UKBA - UK Border Agency,06/07/2011,"Transport, Storage & Mail Serv.Fuel & Vehicle Supp Serv- PROG",UKBA - UK Border Agency,ARVAL UK LTD,1001130801,"32,864.59"
Home Office,UKBA - UK Border Agency,26/07/2011,"Transport, Storage & Mail Serv.Fuel & Vehicle Supp Serv- PROG",UKBA - UK Border Agency,ARVAL UK LTD,1001138359,"31,346.10"
Home Office,UKBA - UK Border Agency,11/07/2011,"Law Enforcement & safety Equip.Haulage, Storage & Disp (HSD)",UKBA - UK Border Agency,ASSOCIATED BRITISH PORTS,1001132413,"267,031.20"
Home Office,UKBA - UK Border Agency,06/07/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001130804,"384,533.12"
Home Office,UKBA - UK Border Agency,27/07/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001138891,"87,789.48"
Home Office,UKBA - UK Border Agency,27/07/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001138891,"74,169.83"
Home Office,UKBA - UK Border Agency,20/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001136149,"33,810.00"
Home Office,UKBA - UK Border Agency,04/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001130032,"22,530.28"
Home Office,UKBA - UK Border Agency,29/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001139864,"168,468.83"
Home Office,UKBA - UK Border Agency,04/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001130032,"112,610.34"
Home Office,UKBA - UK Border Agency,25/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001137927,"31,006.47"
Home Office,UKBA - UK Border Agency,26/07/2011,IT & Telecoms Components.Standard Software  (FA) .,UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001138361,"256,170.14"
Home Office,UKBA - UK Border Agency,25/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001137927,"24,444.26"
Home Office,UKBA - UK Border Agency,04/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001130032,"281,234.22"
Home Office,UKBA - UK Border Agency,22/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001137384,"22,851.87"
Home Office,UKBA - UK Border Agency,22/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001137384,"92,506.00"
Home Office,UKBA - UK Border Agency,22/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001137384,"52,600.00"
Home Office,UKBA - UK Border Agency,04/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001130032,"104,859.98"
Home Office,UKBA - UK Border Agency,20/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001136149,"40,933.00"
Home Office,UKBA - UK Border Agency,20/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001136149,"65,722.00"
Home Office,UKBA - UK Border Agency,29/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001139864,"583,680.87"
Home Office,UKBA - UK Border Agency,27/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001138891,"233,295.73"
Home Office,UKBA - UK Border Agency,27/07/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001138891,2
Home Office,UKBA - UK Border Agency,27/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001138891,"150,985.00"
Home Office,UKBA - UK Border Agency,19/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001135595,"50,073.00"
Home Office,UKBA - UK Border Agency,28/07/2011,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001139527,"24,215.00"
Home Office,UKBA - UK Border Agency,28/07/2011,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001139527,"36,031.00"
Home Office,UKBA - UK Border Agency,26/07/2011,"IT, Broadcasting & Telecomms. IT Run Cost Info Support-PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001138361,"179,148.00"
Home Office,UKBA - UK Border Agency,26/07/2011,"IT, Broadcasting & Telecomms. IT Run Cost Info Support-PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001138361,"17,852.00"
Home Office,UKBA - UK Border Agency,29/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1001139864,"21,060.00"
Home Office,UKBA - UK Border Agency,12/07/2011,"Transport, Storage & Mail Serv.Parking fees - PROG",UKBA - UK Border Agency,BAA BUSINESS SUPPORT CENTRE LTD,1001133007,"335,195.02"
Home Office,UKBA - UK Border Agency,04/07/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,BABCOCK NUCLEAR SERVICES LTD,1001130035,"91,310.72"
Home Office,UKBA - UK Border Agency,29/07/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,BABCOCK NUCLEAR SERVICES LTD,1001139866,"91,310.72"
Home Office,Home Office,05/07/2011,NULL,PFD*,BARCLAYS BANK,1001130197,204
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,BARNSLEY MBC 1 (G),1001131927,"25,271.00"
