Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/09/2010,CURRENT GRANTS,Workforce Group Children and Families Workforce,STAFFORDSHIRE COUNCIL,4000034217,70580
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/09/2010,CAPITAL GRANTS,School Formation and Investment Group,THE BRIDGE ACADEMY HACKNEY LTD,4000034218,76008.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,BIRMINGHAM CITY COUNCIL,4000034237,493152
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,CALDERDALE MBC,4000034238,164655
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,CHESHIRE WEST & CHESTER COUNCIL,4000034239,110000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,DORSET COUNTY COUNCIL,4000034240,1376372
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,GLOUCESTERSHIRE COUNTY COUNCIL,4000034241,3800335
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF HARROW COUNCIL,4000034242,157989
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,LONDON BOROUGH OF ISLINGTON COUNCIL,4000034243,121992
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,METROPOLITAN BOROUGH OF WIRRAL,4000034244,645651
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,NORTHAMPTONSHIRE COUNTY COUNCIL,4000034245,4146055
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,NOTTINGHAMSHIRE COUNTY COUNCIL,4000034246,3782997
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,SHEFFIELD CITY COUNCIL,4000034247,1717966
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,SOLIHULL MBC,4000034248,582512
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,STAFFORDSHIRE COUNCIL,4000034249,1270525
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,STOCKPORT MBC,4000034250,303313
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,STOCKTON ON TEES,4000034251,433401
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,WAKEFIELD MDC,4000034252,941093
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,APPLEYARDS LTD,4000034253,110978.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,AUDENSHAW SCHOOL,4000034255,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,14 - 19 Reform Participation and Attainment,BIRMINGHAM CITY COUNCIL,4000034257,157182.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Group,BRITISH ASSOCIATION FOR ADOPTION & FOSTERING,4000034259,73196.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,BROADCLYST COMMUNITY PRIMARY SCHOOL,4000034261,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Safeguarding Group,CENTRAL OFFICE OF INFORMATION,4000034263,126073.87
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,DARRICK WOOD SENIOR SCHOOL,4000034268,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Standards Group,DERBYSHIRE COUNTY COUNCIL,4000034269,70000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,DURHAM COUNTY COUNCIL,4000034270,67050
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,EC HARRIS LLP,4000034271,39331
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,14 - 19 Reform Qualification Standards and Reform,EDEN PROJECT,4000034272,151181.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,MANAGEMENT CONSULTANCY,Children and Families Group,ENGINE GROUP LTD,4000034273,135546.47
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,GARFORTH GREEN LANE PRIMARY SCHOOL,4000034276,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,GEORGE SPENCER FOUNDATION SCHOOL & TECHNOLOGY COLLEGE,4000034278,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,School Formation and Investment Group,HARRIS GIRLS ACADEMY EAST DULWICH,4000034280,1105319
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,HAVELOCK ACADEMY NEW ACADEMY PROJECT TEAM,4000034282,95178
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,IVYBRIDGE COMMUNITY COLLEGE,4000034285,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,KEARSLEY ACADEMY,4000034288,46814.93
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,LEARNING SCHOOLS TRUST,4000034290,175057.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Formation and Investment Group,LEEDS CITY COUNCIL,4000034291,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,MIDDLESBROUGH COUNCIL,4000034297,28925
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,NATIONAL CHILDRENS BUREAU,4000034298,462204
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,NEWCASTLE CITY COUNCIL,4000034299,38825
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,NORTHAMPTONSHIRE COUNTY COUNCIL,4000034303,81625
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,NORTHUMBERLAND COUNTY COUNCIL,4000034304,38875
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,REDCAR & CLEVELAND BOROUGH COUNCIL,4000034308,23375
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CURRENT GRANTS,School Standards Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000034308,70000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,STOCKTON ON TEES,4000034315,28300
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,SUNDERLAND CITY COUNCIL,4000034316,43450
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,IS/IT,Chief Information Officer Group,THE DANWOOD GROUP LTD,4000034317,42040.93
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,RESEARCH & DEVELOPMENT COSTS,Children and Families Supporting Delivery Group,THE DARTINGTON HALL TRUST,4000034318,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,School Formation and Investment Group,THE JCB ACADEMY,4000034319,1256822.13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,CAPITAL GRANTS,School Formation and Investment Group,TUNESIDE LTD,4000034323,43684.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/09/2010,RESEARCH & DEVELOPMENT COSTS,School Standards Group,UNIVERSITY OF EXETER,4000034324,45116
DEPARTMENT FOR EDUCATION,TEACHERS PENSION SCHEME,03/09/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP HSBC,1000289,247366.53
DEPARTMENT FOR EDUCATION,TEACHERS PENSION SCHEME,03/09/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP NATWEST,1000290,625149987.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,GRANT IN AID,Children and Families Group,CAFCASS,2000203,11548857
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,GRANT IN AID,Workforce Group Young People Workforce,NATIONAL COLLEGE OF SCHOOL LEADERSHIP,2000204,7500000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,GRANT IN AID,Workforce Group Young People Workforce,TRAINING & DEVELOPMENT AGENCY FOR SCHOOLS TDA,2000205,62379376.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,GRANT IN AID,14 - 19 Reform Participation and Attainment,YOUNG PEOPLES LEARNING AGENCY,2000206,917774000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CURRENT GRANTS,Children and Families Group,BOOK TRUST,4000034347,677257
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CURRENT GRANTS,Children and Families Early Years Extended Schools and Special Needs,BOOK TRUST,4000034347,692422
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,IS/IT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,4000034349,23747.21
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CONTRACT PROGRAMME EXPENDITURE,School Standards Group,CAPITA BUSINESS SERVICES LTD,4000034350,6018606.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CAPITAL GRANTS,School Formation and Investment Group,HEREFORD STEINER ACADEMY,4000034356,50592.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CURRENT GRANTS,School Formation and Investment Group,KINGSHURST CTC,4000034358,19028
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CAPITAL GRANTS,School Formation and Investment Group,KINGSHURST CTC,4000034358,21097.04
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CURRENT GRANTS,School Formation and Investment Group,LONDON G&T MYRIAD LEARNING LTD,4000034359,78218
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,RESEARCH & DEVELOPMENT COSTS,Children and Families Supporting Delivery Group,NFER TRADING LIMITED INV T,4000034364,57461
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,PKF UK LIMITED,4000034368,62432.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,PKF UK LLP,4000034369,125032.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Group,SINGLE PARENT ACTION NETWORK,4000034371,25019.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Child Well Being Group,SKILLS ACTIVE,4000034372,29200
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,CURRENT GRANTS,School Formation and Investment Group,THE JOHN WALLIS CHURCH OF ENGLAND ACADEMY,4000034373,74183.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,PROFESSIONAL FEES,School Performance and Reform Group,UNIVERSITY OF WOLVERHAMPTON,4000034376,85797
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000034377,0.12
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Curriculum and Pupil Well Being Improving Behaviour and Attendance Unit,VODAFONE CORPORATE,4000034377,0.18
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Analysis and Research,VODAFONE CORPORATE,4000034377,0.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Formation and Investment Group,VODAFONE CORPORATE,4000034377,0.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Corporate and Internal Communications Group,VODAFONE CORPORATE,4000034377,0.34
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Curriculum and Pupil Well Being Improving Behaviour and Attendance Unit,VODAFONE CORPORATE,4000034377,0.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Young People  Schools Children and Young People Group,VODAFONE CORPORATE,4000034377,0.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Chief Information Officer Group,VODAFONE CORPORATE,4000034377,0.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group EFM,VODAFONE CORPORATE,4000034377,0.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Children and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000034377,0.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000034377,0.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000034377,0.8
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000034377,0.86
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Children and Families Child Well Being Group,VODAFONE CORPORATE,4000034377,0.92
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group Strategic Functions,VODAFONE CORPORATE,4000034377,0.92
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000034377,0.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Performance and Reform Group,VODAFONE CORPORATE,4000034377,0.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Young People Talent Task Force Division,VODAFONE CORPORATE,4000034377,1
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Formation and Investment Group,VODAFONE CORPORATE,4000034377,1.12
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Children and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000034377,1.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group EFM,VODAFONE CORPORATE,4000034377,1.2
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group EFM,VODAFONE CORPORATE,4000034377,1.26
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Children and Families Child Well Being Group,VODAFONE CORPORATE,4000034377,1.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group Schools and Category Management,VODAFONE CORPORATE,4000034377,1.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group Schools and Category Management,VODAFONE CORPORATE,4000034377,1.46
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000034377,1.46
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Communications Strategy and Insight Group,VODAFONE CORPORATE,4000034377,1.48
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Standards Group,VODAFONE CORPORATE,4000034377,1.53
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000034377,1.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Performance and Reform Group,VODAFONE CORPORATE,4000034377,2.09
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000034377,2.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Corporate Services Director General,VODAFONE CORPORATE,4000034377,2.33
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000034377,2.48
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000034377,2.48
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000034377,3.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000034377,3.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Young People  Schools Children and Young People Group,VODAFONE CORPORATE,4000034377,3.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Children and Families Safeguarding Group,VODAFONE CORPORATE,4000034377,3.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group Strategic Functions,VODAFONE CORPORATE,4000034377,3.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Standards Group,VODAFONE CORPORATE,4000034377,3.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Children and Families Supporting Delivery Group,VODAFONE CORPORATE,4000034377,3.66
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group EFM,VODAFONE CORPORATE,4000034377,3.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Children and Families Supporting Delivery Group,VODAFONE CORPORATE,4000034377,3.77
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000034377,3.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000034377,3.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Performance and Reform Group,VODAFONE CORPORATE,4000034377,3.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children and Families Supporting Delivery Group,VODAFONE CORPORATE,4000034377,4
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000034377,4.06
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group EFM,VODAFONE CORPORATE,4000034377,4.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children and Families Child Well Being Group,VODAFONE CORPORATE,4000034377,4.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group EFM,VODAFONE CORPORATE,4000034377,4.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,TELEPHONE CHARGES,Commercial Group EFM,VODAFONE CORPORATE,4000034377,4.37
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Curriculum and Pupil Well Being Improving Behaviour and Attendance Unit,VODAFONE CORPORATE,4000034377,4.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Curriculum and Pupil Well Being Improving Behaviour and Attendance Unit,VODAFONE CORPORATE,4000034377,4.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children and Families Supporting Delivery Group,VODAFONE CORPORATE,4000034377,4.65
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000034377,4.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Analysis and Research,VODAFONE CORPORATE,4000034377,4.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/09/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000034377,4.7
