Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,HARRIS CHURCH OF ENGLAND HIGH SCHOOL,222666,26762.16
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST ANGELAS URSULINE CONVENT SCHOOL GOVERNMENT FUND,222672,39023.37
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,THE BLUE COAT SCHOOL SALARIES ACCOUNT,222700,28758.54
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,JEWS FREE SCHOOL -AMG ACCOUNT,222744,26866.52
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,PARMITER'S FOUNDATION CURRENT ACCOUNT,222764,34754.23
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,CHRIST CHURCH HIGH SCHOOL,222786,27143.29
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,CANON PALMER SCHOOL GOVERNORS LETTINGS,222806,33754.84
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF REDBRIDGE TRINITY ROMAN CATHOLIC HEXHAM,222822,45842.51
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,BISHOP BELL CHURCH ENGLAND SCHOOL,222866,29158.16
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),222872,153240.28
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST PETERS ROMAN CATHOLIC HIGH SCHOOL FUND,222890,47448.98
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,THE GOVERNORS OF BAINES SCHOOL GRANT ACCOUNT,222898,28686.41
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,REDBRIDGE KING SOLOMON HIGH,222902,28848.56
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST GABRIELS SCHOOL,222906,29030.23
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,TRINITY SCHOOL NO1 ACCOUNT,222908,49375.96
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,HANDSWORTH GRAMMAR SCHOOL,222910,27247.47
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,TIFFIN SCHOOL,222912,30173.46
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL DIOCESAN BOARD OF FINANCE ( ST,222914,570508.54
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST IGNATIUS COLLEGE,222918,30788.94
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST SWITHUNS WELFARE FUND,222924,36217.26
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST EDMUND CAMPION,223644,31193.07
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST OLAVE'S AND ST SAVIOUR'S GRAMMAR SCHOOL,223652,34712.2
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST JAMES CHURCH HIGH SCHOOL,223662,30812.94
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST AUGUSTINES CHURCH COLLEGE GOVERNORS,223672,28174.9
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,BECKET GOVERNORS REPAIR FUND,223680,30021.57
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED PORTSMOUTH ST EDMUNDS ROOF PROJ,223690,27375.43
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST BEDE'S SCHOOL,223714,46689.92
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST ANNE'S SCHOOL BUDGET SHARE ACCOUNT,223718,31204.72
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF TOWER HAMLETS CENTRAL FOUNDATION GIRL'S SCHOOL,223744,38599.59
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,VIRGO FIDELIS CONVENT SENIOR SCHOOL,223752,25992.41
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN EDUCATION NO 2 ACCOUNT,223784,747093.91
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST THOMAS MORE - STOKE,223794,30301.36
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ARCHBISHOP IISLEY,223800,36169.33
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - ST AUGUSTINE SCHOOL - REDITCH,223806,25144.96
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - BLESSED EDWARD OLDCORNE,223808,29589.83
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST MARY'S REDCLIFFE AND TEMPLE SCHOOL AMC,223844,71585.33
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,LEICESTER COUNTY COUNCIL - ST PAUL'S CHURCH SCHOOL,223906,29374
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE BIRM ROMAN CATHOLIC - BISHOP WALSH,223936,28558.6
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,WATFORD GRAMMAR SCHOOL FOR BOYS SCHOOLS BUILDINGS SERVICES ACCOUNT,223938,35034.06
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,JOHN FISHER SCHOOL GOVERNORS ACCOUNT,223940,29342.03
DfE,PfS,18/05/2010,Capital Grant,Schools Capital and Revenue Grants,ST AMBROSE COLLEGE,223956,54893.24
