Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Discription,Contract Number,Project code
,,03/03/2014,CASH FUNDING Rev Inside RAB,DG: Central Technical,NHS LITIGATION AUTHORITY,PUBLIC,LS1 4AD,HAFS-16539," 200,000.00 ",,,
,,03/03/2014,CASH FUNDING Rev Inside RAB,DG: Central Technical,NHS TRUST DEVELOPMENT AUTHORITY,PUBLIC,SW1E 6QT,HAFS-16540," 4,000,000.00 ",,,
,,03/03/2014,CASH FUNDING Rev Inside RAB,DG: Central Technical,PUBLIC HEALTH ENGLAND PHE033,PUBLIC,SP4 0JG,HAFS-16541," 75,300,000.00 ",,,
,,03/03/2014,CASH FUNDING Rev Inside RAB,DG: Central Technical,NHS ENGLAND CBA033,PUBLIC,LS2 7UE,HAFS-16542," 5,152,251,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,PUBLIC,SR3 4AD,HAFS-16543," 39,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,PL26 6AD,HAFS-16544," 554,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST & NORTH HERTFORDSHIRE NHS TRUST,PUBLIC,SG1 4AB,HAFS-16545," 4,479,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST LANCASHIRE HOSPITALS NHS TRUST,PUBLIC,BB2 3HH,HAFS-16546," 750,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,HAFS-16547," 301,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,PUBLIC,NN1 5BD,HAFS-16548," 315,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG5 1PT,HAFS-16549," 180,000.00 ",,,
,,03/03/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PE3 6DA,HAFS-16550," 3,500,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,PUBLIC,CM20 1QX,HAFS-16551," 1,819,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,ROYAL FREE LONDON NHS FOUNDATION TRUST,PUBLIC,NW3 2QG,HAFS-16552," 84,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,HAFS-16553," 1,650,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,HAFS-16554," 230,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WA7 2DA,HAFS-16555," 203,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,HAFS-16557," 230,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,YORKSHIRE AMBULANCE SERVICE NHS TRUST,PUBLIC,WF2 0XG,HAFS-16558," 1,250,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,B70 8NY,HAFS-16589," 358,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,COVENTRY & WARWICKSHIRE PARTNERSHIP NHS TRUST,PUBLIC,CV6 6NY,HAFS-16590," 50,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST LANCASHIRE HOSPITALS NHS TRUST,PUBLIC,BB2 3HH,HAFS-16591," 76,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,PUBLIC,TN37 7PT,HAFS-16592," 2,282,000.00 ",,,
,,03/03/2014,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,PUBLIC,SM5 1AA,HAFS-16593," 7,400,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,HAFS-16594," 2,842,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M8 5RB,HAFS-16595," 524,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,PUBLIC,NN1 5BD,HAFS-16596," 1,368,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG5 1PT,HAFS-16597," 500,000.00 ",,,
,,03/03/2014,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,PUBLIC,CM20 1QX,HAFS-16598," 1,000,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NG17 4JL,HAFS-16599," 650,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,TA6 5YA,HAFS-16600," 400,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WA7 2DA,HAFS-16601," 30,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,WYE VALLEY NHS TRUST,PUBLIC,HR1 2ER,HAFS-16602," 307,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,HAFS-16603," 400,000.00 ",,,
,,03/03/2014,Additions FT Financing Facility Loans,DG: Central Technical,WESTERN SUSSEX NHS FOUNDATION TRUST,PUBLIC,PO19 6SE,HAFS-16604," 2,090,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,HAFS-16605," 775,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST LANCASHIRE HOSPITALS NHS TRUST,PUBLIC,BB2 3HH,HAFS-16606," 700,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,PUBLIC,TN37 7PT,HAFS-16607," 822,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,NE27 0QJ,HAFS-16608," 52,000.00 ",,,
,,03/03/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NG17 4JL,HAFS-16609," 14,650,000.00 ",,,
,,03/03/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,WYE VALLEY NHS TRUST,PUBLIC,HR1 2ER,HAFS-16610," 1,383,000.00 ",,,
,,03/03/2014,Consultancy/Professional Advice,DG: SFNHS,DELOITTE,LARGE,MK9 1FD,1111021573," 51,596.00 ","Project Verdi - Financial advisory services - Stage 2 Post -OJEU remaining budget,",,
,,03/03/2014,Consultancy/Professional Advice,DG: SFNHS,DELOITTE,LARGE,MK9 1FD,2410074842," 51,000.00 ","Project Verdi - Financial advisory services - Stage 2 Post -OJEU remaining budget,",,
,,03/03/2014,Contractor/Staff Substitution,DG: GOAD,SMCG FINANCIAL SERVICE LTD,SME,WD25 7GH,2505185," 96,690.00 ",Povision of legacy support to Legacy Management Regional Team - TRANCHE 2,,
,,03/03/2014,Expense clearing GPC (ST),DG: Central Technical,BARCLAYCARD BUSINESS,SME,TS17 6YG,4167001-06-MAR-14," 4,131.53 ",,,
,,03/03/2014,Publicity & advertising,DG: SCLGCP,VOICEABILITY,VCS,CB3 0RN,0000001924," 37,500.00 ",Manage and Facilitate the work of National forum for people with learning disabilities. 2013-14,,
,,04/03/2014,Research & development,DG: SFNHS,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,4000378654," 1,100,000.00 ",SBRI competition - Renal care,,
,,04/03/2014,Publicity & advertising,DG: ERD,RESEARCH WORKS LTD,SME,AL1 4TB,2333," 30,650.00 ",Communication Channels to NHS staff – a qualitative research study,,
,,04/03/2014,IT minor costs non capital,DG: GOAD,COMPUTACENTER UK LTD,LARGE,AL10 9TW,3880051408," 69,084.00 ","NHSE mini competition against the Framework RM1692, ITH & S, Lot 11",,
,,04/03/2014,Expense clearing GPC (ST),DG: Central Technical,BARCLAYCARD BUSINESS,SME,TS17 6YG,4167001-06-MAR-14," 1,979.68 ",,,
,,04/03/2014,Research & development,DG: RDD,RAINBOW MEDICAL ENGINEERING LTD,SME,SG6 1RR,72," 36,308.47 ",Invention for Innovation,,
,,04/03/2014,Outsourcing Contract,DG: SFNHS,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,93474017," 150,326.00 ",Management & Delivery of Payment by Results Data Assurance Framework,,
,,04/03/2014,Other programme expenditure,DG: SCLGCP,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,CHAPS04/3/14," 28,448.00 ",,,
,,04/03/2014,Outsourcing Contract,DG: SCLGCP,UNICEF UK ENTERPRISES LTD,VCS,EC1V 0DU,SI0004498," 80,000.00 ","UNICEF UK - Funding to provide strategic support to enhance personalised maternity care for mothers, babies and their families",,
,,04/03/2014,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,44140196," 24,089.00 ",RDD Programme Support - Miscellaneous,,
,,04/03/2014,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,44142285," 24,089.00 ",RDD Programme Support - Miscellaneous,,
,,04/03/2014,Outsourcing Contract,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,PUBLIC,NE98 1ZZ,CHAPS4/3/14," 91,497.57 ",,,
,,04/03/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,VCS,LS1 2RP,ERS-515451-86361," 3,200,000.00 ",2013/013 Skills for Care - project: Adult Social Care Workforce Development - policy grant ,,
,,04/03/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,VCS,LS1 2RP,ERS-515467-86381," 3,660,000.00 ",2013/013 Adult Social Care Workforce Development-Final Payment,,
,,04/03/2014,Revenue Grants to non-profit institutions,DG: ERD,THE NATIONAL SKILLS ACADEMY FOR SOCIAL CARE,VCS,SE1 2HB,ERS-515468-86382," 538,000.00 ",2013/058 White Paper Funds,,
,,05/03/2014,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,PUBLIC,WF3 1WE,100022753," 37,648.00 ",Annual Service Charge.,,
,,05/03/2014,Outsourcing Contract,DG: SCLGCP,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,1266749," 186,385.00 ",Undertake and report on Learning Disabilities Census 2013,,
,,05/03/2014,Outsourcing Contract,DG: SFNHS,PUBLIC HEALTH ENGLAND PHE033,PUBLIC,SW1W 9SZ,6052798," 45,000.00 ","Evaluation of 2013/14 BCOC campaigns - delivery of Q1, Q2, Q3 and Q4 deliverables as set out in SLA with PHE/NCIN",,
,,05/03/2014,Outsourcing Contract,DG: SFNHS,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,PUBLIC,EX2 7HY,6284335," 199,163.04 ",Monthly charge for hosting of the Ambulance Radio Programme,,
,,05/03/2014,Outsourcing Contract,DG: SFNHS,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,PUBLIC,EX2 7HY,6284335, 3.96 ,,,
,,05/03/2014,Research & development,DG: RDD,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,PUBLIC,L14 3LB,ERS-515520-86442," 30,709.00 ",AD-HOC - ETC,,
,,05/03/2014,Research & development,DG: RDD,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,ERS-515538-86468," 81,977.00 ",Programme Grants for NHS Trusts,,
,,05/03/2014,Research & development,DG: RDD,THE CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,PUBLIC,PE27 5BB,ERS-515543-86469," 40,522.00 ",HTA Commissioned Research,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317057RI," 47,121.19 ",Wellington House - General repairs to AHU and associated ducting in the Car Park,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317058RI," 58,147.13 ",Richmond House - Replace existing concrete covers with grating  in the Car Park,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317059RI," 108,791.60 ",Richmond House -refurbishment of Room 535 and adjoining areas,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317060RI," 472,328.28 ",Premier House Reading - Refurbishment Works - 1st Floor,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317061RI," 45,121.06 ",Premier House Reading - Refurbishment of Ground Floor,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317061RI," 360,000.00 ",Premier House Reading - Refurbishment Works - 1st Floor,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317062RI," 115,577.30 ",Wellington House - Ground Floor Strip-Out,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317063RI," 80,685.12 ","Richmond House - Replastering and decoration of stairwells S2, S3, S4 and S5",,
,,05/03/2014,Addition Clearing - F&F,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317064RI," 60,619.02 ",Richmond House - Replace carpeting in stairwells S2 and S3,,
,,05/03/2014,Addition Clearing - F&F,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317065RI," 66,466.34 ",Richmond House - Replace carpeting in stairwells S4 and S5,,
,,05/03/2014,Addition Clearing - F&F,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317066RI," 82,676.52 ","Richmond House - Replace carpeting in stairwells S6, S7 and S8",,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317067RI," 30,958.92 ",Richmond House - Replastering and decoration of stairwells S7 and S8,,
,,05/03/2014,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317068RI," 1,556,749.58 ",Wellington House -Ground and Seventh Floor Refurbishments,,
,,05/03/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317073RI," 27,523.60 ",WEL - Maintenance works to reseal 5th Floor Parapet Roof area.,,
,,05/03/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00317074RI," 20,951.12 ",PHE - Removal of furniture and other items to allow clearance of floor 2nd Floor Skipton House,,
,,05/03/2014,Service charge,DG: GOAD,ATTENDA LTD,SME,TW18 4EX,1025883," 86,372.40 ","Revenue: Choices Attenda -  Infrastructure Management monthly recurring charges for management of date centres 1&2 (Sep-Dec 13)	 ",,
,,05/03/2014,Service charge,DG: GOAD,ATTENDA LTD,SME,TW18 4EX,1026368," 86,372.40 ","Revenue: Choices Attenda -  Infrastructure Management monthly recurring charges for management of date centres 1&2 (Sep-Dec 13)	 ",,
,,05/03/2014,Service charge,DG: GOAD,ATTENDA LTD,SME,TW18 4EX,1026660," 86,372.40 ","Revenue: Choices Attenda -  Infrastructure Management monthly recurring charges for management of date centres 1&2 (Sep-Dec 13)	 ",,
,,05/03/2014,Service charge,DG: GOAD,ATTENDA LTD,SME,TW18 4EX,1026997," 86,372.40 ","Revenue: Choices Attenda -  Infrastructure Management monthly recurring charges for management of date centres 1&2 (Sep-Dec 13)	 ",,
,,05/03/2014,Consultancy/Professional Advice,DG: GOAD,IFF RESEARCH LTD,SME,N1 6DD,12159," 169,800.00 ",Implementation of Improving the Care Environment for People with Dementia Pilot Programme,13913,
,,05/03/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,348776," 8,111,384.87 ",N3: 2013/14,,
,,05/03/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584152819," 63,037.93 ",Migrate Commercial Medicines Unit to IMS3,,
,,05/03/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,NHS CONFEDERATION,PUBLIC,LS10 1JR,ERS-515486-86421," 87,356.00 ","IESD 2012-13, AIMS 1862067, NHS Confederation: Altogether Better England",,
,,05/03/2014,Policy Payments,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,PUBLIC,BN12 4XH,18000024442013," 405,801.00 ",HMRC charges for 2013-14 for 21 Fast Streamers,,
,,05/03/2014,ENDPBs Admin Capital Grant in Aid,DG: SCLGCP,GREATER LONDON AUTHORITY,PUBLIC,SE1 2AA,1800003822," 8,000,000.00 ",Greater London Authority  - Admin Costs Implementation of the Care and Support Specialised Housing Fund,,
,,05/03/2014,Policy Payments,DG: SCLGCP,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,VCS,EC1M 5LG,40211908," 2,700,002.00 ",IDeA - local government regional networks to support Care Bill implementation,,
,,05/03/2014,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-515530-86465," 25,935.00 ",PROJECTS,,
,,05/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-515533-86455," 45,975.90 ",HTA Researcher Lead,,
,,05/03/2014,Research & development,DG: RDD,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-515535-86463," 146,472.50 ",HTA Commissioned Research,,
,,05/03/2014,Capital policy payments,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-515540-86460," 72,511.50 ",DH Biosample Repository,,
,,05/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-515541-86456," 68,272.66 ",HS & DR,,
,,05/03/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-515542-86461," 237,804.04 ",HTA Researcher Lead,,
,,05/03/2014,Research & development,DG: RDD,INSTITUTE OF EDUCATION (IOE),PUBLIC,WC1H 0AL,ERS-515544-86454," 28,557.00 ",PROJECTS,,
,,05/03/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-515546-86457," 87,894.00 ",0470193 Work at MedicalToxicology Centre,,
,,05/03/2014,Research & development,DG: RDD,National Institute for Biological Standards and Control,PUBLIC,EN6 3QG,ERS-515547-86471," 750,129.00 ",PRU,,
,,05/03/2014,Revenue Grants to Other Bodies,DG: ERD,NURSING AND MIDWIFERY COUNCIL,PUBLIC,W1B 1JT,ERS-515556-86481," 688,946.00 ",Article 51 Grant. NMC. Overseas Registration Project,,
,,05/03/2014,Other programme expenditure,DG: PHD,CAXTON FOUNDATION,VCS,EN4 9NX,CF-21/2013-14," 90,234.71 ",Caxton Foundation funding,,
,,05/03/2014,Research & development,DG: RDD,WELLCOME TRUST TRADING LTD,VCS,NW1 2BE,ERS-515518-86467," 1,666,882.81 ",Health Innovation Challlenge Fund,,
,,05/03/2014,Research & development,DG: RDD,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-515548-86466," 37,147.75 ",Cancer Programme,,
,,05/03/2014,Research & development,DG: RDD,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-515548-86466," 37,147.75 ",Cancer Programme,,
,,06/03/2014,Policy Payments,DG: GOAD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,WF3 1we,7230728," 99,995.00 ",2nd year funding Palliative Care Funding pilot re 2013/14,,
,,06/03/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00314139ARI," 109,634.21 ","Increased DH London Estate (SKH, RH, WEL) - FM Variable Operational Works FY2013 - 2014 (Dec13-Mar14) Ref.PO:509405",,
,,06/03/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,348751," 5,245,981.43 ",PACS London: 13/14 costs (all revenue),,
,,06/03/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584152831," 54,660.00 ",NHS England - Tranche 2,,
,,06/03/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584152832," 103,862.46 ",Telephony - WR 269 VOIP - call off order for VoIP until end pilot stage ,,
,,06/03/2014,Printing,DG: GOAD,XEROX BUSINESS SERVICES,LARGE,UB8 1HS,900117857," 29,389.66 ","Reprographics - Management Fees @ £24,491.38 mthly Dec-13 to Mar-14 (4mths)",,
,,06/03/2014,Arm Length Bodies-Revenue Subsidy,DG: PHD,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,PUBLIC,SW1W 9SZ,1476881," 1,500,000.00 ",Medical and Healthcare Products Regulatory Agency (MHRA) 2013/14 Revenue allocation NIBSC. ,,
,,06/03/2014,Arm Length Bodies-Revenue Subsidy,DG: PHD,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,PUBLIC,SW1W 9SZ,1476882," 1,500,000.00 ",Medical and Healthcare Products Regulatory Agency (MHRA) 2013/14 Revenue allocation NIBSC.  ,,
,,07/03/2014,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,0000008505," 42,235.88 ",BSA recharge for December 2013 -Choice,,
,,07/03/2014,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,0000008707," 32,542.80 ",Recharge for Hutton Jan/Feb/March 2014,,
,,07/03/2014,Outsourcing Contract,DG: SFNHS,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,0000008746," 33,237.60 ",Management of Logistics and supply chain elements of contracts for supply and management of a buffer stock of medicines,,
,,07/03/2014,Outsourcing Contract,DG: SFNHS,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,0000008746, 2.40 ,,,
,,07/03/2014,Service charge,DG: GOAD,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,LS1 6AE,12666790," 284,323.20 ",Revenue: HSCIC Choices - Clinical Indicator Costs October 2013 to March 2014,,
,,07/03/2014,Outsourcing Contract,DG: GOAD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,PUBLIC,B13 8JL,483686," 316,226.89 ",,,
,,07/03/2014,Outsourcing Contract,DG: PHD,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),PUBLIC,WC1V 6NA,5582276," 75,000.00 ",NICE International Global Health project service 2013-14,,
