Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) 
FCO,FCO,06-Nov-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1059242,141.39
FCO,FCO,06-Nov-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,WEBEX COMMUNICATIONS UK LTD,1059242,-706.93
FCO,FCO,06-Nov-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1059242,"-30,736.00"
FCO,FCO,06-Nov-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1059242,"-6,147.20"
FCO,FCO,06-Nov-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,WEBEX COMMUNICATIONS UK LTD,1059242,"30,736.00"
FCO,FCO,06-Nov-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1059242,"6,147.20"
FCO,FCO,08-Nov-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1059516,"30,029.07"
FCO,FCO,08-Nov-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1059516,"6,854.13"
FCO,FCO,08-Nov-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1059516,"-30,029.07"
FCO,FCO,08-Nov-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,WEBEX COMMUNICATIONS UK LTD,1059516,"30,029.07"
FCO,FCO,08-Nov-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WEBEX COMMUNICATIONS UK LTD,1059516,"-6,854.13"
FCO,FCO,08-Nov-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,WEBEX COMMUNICATIONS UK LTD,1059516,"6,854.13"
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,19.47
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,"1,631.21"
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,"99,417.79"
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,"1,489.36"
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,61.33
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,61.33
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,1.95
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,163.12
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,"9,941.78"
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,148.94
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,6.13
FCO,FCO,20-Nov-12,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000341,6.13
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,703.36
FCO,FCO,20-Nov-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,193.42
FCO,FCO,20-Nov-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"26,208.90"
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,398.57
FCO,FCO,20-Nov-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"2,344.53"
FCO,FCO,20-Nov-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,257.9
FCO,FCO,20-Nov-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"2,344.53"
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,146.53
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,234.46
FCO,FCO,20-Nov-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"56,054.38"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,351.68
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"5,042.55"
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,996.42
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,175.84
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,70.34
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,25.79
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,468.9
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,234.46
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,586.13
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,175.84
FCO,FCO,20-Nov-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,17.58
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,427.88
FCO,FCO,20-Nov-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"13,481.04"
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,152.39
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,468.9
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,351.68
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,410.29
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,117.23
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,87.92
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,222.73
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,234.46
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,105.51
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,99.65
FCO,FCO,20-Nov-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"1,172.26"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,287.2
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,351.68
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,93.78
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"2,661.51"
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,58.61
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"3,346.67"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,545.1
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,87.92
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"4,775.63"
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"1,961.10"
FCO,FCO,20-Nov-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"8,791.98"
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,52.75
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,492.35
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,46.89
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"2,661.49"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,328.23
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"2,241.13"
FCO,FCO,20-Nov-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"4,689.06"
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"3,165.11"
FCO,FCO,20-Nov-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,23.44
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"1,934.24"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,146.53
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,19.34
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,39.86
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,14.66
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,35.17
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,99.65
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,17.58
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,46.89
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,58.61
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,17.58
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,1.76
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,42.79
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,"1,348.10"
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,15.24
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,46.89
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,35.17
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,41.03
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,11.72
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,8.79
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,22.28
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,23.44
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,10.55
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,9.96
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,117.23
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,28.72
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,35.17
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,9.38
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,5.86
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,54.51
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,8.79
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,879.2
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,5.27
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,49.23
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,4.69
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,32.82
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,468.9
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,316.51
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,2.35
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,193.42
FCO,FCO,20-Nov-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000353,14.66
FCO,FCO,20-Nov-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"13,625.75"
FCO,FCO,20-Nov-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"5,961.27"
FCO,FCO,20-Nov-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"26,596.79"
FCO,FCO,20-Nov-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"2,554.83"
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"1,277.41"
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"3,406.44"
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,85.16
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,42.58
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"5,748.36"
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"5,748.36"
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"7,664.49"
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"1,277.41"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,85.16
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"5,492.88"
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"7,664.49"
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,42.58
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,85.16
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"7,153.52"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,85.16
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,42.58
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"5,748.36"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,127.74
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"7,485.65"
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"1,021.93"
FCO,FCO,20-Nov-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,298.06
FCO,FCO,20-Nov-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,638.71
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"6,603.72"
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"1,703.22"
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"5,314.04"
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"8,558.68"
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"1,703.22"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,85.16
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"6,387.07"
FCO,FCO,20-Nov-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"9,836.83"
FCO,FCO,20-Nov-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,42.58
FCO,FCO,20-Nov-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,8.52
FCO,FCO,20-Nov-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,"4,726.43"
FCO,FCO,20-Nov-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000354,93.68
