Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,Description,Supplier postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,TYNDALE VETS LTD~713119763,LVI149358," £26,796.50 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,GL11 6DD,,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,George Veterinary Group~137680257,LVI149024," £34,417.78 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SN16 9AA,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,Penbode Veterinary Group~143290584,LVI149044," £61,657.90 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,EX22 6HB,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,Nantwich Veterinary Group~278632327,LVI149203," £36,094.78 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,CW5 5SF,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,Fenton Veterinary Practice~122901407,LVI148988," £26,321.32 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SA61 1BN,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,13/03/2012,LVI ERNIC Suspense,Food and Farming Group,H M Revenue & Customs,80312," £76,110.42 ",Payment of National Insurance for Official Veterinarians,BD98 8AA,,,0,Liability
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,FRIARS MOOR VETERINARY CLINIC~185442352,LVI149099," £32,634.07 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,DT10 1BH,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,MILFEDDYGON Y WERN/  WERN VETERINAR~159252551,LVI149061," £44,864.02 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,LL15 ITG,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,The Vale Veterinary Group~141003340,LVI149031," £30,438.75 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,EX16 4LF,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,XL FARMCARE WEST MIDLANDS LTD~114213469,LVI148970," £68,598.19 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,ST14 8EB,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,23/03/2012,Hard charges,Food and Farming Group,D T Z,33856," £107,994.38 ","Service Charge for the Nobel House site. (Services covered - Insurance Premiums, Ground rent,Service Charge, Electricity, Gas, Rates/Community Charge and Water Charges)",B4 6HT,,,HARDESTA,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,15/03/2012,Overhead Incidental Expenses,Food and Farming Group,Telecom 2000 Ltd T/A T2K Voice & Data,20354," £25,476.00 ",Installation of new telephone sytem at Newcastle site,BH21 6QF,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,23/03/2012,Work package/WPO Implementation,Food and Farming Group,IBM United Kingdom Ltd,5802120353," £124,434.18 ",Work Package order test on milestone 1 for release 7 on SAM,GU1 2LD,,,BRP00248,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,23/03/2012,Work package/WPO Implementation,Food and Farming Group,IBM United Kingdom Ltd,5802120274," £107,549.68 ",High Level design support for release 7 and 8 on SAM,GU1 2LD,,,BRP00248,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,23/03/2012,Work package/WPO Implementation,Food and Farming Group,IBM United Kingdom Ltd,5802120352," £107,286.11 ",Work Package Order High Level Data Migration Strategy 1 Release 7 on SAM,GU1 2LD,,,BRP00248,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,23/03/2012,Work package/WPO Implementation,Food and Farming Group,IBM United Kingdom Ltd,5802120273," £52,452.45 ",Statement of Works High Level Planning Support R7 and 8 on SAM,GU1 2LD,,,BRP00248,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,SYNERGY FARM HEALTH LTD~979392255,LVI149450," £63,228.38 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,DT2 0LD,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,LVI Claims,Food and Farming Group,SHEPTON VETERINARY GROUP LTD~130121542,LVI149004," £29,710.20 ",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,BA4 5QH,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,05/03/2012,Service Level Agreement Costs,,Food Standards Agency,1701380," £34,451.04 ",Payment to Food Standards Agency for sampling and submission of TB reactor cattle in contracted slaughterhouses.,YO1 2YX,,,AHFSATBS,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,05/03/2012,Service Level Agreement Costs,,Food Standards Agency,1701382," £58,054.51 ",Payment to Food Standards Agency for sampling and submission of TB reactor cattle in contracted slaughterhouses.,YO1 2YX,,,AHFSATBS,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,15/03/2012,IT & Other consumables,,Meat & Livestock Commercial Services Ltd,17004803," £28,500.00 ",Monthly payment to the Meat and Livestock Commercial to input keeper data for pig movements. Recharged monthly to Defra  ,CV8 2TL,,,P10002IT,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,15/03/2012,Membership of Organisations,,Royal College Of Vet Surgeons,FIN0612," £81,627.00 ",Payment for AHVLA Veterinary Officers (VO) membership with Royal College of veterinary  Surgeons (RCVS),SW1P 2AF,SME,,0,Expense
DEFRA,Animal Health and Veterinary Laboratories Agency,12/03/2012,IT Service Contracts >= 5000,Corporate - IT,ICM Business Continuity Services Ltd,372774," £29,631.25 ",Annual Disaster Recovery Services.,WF17 9LU,SME,134590,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,01/03/2012,Sub Contracts,Research Programmes,ADAS Consulting Ltd,375596," £45,377.33 ",Research Studies: Maintenance of a TSE-free flock,WV6 8TQ,Large,700571,SE1931,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,01/03/2012,Sub Contracts,Research Programmes,Scottish Agricultural College,375769," £54,421.00 ",Research studies: Development of a generic approach to evaluate animal health surveillance systems in GB ,EH9 3JG,Large,700539,SE4302,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,08/03/2012,Expenditure Pre-payments - Com,Various,(LT) Applied Biosystems,376690," £35,499.20 ",Specialist equipment maintenance,PA4 9RF,Large,62924,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,06/03/2012,Sub Contracts,Research Programmes,University College London,376768," £31,250.00 ",Research studies: Characterisation of a multiple antibiotic resistant bacteria from the human skin,WC1E 6BT,Large,700556,OD2028,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,19/03/2012,General Consumables,Surveillance Programmes,Celtic Diagnostics Ltd,376864," £125,310.00 ",Specialist diagnostic test kits,,SME,802669,ER7000,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,08/03/2012,Sub Contracts,Surveillance Programmes,Institute For Animal Health,376954," £165,137.66 ",Provision of national reference laboratory requirements to AHVLA,RG20 7NN,Large,701245,SV3900,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,08/03/2012,Sub Contracts,Research Programmes,Institute For Animal Health,376963," £40,835.00 ",Stipend and staff costs for surveillance project,RG20 7NN,Large,705192,FT5129,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,08/03/2012,Exchange Line Rentals,Corporate - Accommodation,British Telecommunications plc,377027," £6,768.76 ",Rental/call charges,NE82 6XX,Large,,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,08/03/2012,Telephone Call Charges,Corporate - Accommodation,British Telecommunications plc,377027," £21,308.28 ",Rental/call charges,NE82 6XX,Large,,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,20/03/2012,Project Misc Expend,EU Programmes,Specialist Computer Centres plc,377085," £44,066.88 ",Single Sign On (SSO) security and management enhancements,B11 2LE,Large,133774,EU1029,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,15/03/2012,Expenditure Pre-payments - Com,Various,Agilent Technologies UK Ltd,377247," £33,772.37 ",Specialist equipment maintenance,RG41 5DZ,Large,62927,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,ED Accommodation Costs,Corporate - Accommodation,DTZ,377278," £861,816.81 ",Accommodation charges for Weybridge farms,B4 6AJ,Large,,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,22/03/2012,Sub Contracts,Research Programmes,ADAS Consulting Ltd,377953," £45,377.33 ",Research Studies: Maintenance of a TSE-free flock,WV6 8TQ,Large,700571,SE1931,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,ED Accommodation Costs,Corporate - Accommodation,DTZ,378155," £43,709.20 ",Accommodation charges for Sutton Bonington,B4 6AJ,Large,,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,26/03/2012,ED Accommodation Costs,Corporate - Accommodation,DTZ,378157," £31,778.45 ",Accommodation charges for Penrith,B4 6AJ,Large,,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,23/03/2012,Sub Contracts,Research Programmes,Armauer Hansen Research Institut,378159," £32,283.00 ",Research studies: BTB vaccine project,,Large,701262,OR1015,Programme
DEFRA,Animal Health and Veterinary Laboratories Agency,27/03/2012,Capital Expend #2000 and above,Various,Insight Direct(UK)Ltd,378769," £44,750.39 ",Servers,UB8 1PH,Large,173384,ZZZ0000,Administration
DEFRA,Animal Health and Veterinary Laboratories Agency,29/03/2012,Sub Contracts,Surveillance Programmes,Institute For Animal Health,379006," £165,137.70 ",Provision of national reference laboratory requirements to AHVLA,RG20 7NN,Large,701245,SV3900,Programme
