Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description
Cabinet Office,Cabinet Office,16/08/2010,Consultancy,SCHEME MANAGEMENT EXECUTIVE,PRICEWATERHOUSE COOPERS LLP,3000011749,"344,257.06",Professional work for pensions
Cabinet Office,Cabinet Office,17/08/2010,Consultancy,ERG - CIVIL SERVICE CAPABILITY GROUP,COI CENTRAL OFFICE OF INFORMATION,3000011762,"25,200.00",Civil Service staff  survey.
Cabinet Office,Cabinet Office,17/08/2010,Accomodation and Utilities,INTELLIGENCE SECURITY AND RESILIENCE,MINISTRY OF DEFENCE,3000011767,"105,813.54",High Integrity Telecomms System project costs
Cabinet Office,Cabinet Office,18/08/2010,Supplies and Services,CENTRAL BUDGETS,TREASURY SOLICITORS DEPT,103015,"54,928.01",Treasury Solicitors Legal advice
Cabinet Office,Cabinet Office,18/08/2010,Land and Buildings,ESTATE MANAGEMENT,LIBERATA UK LTD,103014,"74,223.00",Cabinet Office Estates operating leases rent
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,ACRE,3000011799,"70,042.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,BASSAC,3000011801,"51,669.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,COMMUNITY DEVELOPMENT EXCHANGE,3000011807,"84,201.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,COMMUNITY MATTERS,3000011808,"87,201.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,FOYER FEDERATION,3000011811,"39,398.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Central Government Bodies,ERG - OFFICE FOR CIVIL SOCIETY,NORTH WEST DEVELOPMENT AGENCY,3000011820,"125,000.00",Final Instalment Social Enterprise business support grant 2010-11
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,THIRD SECTOR EUROPEAN NETWORK,3000011828,"28,104.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,URBAN FORUM,3000011829,"32,044.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,19/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,V,3000011830,"590,894.00",v match funding grant
Cabinet Office,Cabinet Office,20/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,ACEVO,3000011838,"70,042.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,20/08/2010,Capital grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,BRIDGES VENTURES LTD,1000286,"217,208.22",Risk capital fund for social enterprise
Cabinet Office,Cabinet Office,20/08/2010,Grants -in-Aid to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,BTCV,3000011840,"110,400.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,20/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,CHARITIES EVALUATION SERVICES,3000011842,"51,604.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,20/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,CHARITY TRUSTEE NETWORKS,3000011843,"31,519.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,20/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,CITIZENSHIP FOUNDATION,3000011844,"122,625.00",Promoting giving grant 2010-11
Cabinet Office,Cabinet Office,20/08/2010,Grants -in-Aid to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,CITIZENSHIP FOUNDATION,3000011844,"70,033.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,20/08/2010,Grants -in-Aid to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,COMMUNITY SERVICE VOLUNTEERS CVS,3000011846,"367,933.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,20/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,INSTITUTE OF FUNDRAISING,3000011850,"77,500.00",2nd instalment Tax Effective Giving Project Grant 2010/11
Cabinet Office,Cabinet Office,20/08/2010,Other Staff Related Costs,FINANCIAL MANAGEMENT,FCO SERVICES,3000011848,"57,528.00",Foreign Commonwalth Services
Cabinet Office,Buying Solutions,20/08/2010,Call Charges Std,Network Services,GLOBAL CROSSING,PINMTS 18148,"46,189.89",Government Managed Telecoms Contract
Cabinet Office,Cabinet Office,23/08/2010,Consultancy - Legal -  Contracted out services,ERG -  OGC,THE TREASURY SOLICITOR,86894,"47,197.00",Cost of internal legal team staffed by Treasury Solicitor personnel
Cabinet Office,Cabinet Office,23/08/2010,Resource Grants to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,NCVYS,3000011872,"80,714.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,23/08/2010,Accomodation and Utilities,PRIME MINISTERS OFFICE,BT,3000011865,"75,230.44",Telecoms line rentals
Cabinet Office,Cabinet Office,24/08/2010,Supplies and Services,ESTATE MANAGEMENT,MITIE DOCUMENT SOLUTIONS,3000011904,"30,584.20",Facilities property and asset management
Cabinet Office,Cabinet Office,24/08/2010,Accomodation and Utilities,ESTATE MANAGEMENT,WESTMINSTER CITY COUNCIL,3000011910,"350,752.02",Cabint Office Estates Busienss Rates
Cabinet Office,Cabinet Office,24/08/2010,Hire of Plant and Machines Memorandum Accounts,IT AND TELECOMS BRANCH,FUJITSU SERVICES,3000011899,"53,225.15",Fujitsu (Flex) outsourced IT service
Cabinet Office,Buying Solutions,24/08/2010,Legal Fees,Legal Services,Denton Wilde Sapte L,PINDOH 30606,"54,635.56",Energy procurement legal contract
Cabinet Office,Cabinet Office,25/08/2010,Nat West Corporate Card,ERG -  OGC,NATIONAL WESTMINSTER BANK PLC (4715059005000009),86918,"26,481.38",Monthly settlement of Government Procurement Card transactions
Cabinet Office,Cabinet Office,25/08/2010,Other Staff Related Costs,ERG - CIVIL SERVICE CAPABILITY GROUP,PARITY SOLUTIONS LTD,3000011941,"143,165.00",Fast Stream recruitment
Cabinet Office,Cabinet Office,25/08/2010,Grants-in-Aid to NDPB's,ERG - OFFICE FOR CIVIL SOCIETY,CAPACITY BUILDERS UK LTD,3000011920,"100,000.00",Grant-in-aid payment to Capacitybuilders
Cabinet Office,Cabinet Office,25/08/2010,Accomodation and Utilities,INTELLIGENCE SECURITY AND RESILIENCE,MINISTRY OF DEFENCE,3000011936,"176,451.79",High Integrity Telecoms System project costs
Cabinet Office,Buying Solutions,25/08/2010,Agency Staff,PSN Services,Parity Resources Ltd,PINDOH 30397,"42,457.50",Interim costs -  expert advice public sector network
Cabinet Office,Cabinet Office,26/08/2010,Consultancy,ERG - GOVERNMENT CIO,CESG,3000011953,"31,549.20",Provision of Information Assurance advice to the PSN programme
Cabinet Office,Buying Solutions,26/08/2010,MOTO Charges RC,Estates Management,HM TREASURY,PINDOH 30778,"68,068.17",Rent
Cabinet Office,Capacity Builders,26/08/2010,IT,Finance & Corporate Services,Buzzacott Computer Services Limited,994175,"26,159.02",Maintenance & Support for GIFTS Software (controlling grant & monitoring activities)
Cabinet Office,Capacity Builders,26/08/2010,Grant,Programmes,The Community Council of Shropshire,1735,"37,460.94",CIPB - Capital Investment Programme Strand B
Cabinet Office,Capacity Builders,26/08/2010,Underspend repayment,Programmes,Cabinet Office,2009-10 Underspends,"277,550.37",Repayment of unspent programme grants 2009-10
Cabinet Office,Cabinet Office,27/08/2010,Grants -in-Aid to Private Sector,ERG - OFFICE FOR CIVIL SOCIETY,INSTITUTE OF FUNDRAISING,3000011975,"89,767.00",2nd Instalment 2010/11 Strategic Grant 
Cabinet Office,Cabinet Office,31/08/2010,Property and Estates Benchmarking,ERG -  OGC,INVESTMENT PROPERTY DATABANK,86976,"53,250.00","Monthly payment for contract for analysis, benchmarking and reporting the performance of central government offices "
Cabinet Office,Cabinet Office,31/08/2010,Assets Under Construction,ESTATE MANAGEMENT,ECOVERT FM LTD,3000011989,"51,206.71",Facilities Management : 70 Whitehall Refurbishment Project Phrase 2 Consultancy fees
Cabinet Office,Buying Solutions,31/08/2010,Call Charges Std,Network Services,GLOBAL CROSSING,PINMTS 18209,"177,473.93",Government Managed Telecoms Contract
Cabinet Office,Buying Solutions,31/08/2010,Moves & Changes,Network Services,GLOBAL CROSSING,PINMTS 18212,"384,875.25",Government Managed Telecoms Contract
Cabinet Office,Buying Solutions,31/08/2010,Call Charges Std,Network Services,GLOBAL CROSSING,PINMTS 18230,"68,638.36",Government Managed Telecoms Contract
Cabinet Office,Cabinet Office,31/08/2010,Assets Under Construction,PRIME MINISTERS OFFICE,BRITISH TELECOMMUNICATIONS PLC,3000011986,"39,899.80",Telecoms line rentals
Cabinet Office,Buying Solutions,31/08/2010,WDHS Maint & Rep,WDHS,COFELY,PINDOH 30507,"60,245.07",Whitehall heating  systems management
Cabinet Office,Buying Solutions,31/08/2010,WSDS Maint & Rep,WSDS,COFELY,PINDOH 30508,"37,589.81",Whitehall heating  systems management
