EA >£25k Nov 11 Payments report FINAL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Department ,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure type
Defra,EA,24-Nov-11,Building Management,National Estates Manager,Sheffield City Council,949612,"£168,870.00",Rates - Quadrant,S1 1UY,,,,Administration
Defra,EA,17-Nov-11,Main Contractors,AN Capital WiP,BAM Nuttall Ltd,1014646,"£168,415.38",Ely boat storage facility ,GU15 3XW,,,IMAN002374,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South West,Jones Lang LaSalle,1015960,"£167,247.00",Commercial Rent in advance for Sapphire Court,ST5 1EH,,,,Administration
Defra,EA,01-Nov-11,Main Contractors,MI Capital WiP,Jackson Civil Engineering Ltd,1006290,"£166,152.61",Nottingham mitigation reed beds works,IP1 5LT,,30142731,IMMI000642,Projects
Defra,EA,03-Nov-11,Main Contractors,MI Capital WiP,Jackson Civil Engineering Ltd,1009248,"£163,314.40",Powick Flood Alleviation Scheme,IP1 5LT,,30142731,IMMI000948,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,South Oxford District Council,956723,"£162,631.30",Rates -Red Kite House,OX10 8NE,,,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,Rushmoor Borough Council,945510,"£159,386.48",Rates - Frimley,GU14 7JU,,,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South West,Solihull Metropolitan Borough Council,945496,"£153,774.28",Rates - Sapphire East,B91 3RR,,,,Administration
Defra,EA,25-Nov-11,Building Management,National Accomodation Change Fund,Capita Consortium Nominees No 1 & No 2 Ltd,1018907,"£153,000.00",Olympia house Rent,,,,,Administration
Defra,EA,03-Nov-11,Environmental Services,NE Yorkshire Area Manager,Yorkshire Wildlife Trust,1008823,"£150,000.00",Yorkshire Peat Partnership for land restoration,YO24 1GN,,,RENE970013,Projects
Defra,EA,08-Nov-11,Environmental Materials,NLS Instrumentation,YSI Hydrodata Ltd,1010816,"£149,193.60",Pro Quatro instrument with 1 metre cable etc.,SG6 1FJ,,30240451,NL00000060,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,Worthing Borough Council,945538,"£149,162.02",Rates - Worthing,BN11 1HB,,,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,Reading Borough Council,949460,"£138,560.00",Rates - Kings Meadow House,RG1 7TD,,,,Administration
Defra,EA,24-Nov-11,Main Contractors,National Accomodation Change Fund,Dawnus Construction Ltd,1015965,"£138,175.78",Minor Works - South West,SA7 0AP,,30192017,HORES00086,Projects
Defra,EA,03-Nov-11,Main Contractors,SE Capital WiP,Pevensey Coastal Defence Ltd,1009360,"£136,543.72",Pevensey Bay Sea Defences,PO15 5SS,,,IMSO000584,Projects
Defra,EA,22-Nov-11,Main Contractors,NW Capital WiP,Volkerstevin Ltd,1014492,"£135,410.41",Meadow Beck.,EN11 9BX,,30142737,IMNW000320,Projects
Defra,EA,08-Nov-11,Engineering Services,NE Capital WiP,ITT Flygt Ltd,1010867,"£133,913.28",Design and replacement of the pumps and associated electric control equipment in the Selby Dam Pumping Station.,NG4 2AN,,,IMNE790227,Projects
Defra,EA,01-Nov-11,Main Contractors,SW Capital WiP,Team Van Oord,1009007,"£133,788.97",Steart Coastal Mgmt,RG14 5QS,,30142735,IMSW001389,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,Huntingdonshire District Council,954218,"£133,657.13",Rates Brampton,PE29 3TN,,,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South West,Rushcliffe Borough Council,949636,"£131,325.49",Rates - Trentside,NG2 5FE,,,,Administration
Defra,EA,03-Nov-11,Main Contractors,SE Capital WiP,Birse Civils Ltd,998557,"£130,763.05",Dartford Creek Barrier works,DN18 5BW,,30142670,IMSO000727,Projects
Defra,EA,24-Nov-11,Building Management,National Estates Manager,Leeds City Council,945479,"£130,235.19",Rates - Park Sq Leeds,LS2 8JR,,,,Administration
Defra,EA,10-Nov-11,Building Management,FM Operating Unit - Central and South East,HR Wallingford Ltd,1011109,"£124,800.00",Rental for the Red Kite House Howbery Park,OX10 8BA,,,,Administration
Defra,EA,24-Nov-11,Building Management,National Facilities Manager,Sedgemoor District Council,946176,"£124,487.50",Rates -Rivers House,TA6 3AR,,,,Administration
Defra,EA,08-Nov-11,Main Contractors,MI Capital WiP,Birch Brothers Kidderminster Ltd,1010162,"£122,423.53",Broom Flood Alleviation Scheme,DY13 9QB,,30224314,IMMI000954,Projects
Defra,EA,15-Nov-11,Main Contractors,SE Capital WiP,J Breheny Contractors Ltd,1009936,"£121,272.40",Cheshunt North River Repairs,IP6 8NH,,30134424,IMTH001595,Projects
Defra,EA,17-Nov-11,Leasing,EA Wales,Hitachi Capital Vehicle Solutions Ltd,1015293,"£120,016.11",Lease Vehicle Maintenance,RG14 2NU,,40000314,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South West,Teignbridge District Council,946248,"£119,435.53",Rates Exminster,TQ12 4XX,,,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South West,Solihull Metropolitan Borough Council,945495,"£119,075.00",Rates - Olton Court,B91 3RR,,,,Administration
Defra,EA,01-Nov-11,Building Management,FM Operating Unit - Central and South East,CB Richard Ellis Ltd,1002723,"£118,949.40",rent & services charges for 25th floor (Tower) Millbank,G2 6UA,,,,Administration
Defra,EA,24-Nov-11,Building Management,NLS Support Leeds,Leeds City Council,945483,"£117,992.50",Rates - Olympia House,LS2 8JR,,,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,City Of Westminster,949496,"£117,243.89",Rates Millbank,SW1E 6QP,,,,Administration
Defra,EA,01-Nov-11,Main Contractors,AN Capital WiP,Birse Civils Ltd,1009471,"£116,300.21",Thetford Nr 1 Sluice Refurbishment,DN18 5BW,,30142670,IMAN002176,Projects
Defra,EA,17-Nov-11,Main Contractors,SE Capital WiP,Birse Civils Ltd,1014509,"£113,685.04",C2644 - Thames Tidal Frontages Programme 1,DN18 5BW,,30142670,IMTH001749,Projects
Defra,EA,10-Nov-11,Construction Service Providers,SE Capital WiP,Jacobs Engineering UK Ltd,1011826,"£111,009.70",High Knock To Dymchurch Sea Defence,G2 7HX,,30072261,IMSO000825,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South West,Lichfield District Council,950334,"£110,415.00",Rates - Fradley,WS13 6YX,,,,Administration
Defra,EA,01-Nov-11,Construction Service Providers,SW Capital WiP,Halcrow Group Ltd,1008188,"£101,726.20",steart managed realigmnment,SN4 0QD,,30071913,IMSW001389,Projects
Defra,EA,01-Nov-11,Construction Service Providers,MI Capital WiP,Black & Veatch Ltd,1009456,"£101,192.98",Nottingham Trent Site,RH1 1LQ,,30072271,IMMI000642,Projects
Defra,EA,08-Nov-11,Main Contractors,NE Capital WiP,Amco Engineering,1010682,"£96,363.60",Jubilee Bridge,S75 1HT,,30204728,IMNE790313,Projects
Defra,EA,22-Nov-11,Main Contractors,MI Capital WiP,Jackson Civil Engineering Ltd,1015147,"£95,817.92",Glynbridge Gardens Flood Alleviation Scheme,IP1 5LT,,30142731,IMMI000999,Projects
Defra,EA,10-Nov-11,Main Contractors,SE Capital WiP,Team Van Oord,1012095,"£95,265.95",- Assessment no 1 colliers land bridge gauging station upgrade,RG14 5QS,,30142735,IMSO001052,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Northern,Lincoln City Council,945525,"£94,305.96",Rates - Waterside House,LN1 1DB,,,,Administration
Defra,EA,24-Nov-11,Building Management,National Estates Manager,City Of York Council,945520,"£93,095.00",Rates - Aviator court,YO1 7DU,,,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,Tonbridge & Malling Borough Council,948470,"£91,472.10",Rates Orchard house,ME19 4LZ,,,,Administration
Defra,EA,24-Nov-11,Building Management,NW Regional Facilities,Eden District Council,955364,"£91,363.00",Ghyll Mount Rates,CA11 7QF,,,,Administration
Defra,EA,17-Nov-11,Main Contractors,NE Capital WiP,Jackson Civil Engineering Ltd,1014607,"£84,567.29",Hull TSB Refurbishment - Glazing Refurbishment.,IP1 5LT,,30142731,IMNE000796,Projects
Defra,EA,17-Nov-11,Building Management,SE Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,1014161,"£84,035.66",Thames Barrier Running Costs ,DA12 2BG,,,,Administration
Defra,EA,22-Nov-11,Main Contractors,MI Capital WiP,Jackson Civil Engineering Ltd,1015441,"£82,907.66",Decommissioning of Spondon Sluices,IP1 5LT,,30142731,IMMI000948,Projects
Defra,EA,22-Nov-11,Main Contractors,AN Capital WiP,Interserve Construction Ltd,1014348,"£82,830.42",Recondition programme of works - Anglian,TQ14 0HP,,30142730,IMAN002372,Administration
Defra,EA,22-Nov-11,Main Contractors,SE Capital WiP,Jackson Civil Engineering Ltd,1015146,"£81,509.81",Paddle & Rymer Weirs Health and Safety Package,IP1 5LT,,30142731,IMTH001503,Projects
Defra,EA,17-Nov-11,Main Contractors,NE Capital WiP,Galliford Try Infrastructure Ltd,1013342,"£81,093.16",Fenton & Wrenthorpe Dams,LE10 3JF,,30142734,IMNE000646,
Defra,EA,03-Nov-11,Purchase,WA Capital WiP,AEBI UK Ltd,1009938,"£80,938.80",1 x Aebi TT210 Terrtrac with Flailmower Reg no. FX61 AHV (serial no.20200) Aebi/Carroy GF2072 Flailmover (serial no 56539) Transproter Trailer Serial no 40424,DN22 7HQ,,40026364,HOFRMWA005,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,Winchester City Council,949426,"£80,815.68",Rates - Colvedene Court,SO23 9LJ,,,,Administration
Defra,EA,24-Nov-11,Building Management,NLS Support Starcross,Teignbridge District Council,946253,"£78,302.12",Rates - Starcross Laboratories,TQ12 4XX,,,,Administration
Defra,EA,22-Nov-11,Environmental Services,NW Nuclear Regulation Mgr,Environmental Scientifics Group,1015728,"£78,137.32",Monitoring of radioactivity in the environment,DE15 0YZ,,30124860,HOOP000055,Administration
Defra,EA,22-Nov-11,Main Contractors,NE Capital WiP,Lumsden & Carroll Construction Ltd,1015155,"£76,162.94",Newsham Burn culvert design ,DH6 5PF,,30204740,IMNE000113,Projects
Defra,EA,08-Nov-11,Staff Medical Care,Internal Transformation (HSW),Health Management Ltd,1009818,"£76,068.00",On site Health Surveillance 31.08.11 to 30.09.11 ,BN8 5NN,,,HOHRITA001,Projects
Defra,EA,24-Nov-11,Building Management,NW Regional Facilities,South Ribble Borough Council,946301,"£75,792.94",Rates Bamber Bridge. ,PR25 1DH,,,,Administration
Defra,EA,24-Nov-11,Security,SE Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,1017463,"£75,084.10",Static guarding Thames Barrier,E1W 1XY,,30239724,,Administration
Defra,EA,01-Nov-11,Main Contractors,AN Capital WiP,Birse Civils Ltd,1009144,"£73,505.75",C2672 - Thetford Nr 1 Sluice Refurbishment,DN18 5BW,,30142670,IMAN002176,Projects
Defra,EA,10-Nov-11,Engineering Services,HO Fleet - EA Wales,Fraikin Ltd,1013283,"£73,175.24",Plant Maintenance costs for Wales in September 2011.,CV4 8HX,,40021314,,Administration
Defra,EA,01-Nov-11,Construction Service Providers,SE Capital WiP,Halcrow Group Ltd,1008711,"£72,344.83",Thames High Impact Refurbishment Programme,SN4 0QD,,30071913,IMSE500047,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,Peterborough City Council,949593,"£71,479.26",Rates - Aqua Hse,PE1 1AY,,,,Administration
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,Ipswich Borough Council,948479,"£71,445.00",Rates Cobham Road,IP1 2EE,,,,Administration
Defra,EA,08-Nov-11,Construction Service Providers,NW Capital WiP,Askam Construction Ltd,1010602,"£70,940.12",Long Preston Deeps - River Alterations,LA2 0HY,,30238842,IMNW000397,Projects
Defra,EA,15-Nov-11,Electricity,AN Eastern-AEM - Monitoring,EDF Energy Plc,1013578,"£70,064.30",Electricity Supply to Kennet Pumping Station,PL3 5ZN,,30286699 | 30319078,REAN000470,Administration
Defra,EA,01-Nov-11,Construction Service Providers,NE Capital WiP,Halcrow Group Ltd,1008177,"£67,841.22",Lower Todmorden Works,SN4 0QD,,30071913,IMNE000616,Projects
Defra,EA,10-Nov-11,Construction Service Providers,SE Capital WiP,Jacobs Engineering UK Ltd,1011836,"£67,219.88",Medmerry Managed Realignment Scheme,G2 7HX,,30072261,IMSO001023,Projects
Defra,EA,08-Nov-11,Building Repair & Maintenance | Building Management | Property & Construction Consultancy | Electricity | Gas | Water,National Estates Manager | FM Operating Unit - Central and South East,DEFRA,1009449,"£65,742.13",Rent & services- Dragonfly House,B3 2ED,,,,Administration
Defra,EA,10-Nov-11,Leasing ,HO Geomatics,RVL Survey Ltd,1011241,"£65,644.69",Remote sensing projects contracts 1 and 3,CV8 3AZ,,30000394,SCLI0001,Projects
Defra,EA,24-Nov-11,Environmental Services,"Research, Monitoring and Innovation",HR Wallingford Ltd,1014900,"£65,516.40",Climate change in water supply planning,OX10 8BA,,,HOEV101102,Administration
Defra,EA,01-Nov-11,Main Contractors,WA Capital WiP,Amalgamated Construction Ltd,1006588,"£62,331.60",Bala Channel Works Mitigation.,S75 1HT,,40026199,IMWA001142,Projects
Defra,EA,24-Nov-11,Main Contractors,WA Capital WiP,Dyer & Butler Ltd,1016060,"£61,717.69",River Clun Gauging Station ,SA1 2NX,,40018495,IMWA000950,Projects
Defra,EA,24-Nov-11,Environmental Services,SW Capital WiP,Fugro Engineering Services Ltd,1016165,"£61,373.80",Steart Coastal Management Project.,OX10 9RB,,30123021,IMSW001389,Projects
Defra,EA,10-Nov-11,Main Contractors,SE North East Thames - Ops Delivery,Dyer & Butler Ltd,1009699,"£60,986.78",Portlane Brook Trash Screens,SO16 0AH,,30134440,RETH000404,Projects
Defra,EA,01-Nov-11,Main Contractors,NE Yorkshire Area Ops Delivery,Lumsden & Carroll Construction Ltd,1008718,"£59,847.16",Winestead to Hawkins Point Revetment Repair.,DH6 5PF,,30204740,NRNE792029,Projects
Defra,EA,15-Nov-11,Telecoms,HO Flood Warning Systems,MM Teleperformance Ltd,1013498,"£58,173.51",Call centre & managment costs for Floodline ,BS1 3LG,,30146474,,Administration
Defra,EA,17-Nov-11,"Marine, Coastal & Inland Waterways Services",SW Capital WiP,May Gurney Ltd,1014172,"£57,389.62",Ringwood - New Permanent Pump Installation ,NR14 8SZ,,30165561,IMSW001760,Projects
Defra,EA,01-Nov-11,Construction Service Providers,NW Capital WiP,Halcrow Group Ltd,1008642,"£57,349.28",River Mersey Warrington Scheme,SN4 0QD,,30071913,IMNW000699,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South East,City Of Westminster,949493,"£57,055.24",Rates - Millbank,SW1E 6QP,,,,Administration
Defra,EA,08-Nov-11,Environmental Services,WA Wildlife and Environment,Carmarthen Amateur Angling Association,1012361,"£56,894.38",EA contribution - Carmarthen Amateur Angling Association Wild Fishing Wales Round three habitat and access improvements,CF3 2UR,,,REWA000277,Projects
Defra,EA,03-Nov-11,Environmental Services,NE North East Area Manager,Durham Wildlife Trust Ltd,1009780,"£56,546.00",Living waterways Water Framework Directive Pilot Project,DH4 6PU,,,RENE960016,Projects
Defra,EA,01-Nov-11,Environmental Services,NW Capital WiP,Aquajet GB Ltd,1008604,"£56,313.61",CCTV survey and cleansing Timperley Brook,DN22 6HG,,30170509,IMNW000344,Projects
Defra,EA,17-Nov-11,Main Contractors,WA Capital WiP,Denca Controls Ltd,1015489,"£56,115.62","Services, installation and materials during September 2011 in respect of Afon Wydden",WA8 ORA,,40031811,IMWA000936,Administration
Defra,EA,08-Nov-11,Main Contractors,SE Capital WiP,Hunton Engineering Design,1010636,"£55,465.20",Benson Lock Materials and labour til end of October,ME15 0RR,,,IMTH001515,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South West,North Dorset District Council,946150,"£55,424.00",Rates Rivers House,DT11 7LL,,,,Administration
Defra,EA,10-Nov-11,Construction Service Providers,SW Capital WiP,Atkins Ltd,1011342,"£54,230.83",Teignmouth Estuary Flood Alleviation Scheme,KT18 5BW,,30072266,IMSW000780,Projects
Defra,EA,01-Nov-11,Main Contractors,SE Capital WiP,JT Mackley & Co Ltd,1000957,"£54,015.28",Tonbridge Wier Bank Protection,BN5 9XQ,,30134439,IMSE500038,Projects
Defra,EA,24-Nov-11,Building Management,FM Operating Unit - Central and South West,Tewkesbury Borough Council,949624,"£53,692.00",Rates - Riversmeet hse,GL20 5TT,,,,Administration
Defra,EA,01-Nov-11,Main Contractors,NE Capital WiP,Lumsden & Carroll Construction Ltd,1008666,"£53,678.16",Overpumping at Hessle Clough - minor framework,DH6 5PF,,30204740,IMNE790129,Projects
Defra,EA,08-Nov-11,Main Contractors,NE Yorkshire Area Ops Delivery,Lumsden & Carroll Construction Ltd,1010247,"£53,678.16",small works - hessle improvements,DH6 5PF,,30204740,NRNE792005,Projects
Defra,EA,01-Nov-11,Construction Service Providers,SE Capital WiP,Halcrow Group Ltd,1008632,"£52,866.76",paddle & rymer,SN4 0QD,,30071913,IMTH001503,Projects
Defra,EA,01-Nov-11,Building Management,FM Operating Unit - Central and South East,CB Richard Ellis Ltd,1002480,"£52,856.70",Rent & Services charge Millbank Tower 29/09/ - 24/12/11,G2 6UA,,,,Administration
Defra,EA,24-Nov-11,Leasing,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,1015657,"£52,762.22",Lease car maintenance ,RG14 2NU,,30000281,,Administration
Defra,EA,24-Nov-11,Main Contractors,AN Capital WiP,Norfolk Wildlife Trust,1016756,"£52,194.73",Management of the Hilgay Habitat Creation Site,NR1 1RY,,30282131,IMAN001220,Projects
Defra,EA,08-Nov-11,Construction Service Providers,MI Capital WiP,Haskoning UK Ltd,1010488,"£51,360.00",Midlands Region Fish Pass works,PE3 8DW,,30071934,IMMI001259,Projects
Defra,EA,03-Nov-11,Fuels,HO Fleet - EA Wales,Arval Phh,1011437,"£50,234.87",Monthly fuel bill for Wales September 2011,SN5 6PQ,,40002026,,Administration
Defra,EA,15-Nov-11,Environmental Services,NE North East Area PACS,Rural Development Initiative Ltd,1013621,"£50,000.00",Community Flood Partnership - extension to Tyne and Wear for 2011/2012,AB51 5NQ,,,RENE630012,Projects
