Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115917,"-22,108.60",A-R-01986-15 - LAA Common DR infrastructure specific to IDP -Ongoing It Support Costs F/Y 13/14
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115917,"15,247.23",A-R-01986-15 - LAA Common DR infrastructure specific to IDP -Ongoing It Support Costs F/Y 13/14
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115917,"-15,247.23",A-R-01986-15 - LAA Common DR infrastructure specific to IDP -Ongoing It Support Costs F/Y 13/14
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116513,"68,154.00","A-R-01986-20 LAA IDP Unix and Storage ongoing charges					 					 							"
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116513,"13,630.80","A-R-01986-20 LAA IDP Unix and Storage ongoing charges					 					 							"
Ministry of Justice,MoJ HQ,25/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116233,"66,635.73","A-R-01986-25-V01 LAA IDP Resources July to Oct 2013						 							"
Ministry of Justice,MoJ HQ,25/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116233,"13,327.15","A-R-01986-25-V01 LAA IDP Resources July to Oct 2013						 							"
Ministry of Justice,MoJ HQ,25/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116233,"97,744.39","A-R-01986-25-V01 LAA IDP Resources July to Oct 2013						 							"
Ministry of Justice,MoJ HQ,25/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116233,"19,548.88","A-R-01986-25-V01 LAA IDP Resources July to Oct 2013						 							"
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115917,"110,543.00",A-R-02707-14-EIT Interim BAU Support-Ongoing Charges
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115917,"22,108.60",A-R-02707-14-EIT Interim BAU Support-Ongoing Charges
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115917,"76,236.16","A-R-03515-03 - Tender Assessment Database - ONgoing IT Support Costs FY 15/16					 					"
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115917,"15,247.23","A-R-03515-03 - Tender Assessment Database - ONgoing IT Support Costs FY 15/16					 					"
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1116513,"53,403.00",A-R-03804-04-RELOCATIONS TO FACILITATE THE EXIT OF 81 CHANCERY LANE
Ministry of Justice,MoJ HQ,18/Nov/2013 ,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1115755,"1,153,863.73",Aramis Charges for 2013-14: to be reconciled and agreed Monthley
Ministry of Justice,MoJ HQ,28/Nov/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3840,"28,120.10",Ashfield YOI Contract
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116513,"131,289.08",Atos ICT Hosting (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VP TREEN & ASSOCIATES,1116197,"73,500.00",CACTUS and NETWORK annual maintenance 01/04/2013 to 31/03/2014
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VP TREEN & ASSOCIATES,1116197,"14,700.00",CACTUS and NETWORK annual maintenance 01/04/2013 to 31/03/2014
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1114441,"25,913.50",CCN 2277 - NOP IPT Charges
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1114441,"5,182.70",CCN 2277 - NOP IPT Charges
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1114441,"432,913.98",CCN 2277 - NOP WITO Charges
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1114441,"86,582.80",CCN 2277 - NOP WITO Charges
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116513,"103,425.00",CCN 2277-01 - Resources NOP - KK-HN-MP-CT-SC
Ministry of Justice,MoJ HQ,07/Nov/2013 ,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1114658,"41,509.00",CCN A-R-03804-05 - RELOCATIONS TO FACILITATE THE EXIT OF 81 CHANCERY LANE (One off costs)
Ministry of Justice,MoJ HQ,14/Nov/2013 ,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1115252,"51,046.00",CCN A-R-03804-05 - RELOCATIONS TO FACILITATE THE EXIT OF 81 CHANCERY LANE (One off costs)
Ministry of Justice,MoJ HQ,11/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115035,"23,251.00",CCN A-R-3580-02 v03 - HMCTS 192 ET Fees- Fixed price for delivery of the ET Fees requirements
Ministry of Justice,MoJ HQ,11/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115035,"25,000.00",CCN A-R-3580-02 v03 - HMCTS 192 ET Fees- Fixed price for delivery of the ET Fees requirements
Ministry of Justice,MoJ HQ,14/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115252,"69,717.00",CCN A-R-3580-02 v03 - HMCTS 192 ET Fees- Fixed price for delivery of the ET Fees requirements
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1114441,"149,558.68",CCN A-S03481-01-V01 - Sustainable Print Service (SPS)
Ministry of Justice,MoJ HQ,28/Nov/2013 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116513,"62,335.65","CCN AS-03481-03-v01 - HMCTS247-SPS-CCNAS03481-03-v01 Simplex printing, copying and/or postscript"
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116513,"24,215.00",CCN HQ297 - PQ105 - E011 - AS-03786-19-v03 - Business and Communications Resource (Sept - Dec 13)
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CGI IT UK LTD,1116560,"21,091.00",CCN L-R-3650-04 - PPO and AS Full Transition (MaLI Ref: HQ319)-MaLI Ref: HQ319 - Ongoing BAU Service Charges for Application Maintenance and Support for the CAD and CMS Applications -
Ministry of Justice,MoJ HQ,07/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1114954,"237,941.00",CCNS437-02 extends the Steria CJSE Applications Maintenance and Support contract from 1st August 2013 up to a maximum end date of 31st July 2014. This PO covers the cost of the services for the remainder of fin. Year 13/14.
Ministry of Justice,MoJ HQ,11/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1115181,"42,699.43","Change requests related to CCN048 (STERIA) NOMS 230 CR PCMS259  Trial Zero œ42,699.43 as part of delivery certificate 15.						 					"
Ministry of Justice,MoJ HQ,14/Nov/2013 ,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1115455,"43,979.19",Charges under rfc FSMO 175 Contractor services
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CABLE & WIRELESS WORLDWIDE,1116545,"240,115.23",CJSM Yearly costs
Ministry of Justice,MoJ HQ,28/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CABLE & WIRELESS WORLDWIDE,1116545,"48,023.05",CJSM Yearly costs
Ministry of Justice,MoJ HQ,14/Nov/2013 ,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1115461,"7,573.47",Clive House: reactive maintenance costs for 2013-14. BEC = ND175
Ministry of Justice,MoJ HQ,18/Nov/2013 ,222003-CIS Labour TFM Estates,NZ406-Strategic Estates Feeder,MITIE JUSTICE LTD,1115778,"41,431.69","Construction works at 10 Alfred Place, incorporating refit of 2 x Hearing rooms, corridor and 3rd floor power /data modifications"
Ministry of Justice,MoJ HQ,20/Nov/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,HOME OFFICE IT,3822,"24,550.00",Core activities of HOIT Testing Services to be delivered to the MoJ NOMS Rehabilitation Programme
Ministry of Justice,MoJ HQ,20/Nov/2013 ,265000-IT & Telecommunications,LZ600-Transforming Justice,HOME OFFICE IT,3822,"4,910.00",Core activities of HOIT Testing Services to be delivered to the MoJ NOMS Rehabilitation Programme
Ministry of Justice,MoJ HQ,14/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1115252,"50,000.00","Deliverables as per A-R-03580-01 - One Off charge						"
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,INTELLIGENT CONSULTING SERVICES (ICS) LTD,1114531,"33,000.00","Delivery and presentation of SIRO, Review and assure RISE, Provide Impact Assessments,Review and challenge Security Architecture ,Provide the effort estimates for IA activities& Provide the effort estimates for IA activities to the RISE and"
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,INTELLIGENT CONSULTING SERVICES (ICS) LTD,1114531,"6,600.00","Delivery and presentation of SIRO, Review and assure RISE, Provide Impact Assessments,Review and challenge Security Architecture ,Provide the effort estimates for IA activities& Provide the effort estimates for IA activities to the RISE and"
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ACTICA CONSULTING LTD,1114435,"184,450.00","EA - ICT Architecture Vision,Architecture Definition Document,Architecture Gap Analysis,Produce delivery roadmaps,Map capabilities back to EARM,Produce architectural models, Produce channels strategy,Produce system-to-system (B2B) exchange"
Ministry of Justice,MoJ HQ,04/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ACTICA CONSULTING LTD,1114435,"36,890.00","EA - ICT Architecture Vision,Architecture Definition Document,Architecture Gap Analysis,Produce delivery roadmaps,Map capabilities back to EARM,Produce architectural models, Produce channels strategy,Produce system-to-system (B2B) exchange"
Ministry of Justice,MoJ HQ,14/Nov/2013 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1115359,"67,483.00",Electricity supply in 2013-14 to 102 Petty France
Ministry of Justice,MoJ HQ,14/Nov/2013 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1115359,"13,496.60",Electricity supply in 2013-14 to 102 Petty France
Ministry of Justice,MoJ HQ,11/Nov/2013 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1115090,"22,562.80",Electricity supply in 2013-14 to Clive House
Ministry of Justice,MoJ HQ,11/Nov/2013 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1115090,"4,512.56",Electricity supply in 2013-14 to Clive House
Ministry of Justice,MoJ HQ,25/Nov/2013 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3825,"228,830.00",ESCORTING CONTRACT FOR YOIs - FY13-14.
Ministry of Justice,MoJ HQ,18/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1115695,"36,116.55","Fujitsu Application Services - Licensing, IBM 3rd line apps support for Bichard 7 , ATOS apps support for Xhibit Portal  & ATOS Qtrly patching of Xhibit Portal"
Ministry of Justice,MoJ HQ,18/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1115695,"180,729.93","Fujitsu Application Services - Licensing, IBM 3rd line apps support for Bichard 7 , ATOS apps support for Xhibit Portal  & ATOS Qtrly patching of Xhibit Portal"
Ministry of Justice,MoJ HQ,18/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1115695,"34,517.33",Fujitsu Hosting Services - This purchase order covers Hosting line items set within the budget  for Fujitsu Services CCN F429-02
Ministry of Justice,MoJ HQ,18/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1115695,"311,088.57",Fujitsu Hosting Services - This purchase order covers Hosting line items set within the budget  for Fujitsu Services CCN F429-02
Ministry of Justice,MoJ HQ,18/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1115695,"144,796.79",Fujitsu Hosting Services - This purchase order covers Hosting line items set within the budget  for Fujitsu Services CCN F429-02
Ministry of Justice,MoJ HQ,21/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1116003,"72,873.99",Fujitsu Hosting Services - This purchase order covers Hosting line items set within the budget  for Fujitsu Services CCN F429-02
Ministry of Justice,MoJ HQ,18/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1115695,"34,906.33",Fujitsu Security Services - This purchase order covers Security Services line items set within the budget  for Fujitsu Services CCN F429-02
Ministry of Justice,MoJ HQ,18/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1115695,"46,935.57",Fujitsu SIAM Services - This purchase order covers SIAM line items set within the budget  for Fujitsu Services CCN F429-02
Ministry of Justice,MoJ HQ,01/Nov/2013 ,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CICA (CRIMINAL INJURIES COMPENSATION AUTHORITY),3750,"16,000,000.00",Grant in Aid payment to CICA
Ministry of Justice,MoJ HQ,05/Nov/2013 ,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CCRC (CRIMINAL CASES REVIEW COMMISSION),3759,"450,000.00",Grant in Aid payment to the CCRC
Ministry of Justice,MoJ HQ,01/Nov/2013 ,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD#KY14820012,3755,"1,250,000.00",Grant in Aid payment to the Parole Board
Ministry of Justice,MoJ HQ,01/Nov/2013 ,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,3756,"23,000,000.00",Grant in Aid payment to the YJB
Ministry of Justice,MoJ HQ,18/Nov/2013 ,262000-SCA Costs,NZ406-Strategic Estates Feeder,LAND SECURITIES PROPERTIES LTD,1115748,"3,816,484.00",Headquarters rent
Ministry of Justice,MoJ HQ,14/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,JADU LTD,1115423,"161,800.00","HMCTS 192 ET Fees - Deliverables as per works order dated 07.06.13. 						"
Ministry of Justice,MoJ HQ,28/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE,1116647,"178,549.00","HMCTS 192 ET Fees - Delivery of testing services for the ET Fees solution. 						"
Ministry of Justice,MoJ HQ,04/Nov/2013 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114441,"238,286.03",HMCTS 247 SPS - CCNA-S-03481-01 Print device deployment M27&28.  Replaces PO 10000033841
Ministry of Justice,MoJ HQ,04/Nov/2013 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1114441,"195,247.21",HMCTS 247 SPS - CCNA-S-03481-01 Print device deployment M27&28.  Replaces PO 10000033841
Ministry of Justice,MoJ HQ,25/Nov/2013 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116233,"307,465.84",HMCTS 247 SPS - CCNA-S-03481-01 Print device deployment M27&28.  Replaces PO 10000033841
Ministry of Justice,MoJ HQ,25/Nov/2013 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116233,"251,931.89",HMCTS 247 SPS - CCNA-S-03481-01 Print device deployment M27&28.  Replaces PO 10000033841
Ministry of Justice,MoJ HQ,25/Nov/2013 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116233,"514,330.28",HMCTS 247 SPS - CCNA-S-03481-01 Remaining MFD deployment M25&26. Replaces PO 10000033842
Ministry of Justice,MoJ HQ,25/Nov/2013 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1116233,"141,180.87",HMCTS 247 SPS - CCNA-S-03481-01 Remaining MFD deployment M25&26. Replaces PO 10000033842
Ministry of Justice,MoJ HQ,28/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1116560,"81,357.74","HMCTS 293 Ethos Functional enhancements - Deliverables as per CCN - L-R-3717-01. 						"
Ministry of Justice,MoJ HQ,07/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1114699,"38,957.62","HMCTS 293 Ethos Underhill enhancements - Deliverables as per CCN - L-S-3890-05						"
Ministry of Justice,MoJ HQ,14/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1115300,"204,743.00","HMCTS 304-03 SUPs - Case No's CCN L-R-3818-01 MCOLand IFAS Caseman - Development Cut Complete- PCOL Software delivery-UAT Completion- Go live complete			"
Ministry of Justice,MoJ HQ,14/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1115300,"1,611,960.00","HMCTS246  L-R-3685-02 v0.10 Fixed Price CCN for the solution development and testing for the SDT Project.- HMCTS 246 Secure Data Transfer - L-R-3685-02-v0.10 Fixed Price CCN for the solution development and testing for the SDT Project.					"
Ministry of Justice,MoJ HQ,25/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORACLE CORPORATION UK LTD,1116385,"167,991.45","HMCTS246  L-R-3685-02 v0.10 Fixed Price CCN for the solution development and testing for the SDT Project.		HMCTS246 Secure Data Transfer -CCN-L-R-3685-02 - 440 Gateway - Named User Plus Licences						 HMCTS246 Secure Data Transfer - CCN-L-"
Ministry of Justice,MoJ HQ,25/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORACLE CORPORATION UK LTD,1116385,"33,598.29","HMCTS246  L-R-3685-02 v0.10 Fixed Price CCN for the solution development and testing for the SDT Project.		HMCTS246 Secure Data Transfer -CCN-L-R-3685-02 - 440 Gateway - Named User Plus Licences						 HMCTS246 Secure Data Transfer - CCN-L-"
Ministry of Justice,MoJ HQ,25/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,ORACLE CORPORATION UK LTD,1116385,"220,074.05",HMCTS246  L-R-3685-02 v0.10 Fixed Price CCN for the solution development and testing for the SDT Project.HMCTS246 Secure Data Transfer - CCN-L-R-3685-02 - 8 API Gateway Processor Perpetual Licences HMCTS 246 Secure Data Transfer - CCN-L
Ministry of Justice,MoJ HQ,25/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,ORACLE CORPORATION UK LTD,1116385,"44,014.81",HMCTS246  L-R-3685-02 v0.10 Fixed Price CCN for the solution development and testing for the SDT Project.HMCTS246 Secure Data Transfer - CCN-L-R-3685-02 - 8 API Gateway Processor Perpetual Licences HMCTS 246 Secure Data Transfer - CCN-L
Ministry of Justice,MoJ HQ,25/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORACLE CORPORATION UK LTD,1116385,"77,613.10",HMCTS246 L-R-3685-02 v0.10 Fixed Price CCN for the solution development and testing for the SDT Project. HMCTS246 Secure Data Transfer -CCN-L-R-3685-02 - 440 Gateway - Named User Plus Licences HMCTS246 Secure Data Transfer - CCN-L-
Ministry of Justice,MoJ HQ,25/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ORACLE CORPORATION UK LTD,1116385,"-77,613.10",HMCTS246 L-R-3685-02 v0.10 Fixed Price CCN for the solution development and testing for the SDT Project. HMCTS246 Secure Data Transfer -CCN-L-R-3685-02 - 440 Gateway - Named User Plus Licences HMCTS246 Secure Data Transfer - CCN-L-
Ministry of Justice,MoJ HQ,20/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HOME OFFICE IT,3819,"42,868.27","HOIT - NOP Programme - Testing Services 						"
Ministry of Justice,MoJ HQ,20/Nov/2013 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HOME OFFICE IT,3819,"8,573.65","HOIT - NOP Programme - Testing Services 						"
Ministry of Justice,MoJ HQ,20/Nov/2013 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE IT,3821,"46,854.43","HOIT Testing MOU  HOIT Testing Charges April to August 2013 						 							"
