Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number,,
DEFRA,Core Defra,19/07/2012,Business Rates,Chief Operating Officer DG,D T Z,DEFRA144," Ł2,081,613.53 ",DTZ Funding: property related costs - rent and service charges and insurance,B3 2ED,,,00000000,Expense,,,
DEFRA,Core Defra,12/07/2012,Rents to Landlords,Chief Operating Officer DG,D T Z,020712," Ł58,383.00 ",DTZ Funding: property related costs - rent and service charges and insurance,B3 2ED,,,00000000,Expense,,,
DEFRA,Core Defra,24/07/2012,Electricity,Chief Operating Officer DG,E D F Energy,0134060712," Ł31,583.43 ","Electricity 01-30/06/12 for Animal Health and Veterinary Laboraties Agency, Woodham Lane, New Haw, Weybridge, Surrey, KT15 3NB",PL3 5XQ,,,B0870000,Expense,,,
DEFRA,Core Defra,24/07/2012,Electricity,Chief Operating Officer DG,E D F Energy,01310607127505504," Ł75,055.04 ","Electricity 01-30/06/12 for Animal Health and Veterinary Laboraties Agency, Woodham Lane, New Haw, Weybridge, Surrey, KT15 3NB",PL3 5XQ,,,B0870000,Expense,,,
DEFRA,Core Defra,16/07/2012,Electricity,Chief Operating Officer DG,E D F Energy,0133260612," Ł33,733.76 ","Electricity 1/5/12-31/5/12 for Animal Health and Veterinary Laboraties Agency, Woodham Lane, New Haw, Weybridge, Surrey, KT15 3NB",PL3 5XQ,,,B0870000,Expense,,,
DEFRA,Core Defra,24/07/2012,Gas,Chief Operating Officer DG,Corona Energy,07261176," Ł44,724.40 ","Gas bill 01/04-01/05/12 for Animal Health and Veterinary Laboraties Agency, Woodham Lane, New Haw, Weybridge, Surrey, KT15 3NB",WD17 1JW,,,B0870000,Expense,,,
DEFRA,Core Defra,06/07/2012,Electricity,Chief Operating Officer DG,E D F Energy,01308569697," Ł75,696.97 ","Electricity 01-31/05/12 for Animal Health and Veterinary Laboraties Agency, Woodham Lane, New Haw, Weybridge, Surrey, KT15 3NB",PL3 5XQ,,,B0870000,Expense,,,
DEFRA,Core Defra,24/07/2012,Gas,Chief Operating Officer DG,Corona Energy,07261259," Ł110,880.30 ","Gas bill 01/05-01/06/12 for Animal Health and Veterinary Laboraties Agency, Woodham Lane, New Haw, Weybridge, Surrey, KT15 3NB",WD17 1JW,,,B0870000,Expense,,,
DEFRA,Core Defra,06/07/2012,Electricity,Chief Operating Officer DG,E D F Energy,012813778566," Ł137,785.66 ","Electricity 01-31/05/12 for Food and Environment Agency, Sand Hutton, York, North Yorkshire",PL3 5XQ,,,B2810000,Expense,,,
DEFRA,Core Defra,06/07/2012,Electricity,Chief Operating Officer DG,E D F Energy,01313328144," Ł33,358.15 ","Electricity 01-31/05/12 for Animal Health and Veterinary Laboraties Agency, Woodham Lane, New Haw, Weybridge, Surrey, KT15 3NB",PL3 5XQ,,,B0870000,Expense,,,
DEFRA,Core Defra,30/07/2012,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018065," Ł93,169.67 ","To carry out detailed design, planning and contract works to enable Animal Health Veterinary Laboratory to relocate from Chelmsford Beeches to Redwing House.",BS32 4NH,,16091,CHLMSLIP,Asset,,,
DEFRA,Core Defra,30/07/2012,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00017368," Ł62,113.10 ","To carry out detailed design, planning and contract works to enable Animal Health Veterinary Laboratory to relocate from Chelmsford Beeches to Redwing House.",BS32 4NH,,16091,CHLMSLIP,Asset,,,
DEFRA,Core Defra,30/07/2012,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018062," Ł33,009.84 ",To design and provide walk-in cold rooms for the storage of Tuberculin to replace those currently used at Weybridge,BS32 4NH,,15523,VLABCP10,Asset,,,
DEFRA,Core Defra,20/07/2012,Clearing Plant & Machinery,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018071," Ł70,000.00 ",Feasibility assessment at Nobel House  for the London rationalisation project,BS32 4NH,,16618,EXITLOND,Asset,,,
DEFRA,Core Defra,10/07/2012,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018074," Ł37,296.06 ",For the continuation and establishment of the feasibility and options for the London rationalisation Project - Nobel House,BS32 4NH,,15723,FERAREDE,Asset,,,
DEFRA,Core Defra,18/07/2012,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018061," Ł450,732.04 ",Refurbishment of Bio security design and works at Weybridge - June 2012,BS32 4NH,,15614,VLABCP10,Asset,,,
DEFRA,Core Defra,04/07/2012,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00017360," Ł239,484.86 ",Refurbishment of Bio security design and works at Weybridge - May 2012,BS32 4NH,,15614,VLABCP10,Asset,,,
DEFRA,Core Defra,06/07/2012,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018195," Ł576,352.07 ",Reactive maintenance fee,BS32 4NH,,16408,00000000,Expense,,,
DEFRA,Core Defra,30/07/2012,Estates Reactive Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00017997," Ł218,629.29 ",Facilities Management charges,BS32 4NH,,15325,B0610000,Expense,,,
DEFRA,Core Defra,30/07/2012,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018068," Ł39,403.75 ","Clearance of basement stores, enabling works and furniture green disposal from Kings House in advance of delapidation works as part of the process to satisfy lease end obligations",BS32 4NH,,16541,B6400000,Expense,,,
DEFRA,Core Defra,18/07/2012,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018194," Ł2,051,217.55 ",Core contract - services charged for the period 1-30 June 2012,BS32 4NH,,10321X,00000000,Expense,,,
DEFRA,Core Defra,26/07/2012,Estates Reactive Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00017995," Ł33,087.85 ",Facilities Management charges,BS32 4NH,,12490,ANIMALHE,Expense,,,
DEFRA,Core Defra,06/07/2012,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00017985," Ł88,553.86 ",Pass through costs for May 2012,BS32 4NH,,16721,00000000,Expense,,,
DEFRA,Core Defra,06/07/2012,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018057," Ł35,108.80 ",Pass through costs for June 2012,BS32 4NH,,16725,00000000,Expense,,,
DEFRA,Core Defra,24/07/2012,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00017996," Ł41,907.66 ",Facilities Management charges,BS32 4NH,,15743,B0800000,Expense,,,
DEFRA,Core Defra,06/07/2012,Estates Reactive Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018189," Ł74,035.64 ",Food and Environment Research Agency - The design manufacture and erection of a permanent access platform.,BS32 4NH,,16060,B0940000,Asset,,,
DEFRA,Core Defra,06/07/2012,Overhead Incidental Expenses,Chief Operating Officer DG,Whitehead Mann,3930007759," Ł25,080.00 ",Psychometric Assessment for Deputy Director Policy roles,SW1Y 6QB,SME,16532,00000000,Expense,,,
DEFRA,Core Defra,26/07/2012,Redfern Suspense,Chief Operating Officer DG,Redfern Travel Ltd,190712," Ł145,827.44 ",Travel summary and recovery of disembursments,BD1 3AZ,SME,,00000000,Asset,,,
DEFRA,Core Defra,02/07/2012,Grant-in Aid Payments,Chief Operating Officer DG,Royal Botanic Gardens,KEWGIA041213," Ł3,000,000.00 ",Grant in Aid to Kew Gardens - July 2012,TW9 3AB,,exempt,00000000,Expense,,,
DEFRA,Core Defra,24/07/2012,Treasury Solicitors,Chief Operating Officer DG,Treasury Solicitors Department,A1610," Ł318,343.00 ",Professional Charges Litigation quarter 2 - period 1/4/12-30/6/12,WC2B 4TS,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,24/07/2012,Treasury Solicitors,Chief Operating Officer DG,Treasury Solicitors Department,A1611," Ł1,659,714.00 ",Professional Charges Advisory quarter 2 for professional work from 01/04/2012 to 30/06/2012,WC2B 4TS,,exempt,00000000,Expense,,,
DEFRA,Core Defra,12/07/2012,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5806121863," Ł92,538.05 ",Anti Virus Technology Refresh,GU1 2LD,,FRW10040-00,P12TR020,Expense,,,
DEFRA,Core Defra,30/07/2012,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5807120730," Ł5,980,973.71 ",IT  Base Services 1-31 July 2012,GU1 2LD,,FRW10040-00,00000000,Expense,,,
DEFRA,Core Defra,16/07/2012,Fixed Steady State Services,Chief Operating Officer DG,IBM United Kingdom Ltd,5806121157," Ł54,554.55 ",Computer support 1/6/12 - 30/6/12,GU1 2LD,,FRW10040-00,CBOFF400,Expense,,,
DEFRA,Core Defra,06/07/2012,Business & Technical/Consultancy Assignments,Chief Operating Officer DG,IBM United Kingdom Ltd,5806120387," Ł75,660.44 ",Oracle design support: resources charged on a time and materials basis,GU1 2LD,,FRW10040-00,AHVONB11,Expense,,,
DEFRA,Core Defra,04/07/2012,Grant-in Aid Payments,Policy Delivery DG,Commission For Rural Communities,250612," Ł39,497.00 ",Grant in Aid payment to the Commission for Rural Communities,GL50 3RA,SME,16466,00000000,Expense,,,
DEFRA,Core Defra,04/07/2012,Other Current Payments E,Policy Delivery DG,Acre.,5523," Ł700,000.00 ",Grant in Aid payment for the Rural Communities Action Network,GL7 1TW,,16365,00000000,Expense,,,
DEFRA,Core Defra,04/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of East Anglia,290612," Ł50,000.00 ",University of East Anglia project to review evidence to assess scope for business related ecosystem market opportunities,NR4 7TJ,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,06/07/2012,International Subscriptions (Foreign Payments),Policy Delivery DG,United Nations Environment Prog,0307122544846," Ł25,448.46 ",Trust fund for Vienna Convention,00100,,,00000000,Expense,,,
DEFRA,Core Defra,05/07/2012,International Subscriptions (Foreign Payments),Policy Delivery DG,United Nations Environment Prog,03071218055371," Ł180,553.71 ",Trust fund for Montreal Protocol,00100,,,00000000,Expense,,,
DEFRA,Core Defra,24/07/2012,Current Grants - Local Authorities,Policy Delivery DG,West London Waste Authority,702015237," Ł70,555.00 ",West London Waste,HA1 2ZB,,16429G,00000000,Expense,,,
DEFRA,Core Defra,18/07/2012,Current Grants E,Policy Delivery DG,N U S Services Ltd,6593," Ł30,246.00 ",Reward and recognition fund 2012/13,SK10 2NZ,SME,16429A,00000000,Expense,,,
DEFRA,Core Defra,20/07/2012,Current Grants E,Policy Delivery DG,N U S Services Ltd,6668," Ł25,205.00 ",Reward and recognition fund first round ,SK10 2NZ,SME,16429A,00000000,Expense,,,
DEFRA,Core Defra,06/07/2012,Current Grants - Local Authorities,Policy Delivery DG,Bolton Council,100257405000043878," Ł50,000.00 ",Reward and recognition fund ,BL1 1RU,,16429D,00000000,Expense,,,
DEFRA,Core Defra,04/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology - SPM Lead Contract,6148584," Ł25,162.59 ",The market potential and demand for product reuse (SPMT12_002) milestone 1 of 4 ,OX11 0QJ,,exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Bristol,ERS-10-JUL-12-40073," Ł35,463.41 ",Protective effect of increased n3 polunsaturated fatty acid in feed on Campylobacter spp. colonisation of broiler chickens - July 12,BS40 5DU,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,24/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,The Coal Authority,CA096999," Ł310,172.08 ","Payment to the Coal Authority from a joint project between Defra and DECC for dealing with polluted water from Wheal Jane, an abandoned mine. Charges for Quarter 2 (July - September 2012). ",NG18 4RG,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,20/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,1607126088830," Ł50,740.25 ",Monitoring the effectiveness of the Nitrates Directive Action Programme in Nitrate Vunerable Zones (NVZs),WV6 8TQ,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,20/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Risk Solutions,160712," Ł40,658.66 ",Evidence on Impacts of Abstraction Reform Options On the Environment and Abstractors.,WA2 7LT,SME,exempt,00000000,Expense,,,
DEFRA,Core Defra,30/07/2012,Current Grants E,Policy Delivery DG,Environment Agency,240712," Ł5,000,000.00 ",A grant payment under Section 70(1) of the Charities Act 2006 to Environment Agency from the Catchment Restoration Fund.   ,PE2 8YD,,16537,00000000,Expense,,,
DEFRA,Core Defra,02/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8002078," Ł26,714.33 ",Low-cost vessel monitoring system data analysis: assessment and applications,NR33 0HT,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,26/07/2012,Other Current Payments (GB),Policy Delivery DG,Trinity House,140612," Ł140,520.00 ",Fisheries light dues payment for 2012/13,CO12 3JW,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,16/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Marine Management Organisation,6000004136," Ł96,940.68 ",Trial of Catch Quota Management in fully documented North Sea cod and Western Channel sole fisheries April - June,NE4 7YH,,exempt,00000000,Expense,,,
DEFRA,Core Defra,30/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Marine Management Organisation,6000003975," Ł119,441.69 ",Trial of Catch Quota Management in fully documented North Sea cod and Western Channel sole fisheries Jan - Mar,NE4 7YH,,exempt,00000000,Expense,,,
DEFRA,Core Defra,24/07/2012,Other Current Payments E,Policy Delivery DG,Food Standards Agency,1701576," Ł58,043.80 ",Charges for work relating to the supervision of cleansing and disinfection of livestock vehicles - June 12,YO1 2YX,,Exempt,MHS00946,Expense,,,
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014748," Ł234,990.89 ",Disease investigation for Exotic diseases,YO1 7PX,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014728," Ł180,834.81 ",Approvals/ licensing for Exotic diseases,YO1 7PX,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014771," Ł346,085.28 ",Approvals/ licensing For Exotic diseases -  June 12,YO1 7PX,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014768," Ł303,883.21 ",Animal Identification charges - June 12,YO1 7PX,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014751," Ł354,820.59 ",Exotic diseases  charges - May 12,YO1 7PX,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014731," Ł266,890.04 ",Exotic diseases  charges - April 12,YO1 7PX,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502059-40232," Ł134,403.08 ",Continued vaccine development: Improving BCG and developing non-sensitising vaccines for cattle July 12,KT15 3NB,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502001-40114," Ł31,964.16 ",2012/2013 Survival of Classical Swine Fever in meat Product,KT15 3NB,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-501988-40049," Ł32,448.38 ",The development of novel subunit vaccines and viral delivery mechanisms for AHS viral antigens ,RG20 7NN,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-502000-40050," Ł38,043.83 ",2012/2013 - Forensic tracing of Foot and mouth disease virus outbreaks using full-genome sequencing,RG20 7NN,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502056-40231," Ł61,065.75 ","Antigen mining, DIVA assays and other diagnostic approaches July 12",KT15 3NB,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502022-40121," Ł28,280.33 ",Assessment of the risk of selection of Extended Spectrum Beta Lactamase resistance in calves by feeding waste milk containing -Veterinary Laboratories Agency- July 2012,KT15 3NB,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-502071-40052," Ł27,662.33 ",Development of methods to enhance implementation of foot-and-mouth disease virus control measures July 12,RG20 7NN,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-501984-40048," Ł57,810.83 ",Development of novel foot and mouth disease vaccines,RG20 7NN,,exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502046-40228," Ł51,067.16 ",Studies of natural and experimental Transmissible Spongiform Encephalopathys July 12,KT15 3NB,,exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502038-40224," Ł49,578.50 ",Maintenance of a Transmissible Spongiform Encephalopathy - free sheep flock after importation from New Zealand - July 12,KT15 3NB,,exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-501999-40113," Ł40,446.05 ",2012/2013 Defining the immune mechanisms by a live attenuated  vaccine,KT15 3NB,,exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-502089-40054," Ł114,636.00 ",Vector - borne transmission pathways and serological diagnostics of Schmallenberg virus 2011/12 ,RG20 7NN,,exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Edinburgh,ERS-501992-40079," Ł28,348.75 ",2012/2013 - Carrier state : do sheep of resistant genotypes become sub-clinically infected when exposed to scrapie,EH1 1HT,,,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-501985-40110," Ł78,789.00 ",Determining transmissibility of H- and L-type Bovine Spongiform Encephalopathy to sheep Apr - Jul 12,KT15 3NB,,exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-502060-40051," Ł31,616.00 ",Understanding and predicting the spread of vector and aerosol - borne livestock pathogens in the UK July 12,RG20 7NN,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,16/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,150000886," Ł26,372.27 ",11th Claim  Britton Development of Rationally Attenuated live Vaccines for Effective Control of Infectious Bronchitis,SN2 1UH,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502090-40244," Ł38,209.32 ","Mechanisms of pathogenesis, infective dose and virulence of Schmallenberg virus in experimental British sheep May to July 12 ",KT15 3NB,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502087-40243," Ł34,552.40 "," A study to evaluate optimisation of current enrofloxacin oral dosing regimes in broiler chickens, to prevent selection of fluoroquinolone - resistant campylobacters, E.coli and salmonella whilst maintaining efficacy and Animal Welfare  - July 12",KT15 3NB,,exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502010-40118," Ł31,053.50 ",Pathology and Pathogenesis of prion diseases - July 12,KT15 3NB,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Food & Environment Research Agency,ERS-502053-40182," Ł37,093.33 ",Badger Survey of England and Wales July 12,YO41 1LZ,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,02/07/2012,Current grants to charitable bodies,Policy Delivery DG,Canal & River Trust,90005118," Ł9,750,000.00 ",Quarterly Grant-in-Aid payment to Canal and River Trust,MK9 1BB,,16675,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Rothamsted Research.,ERS-502340-40144," Ł47,736.36 ",Combating Resistance to Aphicides in UK Aphid Pests  July.,AL5 2JQ,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Current Transfers Abroad UK,Policy Delivery DG,United Nations Environment Prog,240712," Ł114,633.47 ",UK payment towards the general trust fund for the operational budget of the Rotterdam Convention on the Prior Informed Consent Procedure for certain hazardous chemicals and pesticides,00100,,,00000000,Expense,,,
DEFRA,Core Defra,10/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8002090," Ł31,536.61 ","Memorandum of Understanding with the Centre for Environment, Fisheries and Aquaculture Science for the provision of Research and Development Services to Chemicals and Emerging Technologies Division 2012 to 2015",NR33 0HT,,exempt,00000000,Expense,,,
DEFRA,Core Defra,16/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology plc,6148639," Ł26,169.20 ",Operation of the Europhying and Acidifying Atmospheric Pollutants June 2012,OX11 0QR,SME,exempt,AQRDXXXX,Expense,,,
DEFRA,Core Defra,20/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Gfk NOP Ltd,8272001485," Ł40,000.00 ",Defra noise awareness study ,SE1 9UL,SME,NO0237,00000000,Expense,,,
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology plc,6148620," Ł77,848.00 ",Quality assurance and quality control for data required from automatic urban and rural air quality monitoring network ,OX11 0QJ,SME,10897,AQNONRDX,Expense,,,
DEFRA,Core Defra,12/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology plc,61486286148629," Ł50,995.00 ",UK National Atmospheric Emissions Inventory,OX11 0QR,SME,Exempt,AQRDXXXX,Expense,,,
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology plc,6148617," Ł43,865.00 ",April-June 2012 UK Hydrocarbons monitoring,OX11 0QR,SME,12696,AQNONRDX,Expense,,,
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology plc,6147586," Ł35,259.00 ",Advisory service and technical support to the clean air act - February and March 2012 ,OX11 0QR,SME,12017,00000000,Expense,,,
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-501969-40126," Ł29,005.00 ",2012/13- Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) 3,SN2 1EU,,Exempt,AQRDXXXX,Expense,,,
DEFRA,Core Defra,18/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Bristol,FSCI1010150," Ł29,989.00 ",Effects of noise on biodiversity ,BS8 1TH,,,00000000,Expense,,,
DEFRA,Core Defra,12/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology plc,6148633," Ł59,962.00 ",Air quality assesment 2010 - 13 June 12,OX11 0QR,SME,Exempt,AQRDXXXX,Expense,,,
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology plc,6148618," Ł64,109.00 ",April - June 2012 charges Hydrocarbons monitoring,OX11 0QR,SME,12696,AQNONRDX,Expense,,,
DEFRA,Core Defra,04/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology plc,6148332," Ł59,962.00 ",Air quality assessment May 2012 ,OX11 0QR,SME,Exempt,AQRDXXXX,Expense,,,
