Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BRADFORD AND AIREDALE PCT,PUBLIC,4500000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BRENT TEACHING PCT,PUBLIC,4900000,,FUNDINGJUNE13,HA0 4UZ,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BRIGHTON & HOVE CITY TEACHING PCT,PUBLIC,500000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BROMLEY PCT,PUBLIC,1000000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CALDERDALE PCT,PUBLIC,500000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CAMBRIDGESHIRE PCT,PUBLIC,2000000,,FUNDINGJUNE13,PE29 6FH,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CAMDEN PCT,PUBLIC,4400000,,FUNDINGJUNE13,NW1 0PE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,COVENTRY TEACHING PCT,PUBLIC,2900000,,FUNDINGJUNE13,CV1 2GQ,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DERBY CITY PCT,PUBLIC,1000000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DERBYSHIRE COUNTY PCT,PUBLIC,2000000,,FUNDINGJUNE13,S41 7PF,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DONCASTER PCT,PUBLIC,3000000,,FUNDINGJUNE13,DN4 5DJ,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DORSET PCT,PUBLIC,2500000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DUDLEY PCT,PUBLIC,1500000,,FUNDINGJUNE13,DY2 8PP,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EALING PCT,PUBLIC,3000000,,FUNDINGJUNE13,UB2 4SA,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST SUSSEX DOWNS & WEALD PCT,PUBLIC,5000000,,FUNDINGJUNE13,BN21 3UN,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,GLOUCESTERSHIRE PCT,PUBLIC,6000000,,FUNDINGJUNE13,GL2 8DN,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HARINGEY TEACHING PCT,PUBLIC,400000,,FUNDINGJUNE13,NW1 2PL,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HARROW PCT,PUBLIC,2400000,,FUNDINGJUNE13,HA1 3EX,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HEART OF BIRMINGHAM TEACHING PCT,PUBLIC,2000000,,FUNDINGJUNE13,B7 4WH,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HOUNSLOW PCT,PUBLIC,5000000,,FUNDINGJUNE13,UB2 4SA,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ISLE OF WIGHT NHS PCT,PUBLIC,1000000,,FUNDINGJUNE13,PO30 5TG,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ISLINGTON PCT,PUBLIC,9300000,,FUNDINGJUNE13,EC1V 7LQ,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LEEDS PCT,PUBLIC,600000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LONDON SHA,PUBLIC,5000000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NEWCASTLE PCT,PUBLIC,1700000,,FUNDINGJUNE13,NE6 4PF,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NHS BURY,PUBLIC,1000000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORFOLK PCT,PUBLIC,1750000,,FUNDINGJUNE13,NR1 3FR,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH TYNESIDE PCT,PUBLIC,1800000,,FUNDINGJUNE13,NE13 9BA,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH YORKSHIRE & YORK PCT,PUBLIC,3000000,,FUNDINGJUNE13,YO18 6QR,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTHUMBERLAND CARE TRUST,PUBLIC,1700000,,FUNDINGJUNE13,NE61 2DL,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,OXFORDSHIRE PCT,PUBLIC,4000000,,FUNDINGJUNE13,OX4 2LH,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,PLYMOUTH TEACHING PCT,PUBLIC,600000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,REDCAR AND CLEVELAND PCT,PUBLIC,50000,,FUNDINGJUNE13,TS2 1RH,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ROTHERHAM PCT,PUBLIC,2500000,,FUNDINGJUNE13,S66 1YY,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SALFORD PCT,PUBLIC,2000000,,FUNDINGJUNE13,M6 5FW,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOMERSET PCT,PUBLIC,675000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH EAST COAST SHA,PUBLIC,800000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH EAST ESSEX PCT,PUBLIC,6000000,,FUNDINGJUNE13,SS2 6HE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH GLOUCESTERSHIRE PCT,PUBLIC,1600000,,FUNDINGJUNE13,BS1 2NP,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH STAFFORDSHIRE PCT,PUBLIC,5900000,,FUNDINGJUNE13,WS15 1UL,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH WEST ESSEX PCT,PUBLIC,6000000,,FUNDINGJUNE13,SS14 3HG,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,STOCKTON-ON-TEES TEACHING PCT,PUBLIC,50000,,FUNDINGJUNE13,TS7 0NJ,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SUFFOLK PCT,PUBLIC,2500000,,FUNDINGJUNE13,WF 3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SURREY PCT,PUBLIC,5000000,,FUNDINGJUNE13,KT16 0QA,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SWINDON PCT,PUBLIC,1500000,,FUNDINGJUNE13,SN10 5EQ,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WAKEFIELD DISTRICT PCT,PUBLIC,500000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WALSALL TEACHING PCT,PUBLIC,1840000,,FUNDINGJUNE13,WS4 2BX,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST KENT PCT,PUBLIC,2000000,,FUNDINGJUNE13,ME20 7NJ,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST SUSSEX PCT,PUBLIC,11000000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,01/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WIRRAL PCT,PUBLIC,1000000,,FUNDINGJUNE13,CH44 5UF,,,Admin
Department of Health,Department of Health,01/06/2013,Professional fees,External Relations,GOVERNMENT ACTUARYS DEPARTMENT (GAD),PUBLIC,138807.6,GAD Payments for period ending 30th April,SINV/00019052,EC4A 1AB,,,Admin
Department of Health,Department of Health,03/06/2013,Outsourcing Contract,External Relations,CWM TAF HEALTH BOARD,PUBLIC,5000,Cwm Taf MoU for NHS Jobs provision in 2013/14,152,CF47 0SJ,,,Programme
Department of Health,Department of Health,03/06/2013,Outsourcing Contract,External Relations,CWM TAF HEALTH BOARD,PUBLIC,51100,Cwm Taf extension of project management service for NHS Jobs from 1 Jan 2013 to 31 March 2013,152,CF47 0SJ,,,Programme
Department of Health,Department of Health,03/06/2013,Research & development,Research & Development,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL (EPSRC),PUBLIC,48565.2,Invention for Innovation,7040001137,SN2 1ET,,,Programme
Department of Health,Department of Health,03/06/2013,Research & development,Research & Development,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL (EPSRC),PUBLIC,49876.44,Invention for Innovation,7040001146,SN2 1ET,,,Programme
Department of Health,Department of Health,03/06/2013,Research & development,Research & Development,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL (EPSRC),PUBLIC,49876.44,Invention for Innovation,7040001226,SN2 1ET,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,50000,Policy Research Programme,ERS-497105-75681,BR3 3BX,,,Programme
Department of Health,Department of Health,03/06/2013,Additions Other loans,Strategy Finance & NHS,COMMUNITY HEALTH PARTNERSHIPS (CHP),PUBLIC,10000000,,CHAPS3/6/13,SE1 9BW,,,Programme
Department of Health,Department of Health,03/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST MIDLANDS SHA,PUBLIC,1000000,,FUNDINGJUNE13,WF3 1WE,,,Admin
Department of Health,Department of Health,03/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WESTERN CHESHIRE PCT,PUBLIC,3000000,,FUNDINGJUNE13,CH2 1HJ,,,Admin
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS ENGLAND,PUBLIC,2018764000,,HAFS-15869,LS2 7UE,,,Other
Department of Health,Department of Health,03/06/2013,Additions-PDC permanent,CENTRAL TECHNICAL,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,748000,,HAFS-15872,S75 2PY,,,Other
Department of Health,Department of Health,03/06/2013,Additions-PDC temporary,CENTRAL TECHNICAL,MID YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,5500000,,HAFS-15873,WF1 4TU,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CARE QUALITY COMMISSION (CQC),PUBLIC,11000000,,HAFS-15874,,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,15000000,,HAFS-15875,WF3 1WE,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH EDUCATION ENGLAND,PUBLIC,264450000,,HAFS-15876,LS1 4PL,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH RESEARCH AUTHORITY,PUBLIC,300000,,HAFS-15877,SE1 6LH,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,PUBLIC,5700000,,HAFS-15879,,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),PUBLIC,2500000,,HAFS-15880,SE1 7NT,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,18500000,,HAFS-15881,NE1 6SN,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS ENGLAND,PUBLIC,3932753000,,HAFS-15882,LS2 7UE,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,PUBLIC HEALTH ENGLAND,PUBLIC,66000000,,HAFS-15883,SP4 0JG,,,Other
Department of Health,Department of Health,03/06/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HUMAN TISSUE AUTHORITY (HTA),PUBLIC,193000,,HAFS-15884,,,,Other
Department of Health,Department of Health,04/06/2013,UK subscriptions to overseas bodies,Public Health,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,153957.75,,1042531550KS1G42,RH10 1UH,,,Programme
Department of Health,Department of Health,04/06/2013,Outsourcing Contract,Public Health,NHS SUPPLY CHAIN,PUBLIC,2130501,NHS Supply Chain - SFVS Distributor funding 2013/14,9044000000,DE55 4QJ,,,Programme
Department of Health,Department of Health,04/06/2013,Outsourcing Contract,Public Health,NHS SUPPLY CHAIN,PUBLIC,4261000,NHS Supply Chain - SFVS Distributor funding 2013/14,9044000001,DE55 4QJ,,,Programme
Department of Health,Department of Health,05/06/2013,Policy Payments,NHS Medical,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,567900,"Financial Support for the agreed project, in accordance with the MOU dated 24/01/13",1000021534,CV2 2DX,,,Programme
Department of Health,Department of Health,05/06/2013,Policy Payments,CENTRAL TECHNICAL,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,300000,Agreed admin funding for the expansion of PROMS 2012/13,12594154,WF3 1WE,,,Other
Department of Health,Department of Health,05/06/2013,Policy Payments,NHS Finance Operations & Performance,WELSH ASSEMBLY GOVERNMENT,PUBLIC,5830000,Cross Border 2012/13 Wales Recharge - Welsh Assembly Government,4700000435,CF10 3NQ,,,Programme
Department of Health,Department of Health,05/06/2013,Policy Payments,NHS Medical,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,569429.6,"Financial Support for the agreed project, in accordance with the MOU dated 08/03/13",H0086903,W12 0HS,,,Programme
Department of Health,Department of Health,05/06/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,WEST ESSEX PCT,PUBLIC,0,Grade 7 2011-12 recharges,WE5000004743,CM16 6TN,,,Admin
Department of Health,Department of Health,05/06/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,WEST ESSEX PCT,PUBLIC,24600.91,Grade 7 2012-13 recharges,WE5000004743,CM16 6TN,,,Admin
Department of Health,Department of Health,05/06/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,WEST ESSEX PCT,PUBLIC,1182.83,Grade 7 2012-13 recharges ,WE5000004743,CM16 6TN,,,Admin
Department of Health,Department of Health,06/06/2013,Arm Length Bodies-Capital Subsidy,Public Health,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),PUBLIC,810000,Medical and Healthcare Products Regulatory Agency (MHRA) 2013/14 Revenue allocation (devices).  ,1441098,SW1W 9SZ,,,Other
Department of Health,Department of Health,06/06/2013,Arm Length Bodies-Capital Subsidy,Public Health,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),PUBLIC,810000,Medical and Healthcare Products Regulatory Agency (MHRA) 2013/14 Revenue allocation (devices).,1441099,SW1W 9SZ,,,Other
Department of Health,Department of Health,06/06/2013,Arm Length Bodies-Capital Subsidy,Public Health,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),PUBLIC,810000,Medical and Healthcare Products Regulatory Agency (MHRA) 2013/14 Revenue allocation (devices).  ,1444195,SW1W 9SZ,,,Other
Department of Health,Department of Health,06/06/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,105848,Programme Grants for NHS Trusts,ERS-495222-74324,W12 0HS,,,Programme
Department of Health,Department of Health,06/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SANDWELL PCT,PUBLIC,3450000,,FUNDINGJUNE13,B70 9LD,,,Admin
Department of Health,Department of Health,10/06/2013,Rates,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,112791.03,"Quarry House Leeds - Accomm. Costs April 2013 - January 2014 Business Rates@£127,256.40 mthly.",2911485,FY5 3TA,,,Admin
Department of Health,Department of Health,10/06/2013,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,527384.3,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Facilty Price Rent & Prime Variable Charge Recovery @£540,857.90 mthly.",2911485,FY5 3TA,,,Admin
Department of Health,Department of Health,10/06/2013,Utilities,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,2774.54,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Utilities Charge@£44,615.20 mthly.",2911485,FY5 3TA,,,Admin
Department of Health,Department of Health,10/06/2013,Rates,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,112791.03,"Quarry House Leeds - Accomm. Costs April 2013 - January 2014 Business Rates@£127,256.40 mthly.",2912699,FY5 3TA,,,Admin
Department of Health,Department of Health,10/06/2013,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,528777.22,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Facilty Price Rent & Prime Variable Charge Recovery @£540,857.90 mthly.",2912699,FY5 3TA,,,Admin
Department of Health,Department of Health,10/06/2013,Utilities,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,2774.54,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Utilities Charge@£44,615.20 mthly.",2912699,FY5 3TA,,,Admin
Department of Health,Department of Health,10/06/2013,Policy Payments,Public Health,MINISTRY OF DEFENCE (MOD),PUBLIC,228865.98,Ministry of Defence UK Personell Teritiary Care provided by Germany Health care costs,7313651,L2 3YL,,,Programme
Department of Health,Department of Health,10/06/2013,Revenue Grants to Other Bodies,Public Health,MINISTRY OF DEFENCE (MOD),PUBLIC,65315.27,Ministry of Defence UK Personell Teritiary Care provided by Germany Health care costs,7313651,L2 3YL,,,Programme
Department of Health,Department of Health,10/06/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST KENT PCT,PUBLIC,10000000,,ADDTLFUNDINGJUNE13,ME20 7NJ,,,Admin
Department of Health,Department of Health,10/06/2013,Additions-PDC temporary,CENTRAL TECHNICAL,EAST SUSSEX HEALTHCARE NHS TRUST,PUBLIC,15000000,,HAFS-15885,TN37 7PT,,,Other
Department of Health,Department of Health,10/06/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,1500000,,HAFS-15886,TQ2 7AN,,,Other
Department of Health,Department of Health,11/06/2013,Research & development,Research & Development,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),PUBLIC,236080,PUBLIC HEALTH CENTRRES OF EXCELLENCE,ERS-495507-74501,SN2 1UJ,,,Programme
Department of Health,Department of Health,12/06/2013,Professional fees,Social Care,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,PUBLIC,47500,Fees for Y&H/East Mids section 12 approval panel for the period of 01-04-13 to 31-03-2014,63050,DN4 8QN,,,Admin
Department of Health,Department of Health,12/06/2013,Policy Payments,NHS Medical,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,224054,"Financial Support for the agreed project, in accordance with the MOU dated 24/01/13",16137030,CA2 7HX,,,Programme
Department of Health,Department of Health,12/06/2013,Professional fees,Social Care,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,PUBLIC,48874.5,Fees for administration of statutory responsibility for approval of section 12 medical practitioners and approved clinicians under the MH amendments act 2007,430024972,TS6 0SZ,,,Admin
Department of Health,Department of Health,12/06/2013,ENDPBs Admin Capital Grant in Aid,External Relations,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,10000,CHRE Capital Budget 2012/13 - Additional,DH047,WC2N 5HR,,,Other
Department of Health,Department of Health,12/06/2013,ENDPBs Admin Capital Grant in Aid,External Relations,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,59000,"CHRE Capital Budget 2012/13 - Additional, ICT",DH047,WC2N 5HR,,,Other
