Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BROMLEY PCT,FUNDINGMAY13,3000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CALDERDALE PCT,FUNDINGMAY13,500000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CAMBRIDGESHIRE PCT,FUNDINGMAY13,3000000.00 ,,PE29 6FH,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CENTRAL LANCASHIRE PCT,FUNDINGMAY13,5500000.00 ,,PR26 6TR,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CITY AND HACKNEY TEACHING PCT,FUNDINGMAY13,31280000.00 ,,E1 1RD,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CORNWALL & ISLES OF SCILLY PCT,FUNDINGMAY13,9000000.00 ,,PL25 5AS,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,COUNTY DURHAM PCT,FUNDINGMAY13,6771433.00 ,,DL14 6WA,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,COVENTRY TEACHING PCT,FUNDINGMAY13,7300000.00 ,,CV1 2GQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CROYDON PCT,FUNDINGMAY13,10000000.00 ,,CR0 6SR,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DARLINGTON PCT,FUNDINGMAY13,2043215.00 ,,DL14 6WA,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DERBY CITY PCT,FUNDINGMAY13,2000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DERBYSHIRE COUNTY PCT,FUNDINGMAY13,3500000.00 ,,S41 7PF,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DEVON PCT,FUNDINGMAY13,5000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DONCASTER PCT,FUNDINGMAY13,1000000.00 ,,DN4 5DJ,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DORSET PCT,FUNDINGMAY13,4000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DUDLEY PCT,FUNDINGMAY13,4600000.00 ,,DY2 8PP,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EALING PCT,FUNDINGMAY13,2200000.00 ,,UB2 4SA,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST LANCASHIRE PCT,FUNDINGMAY13,2000000.00 ,,BB9 5SZ,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST MIDLANDS SHA,FUNDINGMAY13,4500000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST OF ENGLAND SHA,FUNDINGMAY13,5000000.00 ,,CB1 5XB,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST SUSSEX DOWNS & WEALD PCT,FUNDINGMAY13,6000000.00 ,,BN21 3UN,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,GLOUCESTERSHIRE PCT,FUNDINGMAY13,2500000.00 ,,GL2 8DN,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,GREAT YARMOUTH AND WAVENY PCT,FUNDINGMAY13,7000000.00 ,,NR31 0LT,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HALTON & ST HELENS PCT,FUNDINGMAY13,3000000.00 ,,WA10 2AP,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HARROW PCT,FUNDINGMAY13,1000000.00 ,,HA1 3EX,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HAVERING PCT COMMISSIONING,FUNDINGMAY13,8000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HEART OF BIRMINGHAM TEACHING PCT,FUNDINGMAY13,10000000.00 ,,B7 4WH,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HOUNSLOW PCT,FUNDINGMAY13,4900000.00 ,,UB2 4SA,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ISLE OF WIGHT NHS PCT,FUNDINGMAY13,4500000.00 ,,PO30 5TG,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ISLINGTON PCT,FUNDINGMAY13,3000000.00 ,,EC1V 7LQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,KINGSTON PCT,FUNDINGMAY13,5000000.00 ,,KT5 9AL,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LAMBETH PCT,FUNDINGMAY13,2000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LEEDS PCT,FUNDINGMAY13,250000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LEWISHAM PCT,FUNDINGMAY13,3000000.00 ,,SE12 8RN,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LIVERPOOL PCT,FUNDINGMAY13,4000000.00 ,,L13 1HN,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LONDON SHA,FUNDINGMAY13,22890000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LUTON TEACHING PCT,FUNDINGMAY13,4000000.00 ,,MK40 2AW,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,MANCHESTER PCT,FUNDINGMAY13,6500000.00 ,,M23 9LH,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,MID ESSEX PCT,FUNDINGMAY13,10000000.00 ,,CM8 2TL,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NEWCASTLE PCT,FUNDINGMAY13,3300000.00 ,,NE6 4PF,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NEWHAM PCT,FUNDINGMAY13,27580000.00 ,,E1 1RD,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NHS BURY,FUNDINGMAY13,1000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORFOLK PCT,FUNDINGMAY13,5250000.00 ,,NR1 3FR,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,FUNDINGMAY13,4000000.00 ,,DN31 3HT,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH EAST SHA,FUNDINGMAY13,250000.00 ,,NE15 8NY,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH LINCOLNSHIRE PCT,FUNDINGMAY13,1500000.00 ,,DN20 8GS,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH SOMERSET PCT,FUNDINGMAY13,3000000.00 ,,BS2 8EE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH TYNESIDE PCT,FUNDINGMAY13,3800000.00 ,,NE13 9BA,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH YORKSHIRE & YORK PCT,FUNDINGMAY13,5245000.00 ,,YO18 6QR,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTHUMBERLAND CARE TRUST,FUNDINGMAY13,2800000.00 ,,NE61 2DL,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NOTTINGHAM CITY PCT,FUNDINGMAY13,15000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NOTTINGHAMSHIRE COUNTY TEACHING PCT,FUNDINGMAY13,6000000.00 ,,NG5 7EU,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,OLDHAM PCT,FUNDINGMAY13,3100000.00 ,,OL9 6EE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,OXFORDSHIRE PCT,FUNDINGMAY13,4000000.00 ,,OX4 2LH,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,PETERBOROUGH PCT,FUNDINGMAY13,3000000.00 ,,PE29 6FH,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,PLYMOUTH TEACHING PCT,FUNDINGMAY13,987000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,REDBRIDGE PCT,FUNDINGMAY13,6500000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,RICHMOND AND TWICKENHAM PCT,FUNDINGMAY13,7000000.00 ,,KT5 9AL,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ROTHERHAM PCT,FUNDINGMAY13,1000000.00 ,,S66 1YY,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SALFORD PCT,FUNDINGMAY13,1500000.00 ,,M6 5FW,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SANDWELL PCT,FUNDINGMAY13,6200000.00 ,,B70 9LD,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SEFTON PCT,FUNDINGMAY13,2860000.00 ,,L13 1HN,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SHEFFIELD PCT,FUNDINGMAY13,250000.00 ,,S9 4EU,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOLIHULL PCT,FUNDINGMAY13,4000000.00 ,,B91 3EF,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOMERSET PCT,FUNDINGMAY13,1000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH CENTRAL SHA,FUNDINGMAY13,3000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH EAST COAST SHA,FUNDINGMAY13,1000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH GLOUCESTERSHIRE PCT,FUNDINGMAY13,2750000.00 ,,BS1 2NP,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH STAFFORDSHIRE PCT,FUNDINGMAY13,6000000.00 ,,WS15 1UL,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTHWARK PCT,FUNDINGMAY13,2000000.00 ,,SE1 7NT,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,STOCKPORT PCT,FUNDINGMAY13,6800000.00 ,,SK4 1BS,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,STOCKTON-ON-TEES TEACHING PCT,FUNDINGMAY13,100000.00 ,,TS7 0NJ,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SUFFOLK PCT,FUNDINGMAY13,6500000.00 ,,WF 3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SUNDERLAND TEACHING PCT,FUNDINGMAY13,1000000.00 ,,NE37 1PR,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SUTTON AND MERTON PCT,FUNDINGMAY13,6000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SWINDON PCT,FUNDINGMAY13,5500000.00 ,,SN10 5EQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,TELFORD & WREKIN PCT,FUNDINGMAY13,6000000.00 ,,SY3 8XL,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,TOWER HAMLETS PCT,FUNDINGMAY13,36320000.00 ,,E1 1RD,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WAKEFIELD DISTRICT PCT,FUNDINGMAY13,3000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WALSALL TEACHING PCT,FUNDINGMAY13,8000000.00 ,,WS4 2BX,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WANDSWORTH TEACHING PCT,FUNDINGMAY13,6000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WARRINGTON PCT,FUNDINGMAY13,1000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST KENT PCT,FUNDINGMAY13,10000000.00 ,,ME20 7NJ,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST SUSSEX PCT,FUNDINGMAY13,4000000.00 ,,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WESTMINSTER PCT,FUNDINGMAY13,15000000.00 ,,NW1 5JD,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WILTSHIRE PCT,FUNDINGMAY13,7000000.00 ,,SN10 5EQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WIRRAL PCT,FUNDINGMAY13,8000000.00 ,,CH44 5UF,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WOLVERHAMPTON CITY PCT,FUNDINGMAY13,10000000.00 ,,WV3 0UD,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WORCESTERSHIRE PCT,FUNDINGMAY13,9650000.00 ,,WR4 9RW,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,YORKSHIRE & THE HUMBER SHA,FUNDINGMAY13,2000000.00 ,,LS1 4PL,PUBLIC,,,Admin
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS ENGLAND,HAFS-15816,4544901000.00 ,,LS2 7UE,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CARE QUALITY COMMISSION (CQC),HAFS-15817,8000000.00 ,,,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH AND SOCIAL CARE INFORMATION CENTRE,HAFS-15818,10000000.00 ,,WF3 1WE,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH EDUCATION ENGLAND,HAFS-15819,306400000.00 ,,LS1 4PL,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH RESEARCH AUTHORITY,HAFS-15820,500000.00 ,,SE1 6LH,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,HAFS-15821,4700000.00 ,,,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-15822,3500000.00 ,,SE1 7NT,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-15823,1000000.00 ,,NE1 6SN,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev ND In RAB,CENTRAL TECHNICAL,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-15824,885000000.00 ,,NE1 6SN,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS ENGLAND,HAFS-15825,3077640000.00 ,,LS2 7UE,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS LITIGATION AUTHORITY,HAFS-15826,50000000.00 ,,LS1 4AD,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,PUBLIC HEALTH ENGLAND,HAFS-15827,49000000.00 ,,SP4 0JG,PUBLIC,,,Other
Department of Health,Department of Health,01/05/2013,Policy Payments,NHS Medical,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,L0103741,304520.00 ,"Financial Support for the agreed project, in accordance with the MOU dated 29/01/13",LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,01/05/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3372001-07-MAY-13,41578.70 ,,TS17 6YG,SME,,,Other
Department of Health,Department of Health,01/05/2013,Publicity & advertising,External Relations,GROUPM UK LTD,889935,44389.35 ,TV advertising for January Health Harms campaign,WC7X 8RX,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Publicity & advertising,External Relations,GROUPM UK LTD,889935,15.01 ,Display & biddable media for January Health Harms,WC7X 8RX,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Publicity & advertising,External Relations,GROUPM UK LTD,889969,24630.02 ,Be Food Smart Search and Display Activity 7 Jan 13 - 24 Feb 13,WC7X 8RX,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90127450,3890.30 ,OC/2012/9 - Business Support,SW1H 9NP,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90127450,9045.42 ,OC/2012/8 - Premises,SW1H 9NP,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90127450,0.00 ,OC/2012/7 - Other Overheads and Profits,SW1H 9NP,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90127450,13181.22 ,OC/2012/08 - Premises,SW1H 9NP,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Outsourcing Contract,External Relations,SERCO LISTENING LTD,90826882,62330.00 ,January Health Harms Contact Centre,TW9 1DL,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Publicity & advertising,External Relations,SERCO LISTENING LTD,90826882,0.00 ,Serco fees for January 2013 'health harms' contact centre,TW9 1DL,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Printing,External Relations,WILLIAMS LEA LTD,DH13020052,33355.50 ,Be Food Smart  Tent card print only,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Printing,Improvement & Efficency,WILLIAMS LEA LTD,DH13030002,448.54 ,Print services for the NHS 111 marketing campaign. ,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,01/05/2013,Printing,Improvement & Efficency,WILLIAMS LEA LTD,DH13030002,35569.49 ,Print services for the NHS 111 marketing campaign.,W1F 8PR,LARGE,,,Programme
