Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2015,Telecoms,"Finance, Commercial & Digital Transformation - UK Shared Business Services",BRITISH TELECOMMUNICATIONS plc (BT),104037,59.87,-Telecoms,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2015,Other Training Costs,Economics & Markets - Analysis Directorate,CAPITA BUSINESS SERVICES LTD,104397,302.00,-Other Training Costs,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2015,Training And Development Expenditure,Business and Science - Small Business,CIVIL SERVICE COLLEGE LTD,105058,505.75,-Training And Development Expenditure,SW1H 9BU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2015,Business Rates,"Finance, Commercial & Digital Transformation - Estates",THE INSOLVENCY SERVICE,105648,5314.05,-Business Rates,WC1B 3SS,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2015,Service Charges,"Finance, Commercial & Digital Transformation - Estates",THE INSOLVENCY SERVICE,105648,9482.52,-Service Charges,WC1B 3SS,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2015,Rentals Under Non-PFI Operating Leases - Buildings,"Finance, Commercial & Digital Transformation - Estates",THE INSOLVENCY SERVICE,105648,18704.88,-Rentals Under Non-PFI Operating Leases - Buildings,WC1B 3SS,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2015,Research and Development Expenditure,Business and Science - DISABLED - AVAILABLE FOR FUTURE USE,UNIVERSITY OF BRISTOL,105900,10000.00,-Research and Development Expenditure,BS8 1TH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/10/2015,Coaching,Economics & Markets - Labour Market,CAPITA BUSINESS SERVICES LTD,106530,137.50,-Coaching,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/10/2015,Coaching,Economics & Markets - Labour Market,CAPITA BUSINESS SERVICES LTD,106530,687.50,-Coaching,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,108509,-64905.01,-Electricity,BN3 5SY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,108509,-37.87,-Electricity,BN3 5SY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2015,Accounting Services,"Finance, Commercial & Digital Transformation - Finance Directoreate",FINANCIAL REPORTING COUNCIL,109482,8246.00,-Accounting Services,LN5 5ET,GRANT,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2015,Hire of Agency Staff,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CAPITA BUSINESS SERVICES LTD,110165,6322.14,-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2015,Hire of Agency Staff,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CAPITA BUSINESS SERVICES LTD,110165,6322.14,-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2015,ICT Maintenance & Upkeep,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",GOVERNMENT COMMUNICATIONS BUREAU,110303,11276.75,-ICT Maintenance & Upkeep,SW1P 7XB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2015,Consultancy Expenditure,"People, Strategy and Higher Education - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,110617,-63283.06,-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2015,Consultancy Expenditure,"People, Strategy and Higher Education - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,110617,-16243.16,-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2015,Consultancy Expenditure,"People, Strategy and Higher Education - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,110617,1501.14,-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2015,Consultancy Expenditure,"People, Strategy and Higher Education - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,110617,79526.22,-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2015,Hire of Agency Staff,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",CAPITA BUSINESS SERVICES LTD,110678,6322.14,-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2015,Hire of Agency Staff,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",BROOK STREET (UK) LTD,110769,924.92,-Hire of Agency Staff,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Computer Consumables,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",XMA LTD,110797,1425.60,-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2015,Accounting Services,"Finance, Commercial & Digital Transformation - Finance Directoreate",DELOITTE MCS LTD,110997,15066.00,-Accounting Services,MK9 1FD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2015,Accounting Services,"Finance, Commercial & Digital Transformation - Finance Directoreate",DELOITTE MCS LTD,111000,2400.00,-Accounting Services,MK9 1FD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2015,Accounting Services,"Finance, Commercial & Digital Transformation - Finance Directoreate",DELOITTE MCS LTD,111000,12600.00,-Accounting Services,MK9 1FD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Computer Consumables,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",XMA LTD,111373,13399.08,-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2015,Minor Works,"Finance, Commercial & Digital Transformation - Estates",ARCADIS SOLUTIONS LTD,112145,52979.38,-Minor Works,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Computer Consumables,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",XMA LTD,112259,3009.60,-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Computer Consumables,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",XMA LTD,112267,1108.80,-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Computer Consumables,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",XMA LTD,112268,1900.80,-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Computer Consumables,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",XMA LTD,112277,475.20,-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Taxi Services Overseas,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",112506,35.50,-Taxi Services Overseas,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Other Travel,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112640,4.90,-Other Travel,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Other Travel,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112640,27.90,-Other Travel,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Subsistence UK,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112640,30.00,-Subsistence UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Hotel & Accommodation UK,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112640,223.17,-Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Other Travel,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112641,20.70,-Other Travel,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Subsistence UK,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112641,26.19,-Subsistence UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Hotel & Accommodation UK,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112641,92.65,-Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Rail Travel UK,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112641,186.00,-Rail Travel UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Subsistence UK,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112642,18.34,-Subsistence UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Other Travel,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",112642,34.50,-Other Travel,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Other Travel,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",112645,3.15,-Other Travel,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Subsistence UK,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",112645,5.00,-Subsistence UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Other Travel,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",112645,65.00,-Other Travel,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Other Travel,Business and Science - International Knowledge and Innovation,"Personal Expense, Name Witheld",112661,12.99,-Other Travel,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Taxi Services UK,Business and Science - International Knowledge and Innovation,"Personal Expense, Name Witheld",112661,49.00,-Taxi Services UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Rail Travel UK,Business and Science - International Knowledge and Innovation,"Personal Expense, Name Witheld",112661,69.50,-Rail Travel UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Subsistence Overseas,Business and Science - International Knowledge and Innovation,"Personal Expense, Name Witheld",112662,1.52,-Subsistence Overseas,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Taxi Services Overseas,Business and Science - International Knowledge and Innovation,"Personal Expense, Name Witheld",112662,6.41,-Taxi Services Overseas,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Subsistence Overseas,Business and Science - International Knowledge and Innovation,"Personal Expense, Name Witheld",112662,94.82,-Subsistence Overseas,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2015,Hotel & Accommodation Overseas,Business and Science - International Knowledge and Innovation,"Personal Expense, Name Witheld",112662,265.96,-Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Coaching,"Business and Science - Energy, Materials and Agri-Tech",CAPITA BUSINESS SERVICES LTD,113065,1878.00,-Coaching,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/10/2015,Child Care,"People, Strategy and Higher Education - Human Resources",TINIES UK LTD,113268,6440.00,-Child Care,SW6 3JW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2015,Water,"Finance, Commercial & Digital Transformation - Estates",THAMES WATER UTILITIES LTD,113512,458.24,-Water,SN38 3TW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2015,Gas,"Finance, Commercial & Digital Transformation - Estates",CORONA ENERGY RETAIL 4 LTD,113533,87.89,-Gas,WD17 1JW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113586,154.23,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113587,76.57,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113588,1033.86,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113589,25.74,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113590,38.32,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113591,6.53,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113592,57.46,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113593,52.80,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113594,9.15,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113595,73.13,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113596,73.25,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113597,607.08,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113600,10.08,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113601,11.83,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113602,3.62,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113609,12.19,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113610,2.39,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113611,12.76,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113612,3.43,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113620,3.75,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113621,3.80,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113622,10.56,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113623,77.67,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113624,11.32,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113625,4.80,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113626,12.45,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113627,1.87,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113628,12.24,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113629,11.66,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113630,12.53,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113631,6.91,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113632,149.79,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113633,154.20,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113634,8.73,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113635,334.84,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113636,1322.91,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),113637,16.00,-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
