Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Latest Contract Number,Project Code,Expenditure Type
,,01/07/2016,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-21247,11000000,,SE1 7NT,PUBLIC,,,
,,01/07/2016,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-21248,12500000,,NE1 6SN,PUBLIC,,,
,,01/07/2016,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,NHS ENGLAND CBA033,HAFS-21249,3044636000,,LS2 7UE,PUBLIC,,,
,,01/07/2016,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,NHS ENGLAND CBA033,HAFS-21250,5758156000,,LS2 7UE,PUBLIC,,,
,,01/07/2016,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,NHS TRUST DEVELOPMENT AUTHORITY,HAFS-21251,3000000,,SW1E 6QT,PUBLIC,,,
,,01/07/2016,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,PUBLIC HEALTH ENGLAND PHE033,HAFS-21252,906363000,,SP4 0JG,PUBLIC,,,
,,01/07/2016,Storage costs,"DG: INNOVATION, GROWTH & TECHNOLOGY",Crescent Pharma Ltd,19592,26340.44,,,LARGE,,,
,,01/07/2016,Storage costs,"DG: INNOVATION, GROWTH & TECHNOLOGY",Crescent Pharma Ltd,19592,14320.88,,,LARGE,,,
,,01/07/2016,Storage costs,"DG: INNOVATION, GROWTH & TECHNOLOGY",SIGMA PHARMACEUTICALS PLC,I868929,120388.64,,,SME,,,
,,01/07/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,Peacheys Catering Services Ltd,NHS0616-316,26632.8,,,,,,
,,01/07/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,Peacheys Catering Services Ltd,NHS0616-881,82886.81,,,,,,
,,01/07/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,Peacheys Catering Services Ltd,NHS0616-935,43386.57,,,,,,
,,04/07/2016,Contractor/Staff Substitution,"DG: FINANCE, COMMERCIAL & NHS",DELOITTE,1111341729,132000,Staffing costs for year end review of accounting services,MK9 1FD,LARGE,,,
,,04/07/2016,Travel & subsistence non staff,"DG: FINANCE, COMMERCIAL & NHS",DELOITTE,1111341729,1210.8,Expenses for year end review of accounting services,MK9 1FD,LARGE,,,
,,04/07/2016,Policy Payments,"DG: INNOVATION, GROWTH & TECHNOLOGY",HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12672707,125842.18,HSCIC staff (3 in total but only 2 staff currently employed on the project up until the end of March 2016.,LS1 6AE,PUBLIC,,,
,,04/07/2016,Outsourcing Contract,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584213671,38329.49,Xerox Managed Print Service  from Apr 16 – Mar 17,WS11 0JA,LARGE,,,
,,04/07/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV005741,110000,Revenue: 2015/16 GPSoC Revenue charges  01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service char,LS19 7BY,LARGE,,,
,,04/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",CENTRE FOR MENTAL HEALTH,ERS-558122-123301,237150,Centre for Mental Health: 54094399: Making Work Work Final Amount,SE1 1LB,VCS,,,
,,04/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-558126-123324,604797,Research Capability Funding (STANDARD),SM2  5PT,PUBLIC,,,
,,04/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-558127-123323,295089,Research Capability Funding (STANDARD),M6 8HD,PUBLIC,,,
,,04/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-558130-123322,75660,Research Capability Funding (STANDARD),NR4 7UY,PUBLIC,,,
,,04/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,ERS-558131-123326,47173,Research Capability Funding (STANDARD),EX2 7HY,PUBLIC,,,
,,04/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,SOUTHAMPTON UNIVERSITY OF,ERS-558140-123334,174999.99,TARs,SO17 1BJ,PUBLIC,,,
,,04/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,WARWICK UNIVERSITY OF,ERS-558141-123335,240624.98,TARs,CV4 7AL,PUBLIC,,,
,,04/07/2016,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,ROYAL FREE LONDON NHS FOUNDATION TRUST,HAFS-21253,3846000,,NW3 2QG,PUBLIC,,,
,,04/07/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV000806,218162,"Capital 2016/17 BJSS eRS: 7 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes May-Nov16, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,04/07/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV000807,179130,"Capital 2016/17 BJSS eRS: 7 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes May-Nov16, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,04/07/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV000808,194058,"Revenue 2016/17 BJSS eRS: 4 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes May-Aug16 these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,05/07/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,MULTI RESOURCE MARKETING LTD,131923,44407.84,Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,SME,14050,,
,,05/07/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,MULTI RESOURCE MARKETING LTD,132103,46274.87,Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,SME,14050,,
,,05/07/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,NHS CONFEDERATION,14944,2248901.94,DH Core Contract 16-17,LS10 1JR,VCS,,,
,,05/07/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,NHS CONFEDERATION,14944,0.01,,LS10 1JR,VCS,,,
,,05/07/2016,Rates,DG: GROUP OPERATIONS,WESTMINSTER CITY COUNCIL,400871826-JULY-SEPT2016,511830,Richmond House -  Business Rates FY2016 -2017 - Property Ref: 400871826,WC2N 6NU,PUBLIC,,,
,,05/07/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,SAVILLS COMMERCIAL LTD,DS101L-1/7/2016,26400,"Blenheim House - Part ground floor - rent FY16/17 - Qtrs 1/4/16, 1/7/16 and on 1/10/16 & 1/1/17 - (Includes provision for 11/10/2016 Rent Review).",M2 2FE,LARGE,,,
,,05/07/2016,Service charge,DG: GROUP OPERATIONS,SAVILLS COMMERCIAL LTD,DS101L-1/7/2016,9035.56,Blenheim House - Part ground floor - service charge FY16/17 - (Includes provision for end of year reconciliation),M2 2FE,LARGE,,,
,,05/07/2016,Service charge,DG: GROUP OPERATIONS,SAVILLS COMMERCIAL LTD,DS101L/050787-1/7/2016,47412.12,"Blenheim House - Part Grd, 1st & 2nd Floors - Service Charge FY2016-17 (Includes provision for end of year reconciliation)",M2 2FE,LARGE,,,
,,05/07/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,SAVILLS COMMERCIAL LTD,DS101L/050787-1/7/2016.,130500,"Blenheim House - Part Grd, 1st & 2nd Floors - Rental FY2016-17 qtrly - (Includes provision for 11/10/2016 Rent Review).",M2 2FE,LARGE,,,
,,05/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",AGE UK,ERS-558196-123361,37123,2016/011 SPP001 Age UK Strategic Partner 16/17,SW16 4ER,VCS,,,
,,05/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",THE FIT FOR WORK TEAM,ERS-558197-123381,45250,2016/011 SPP006 Voluntary Action Leicestershire Strategic Partner 2016/17,LE1 5SN,SME,,,
,,05/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",ARTHRITIS CARE,ERS-558198-123401,50134,HSCVF Arthritis Care 2013/National/003 2016-17,NW1 2HD,VCS,,,
,,05/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",NATIONAL HOUSING FEDERATION,ERS-558199-123421,45000,2016/011 SPP011 National Housing Federation Strategic Partner 16/17,WC1V 6NY,SME,,,
,,05/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",NATIONAL ASSOCIATION OF VOLUNTARY AND COMMUNITY ACTION,ERS-558200-123441,45250,2016/011 SPP014 National Association for Voluntary and Community Action Strategic Partner 16/17,S1 4QL,VCS,,,
,,05/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",THE NATIONAL CARE FORUM,ERS-558201-123461,37132,2016/011 SPP015 The National Care Forum Strategic Partner 16/17,CV1 2DY,VCS,,,
,,05/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY COLLEGE LONDON UCL,ERS-558204-123482,94757,Invention for Innovation,WC1E 6BT,PUBLIC,,,
,,05/07/2016,Revenue Grants to Other Bodies,DG: STRATEGY & EXTERNAL RELATIONS,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-558205-123501,9150000,2016/017 NHS BSA - Education Support Grants 2016/17,NE1 6SN,PUBLIC,,,
,,05/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",SEEABILITY,ERS-558206-123521,32767,IESD 2016-17 SeeAbility AIMS Ref 54164858,KT17 1BL,LARGE,,,
,,06/07/2016,DH Support to Mergers,DG: Holding CT Core,THE ROYAL WOLVERHAMPTON NHS TRUST,193760,475000,Stafford Transition and integration costs,WV10 0QP,PUBLIC,,,
,,06/07/2016,DH Support to Mergers,DG: Holding CT Core,THE ROYAL WOLVERHAMPTON NHS TRUST,193760,84000,Transaction costs,WV10 0QP,PUBLIC,,,
,,06/07/2016,DH Support to Mergers,DG: Holding CT Core,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,479382,4979583,Stafford transition and integration costs,ST4 7LN,PUBLIC,,,
,,06/07/2016,Rent of Land & Buildings (non-PFI operating lease),"DG: FINANCE, COMMERCIAL & NHS",ABPGP S1 LTD & ABPGP S2 LTD,10100/2523,49747.36,"ABPGP Ltd - rent on 4630 Kingsgate, Oxford Business Park. SO5400",SN1 1DA,LARGE,,,
,,06/07/2016,Professional fees,"DG: FINANCE, COMMERCIAL & NHS",PINSENT MASONS LLP,6262089,53624.5,Professional Financial advice on Project Florence,LS1 5AB,LARGE,,,
,,07/07/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,DELOITTE,1111341986,50000,EEA Process Redesign Phase 2 Tranche 1,EC4A 3TR,LARGE,,,
,,07/07/2016,Professional fees,"DG: FINANCE, COMMERCIAL & NHS",DEAN CLOUGH LTD,29382,359539.33,"Dean Clough Ltd - Dilapidations payment - F Mill, Dean Clough, Halifax. RAZ 088.",HX3 5AX,SME,,,
,,07/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",Breast Cancer Campaign and Breakthrough Breast Cancer,ERS-558297-123561,25481,2013-14 IESD -AIMS ref: 2560717- Breakthrough Breast Cancer - project: Embedding patient partnership and service improvement through the service pledge,EC3N 1DY,VCS,,,
,,07/07/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,Total Produce Plc (Gateshead),DUR1606,46324.08,,,,,,
,,07/07/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,Total Produce Plc (Gateshead),NEW1606 ,25924.82,,,,,,
,,07/07/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,Total Produce Plc (Gateshead),NOR1606                                                                                                     ,28713.36,,,,,,
,,07/07/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,Total Produce Plc (Gateshead),SUN1606,26324.34,,,,,,
,,08/07/2016,Professional fees,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,73578,55000,To exercise the section 12(2)/Approved Clinician Approvals Function in accordance with statutory instructions issued by Secretary of State for NHS England Midlands and East Panel 2- CPA no. 513790,DN4 8QN,PUBLIC,,,
,,08/07/2016,Professional fees,"DG: FINANCE, COMMERCIAL & NHS",PRICEWATERHOUSECOOPERS LLP,1354598414,13002.99,DH Internal Audit review work,E14 9SQ,LARGE,,,
,,08/07/2016,Professional fees,"DG: FINANCE, COMMERCIAL & NHS",PRICEWATERHOUSECOOPERS LLP,1354598414,5000,DH Internal Audit review work,E14 9SQ,LARGE,,,
,,08/07/2016,Professional fees,"DG: FINANCE, COMMERCIAL & NHS",PRICEWATERHOUSECOOPERS LLP,1354598414,3260.37,DH Internal Audit review work,E14 9SQ,LARGE,,,
,,08/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITAL NHS TRUST,1410048048,95250,NIHR Leadership Programme,LS9 7TF,PUBLIC,,,
,,08/07/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,DHL Supply Chain Limited,23000775,69186,DHL Supply Chain - School Fruit Vegetable Scheme (SFVS) - Management Fee 2016/17 - 1st April to 31st May 2016,MK9 1EQ,LARGE,,,
,,08/07/2016,Outsourcing Contract,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584213993,38329.49,Xerox Managed Print Service  from Apr 16 – Mar 17,WS11 0JA,LARGE,,,
,,08/07/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",BROVANTURE LTD,611143,29748.33,Brovanture: Contract 1: Implementation (including consultancy) Sept 2016 - December 2016,GU2 7YG,SME,,,
,,08/07/2016,Capital policy payments,DG: RESEARCH & DEVELOPMENT,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS (BIS),6.1511E+11,8700000,Unallocated,NP10 8QQ,PUBLIC,,,
,,08/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY OF,7721853,32911,RDD Programme Support - Miscellaneous,NG7 2RD,PUBLIC,,,
,,08/07/2016,Professional fees,DG: PUBLIC & INTERNATIONAL HEALTH,ITSA LTD,81963,43748.98,Tobacco control legislation -  Tender for national Support for Local Authority Enforcement,SS15 6TH,SME,13897,,
,,08/07/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000011,1877448.39,NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st April to 31st May 2016,DE55 4QJ,PUBLIC,,,
,,08/07/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000012,29157.75,NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st April to 31st May 2016,DE55 4QJ,PUBLIC,,,
,,08/07/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000013,895529.58,NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st April to 31st May 2016,DE55 4QJ,PUBLIC,,,
,,08/07/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000014,30999.61,NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st April to 31st May 2016,DE55 4QJ,PUBLIC,,,
,,08/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10710,661963.28,Dementia - ESRC/NIHR Initiative,SN2 1UJ,PUBLIC,,,
,,08/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10710,19858.9,Dementia - ESRC/NIHR Initiative,SN2 1UJ,PUBLIC,,,
,,08/07/2016,Other Admin expenditure,DG: GROUP OPERATIONS,Matthew Gold & Company,FASTER PAYT,25000,,N12 8AF,PUBLIC,,,
,,08/07/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,METHODS CONSULTING,SIN024289,130450.26,NHS Jobs contract with Methods to 31/01/2017,EC1A 4EN,SME,,,
,,08/07/2016,Storage costs,"DG: INNOVATION, GROWTH & TECHNOLOGY",MYLAN,1800000116,88369.96,,,LARGE,,,
,,08/07/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",Crescent Pharma Ltd,20436,34732.33,,,LARGE,,,
,,08/07/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",Crescent Pharma Ltd,20436,0.43,,,LARGE,,,
,,08/07/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",MYLAN,1800000115,183768.65,,,LARGE,,,
,,08/07/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",BRISTOL LABORATORIES LTD,9085418,261728.07,,,LARGE,,,
,,08/07/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",SIGMA PHARMACEUTICALS PLC,I140013,2.46,,,SME,,,
,,08/07/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",SIGMA PHARMACEUTICALS PLC,I140013,1800,,,SME,,,
,,08/07/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",SIGMA PHARMACEUTICALS PLC,I140013,803284.66,,,SME,,,
,,11/07/2016,IT minor costs non capital,DG: PUBLIC & INTERNATIONAL HEALTH,SAPIENT LTD,41348,66887.72,"ANS 2 Project costs including: System testing – to ensure that the new system works as intended and any defects are identified and rectified. •	Penetration Testing – testing to ensure that the system is secure, data is stored in line with",E1 6DU,LARGE,,,
,,11/07/2016,IT minor costs non capital,DG: PUBLIC & INTERNATIONAL HEALTH,SAPIENT LTD,41366,26880,"ANS 2 Project costs including: System testing – to ensure that the new system works as intended and any defects are identified and rectified. •	Penetration Testing – testing to ensure that the system is secure, data is stored in line with",E1 6DU,LARGE,,,
,,11/07/2016,Outsourcing Contract,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584214051,38720.74,FY - 2016/17 -  IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,LARGE,,,
,,11/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BIOMED CENTRAL LTD,6106186460,31320,Knowledge Management,WC1X 8HL,LARGE,,,
,,11/07/2016,Legal Fees,DG: GROUP OPERATIONS,Government Legal Department,A2273,1523075,,WC2B 4TS,PUBLIC,,,
,,11/07/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,Government Legal Department,A2273,212280,,WC2B 4TS,PUBLIC,,,
,,11/07/2016,Legal Fees,DG: GROUP OPERATIONS,Government Legal Department,A2303,1523075,,WC2B 4TS,PUBLIC,,,
,,11/07/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,Government Legal Department,A2303,270387.6,,WC2B 4TS,PUBLIC,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",AGE UK,ERS-558348-123581,37122,2016/011 SPP001 Age UK Strategic Partner 16/17,SW16 4ER,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",CARERS UK,ERS-558350-123601,48750,2016/011 SPP002 Carers UK - Strategic Partner 16/17,SE1 4LX,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",ROYAL MENCAP SOCIETY,ERS-558351-123621,43333,2016/011 SPP004 Mencap - Strategic Partner 2016/17,EC1Y 0RT,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",LIFELINE COMMUNITY PROJECTS,ERS-558354-123641,45432,2016/011 SPP005 Lifeline Community Projects - Strategic Partner 16/17,RM8 3QS,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",THE FIT FOR WORK TEAM,ERS-558356-123661,45250,2016/011 SPP006 Voluntary Action Leicestershire Strategic Partner 2016/17,LE1 5SN,SME,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",THE MENS HEALTH FORUM,ERS-558357-123681,46250,2016/011 SPP007 Men's Health Forum - Strategic Partner 16/17,SE1 0EH,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",MENTAL HEALTH PROVIDERS FORUM,ERS-558366-123701,45250,2016/011 SPP008 Mental Health Providers Forum - Strategic Partner 16/17,EC1V 9BE,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",NATIONAL CHILDRENS BUREAU LTD,ERS-558367-123721,45187,2016/011 SPP010 National Children's Bureau - Strategic Partner 16/17,EC1V 7QE,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",NATIONAL HOUSING FEDERATION,ERS-558368-123741,45000,2016/011 SPP011 National Housing Federation Strategic Partner 16/17,WC1V 6NY,SME,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",LGBT Foundation,ERS-558369-123761,46500,2016/011 SPP012 LGBT Foundation - Strategic Partner 2016/17,M1 3HF,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",NATIONAL ASSOCIATION OF VOLUNTARY AND COMMUNITY ACTION,ERS-558370-123781,45250,2016/011 SPP014 National Association for Voluntary and Community Action Strategic Partner 16/17,S1 4QL,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",THE NATIONAL CARE FORUM,ERS-558372-123801,37133,2016/011 SPP015 The National Care Forum Strategic Partner 16/17,CV1 2DY,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",RACE EQUALITY FOUNDATION,ERS-558373-123821,45250,2016/011 SPP017 Race Equality Foundation - Strategic Partner 16/17,NW5 1LB,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",UK HEALTH FORUM,ERS-558374-123841,50000,2016/011 SPP019 UK Health Forum - Strategic Partner 16/17,EC4Y 8JX,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",ASSOCIATION FOR YOUNG PEOPLES HEALTH AYPH,ERS-558375-123861,45250,2016/011 SPP022 Association for Young Peoples Health - Strategic Partner 2016/17,SE1 0EH,VCS,,,
,,11/07/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",NACRO,ERS-558376-123881,45250,2016/011 SPP009 Nacro - 2016/17 Strategic Partner,B6 4US,VCS,,,
,,11/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY OF,ERS-558394-123912,39055.3,HTA Customer Priority Research,OX1 2XN,PUBLIC,,,
,,11/07/2016,Research & development,DG: RESEARCH & DEVELOPMENT,SOUTHAMPTON UNIVERSITY OF,ERS-558395-123914,49327.3,Invention for Innovation,SO17 1BJ,PUBLIC,,,
