DEPARTMENT FAMILY,ENTITY,DATE,EXPENSE_AREA,EXPENSE_TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCS,12-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,ROSSER & RUSSELL BUILDING SERVICES LTD,100540,"£51,060.51"
Ministry of Justice,HMCS,12-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,CARILLION CONSTRUCTION LTD T/A CARILLION PROPERTY SERVICES,1210094,"£118,972.32"
Ministry of Justice,HMCS,12-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1209981,"£42,524.43"
Ministry of Justice,HMCS,12-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1209981,"£47,245.58"
Ministry of Justice,HMCS,12-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,VINSTRATA BUILDERS (LONDON) LTD,1211785,"£70,559.93"
Ministry of Justice,HMCS,12-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,EUROPEAN ASBESTOS SERVICES,1210257,"£33,834.13"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,222001-Maintenance,KIER BUILDING SERVICES ENG,100262,"£33,676.43"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,222001-Maintenance,MITIE SECURITY LTD,1210587,"£40,582.75"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1210584,"£92,875.72"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1210569,"£43,618.47"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,222002-Other Property Costs,MITIE SECURITY LTD,1210587,"£307,436.09"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,532000-Tangible GBV - Additions,ISLWYN PUGH CONSTRUCTION LTD,1210423,"£41,068.29"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,262000-SCA Costs,ENTERPRISE CIVIC BUILDINGS LIMITED,1210253,"£297,010.67"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1209981,"£38,847.85"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,532000-Tangible GBV - Additions,CEI ELECTRICAL LTD,1210110,"£54,030.04"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,532000-Tangible GBV - Additions,ALL METAL ROOFING LTD,1209954,"£230,979.61"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1210585,"£214,305.90"
Ministry of Justice,HMCS,12-May-10,DZ999-South West Region,532000-Tangible GBV - Additions,MIDAS PROPERTY SERVICES (UK) LTD T/A MIDAS INTERIORS,1210574,"£126,386.88"
Ministry of Justice,HMCS,12-May-10,EZ999-Wales Region,222002-Other Property Costs,MITIE SECURITY LTD,1210587,"£191,014.25"
Ministry of Justice,HMCS,12-May-10,EZ999-Wales Region,222001-Maintenance,KIER BUILDING SERVICES ENG,100262,"£50,020.06"
Ministry of Justice,HMCS,12-May-10,EZ999-Wales Region,222001-Maintenance,IAN WILLIAMS BUILDING AND PROPERTY SERVICES,1210412,"£27,670.08"
Ministry of Justice,HMCS,12-May-10,EZ999-Wales Region,532000-Tangible GBV - Additions,WB GRIFFITHS & SON LTD,1211805,"£84,106.85"
Ministry of Justice,HMCS,12-May-10,EZ999-Wales Region,532000-Tangible GBV - Additions,ARTHUR HAPGOOD SHOPFITTING,1209974,"£215,494.67"
Ministry of Justice,HMCS,12-May-10,EZ999-Wales Region,222001-Maintenance,KIER BUILDING SERVICES ENG,100262,"£29,842.99"
Ministry of Justice,HMCS,12-May-10,FZ999-Midlands Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1210066,"£54,034.38"
Ministry of Justice,HMCS,12-May-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1210237,"£26,253.50"
Ministry of Justice,HMCS,12-May-10,FZ999-Midlands Region,222001-Maintenance,EC HARRIS LLP,1210237,"£32,881.47"
Ministry of Justice,HMCS,12-May-10,FZ999-Midlands Region,226000-Court Costs,NORTHAMPTONSHIRE COUNTY COUNCIL,1210632,"£39,294.96"
Ministry of Justice,HMCS,12-May-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,SIS SECURITY LTD,1211670,"£66,347.55"
Ministry of Justice,HMCS,12-May-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,DENTON CORKER MARSHALL LLP,1210206,"£75,803.95"
Ministry of Justice,HMCS,12-May-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,MOUCHEL MANAGEMENT CONSULTING LTD,1210604,"£74,730.00"
Ministry of Justice,HMCS,12-May-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,WULFRUN BUILDING SERVICES LTD,1211845,"£93,999.79"
Ministry of Justice,HMCS,12-May-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1210616,"£113,046.00"
Ministry of Justice,HMCS,12-May-10,GZ999-North West Region,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1210247,"£173,048.19"
Ministry of Justice,HMCS,12-May-10,GZ999-North West Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1211846,"£38,599.18"
Ministry of Justice,HMCS,12-May-10,GZ999-North West Region,222001-Maintenance,DRIVERS JONAS DELOITTE,1210229,"£31,111.59"
Ministry of Justice,HMCS,12-May-10,GZ999-North West Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1210410,"£53,159.06"
Ministry of Justice,HMCS,12-May-10,GZ999-North West Region,532000-Tangible GBV - Additions,MB ADAMSON LTD,1210547,"£77,708.16"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1209988,"£33,398.36"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,265000-IT & Telecommunications,CABLE & WIRELESS,1210083,"£45,609.97"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1210230,"£58,164.34"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1210247,"£134,801.66"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,223000-Other Expenditure,HM PRISON SERVICE,1210386,"£64,539.03"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1210393,"£36,624.02"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1210393,"£34,637.17"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1210410,"£61,844.59"
Ministry of Justice,HMCS,12-May-10,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,SENDRIG CONSTRUCTION LTD,1211862,"£33,252.45"
Ministry of Justice,HMCS,12-May-10,IZ999-RCJ Group,222001-Maintenance,BDO STOY HAYWARD LLP,1210006,"£46,209.89"
Ministry of Justice,HMCS,12-May-10,IZ999-RCJ Group,222001-Maintenance,SYKES & SON LTD,1211724,"£36,660.59"
Ministry of Justice,HMCS,12-May-10,IZ999-RCJ Group,222002-Other Property Costs,VICTORIA MEDICAL & GENERAL CLEANING SERVICES LTD,1211784,"£65,716.72"
Ministry of Justice,HMCS,13-May-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,102394,"£56,396.94"
Ministry of Justice,HMCS,13-May-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,103610,"£35,071.47"
Ministry of Justice,HMCS,13-May-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,104346,"£28,496.40"
Ministry of Justice,HMCS,13-May-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,104457,"£26,572.35"
Ministry of Justice,HMCS,13-May-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,104470,"£34,310.22"
Ministry of Justice,HMCS,13-May-10,IZ999-RCJ Group,311200-Criminal Legal Aid,HALLINAN BLACKBURN GITTINGS & NOTT#GB37170411,104552,"£44,371.46"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6145,"£20,000,000.00"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1019709,"£55,225.00"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1019573,"£31,493.29"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1019575,"£117,975.99"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,262000-SCA Costs,LAND SECURITIES PROPERTIES LTD,1019694,"£3,500,498.75"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1019709,"£31,725.00"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£40,897.05"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£34,731.83"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£63,177.05"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£36,490.22"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£149,663.28"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£172,613.38"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£215,583.13"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£37,305.08"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£191,063.91"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£459,537.80"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£59,944.98"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£528,750.00"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£42,916.88"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1019703,"£54,829.74"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,264000-Consultancy,PRICEWATERHOUSE COOPERS LLP,1019779,"£97,240.32"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,264000-Consultancy,PRICEWATERHOUSE COOPERS LLP,1019779,"£48,620.16"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,DESIGN SYSTEMS,1019602,"£50,478.00"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,V P TREEN LTD,1019836,"£51,112.50"
Ministry of Justice,MoJ HQ,13-May-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION#RB41510232,1019754,"£203,275.00"
Ministry of Justice,HMCS,14-May-10,AG999-Estates Directorate HMCS HQ,222001-Maintenance,DEVELOPMENT PLANNING PARTNERSHIP,1213037,"£37,012.50"
Ministry of Justice,HMCS,14-May-10,AG999-Estates Directorate HMCS HQ,222001-Maintenance,MICHELMORES SOLICITORS,1213217,"£59,210.03"
Ministry of Justice,HMCS,14-May-10,AG999-Estates Directorate HMCS HQ,532000-Tangible GBV - Additions,QUADRIGA CONCEPTS LTD,1214057,"£57,786.34"
Ministry of Justice,HMCS,14-May-10,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,LOGICA UK LTD,1213185,"£386,113.23"
Ministry of Justice,HMCS,14-May-10,BZ999-London Region,222002-Other Property Costs,EC HARRIS LLP,1213054,"£102,712.55"
Ministry of Justice,HMCS,14-May-10,BZ999-London Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1212966,"£26,571.68"
Ministry of Justice,HMCS,14-May-10,BZ999-London Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1214080,"£39,309.73"
Ministry of Justice,HMCS,14-May-10,BZ999-London Region,226000-Court Costs,SELLERS LEGAL SERVICES LTD,1214091,"£41,874.89"
Ministry of Justice,HMCS,14-May-10,BZ999-London Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1214203,"£25,306.38"
Ministry of Justice,HMCS,14-May-10,CZ999-South East Region,263000-Other Contracted Out Services,EUREST SERVICES,1213073,"£35,384.70"
Ministry of Justice,HMCS,14-May-10,CZ999-South East Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1214080,"£26,191.92"
Ministry of Justice,HMCS,14-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,BAILEY MAINTENANCE LTD,1212919,"£81,479.85"
Ministry of Justice,HMCS,14-May-10,CZ999-South East Region,222001-Maintenance,WILLMOTT DIXON SUSTAIN LTD,1214192,"£45,951.65"
Ministry of Justice,HMCS,14-May-10,EZ999-Wales Region,532000-Tangible GBV - Additions,DEBORAH SERVICES LTD,1213035,"£25,903.11"
Ministry of Justice,HMCS,14-May-10,EZ999-Wales Region,532000-Tangible GBV - Additions,MID & WEST WALES FIRE AND RESCUE AUTHORITY,1213218,"£28,662.75"
Ministry of Justice,HMCS,14-May-10,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1213223,"£451,065.39"
Ministry of Justice,HMCS,14-May-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1213242,"£119,820.00"
Ministry of Justice,HMCS,14-May-10,GZ999-North West Region,263000-Other Contracted Out Services,ARAMARK LTD,1212908,"£43,410.13"
Ministry of Justice,HMCS,14-May-10,HZ999-North East and Yorkshire,262000-SCA Costs,PALECASTLE LTD,1214031,"£99,200.08"
Ministry of Justice,HMCS,14-May-10,IZ999-RCJ Group,311200-Criminal Legal Aid,NEUMANS#GB37170416,104988,"£32,681.68"
Ministry of Justice,HMCS,14-May-10,IZ999-RCJ Group,222001-Maintenance,EC HARRIS LLP,1213054,"£31,725.00"
Ministry of Justice,HMCS,14-May-10,IZ999-RCJ Group,261000-Fuel and Utilities,EDF ENERGY LTD,1213057,"£37,098.95"
Ministry of Justice,MoJ HQ,14-May-10,ZZ900-MoJ HQ,246000-Current Grants,CRIMINAL CASES REVIEW COMMISSION,6146,"£375,000.00"
Ministry of Justice,Tribunals,14-May-10,TR200-Regional South,221000-Property Rent and Rates,DTZ DEBENHAM TIE LEUNG,1028944,"£33,888.76"
Ministry of Justice,Tribunals,14-May-10,TR200-Regional South,222002-Other Property Costs,DTZ DEBENHAM TIE LEUNG,1028945,"£38,172.16"
Ministry of Justice,Tribunals,14-May-10,TR190-Regional North,221000-Property Rent and Rates,HM REVENUE & CUSTOMS,1028981,"£184,968.81"
Ministry of Justice,Tribunals,14-May-10,TR120-Corporate,223000-Other Expenditure,EXPOTEL HOTEL RESERVATIONS LTD,1028956,"£64,449.24"
Ministry of Justice,Tribunals,14-May-10,TR120-Corporate,212001-Agency staff,KELLY SERVICES (UK) LTD,1029001,"£28,524.16"
Ministry of Justice,Tribunals,14-May-10,TR120-Corporate,212001-Agency staff,KELLY SERVICES (UK) LTD,1029001,"£26,696.18"
Ministry of Justice,Tribunals,14-May-10,TR120-Corporate,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1029015,"£29,857.56"
Ministry of Justice,Tribunals,14-May-10,TR120-Corporate,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1029173,"£137,273.27"
Ministry of Justice,Tribunals,14-May-10,TR120-Corporate,222002-Other Property Costs,TELEREAL TRILLIUM,1029199,"£30,023.24"
Ministry of Justice,Tribunals,14-May-10,TR120-Corporate,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1029219,"£63,499.34"
Ministry of Justice,MoJ HQ,17-May-10,ZZ900-MoJ HQ,223000-Other Expenditure,NEWSPAPER LICENSING AGENCY,1020027,"£135,777.02"
Ministry of Justice,MoJ HQ,17-May-10,ZZ900-MoJ HQ,264000-Consultancy,CAPGEMINI UK PLC,1019920,"£29,610.00"
Ministry of Justice,MoJ HQ,17-May-10,ZZ900-MoJ HQ,212001-Agency staff,HUDSON GLOBAL RESOURCES LTD,1019986,"£30,328.04"
Ministry of Justice,MoJ HQ,17-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ORACLE CORPORATION UK LTD,1020036,"£3,503,852.54"
Ministry of Justice,MoJ HQ,17-May-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1020008,"£68,282.78"
Ministry of Justice,HMCS,18-May-10,IZ999-RCJ Group,224000-Staff travel and other,COURT BASED PERSONAL SUPPORT#IA10110031,105636,"£50,000.00"
Ministry of Justice,HMCS,18-May-10,IZ999-RCJ Group,226000-Court Costs,MESSRS HUGHMANS SOLICITORS#200603019-D5,105487,"£40,402.29"
Ministry of Justice,HMCS,18-May-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR TIM OWEN QC#200603019-D5,105486,"£47,940.00"
Ministry of Justice,HMCS,18-May-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR SANDERSON MUNRO#200606029-D5,105489,"£42,182.50"
Ministry of Justice,HMCS,18-May-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR TIM FORTE#200606029-D5,105490,"£42,065.00"
Ministry of Justice,HMCS,18-May-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR R PEARSE WHEATLEY#200703131-D5,105492,"£49,258.36"
Ministry of Justice,HMCS,18-May-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR ROBIN SPENCER QC#200806415-C3,105512,"£30,080.00"
Ministry of Justice,MoJ HQ,18-May-10,ZZ900-MoJ HQ,246000-Current Grants,CLINKS#RC35111001,1020193,"£40,000.00"
Ministry of Justice,MoJ HQ,18-May-10,ZZ900-MoJ HQ,246000-Current Grants,CLINKS#RC35111002,1020194,"£197,500.00"
Ministry of Justice,MoJ HQ,18-May-10,ZZ900-MoJ HQ,246000-Current Grants,CLINKS#RC35111003,1020195,"£36,624.50"
Ministry of Justice,HMCS,19-May-10,AG999-Estates Directorate HMCS HQ,222001-Maintenance,WHEELERS,1219982,"£47,069.91"
Ministry of Justice,HMCS,19-May-10,AR999-HMCS Central Budgets,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1580,"£4,836,859.23"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS EDWARD HAYES#DX 30307,1218127,"£54,746.16"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS GOTELEE & GOLDSMITH#DX 3220,1218140,"£50,142.82"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS YASMIN & SHAID#DX 14077,1218231,"£41,899.68"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS HADDOCK & COMPANY SOLICITORS#DX 16027,1218142,"£50,960.41"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS ACHILLEA & CO#DX 37852,106061,"£45,248.46"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS CHARTWELL & SADLERS#SE15 2LB,106101,"£25,537.78"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS DAVENPORT LYONS#W1S 3NL,106117,"£29,613.42"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS ESHAGHIAN & CO#DX 57052,106137,"£31,770.68"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS GARSTANGS#BL11DU,106146,"£1,104,679.56"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS HICKMAN & ROSE#DX53346,106167,"£27,488.40"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS MOORE SEXTON BIBBY SOLICITORS#DX 700701,106216,"£26,139.35"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS NEUMANS LLP#DX 490,106225,"£56,259.97"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS VEJA & CO#DX 51756,106278,"£25,554.74"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,226000-Court Costs,B C L BURTON COPELAND#DX 37981,1218054,"£108,692.56"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS EDWARD HAYES#DX 30307,1218127,"£45,822.99"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS MACLAVERTY COOPER ATKINS#DX 31500,1218165,"£39,165.81"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS SANSBURY DOUGLAS#DX 7821,1218202,"£52,785.03"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS TANK JOWETT#DX 51150,1218214,"£35,250.00"
Ministry of Justice,HMCS,19-May-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,SMITH PARTNERSHIP#DX 10708,1218256,"£25,211.17"
Ministry of Justice,HMCS,19-May-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1218868,"£69,178.71"
Ministry of Justice,HMCS,19-May-10,BZ999-London Region,222001-Maintenance,COFELY LTD,1218570,"£125,596.83"
Ministry of Justice,HMCS,19-May-10,BZ999-London Region,222001-Maintenance,COFELY LTD,1218570,"£34,464.43"
Ministry of Justice,HMCS,19-May-10,BZ999-London Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1218800,"£57,531.04"
Ministry of Justice,HMCS,19-May-10,CZ999-South East Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1218513,"£27,659.62"
Ministry of Justice,HMCS,19-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1218690,"£70,959.25"
Ministry of Justice,HMCS,19-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1218690,"£201,565.74"
Ministry of Justice,HMCS,19-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,PEXHURST SERVICES LTD,1219736,"£127,999.54"
Ministry of Justice,HMCS,19-May-10,CZ999-South East Region,532000-Tangible GBV - Additions,CARILLION CONSTRUCTION LTD T/A CARILLION PROPERTY SERVICES,1218542,"£134,002.50"
Ministry of Justice,HMCS,19-May-10,DZ999-South West Region,222001-Maintenance,WILLMOTT DIXON SUSTAIN LTD,1220001,"£32,228.80"
Ministry of Justice,HMCS,19-May-10,DZ999-South West Region,263000-Other Contracted Out Services,COMPASS SERVICES UK & IRELAND LTD,106428,"£27,733.53"
Ministry of Justice,HMCS,19-May-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,HOME OFFICE IDENTITY & PASSPORT SERVICE,106462,"£31,016.85"
Ministry of Justice,HMCS,19-May-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORTH WALES POLICE,1218968,"£27,642.08"
Ministry of Justice,HMCS,19-May-10,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1218773,"£115,946.30"
Ministry of Justice,HMCS,19-May-10,FZ999-Midlands Region,263000-Other Contracted Out Services,AVENANCE,1218450,"£39,406.94"
Ministry of Justice,HMCS,19-May-10,FZ999-Midlands Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1218935,"£82,475.94"
