Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,25/09/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-562783-53093,"38,108.00",OZ0344 - Control measures for Salmonella on pig farms and their effect on endemic disease and productivity - AHVLA - FY2015/16,KT15 3NB,SME,DFP,0,Expense,
DEFRA,DEFRA,25/09/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-562777-53087,"38,726.00",SE4011 (Var) Re-profile of costs - Understanding infection dynamics and survival of HPAI and APMV-1 in poultry and the environment  - AHVLA - add costs for FY2015/16 ,KT15 3NB,SME,,0,Expense,
DEFRA,DEFRA,25/09/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-562780-53090,"94,546.42","SE3268 - Antigen mining, DIVA assays and other diagnostic approaches - AHVLA  FY2015/16",KT15 3NB,SME,SE3268,0,Expense,
DEFRA,DEFRA,09/09/2015,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Ashurst LLP,391454,"213,918.74",PO 368304 THAMES TIDEWAY TUNNEL,EC2A 2HA,,20238,0,Expense,
DEFRA,DEFRA,09/09/2015,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Ashurst LLP,392940,"239,296.62",PO 368304 PROFESSIONAL FEES PERIOD 27.06.15 TO 24.07.15,EC2A 2HA,,20238,0,Expense,
DEFRA,DEFRA,11/09/2015,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Ashurst LLP,394325,"191,428.53",PO 368304 PROFESSIONAL FEES 25.07.15 TO 21.08.15,EC2A 2HA,,,0,Expense,
DEFRA,DEFRA,03/09/2015,IT Software,Chief Operating Officer DG,Atos IT Services UK Ltd,5584193704,"62,448.84","PO 378238,  ENHANCED ONBOARDING NON CHAPERONING JUN 15",WV10 6UH,,CAP214,CAPDFA08,Expense,
DEFRA,DEFRA,03/09/2015,IT Software,Chief Operating Officer DG,Atos IT Services UK Ltd,5584193676,"121,789.91",PO 378238 PAAS AND IAAS FOR FA8 HOSTING JUNE 2015,WV10 6UH,,CAP214,CAPDFA08,Expense,
DEFRA,DEFRA,17/09/2015,IT Software,Chief Operating Officer DG,Atos IT Services UK Ltd,5584195106,"91,709.03",PO 378238 29.6.15 TO 2.8.15 PRE PROD PROJECT JUL 2015,WV10 6UH,,CAP214,CAPDFA08,Expense,
DEFRA,DEFRA,17/09/2015,IT Software,Chief Operating Officer DG,Atos IT Services UK Ltd,5584195104,"140,438.93",PO 378238 PRODA PSN JULY 2015,WV10 6UH,,CAP214,CAPDFA08,Expense,
DEFRA,DEFRA,09/09/2015,IBM Base Services Control,Chief Operating Officer DG,B A E Systems Applied Intelligence,1001006502,"264,964.20",PO 374779 consultancy fee,GU2 7YP,,Bravo 21402,PITF0900,Expense,
DEFRA,DEFRA,29/09/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",B B S R C,BBSR12890,"-25,975.00","PO 373026, CREDIT NOTE FOR REF INV NO - BBSR12865",SN2 1UH,,TH0135,0,Expense,
DEFRA,DEFRA,15/09/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",B B S R C,BBSR12775,"430,607.25",PO 373908 CONTRACT AND DELIVERY PLAN FOR THE PROVISION JULY - SEPT 2015,SN2 1UH,,,0,Expense,
DEFRA,DEFRA,29/09/2015,Capital LA Grant E,Policy Delivery DG,Boston Borough Council,A0000916,"532,815.85",PO 371661 MISC SERVICES REPAIR & RENEW FLOOD GRANTS 01.04.15 TO 30.06.15,PE21 8QR,,,0,Expense,
DEFRA,DEFRA,29/09/2015,Capital LA Grant E,Policy Delivery DG,Boston Borough Council,A0000924,"450,635.95",PO 371661 MISC CHARGES FINAL REPAIR & RENEW GRANT AS PER ATTACHED,PE21 8QR,,,0,Expense,
DEFRA,DEFRA,25/09/2015,Capital LA Grant E,Policy Delivery DG,Brighton & Hove Council,4016696191,"48,250.00",PO 371632 BHCC REPAIR AND RENEW GRANT REF 21169 Q1 2015-2016,BN1 1JR,,Grant,0,Expense,
DEFRA,DEFRA,02/09/2015,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,15013388,"189,243.00",PO 378237 PERIOD 1 JULY TO 31 JULY 2015 SOURCING FEE,SE1 2TX,,,AQNONRDX,Expense,
DEFRA,DEFRA,07/09/2015,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,15012468,"40,366.65",PO 343860 LAQM SERVICES  TOOL MANAGEMENT,SE1 2TX,,13573,AQNONRDX,Expense,
DEFRA,DEFRA,25/09/2015,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,15014783,"189,592.00",PO 378237 SOURCING FEES,SE1 2TX,,,AQNONRDX,Expense,
DEFRA,DEFRA,07/09/2015,Current Grants E,Policy Delivery DG,Business In The Community,SIN049374,"38,458.00","PO 374392, PROMOTE WATER STEWARDSHIP",N1 7RQ,,21471,0,Expense,
DEFRA,DEFRA,15/09/2015,Evidence Non R&D,Policy Delivery DG,C E F A S,8005119,"1,558,420.73",PO 377543 NON EVIDENCE HLA SEPTEMBER,NR33 0HT,SME,,0,Expense,
DEFRA,DEFRA,15/09/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",C E F A S,8005090,"1,193,049.25","PO 379449, AQUATICS NON R & D FUNDING FY 15/16 APRIL",NR33 0HT,SME,FUNDING,0,Expense,
DEFRA,DEFRA,15/09/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",C E F A S,8005120,"61,415.25",PO 371252 AQUATICS EVIDENCE R AND D 15/16 SEPT,NR33 0HT,SME,,0,Expense,
DEFRA,DEFRA,15/09/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",C E F A S,8005121,"238,609.83",PO 379449 AQUATICS NON R AND D FY 15/16 SEPT,NR33 0HT,SME,FUNDING,0,Expense,
DEFRA,DEFRA,29/09/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8005143,"37,709.00","PO 365222,  FUNDING FOR QTR 2 FY 15/16",NR33 0HT,SME,,0,Expense,
DEFRA,DEFRA,21/09/2015,Inwards Secondments,"Strategy, International and Biosecurity DG",Cabinet Office,250013057,"29,163.79",PO 379904 RECOVERY OF PENSION COSTS APRIL TO JUNE 2015,FY5 3TA,,IGS,0,Expense,
DEFRA,DEFRA,09/09/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10062881,"60,898.45","REF- PRE- BILLER P46264, FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING 29/08/2015",SL6 1DP,,,0,Asset,
DEFRA,DEFRA,11/09/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10059138,"134,919.90",REF PRE BILLER P45600 FEES &EXPENSES INCLUDED WITHIN PERIOD ENDING 01.08.2015,SL6 1DP,,,0,Asset,
DEFRA,DEFRA,02/09/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10061820,"59,764.51",FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING: 22.08.2015,SL6 1DP,,,0,Asset,
DEFRA,DEFRA,02/09/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10060935,"41,547.49",FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING 15.08.2015,SL6 1DP,,,0,Asset,
DEFRA,DEFRA,03/09/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10056827,"90,054.43",REF- PRE- BILLER P45271 FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING 25.07.2015,SL6 1DP,,,0,Asset,
DEFRA,DEFRA,23/09/2015,Prog - Admin Costs - FLS Office Services Consultancy,Chief Operating Officer DG,Capita Business Services Ltd,LO10065136,"97,477.03",REFERENCE PRE-BILLER P46708 FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING 12.09.2015,SL6 1DP,,,0,Asset,
DEFRA,DEFRA,15/09/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10064200,"130,922.57",REFERENCE PRE BILLER P46495 FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING 05.09.2015,SL6 1DP,,,0,Asset,
DEFRA,DEFRA,07/09/2015,Property Lease Costs,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR095,"550,003.53",CHAPS PAYMENT DEFRA  Weekly Funding to CAPFR095- Accommodation Charges.,EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,28/09/2015,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR098,"40,343.97",CHAPS PAYMENT Payment of Defra's Building utility bills.  CAPITA Invoice No. CAPFR098,EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,14/09/2015,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR096,"4,779,208.15",CHAPS PAYMENT DEFRA CAPITA FUNDING REQUEST INVOICE No. CAPFR096,EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,21/09/2015,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR097,"1,495,814.45",PAYMENT OF DEFRA'S BUILDING UTILITY BILLS. CAPITA INVOICE NO CAPFR097,EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,25/09/2015,Capital LA Grant E,Policy Delivery DG,Castle Point Borough Council,250615,"57,103.04",PO 376207 REIMBURSEMENTS FOR GRANT PAID UNDER FLOOD SUPPORT SCHEMES 30TH JUNE 2015 REF 28641A0000285,SS7 1TF,,,0,Expense,
DEFRA,DEFRA,21/09/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,7060007751,"44,970.00",PO 364840 NEC04822 PROJECT REF - AQ0727 2011-2014,SN2 1EU,SME,AQ0727,AQRDXXXX,Expense,
DEFRA,DEFRA,25/09/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-562271-53058,"49,483.50",FY15/16- Operation of the UK Eutrophying & Acidifying Atmospheric Pollutants (UKEAP)- 14,SN2 1EU,SME,Exempt,AQRDXXXX,Expense,
DEFRA,DEFRA,29/09/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,7060008647,"31,246.36",PO 375674 1BE0101 2014/15 IDENTIFYING EVIDENCE GAPS,SN2 1EU,SME,BE0101,BIODECOS,Expense,
DEFRA,DEFRA,07/09/2015,Capital LA Grant E,Policy Delivery DG,Chichester District Council,100064672,"52,445.80",PO 371603 REIMBURSEMENT OF REPAIR AND RENEWAL GRANT PAID BETWEEN 26 MARCH 2015 AND 30 JUNE 2015,PO19 1TY,,GRANT,0,Expense,
DEFRA,DEFRA,29/09/2015,Capital LA Grant E,Policy Delivery DG,Cornwall Council,98169981,"621,746.79",PO 371548 CORNWALL COUNCIL REPAIR & RENEW CLAIM,TR1 3AY,,GRANT,0,Expense,
DEFRA,DEFRA,21/09/2015,Gas,Chief Operating Officer DG,Corona Energy,10435280,"54,014.32",SITE 087 GAS 01/08/2015 to 01/09/2015  A/C 20404458/10,WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA,21/09/2015,Gas,Chief Operating Officer DG,Corona Energy,10435239,"25,019.89",SITE 087 GAS 01/08/2015 to 01/09/2015  A/C Site 087,WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA,23/09/2015,Gas,Chief Operating Officer DG,Corona Energy,10435242,"49,471.79",SITE 281 GAS 01/08/2015 TO 01/09/2015 A/C SITE 281,WD17 1JW,,,B2810000,Expense,
DEFRA,DEFRA,21/09/2015,Gas,Chief Operating Officer DG,Corona Energy,10483375,"74,171.75",SITE 087 GAS 01/08/2015 to 01/09/2015  A/C 20404458/1,WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA,07/09/2015,Capital LA Grant E,Policy Delivery DG,Cotswold District Council,4070209X,"68,654.00",PO 371587 GRANT,GL7 1PX,SME,GRANT,0,Expense,
DEFRA,DEFRA,23/09/2015,Current Grants E,Policy Delivery DG,Cotswolds Conservation Board,170915,"106,400.00","PO 377261,  25%  OF GRANT OFFER, PERIOD  1/10/2015 - 31/12/2015",GL54 3JH,SME,GIA,0,Expense,
DEFRA,DEFRA,29/09/2015,Capital LA Grant E,Policy Delivery DG,Croydon Council,2388219,"154,437.28",PO 371572 REFUND OF ADJUSTMENT OF OVERPAYMENT RRG SCHEME REIMBURSEMENT OF GRANT COSTS ASSOCIATED WITH PROPERTIES FLOODED BETWEEN 01.12.2013 & 31.03.2014,CR9 3BT,,GRANT,0,Expense,
DEFRA,DEFRA,08/09/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",D L O Holding/Prionics AG,40358,"188,023.70",FOREIGN PAYMENT CONTRACT 20298 - TUBERCULIN ORDER 50062 INVOICE 40358,8952,,,TUBP0468,Expense,
DEFRA,DEFRA,15/09/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Deloitte & Touche,2410094294,"66,865.20",PO 370811 DEFRA CAP DELIVERY PROGRAMME BETWEEN 01/08/15 TO 31/08/15,MK9 1FD,,,CAPDFA03,Asset,
DEFRA,DEFRA,29/09/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Department Of Energy and Climate Change,1100030254,"1,025,000.00",PO 374676 DECC014 HADLEY CENTRE RECHARGES FOR ICP Q2 JULY TO SEPT 2015,SW1A 2HD,SME,DFP,RESCOORD,Expense,
DEFRA,DEFRA,15/09/2015,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100030055,"37,943.00","PO 377933,  ZZ999 AD HOC PRODUCT CODE, JUNE 2015",SW1A 2HD,SME,DFP,ADAPTASC,Expense,
DEFRA,DEFRA,15/09/2015,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100030056,"51,484.00","PO 377933,  ZZ999 AD HOC PRODUCT CODE,  APRIL/MAY 2015",SW1A 2HD,SME,DFP,ADAPTASC,Expense,
DEFRA,DEFRA,11/09/2015,Fuel & Utility Other,Chief Operating Officer DG,Department Of Energy and Climate Change,80915,"461,774.80",CRCFP6604329 CRC PAYMENT,SW1A 2AW,SME,,0,Expense,
DEFRA,DEFRA,15/09/2015,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100030057,"45,278.00","PO 377933,  ZZ999 AD HOC PRODUCT CODE,  JUNE 2015",SW1A 2HD,SME,DFP,ADAPTASC,Expense,
DEFRA,DEFRA,15/09/2015,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100030054,"43,143.00","PO 377933,  ZZ999 AD HOC PRODUCT CODE",SW1A 2HD,SME,DFP,ADAPTASC,Expense,
DEFRA,DEFRA,01/09/2015,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,280815,"833,333.00",PO 377136 FY 15-16 LSSG GRANT PAYMENT SEPT 2015,HP2 4XN,,,0,Expense,
DEFRA,DEFRA,01/09/2015,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,310815,"250,000.00",PO 346070 LSGG CONTRIBUTION FROM DEFRA FOR SEPT 2015,HP2 4XN,,,0,Expense,
DEFRA,DEFRA,15/09/2015,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,2201516,"26,858,834.00","PO 378363, PFI GRANT PAYMENT 2ND QTR 2015/16",HP2 4XN,,IGS,0,Expense,
DEFRA,DEFRA,17/09/2015,Contractor - Management Cover,Chief Operating Officer DG,DevOpsGuys Ltd,208,"116,880.00",PO 378077 L4 CONSULTANCY 03 AUG 15,BN11 1QR,SME,,CAPDTA00,Expense,
DEFRA,DEFRA,23/09/2015,Electricity,Chief Operating Officer DG,E D F Energy,813213,"486,392.44",SITE 516 ELECT 01/08/2015 TO 31/08/2015 A/C 0553210000,EX1 3UT,,,B0790000,Expense,
DEFRA,DEFRA,28/09/2015,Other Current Payments E,Policy Delivery DG,Environment Agency,210915,"58,000.00",PAYMENT FOR SMD WORK,PE2 8YD,,,WPWC0004,Expense,
DEFRA,DEFRA,01/09/2015,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIASEPT15,"20,000,000.00",PO 376669 EA FLOOD DEFENCE GIA,BS1 5AH,,G.I.A,0,Expense,
DEFRA,DEFRA,07/09/2015,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EACPFGIASEPT15,"34,760,000.00",PO 376603 CLOSED FUND GIA,BS1 5AH,,,0,Expense,
DEFRA,DEFRA,17/09/2015,Rents to Landlords,Chief Operating Officer DG,Eversheds LLP,16091545000,"45,000.00",177247 000252 SURRENDER,EC2V 7WS,,,B6220000,Expense,
DEFRA,DEFRA,25/09/2015,Capital LA Grant E,Policy Delivery DG,Exeter City Council,41408788,"43,567.30",PO 371615 INVOICE IN RESPECT OF FLOOD RECOVERY REPAIR AND RENEW GRANT Q1 FY 14/15,EX1 1RQ,,GRANT,0,Expense,
DEFRA,DEFRA,02/09/2015,Current Grants E,"Strategy, International and Biosecurity DG",Fauna & Flora International,160715,"25,367.24",PO 353794 DARWIN GRANT CLAIM FORM 19-017 PERIOD - JAN 2015 TO MARCH 2015,CB1 2JD,SME,exempt,DARWDFID,Expense,
DEFRA,DEFRA,29/09/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Fera Science Limited,6138003760,"556,837.00","PO 377434, SEPTEMBER PLANT AND BEE HEALTH SERVICE FOR FY 2015/16",YO41 1LZ,,FUNDING,0,Expense,
DEFRA,DEFRA,29/09/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Fera Science Limited,6138003761,"317,900.00","PO 377435,  AUGUST SPECIALIST FACILITIES SERVICES 2015/16",YO41 1LZ,,,0,Expense,
DEFRA,DEFRA,23/09/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Fera Science Limited,6138003476,"556,836.75",PO 377434 AUGUST PLANT BEE HEALTH SERVICES FOR FY 2015/16,YO41 1LZ,,FUNDING,0,Expense,
DEFRA,DEFRA,23/09/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Fera Science Limited,6138003475,"317,900.00",PO 377435 AUGUST SPECIALIST FACILITIES FOR FY 2015/16,YO41 1LZ,,,0,Expense,
DEFRA,DEFRA,29/09/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Food Standards Agency,1703203,"34,334.17","PO 378400,OTHER SERVICE ENGLAND",YO1 2YX,,IGS,ABPO0001,Expense,
DEFRA,DEFRA,01/09/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Food Standards Agency,1703145,"27,657.61","PO 378400, FS317 OTHER SERVICE",YO1 2YX,,IGS,ABPO0001,Expense,
DEFRA,DEFRA,21/09/2015,Current Grants E,"Strategy, International and Biosecurity DG",Foreign & Commonwealth Office,1081213,"47,644.00",PO 373987 RECHARGES OGD,MK19 7BH,,IGS,IWTXXXXX,Expense,
DEFRA,DEFRA,29/09/2015,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA019,"101,166.67","PO 372595,  SUPPLY OF AERIAL PHOTOGRAPHY",RG27 8NW,SME,,AERPHOTO,Expense,
DEFRA,DEFRA,15/09/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Government Legal Department,AH1911,"48,500.00",INVOICE AH1911 - Z1431249,WC2B 4TS,,,0,Expense,
DEFRA,DEFRA,02/09/2015,Current Grants E,"Strategy, International and Biosecurity DG",Government of St Helena,170715,"37,466.75",PO 376185 DARWIN GRANT CLAIM FORM DPLUS039 PERIOD JULY 2015 TO SEPT 2015 QTR 2,STHL 1ZZ,,21676,DARWPLUS,Expense,
DEFRA,DEFRA,23/09/2015,Capital LA Grant E,Policy Delivery DG,Hart District Council,4000003191,"25,037.20",PO 371710 FLOOD RECOVERY GRANT AS PER SPREADSHEET ATTACHED 2014-15,GU51 4AE,SME,Grant,0,Expense,
DEFRA,DEFRA,17/09/2015,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260008126,"51,726.83",PO 378626 MONTHLY MANAGED SERVICE FIXED FEE AUG 2015,SE1 2AP,SME,CAP275,CAPDFA03,Expense,
DEFRA,DEFRA,17/09/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Hitachi Consulting,2260008110,"60,837.43",PO 365305 20418.04.15 DEFRA CR76 FR 2/3MJULY,SE1 2AP,SME,,CAPDFA03,Asset,
DEFRA,DEFRA,02/09/2015,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260007916,"51,726.82","PO 378626, MANAGED SERVICE FIXED FEE JULY 15",SE1 2AP,SME,CAP275,CAPDFA03,Expense,
DEFRA,DEFRA,17/09/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Hitachi Consulting,2260008111,"72,323.32",PO 365305 20418.04.10 DEFRA CR31 FR4 GO LIVE EXTENSION,SE1 2AP,SME,CAP080,CAPDFA03,Asset,
DEFRA,DEFRA,23/09/2015,Capital LA Grant E,Policy Delivery DG,Horsham District Council,5120292,"61,595.20",PO 372928 Q1 FY 2015-16 CLAIM FOR FLOOD REPAIR & RENEWAL GRANT,RH12 1RL,,GRANT,0,Expense,
DEFRA,DEFRA,29/09/2015,Capital LA Grant E,Policy Delivery DG,Hull City Council,1000213653,"207,142.40","PO 371752 RECOVERY REPAIR & RENEW GRANT, Q1 FINANCIAL YEAR 2015/16",HU1 2AB,,Grant,0,Expense,
DEFRA,DEFRA,21/09/2015,Software Services/Non-Standard Software,Chief Operating Officer DG,IBM United Kingdom Ltd,5808150965,"28,803.05",PO 374759 APR 03.07.15 TO 24.07.15,GU1 2LD,SME,,CAPDFA08,Expense,
DEFRA,DEFRA,21/09/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5808150511,"27,886.33",PO 377083 APR 14D 023 01.05.15 TO 31.05.15,GU1 2LD,SME,10040,B516P006,Asset,
DEFRA,DEFRA,07/09/2015,Software Services/Non-Standard Software,Chief Operating Officer DG,IBM United Kingdom Ltd,5808150240,"30,666.72","PO 367499 & 376213, APR 13 - 152, 02/01/2015 - 20/02/2015",GU1 2LD,SME,10040,CAPDFA08,Expense,
DEFRA,DEFRA,21/09/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5808150513,"78,626.32",PO 378355 APR 14D 025 01.08.15 TO 31.08.15,GU1 2LD,SME,,B216P503,Asset,
DEFRA,DEFRA,16/09/2015,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5907150166,"-32,201.38",PO 367177 CREDIT NOTE FOR REF INV 5804151756,GU1 2LD,SME,,P12ER020,Expense,
DEFRA,DEFRA,25/09/2015,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5809150382,"5,674,996.62",PO 378972 SEPT 2015 DEFRA IT BASE,GU1 2LD,SME,10040,0,Expense,
DEFRA,DEFRA,03/09/2015,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5808150392,"43,830.72","PO 374759, APR 14-075, 29/05/2015 TO 26/06/2015",GU1 2LD,SME,,CAPDFA08,Expense,
DEFRA,DEFRA,15/09/2015,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5807151393,"32,709.71","PO 370823, APR 14G 003 05,  01/05/15 - 22/05/15",GU1 2LD,SME,,PTRS1000,Expense,
DEFRA,DEFRA,21/09/2015,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5808150961,"29,545.62",PO 378069 APR 15 001 03.07.15 TO 24.07.15,GU1 2LD,SME,,CAPDFA08,Expense,
DEFRA,DEFRA,03/09/2015,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5808150386,"40,004.22","PO 374759, APR 14-075, 03/04/2015 - 24/04/2015",GU1 2LD,SME,,CAPDFA08,Expense,
DEFRA,DEFRA,15/09/2015,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5807151394,"27,187.04","PO 371444,  APR14G 006 04,  29/05/15 TO 26/06/2015",GU1 2LD,SME,,PTRS0900,Expense,
