Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount  ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BEXLEY CARE TRUST,PUBLIC,DA5 2BW,HAFS-13658," 29,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BIRMINGHAM EAST AND NORTH PCT,PUBLIC,B7 4WE,HAFS-13659," 50,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BLACKBURN AND DARWEN TEACHING CARE TRUST PLUS,PUBLIC,BB1 2EE,HAFS-13660," 22,374,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BLACKPOOL PCT,PUBLIC,PR4 3AL,HAFS-13661," 22,244,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BOLTON PCT,PUBLIC,B11 1PP,HAFS-13662," 39,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BOURNEMOUTH & POOLE PCT,PUBLIC,BH12 5AG,HAFS-13663," 40,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BRADFORD AND AIREDALE PCT,PUBLIC,WF3 1WE,HAFS-13664," 67,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BRENT TEACHING PCT,PUBLIC,HA0 4UZ,HAFS-13665," 45,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BRIGHTON & HOVE CITY TEACHING PCT,PUBLIC,WF3 1WE,HAFS-13666," 37,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BRISTOL PCT,PUBLIC,BS2 8EE,HAFS-13667," 65,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BROMLEY PCT,PUBLIC,WF3 1WE,HAFS-13668," 40,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BUCKINGHAMSHIRE PCT,PUBLIC,HP19 8ET,HAFS-13669," 53,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BURY PCT,PUBLIC,BL9 0EN,HAFS-13670," 22,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CALDERDALE PCT,PUBLIC,WF3 1WE,HAFS-13671," 27,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,HAFS-13672," 65,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CAMDEN PCT,PUBLIC,NW1 0PE,HAFS-13673," 40,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CENTRAL & EASTERN CHESHIRE PCT,PUBLIC,CW5 5QU,HAFS-13674," 53,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CENTRAL LANCASHIRE PCT,PUBLIC,PR26 6TR,HAFS-13675," 55,750,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CITY AND HACKNEY TEACHING PCT,PUBLIC,E1 1RD,HAFS-13676," 44,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CORNWALL & ISLES OF SCILLY PCT,PUBLIC,PL25 5AS,HAFS-13677," 67,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,COUNTY DURHAM PCT,PUBLIC,DL14 6WA,HAFS-13678," 69,786,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,HAFS-13679," 33,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CROYDON PCT,PUBLIC,CR0 6SR,HAFS-13680," 20,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CUMBRIA PCT,PUBLIC,CA2 7HX,HAFS-13681," 70,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DARLINGTON PCT,PUBLIC,DL14 6WA,HAFS-13682," 12,826,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DERBY CITY PCT,PUBLIC,WF3 1WE,HAFS-13683," 36,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DERBYSHIRE COUNTY PCT,PUBLIC,S41 7PF,HAFS-13684," 81,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DEVON PCT,PUBLIC,TQ12 4PH,HAFS-13685," 95,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DONCASTER PCT,PUBLIC,DN4 5DJ,HAFS-13686," 39,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DORSET PCT,PUBLIC,DT2 9TB,HAFS-13687," 49,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DUDLEY PCT,PUBLIC,DY2 8PP,HAFS-13688," 36,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EALING PCT,PUBLIC,UB2 4SA,HAFS-13689," 50,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST LANCASHIRE PCT,PUBLIC,BB9 5SZ,HAFS-13690," 50,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST MIDLANDS SHA,PUBLIC,WF3 1WE,HAFS-13691," 28,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST OF ENGLAND SHA,PUBLIC,CB1 5XB,HAFS-13692," 48,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST RIDING OF YORKSHIRE PCT,PUBLIC,HU10 6DT,HAFS-13693," 34,700,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST SUSSEX DOWNS & WEALD PCT,PUBLIC,BN21 3UN,HAFS-13694," 60,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EASTERN & COASTAL KENT PCT,PUBLIC,CT1 3NG,HAFS-13695," 90,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,ENFIELD PCT,PUBLIC,EN1 1NJ,HAFS-13696," 37,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GATESHEAD PCT,PUBLIC,NE11 0NB,HAFS-13697," 27,600,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GLOUCESTERSHIRE PCT,PUBLIC,GL2 8DN,HAFS-13698," 68,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GREAT YARMOUTH AND WAVENY PCT,PUBLIC,NR31 0LT,HAFS-13699," 28,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GREENWICH TEACHING PCT,PUBLIC,SE10 8EX,HAFS-13700," 26,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,HAFS-13701," 37,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAMMERSMITH AND FULHAM PCT,PUBLIC,WF3 1WE,HAFS-13702," 28,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAMPSHIRE PCT,PUBLIC,RG24 9NB,HAFS-13703," 135,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARINGEY TEACHING PCT,PUBLIC,N15 3TH,HAFS-13704," 38,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARROW PCT,PUBLIC,HA1 3EX,HAFS-13705," 27,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARTLEPOOL PCT,PUBLIC,TS7 0NJ,HAFS-13706," 12,900,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HASTINGS & ROTHER PCT,PUBLIC,TN40 2DZ,HAFS-13707," 20,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAVERING PCT COMMISSIONING,PUBLIC,RM12 6RS,HAFS-13708," 29,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,HAFS-13709," 5,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEART OF BIRMINGHAM TEACHING PCT,PUBLIC,B7 4WH,HAFS-13711," 40,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEREFORDSHIRE PCT,PUBLIC,HR2 9RP,HAFS-13712," 22,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,HAFS-13713," 105,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEYWOOD MIDDLETON & ROCHDALE PCT,PUBLIC,M24 1AY,HAFS-13714," 28,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HILLINGDON PCT,PUBLIC,TW3 3HR,HAFS-13715," 30,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HOUNSLOW PCT,PUBLIC,UB2 4SA,HAFS-13716," 32,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HULL PCT,PUBLIC,HU1 3HA,HAFS-13717," 37,100,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,ISLE OF WIGHT NHS PCT,PUBLIC,PO30 5TG,HAFS-13718," 19,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,ISLINGTON PCT,PUBLIC,NW1 2LT,HAFS-13719," 38,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,KENSINGTON AND CHELSEA PCT,PUBLIC,W10 6DZ,HAFS-13720," 29,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,KINGSTON PCT,PUBLIC,KT5 9AL,HAFS-13721," 17,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,KIRKLEES PCT,PUBLIC,WF3 1WE,HAFS-13722," 56,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,KNOWSLEY PCT,PUBLIC,L33 7XW,HAFS-13723," 26,953,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LAMBETH PCT,PUBLIC,WF3 1WE,HAFS-13724," 51,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LEEDS PCT,PUBLIC,WF3 1WE,HAFS-13725," 90,158,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LEICESTER CITY PCT,PUBLIC,LE1 6NB,HAFS-13726," 40,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LEICESTERSHIRE COUNTY & RUTLAND PCT,PUBLIC,CV13 0LJ,HAFS-13727," 70,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LEWISHAM PCT,PUBLIC,SE12 8RN,HAFS-13728," 42,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LINCOLNSHIRE PCT,PUBLIC,LN4 2HN,HAFS-13729," 93,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LIVERPOOL PCT,PUBLIC,L13 1HN,HAFS-13730," 86,206,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LONDON SHA,PUBLIC,SW1E 6QT,HAFS-13731," 129,200,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,LUTON TEACHING PCT,PUBLIC,LU1 2PJ,HAFS-13732," 24,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MANCHESTER PCT,PUBLIC,M23 9LH,HAFS-13733," 74,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,HAFS-13734," 29,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MID ESSEX PCT,PUBLIC,CM8 2TL,HAFS-13735," 41,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MIDDLESBOROUGH PCT,PUBLIC,TS2 1RH,HAFS-13736," 17,200,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MILTON KEYNES PCT,PUBLIC,MK6 5NG,HAFS-13737," 21,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),PUBLIC,SE1 7NT,HAFS-13738," 5,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),PUBLIC,WF3 1WE,HAFS-13739," 950,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NEWCASTLE PCT,PUBLIC,NE27 0QJ,HAFS-13740," 35,200,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NEWHAM PCT,PUBLIC,E1 1RD,HAFS-13741," 43,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,HAFS-13742," 66,600,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,HAFS-13744," 1,400,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORFOLK PCT,PUBLIC,NR1 3FR,HAFS-13745," 89,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,HAFS-13746," 37,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,PUBLIC,DN33 2BA,HAFS-13747," 16,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH EAST SHA,PUBLIC,NE15 8NY,HAFS-13748," 21,800,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH LANCASHIRE PCT,PUBLIC,PR4 3AL,HAFS-13749," 40,916,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH LINCOLNSHIRE PCT,PUBLIC,DN20 8GS,HAFS-13750," 19,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH SOMERSET PCT,PUBLIC,BS2 8EE,HAFS-13751," 23,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH STAFFORDSHIRE PCT,PUBLIC,ST4 4LX,HAFS-13752," 21,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH TYNESIDE PCT,PUBLIC,NE27 0QJ,HAFS-13753," 29,700,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH WEST SHA,PUBLIC,M1 3BN,HAFS-13754," 57,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTH YORKSHIRE & YORK PCT,PUBLIC,YO17 6QR,HAFS-13755," 88,900,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTHAMPTONSHIRE PCT,PUBLIC,NN5 6UH,HAFS-13756," 73,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NORTHUMBERLAND CARE TRUST,PUBLIC,NE27 0QJ,HAFS-13757," 44,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,HAFS-13758," 38,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NOTTINGHAMSHIRE COUNTY TEACHING PCT,PUBLIC,NG5 7EU,HAFS-13759," 72,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,OLDHAM PCT,PUBLIC,OL9 6EE,HAFS-13760," 28,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,HAFS-13761," 64,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,PETERBOROUGH PCT,PUBLIC,PE1 1FA,HAFS-13762," 21,300,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,PLYMOUTH TEACHING PCT,PUBLIC,PL6 5XZ,HAFS-13763," 36,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,PORTSMOUTH CITY TEACHING PCT,PUBLIC,PO4 8LD,HAFS-13764," 20,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,REDBRIDGE PCT,PUBLIC,WF3 1WE,HAFS-13765," 31,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,REDCAR AND CLEVELAND PCT,PUBLIC,TS14 7AA,HAFS-13766," 16,200,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,RICHMOND AND TWICKENHAM PCT,PUBLIC,KT5 9AL,HAFS-13767," 20,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,ROTHERHAM PCT,PUBLIC,S66 1YY,HAFS-13768," 34,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SALFORD PCT,PUBLIC,M6 5FW,HAFS-13769," 36,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SANDWELL PCT,PUBLIC,B70 9LD,HAFS-13770," 40,700,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SEFTON PCT,PUBLIC,L13 1HN,HAFS-13771," 37,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SHEFFIELD PCT,PUBLIC,S10 3TG,HAFS-13772," 73,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SHROPSHIRE COUNTY PCT,PUBLIC,SY3 8XL,HAFS-13773," 33,881,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOLIHULL PCT,PUBLIC,B91 3EF,HAFS-13774," 23,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOMERSET PCT,PUBLIC,WF3 1WE,HAFS-13775," 64,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,HAFS-13776," 45,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH CENTRAL SHA,PUBLIC,WF3 1WE,HAFS-13777," 21,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH EAST COAST SHA,PUBLIC,RH6 7DE,HAFS-13778," 16,000,000.00 ",,,Other,
