Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description, Total 
Ministry of Defence,Ministry of Defence,25/10/2013,Fees for professional services,Defence Infrastructure Organisation ,MOTT MACDONALD LTD,CR9 2UL,265411,Fees for professional services excluding legal fees,"619,280.74"
Ministry of Defence,Ministry of Defence,11/10/2013,"Public relations, including marketing and advertising",Navy Command,GROUPM UK LIMITED,WC1X 8RX,259652,Public relations services including items such as sales marketing and advertising,"608,317.96"
Ministry of Defence,Defence Science and Technology Laboratory,11/10/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000155091 - 00170004,Sub Contracted Work,"590,758.00"
Ministry of Defence,Ministry of Defence,08/10/2013,Payment of utilities,Defence Equipment & Support,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,258221,Utilities consumed - electricity,"590,578.69"
Ministry of Defence,Ministry of Defence,04/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,257522,Fiscal asset under construction - capital in year addition,"569,405.80"
Ministry of Defence,Ministry of Defence,28/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,265745,Movement of service personnel,"569,260.44"
Ministry of Defence,Ministry of Defence,28/10/2013,Fees for professional services,Head Office & Corporate Services,IBM UNITED KINGDOM LIMITED,PO6 3AE,265948,Fees for professional services excluding legal fees,"563,970.00"
Ministry of Defence,Ministry of Defence,18/10/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,262414,Cost of food services,"562,743.32"
Ministry of Defence,Ministry of Defence,11/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MORGAN SINDALL PLC.,DH1 1TW,259739,Fiscal asset under construction - capital in year addition,"547,870.94"
Ministry of Defence,Defence Science and Technology Laboratory,11/10/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000155091 - 00170319,Sub Contracted Work,"543,442.00"
Ministry of Defence,Ministry of Defence,24/10/2013,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,264587,Cost of food services,"539,347.56"
Ministry of Defence,Ministry of Defence,09/10/2013,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PO9 5DD,258807,Utilities consumed - electricity,"536,595.10"
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,262278,Spend on Inventory - General,"527,465.14"
Ministry of Defence,Ministry of Defence,17/10/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,262143,Cost of food services,"520,131.39"
Ministry of Defence,Ministry of Defence,09/10/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,258691,Estate core services charge,"513,986.28"
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Land Forces,UNITED STATES GOVERNMENT,,2000020400,Equipment support non-project costs,"513,654.00"
Ministry of Defence,Ministry of Defence,28/10/2013,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,265961,Cost of food services,"513,219.97"
Ministry of Defence,Ministry of Defence,03/10/2013,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000102886,Works - estate management,"510,943.70"
Ministry of Defence,Ministry of Defence,09/10/2013,Medical treatment & stores and welfare services,Defence Equipment & Support,FENTON PHARMACEUTICALS LTD,NW3 6AL,258587,Medical inventory and services excluding the inventory system,"506,627.96"
Ministry of Defence,Defence Science and Technology Laboratory,25/10/2013,Sub Contracted Research,Operations,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000155290 - 00171462,Sub Contracted Research,"505,000.00"
Ministry of Defence,Ministry of Defence,16/10/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,TW16 7BP,2000020364,Raw materials and consumable aviation fuel inventory purchased,"504,764.40"
Ministry of Defence,Ministry of Defence,10/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,259012,Fiscal asset under construction - capital in year addition,"500,000.00"
Ministry of Defence,Ministry of Defence,03/10/2013,Grants to NDPBs,Land Forces,NATIONAL ARMY MUSEUM,SW3 4HT,256892,Operating costs grant in aid to the National Army museum,"500,000.00"
Ministry of Defence,Ministry of Defence,29/10/2013,Rental of plant and machinery,Defence Equipment & Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,266401,Plant + machinery private finance initiative - service concession arrangements service charge,"495,121.80"
Ministry of Defence,Ministry of Defence,17/10/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,261755,Utilities consumed - gas,"488,179.15"
Ministry of Defence,Ministry of Defence,07/10/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,257998,Cost of food purchases,"487,129.31"
Ministry of Defence,Ministry of Defence,22/10/2013,Purchase of buildings and military equipment ,Head Office & Corporate Services,MILLBROOK PROVING GROUND LIMITED,MK45 2JQ,263714,Fiscal asset under construction - capital in year addition,"482,600.54"
Ministry of Defence,Ministry of Defence,11/10/2013,IT and communication services,Land Forces,HORIZONS INCORPORATED,OH 44128,259669,Information technology services,"481,334.00"
Ministry of Defence,Ministry of Defence,22/10/2013,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,263452,Property dwellings private finance initiative - service concession arrangement service charge,"474,772.60"
Ministry of Defence,Ministry of Defence,09/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TRAX KENYA LTD,,3000009645,Fiscal asset under construction - capital in year addition,"474,718.33"
Ministry of Defence,Ministry of Defence,09/10/2013,Fees for professional services,Defence Infrastructure Organisation ,GVA GRIMLEY LIMITED,B1 2JB,258610,Fees for professional services excluding legal fees,"471,292.08"
Ministry of Defence,Ministry of Defence,01/10/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,256041,Works - estate management,"468,031.09"
Ministry of Defence,Ministry of Defence,07/10/2013,Design services and minor equipment purchases,Land Forces,SAAB AB,,3000009632,Equipment support non-project costs,"463,750.00"
Ministry of Defence,Ministry of Defence,23/10/2013,IT and communication services,Defence Equipment & Support,FUJITSU SERVICES LIMITED,TW18 3BF,264148,Information technology services,"462,583.54"
Ministry of Defence,Defence Science and Technology Laboratory,18/10/2013,Sub Contracted Work,Operations,SELEX ES LIMITED,,V - 9000155203 - 00172299,Sub Contracted Work,"461,205.53"
Ministry of Defence,Ministry of Defence,17/10/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,261805,Utilities consumed - electricity,"460,865.43"
Ministry of Defence,Ministry of Defence,28/10/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,265957,Works - estate management,"460,351.68"
Ministry of Defence,Ministry of Defence,25/10/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,265251,Raw materials and consumable engineering and technical fiscal inventory purchased,"459,784.80"
Ministry of Defence,Ministry of Defence,16/10/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11219,Monthly GPC payment,"454,258.00"
Ministry of Defence,Ministry of Defence,21/10/2013,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,263008,Fees for professional services excluding legal fees,"450,201.00"
Ministry of Defence,Ministry of Defence,03/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DENTONS UKMEA LLP,EC4M 7WS,256692,Equipment support non-project costs,"438,247.88"
Ministry of Defence,Ministry of Defence,16/10/2013,IT and communication services,Land Forces,AIRWAVE SOLUTIONS LIMITED,SL1 2EJ,261005,Hire charges IT and communications,"437,242.50"
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,262481,Equipment support non-project costs,"436,547.30"
Ministry of Defence,Ministry of Defence,31/10/2013,Medical treatment & stores and welfare services,Joint Forces Command,British School of Brussels,,20076650,Schools + community relations initiatives,"434,864.04"
Ministry of Defence,Ministry of Defence,31/10/2013,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,267690,Property dwellings private finance initiative - service concession arrangement service charge,"421,439.16"
Ministry of Defence,Ministry of Defence,31/10/2013,IT and communication services,Defence Equipment & Support,ATOS IT SERVICES UK LIMITED,WV10 6UH,267274,Information technology services,"415,435.50"
Ministry of Defence,Ministry of Defence,08/10/2013,Payment of utilities,Joint Forces Command,GIB ELECT AUTH,,45667/3-8,Utilities consumed - electricity,"410,733.82"
Ministry of Defence,Ministry of Defence,17/10/2013,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,261668,Cost of food services,"408,147.72"
Ministry of Defence,Ministry of Defence,18/10/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,262361,Utilities consumed - gas,"407,726.00"
Ministry of Defence,Ministry of Defence,16/10/2013,Payment of utilities,Defence Infrastructure Organisation ,GOVERNMENT PROCUREMENT SERVICE,L3 9PP,261236,Utilities consumed - electricity,"406,120.79"
Ministry of Defence,Ministry of Defence,03/10/2013,Fees for professional services,Defence Infrastructure Organisation ,MOTT MACDONALD LTD,CR9 2UL,256882,Fees for professional services excluding legal fees,"404,953.75"
Ministry of Defence,Defence Science and Technology Laboratory,25/10/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000155325 - 00172682,Repairs & Maintenance,"401,753.38"
Ministry of Defence,Defence Science and Technology Laboratory,25/10/2013,Sub Contracted Research,Operations,QINETIQ LIMITED,,V - 9000155324 - 00172557,Sub Contracted Research,"398,554.00"
Ministry of Defence,Ministry of Defence,25/10/2013,Fees for professional services,Air Command,M.P.I. AVIATION LTD,SG13 7DQ,265391,Fees for professional services excluding legal fees,"398,459.27"
Ministry of Defence,Ministry of Defence,31/10/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,267785,Works - estate management,"398,360.28"
Ministry of Defence,Ministry of Defence,28/10/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,266308,Works - estate management,"397,185.34"
Ministry of Defence,Ministry of Defence,22/10/2013,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,263678,Fees for professional services excluding legal fees,"396,473.87"
Ministry of Defence,Ministry of Defence,10/10/2013,IT and communication services,Head Office & Corporate Services,AIRWAVE SOLUTIONS LIMITED,SL1 2EJ,258888,Hire charges IT and communications,"393,701.72"
Ministry of Defence,Ministry of Defence,30/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,266883,Equipment support non-project costs,"388,752.99"
Ministry of Defence,Ministry of Defence,14/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,WV1 4HY,260131,Fiscal asset under construction - capital in year addition,"386,770.41"
Ministry of Defence,Ministry of Defence,29/10/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000009730,Spend on Inventory - General,"384,305.40"
Ministry of Defence,Ministry of Defence,24/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,EUROCOPTER UK LIMITED,OX5 1QZ,264660,Equipment support project costs,"377,396.80"
Ministry of Defence,Ministry of Defence,22/10/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,263929,Works - estate management,"376,268.70"
Ministry of Defence,Ministry of Defence,22/10/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,263563,Utilities consumed - gas,"373,202.38"
Ministry of Defence,Ministry of Defence,25/10/2013,Fuel for military use,Land Forces,HARVEST ENERGY LIMITED,W1G 0PU,265336,Cost of ground diesel fuel consumed,"372,926.93"
Ministry of Defence,Ministry of Defence,03/10/2013,General services and support,Defence Equipment & Support,POWERFIELD LIMITED,CW7 2JZ,256941,Defence equipment CLS/IOS service charge,"371,287.00"
Ministry of Defence,Defence Science and Technology Laboratory,25/10/2013,Sub Contracted Work,Operations,SELEX ES LIMITED,,V - 9000155326 - 00152363,Sub Contracted Work,"370,729.80"
Ministry of Defence,Ministry of Defence,18/10/2013,Property leases,Defence Infrastructure Organisation ,T.G. POWER LTD,G51 3EQ,262821,Property non dwellings private finance initiative - service concession arrangement service charge,"369,629.57"
Ministry of Defence,Ministry of Defence,09/10/2013,Property leases,Defence Infrastructure Organisation ,COVESEA LIMITED,EH2 2PJ,258547,Property dwellings private finance initiative - service concession arrangement service charge,"369,256.64"
Ministry of Defence,Ministry of Defence,03/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DELOITTE LLP,MK9 1FD,256691,Equipment support non-project costs,"368,410.00"
Ministry of Defence,Ministry of Defence,02/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,256156,Equipment support non-project costs,"359,553.43"
Ministry of Defence,Ministry of Defence,21/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TRANT CONSTRUCTION LTD,SO40 9LT,263379,Fiscal asset under construction - capital in year addition,"359,068.36"
