Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£)
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CONCERTO CONSULTING LTD,1163883,"4,830.37"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"35,350.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"14,000.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"28,000.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,355.71
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"1,575.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"1,575.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"2,100.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"6,186.25"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"2,450.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,"4,900.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,62.25
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,275.63
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,275.63
Foreign & Commonwealth Office,Foreign & Commonwealth Office,14-May-10,Consular Crisis Expenditure,DG CHANGE & DELIVERY,MM TELEPERFORMANCE GROUP LTD,1163910,367.5
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,DTZ DEBENHAM TIE LEUNG,1163959,"74,463.09"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,DTZ DEBENHAM TIE LEUNG,1163959,"-74,463.09"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,DTZ DEBENHAM TIE LEUNG,1163959,"74,463.09"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,IPA ENERGY & WATER ECONOMICS LTD,1163981,"68,325.71"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,SOFTWARE BOX LTD,1164007,"95,000.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Information Systems Maintenance,DG CENTRAL GROUP,SOFTWARE BOX LTD,1164007,"21,769.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,SOFTWARE BOX LTD,1164007,"16,625.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Information Systems Maintenance,DG CENTRAL GROUP,SOFTWARE BOX LTD,1164007,"3,809.58"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,17-May-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,ECONOMIC & SOCIAL DEVELOPMENT FUND,29143174,"230,556.41"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,BRIGHT HORIZONS FAMILY SOLUTION LTD,1164037,"39,499.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"4,403.34"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,660.5
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"-4,403.34"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,-660.5
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"4,403.34"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,770.58
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"-4,403.34"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,-770.58
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"51,161.72"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,"8,953.30"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"-51,161.72"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,"-8,953.30"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"45,508.72"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"5,653.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,"7,674.26"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"-45,508.72"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"-5,653.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,"-7,674.26"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"45,508.72"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1164042,"5,653.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,"8,953.31"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1164042,-0.01
Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CONSERVATION INTERNATIONAL,6000035,"120,355.46"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-May-10,Payments On Behalf Of Ogd'S (To Be Recovered At Post),NON CASH & UNALLOCATED COSTS,BRITISH COUNCIL,1164202,"6,352,750.32"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-May-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COB EMPLOYEE EXPENSES,3007244,"35,024.67"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-May-10,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BRITISH ANTARCTIC SURVEY (NERC),4006789,"500,000.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,20-May-10,Project Works>10K,DG CHANGE & DELIVERY,WESTBURY ESTATE SERVICES LIMITED,1164358,"42,982.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,20-May-10,Language Students' TandS,DG CHANGE & DELIVERY,FLAT AGENCY,100012799,"33,003.76"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,General Information Services,DG CHANGE & DELIVERY,BULLET MARKETING LTD,1164380,"26,572.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BULLET MARKETING LTD,1164380,"4,650.10"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,308
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,336
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,"1,204.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,496
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,217
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,155
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,"23,744.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,-308
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,-336
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,"-1,204.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,-496
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,-217
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,-155
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,"-23,744.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,308
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,336
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,"1,204.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,496
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,217
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,155
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,"23,744.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,53.9
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,58.8
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,210.7
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,86.8
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,37.98
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,27.13
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,"4,155.20"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,HEWLETT-PACKARD LTD,1164400,-0.01
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,JORDAN & BATEMAN ARCHITECTS,1164408,"29,223.49"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CENTRAL GROUP,MITEL NETWORKS LTD,1164419,"134,544.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Information Systems Maintenance,DG CENTRAL GROUP,MITEL NETWORKS LTD,1164419,"23,545.20"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164435,84
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164435,276
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164435,14
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164435,"23,420.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164435,540
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164435,"1,080.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,RADA ENTERPRISES LIMITED,1164435,"4,447.45"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1164450,"28,085.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1164450,423
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1164450,240
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1164450,"1,511.10"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1164450,"7,200.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,21-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1164450,"6,555.35"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,ACCOR SERVICES,1164458,"27,372.00"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,ACCOR SERVICES,1164458,"1,441.50"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ACCOR SERVICES,1164458,252.26
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"75,349.44"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"147,827.59"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"717,658.59"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"10,909.27"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"1,941,805.26"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-10,909.27"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"10,909.27"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-75,349.44"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-147,827.59"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-717,658.59"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-1,941,805.26"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-10,909.27"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"74,787.89"
Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"198,047.07"
