Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Education,TEACHERS PENSION SCHEME,15/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP NATWEST,1000348,43379928.05
Department for Education,TEACHERS PENSION SCHEME,19/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP HSBC,1000349,88955
Department for Education,TEACHERS PENSION SCHEME,19/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP NATWEST,1000350,17904655.73
Department for Education,TEACHERS PENSION SCHEME,20/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP HSBC,1000351,34805.64
Department for Education,TEACHERS PENSION SCHEME,20/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP NATWEST,1000352,16264288.09
Department for Education,TEACHERS PENSION SCHEME,21/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP HSBC,1000353,395324.24
Department for Education,TEACHERS PENSION SCHEME,21/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP NATWEST,1000354,19366121.04
Department for Education,TEACHERS PENSION SCHEME,25/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP HSBC,1000355,177753.37
Department for Education,TEACHERS PENSION SCHEME,25/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP NATWEST,1000356,130272330.8
Department for Education,TEACHERS PENSION SCHEME,27/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP NATWEST,1000358,18083689.56
Department for Education,TEACHERS PENSION SCHEME,28/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP HSBC,1000359,206058.83
Department for Education,TEACHERS PENSION SCHEME,28/10/2010,FUNDING TO PAY TEACHERS PENSIONS,Workforce Group - TPS,CAPITA TP NATWEST,1000360,48885938.46
Department for Education,DEPARTMENT FOR EDUCATION,04/10/2010,GRANT IN AID,Children and Families Group,CAFCASS,2000224,9429552
Department for Education,DEPARTMENT FOR EDUCATION,04/10/2010,GRANT IN AID,Workforce Group Young People Workforce,NATIONAL COLLEGE OF SCHOOL LEADERSHIP,2000225,13000000
Department for Education,DEPARTMENT FOR EDUCATION,04/10/2010,GRANT IN AID,14 - 19 Reform Participation and Attainment,YOUNG PEOPLES LEARNING AGENCY,2000226,796016000
Department for Education,DEPARTMENT FOR EDUCATION,05/10/2010,GRANT IN AID,Children and Families Child Well Being Group,OFFICE OF THE CHILDRENS COMMISSIONER,2000227,335000.02
Department for Education,DEPARTMENT FOR EDUCATION,06/10/2010,GRANT IN AID,Workforce Group Young People Workforce,TRAINING & DEVELOPMENT AGENCY FOR SCHOOLS TDA,2000230,57923380.57
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2010,GRANT IN AID,School Resources Group,BRITISH EDUCATIONAL COMMUNICATIONS & TECHNOLOGY,2000231,19327549
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2010,CURRENT GRANTS,School Resources Group,DEPARTMENT FOR COMMUNTIES & LOCAL GOVERNMENT,2000234,39304917
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2010,CONTRACT PROGRAMME EXPENDITURE,Workforce Group Young People Workforce,TEACHERS SUPERANN,2000237,318246.4
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2010,CONTRACT PROGRAMME EXPENDITURE,Workforce Group Young People Workforce,TEACHERS SUPERANN,2000237,8534.86
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2010,CONTRACT PROGRAMME EXPENDITURE,Workforce Group Young People Workforce,TEACHERS SUPERANN,2000237,659240.16
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2010,GRANT IN AID,Workforce Group Children and Families Workforce,CHILDRENS WORKFORCE DEVELOPMENT COUNCIL,2000238,12758753
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2010,CURRENT GRANTS,Workforce Group Young People Workforce,BIS DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,2000239,2750000
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2010,CURRENT GRANTS,14 - 19 Reform Participation and Attainment,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,2000240,72587104
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2010,GRANT IN AID,14 - 19 Reform Qualification Standards and Reform,QUALIFICATIONS & CURRICULUM AUTHORITY,2000242,8750926
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2010,GRANT IN AID,Curriculum and Pupil Well Being Unit,THE SCHOOL FOOD TRUST,2000243,190944
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BARNSLEY MBC,4000036625,5178240
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BATH & NORTH EAST SOMERSET COUNCIL,4000036626,3964480
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BEDFORD BOROUGH COUNCIL,4000036627,3848080
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BIRMINGHAM CITY COUNCIL,4000036628,31591680
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000036629,4378240
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BLACKPOOL BOROUGH COUNCIL,4000036630,3469320
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BOLTON MBC,4000036631,7037720
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BOURNEMOUTH BOROUGH COUNCIL,4000036632,3171600
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BRACKNELL FOREST BOROUGH COUNCIL,4000036633,2618280
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BRIGHTON & HOVE CITY COUNCIL,4000036634,5263760
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BRISTOL CITY COUNCIL,4000036635,8043440
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BUCKINGHAMSHIRE COUNTY COUNCIL,4000036636,11854480
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,BURY MBC,4000036637,4663120
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CALDERDALE MBC,4000036638,5414840
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CAMBRIDGESHIRE COUNTY COUNCIL,4000036639,12786760
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CENTRAL BEDFORDSHIRE COUNCIL,4000036640,5874840
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CHESHIRE EAST COUNCIL,4000036641,8025680
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CHESHIRE WEST & CHESTER COUNCIL,4000036642,7626680
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL,4000036643,14011320
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CITY OF LONDON,4000036644,80840
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CITY OF WESTMINSTER,4000036645,3881800
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CORNWALL COUNCIL,4000036646,11090960
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,COUNCIL OF THE ISLES OF SCILLY,4000036647,116653
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,COVENTRY CITY COUNCIL,4000036648,7920600
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,CUMBRIA COUNTY COUNCIL,4000036649,10398440
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,DARLINGTON BOROUGH COUNCIL,4000036650,2436360
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,DERBY CITY COUNCIL,4000036651,6162040
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,DERBYSHIRE COUNTY COUNCIL,4000036652,17030920
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,DEVON COUNTY COUNCIL,4000036653,14854480
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,DONCASTER MBC,4000036654,6844920
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,DORSET COUNTY COUNCIL,4000036655,8547120
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,DUDLEY MBC,4000036656,7990600
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,DURHAM COUNTY COUNCIL,4000036657,11539720
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,EAST RIDING OF YORKSHIRE,4000036658,7269240
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,EAST SUSSEX COUNTY COUNCIL,4000036659,11038200
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,ESSEX COUNTY COUNCIL,4000036660,31322600
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,GATESHEAD MBC,4000036661,4333400
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,GLOUCESTERSHIRE COUNTY COUNCIL,4000036662,12966360
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,HALTON BOROUGH COUNCIL,4000036663,3241800
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,HAMPSHIRE COUNTY COUNCIL,4000036664,28759720
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,HARTLEPOOL BOROUGH COUNCIL,4000036665,2468680
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,HEREFORDSHIRE COUNCIL,4000036666,3501400
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,HERTFORDSHIRE,4000036667,26832240
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,ISLE OF WIGHT COUNCIL,4000036668,3054840
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,KENT COUNTY COUNCIL,4000036669,32356000
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,KINGSTON UPON HULL COUNCIL,4000036670,5905720
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,KIRKLEES COUNCIL,4000036671,10433280
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,KNOWSLEY MBC,4000036672,4026920
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LANCASHIRE COUNTY COUNCIL,4000036673,27254240
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LEEDS CITY COUNCIL,4000036674,16560640
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LEICESTER CITY COUNCIL,4000036675,8166560
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LEICESTERSHIRE COUNTY COUNCIL,4000036676,13977160
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LINCOLNSHIRE COUNTY COUNCIL,4000036677,14842880
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LIVERPOOL CITY COUNCIL,4000036678,10900240
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000036679,6092840
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARNET COUNCIL,4000036680,8531000
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BEXLEY COUNCIL,4000036681,6362600
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BRENT,4000036682,7966960
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BROMLEY COUNCIL,4000036683,7493480
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CAMDEN,4000036684,5362960
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CROYDON COUNCIL,4000036685,8215920
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF EALING COUNCIL,4000036686,8653480
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ENFIELD COUNCIL,4000036687,8628400
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF GREENWICH,4000036688,7536280
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000036689,3755280
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARINGEY,4000036690,6885160
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARROW COUNCIL,4000036691,5775080
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAVERING COUNCIL,4000036692,6316960
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,4000036693,7300200
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000036694,6640160
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ISLINGTON COUNCIL,4000036695,5197040
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LAMBETH COUNCIL,4000036696,7451280
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LEWISHAM,4000036697,7474240
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF MERTON COUNCIL,4000036698,4223280
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF NEWHAM,4000036699,10653200
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF REDBRIDGE,4000036700,7849880
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF RICHMOND UPON THAMES,4000036701,3768920
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000036702,7068560
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SUTTON,4000036703,5290320
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,4000036704,9824840
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,4000036705,7035880
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000036706,6147120
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,LUTON BOROUGH COUNCIL,4000036707,5735320
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,MANCHESTER CITY COUNCIL,4000036708,11518120
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,MEDWAY COUNCIL,4000036709,6520040
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,METROPOLITAN BOROUGH OF WIRRAL,4000036710,7638720
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,MIDDLESBROUGH COUNCIL,4000036711,3269640
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,MILTON KEYNES COUNCIL,4000036712,6430200
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NEWCASTLE CITY COUNCIL,4000036713,5761520
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NORFOLK COUNTY COUNCIL,4000036714,17029480
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NORTH EAST LINCOLNSHIRE COUNCIL,4000036715,3696640
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NORTH LINCOLNSHIRE COUNCIL,4000036716,3825960
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NORTH SOMERSET COUNCIL,4000036717,4432360
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NORTH TYNESIDE,4000036718,4454560
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NORTH YORKSHIRE COUNTY COUNCIL,4000036719,13119960
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NORTHAMPTONSHIRE COUNTY COUNCIL,4000036720,15572720
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NORTHUMBERLAND COUNTY COUNCIL,4000036721,6387560
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAM CITY COUNCIL,4000036722,6283800
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAMSHIRE COUNTY COUNCIL,4000036723,17573240
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,OLDHAM MBC,4000036724,6535800
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,OXFORDSHIRE COUNTY COUNCIL,4000036725,13434040
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,PETERBOROUGH CITY COUNCIL,4000036726,4708000
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,PLYMOUTH CITY COUNCIL,4000036727,5648320
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,POOLE BOROUGH COUNCIL,4000036728,2807640
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,PORTSMOUTH CITY COUNCIL,4000036729,4161880
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,READING BOROUGH COUNCIL,4000036730,2953400
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000036731,3525280
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,ROCHDALE MBC,4000036732,5736320
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,ROTHERHAM MBC,4000036733,6866800
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,4000036734,3694040
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,RUTLAND COUNTY COUNCIL,4000036735,863040
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SALFORD CITY COUNCIL,4000036736,5419120
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SANDWELL MBC,4000036737,7795160
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SEFTON COUNCIL,4000036738,6583040
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SHEFFIELD CITY COUNCIL,4000036739,11655440
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SHROPSHIRE COUNCIL,4000036740,6099880
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SLOUGH BOROUGH COUNCIL,4000036741,3945920
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SOLIHULL MBC,4000036742,5048280
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SOMERSET COUNTY COUNCIL,4000036743,11036040
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SOUTH GLOUCEST,4000036744,5642320
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SOUTH TYNESIDE,4000036745,3650440
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000036746,4673720
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000036747,4360480
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,ST HELENS MBC,4000036748,4158080
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,STAFFORDSHIRE COUNCIL,4000036749,18632200
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,STOCKPORT MBC,4000036750,6326840
Department for Education,DEPARTMENT FOR EDUCATION,01/10/2010,CURRENT GRANTS,School Resources Group,STOCKTON ON TEES,4000036751,4570720
