Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/12/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,CABLE & WIRELESS UK (ACQUIRED BY VODAFONE),64525,994.36,F&C Devolved Admin-Central Telecommunications Services,MK3 5JP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/12/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,CABLE & WIRELESS UK (ACQUIRED BY VODAFONE),64538,2924.40,F&C Devolved Admin-Central Telecommunications Services,MK3 5JP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/12/2014,Gas,Finance & Commercial Group - Estates,CORONA ENERGY RETAIL 4 LTD,64642,10.47,F&C Devolved Admin-Gas,WD17 1JW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/12/2014,Gas,Finance & Commercial Group - Estates,CORONA ENERGY RETAIL 4 LTD,64642,166.72,F&C Devolved Admin-Gas,WD17 1JW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/12/2014,Clearing Account - Cost - Leasehold Improvements,Finance & Commercial Group - Estates,EC HARRIS LLP,64912,10612.80,BIS Infrastructure Maintenanc-Clearing Account - Cost - Leasehold Improvements,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Economic Consultancy & Research,Office of Manpower Economics - Office of Manpower Economics,THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,64926,14700.00,OME Devolved Admin-Economic Consultancy & Research,SP10 9AG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2014,Maintenance,Finance & Commercial Group - Estates,CHUBB FIRE & SECURITY LTD T/A CHUBB ELECTRONIC SECURITY,64931,461.87,F&C Devolved Admin-Maintenance,BB1 2QS,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2014,Accommodation & Building Management,Finance & Commercial Group - Estates,CHUBB FIRE & SECURITY LTD T/A CHUBB ELECTRONIC SECURITY,64931,528.82,F&C Devolved Admin-Accommodation & Building Management,BB1 2QS,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/12/2014,Learning and Dev - CS Skills,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",CAPITA BUSINESS SERVICES LTD,65177,3215.00,MPST Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2014,Learning and Dev - CS Skills,Economics & Markets - International Trade & Export Control,OPP LTD,65980,712.50,E&M Devolved Admin-Learning and Dev - CS Skills,OX2 8EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),66115,-50.00,Science and Innovation Network (GPF and Conference)-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/12/2014,Health & Safety Training,Finance & Commercial Group - Estates,CAPITA BUSINESS SERVICES LTD,66259,178.81,F&C Devolved Admin-Health & Safety Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/12/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),66265,304.05,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/12/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),66265,304054.30,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,WILLIAMS LEA LTD,66276,32445.58,F&C Devolved Admin-Printing,WF6 1TN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/12/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,WILLIAMS LEA LTD,66277,48667.75,F&C Devolved Admin-Printing,WF6 1TN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),66279,41.37,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),66279,41369.04,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Subsistence Overseas,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66579,41.29,MPST Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),66638,1038.82,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),66642,1038.81,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),66645,108.69,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),66648,115.98,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),66652,40.43,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),66656,26.56,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),66659,1011.97,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2014,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),66662,117.16,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Subsistence Overseas,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66675,24.03,MPST Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Interpreters,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66675,400.45,MPST Devolved Admin-Interpreters,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Leasing of Motor Vehicles,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66684,6.18,MPST Devolved Admin-Leasing of Motor Vehicles,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Leasing of Motor Vehicles,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66684,50.00,MPST Devolved Admin-Leasing of Motor Vehicles,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Leasing of Motor Vehicles,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66684,225.00,MPST Devolved Admin-Leasing of Motor Vehicles,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Rail Travel Overseas,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66685,84.46,MPST Devolved Admin-Rail Travel Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Rail Travel Overseas,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66685,85.00,MPST Devolved Admin-Rail Travel Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Rail Travel Overseas,"People, Strategy and Higher Education -  Ministerial and Parliamentary Support Team",FOREIGN AND COMMONWEALTH OFFICE (FCO),66685,85.00,MPST Devolved Admin-Rail Travel Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,66705,2550.00,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,66707,2868.78,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,66708,2709.36,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2014,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,66796,-67075.82,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,B2 2JT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2014,Service Charges,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,66797,-47890.08,F&C Devolved Admin-Service Charges,B2 2JT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2014,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,66801,-47404.04,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,B2 2JT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/12/2014,Other Goods/Services,Business & Local Growth - Regional Growth,WILLIAMS LEA LTD,66845,2333.66,BLG Devolved Admin-Other Goods/Services,WF6 1TN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/12/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,WILLIAMS LEA LTD,66868,124.68,F&C Devolved Admin-Printing,WF6 1TN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67075,6053.57,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67076,6091.92,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67077,7343.04,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67079,1179.40,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67083,1835.76,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67084,1513.39,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67085,2030.64,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67088,1572.53,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67091,1513.39,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67092,1624.51,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67094,1835.76,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67097,7989.24,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67101,1965.66,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2014,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67104,1513.39,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
