Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,CABLE & WIRELESS UK (ACQUIRED BY VODAFONE),23898,16.13,F&C Devolved Admin-Central Telecommunications Services,MK3 5JP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,CABLE & WIRELESS UK (ACQUIRED BY VODAFONE),23902,1820.88,F&C Devolved Admin-Central Telecommunications Services,MK3 5JP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2014,ICT Infrastructure Specific Service,Finance & Commercial Group - Modernisation Fund and Shared Services,XMA LTD,25709,104.40,BIS Infrastructure Maintenanc-ICT Infrastructure Specific Service,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2014,Hire of Agency Staff,People & Strategy - Communications Directorate,ADECCO UK LTD,26238,737.82,P&S Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2014,Hire of Agency Staff,Finance & Commercial Group - Modernisation Fund and Shared Services,METHODS CONSULTING LTD,26642,8344.62,F&C Devolved Admin-Hire of Agency Staff,WC2H 8AD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2014,Hotel & Accommodation Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),27083,12.04,MPST Devolved Admin-Hotel & Accommodation Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2014,Hotel & Accommodation Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),27083,193.98,MPST Devolved Admin-Hotel & Accommodation Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2014,Hotel & Accommodation Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),27084,206.02,MPST Devolved Admin-Hotel & Accommodation Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2014,Furniture,People & Strategy - Human Resources,FOREIGN AND COMMONWEALTH OFFICE (FCO),27086,986.11,P&S Non Devolved Admin-Furniture,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2014,Furniture,People & Strategy - Human Resources,FOREIGN AND COMMONWEALTH OFFICE (FCO),27088,462.58,P&S Non Devolved Admin-Furniture,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/04/2014,Media and Design Services,People & Strategy - Communications Directorate,GORKANA GROUP LTD,27136,55520.00,P&S Devolved Admin-Media and Design Services,EC1Y 8QE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/04/2014,Press Cutting Services,People & Strategy - Communications Directorate,GORKANA GROUP LTD,27136,10000.00,P&S Devolved Admin-Press Cutting Services,EC1Y 8QE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2014,PFI IT service costs,Finance & Commercial Group - Information and Technology Directorate,FUJITSU SERVICES LTD,27291,187205.22,F&C Devolved Admin-PFI IT service costs,WA3 9BD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2014,Hire of Agency Staff,People & Strategy - Communications Directorate,ADECCO UK LTD,27932,737.82,P&S Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2014,Gas,Finance & Commercial Group - Estates,BRITISH GAS BUSINESS SERVICES LTD,28258,40.00,F&C Devolved Admin-Gas,GU15 3WA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2014,Business Rates,Finance & Commercial Group - Estates,DWP (DEPARTMENT FOR WORK AND PENSIONS),28338,8447.20,E&M Devolved Admin-Business Rates,CF14 3UW,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2014,Business Rates,Finance & Commercial Group - Estates,DWP (DEPARTMENT FOR WORK AND PENSIONS),28338,0.82,F&C Devolved Admin-Business Rates,CF14 3UW,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2014,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,DWP (DEPARTMENT FOR WORK AND PENSIONS),28339,8448.03,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,CF14 3UW,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2014,Taxi Services UK,Economics & Markets - International Trade & Export Control,HUDSONS TAXIS,28468,55.20,BLG Devolved Admin-Taxi Services UK,TS24 7AD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2014,Business Rates,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,28575,15303.50,F&C Devolved Admin-Business Rates,TS23 2YD,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2014,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Technology Directorate,XMA LTD,28666,0.18,F&C Devolved Admin-ICT Infrastructure Specific Service,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2014,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Technology Directorate,XMA LTD,28666,190.66,F&C Devolved Admin-ICT Infrastructure Specific Service,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2014,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Technology Directorate,XMA LTD,28666,286.21,F&C Devolved Admin-ICT Infrastructure Specific Service,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),28693,210.64,MPST Devolved Admin-Leasing of Motor Vehicles,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/04/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,ADAM PHONES LTD,28701,252.00,F&C Devolved Admin-Central Telecommunications Services,W4 2ST,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/04/2014,Telecoms,Finance & Commercial Group - Estates,VODAFONE LTD,29064,66.77,E&M Devolved Admin-Telecoms,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/04/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,29064,227.23,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2014,Contributions,Economics & Markets - International Trade & Export Control,OECD ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,29101,64528.06,BLG Devolved Admin-Contributions,75775,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Consultancy Expenditure,Finance & Commercial Group - Modernisation Fund and Shared Services,ADECCO UK LTD,29691,22.73,F&C Devolved Admin-Consultancy Expenditure,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Consultancy Expenditure,Finance & Commercial Group - Modernisation Fund and Shared Services,ADECCO UK LTD,29691,967.23,F&C Devolved Admin-Consultancy Expenditure,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2014,Stationery,Business & Local Growth - Advanced Manufacturing Services,BANNER BUSINESS SERVICES LTD,29791,254.98,BLG Devolved Admin-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2014,Stationery,Business & Local Growth - Regional Growth Fund & Legacy,BANNER BUSINESS SERVICES LTD,29791,42.50,E&M Devolved Admin-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2014,Learning and Dev - CS Skills,People & Strategy - Human Resources,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,29880,426.00,P&S Devolved Admin-Learning and Dev - CS Skills,M1 6PP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2014,Grant-In-Aid to Arms Length Bodies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,STUDENT LOANS CO LTD (INVEST TO SAVE),29986,118037.76,SLC Financing-Grant-In-Aid to Arms Length Bodies,G2 7JD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2014,Grant-In-Aid to Arms Length Bodies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,STUDENT LOANS CO LTD (INVEST TO SAVE),29986,14043104.80,SLC Financing-Grant-In-Aid to Arms Length Bodies,G2 7JD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/04/2014,Subsistence Overseas,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),30080,587.27,MPST Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/04/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),30081,290.01,MPST Devolved Admin-Leasing of Motor Vehicles,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2014,Mobile Phones,Finance & Commercial Group - Modernisation Fund and Shared Services,VODAFONE LTD,30086,-97500.00,F&C Devolved Admin-Mobile Phones,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2014,Mobile Phones,Finance & Commercial Group - Modernisation Fund and Shared Services,VODAFONE LTD,30086,-32500.00,F&C Devolved Admin-Mobile Phones,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2014,Mobile Phones,Finance & Commercial Group - Modernisation Fund and Shared Services,VODAFONE LTD,30086,53500.00,F&C Devolved Admin-Mobile Phones,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2014,Mobile Phones,Finance & Commercial Group - Modernisation Fund and Shared Services,VODAFONE LTD,30086,93500.00,F&C Devolved Admin-Mobile Phones,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/04/2014,Mobile Phones,Finance & Commercial Group - Modernisation Fund and Shared Services,VODAFONE LTD,30086,130000.00,F&C Devolved Admin-Mobile Phones,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30093,1675.00,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30094,5000.00,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30095,1991.28,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30096,11176.37,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30097,796.73,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30098,749.44,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30099,644.61,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30100,638.39,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30101,271.03,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30102,42.93,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30102,53.79,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30103,32.82,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30103,41.12,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30104,36.96,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30105,118.18,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30107,94.55,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30108,940.14,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30109,2846.89,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Rentals Under Non-PFI Operating Leases - Buildings,Business & Local Growth - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),30110,395.33,EU Expertise: General Costs-Rentals Under Non-PFI Operating Leases - Buildings,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Rentals Under Non-PFI Operating Leases - Buildings,Business & Local Growth - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),30111,244.80,EU Expertise: General Costs-Rentals Under Non-PFI Operating Leases - Buildings,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30112,1092.62,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30113,1268.55,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30115,1267.95,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30116,850.00,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30117,1239.81,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30118,326.21,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30119,7122.86,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30120,2377.37,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30121,1041.99,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30123,1413.81,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30124,223.33,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30125,-742.61,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/04/2014,Other Staff Welfare Costs,People & Strategy - Human Resources,THE GUIDE DOGS FOR THE BLIND ASSOCIATION,30169,5000.00,P&S Non Devolved Admin-Other Staff Welfare Costs,RG7 3YG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30193,196.00,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30194,298.25,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30195,250.73,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),30197,240.15,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
