Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) 
FCO,FCO,18-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,3.87
FCO,FCO,18-Apr-13,FM Interserve Office Support Services,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,804.35
FCO,FCO,18-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,"13,368.53"
FCO,FCO,18-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,286.85
FCO,FCO,18-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,"2,452.15"
FCO,FCO,18-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,"1,726.46"
FCO,FCO,18-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,178.23
FCO,FCO,18-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,226.26
FCO,FCO,18-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",#N/A,ISS FACILITY SERVICES LTD FCO OP,9000491,82.72
FCO,FCO,18-Apr-13,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000493,904.55
FCO,FCO,18-Apr-13,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000493,"74,433.18"
FCO,FCO,18-Apr-13,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000493,45.23
FCO,FCO,18-Apr-13,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP,9000493,"3,721.66"
FCO,FCO,18-Apr-13,Estates Management Services,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP,9000494,"29,017.43"
FCO,FCO,18-Apr-13,FMCU POE Trust Account Debtor,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000495,"2,150,000.00"
FCO,FCO,16-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,"KURIHARA (THAILAND) CO., LTD.",600000641,"106,057.98"
FCO,FCO,15-Apr-13,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,1073513,"119,083.50"
FCO,FCO,15-Apr-13,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,1073513,"23,816.70"
FCO,FCO,15-Apr-13,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,1073514,"1,000,000.00"
FCO,FCO,24-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ADYAN FOUNDATION,6730,"57,084.99"
FCO,FCO,22-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1074016,"158,568.00"
FCO,FCO,24-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1074339,"26,322.00"
FCO,FCO,05-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARK FZC,5000678,"58,213.00"
FCO,FCO,05-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARK FZC,5000678,"225,932.00"
FCO,FCO,05-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARK FZC,5000678,"130,000.00"
FCO,FCO,17-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARK FZC,5000708,"58,213.00"
FCO,FCO,17-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARK FZC,5000708,"225,932.00"
FCO,FCO,17-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARK FZC,5000708,"130,000.00"
FCO,FCO,19-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARK FZC,5000709,"58,213.00"
FCO,FCO,19-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARK FZC,5000709,"91,497.00"
FCO,FCO,16-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,ROBERT LANGFORD LTD,1073571,"3,298.00"
FCO,FCO,16-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,ROBERT LANGFORD LTD,1073571,"2,698.00"
FCO,FCO,16-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,ROBERT LANGFORD LTD,1073571,"5,380.00"
FCO,FCO,16-Apr-13,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,ROBERT LANGFORD LTD,1073571,"15,876.00"
FCO,FCO,28-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,THE ELECTORAL INSTITUTE FOR SUSTAINABLE DEMOCRACY IN AFRICA,2000000121,"53,443.17"
FCO,FCO,12-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNMAS,5000702,"500,000.00"
FCO,FCO,16-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MEEDAN,1812656,"19,395.23"
FCO,FCO,16-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MEEDAN,1812656,"7,173.45"
FCO,FCO,16-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MEEDAN,1812656,"-19,395.23"
FCO,FCO,16-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MEEDAN,1812656,"-7,173.45"
FCO,FCO,16-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MEEDAN,1812656,"19,395.23"
FCO,FCO,16-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MEEDAN,1812656,"1,178.95"
FCO,FCO,16-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MEEDAN,1812656,"5,994.50"
FCO,FCO,17-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,EGYPTIAN ASSOCIATION FOR MARKETING & DEVELOPMENT,3000001280,"28,428.31"
FCO,FCO,29-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,WATERMATE,700003186,"34,739.23"
FCO,FCO,19-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,LHASSA CONSULTING FZE,5000712,"69,970.00"
FCO,FCO,09-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISG ASIA M SDN BHDBM,5000688,"227,477.80"
FCO,FCO,12-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL CIVIL SOCIETY ACTION NETWORK GLOBAL NETWORK OF WOMEN PEACEBUILDERS,5000696,"63,000.00"
FCO,FCO,12-Apr-13,Residential Property Services,DG CHANGE & DELIVERY,CAPITA SYMONDS LIMITED,1073440,"153,172.00"
FCO,FCO,12-Apr-13,Residential Property Services,DG CHANGE & DELIVERY,CAPITA SYMONDS LIMITED,1073440,"30,634.40"
FCO,FCO,25-Apr-13,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CENTERPRISE PR,1074430,"54,331.72"
FCO,FCO,04-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNIVERSAL RIGHTS GROUP,1014739,"58,688.50"
FCO,FCO,16-Apr-13,Programme Spend (Oracle Projects Control Account),DG POLITICAL,THE UNITED NATIONS,5000707,"50,000.00"
FCO,FCO,22-Apr-13,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,AFRICA PRACTICE LTD,1073997,"22,890.00"
FCO,FCO,22-Apr-13,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,AFRICA PRACTICE LTD,1073997,"-22,890.00"
FCO,FCO,22-Apr-13,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,AFRICA PRACTICE LTD,1073997,"22,890.00"
FCO,FCO,22-Apr-13,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,AFRICA PRACTICE LTD,1073997,"4,578.00"
FCO,FCO,15-Apr-13,Heavy Baggage,DG CHANGE & DELIVERY,N A MOVING SERVICES LTD,1073503,"44,674.10"
FCO,FCO,15-Apr-13,Heavy Baggage,DG CHANGE & DELIVERY,N A MOVING SERVICES LTD,1073503,592
FCO,FCO,02-Apr-13,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1072474,"26,474.00"
FCO,FCO,02-Apr-13,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1072474,"5,294.80"
FCO,FCO,10-Apr-13,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1073180,"26,054.00"
FCO,FCO,10-Apr-13,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1073180,"26,054.00"
FCO,FCO,10-Apr-13,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1073180,"5,210.80"
FCO,FCO,10-Apr-13,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1073180,"5,210.80"
FCO,FCO,02-Apr-13,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,CLEARVIEW IMAGING SERVICES LTD,1072428,"30,000.00"
FCO,FCO,02-Apr-13,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,CLEARVIEW IMAGING SERVICES LTD,1072428,"6,000.00"
FCO,FCO,09-Apr-13,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,CLEARVIEW IMAGING SERVICES LTD,1072954,"50,000.00"
FCO,FCO,09-Apr-13,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,CLEARVIEW IMAGING SERVICES LTD,1072954,"10,000.00"
FCO,FCO,25-Apr-13,Dilapidations Non-Residential,DG CHANGE & DELIVERY,PEGASUS PROPERTY CORPORATION AKA INVESTEC BANK (UK) LTD,1004313,"44,620.72"
FCO,FCO,02-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1072422,"21,057.64"
FCO,FCO,02-Apr-13,FTN Unitary Payment,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1072422,"55,844.61"
FCO,FCO,02-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1072422,"4,211.53"
FCO,FCO,02-Apr-13,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1072422,-0.01
FCO,FCO,02-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1072422,"-21,057.64"
FCO,FCO,02-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1072422,"21,057.64"
FCO,FCO,02-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1072422,"-4,211.53"
FCO,FCO,02-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1072422,"4,211.53"
FCO,FCO,05-Apr-13,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1072830,"174,645.36"
FCO,FCO,19-Apr-13,FTN Unitary Payment,DG CENTRAL GROUP,VODAFONE LTD-CABLE & WIRELESS UK,1073992,"39,455.25"
