Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2014,Maintenance,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,60489,12897.61,F&C Devolved Admin-Maintenance,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2014,Maintenance,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,60494,2417.27,F&C Devolved Admin-Maintenance,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2014,Maintenance,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,60497,10423.78,F&C Devolved Admin-Maintenance,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2014,Other IT Consultancy,Economics & Markets - Analysis Directorate,EXPERIS LTD,60694,-9618.84,E&M Devolved Admin-Other IT Consultancy,WA14 1JY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2014,Other IT Consultancy,Economics & Markets - Analysis Directorate,EXPERIS LTD,60694,42687.92,E&M Devolved Admin-Other IT Consultancy,WA14 1JY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2014,Current Grants To Private Sector - NPISH,Business & Local Growth - Digital Economy Unit,INFORMATION TECHNOLOGY TELECOMMUNICATIONS AND ELECTRONICS ASSOCIATION T/A TECHUK,61022,25000.00,Tech Sector Support-Current Grants To Private Sector - NPISH,EC4A 4AD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2014,Current Grants To Private Sector - NPISH,Business & Local Growth - Digital Economy Unit,INFORMATION TECHNOLOGY TELECOMMUNICATIONS AND ELECTRONICS ASSOCIATION T/A TECHUK,61023,25000.00,Tech Sector Support-Current Grants To Private Sector - NPISH,EC4A 4AD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2014,Learning and Dev - CS Skills,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,CAPITA BUSINESS SERVICES LTD,61140,320.00,K&I Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",61245,13.80,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,61322,2422.51,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,61325,2868.78,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/11/2014,Advertising,Enterprise & Skills Group - Enterprise Directorate,M4C (A DIVISION OF GROUPM UK LTD),61341,20771.71,E&S Devolved Admin-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/11/2014,Advertising,Enterprise & Skills Group - Enterprise Directorate,M4C (A DIVISION OF GROUPM UK LTD),61341,20.77,Growth Vouchers-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61345,89.15,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61345,89151.25,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61349,104.69,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61349,104685.11,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61350,-66161.12,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61350,-66.16,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61350,132.32,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61350,132322.24,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),61350,132322.24,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/11/2014,Business Rates Non Accommodation,Finance & Commercial Group - Estates,ISLINGTON COUNCIL,61441,1444.05,F&C Devolved Admin-Business Rates Non Accommodation,N7 9WF,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,61628,-1203.62,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,61628,-1083.92,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,61628,1625.88,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,61628,2829.50,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,ICT Business Specific Application Services,Finance & Commercial Group - Information and Technology Directorate,FIVIUM LTD,61756,2932.22,F&C Devolved Admin-ICT Business Specific Application Services,WC2E 9EZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,ICT Business Specific Application Services,Finance & Commercial Group - Information and Technology Directorate,FIVIUM LTD,61756,3437.78,F&C Devolved Admin-ICT Business Specific Application Services,WC2E 9EZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2014,Media and Design Services,People & Strategy - Communications Directorate,GORKANA GROUP LTD,62087,6457.40,P&S Devolved Admin-Media and Design Services,EC1Y 8QE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,62282,2868.78,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,62287,1816.88,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),62522,4.75,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),62522,5923.35,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/11/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),62523,-537252.82,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/11/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),62523,-133.65,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/11/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),62523,267.30,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/11/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),62523,671499.20,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/11/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),62523,671499.20,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/11/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),62525,78.16,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/11/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),62525,80318.15,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/11/2014,Research and Development Expenditure,Enterprise & Skills Group - Vocational Education Directorate,OECD ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,62603,134793.00,Research And Analytical Services-Research and Development Expenditure,,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",62767,4.40,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",62768,4.40,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",62769,4.40,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,-3533.19,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,-3206.42,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,-3107.34,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,-1134.07,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,-807.30,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,-708.22,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,1273.17,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,1599.94,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,1699.02,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,3672.29,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,3999.06,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,4098.14,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,62816,5767.63,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Refuse Disposals,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,62864,11023.87,F&C Devolved Admin-Refuse Disposals,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,ZURICH INSURANCE PLC T/A ZURICH MUNICIPAL,62935,79996.66,Legal Services Admin-Counsels Legal Opinion & Parliamentary Counsel Service,B16 9PF,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,ZURICH INSURANCE PLC T/A ZURICH MUNICIPAL,62947,20209.05,Legal Services Admin-Counsels Legal Opinion & Parliamentary Counsel Service,PO1 1DU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2014,Learning and Dev - CS Skills,Business & Local Growth - Advanced Manufacturing Services,CAPITA BUSINESS SERVICES LTD,63063,250.00,BLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/11/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,63315,3028.14,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,ADECCO UK LTD,63355,499.09,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,ADECCO UK LTD,63367,495.66,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/11/2014,Org  Change Managt Consultcy,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",FLEXIBILITY.CO.UK LTD,63524,-2704.60,P&S Devolved Admin-Org  Change Managt Consultcy,CB4 9NL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/11/2014,Org  Change Managt Consultcy,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",FLEXIBILITY.CO.UK LTD,63524,5950.12,P&S Devolved Admin-Org  Change Managt Consultcy,CB4 9NL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),63594,11.13,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),63595,-1232.04,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),63595,1272.61,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),63596,1232.04,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,63703,-16307.85,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,63703,-541.96,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,63703,17798.24,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,63708,-1745.15,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
