Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Employment Programmes,16/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,2019543243,"1,605,385.76"
Department for Work and Pensions,European Social Fund,15/02/2011,ESF NON-PREFUNDED EXPENDITURE,WWEG EUROPEAN SOCIAL FUND,LONDON DEVELOPMENT AGENCY,5000000476,"1,561,277.00"
Department for Work and Pensions,Corporate,21/02/2011,EMPLOYMENT ZONES,WWG SUMMARY,BRITISH COUNCIL,2019595732,"1,492,419.00"
Department for Work and Pensions,Corporate,11/02/2011,OTHER GOODS AND SERVICES,WWG SUMMARY,VALUATION OFFICE AGENCY,2002425,"1,420,000.00"
Department for Work and Pensions,Corporate,15/02/2011,COMPUTER SERVICES,Corporate IT ,HP ENTERPRISE SERVICES UK LTD,2019496556,"1,394,314.03"
Department for Work and Pensions,Corporate,17/02/2011,CONTRACTED OUT SERVICES,Group Finance,XEROX UK LTD 3W,2019586801,"1,391,231.00"
Department for Work and Pensions,Corporate,18/02/2011,POSTAGE,Group Finance,TNT UK LTD,2019593825,"1,290,168.48"
Department for Work and Pensions,Employment Programmes,24/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,NATIONAL SKILLS ACADEMY FOR SPORT & ACTIVE LEISURE,2019695310,"1,279,050.00"
Department for Work and Pensions,Employment Programmes,28/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,GROUNDWORK UK,2019709033,"1,261,500.00"
Department for Work and Pensions,Corporate,17/02/2011,NETWORK,Corporate IT ,BT GLOBAL SERVICES,2019581704,"1,247,988.32"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,INGEUS UK LTD,2019366672,"1,227,517.04"
Department for Work and Pensions,Employment Programmes,25/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,2019702083,"1,195,123.84"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,BUSINESS EMPLOYMENT SERVICES TRAINING LTD,2019364405,"1,176,569.66"
Department for Work and Pensions,Corporate,28/02/2011,ACCOMMODATION,Group Finance,TELEREAL TRILLIUM,2019711332,"1,172,032.05"
Department for Work and Pensions,Corporate,23/02/2011,TELEPHONE AND POSTAGE,Group Finance,UK MAIL,2019685318,"1,167,115.27"
Department for Work and Pensions,Corporate,15/02/2011,COMPUTER SERVICES,Corporate IT ,CABLE & WIRELESS PLC,2019493594,"1,138,963.61"
Department for Work and Pensions,Corporate,15/02/2011,IS/IT,Corporate IT ,HP ENTERPRISE SERVICES UK LTD,2019496556,"1,132,435.20"
Department for Work and Pensions,Employment Programmes,23/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,SHEFFIELD CITY COUNCIL,2019681761,"1,127,250.00"
Department for Work and Pensions,Corporate,22/02/2011,COMPUTER SERVICES,Corporate IT ,BT GLOBAL SERVICES,2019602681,"1,112,325.25"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2019602346,"1,077,915.67"
Department for Work and Pensions,Corporate,08/02/2011,TELEPHONE AND POSTAGE,Group Finance,ROYAL MAIL GROUP PLC,2019391583,"1,075,047.60"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,BIRMINGHAM CITY COUNCIL,2019484951,"1,067,809.00"
Department for Work and Pensions,Jobcentre Plus,28/02/2011,ACCOMMODATION,Jobcentre Plus,TELEREAL TRILLIUM,2019711332,"1,064,969.48"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,CAREERS DEVELOPMENT GROUP LTD,2019364663,"1,056,804.25"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,SHAW TRUST LTD,2019368883,"1,055,132.98"
Department for Work and Pensions,Corporate,16/02/2011,OTHER MAJOR CONTRACTS,Group Finance,SANTANDER,1004645,"1,013,694.00"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2019611066,"1,013,347.50"
Department for Work and Pensions,Corporate,03/02/2011,Accomodation Costs,Group Finance,HM REVENUE & CUSTOMS,2002413,"993,721.01"
Department for Work and Pensions,Corporate,25/02/2011,Pensions Programme Costs,Corporate and Support Services,PENSION PROTECTION FUND,1004660,"989,000.00"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,CALDER UK LTD,2019603258,"969,432.10"
Department for Work and Pensions,Employment Programmes,11/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2019478888,"962,271.85"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2019368878,"957,852.02"
Department for Work and Pensions,Corporate,24/02/2011,COMPUTER SERVICES,Corporate IT ,ACCENTURE UK LTD,2019690812,"924,868.86"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,WORKING LINKS,2019369251,"879,810.95"
Department for Work and Pensions,Corporate,09/02/2011,PROFESSIONAL FEES,Corporate and Support Services,OFFICE FOR NATIONAL STATISTICS,2019448991,"870,000.00"
Department for Work and Pensions,Employment Programmes,25/02/2011,HELP FOR UNEMPLOYED PEOPLE OTHER,WWEG EMPLOYMENT PROGRAMMES,HEADS OF THE VALLEY PATHFINDER,2019701532,"869,602.50"
Department for Work and Pensions,Employment Programmes,03/02/2011,OTHER PROGRAMME COSTS,WWEG EMPLOYMENT PROGRAMMES,SKILLS FUNDING AGENCY,1004629,"869,470.83"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,CITY OF GLASGOW,2019484999,"867,338.00"
Department for Work and Pensions,Corporate,16/02/2011,COMPUTER SERVICES,Corporate IT ,BT GLOBAL SERVICES,2019511758,"854,309.14"
Department for Work and Pensions,Corporate,02/02/2011,COMPUTER SERVICES,Corporate IT ,ACCENTURE UK LTD,2019292171,"828,246.37"
Department for Work and Pensions,Employment Programmes,23/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,NORTH TYNESIDE COUNCIL,2019667298,"810,900.00"
Department for Work and Pensions,Jobcentre Plus,15/02/2011,ACCOMMODATION,Jobcentre Plus,TELEREAL TRILLIUM,2019502339,"807,264.58"
Department for Work and Pensions,Corporate,16/02/2011,COMPUTER SERVICES,Corporate IT ,BT GLOBAL SERVICES,2019511758,"806,539.75"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2019602346,"789,902.67"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2019611678,"781,586.95"
Department for Work and Pensions,"Pension, Disability Carers Services",28/02/2011,OTHER GOODS AND SERVICES,Pensions & Disability Carers Service ,HM REVENUE & CUSTOMS,2002461,"773,371.75"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,SENCIA LTD,2019368880,"751,755.65"
Department for Work and Pensions,Corporate,24/02/2011,Grant in Aid,Corporate and Support Services,THE PENSIONS REGULATOR,1004653,"749,000.00"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2019602346,"747,654.33"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,DUDLEY MBC FUTURE SKILLS,2019605291,"746,609.67"
Department for Work and Pensions,Employment Programmes,07/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,SALFORD CITY COUNCIL,2019381510,"715,000.00"
Department for Work and Pensions,"Pension, Disability Carers Services",09/02/2011,AOS CONTRACTED OUT SERVICES,Pensions & Disability Carers Service ,BALFOUR BEATTY WORKPLACE LTD,2019401988,"708,632.39"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,SKILLS TRAINING UK LTD,2019368901,"705,911.32"
Department for Work and Pensions,Corporate,03/02/2011,PROFESSIONAL FEES,WWG SUMMARY,OFFICE FOR NATIONAL STATISTICS,2019368056,"704,310.00"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,CAREERS DEVELOPMENT GROUP,2019364662,"702,317.73"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2019611678,"697,742.26"
Department for Work and Pensions,Corporate,28/02/2011,ACCOMMODATION,Group Finance,TELEREAL TRILLIUM,2019711332,"680,201.46"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2019611678,"679,445.53"
Department for Work and Pensions,Corporate,24/02/2011,COMPUTER SERVICES,Corporate IT ,ATOS ORIGIN IT SERVICES UK LTD,2019690854,"674,050.05"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2019602346,"652,480.00"
Department for Work and Pensions,Corporate,11/02/2011,COMPUTER SERVICES,Corporate IT ,XEROX UK LTD 3W,2019483340,"648,660.25"
Department for Work and Pensions,Corporate,22/02/2011,HOSTING,Corporate IT ,HP ENTERPRISE SERVICES UK LTD,2019606122,"629,882.65"
Department for Work and Pensions,Jobcentre Plus,16/02/2011,AOS CONTRACTED OUT SERVICES,Jobcentre Plus,VERTEX DATA SCIENCE LIMITED,2019577207,"614,892.26"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2019602346,"614,416.17"
Department for Work and Pensions,Employment Programmes,01/02/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2019283467,"609,272.00"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,LIVERPOOL CITY COUNCIL,2019485100,"608,982.00"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2019606241,"602,782.22"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2019611063,"598,372.85"
Department for Work and Pensions,Jobcentre Plus,10/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,INGEUS UK LTD,2019474013,"596,969.42"
Department for Work and Pensions,Employment Programmes,16/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,NATIONAL SKILLS ACADEMY FOR SPORT & ACTIVE LEISURE,2019557899,"593,400.00"
Department for Work and Pensions,Corporate,01/02/2011,IS/IT,Corporate IT ,SPECIALIST COMPUTER CENTRE PLC,2019284457,"580,574.14"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SKILLS TRAINING UK LIMITED,2019611086,"579,110.75"
Department for Work and Pensions,Corporate,15/02/2011,COMPUTER SERVICES,Corporate IT ,HP ENTERPRISE SERVICES UK LTD,2019496556,"575,171.62"
Department for Work and Pensions,Corporate,17/02/2011,OTHER PROJECTS,Corporate and Support Services,BBC,2019581662,"569,862.39"
Department for Work and Pensions,Corporate,10/02/2011,IS/IT,CHANGE MANAGEMENT DIRECTORATE,SPECIALIST COMPUTER CENTRE PLC,2019476061,"564,569.11"
Department for Work and Pensions,Jobcentre Plus,24/02/2011,AOS CONTRACTED OUT SERVICES,Jobcentre Plus,VERTEX DATA SCIENCE LIMITED,2019696804,"563,397.43"
Department for Work and Pensions,Jobcentre Plus,10/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,A4E LTD,2019472091,"557,795.13"
Department for Work and Pensions,Corporate,25/02/2011,Pensions Programme Costs,Corporate and Support Services,PENSION PROTECTION FUND,1004660,"555,000.00"
Department for Work and Pensions,Jobcentre Plus,10/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,WORKING LINKS,2019476363,"548,743.01"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,LEEDS CITY COUNCIL,2019485095,"547,795.00"
Department for Work and Pensions,Employment Programmes,21/02/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2019599802,"545,526.00"
Department for Work and Pensions,Corporate,07/02/2011,APPS DEV,CHANGE MANAGEMENT DIRECTORATE,ACCENTURE,2019377269,"544,755.15"
Department for Work and Pensions,Corporate,07/02/2011,COMPUTER SERVICES,Corporate IT ,HP ENTERPRISE SERVICES UK LTD,2019379483,"542,601.06"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,MANCHESTER CITY COUNCIL,2019485133,"540,488.00"
Department for Work and Pensions,Employment Programmes,10/02/2011,JOBCENTRE PLUS PATHWAYS TO WORK,WWEG EMPLOYMENT PROGRAMMES,BARNSLEY PRIMARY CARE TRUST,2019472230,"532,325.00"
Department for Work and Pensions,Employment Programmes,02/02/2011,NDDP,WWEG EMPLOYMENT PROGRAMMES,SHAW TRUST LTD,2019355216,"530,843.06"
Department for Work and Pensions,Corporate,28/02/2011,ACCOMMODATION,SHARED SERVICES,TELEREAL TRILLIUM,2019711332,"526,986.96"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2019606241,"525,899.09"
Department for Work and Pensions,Corporate,28/02/2011,ACCOMMODATION,Group Finance,TELEREAL TRILLIUM,2019711332,"523,892.08"
Department for Work and Pensions,Corporate,28/02/2011,ACCOMMODATION,Group Finance,TELEREAL TRILLIUM,2019711332,"521,527.38"
Department for Work and Pensions,Corporate,14/02/2011,COMPUTER SERVICES,Corporate IT ,HP ENTERPRISE SERVICES UK LTD,2019487884,"519,957.23"
Department for Work and Pensions,European Social Fund,08/02/2011,ESF NON-PREFUNDED EXPENDITURE,WWEG EUROPEAN SOCIAL FUND,CORNWALL COLLEGE,5000000466,"513,365.00"
Department for Work and Pensions,Employment Programmes,01/02/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2019283467,"509,406.00"
Department for Work and Pensions,Employment Programmes,04/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,NATIONAL SKILLS ACADEMY FOR SPORT & ACTIVE LEISURE,2019374545,"497,900.00"
Department for Work and Pensions,Employment Programmes,21/02/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2019599802,"489,170.00"
Department for Work and Pensions,Employment Programmes,16/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,BIRMINGHAM CITY COUNCIL,2019511716,"486,300.00"
Department for Work and Pensions,Corporate,28/02/2011,TOTAL IT & EQUIPMENT COSTS,Corporate IT ,HP ENTERPRISE SERVICES UK LTD,2019709129,"483,000.00"
Department for Work and Pensions,Employment Programmes,15/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,NORTH LANARKSHIRE COUNCIL,2019499938,"479,700.00"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,THE WISE GROUP,2019611417,"478,842.33"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2019611066,"472,365.17"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2019611066,"470,488.83"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,WORKING LINKS,2019369249,"469,828.96"
Department for Work and Pensions,"Pension, Disability Carers Services",11/02/2011,APPS DEV,Pensions & Disability Carers Service ,HP ENTERPRISE SERVICES UK LTD,2019481032,"463,829.28"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,DURHAM COUNCIL,2019485028,"456,042.00"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,BRADFORD METROPOLITAN BOROUGH COUNCIL,2019484964,"454,773.00"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,TRIAGE CENTRAL LTD,2019369110,"453,067.59"
Department for Work and Pensions,Corporate,10/02/2011,BANKING AND ENCASHMENT COSTS,Group Finance,HSBC BANK,2019473970,"452,887.20"
Department for Work and Pensions,Employment Programmes,22/02/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2019611678,"443,844.23"
Department for Work and Pensions,Jobcentre Plus,03/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,TNG BUSINESS SUPPORT LTD.,2019369094,"436,386.18"
Department for Work and Pensions,Employment Programmes,21/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,MERTHYR TYDFIL COUNTY BOROUGH COUNCIL,2019601620,"435,900.00"
Department for Work and Pensions,"Pension, Disability Carers Services",11/02/2011,CONTRACTED OUT OFFICE SERVICES,Pensions & Disability Carers Service ,CAPITA BUSINESS SERVICES LTD,2019479258,"430,787.89"
Department for Work and Pensions,Jobcentre Plus,24/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,SHAW TRUST LTD,2019696425,"413,637.25"
Department for Work and Pensions,Jobcentre Plus,24/02/2011,EMPLOYMENT PROGRAMMES,Balance Sheet Payments,A4E LTD,2019690803,"410,924.92"
Department for Work and Pensions,Employment Programmes,01/02/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2019283467,"410,678.00"
Department for Work and Pensions,Employment Programmes,07/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,SCOTTISH COUNCIL FOR VOLUNTARY ORGANISATIONS,2019381522,"410,250.00"
Department for Work and Pensions,Corporate,14/02/2011,BANKING AND ENCASHMENT COSTS,Group Finance,HSBC,601513,"401,508.08"
Department for Work and Pensions,Corporate,28/02/2011,TRADE DEBTORS,Balance Sheet Payments,TELEREAL TRILLIUM,2019711335,"399,009.26"
Department for Work and Pensions,Employment Programmes,03/02/2011,JOBCENTRE PLUS PATHWAYS TO WORK,WWEG EMPLOYMENT PROGRAMMES,WIRRAL PCT,2019369235,"398,309.00"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,LONDON BOROUGH OF LAMBETH,2019485118,"395,891.00"
Department for Work and Pensions,Corporate,01/02/2011,AOS CONTRACTED OUT SERVICES,SHARED SERVICES,CAPITA BUSINESS SERVICES LTD,2019276341,"393,729.08"
Department for Work and Pensions,"Pension, Disability Carers Services",22/02/2011,COMPUTER SERVICES,Pensions & Disability Carers Service ,ATOS ORIGIN IT SERVICES UK,2019602413,"393,647.35"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,SHEFFIELD CITY COUNCIL,2019485213,"392,920.00"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,LONDON BOROUGH OF TOWER HAMLETS,2019485126,"388,877.00"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,BRISTOL CITY COUNCIL,2019484970,"387,917.00"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,HACKNEY LBC,2019485067,"386,918.00"
Department for Work and Pensions,Employment Programmes,10/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,CITY & COUNTY OF SWANSEA,2019472524,"385,650.00"
Department for Work and Pensions,Employment Programmes,16/02/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,BRIGHTON & HOVE CITY COUNCIL,2019511747,"381,900.00"
Department for Work and Pensions,Housing Benefits,14/02/2011,Housing Benefit Admin,WWG Housing Benefit,CORNWALL COUNCIL,2019485008,"381,859.00"
Department for Work and Pensions,Employment Programmes,23/02/2011,JSP ESF DEL P COSTS,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2019640243,"381,599.14"
