Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Cabinet Office,CABINET OFFICE,04/04/2011,Staff Related Cost ,POLITICAL AND CONSTITUTIONAL REFORM,GREATER MANCHESTER LIEUTENANCY,3000015945,"33,133.50",Quarterly advance expense payments to Her Majesty's Lord Lieutenants 
Cabinet Office,CABINET OFFICE,04/04/2011,Staff Related Cost ,POLITICAL AND CONSTITUTIONAL REFORM,MERSEYSIDE LIEUTENANCY,3000015951,"30,246.00",Quarterly advance expense payments to Her Majesty's Lord Lieutenants 
Cabinet Office,CABINET OFFICE,04/04/2011,Staff Related Cost ,POLITICAL AND CONSTITUTIONAL REFORM,LORD LIEUTENANT OF WEST YORKSHIRE,3000015949,"28,582.50",Quarterly advance expense payments to Her Majesty's Lord Lieutenants 
Cabinet Office,CABINET OFFICE,04/04/2011,Accomodation and Utilities,PRIME MINISTERS OFFICE,BT,3000015933,"62,248.10",Telecomms line rentals
Cabinet Office,CABINET OFFICE,04/04/2011,Freehold Non Residential Buildings,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000015939,"55,216.52",Business accomodation renewal
Cabinet Office,CABINET OFFICE,04/04/2011,Accomodation and Utilities,PRIME MINISTERS OFFICE,SAFE SSG 6231,3000015954,"25,000.00",Maintenance of physical and electronic security equipment
Cabinet Office,CABINET OFFICE,05/04/2011,Supplies and Services,CO SHARED SERVICES,DWP NORCROSS,3000015980,"400,000.01",Monthly service charge
Cabinet Office,CABINET OFFICE,05/04/2011,"Travel, Subsistence and Hospitality",ESTATE MANAGEMENT,EXPOTEL HOTEL RESERVATIONS LTD,3000015983,"61,131.64",Hotel accommodation and conference bookings for Cabinet Office staff - consolidated invoice payment covering Aug 2009-Feb 2011
Cabinet Office,CABINET OFFICE,05/04/2011,"Travel, Subsistence and Hospitality",ESTATE MANAGEMENT,CARLSON WAGONLIT TRAVEL,3000015973,"33,854.69","Staff travel - consolidated invoice payment for Cabinet Office staff travel, Feb 2011-Mar 2011"
Cabinet Office,CABINET OFFICE,05/04/2011,IT Costs,GOVERNMENT DIGITAL SERVICE,STERIA LTD,3000015995,"202,666.38",IT Service Costs
Cabinet Office,CABINET OFFICE,05/04/2011,IT Costs,GOVERNMENT DIGITAL SERVICE,STERIA LTD,3000015995,"49,901.75",IT Service Costs
Cabinet Office,CABINET OFFICE,05/04/2011,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,AQUENT,3000015966,"38,313.00",Interim IT specialist
Cabinet Office,CABINET OFFICE,05/04/2011,Accomodation and Utilities,IT AND TELECOMS BRANCH,CABLE & WIRELESS PLC,3000015972,"180,873.38",GSI SERVICES Cost
Cabinet Office,CABINET OFFICE,05/04/2011,Consultancy,IT AND TELECOMS BRANCH,ATKINS MANAGEMENT CONSULTANTS,3000015967,"86,972.05",Professional services
Cabinet Office,CABINET OFFICE,05/04/2011,IT Costs,PRIME MINISTERS OFFICE,BYTES SOFTWARE SERVICES,3000015971,"83,047.83",Software Subscription
Cabinet Office,CABINET OFFICE,06/04/2011,IT Costs,CENTRAL BUDGETS,HM TREASURY,3000016029,"1,458,000.00",IT Hardware costs
Cabinet Office,CABINET OFFICE,06/04/2011,Assets Under Construction,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016023,"806,514.00",Refurbishment of 70 Whitehall
Cabinet Office,CABINET OFFICE,06/04/2011,Assets Under Construction,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016023,"156,807.07",Refurbishment of 70 Whitehall
Cabinet Office,CABINET OFFICE,06/04/2011,Freehold Non Residential Buildings,ESTATE MANAGEMENT,DEPARTMEN OF ENERGY & CLIMATE CHANGE,3000016021,"113,791.75",Repayment loan funds to fit carbon reduction equipment
Cabinet Office,CABINET OFFICE,06/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016023,"97,106.83",Refurbishment of 70 Whitehall
Cabinet Office,CABINET OFFICE,06/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,GVA GRIMLEY LTD,3000016028,"29,555.29",Refurbishment of 70 Whitehall
Cabinet Office,CABINET OFFICE,06/04/2011,Accomodation and Utilities,INTELLIGENCE SECURITY AND RESILIENCE,MINISTRY OF DEFENCE,3000016033,"86,991.93",High Integrity Telecomms System project costs
Cabinet Office,CABINET OFFICE,06/04/2011,Accomodation and Utilities,PRIME MINISTERS OFFICE,BT,3000016016,"69,523.26",Telecomms line rentals
Cabinet Office,Buying Solutions,07/04/2011,Rent RLB 3rd Floor,Estates Management,Royal Liver Assurance,PINDOH 32597,"109,966.64",Rent for accommodation
Cabinet Office,CABINET OFFICE,07/04/2011,IT Costs,ERG CENTRAL TEAMS,CORPORATE DOCUMENT SERVICES LTD,3000016070,"75,337.53","Monthly payment for contract for support, maintenance and development of e-PIMS, the government property database"
Cabinet Office,CABINET OFFICE,07/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,CARILLION PLC,3000016067,"39,833.50",Accommodation works
Cabinet Office,CABINET OFFICE,07/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,MITIE MANAGED SERVICES LTD,3000016079,"33,261.83",Mitie Managed Services Ltd
Cabinet Office,CABINET OFFICE,07/04/2011,Accomodation and Utilities,INTELLIGENCE SECURITY AND RESILIENCE,MINISTRY OF DEFENCE,3000016077,"165,624.81",High Integrity Telecomms System project costs
Cabinet Office,National School of Government,07/04/2011,De Vere PFI contract fee,Corporate Services & Operation,De Vere Venues Ltd,64DEVE009102716617201/04/2011,252786.72,Private Finance Initiative payment for student & office accommodation at Sunningdale site
Cabinet Office,CABINET OFFICE,08/04/2011,Consultancy,ERG COMMERCIAL AND PROCUREMENT,PINSENT MASONS LLP,103185,"86,000.00",Legal advice on the renegotiation of contracts with strategic suppliers
Cabinet Office,CABINET OFFICE,08/04/2011,Consultancy,ERG COMMERCIAL AND PROCUREMENT,DLA PIPER UK,3000016095,"29,227.50",Legal advice on the renegotiation of contracts with strategic suppliers
Cabinet Office,CABINET OFFICE,08/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016097,"2,200,000.00",Facilities Management Services
Cabinet Office,CABINET OFFICE,08/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016097,"146,217.35",Facilities Management Services
Cabinet Office,CABINET OFFICE,08/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016097,"45,054.40",Facilities Management Services
Cabinet Office,CABINET OFFICE,08/04/2011,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,SERCO LTD,3000016111,"33,600.00",Interim IT specialist
Cabinet Office,CABINET OFFICE,08/04/2011,Accomodation and Utilities,INTELLIGENCE SECURITY AND RESILIENCE,METROPOLITAN POLICE AUTHORITY,3000016106,"498,911.24",Payment on behalf of Whitehall Departments for 6 month cost of the Whitehalll Secure Zone
Cabinet Office,CABINET OFFICE,08/04/2011,Hire of Plant and Machines Memorandum Accounts,IT AND TELECOMS BRANCH,FUJITSU SERVICES,3000016102,"66,049.62",IT Service Costs
Cabinet Office,CABINET OFFICE,08/04/2011,Accomodation and Utilities,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000016097,"37,808.14",Facilities Management Services
Cabinet Office,CABINET OFFICE,11/04/2011,Consultancy,ERG COMMERCIAL AND PROCUREMENT,PINSENT MASONS LLP,3000016141,"102,000.00",Legal advice on the renegotiation of contracts with strategic suppliers
Cabinet Office,CABINET OFFICE,11/04/2011,Supplies and Services,INTELLIGENCE SECURITY AND RESILIENCE,BBC MONITORING,3000016123,"2,424,000.00",Monitoring services provided by the BBC
Cabinet Office,CABINET OFFICE,11/04/2011,Hire of Plant and Machines Memorandum Accounts,IT AND TELECOMS BRANCH,FUJITSU SERVICES,3000016130,"1,561,186.74",IT Service Costs
Cabinet Office,CABINET OFFICE,12/04/2011,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LIMITED,3000016160,"40,320.00",Interim IT specialist
Cabinet Office,CABINET OFFICE,12/04/2011,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,CADENCE PARTNERSHIP LLP,3000016159,"32,928.00",Interim IT specialist
Cabinet Office,CABINET OFFICE,12/04/2011,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,RETHINK RECRUITMENT SOLUTIONS LTD,3000016182,"27,300.00",Interim IT specialist
Cabinet Office,CABINET OFFICE,12/04/2011,Supplies and Services,POLITICAL AND CONSTITUTIONAL REFORM,LONDON BOROUGH OF HOUNSLOW,3000016173,"28,565.16",Payment to cover costs incurred by Local Authorities to encourage public electoral participation in the 2010 UK parliamentary and local elections
Cabinet Office,CABINET OFFICE,12/04/2011,Freehold Non Residential Buildings,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000016164,"180,000.00",Business accomodation renewal
Cabinet Office,CABINET OFFICE,13/04/2011,Other Staff Related Costs,CIVIL SERVICE PENSIONS,DWP,3000016208,"6,669,598.62",MYCSP SERVICE DELIVERY
Cabinet Office,CABINET OFFICE,13/04/2011,IT Costs,KNOWLEDGE AND INFORMATION MANAGEMENT,MERIDIO LTD,3000016216,"44,203.50",IT license and maintenance costs
Cabinet Office,CABINET OFFICE,13/04/2011,Accomodation and Utilities,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000016210,"37,475.25",Facilities Management Services
Cabinet Office,CABINET OFFICE,14/04/2011,Consultancy,ERG COMMERCIAL AND PROCUREMENT,PINSENT MASONS LLP,3000016252,"45,000.00",Legal advice on the renegotiation of contracts with strategic suppliers
Cabinet Office,CABINET OFFICE,14/04/2011,Assets Under Construction,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016240,"502,908.67",Refurbishment of 70 Whitehall
Cabinet Office,CABINET OFFICE,14/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016240,"85,489.68",Refurbishment of 70 Whitehall
Cabinet Office,CABINET OFFICE,14/04/2011,Other Staff Related Costs,GOVERNMENT HR AND CAPABILITY,PARITY SOLUTIONS LTD,3000016251,"59,109.97",Fast stream recruitment
Cabinet Office,CABINET OFFICE,14/04/2011,Freehold Non Residential Buildings,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000016240,"28,800.00",Business accomodation renewal
Cabinet Office,Buying Solutions,15/04/2011,Call Charges Std,Network Services,Global Crossing,PINMTS 19752,"63,750.46",Government managed telecoms contract
Cabinet Office,CABINET OFFICE,15/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,MITIE MANAGED SERVICES LTD,3000016305,"33,261.83",Mitie Managed Services Ltd
Cabinet Office,CABINET OFFICE,15/04/2011,Supplies and Services,POLITICAL AND CONSTITUTIONAL REFORM,SOUTHWARK COUNCIL,3000016313,"28,714.04",Payment to cover costs incurred by Local Authorities to encourage public electoral participation in the 2010 UK parliamentary and local elections
Cabinet Office,National School of Government,15/04/2011,Ext.Accom for off-site courses,Learning Delivery,De Vere,64DEVE015495231/03/2011,68824.15,Offsite accommodation for Core Learning Programme Workshops
Cabinet Office,Buying Solutions,18/04/2011,Legal Fees,PSN Services,Field Fisher Waterhouse,PINDOH 32610,"43,215.96",Legal negotiations for public sector network procurement
Cabinet Office,Buying Solutions,18/04/2011,Legal Fees,PSN Services,Field Fisher Waterhouse,PINDOH 32672,"51,145.50",Legal negotiations for public sector network procurement
Cabinet Office,CABINET OFFICE,18/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,BIG LOTTERY FUND,1000387,"60,000,000.00",Transition Fund grants
Cabinet Office,Buying Solutions,19/04/2011,WSDS Maint & Rep,WSDS,Cofely,PINDOH 32614,"39,005.82",Whitehalll heating systems management
Cabinet Office,Buying Solutions,19/04/2011,WDHS Maint & Rep,WDHS,Cofely,PINDOH 32615,"55,114.50",Whitehalll heating systems management
Cabinet Office,Buying Solutions,19/04/2011,Data Services,Network Services,Global Crossing,PINMTS 19784,"113,822.50",Government managed telecoms contract
Cabinet Office,Buying Solutions,19/04/2011,Data Services,Network Services,Global Crossing,PINMTS 19795,"53,685.00",Government managed telecoms contract
Cabinet Office,Buying Solutions,19/04/2011,Data Services,Network Services,Global Crossing,PINMTS 19806,"33,278.00",Government managed telecoms contract
Cabinet Office,Buying Solutions,19/04/2011,Peripherals,Network Services,Global Crossing,PINMTS 19810,"28,276.00",Government managed telecoms contract
Cabinet Office,Buying Solutions,19/04/2011,System Manm't,Network Services,Global Crossing,PINMTS 19825,"32,268.00",Government managed telecoms contract
Cabinet Office,Buying Solutions,19/04/2011,Data Services,Network Services,Global Crossing,PINMTS 19828,"86,249.00",Government managed telecoms contract
Cabinet Office,Buying Solutions,19/04/2011,Moves & Changes,Network Services,Global Crossing,PINMTS 19836,"56,605.01",Government managed telecoms contract
Cabinet Office,Buying Solutions,19/04/2011,Data Services,Network Services,Global Crossing,PINMTS 19844,"262,510.34",Government managed telecoms contract
Cabinet Office,CABINET OFFICE,19/04/2011,Other Staff Related Costs,INTELLIGENCE SECURITY AND RESILIENCE,SELEX SYSTEMI INTEGRATION LTD,3000016391,"86,344.52",Gold Standard Exercises to enhance UK Resilience
Cabinet Office,CABINET OFFICE,19/04/2011,Investments,OFFICE FOR CIVIL SOCIETY,BRIDGES VENTURES LTD,3000016374,"66,548.90",Investment in the risk capital fund for social enterprise
Cabinet Office,CABINET OFFICE,19/04/2011,Accomodation and Utilities,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000016379,"49,871.71",Facilities Management Services
Cabinet Office,CABINET OFFICE,20/04/2011,Supplies and Services,CENTRAL BUDGETS,TREASURY SOLICITORS DEPT 3861,3000016428,"98,419.00",2010-2011 Charge
Cabinet Office,CABINET OFFICE,20/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016416,"315,307.36",Facilities Management Services
Cabinet Office,CABINET OFFICE,20/04/2011,Supplies and Services,ESTATE MANAGEMENT,RICOH UK LTD,3000016425,"35,315.05",Reprographic Services
Cabinet Office,CABINET OFFICE,20/04/2011,Consultancy,GOVERNMENT CIO,CESG,3000016413,"57,863.52",Provision of Information Assurance advice to the Public Sector Network Programme
Cabinet Office,National School of Government,20/04/2011,De Vere PFI contract fee,Corporate Services & Operation,De Vere Venues Ltd,64DEVE00910279900115/04/2011,242441.96,Private Finance Initiative payment for student & office accommodation at Sunningdale site
Cabinet Office,National School of Government,20/04/2011,Ext.Accom for off-site courses,Learning Delivery,De Vere,64DEVE015RFP497818/04/2011,52158.05,Offsite accommodation for Core Learning Programme Workshops
Cabinet Office,CABINET OFFICE,21/04/2011,Supplies and Services,CENTRAL BUDGETS,TREASURY SOLICITOR TSOL,3000016464,"61,739.28","Disbursements, fees and charges"
Cabinet Office,CABINET OFFICE,21/04/2011,Supplies and Services,ERG CENTRAL TEAMS,THE TREASURY SOLICITOR,3000016463,"53,551.00",Cost of internal legal team staffed by Treasury Solicitor personnel
Cabinet Office,CABINET OFFICE,21/04/2011,Other Staff Related Costs,GOVERNMENT CIO,GARTNER GROUP UK LTD,3000016454,"61,680.00",Subsciption to The Gartner
Cabinet Office,CABINET OFFICE,21/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,YOUNG DEVON,3000016468,"666,749.00",National Citizen Service project grant
Cabinet Office,Buying Solutions,26/04/2011,Call Charges Std,Network Services,Global Crossing,PINMTS 19884,"43,907.66",Government managed telecoms contract
Cabinet Office,CABINET OFFICE,26/04/2011,Supplies and Services,COMMUNICATION GROUP,COI CENTRAL OFFICE OF INFORMATION,3000016486,"42,389.23",Social Mobility Public Listening Event held in September 2009
Cabinet Office,CABINET OFFICE,26/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016488,"81,164.76",Facilities Management Services
Cabinet Office,CABINET OFFICE,26/04/2011,Consultancy,GOVERNMENT CIO,ADVALUS LTD,3000016484,"211,125.00",Advalus provide key commercial leadership resources in support of the Public Sector Network (PSN) programme
Cabinet Office,Buying Solutions,27/04/2011,Payroll Solutions,Payroll Solutions,RSM Tenon Ltd,PINDOH 32706,"58,000.00",Payroll managed service audit fee
Cabinet Office,Buying Solutions,27/04/2011,GSI COS,Network Services,CESG,PINDOH 32630,"37,959.00",Security costs for government secure intranet
Cabinet Office,CABINET OFFICE,27/04/2011,Accomodation and Utilities,ESTATE MANAGEMENT,ECOVERT FM LTD,3000016509,"169,454.70",Facilities Management Services
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,THE CHALLENGE NETWORK,3000016527,"2,110,530.00",National Citizen Service project grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,CATCH22 CHARITY LTD,3000016505,"710,989.00",National Citizen Service project grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,SAFE IN TEES VALLEY,3000016525,"623,546.00",National Citizen Service project grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,THE PRINCES TRUST,3000016529,"387,092.00",National Citizen Service project grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,NORWICH CITY COMMUNITY SPORTS FOUNDATION,3000016520,"257,588.00",National Citizen Service project grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,VOLUNTEERING ENGLAND,3000016532,"166,666.67",First instalment 2011-12 strategic partners transition grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,LOCALITY,3000016516,"165,333.33",First instalment 2011-12 strategic partners transition grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,ACEVO,3000016502,"138,333.33",First instalment 2011-12 strategic partners transition grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,NAVCA,3000016519,"115,000.00",First instalment 2011-12 strategic partners transition grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,COMMUNITY FOUNDATION NETWORK,3000016507,"110,000.00",First instalment 2011-12 strategic partners transition grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,SCHOOL FOR SOCIAL ENTREPRENEURS,103203,"105,000.00",First instalment 2011-12 strategic partners transition grant
Cabinet Office,CABINET OFFICE,27/04/2011,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,INSTITUTE OF FUNDRAISING,3000016512,"91,666.67",First instalment 2011-12 strategic partners transition grant
Cabinet Office,CABINET OFFICE,27/04/2011,Supplies and Services,PRIME MINISTERS OFFICE,COI CENTRAL OFFICE OF INFORMATION,3000016506,"31,903.04",Regional media monitoring services 2010 -2011
Cabinet Office,Buying Solutions,28/04/2011,Peripherals,Network Services,Global Crossing,PINMTS 19938,"255,716.26",Government managed telecoms contract
Cabinet Office,CABINET OFFICE,28/04/2011,Consultancy,ERG COMMERCIAL AND PROCUREMENT,UNIPART LOGISTICS LTD,3000016561,"50,000.40",Specialist expertise to support set-up of 'Lean' procurement programme.
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
