Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount 
DFID,DFID,19/04/2010,Aid to other bilateral donors,Asia Division,ROYAL DANISH EMBASSY PHNOM PENH (NRM&L ACC),400093012,"2,426,000.00"
DFID,DFID,20/04/2010,Aid to civil society organisations / NGOs,West and Southern Africa,SAfAIDS,400090300,"500,000.00"
DFID,DFID,20/04/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Institute of Governance and Social Research,400091119,"57,226.98"
DFID,DFID,20/04/2010,Aid to other bilateral donors,Western Asia and Stabilisation Division,Asian Development Bank (USA),400093508,"675,128.00"
DFID,DFID,20/04/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TUFTS UNIVERISITY,400092638,"41,413.00"
DFID,DFID,20/04/2010,Aid to civil society organisations / NGOs,East and Central Africa,Family Care International,400093533,"29,376.00"
DFID,DFID,21/04/2010,Emergency / Humanitarian Assistance,East and Central Africa,The Food and Agriculture Organization Of The United Nations (GBP),400089782,"2,300,000.00"
DFID,DFID,21/04/2010,Emergency / Humanitarian Assistance,East and Central Africa,Royal Norwegian Embassy (Tanzania),400089899,"1,970,961.17"
DFID,DFID,21/04/2010,Emergency / Humanitarian Assistance,West and Southern Africa,UNDP MULTI-DONOR TRUST FUND OFFICE (USD) ACCOUNT,400092614,"15,000,000.00"
DFID,DFID,21/04/2010,Aid to civil society organisations / NGOs,Asia Division,RURAL RECONSTRUCTION NEPAL,400093899,"333,382.00"
DFID,DFID,21/04/2010,Aid to civil society organisations / NGOs,Asia Division,CARE NEPAL,400093849,"200,000.00"
DFID,DFID,21/04/2010,Technical & Advisory services,Policy and Research Directorate,International Road Federation (IRF),400093125,"69,735.28"
DFID,DFID,21/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,IUCN - THE WORLD CONSERVATION UNION,400093305,"35,544.00"
DFID,DFID,21/04/2010,Aid to other bilateral donors,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MINISTRY OF FOREIGN AFFAIRS NETHERLANDS,400089891,"981,970.00"
DFID,DFID,22/04/2010,Aid to civil society organisations / NGOs,West and Southern Africa,ZVITAMBO,400094112,"151,177.65"
DFID,DFID,22/04/2010,Aid to civil society organisations / NGOs,Asia Division,Transparency International (Bangladesh),400094171,"78,567.92"
DFID,DFID,22/04/2010,Aid to civil society organisations / NGOs,Asia Division,Helvetas Nepal,400094219,"34,634.60"
DFID,DFID,23/04/2010,Aid to civil society organisations / NGOs,East and Central Africa,AFRICAN MEDICAL RESEARCH FOUNDATION,400094274,"1,242,742.60"
DFID,DFID,23/04/2010,Auditors Renumeration,Policy and Research Directorate,EUROPEAN COMMISSION,400093151,"33,361.64"
DFID,DFID,23/04/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Transparency International Berlin,400093578,"27,000.00"
DFID,DFID,23/04/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAVE THE  CHILDREN,400090888,"61,557.99"
DFID,DFID,25/04/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400093907,"120,377.00"
DFID,DFID,26/04/2010,Aid to international organisations,International Relations Division,UNAIDS,400094537,"5,000,000.00"
DFID,DFID,26/04/2010,Technical & Advisory services,West and Southern Africa,ONE WORLD,400088674,"34,811.00"
DFID,DFID,26/04/2010,Aid to other bilateral donors,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Social Fund for Development (Yemen),400094424,"14,000,000.00"
DFID,DFID,26/04/2010,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400094551,"1,052,145.11"
DFID,DFID,26/04/2010,Accomodation costs,Asia Division,CENTRAL BUILDING LTD,400094601,"30,788.94"
DFID,DFID,26/04/2010,Accomodation costs,Asia Division,CENTRAL BUILDING LTD,400094609,"115,173.43"
DFID,DFID,27/04/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Urgent Action Fund For Women's Human Rights (UAF),400094972,"148,061.00"
DFID,DFID,27/04/2010,Aid to international organisations,International Relations Division,WHO (GENEVA),400095043,"7,750,000.00"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",EUROPEAN CENTRE FOR CONFLICT PREVENTION (ECCP),400095094,"110,000.00"
DFID,DFID,28/04/2010,Aid to other bilateral donors,West and Southern Africa,GTZ GmBH Eschborn,400092511,"71,200.00"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,Asia Division,BRAC,400095114,"750,000.00"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,Asia Division,THE GURKHA WELFARE SCHEME,400095281,"200,000.00"
DFID,DFID,28/04/2010,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400094550,"133,448.74"
DFID,DFID,28/04/2010,Technical & Advisory services,Asia Division,CAMBODIA DEVELOPMENT RESOURCE INSTITUTE,400095391,"27,166.59"
DFID,DFID,28/04/2010,Technical & Advisory services,Asia Division,CAMBODIA DEVELOPMENT RESOURCE INSTITUTE,400095182,"41,724.87"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",CHF INTERNATIONAL (USD),400093558,"352,152.38"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,HARVARD UNIVERSITY (OFFICE FOR SPONSERED PROGRAMS),400094705,"59,879.05"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,East and Central Africa,Population Services Internation (usa),400094675,"1,918,089.92"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,The Rights & Resources Group,400095446,"323,136.14"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,The Rights & Resources Group,400095446,"492,277.45"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,Asia Division,Oxfam (India) Trust,400094090,"52,921.66"
DFID,DFID,28/04/2010,Aid to civil society organisations / NGOs,Asia Division,Oxfam (India) Trust,400094090,"347,225.23"
DFID,DFID,29/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,GLOBAL DEVELOPMENT NETWORK (3ie),400090199,"500,000.00"
DFID,DFID,29/04/2010,Aid to civil society organisations / NGOs,Evaluation Department,GLOBAL DEVELOPMENT NETWORK (3ie),400090199,"500,000.00"
DFID,DFID,29/04/2010,Aid to civil society organisations / NGOs,West and Southern Africa,ISS (UK),400089654,"25,626.00"
DFID,DFID,29/04/2010,Aid to international organisations,International Relations Division,UNESCO (GBP),400094505,"90,000.00"
DFID,DFID,29/04/2010,Aid to civil society organisations / NGOs,International Relations Division,Balkan Community Initiatives Fund,400095688,"59,057.75"
DFID,DFID,29/04/2010,Working with Others including the Private Sector,International Relations Division,EUROPEAN UNIVERSITY INSTITUTE,400095682,"163,899.90"
DFID,DFID,29/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Fairtrade Labelling Organizations International e.V.,400095067,"750,000.00"
DFID,DFID,30/04/2010,Aid to other bilateral donors,Evaluation Department,Norwegian Agency for Development Cooperation (NORAD),400089908,"140,499.59"
DFID,DFID,30/04/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",COWI A/S,400093565,"46,672.01"
DFID,DFID,30/04/2010,Technical & Advisory services,West and Southern Africa,CHEMONICS,400094938,"327,734.77"
DFID,DFID,30/04/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Community Media Trust,400095716,"123,742.28"
DFID,DFID,30/04/2010,Technical & Advisory services,Asia Division,DEVELOPMENT  ALTERNATIVES INC,400087795,"63,651.00"
DFID,DFID,30/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Center for Global Development,400095643,"79,513.44"
DFID,DFID,30/04/2010,Aid to civil society organisations / NGOs,West and Southern Africa,CIP (Centro de Integridade Publica),400095911,"49,180.33"
DFID,DFID,30/04/2010,Aid to civil society organisations / NGOs,East and Central Africa,Population Services Internation (usa),400094650,"1,152,922.62"
DFID,DFID,30/04/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Catholic Commission for Justice and,400095958,"195,016.54"
DFID,DFID,04/05/2010,Research & Development,Policy and Research Directorate,SEARC,400096030,"52,009.00"
DFID,DFID,04/05/2010,Technical & Advisory services,East and Central Africa,Praxis Development Ltd,400096037,"29,205.00"
DFID,DFID,04/05/2010,Aid to international organisations,Asia Division,UNOPS,400096157,"3,750,000.00"
DFID,DFID,05/05/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division", Fond Inst Uni Htes Etudes Int(SMALL ARMS SURVEY),400095839,"62,500.00"
DFID,DFID,05/05/2010,Technical & Advisory services,West and Southern Africa,Society for Family  Health,400089890,"1,196,605.45"
DFID,DFID,06/05/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Carnegie Endowment for International Peace,400096500,"187,500.00"
DFID,DFID,06/05/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,International Center for Research on Women (ICRW),400096493,"50,706.00"
DFID,DFID,06/05/2010,Aid to civil society organisations / NGOs,East and Central Africa,CARE International (UGANDA),400096239,"154,201.73"
DFID,DFID,06/05/2010,Aid to civil society organisations / NGOs,West and Southern Africa,PLANNED PARENTHOOD ASSOCIATION OF GHANA,400096323,"155,932.25"
DFID,DFID,06/05/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Access to Medicine Foundation,400095661,"50,000.00"
DFID,DFID,06/05/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Health Reform Foundation of Nigeria,400096677,"210,582.76"
DFID,DFID,06/05/2010,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400096492,"70,000.00"
DFID,DFID,07/05/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,FAO (USD),400091120,"75,000.00"
DFID,DFID,07/05/2010,Technical & Advisory services,Policy and Research Directorate,Climate Focus North America,400095744,"41,676.67"
DFID,DFID,07/05/2010,Aid to civil society organisations / NGOs,Asia Division,THE ASIA FOUNDATION,400096267,"272,414.00"
DFID,DFID,07/05/2010,Aid to other bilateral donors,Asia Division,Swiss Agency for Development and Cooperation SDC (Bangladesh),400096502,"1,356,515.78"
DFID,DFID,07/05/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,The Johns Hopkins University Press,400096943,"110,570.16"
DFID,DFID,10/05/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ALLNATIVE  SERVICES,400096669,"35,205.97"
DFID,DFID,10/05/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,THE TIDES CENTER,400096532,"19,644.00"
DFID,DFID,10/05/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,THE TIDES CENTER,400096532,"32,516.00"
DFID,DFID,10/05/2010,Technical & Advisory services,Policy and Research Directorate,Bankable Frontier Associates,400087933,"30,214.74"
DFID,DFID,10/05/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Terrapoint Canada,400096049,"41,932.24"
DFID,DFID,08/04/2010,Staff training & Conferences,Human Resources Division,NATIONAL SCHOOL OF GOVERNMENT,400090997,"55,900.00"
DFID,DFID,20/04/2010,Energy Costs,Human Resources Division,EDF ENERGY,400093269,"32,612.58"
DFID,DFID,22/04/2010,Technical & Advisory services,International Finance Division,THE CROWN AGENTS,400094522,"6,517.48"
DFID,DFID,22/04/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400094522,"4,805.05"
DFID,DFID,22/04/2010,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400094522,730.15
DFID,DFID,22/04/2010,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400094522,"2,510.04"
DFID,DFID,22/04/2010,Legal costs,Finance and Corporate Performance Division,THE CROWN AGENTS,400094522,280.83
DFID,DFID,22/04/2010,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400094522,8.4
DFID,DFID,22/04/2010,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400093890,119.5
DFID,DFID,22/04/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400093890,918
DFID,DFID,22/04/2010,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400093890,191.2
DFID,DFID,22/04/2010,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400093890,669.2
DFID,DFID,22/04/2010,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400093890,"3,610.80"
DFID,DFID,22/04/2010,Technical & Advisory services,Finance and Corporate Performance Division,THE CROWN AGENTS,400093890,143.4
DFID,DFID,22/04/2010,Technical & Advisory services,Finance and Corporate Performance Division,THE CROWN AGENTS,400093890,47.8
DFID,DFID,22/04/2010,Technical & Advisory services,International Finance Division,THE CROWN AGENTS,400093890,34.25
DFID,DFID,22/04/2010,Technical & Advisory services,International Finance Division,THE CROWN AGENTS,400093890,"9,585.00"
DFID,DFID,22/04/2010,Technical & Advisory services,International Finance Division,THE CROWN AGENTS,400093890,428.4
DFID,DFID,22/04/2010,Technical & Advisory services,International Finance Division,THE CROWN AGENTS,400093890,"1,242.80"
DFID,DFID,22/04/2010,Technical & Advisory services,International Finance Division,THE CROWN AGENTS,400093890,"2,611.20"
DFID,DFID,22/04/2010,Technical & Advisory services,International Finance Division,THE CROWN AGENTS,400093890,"2,437.80"
DFID,DFID,22/04/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400093890,"1,988.00"
DFID,DFID,26/04/2010,Legal costs,International Finance Division,THE CROWN AGENTS,400082565,240.12
DFID,DFID,26/04/2010,Legal costs,International Finance Division,THE CROWN AGENTS,400082565,320.16
DFID,DFID,26/04/2010,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400082565,"8,893.07"
DFID,DFID,26/04/2010,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400082565,"5,602.80"
DFID,DFID,26/04/2010,Legal costs,Finance and Corporate Performance Division,THE CROWN AGENTS,400082565,907.12
DFID,DFID,26/04/2010,Legal costs,Finance and Corporate Performance Division,THE CROWN AGENTS,400082565,533.6
DFID,DFID,26/04/2010,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400082565,186.76
DFID,DFID,26/04/2010,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400082565,960.48
DFID,DFID,26/04/2010,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400082565,"5,576.12"
DFID,DFID,26/04/2010,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400082565,"1,974.32"
DFID,DFID,26/04/2010,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400082565,736.12
DFID,DFID,26/04/2010,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400082565,19.99
DFID,DFID,29/04/2010,Accomodation costs,West and Southern Africa,JAT Constroi Lda,400095142,"18,674.61"
DFID,DFID,29/04/2010,Accomodation costs,West and Southern Africa,JAT Constroi Lda,400095142,"8,403.58"
DFID,DFID,29/04/2010,Accomodation costs,Policy and Research Directorate,JAT Constroi Lda,400095142,280.12
DFID,DFID,29/04/2010,Accomodation costs,Policy and Research Directorate,JAT Constroi Lda,400095142,186.75
DFID,DFID,29/04/2010,Accomodation costs,Policy and Research Directorate,JAT Constroi Lda,400095142,466.87
DFID,DFID,04/05/2010,Legal costs,East and Central Africa,THE CROWN AGENTS,400096083,"19,316.32"
DFID,DFID,04/05/2010,Legal costs,East and Central Africa,THE CROWN AGENTS,400096083,"2,208.35"
DFID,DFID,04/05/2010,Legal costs,East and Central Africa,THE CROWN AGENTS,400096083,"3,407.50"
DFID,DFID,04/05/2010,Legal costs,East and Central Africa,THE CROWN AGENTS,400096083,53.17
DFID,DFID,04/05/2010,Legal costs,East and Central Africa,THE CROWN AGENTS,400096083,715.6
DFID,DFID,04/05/2010,Legal costs,East and Central Africa,THE CROWN AGENTS,400096083,393.4
DFID,DFID,05/05/2010,Technical & Advisory services,West and Southern Africa,Association of Christian Educators in Malawi,400092995,"25,414.51"
DFID,DFID,10/05/2010,Emergency / Humanitarian Assistance,Asia Division,CHAPMAN FREEBORN AIR CHARTERING : US$ ACC,400090686,"72,299.59"
DFID,DFID,01/04/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400090915,"75,120.16"
DFID,DFID,01/04/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400090916,"37,560.08"
DFID,DFID,01/04/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400090922,"37,560.08"
DFID,DFID,01/04/2010,Research & Development,Policy and Research Directorate,NRI LTD.,400090458,"1,037,938.28"
DFID,DFID,01/04/2010,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400088330,"54,809.77"
DFID,DFID,01/04/2010,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",BRITISH RED CROSS,400091006,"100,000.00"
DFID,DFID,01/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,BOND,400091024,"170,428.00"
DFID,DFID,01/04/2010,Aid to civil society organisations / NGOs,East and Central Africa,SAVE THE CHILDREN FUND,400089189,"186,113.00"
DFID,DFID,01/04/2010,Technical & Advisory services,West and Southern Africa,The World Bank (EFO),400091044,"135,000.00"
DFID,DFID,01/04/2010,Technical & Advisory services,Human Resources Division,INTERNATIONAL SOS ASSISTANCE (UK)LTD,400091056,"4,531.72"
DFID,DFID,01/04/2010,Technical & Advisory services,Human Resources Division,INTERNATIONAL SOS ASSISTANCE (UK)LTD,400091056,"26,951.36"
DFID,DFID,01/04/2010,Aid to international organisations,Finance and Corporate Performance Division,AFRICAN DEVELOPMENT BANK GRP,400091057,"49,350.00"
DFID,DFID,01/04/2010,Aid to civil society organisations / NGOs,Communications Division,MARIE STOPES INTERNATIONAL,400091058,"50,350.00"
DFID,DFID,01/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,HEALTH POVERTY ACTION,400090851,"51,092.00"
DFID,DFID,01/04/2010,Aid to civil society organisations / NGOs,East and Central Africa,WINDLE TRUST INTERNATIONAL,400090811,"-77,475.00"
DFID,DFID,01/04/2010,Aid to civil society organisations / NGOs,East and Central Africa,WINDLE TRUST INTERNATIONAL,400090811,"193,940.00"
DFID,DFID,01/04/2010,Furniture & Fittings,West and Southern Africa,KOIZA INTERNATIONAL LTD,400090272,"42,832.78"
DFID,DFID,01/04/2010,Furniture & Fittings,West and Southern Africa,KOIZA INTERNATIONAL LTD,400090272,"-4,250.00"
DFID,DFID,06/04/2010,Technical & Advisory services,International Relations Division,PKF (UK) LLP,400091018,"143,092.80"
DFID,DFID,06/04/2010,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400091071,"60,006.00"
DFID,DFID,06/04/2010,Aid to other bilateral donors,Western Asia and Stabilisation Division,IBRD (HSBC)  C/O THE WORLD BANK,400091155,"37,500.00"
DFID,DFID,06/04/2010,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400091191,"52,137.99"
DFID,DFID,06/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,IHRA (INTL HARM REDUCTION ASSC),400091133,"52,227.26"
DFID,DFID,07/04/2010,Aid to international organisations,Asia Division,IBRD (HSBC)  C/O THE WORLD BANK,400091339,"1,000,000.00"
DFID,DFID,07/04/2010,Aid to international organisations,International Finance Division,IBRD-IFFIm,400091340,"16,451,200.00"
DFID,DFID,07/04/2010,Technical & Advisory services,Western Asia and Stabilisation Division,ADAM SMITH INTERNATIONAL  LTD,400085065,"193,420.81"
DFID,DFID,07/04/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,OXFAM,400091134,"320,000.00"
DFID,DFID,07/04/2010,Aid to international organisations,Finance and Corporate Performance Division,The World Bank (EFO),400091207,"200,000.00"
DFID,DFID,07/04/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD (HSBC)  C/O THE WORLD BANK,400091214,"600,000.00"
