Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
Defra,AHVLA,20/09/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5808130376,"38,391.29",AHVLA Tracings Enhancements - to provide enhancements to the tracing system to automate a manual system of tests.,GU1 2LD,SME,,TAC00253,Expense,
Defra,AHVLA,02/09/2013,Hard charges,,D T Z,44206,"35,507.71",Office services in Shrewsbury office - April-June 2013,B4 6HT,,,HARDESTA,Expense,
Defra,AHVLA,04/09/2013,Carriage of goods,,DX Network Services Ltd,80289564,"35,165.52",Movement of AHVLA network samples and mail.  Additional costs - July 2012-June 2013,NN3 6YG,,,0,Expense,
Defra,AHVLA,10/09/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5808130760,"34,796.90",Enhancement to an IT system as part of the phase 1 centralisation project.,GU1 2LD,SME,,0,Expense,
Defra,AHVLA,30/09/2013,LVI Claims,Chief Operating Officer DG,TORCH FARM AND EQUINE LTD~136138523,LVI157608,"32,436.81",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,EX31 3FG,SME,,0,Expense,
Defra,AHVLA,30/09/2013,LVI Claims,Chief Operating Officer DG,MARKET HALL VETS~869595055,LVI157935,"31,746.23",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SA33 4DY,SME,,0,Expense,
Defra,AHVLA,30/09/2013,LVI Claims,Chief Operating Officer DG,SYNERGY FARM HEALTH LTD~979392255,LVI157972,"31,491.12",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,DT2 0LD,SME,,0,Expense,
Defra,AHVLA,30/09/2013,LVI Claims,Chief Operating Officer DG,The Willows Veterinary Group~159052757,LVI157645,"29,052.97",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,CW8 1LP,SME,,0,Expense,
Defra,AHVLA,02/09/2013,Hard charges,,D T Z,44207,"28,854.17",Office services in Sutton Bonnington office - April-June 2013,B4 6HT,,,HARDESTA,Expense,
Defra,AHVLA,02/09/2013,LVI ERNIC Suspense,Chief Operating Officer DG,H M Revenue & Customs,280813,"26,513.59",Employer's National Insurance Contributions on outsourced vets used by AHVLA - August 2013,BD98 8AA,,,0,Liability,
Defra,AHVLA,24/09/2013,Lab & Technical Equipment,Chief Operating Officer DG,Genus Breeding Ltd.,21125681,"25,633.90",Provision of services for vaccinations in the event of an emergency,CW5 7JW,SME,,EMERVACC,Expense,
Defra,AHVLA,30/09/2013,Hard charges,Chief Operating Officer DG,DEFRA,1000026626,"25,233.49",Quarter 2 charge for additional tranasactional delivery services provided by Defra's Shared Services Department - July - September 2013,YO1 7PX,,,HARDSSDC,Expense,
Defra,AHVLA,30/09/2013,LVI Claims,Chief Operating Officer DG,FRIARS MOOR VETERINARY CLINIC LTD~185442352,LVI157682,"25,217.90",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,DT10 2BH,SME,,0,Expense,
Defra,CCW,05/09/2013,Rentals - Operating Lease - IT,Consumer Relations,CAPITA MANAGED IT SOLUTIONS,91277026,"38,608.20",IT Managed Services - August-November 2013,BT36 7LQ,LARGE,N/A,N/A,Programme,
Defra,Cefas,12/09/2013,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20050908,"93,208.76",Core office services at Pakefield Road - August 2013,LS1 2ND,STAN,,50100,Facilities Management,
Defra,Cefas,30/09/2013,Electricity,Corporate,DTZ DTL Clients A/C Re Defra,20051384,"64,567.63","Office services - The Nothe, Weymouth - Quarterly charge 01/04/2013 – 30/06/2013 Electric",LS1 2ND,STAN,,50100,Electricity,
Defra,Cefas,12/09/2013,Lab Services,Aquatic Health & Hygiene,FERA (The Food and Environment Research Agency),20051058,"60,632.00",Analysis of chemical contaminants,YO41 1LZ,STAN,,C5669,Lab Services,
Defra,Cefas,30/09/2013,ICT - Managed Outsourced,Corporate,DEFRA RECEIPTS,20051329,"55,000.00",Defra IT Services Agency recharge This is computer network charges annual for 2013 - 2014 ,Y01 7PX,OGD,,74420,ICT - Managed Outsourced,
Defra,Cefas,12/09/2013,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20050909,"48,998.47",Core office service at Weymouth - August 2013,LS1 2ND,STAN,,50100,Facilities Management,
Defra,Cefas,05/09/2013,ICT Maintenance & Support,Corporate,COMPUTACENTER UK LTD,20050768,"44,161.95",Maintenance and support for Checkpoint UTM (firewall) software 01/08/2013 – 31/07/2014,AL10 9TW,STAN,,74200,ICT Maintenance & Support,
Defra,Cefas,30/09/2013,Water & Sewage,Corporate,DTZ DTL Clients A/C Re Defra,20051384,"37,780.85","Office services - The Nothe, Weymouth - Quarterly charge 01/04/2013 – 30/06/2013   Water",LS1 2ND,STAN,,50100,Water & Sewage,
Defra,Cefas,12/09/2013,Lab Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20051057,"35,200.00",Phytoplankton analysis samples,PA37 1QA,STAN,,C5666,Lab Services,
Defra,Defra,03/09/2013,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIASEPTEMBER13,"65,000,000.00",Grant payment - September 2013,BS1 5AH,,18342,0,Expense,
Defra,Defra,09/09/2013,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,2201314,"20,419,014.00",Waste Infrastructure Grant - Second Quarter payment,HP2 4XN,,Grant,0,Expense,
Defra,Defra,03/09/2013,Grant-in Aid Payments,Policy Delivery DG,Natural England,270813,"14,000,000.00",Grant payment - September 2013,YO1 7PX,,18523,0,Expense,
Defra,Defra,27/09/2013,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5808131527,"6,238,662.10",Core Defra IT base services - September 2013,GU1 2LD,SME,10040,0,Expense,
Defra,Defra,26/09/2013,Business Rates,Chief Operating Officer DG,D T Z,160913,"3,074,662.16","Payment of rent, rates and service charges for various properties within the Defra Network - August-December 2013",B3 2ED,,,0,Expense,
Defra,Defra,26/09/2013,Current Grants E,Policy Delivery DG,South Downs National Park Authority,180913,"2,448,000.00",Grant payment - Quarter 2 2013-14,GU29 9SB,,18577,0,Expense,
Defra,Defra,13/09/2013,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00028208,"2,102,082.00",Facilities Management core contract costs - August 2013,BS32 4NH,,10321,0,Expense,
Defra,Defra,03/09/2013,Evidence Non R&D,Policy Delivery DG,Health & Safety Commission & Executive,104364,"2,033,617.50",Defra payment in respect of the Competent Authority delegated functions ,L20 3LZ,,IGS/Funding,0,Expense,
Defra,Defra,26/09/2013,Current Grants E,Policy Delivery DG,Peak District National Park Auth,180913,"1,950,000.00",Grant payment - Quarter 2 2013-14,DE45 1AE,SME,18570,0,Expense,
Defra,Defra,23/09/2013,Current Grants E,Policy Delivery DG,Waste & Resources Action Programme,SEPT1130913,"1,858,909.00",Funding for September 2013,OX16 0AH,,FUNDING,0,Expense,
Defra,Defra,03/09/2013,Payments to Agencies GB,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000031055,"1,819,470.01",Recovery of 2012-13 Voluntary Early Retirement/Severance costs,KT15 3NB,SME,,0,Expense,
Defra,Defra,17/09/2013,Evidence Non R&D,Policy Delivery DG,C E F A S,8003118,"1,802,196.25",Miscellaneous Research and Development projects - September 2013,NR33 0HT,SME,IDS,0,Expense,
Defra,Defra,03/09/2013,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,20913,"1,500,000.00",Grant payment - September 2013,NE4 7YH,SME,18506,0,Expense,
Defra,Defra,26/09/2013,Current Grants E,Policy Delivery DG,Lake District National Park Auth,180913,"1,401,275.00",Grant payment - Quarter 2 2013-14,LA9 7RL,SME,18574,0,Expense,
Defra,Defra,17/09/2013,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,90913,"1,250,000.00",Local services support grant - September 2013,HP2 4XN,,GIA,0,Expense,
Defra,Defra,26/09/2013,Current Grants E,Policy Delivery DG,North York Moors National Park,180913,"1,138,224.00",Grant payment - Quarter 2 2013-14,YO62 5BP,SME,18569,0,Expense,
Defra,Defra,26/09/2013,Current Grants E,Policy Delivery DG,Yorkshire Dales National Authority,1.80913E+14,"1,131,997.00",Grant payment - Quarter 2 2013-14,DL8 3EL,SME,18578,0,Expense,
Defra,Defra,05/09/2013,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,230813,"913,000.00",Grant payment - September 2013,PE1 1JY,SME,18522,0,Expense,
Defra,Defra,13/09/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00026499,"596,902.36",Estates maintenance projects over multiple sites - Invoiced in August 2013,BS32 4NH,,18113,ALRMCRIT,Asset,
Defra,Defra,13/09/2013,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00028209,"579,831.00",Facilities Management core contract costs - August 2013,BS32 4NH,,10321,0,Expense,
Defra,Defra,27/09/2013,Other Current Payments E,Policy Delivery DG,Acre.,5876,"562,500.00",Acre investment plan - October-December 2013,GL7 1TW,,GIA,0,Expense,
Defra,Defra,09/09/2013,Fuel & Utility Other,Chief Operating Officer DG,Department Of Energy and Climate Change,CRCFP4707612,"440,856.00","Carbon Reduction Commitment payment for 2012-13.  A mandatory payment for carbon emissions for every tonne of carbon emitted by Defra (relating to electricity and gas).  The CRC scheme is managed by the Department of Energy and Climate Change (DECC) on behalf of the Government, hence the payment.",SW1A 2AW,SME,,0,Expense,
Defra,Defra,25/09/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00028164,"437,815.37",AHVLA Weybridge air pressure alarms - August 2013,BS32 4NH,,10195L,B0870000,Expense,
Defra,Defra,13/09/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00026495,"431,009.34",Estates maintenance projects over multiple sites - Invoiced in August 2013,BS32 4NH,,14581,B0870000,Asset,
Defra,Defra,17/09/2013,Overhead Incidental Expenses,Chief Operating Officer DG,Cabinet Office,250007907,"422,794.80",HR Expert Services - April 2013-March 2014 ,SW1A 2HQ,,20201,0,Expense,
Defra,Defra,27/09/2013,Other Current Payments UK,Policy Delivery DG,Gangmasters Licensing Authority,190913,"322,841.00",Grant-in-aid for enforcement costs - September 2013,NG8 9AF,,GIA,GLA00002,Expense,
Defra,Defra,03/09/2013,Evidence Non R&D,Policy Delivery DG,C E F A S,8003061,"318,140.32",High Level Agreement payment for Aquatics Evidence (Research and Design) - September 2013,NR33 0HT,SME,FUNDING,0,Expense,
Defra,Defra,17/09/2013,Evidence Non R&D,Policy Delivery DG,C E F A S,8003119,"318,140.32",High Level Agreement payment for Aquatics Evidence (Advice) - September 2013,NR33 0HT,SME,FUNDING,0,Expense,
Defra,Defra,03/09/2013,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,20913,"250,000.00",Local services support grant - September 2013,HP2 4XN,,exempt,0,Expense,
Defra,Defra,27/09/2013,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL720435,"241,555.81",Common Agricultural Policy Delivery Programme project charges on behalf of Kainos.  Sprint Project 6 – June 2013,B11 2LE,SME,,CAPDFA01,Asset,
Defra,Defra,11/09/2013,Overhead Incidental Expenses,Chief Operating Officer DG,Specialist Computer Centres,OPL702907,"235,030.62",Agile IT development consultancy costs relating to Kainos Sprint 2 - June 2013,B11 2LE,SME,CAP010,0,Asset,
Defra,Defra,19/09/2013,Dilapidation,Chief Operating Officer DG,Eversheds LLP,260713,"215,000.00",Payment of dilapidations at the end of the lease of Summit House - December 1987-December 2012,EC2V 7WS,,,B4090000,Expense,
Defra,Defra,19/09/2013,Programme Consultancy Costs,Policy Delivery DG,Local Partnerships LLP,41101272,"212,904.42",Waste Infrastructure Delivery Programme Transactor (software) support - August 2013,SW1P 3HZ,SME,14265,WFUNDCON,Expense,
Defra,Defra,27/09/2013,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL720434,"212,780.21",Common Agricultural Policy Delivery Programme project charges on behalf of Kainos.  Sprint Project 7 – July 2013,B11 2LE,SME,,CAPDFA01,Asset,
Defra,Defra,12/09/2013,Payments to Agencies GB,Policy Delivery DG,D L O Holding/Prionics AG,35002,"188,707.36",Tuberculin used for Bovine TB testing - 14 August 2013,8952,,,TUBP0468,Expense,
Defra,Defra,12/09/2013,Business Rates,Chief Operating Officer DG,D T Z,FR205,"186,903.93","Payment of rent, rates and service charges for various properties within the Defra Network - July 2013-September 2014",B3 2ED,,,0,Expense,
Defra,Defra,09/09/2013,Current Grants UK,Policy Delivery DG,Keep Britain Tidy,107759,"172,500.00",Keep Britain Tidy grant - September 2013.,WN3 4EX,SME,16247,0,Expense,
Defra,Defra,25/09/2013,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-524970-45790,"168,911.50",Development of an oral Bacille Calmette Guerin vaccine for badgers - regulatory component - 2013-14,KT15 3NB,SME,IDS,0,Expense,
Defra,Defra,09/09/2013,Other Current Payments E,Policy Delivery DG,Rural Payments Agency,335249,"157,885.00",Sheep and goat inspections - April-July 2013,RG1 3YD,SME,IDS/Funding,SGTINSP1,Expense,
Defra,Defra,27/09/2013,Electricity,Chief Operating Officer DG,E D F Energy,143020913,"157,652.62","Electricity charges for Sand Hutton, York - August 2013",PL3 5XQ,,,B2810000,Expense,
Defra,Defra,13/09/2013,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,65138,"157,426.87","Total Rail, Hotel and Flight costs - August 2013",BD1 3AZ,SME,,0,Asset,
Defra,Defra,23/09/2013,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,13014210,"154,416.00",Fees and expenses relating to Central Management Control Unit (CMCU) of the Automatic Urban and Rural Network.,SE1 2TX,,10892,0,Asset,
Defra,Defra,23/09/2013,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Food & Environment Research Agency,F0031737,"150,860.00",ObservaTREE (a Tree Health Early Warning System) feasibility study - July-September 2013,YO41 1LZ,,IGS,0,Expense,
Defra,Defra,23/09/2013,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,13016158,"142,237.00",Quality assurance fees and expenses of the Automatic Urban and Rural Network - August 2013.,SE1 2TX,,Exempt,AQNONRDX,Expense,
Defra,Defra,19/09/2013,Consultancy Non-Scheme,Policy Delivery DG,Freshfields Bruckhaus Deringer,EUKFF137575,"140,713.95",Thames Tideway Tunnel project - professional charges and photocopying - September 2013,EC4Y 1HS,,17831,0,Expense,
Defra,Defra,03/09/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00027732,"139,356.00",Costs incurred for the undertaking of estates maintenance projects over multiple sites which have been invoiced in August 2013,BS32 4NH,,10195,B0850000,Asset,
Defra,Defra,25/09/2013,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-524972-45771,"139,343.75",Continued vaccine development: Improving Bacille Calmette Guerin and developing non-sensitising vaccines for cattle - 2013-14,KT15 3NB,SME,IDS,0,Expense,
Defra,Defra,17/09/2013,Current Grants E,Policy Delivery DG,Isles of Scilly AONB,280613,"130,860.59",Area of Outstanding Natural Beauty grant claim - April 2012-March 2013,TR21 0LW,,exempt,0,Expense,
Defra,Defra,27/09/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00028163,"123,550.08","AHVLA Weybridge - Mid-term containment works - B267 East Corridor.  This is in relation to a capital project for Animal Health Veterinary Laboratories Agency at VLA Weybridge, Addlestone site relating to the TB Vaccine",BS32 4NH,,10195L,AHVLA267,Asset,
Defra,Defra,25/09/2013,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-524973-45772,"122,003.00",Continued vaccine development for Improving Bacille Calmette Guerin and developing non-sensitising vaccines for cattle - 2013-14,KT15 3NB,SME,IDS,0,Expense,
Defra,Defra,27/09/2013,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00028245,"116,537.79",Consumables provided by Interserve as part of the Facilities Management contract - charge covers properties across the Defra Network Estate - July 2013,BS32 4NH,,10226,0,Expense,
Defra,Defra,23/09/2013,Other Current Payments E,Policy Delivery DG,JSS Pensions Administration,RCPS10101,"113,011.92",Horticulture Research International staff pension scheme - August 2013,SN2 1FF,,Exempt,0,Expense,
Defra,Defra,13/09/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Deloitte LLP,2410069456,"108,278.40",Professional services for drafting of and agreeing key deliverables in advance of Finance and HR supplier on-boarding - June-July 2013,MK9 1FD,SME,CAP058,CAPDFA03,Expense,
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Rothamsted Research Ltd,ERS-525200-45690,"107,635.54","Project to understand the causes, distribution and scale of acute oak decline in the UK - April-September 2013",AL5 2JQ,,TH0108,0,Expense,
Defra,Defra,23/09/2013,Other Current Payments E,Policy Delivery DG,Food & Environment Research Agency,F0031695,"102,491.00",Government Decontamination Service (GDS) Service Level Agreement Pay costs - August 2013,YO41 1LZ,,IGS/Funding,0,Expense,
Defra,Defra,25/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Food & Environment Research Agency,ERS-525114-45720,"101,433.91",Future-Proofing Plant Health project - September 2013,YO41 1LZ,,Exempt,0,Expense,
Defra,Defra,11/09/2013,Overhead Incidental Expenses,Policy Delivery DG,R U Robots Ltd,90213,"99,255.21",The Grail Robot project - January 2012,M28 1WF,SME,exempt,0,Expense,
Defra,Defra,19/09/2013,Electricity,Chief Operating Officer DG,E D F Energy,145020913,"97,123.14","Electricity charges for the Veterinary Investigation Centre, Truro - August 2013",PL3 5XQ,,,B0870000,Expense,
Defra,Defra,13/09/2013,Current Grants E,Policy Delivery DG,Nidderdale AONB,30513,"89,722.53",Area of Outstanding Natural Beauty grant payment,HG1 2SG,,exempt,0,Expense,
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Forestry Commission Reserach Agency,ERS-525190-45797,"88,279.00","Project to understand the causes, distribution and scale of acute oak decline in the UK - 2012-13",GU10 4LH,,9 MILLBANK,0,Expense,
Defra,Defra,13/09/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Deloitte LLP,2410069594,"84,358.80",Professional services for the Abaco Review on the Common Agricultural Policy (CAP) Delivery Programme - June-July 2013,MK9 1FD,SME,CAP059,CAPDFA01,Expense,
Defra,Defra,23/09/2013,Other Current Payments E,Policy Delivery DG,Food & Environment Research Agency,F0031694,"84,312.00",Government Decontamination Service (GDS) Service Level Agreement Pay costs - August 2013,YO41 1LZ,,IGS/Funding,0,Expense,
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,The Pirbright Institute,ERS-524946-45798,"81,658.91",Further development of reverse transcription polymerase chain reaction technology in support of Foot and Mouth Disease diagnosis - September 2013,GU24 0NF,,exempt,0,Expense,
Defra,Defra,17/09/2013,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6153243,"76,904.00",Quality assurance/control services for AURN (Auto urban/rural air quality monitoring network) - August 2013,OX11 0QR,,Exempt,AQNONRDX,Expense,
Defra,Defra,03/09/2013,Other Current Payments (Evidence R&D),"Strategy, Evidence and Customers DG",Department Of Energy and Climate Change,1100008748,"75,370.00","Hadley Centre Recharges for Integrated Climate Programme.  Defra’s contribution to the Avoiding Dangerous Climate Change programme, as it was a joint Defra/Department of Energy and Climate Change initiative for 2012-13.  The project ran for three months from 14 December 2012–31 March 2013.",SW1A 2HD,SME,IGS Funding,RDEVFUND,Expense,
Defra,Defra,19/09/2013,Consultancy Non-Scheme,Policy Delivery DG,Freshfields Bruckhaus Deringer,EUKFF138430,"70,259.59",Professional and photocopying charges in relation to the Thames Tideway Tunnel project - September 2013,EC4Y 1HS,,17831,0,Expense,
Defra,Defra,23/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Freshwater Habitats Trust,164,"68,204.00","Analytical and methodological development for improved surveillance of the Great Crested Newt and other pond vertebrates - Milestone payments 10, 11 and 68 - April-July 2013",OX3 0BP,SME,WC1067/exempt,0,Expense,
Defra,Defra,27/09/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Deloitte LLP,2410070322,"66,364.80","Drafting of key deliverables in advance of Finance and HR supplier on-boarding, and then agreeing the content of the final deliverables with the Finance and HR supplier - August 2013",MK9 1FD,SME,CAP058,CAPDFA03,Expense,
Defra,Defra,17/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Natural England,8000013549,"66,000.00",Contribution to Monitoring of Engagement with the Natural Environment (MENE) - May-September 2013.,YO1 7PX,,WC1055,0,Expense,
Defra,Defra,27/09/2013,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00028211,"65,740.78",Consumables provided by Interserve as part of the Facilities Management contract - charge covers properties across the Defra Network Estate - June 2013,BS32 4NH,,10226,0,Expense,
Defra,Defra,09/09/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5808131151,"65,286.65",Technology Refresh - Update of applications called '.NET Applications' - August 2013,GU1 2LD,SME,FRW10040-00,P12TR080,Expense,
Defra,Defra,13/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute Of Occupational Medicine,SLINV100002178,"64,570.00",NanoReg Project Exposure work to be conducted in support of the NanoReg project - August 2013,EH14 4AP,SME,17856,0,Expense,
