Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,14/12/2015,Government Procurement Card,Ministry of Defence,Barclays Bank PLC,TS17 6YG,11667,Monthly GPC Payment,"£8,026,555.01"
Ministry of Defence,Ministry of Defence,09/12/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,81958,Property non dwellings private finance initiative - service concession arrangement service charge,"£7,946,917.05"
Ministry of Defence,Ministry of Defence,18/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,85551,Equipment support non-project costs,"£7,924,269.00"
Ministry of Defence,Ministry of Defence,30/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,187968,Equipment support non-project costs,"£7,850,842.00"
Ministry of Defence,Ministry of Defence,15/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,84128,Estate core services charge,"£7,735,657.71"
Ministry of Defence,Ministry of Defence,22/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,86849,Equipment support non-project costs,"£7,700,976.64"
Ministry of Defence,Ministry of Defence,29/12/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,88038,Property non dwellings private finance initiative - service concession arrangement service charge,"£7,617,779.77"
Ministry of Defence,Ministry of Defence,02/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,79584,Equipment support non-project costs,"£6,724,622.31"
Ministry of Defence,Ministry of Defence,21/12/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,86197,Fees for professional services excluding legal fees,"£6,699,241.79"
Ministry of Defence,Ministry of Defence,22/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,86735,Estate core services charge,"£6,585,653.07"
Ministry of Defence,Ministry of Defence,17/12/2015,Research and development,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,84984,Research and development at the pre main gate stage of a project,"£6,468,675.00"
Ministry of Defence,Ministry of Defence,10/12/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,82622,Property dwellings private finance initiative - service concession arrangement service charge,"£6,280,567.67"
Ministry of Defence,Ministry of Defence,17/12/2015,Government Procurement Card,Ministry of Defence,Barclays Bank PLC,TS17 6YG,11670,Monthly GPC Payment,"£6,234,304.62"
Ministry of Defence,Ministry of Defence,04/12/2015,"Adminstration, claims, compensation and awards",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,300000950,Cost of claims/compensation and related expenses against MOD,"£6,230,000.00"
Ministry of Defence,Ministry of Defence,11/12/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,82833,Utilities consumed - gas,"£5,994,863.39"
Ministry of Defence,Ministry of Defence,07/12/2015,Development costs for military equipment,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,2000001601,Intangible single use military equipment asset  - in year capital addition,"£5,986,989.93"
Ministry of Defence,Ministry of Defence,14/12/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,83283,Fiscal asset under construction - capital in year addition,"£5,808,333.00"
Ministry of Defence,Ministry of Defence,17/12/2015,Government Procurement Card,Ministry of Defence,Barclays Bank PLC,TS17 6YG,11670,Monthly GPC Payment,"£5,246,350.58"
Ministry of Defence,Ministry of Defence,15/12/2015,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,84105,Estate + facilities management services - accommodation inventory + service,"£5,033,824.59"
Ministry of Defence,Ministry of Defence,22/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,86736,Estate core services charge,"£4,770,027.27"
Ministry of Defence,Ministry of Defence,21/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,86198,Fiscal asset under construction - capital in year addition,"£4,630,765.40"
Ministry of Defence,Ministry of Defence,03/12/2015,IT and communication services,JFC,FUJITSU SERVICES LIMITED,W1U 3BW,79956,Information technology services,"£4,491,493.00"
Ministry of Defence,Ministry of Defence,11/12/2015,Development costs for military equipment,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,82711,Intangible fiscal asset  - in year capital addition,"£4,462,144.80"
Ministry of Defence,Ministry of Defence,17/12/2015,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,85015,Fees for professional services excluding legal fees,"£4,339,447.00"
Ministry of Defence,Ministry of Defence,21/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,86198,Estate core services charge,"£4,323,129.27"
Ministry of Defence,Ministry of Defence,10/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,82338,Estate + facilities management services - accommodation inventory + service,"£4,029,224.51"
Ministry of Defence,Ministry of Defence,16/12/2015,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,84440,Fees for professional services excluding legal fees,"£3,834,574.77"
Ministry of Defence,Ministry of Defence,14/12/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,83636,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,820,164.11"
Ministry of Defence,Ministry of Defence,14/12/2015,Spend on Inventory - General,Defence Equipment + Support,SOURCE VAGABOND SYSTEMS LTD,,3201133,Spend on Inventory - General,"£3,799,971.53"
Ministry of Defence,Ministry of Defence,14/12/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,83836,Fees for professional services excluding legal fees,"£3,588,118.60"
Ministry of Defence,Ministry of Defence,14/12/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,83832,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,542,055.85"
Ministry of Defence,Ministry of Defence,21/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,86200,Estate core services charge,"£3,532,180.91"
Ministry of Defence,Ministry of Defence,16/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,UK DOCKS MARINE SERVICES NORTH LIMITED,NE33 1LH,84888,Equipment support project costs,"£3,258,389.10"
Ministry of Defence,Ministry of Defence,11/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,82770,Equipment support non-project costs,"£3,131,621.64"
Ministry of Defence,Ministry of Defence,11/12/2015,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,11667,Monthly GPC Payment,"£3,121,684.73"
Ministry of Defence,Ministry of Defence,17/12/2015,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,84943,Plant + machinery private finance initiative - service concession arrangements service charge,"£2,973,976.88"
Ministry of Defence,Ministry of Defence,21/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LEND LEASE CONSTRUCTION (EMEA) LIMITED,B91 3TA,86347,Fiscal asset under construction - capital in year addition,"£2,924,890.14"
Ministry of Defence,Ministry of Defence,17/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,84974,Equipment support non-project costs,"£2,735,283.60"
Ministry of Defence,Ministry of Defence,14/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,83284,Equipment support non-project costs,"£2,577,600.00"
Ministry of Defence,Ministry of Defence,03/12/2015,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,79904,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,518,078.19"
Ministry of Defence,Ministry of Defence,30/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,187968,Post design services which are not capitalised,"£2,474,657.00"
Ministry of Defence,Ministry of Defence,18/12/2015,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,85645,Grant in aid to the council of reserve forces and cadet associations,"£2,384,309.00"
Ministry of Defence,Ministry of Defence,11/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,82712,Equipment support non-project costs,"£2,368,433.33"
Ministry of Defence,Ministry of Defence,09/12/2015,Development costs for military equipment,DES Bespoke Trading Entity,ATKINS LIMITED,WR5 1WS,81617,Intangible single use military equipment asset  - in year capital addition,"£2,328,010.80"
Ministry of Defence,Ministry of Defence,14/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,83940,Fiscal asset under construction - capital in year addition,"£2,206,033.20"
Ministry of Defence,Ministry of Defence,17/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,85024,Estate core services charge,"£2,186,904.98"
Ministry of Defence,Ministry of Defence,17/12/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,LONDON & REGIONAL (ST GEORGES  COURT) LIMITED,W1U 8EW,85200,Rent buildings - non civil estate property and married quarter property,"£2,160,000.00"
Ministry of Defence,Ministry of Defence,21/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DAVITT JONES BOULD LTD,TA1 4EB,86241,Fiscal asset under construction - capital in year addition,"£2,160,000.00"
Ministry of Defence,Ministry of Defence,22/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,86737,Works - estate management,"£2,160,000.00"
Ministry of Defence,Ministry of Defence,31/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,88203,Estate + facilities management services - accommodation inventory + service,"£2,131,273.36"
Ministry of Defence,Ministry of Defence,11/12/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,TOUCHSTONE CORPORATE PROPERTY SERVICES LIMITED,BA2 2AF,83224,Rent land - non civil estate property + married quarter property,"£2,065,860.00"
Ministry of Defence,Ministry of Defence,03/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000008577,Estate core services charge,"£2,064,950.87"
Ministry of Defence,Ministry of Defence,04/12/2015,Design services and minor equipment purchases,HO+CS,CROWN COMMERCIAL SERVICE,L3 9PP,80413,Equipment support project costs,"£2,047,500.00"
Ministry of Defence,Ministry of Defence,11/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,H M REVENUE & CUSTOMS,CF14 5XZ,82936,Post design services which are not capitalised,"£2,028,418.80"
Ministry of Defence,Ministry of Defence,22/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000009853,Works - estate management,"£2,006,572.07"
Ministry of Defence,Ministry of Defence,07/12/2015,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,80870,Grant in aid to the council of reserve forces and cadet associations,"£1,988,501.00"
Ministry of Defence,Ministry of Defence,07/12/2015,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,81142,Operating costs grant in aid to the Royal Hospital Chelsea,"£1,979,166.00"
Ministry of Defence,Ministry of Defence,31/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,88196,Fiscal asset under construction - capital in year addition,"£1,941,649.73"
Ministry of Defence,Ministry of Defence,24/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,87677,Estate + facilities management services - accommodation inventory + service,"£1,885,552.85"
Ministry of Defence,Ministry of Defence,03/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,79996,Estate + facilities management services - accommodation inventory + service,"£1,831,450.58"
Ministry of Defence,Ministry of Defence,17/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000009593,Estate core services charge,"£1,802,422.54"
Ministry of Defence,Ministry of Defence,09/12/2015,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,81628,Transport fighting equipment operating lease,"£1,799,864.14"
Ministry of Defence,Ministry of Defence,09/12/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,82053,Single use military equipment asset under construction - capital in year addition,"£1,781,475.00"
Ministry of Defence,Ministry of Defence,18/12/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,85604,Fees for professional services excluding legal fees,"£1,778,661.60"
Ministry of Defence,Defence Science and Technology Laboratory,04/12/2015,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000168241 - 00215499,Facility Management Costs,"£1,738,480.03"
Ministry of Defence,Ministry of Defence,09/12/2015,Medical treatment & stores and welfare services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,82094,Welfare services including sports equipment and ministers of religion.,"£1,721,166.00"
Ministry of Defence,Ministry of Defence,23/12/2015,Spend on Inventory - General,Defence Equipment + Support,SOURCE VAGABOND SYSTEMS LTD,,3201203,Spend on Inventory - General,"£1,706,505.03"
Ministry of Defence,Ministry of Defence,09/12/2015,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,81631,External military training ,"£1,703,703.08"
Ministry of Defence,Ministry of Defence,09/12/2015,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,81754,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,673,683.56"
Ministry of Defence,Ministry of Defence,03/12/2015,Grants to NDPBs,Land Forces,THE GURKHA WELFARE TRUST,SP2 2EX,80220,Operating costs grant in aid to the Gurkha welfare scheme,"£1,650,000.00"
Ministry of Defence,Ministry of Defence,11/12/2015,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,83145,Fees for professional services excluding legal fees,"£1,610,106.52"
Ministry of Defence,Ministry of Defence,24/12/2015,Spend on Inventory - General,Defence Equipment + Support,3M UNITED KINGDOM PUBLIC LIMITED COMPANY,RG12 8HT,87453,Spend on Inventory - General,"£1,591,245.70"
Ministry of Defence,Ministry of Defence,14/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000009468,Estate core services charge,"£1,566,209.79"
Ministry of Defence,Ministry of Defence,09/12/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,81813,Property dwellings private finance initiative - service concession arrangement service charge,"£1,537,712.09"
Ministry of Defence,Ministry of Defence,23/12/2015,Fees for professional services,HO+CS,CABINET OFFICE,CF14 3UW,300001037,Fees for professional services excluding legal fees,"£1,480,064.00"
Ministry of Defence,Ministry of Defence,03/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000008597,Works - estate management,"£1,446,949.17"
Ministry of Defence,Ministry of Defence,07/12/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,SAAB AB (PUBL),,3201102,Single use military equipment asset under construction - capital in year addition,"£1,399,208.00"
Ministry of Defence,Ministry of Defence,17/12/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,85016,Fees for professional services excluding legal fees,"£1,389,878.00"
Ministry of Defence,Ministry of Defence,09/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,82188,Equipment support non-project costs,"£1,382,916.80"
Ministry of Defence,Ministry of Defence,09/12/2015,Research and development,DES Bespoke Trading Entity,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,81638,Research and development at the pre main gate stage of a project,"£1,339,529.00"
Ministry of Defence,Ministry of Defence,24/12/2015,Spend on Inventory - General,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,87823,Spend on Inventory - General,"£1,287,512.96"
Ministry of Defence,Ministry of Defence,08/12/2015,Purchase of buildings - Dwellings,DEFENCE INFRASTRUCTURE ORGANISATION,DAVITT JONES BOULD LTD,TA1 4EB,81276,Property building dwellings asset - in year capital addition,"£1,286,910.00"
Ministry of Defence,Ministry of Defence,31/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,88205,Fiscal asset under construction - capital in year addition,"£1,276,048.00"
Ministry of Defence,Ministry of Defence,14/12/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,83934,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,231,105.09"
Ministry of Defence,Ministry of Defence,21/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,86200,Works services - excluding United States forces/NATO + married quarters,"£1,215,949.10"
Ministry of Defence,Ministry of Defence,21/12/2015,Design services and minor equipment purchases,Land Forces,SAAB AB,,3201189,Equipment support non-project costs,"£1,196,778.00"
Ministry of Defence,Ministry of Defence,04/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,80691,Estate + facilities management services - accommodation inventory + service,"£1,170,766.90"
Ministry of Defence,Ministry of Defence,18/12/2015,Purchase of buildings and military equipment ,JFC,SERCO LIMITED,RG27 9UY,85986,Fiscal asset under construction - capital in year addition,"£1,128,816.00"
Ministry of Defence,Ministry of Defence,04/12/2015,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,80682,Equipment support non-project costs,"£1,113,598.09"
Ministry of Defence,Ministry of Defence,02/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,79485,Fiscal asset under construction - capital in year addition,"£1,111,536.59"
Ministry of Defence,Ministry of Defence,10/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BUNDESKASSE HALLE,,6000009091,Works - estate management,"£1,088,137.59"
Ministry of Defence,Ministry of Defence,09/12/2015,IT and communication services,HO+CS,IBM UNITED KINGDOM LIMITED,PO6 3AE,81874,Information technology services,"£1,084,315.20"
Ministry of Defence,Ministry of Defence,10/12/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,82609,Cost of food purchases,"£1,083,719.65"
Ministry of Defence,Ministry of Defence,18/12/2015,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,85817,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,069,071.98"
Ministry of Defence,Defence Science and Technology Laboratory,18/12/2015,Sub Contracted Work,Divisions,SERCO LIMITED (LABORATORY ASSETS ONLY),,V - 9000168445 - 00215217,Sub Contracted Work,"£1,067,164.11"
Ministry of Defence,Ministry of Defence,24/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,87859,Estate + facilities management services - accommodation inventory + service,"£1,059,712.57"
Ministry of Defence,Ministry of Defence,03/12/2015,Inventory Accruals,Defence Equipment + Support,TERBERG DTS (UK) LIMITED,HX5 9DA,80212,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,056,085.63"
Ministry of Defence,Ministry of Defence,22/12/2015,"Adminstration, claims, compensation and awards",HO+CS,THE RIVERSIDE GROUP LIMITED,L24 8RF,86983,Cost of claims/compensation and related expenses against MOD,"£1,035,000.00"
Ministry of Defence,Ministry of Defence,18/12/2015,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,85986,Equipment support non-project costs,"£1,026,473.01"
Ministry of Defence,Defence Science and Technology Laboratory,11/12/2015,IS Support Service,Infrastructure,SOPRA STERIA LIMITED,,V - 9000168331 - 00216150,IS Support Service,"£1,004,690.05"
Ministry of Defence,Defence Science and Technology Laboratory,29/12/2015,IS Support Service,Infrastructure,SOPRA STERIA LIMITED,,V - 9000168544 - 00216863,IS Support Service,"£990,159.89"
Ministry of Defence,Ministry of Defence,22/12/2015,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,86688,Spend on Inventory - General,"£982,164.79"
Ministry of Defence,Defence Science and Technology Laboratory,22/12/2015,Sub Contracted Work,Divisions,SELEX ES LIMITED,,V - 9000168507 - 00216207,Sub Contracted Work,"£975,516.00"
Ministry of Defence,Ministry of Defence,23/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,HILL PARTNERSHIPS LIMITED,EN9 1BN,187926,Fiscal asset under construction - capital in year addition,"£974,673.97"
Ministry of Defence,Ministry of Defence,02/12/2015,Spend on Inventory - General,Defence Equipment + Support,ITURRI SA,OX16 3TA,3201069,Spend on Inventory - General,"£965,682.58"
Ministry of Defence,Defence Science and Technology Laboratory,18/12/2015,Sub Contracted Work,Divisions,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,,V - 9000168405 - 00215726,Sub Contracted Work,"£961,287.00"
Ministry of Defence,Ministry of Defence,22/12/2015,Purchase of information and communications technology,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,86849,IT + communications asset - in year capital addition,"£950,280.40"
Ministry of Defence,Ministry of Defence,09/12/2015,General services and support,Defence Equipment + Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,81902,Defence equipment CLS/IOS service charge,"£947,069.40"
Ministry of Defence,Defence Science and Technology Laboratory,18/12/2015,Capital Asset expenditure,Infrastructure,BAM NUTTALL LIMITED,,V - 9000168456 - 00216456,Capital Asset expenditure,"£942,481.44"
Ministry of Defence,Ministry of Defence,09/12/2015,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,81628,Equipment support non-project costs,"£938,845.43"
Ministry of Defence,Ministry of Defence,21/12/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,HENRY BROTHERS (MAGHERAFELT)LIMITED,BT45 6HJ,11501,Fiscal asset under construction - capital in year addition,"£931,221.10"
Ministry of Defence,Defence Science and Technology Laboratory,22/12/2015,Sub Contracted Research,Divisions,MBDA UK LIMITED,,V - 9000168471 - 00212713,Sub Contracted Research,"£920,306.00"
Ministry of Defence,Ministry of Defence,17/12/2015,Fees for professional services,HO+CS,SERCO LIMITED,RG27 9UY,85372,Fees for professional services excluding legal fees,"£917,505.21"
Ministry of Defence,Ministry of Defence,11/12/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,82777,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£914,055.22"
Ministry of Defence,Ministry of Defence,21/12/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,86199,Works - estate management,"£912,945.09"
