Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,27/04/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,126763,Works - estate management,"£3,619,254.30"
Ministry of Defence,Ministry of Defence,21/04/2016,Grants to NDPBs,Army TLB,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,125000,Grant in aid to the council of reserve forces and cadet associations,"£3,610,493.57"
Ministry of Defence,Ministry of Defence,26/04/2016,General services and support,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,126265,Defence equipment CLS/IOS service charge,"£3,341,273.51"
Ministry of Defence,Ministry of Defence,27/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,THE MORAY COUNCIL,IV30 1BX,127092,Rent buildings - non civil estate property and married quarter property,"£3,326,204.60"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WEST OXFORDSHIRE DISTRICT COUNCIL,OX28 6JH,121992,Rent buildings - non civil estate property and married quarter property,"£3,260,320.00"
Ministry of Defence,Ministry of Defence,08/04/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LAGAN LACOVOU JV,,6000013850,Fiscal asset under construction - capital in year addition,"£3,238,311.81"
Ministry of Defence,Ministry of Defence,12/04/2016,Spend on Inventory - General,Defence Equipment + Support,SOURCE VAGABOND SYSTEMS LTD,,3201616,Spend on Inventory - General,"£3,187,082.73"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CORNWALL COUNCIL,PL27 6TW,121461,Rent buildings - non civil estate property and married quarter property,"£3,053,593.18"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,NORTH KESTEVEN DISTRICT COUNCIL,NG34 7EF,121775,Rent buildings - non civil estate property and married quarter property,"£3,010,286.40"
Ministry of Defence,Ministry of Defence,28/04/2016,Grants to NDPBs,Army TLB,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,127251,Grant in aid to the council of reserve forces and cadet associations,"£2,985,270.57"
Ministry of Defence,Ministry of Defence,05/04/2016,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,119294,Plant + machinery private finance initiative - service concession arrangements service charge,"£2,973,976.88"
Ministry of Defence,Ministry of Defence,27/04/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,126763,Fiscal asset under construction - capital in year addition,"£2,946,039.40"
Ministry of Defence,Ministry of Defence,18/04/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,123253,Fiscal asset under construction - capital in year addition,"£2,926,198.51"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,GOSPORT BOROUGH COUNCIL,PO12 1ED,121553,Rent buildings - non civil estate property and married quarter property,"£2,865,931.75"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,RICHMONDSHIRE DISTRICT COUNCIL,DL10 4JX,121836,Rent buildings - non civil estate property and married quarter property,"£2,861,102.74"
Ministry of Defence,Ministry of Defence,05/04/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,119470,Estate + facilities management services - accommodation inventory + service,"£2,855,359.87"
Ministry of Defence,Ministry of Defence,07/04/2016,Development costs for military equipment,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,120445,Intangible fiscal asset  - in year capital addition,"£2,807,500.00"
Ministry of Defence,Ministry of Defence,07/04/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,120445,Fiscal asset under construction - capital in year addition,"£2,767,500.00"
Ministry of Defence,Ministry of Defence,22/04/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,125515,Works - estate management,"£2,660,750.14"
Ministry of Defence,Ministry of Defence,14/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WILTSHIRE COUNCIL,BA14 4DS,123205,Rent buildings - non civil estate property and married quarter property,"£2,614,585.97"
Ministry of Defence,Ministry of Defence,21/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,FIFE COUNCIL,KY7 5LT,125028,Rent buildings - non civil estate property and married quarter property,"£2,603,816.60"
Ministry of Defence,Ministry of Defence,22/04/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,125515,Fiscal asset under construction - capital in year addition,"£2,527,287.52"
Ministry of Defence,Ministry of Defence,06/04/2016,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,119766,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,518,078.19"
Ministry of Defence,Ministry of Defence,13/04/2016,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,122302,Equipment support non-project costs,"£2,504,775.89"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PLYMOUTH CITY COUNCIL,PL1 2AA,121807,Rent buildings - non civil estate property and married quarter property,"£2,448,815.58"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,VALE OF WHITE HORSE DISTRICT COUNCIL,OX10 8ED,121977,Rent buildings - non civil estate property and married quarter property,"£2,383,115.00"
Ministry of Defence,Ministry of Defence,25/04/2016,IT and communication services,HO+CS,ORACLE CORPORATION UK LTD,RG6 1RA,126110,Information technology services,"£2,213,103.49"
Ministry of Defence,Ministry of Defence,22/04/2016,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,125710,Operating costs grant in aid to the royal navy marine society and sea cadets.,"£2,186,057.12"
Ministry of Defence,Ministry of Defence,05/04/2016,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,119324,Post design services which are not capitalised,"£2,182,845.00"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,RUSHMOOR BOROUGH COUNCIL,GU14 7JU,121852,Rent buildings - non civil estate property and married quarter property,"£2,109,491.65"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,SHROPSHIRE COUNCIL,SY2 6ND,121876,Rent buildings - non civil estate property and married quarter property,"£2,069,508.00"
Ministry of Defence,Ministry of Defence,19/04/2016,Grants to NDPBs,Army TLB,ROYAL HOSPITAL,SW3 4SR,124415,Operating costs grant in aid to the Royal Hospital Chelsea,"£2,050,790.00"
Ministry of Defence,Ministry of Defence,07/04/2016,Fees for professional services,Air Command,KPMG LLP,WD17 1DE,120645,Fees for professional services excluding legal fees,"£2,050,000.00"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,COLCHESTER BOROUGH COUNCIL,CO1 1QY,121452,Rent buildings - non civil estate property and married quarter property,"£2,038,694.00"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PORTSMOUTH CITY COUNCIL,PO1 2BE,121811,Rent buildings - non civil estate property and married quarter property,"£2,014,391.99"
Ministry of Defence,Ministry of Defence,05/04/2016,Spend on Inventory - General,Defence Equipment + Support,ROLLS-ROYCE POWER ENGINEERING PLC,DE21 7XX,119578,Spend on Inventory - General,"£2,008,282.80"
Ministry of Defence,Ministry of Defence,07/04/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,120475,Equipment support non-project costs,"£2,003,560.10"
Ministry of Defence,Ministry of Defence,19/04/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,124176,Single use military equipment asset under construction - capital in year addition,"£1,980,000.00"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,STRATFORD-ON-AVON DISTRICT COUNCIL,CV37 6HX,121911,Rent buildings - non civil estate property and married quarter property,"£1,938,300.00"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,HAMBLETON DISTRICT COUNCIL,DL6 2UU,121562,Rent buildings - non civil estate property and married quarter property,"£1,930,447.40"
Ministry of Defence,Ministry of Defence,26/04/2016,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,126335,Grant in aid to the council of reserve forces and cadet associations,"£1,911,799.91"
Ministry of Defence,Ministry of Defence,27/04/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,BALFOUR BEATTY GROUP LIMITED,SW1V 1LQ,126726,Fiscal asset under construction - capital in year addition,"£1,853,811.60"
Ministry of Defence,Ministry of Defence,22/04/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,BALFOUR BEATTY REGIONAL CONSTRUCTION LIMITED,E14 5HU,125301,Fiscal asset under construction - capital in year addition,"£1,848,097.20"
Ministry of Defence,Ministry of Defence,05/04/2016,Fees for professional services,DES Bespoke Trading Entity,ERNST & YOUNG LLP,SE1 2AF,119416,Fees for professional services excluding legal fees,"£1,830,287.71"
Ministry of Defence,Ministry of Defence,25/04/2016,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 6BS,125847,External military training ,"£1,822,402.15"
Ministry of Defence,Ministry of Defence,11/04/2016,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,121360,External military training ,"£1,765,661.62"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PURBECK DISTRICT COUNCIL,BH20 4PP,121822,Rent buildings - non civil estate property and married quarter property,"£1,753,399.82"
Ministry of Defence,Ministry of Defence,11/04/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000013897,Estate core services charge,"£1,751,195.19"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,NORTHUMBERLAND COUNTY COUNCIL,NE61 2EF,121779,Rent buildings - non civil estate property and married quarter property,"£1,729,202.51"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,LONDON BOROUGH OF HILLINGDON,UB8 1UW,121631,Rent buildings - non civil estate property and married quarter property,"£1,726,455.75"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CHERWELL DISTRICT COUNCIL,OX15 4BH,121435,Rent buildings - non civil estate property and married quarter property,"£1,719,877.90"
Ministry of Defence,Ministry of Defence,18/04/2016,Spend on Inventory - General,Defence Equipment + Support,SELEX ES LTD,SS14 3EL,124007,Spend on Inventory - General,"£1,717,175.76"
Ministry of Defence,Ministry of Defence,05/04/2016,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,119339,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£1,713,887.41"
Ministry of Defence,Ministry of Defence,05/04/2016,Property leases,Army TLB,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,119405,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,711,541.98"
Ministry of Defence,Ministry of Defence,08/04/2016,Medical treatment & stores and welfare services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,121217,Welfare services including sports equipment and ministers of religion.,"£1,700,356.37"
Ministry of Defence,Defence Science & Technology Laboratory,29/04/2016,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000171138 - 00224968,Facility Management Costs,"£1,695,284.81"
Ministry of Defence,Ministry of Defence,14/04/2016,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,122805,Transport fighting equipment operating lease,"£1,685,282.48"
Ministry of Defence,Ministry of Defence,28/04/2016,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,127571,Fees for professional services excluding legal fees,"£1,657,450.18"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,TEST VALLEY BOROUGH COUNCIL,SP10 3AJ,121929,Rent buildings - non civil estate property and married quarter property,"£1,644,680.90"
Ministry of Defence,Ministry of Defence,13/04/2016,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,KPMG LLP,WD17 1DE,122507,The provision of advice and assistance relating to the strategy of an organisation,"£1,615,706.25"
Ministry of Defence,Ministry of Defence,22/04/2016,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,125341,Fees for professional services excluding legal fees,"£1,611,308.58"
Ministry of Defence,Ministry of Defence,06/04/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000013766,Works - estate management,"£1,607,568.39"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,TELFORD & WREKIN COUNCIL,TF3 4LF,121927,Rent buildings - non civil estate property and married quarter property,"£1,600,887.60"
Ministry of Defence,Ministry of Defence,12/04/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ST. MODWEN DEVELOPMENTS LIMITED,B31 2UQ,122258,Fiscal asset under construction - capital in year addition,"£1,596,947.42"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,HUNTINGDONSHIRE DISTRICT COUNCIL,PE29 3TN,121586,Rent buildings - non civil estate property and married quarter property,"£1,595,370.00"
Ministry of Defence,Ministry of Defence,20/04/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000014307,Single use military equipment asset under construction - capital in year addition,"£1,574,803.15"
Ministry of Defence,Ministry of Defence,07/04/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,UK POWER NETWORKS (OPERATIONS) LIMITED,SE1 6NP,120802,Fiscal asset under construction - capital in year addition,"£1,572,000.00"
Ministry of Defence,Ministry of Defence,29/04/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,127836,Estate + facilities management services - accommodation inventory + service,"£1,571,318.58"
Ministry of Defence,Ministry of Defence,06/04/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,119790,Property dwellings private finance initiative - service concession arrangement service charge,"£1,567,703.25"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,EAST HAMPSHIRE DISTRICT COUNCIL,GU31 4EX,121506,Rent buildings - non civil estate property and married quarter property,"£1,559,606.25"
Ministry of Defence,Ministry of Defence,08/04/2016,IT and communication services,JFC,TRUSTMARQUE SOLUTIONS LIMITED,YO32 9GZ,121278,Computer equipment costing below the capitalisation threshold,"£1,548,196.14"
Ministry of Defence,Ministry of Defence,05/04/2016,IT and communication services,JFC,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,119456,Information technology services,"£1,536,800.26"
Ministry of Defence,Ministry of Defence,26/04/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,126265,Fiscal asset under construction - capital in year addition,"£1,511,845.96"
Ministry of Defence,Ministry of Defence,13/04/2016,Research and development,DES Bespoke Trading Entity,MARLBOROUGH COMMUNICATIONS  LIMITED,RH6 9UU,122527,Research and development excluding defence science and technology laboratory,"£1,495,584.00"
Ministry of Defence,Ministry of Defence,28/04/2016,Research and development,DES Bespoke Trading Entity,MARLBOROUGH COMMUNICATIONS  LIMITED,RH6 9UU,127399,Research and development excluding defence science and technology laboratory,"£1,495,584.00"
Ministry of Defence,Ministry of Defence,11/04/2016,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,PE30 1PX,121389,Rent buildings - non civil estate property and married quarter property,"£1,491,000.00"
Ministry of Defence,Ministry of Defence,21/04/2016,Grants to Reserves Forces and Cadets Association,Army TLB,THE ARMY CADET FORCE ASSOCIATION,EC2A 4DW,125204,Grants to reserve forces and cadet associations,"£1,488,286.00"
Ministry of Defence,Defence Science & Technology Laboratory,22/04/2016,Capital Asset expenditure,Infrastructure,BAM NUTTALL LIMITED,,V - 9000171003 - 00223236,Capital Asset expenditure,"£1,467,006.60"
Ministry of Defence,Ministry of Defence,19/04/2016,IT and communication services,JFC,COMPAREX UK LIMITED,HA1 3EL,124222,Information technology services,"£1,462,873.20"
Ministry of Defence,Ministry of Defence,29/04/2016,IT and communication services,JFC,COMPAREX UK LIMITED,HA1 3EL,127740,Information technology services,"£1,462,873.20"
Ministry of Defence,Ministry of Defence,05/04/2016,Purchase of inventory and services ,Navy Command,CAMBRIDGE INFORMATION LTD,IP14 2EN,119365,Cost of other material consumed,"£1,455,501.60"
