Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,800.08
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,207.34
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,"1,324.38"
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,560.33
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,930.64
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,326.66
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,467.67
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,580.44
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,250.90
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,404.84
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,GROUP FINANCE,RICOH UK LTD,2015131504,230.91
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2015131504,"1,842.85"
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,WWG,RICOH UK LTD,2015131504,404.84
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,WWG,RICOH UK LTD,2015131504,457.62
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,WWG,RICOH UK LTD,2015131504,207.34
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,EG,RICOH UK LTD,2015131504,469.13
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,LSPG,RICOH UK LTD,2015131504,162.48
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,GROUP FINANCE,RICOH UK LTD,2015131504,243.62
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,GROUP FINANCE,RICOH UK LTD,2015131504,187.45
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,SHARED SERVICES ,RICOH UK LTD,2015131504,243.62
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2015131504,727.07
Department for Work and Pensions,Corporate,04/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,EG,RICOH UK LTD,2015131504,540.00
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,-172.73
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,-87.37
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,75.54
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,13.31
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,915.90
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,CORPORATE IT,RICOH UK LTD,2015131504,33.69
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,3.96
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,68.17
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,CORPORATE IT,RICOH UK LTD,2015131504,2.14
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,CORPORATE IT,RICOH UK LTD,2015131504,37.69
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,CORPORATE IT,RICOH UK LTD,2015131504,0.04
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Support Services,RICOH UK LTD,2015131504,16.31
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,LSPG,RICOH UK LTD,2015131504,-329.12
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,LSPG,RICOH UK LTD,2015131504,"1,067.09"
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Support Services,RICOH UK LTD,2015131504,9.18
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Support Services,RICOH UK LTD,2015131504,0.58
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Support Services,RICOH UK LTD,2015131504,375.19
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Support Services,RICOH UK LTD,2015131504,45.64
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Support Services,RICOH UK LTD,2015131504,276.81
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Support Services,RICOH UK LTD,2015131504,33.16
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate and Support Services,RICOH UK LTD,2015131504,227.16
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,767.23
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,51.04
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,37.87
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,2.86
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,12.33
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,389.94
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,87.55
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,"1,487.74"
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,842.84
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,14.59
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,RICOH UK LTD,2015131504,22.57
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,169.32
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,191.42
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,414.90
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,59.73
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,664.58
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,83.35
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,105.64
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,-140.47
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,114.20
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,333.86
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,102.07
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,38.62
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2015131504,142.16
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,CORPORATE IT,RICOH UK LTD,2015131504,3.88
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2015131504,381.11
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2015131504,111.14
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,WWG,RICOH UK LTD,2015131504,10.62
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,EG,RICOH UK LTD,2015131504,60.55
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,EG,RICOH UK LTD,2015131504,-493.59
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,EG,RICOH UK LTD,2015131504,"-1,388.17"
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,EG,RICOH UK LTD,2015131504,659.96
Department for Work and Pensions,Corporate,04/05/2010,PRINTING STATIONERY IT & CONSUMABLES,GROUP FINANCE,XEROX UK LIMITED 3W,2015131991,"202,979.54"
Department for Work and Pensions,Corporate,04/05/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,PARTNERS ANDREWS ALDRIDGE,2015131356,"45,434.31"
Department for Work and Pensions,Employment Programmes,04/05/2010,JSP ESF DEL P COSTS,EG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2015130602,"3,952.68"
Department for Work and Pensions,Employment Programmes,04/05/2010,MISCELLANEOUS EXPENDITURE,EG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2015130602,"1,605.16"
Department for Work and Pensions,Employment Programmes,04/05/2010,ND 50+,EG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2015130602,"2,683.65"
Department for Work and Pensions,Employment Programmes,04/05/2010,ND 50+,EG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2015130602,"9,198.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,ND 50+,EG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2015130602,"9,204.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,ND 50+,EG EMPLOYMENT PROGRAMMES,SERCO LTD,2015131691,"1,693.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,ND 50+,EG EMPLOYMENT PROGRAMMES,SERCO LTD,2015131691,"14,337.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,ND 50+,EG EMPLOYMENT PROGRAMMES,SERCO LTD,2015131691,"6,500.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,ND 50+,EG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2015130602,"1,752.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,NDDP,EG EMPLOYMENT PROGRAMMES,SEETEC,2015131689,"228,840.70"
Department for Work and Pensions,Employment Programmes,04/05/2010,OTHER CURRENT,EG EMPLOYMENT PROGRAMMES,OFSTED,2015131265,"942,043.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,PROGRESS TO WORK,EG EMPLOYMENT PROGRAMMES,THE LIVERPOOL SOCIAL PARTNERSHIP,2015131834,"13,108.03"
Department for Work and Pensions,Employment Programmes,04/05/2010,PROGRESS TO WORK,EG EMPLOYMENT PROGRAMMES,THE LIVERPOOL SOCIAL PARTNERSHIP,2015131834,"18,728.36"
Department for Work and Pensions,Employment Programmes,04/05/2010,WORK PREPARATION,EG EMPLOYMENT PROGRAMMES,SHAW TRUST LTD,2015133552,"28,003.30"
Department for Work and Pensions,Employment Programmes,04/05/2010,WORK PREPARATION,EG EMPLOYMENT PROGRAMMES,SHAW TRUST LTD,2015133552,"1,166.05"
Department for Work and Pensions,Employment Programmes,04/05/2010,WORKSTEP,EG EMPLOYMENT PROGRAMMES,CARMARTHENSHIRE COUNTY COUNCIL,2015133466,"32,882.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,YOUNG PERSONS GUARANTEE (YPG) AND FUTURE JOBS FUND (FJF),EG EMPLOYMENT PROGRAMMES,BUCKINGHAMSHIRE COUNTY COUNCIL,2015128951,"117,000.00"
Department for Work and Pensions,Employment Programmes,04/05/2010,YOUNG PERSONS GUARANTEE (YPG) AND FUTURE JOBS FUND (FJF),EG EMPLOYMENT PROGRAMMES,CORNWALL COUNCIL,2015129090,"235,300.00"
