Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Sep/2013 ,Electricity,Finance & Commercial Group - Corporate Shared Services,EDF ENERGY plc,1089728,1.15,RUNNING COSTS DEVOLVED - Electricity,PL3 5TU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Sep/2013 ,Electricity,Finance & Commercial Group - Corporate Shared Services,EDF ENERGY plc,1089728,-504.92,RUNNING COSTS DEVOLVED - Electricity,PL3 5TU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1089757,-646.04,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1089757,-646.04,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1089757,-646.04,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1089757,232.98,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1089757,232.98,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1089757,232.98,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1090036,-5.94,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/Sep/2013 ,Leased Buildings - Clearing,Finance & Commercial Group - Corporate Shared Services,EC HARRIS LLP,1090045,18231.73,BIS INFRASTRUCTURE MAINTENANCE - Leased Buildings - Clearing,M60 3NT,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1090129,14304.21,RUNNING COSTS DEVOLVED - Standard Desktop Plus Services,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1090129,1949.30,RUNNING COSTS DEVOLVED - Standard Desktop Plus Services,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Sep/2013 ,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1090383,5365.97,RUNNING COSTS DEVOLVED - Standard Desktop Plus Services,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/Sep/2013 ,CARA Approved Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,ANDREW BERNARD,1090441,400.00,FORESIGHT - CARA Approved Research & Development Expenditure (Programme),NH03755,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1090546,-5.94,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Sep/2013 ,Technical Programme Support Services,"Strategy, Analysis and Better Regulation - BRDO",PRECISE MEDIA MONITORING LTD,1090598,-2430.66,PRODUCT DEVELOPMENT - Technical Programme Support Services,EC3N 4QN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/Sep/2013 ,Technical Programme Support Services,"Strategy, Analysis and Better Regulation - BRDO",PRECISE MEDIA MONITORING LTD,1090598,-2430.66,PRODUCT DEVELOPMENT - Technical Programme Support Services,EC3N 4QN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Mobile Phones,Business & Skills Group - Enterprise Directorate,VODAFONE LTD,1090657,-17.82,RUNNING COSTS DEVOLVED - Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Mobile Phones,Markets and Local Growth - Consumer and Competition Policy,VODAFONE LTD,1090825,-5.94,RUNNING COSTS DEVOLVED - Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Accommodation Rentals (Programme),Markets and Local Growth - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091036,623.89,EU EXPERTISE AND CONSULTANCY (SNEs) - Accommodation Rentals (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Accommodation Rentals (Programme),Markets and Local Growth - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091036,30.00,EU EXPERTISE AND CONSULTANCY (SNEs) - Accommodation Rentals (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091037,216.16,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091039,287.41,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091040,23.45,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091041,1706.42,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091042,493.32,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091043,192.85,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091044,535.47,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091045,125.13,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091046,405.72,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091047,28.14,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091048,33.17,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Accommodation Rentals (Programme),Markets and Local Growth - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091049,109.88,EU EXPERTISE AND CONSULTANCY (SNEs) - Accommodation Rentals (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1091050,439.65,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Sep/2013 ,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,CGI IT UK LTD,1091146,5506.76,RUNNING COSTS DEVOLVED - ICT Business Specific Application Services,CF31 9AP,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education,STUDENT LOANS  CO LTD (INVEST TO SAVE),1091181,341759.43,SLC GRANT IN AID - Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education,STUDENT LOANS  CO LTD (INVEST TO SAVE),1091181,11051827.66,SLC GRANT IN AID - Grant in Aid - Current -Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/Sep/2013 ,Computer Equipment - Clearing,Finance & Commercial Group - Modernisation Fund and Shared Services,PA CONSULTING GROUP LTD,1091207,32032.80,BIS INFRASTRUCTURE MAINTENANCE - Computer Equipment - Clearing,SW1W 9SR,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Sep/2013 ,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1091222,2224.00,RUNNING COSTS DEVOLVED - ICT Maintenance & Upkeep,SW19 3RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/Sep/2013 ,Computer Equipment - Clearing,Finance & Commercial Group - Modernisation Fund and Shared Services,PA CONSULTING GROUP LTD,1091227,18612.00,BIS INFRASTRUCTURE MAINTENANCE - Computer Equipment - Clearing,SG8 6DP,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Sep/2013 ,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1091228,233.29,RUNNING COSTS DEVOLVED - ICT Business Specific Application Services,SW19 3RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Publications,Legal Services - Legal Services,SWETS INFORMATION SERVICES,1091282,88.25,RUNNING COSTS DEVOLVED - Publications,OX14 1UQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Publications,Legal Services - Legal Services,SWETS INFORMATION SERVICES,1091282,1112.17,RUNNING COSTS DEVOLVED - Publications,OX14 1UQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Sep/2013 ,Standard Desktop Services,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1091365,14675.73,RUNNING COSTS DEVOLVED - Standard Desktop Services,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1091390,657.22,RUNNING COSTS DEVOLVED - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Mobile Phones,Markets and Local Growth - Export Control Organisation,VODAFONE LTD,1091400,-3.56,RUNNING COSTS DEVOLVED - Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Grant in Aid - Current -Other,Markets and Local Growth - Labour Market,ACAS,1091444,3650000.00,ACAS FUNDING - Grant in Aid - Current -Other,NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Moving/Storage Costs (Programme),Markets and Local Growth - Europe Trade & International Directorate,PICKFORDS MOVE MANAGEMENT LTD,1091464,1300.00,BILATEREL ASSISTANCE - Moving/Storage Costs (Programme),NW10 0TG,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Moving/Storage Costs (Programme),Markets and Local Growth - Europe Trade & International Directorate,PICKFORDS MOVE MANAGEMENT LTD,1091464,142.00,BILATEREL ASSISTANCE - Moving/Storage Costs (Programme),NW10 0TG,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Moving/Storage Costs (Programme),Markets and Local Growth - Europe Trade & International Directorate,PICKFORDS MOVE MANAGEMENT LTD,1091464,240.60,BILATEREL ASSISTANCE - Moving/Storage Costs (Programme),NW10 0TG,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/Sep/2013 ,Gas,Finance & Commercial Group - Corporate Shared Services,CORONA ENERGY RETAIL 3 LTD T/A CORONA ENERGY,1091474,1406.45,RUNNING COSTS DEVOLVED - Gas,WD17 1JW,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/Sep/2013 ,Gas,Finance & Commercial Group - Corporate Shared Services,CORONA ENERGY RETAIL 3 LTD T/A CORONA ENERGY,1091474,1406.45,RUNNING COSTS DEVOLVED - Gas,WD17 1JW,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/Sep/2013 ,Gas,Finance & Commercial Group - Corporate Shared Services,CORONA ENERGY RETAIL 3 LTD T/A CORONA ENERGY,1091474,-29987.11,RUNNING COSTS DEVOLVED - Gas,WD17 1JW,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/Sep/2013 ,Gas,Finance & Commercial Group - Corporate Shared Services,CORONA ENERGY RETAIL 3 LTD T/A CORONA ENERGY,1091474,-29987.11,RUNNING COSTS DEVOLVED - Gas,WD17 1JW,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Grant in Aid - Current -Other,Business & Skills Group - Further Education & Skills Investment,SKILLS FUNDING AGENCY,1091491,363477000.00,SFA FUNDING - Grant in Aid - Current -Other,CV1 2WT,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Accommodation Rentals (Programme),Finance & Commercial Group - Corporate Shared Services,JONES LANG LASALLE LTD,1091498,79950.00,CD SPEND RELATING TO EX-LSC PROPERTIES - Accommodation Rentals (Programme),E14 5WQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/Sep/2013 ,Waste Disposal Costs,Finance & Commercial Group - Corporate Shared Services,EC HARRIS SOLUTIONS LTD,1091533,965162.94,RUNNING COSTS DEVOLVED - Waste Disposal Costs,M60 3NT,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Sep/2013 ,Stationery,Finance & Commercial Group - Corporate Shared Services,BANNER BUSINESS SERVICES LTD,1091560,159.00,RUNNING COSTS DEVOLVED - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/Sep/2013 ,Stationery,Finance & Commercial Group - Corporate Shared Services,BANNER BUSINESS SERVICES LTD,1091561,192.60,RUNNING COSTS DEVOLVED - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/Sep/2013 ,Telecommunications,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1091563,156.76,RUNNING COSTS DEVOLVED - Telecommunications,DH98 1BT,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Contract Cleaning,Finance & Commercial Group - Corporate Shared Services,STOCKTON BOROUGH COUNCIL,1091577,487.87,RUNNING COSTS DEVOLVED - Contract Cleaning,TS19 1JA,LOC,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/Sep/2013 ,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1091578,311.66,RUNNING COSTS DEVOLVED - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Sep/2013 ,Grants - Current - Abroad,Knowledge & Innovation Group - Higher Education,EUROPEAN UNIVERSITY INSTITUTE (EUI),1091626,63165.51,EUI BURSARIES - Grants - Current - Abroad,50014,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/Sep/2013 ,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1091642,48.51,RUNNING COSTS DEVOLVED - Standard Desktop Plus Services,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Sep/2013 ,Standard Desktop Services,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1091647,495939.77,RUNNING COSTS DEVOLVED - Standard Desktop Services,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/Sep/2013 ,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1091654,1683.38,RUNNING COSTS DEVOLVED - Standard Desktop Plus Services,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Sep/2013 ,CARA Approved Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,THE BUSINESS OF CITIES LTD,1091678,2250.00,FORESIGHT - CARA Approved Research & Development Expenditure (Programme),N14 7DG,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Research Base,UNIVERSITY OF BRISTOL,1091687,3438.00,IKIU GLOBAL CHINA AND AFRICA SCHEME - Grants - Current - Other,BS8 1TH,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Sep/2013 ,Grants - Current - Other,Knowledge & Innovation Group - Higher Education,MINISTRY OF DEFENCE,1091699,28076.67,HE GROUP INNOVATIONS FUND       94119 - Grants - Current - Other,L2 3YL,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Grant in Aid - Current -Other,Knowledge & Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1091714,37000000.00,SCIENCE AND TECHNOLOGIES FACILITIES COUNCIL GRANT IN AID - Grant in Aid - Current -Other,SN2 1SZ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Modernisation Fund and Shared Services,CAPITA RESOURCING LTD,1091719,1593.75,RUNNING COSTS DEVOLVED - Hire of Agency Staff (Professional/Management),DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/Sep/2013 ,CARA Approved Economic Consultancy & Research,Markets and Local Growth - Market Frameworks DG,GFK NOP LTD,1091724,19500.00,RUNNING COSTS DEVOLVED - CARA Approved Economic Consultancy & Research,SE1 9UL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Sep/2013 ,Purchase of Weather Information & Weather-Related Services,Knowledge & Innovation Group - Innovation,MET OFFICE,1091727,6861083.33,PUBLIC WEATHER SERVICE CUSTOMER SUPPLIER AGREEMENT - Purchase of Weather Information & Weather-Related Services,EX1 3PB,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Sep/2013 ,Learning & Development BIS Specific,Business & Skills Group - Advanced Manufacturing Services,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1091728,284.75,RUNNING COSTS DEVOLVED - Learning & Development BIS Specific,M1 6PP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Sep/2013 ,Learning & Development BIS Specific,Shareholder Executive - Shareholder Executive,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1091728,569.50,RUNNING COSTS DEVOLVED - Learning & Development BIS Specific,M1 6PP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,TFPL LTD,1091730,1161.22,RUNNING COSTS DEVOLVED - Hire of Agency Staff (Clerical/Secretariat/Other),G2 7HX,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,TFPL LTD,1091731,1193.47,RUNNING COSTS DEVOLVED - Hire of Agency Staff (Clerical/Secretariat/Other),G2 7HX,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,TFPL LTD,1091732,1225.73,RUNNING COSTS DEVOLVED - Hire of Agency Staff (Clerical/Secretariat/Other),G2 7HX,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,TFPL LTD,1091733,766.08,RUNNING COSTS DEVOLVED - Hire of Agency Staff (Clerical/Secretariat/Other),G2 7HX,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Computer Equipment - Clearing,Finance & Commercial Group - Modernisation Fund and Shared Services,CAPITA RESOURCING LTD,1091734,3600.00,BIS INFRASTRUCTURE MAINTENANCE - Computer Equipment - Clearing,DL1 9HN,EXT,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Waste Disposal Costs,Finance & Commercial Group - Corporate Shared Services,RESTORE SHRED LTD,1091735,40.00,RUNNING COSTS DEVOLVED - Waste Disposal Costs,TS18 2LS,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Computer Equipment - Clearing,Finance & Commercial Group - Modernisation Fund and Shared Services,CAPITA RESOURCING LTD,1091738,2996.28,BIS INFRASTRUCTURE MAINTENANCE - Computer Equipment - Clearing,SL6 1DP,EXT,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Sep/2013 ,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Human Resources",BROOK STREET (UK) LTD,1091746,518.70,RUNNING COSTS DEVOLVED - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/Sep/2013 ,Accommodation Rentals (Programme),Finance & Commercial Group - Corporate Shared Services,GBR PHOENIX BEARD,1091760,282000.00,CD SPEND RELATING TO EX-LSC PROPERTIES - Accommodation Rentals (Programme),B3 3PJ,EXT,,,Programme
