MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,JEREMY G ROSENBLATT,127592225,"44,449.20",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,RHIAN F KIRBY,127291348,"44,105.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,WOLLEN MICHELMORE,127509184,"43,560.24",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,MALLETTS SOLICITORS,127600859,"42,974.60",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,T V  EDWARDS LLP,127585071,"42,363.46",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,WELLS BURCOMBE LLP,127611358,"42,363.46",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,NICHOLAS CLARKE,127523979,"42,361.68",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ALI N BAJWA QC,127523852,"42,199.84",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,LOUISA COLLINS,127556612,"42,092.72",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ESHAGHIAN & CO SOLICITORS,127611422,"41,502.59",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,GLAISYERS LLP,127611435,"41,401.21",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,NICHOLAS J CARTMELL,127543798,"41,374.20",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ELITE SOLICITORS,127611553,"40,945.72",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ALISTAIR HARPER & CO,127544816,"40,936.49",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,PAUL M STOREY Q.C.,127656462,"38,927.99",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,KIERAN P VAUGHAN,127524679,"38,659.32",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,MARK R HARRIES,127524133,"38,473.32",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,OSBORNES SOLICITORS LLP,127552524,"38,284.86",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,TIMOTHY J MOUSLEY QC,127585443,"38,194.42",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,BURTON COPELAND LLP,127539019,"37,435.73",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,LAWRENCE & CO,127586878,"37,181.50",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,RUSTEM GUARDIAN SOLICITORS,127586886,"37,081.85",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,MARY MONSON SOLICITORS,127585015,"36,981.98",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ABRAHAMS  LAW,127636514,"36,681.56",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,MALLETTS SOLICITORS,127600920,"36,660.00",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,PAULINE M MOULDER,127534915,"36,060.01",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,MARK S FORD,127523889,"36,053.65",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ESHAGHIAN & CO SOLICITORS,127584997,"35,797.55",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,BURKE NIAZI LTD,115392780,"35,784.46",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,BLAKE LAPTHORN,126277801,"35,726.61",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,THE CASTLE PARTNERSHIP,127585119,"35,077.72",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,MACKRELL MARSH,127611264,"34,031.09",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,PHILLIP ASTBURY,127613114,"33,664.90",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,THE D.M.PARTNERSHIP,127556187,"33,442.20",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ALAN P KENT QC,127611787,"33,282.83",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,RENSHAW DERRICK & CO,127544341,"33,142.27",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,TRACY LAKIN,127556374,"33,134.40",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ADL SOLICITORS,127544576,"33,040.38",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,SLATER & GORDON (UK) LLP,127630253,"32,744.45",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,HUSSAIN SOLICITORS LTD,127637076,"32,509.10",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,CHRISTOPHER M HENLEY,127637300,"32,492.40",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,THOMAS HORTON LLP,127597405,"32,140.22",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,BSB SOLICITORS,127623270,"31,864.26",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,TUCKERS SOLICITORS,127636535,"31,755.96",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,JOHN M ASPINALL QC,127523967,"31,646.21",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,FARLEYS SOLICITORS LLP,127427409,"31,403.73",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,ROHAN M RAMDAS-HARSIA,127592487,"31,324.80",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,LABAN P LEAKE,127523951,"30,900.00",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,FREEMANS SOLICITORS.,127627732,"30,691.67",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,DEBORAH GOSLING,127593395,"30,589.37",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,JEFFREY T LAMB,127612625,"30,029.16",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,PETHERBRIDGE BASSRA SOLICITORS,127595249,"29,935.36",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,BKRW,127611304,"29,800.52",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,IRWIN MITCHELL LLP,127526848,"29,736.67",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,CROMBIE WILKINSON SOLICITORS LLP,127514051,"29,656.77",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,MALEK WAN DAUD,127599966,"29,603.88",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,SBS SOLICITORS,127544485,"29,583.65",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,WILFORD SMITH & CO  LTD,127636474,"29,463.08",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,SHAKESPEARE PUTSMAN LLP,127597926,"29,437.04",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,KHAN SOLICITORS LTD,127555355,"29,343.45",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ABBEY SOLICITORS,127585128,"29,316.60",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Legal Help,LEGAL AID FUND,DOUGLAS JONES MERCER SOLICITORS,127623200,"29,127.25",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,BROWN & VAUTIER,125951312,"28,965.06",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,CORKER BINNING,127536339,"28,564.28",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,LUPTON FAWCETT LLP.,127623758,"28,508.75",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,MEIKLES,127534450,"28,454.13",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,GQS SOLICITORS [ADVOCATE],127637117,"28,408.66",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,CROWELL & MORING,127554221,"28,313.87",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,CHARLES CONWAY,127626649,"28,294.96",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,JOHN W GIBSON,127513031,"28,277.52",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,DEAN P ARMSTRONG,127560214,"28,153.68",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,BRENNANS LLP,127074832,"27,963.46",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,BARRETT & NELLIGAN SOLICITORS LTD,127585058,"27,651.53",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,FPH LAW SOLICITORS,127537248,"27,183.76",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,HOWARD & BYRNE SOLICITORS,127637740,"27,080.33",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,RASHID & CO,127593833,"27,055.63",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,HEAVEN & CO,127550317,"27,015.12",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,KEENE & KELLY,127656447,"26,811.65",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,HAINS & LEWIS LTD,127552917,"26,738.99",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,QUALITYSOLICITORS HPJV,127544776,"26,628.00",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,ALISDAIR G J WILLIAMSON,127613136,"26,572.14",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,JOHN WHITTLE ROBINSON,127527566,"26,543.62",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,CLARE HARLAND,127497630,"26,538.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,WILSON SOLICITORS LLP,127598084,"26,456.02",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,GHP LEGAL,127335344,"26,346.79",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,CARTWRIGHT KING SOLICITORS,127518247,"26,253.44",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,ATKINS HOPE LLP,127551484,"25,915.77",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,LAWTONS SOLICITORS LTD,127611511,"25,853.51",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,HOWCROFT SOLICITORS,127619639,"25,726.58",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,GERAINT JONES & CO,127560226,"25,661.65",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,T S LAW LTD,127637757,"25,542.42",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,BROMLEYS SOLICITORS LLP,127532154,"25,528.83",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,JEREMY G ROSENBLATT,126535509,"25,239.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Civil Representation,LEGAL AID FUND,OGR STOCK DENTON LLP,126650514,"25,157.69",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,BRIMBLE & CO,127585765,"25,142.56",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,15/04/2013,Crime Higher,LEGAL AID FUND,JOE HINGSTON,127524366,"25,087.82",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,16/04/2013,Civil Representation,,STAMP JACKSON & PROCTER,Ledger Transfer Adjustment 45,"172,101.50",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,17/04/2013,Civil Representation,LEGAL AID FUND,PHILCOX GRAY & CO,127673424,"69,228.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,17/04/2013,IT & Telecommunications,LAA Admin,NORTHGATE INFORMATION SOLUTIONS UK LTD,1013491,"32,113.10",Managed Service and Network connection per month - Line 1 and 2
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Legal Help,LEGAL AID FUND,LOVELLS,127696879,"220,526.72",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Civil Representation,LEGAL AID FUND,REENA GHAI SOLICITOR LLB(HONS),127556429,"165,725.80",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Crime Higher,LEGAL AID FUND,BHATIA BEST LTD,127669561,"161,592.14",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Civil Representation,LEGAL AID FUND,"MOSS, BEACHLEY MULLEM & COLEMAN LTD",127673876,"138,649.14",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Crime Higher,LEGAL AID FUND,NICHOLAS BATES,127683591,"121,443.48",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Crime Higher,LEGAL AID FUND,GUNEY CLARK & RYAN LTD CO,127767156,"118,323.43",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Crime Higher,LEGAL AID FUND,DASS SOLICITORS,127739158,"116,008.49",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Crime Higher,LEGAL AID FUND,BRETT WILSON LLP,127767366,"116,008.49",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Legal Help,LEGAL AID FUND,A4E,127728434,"108,553.25",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Legal Help,LEGAL AID FUND,HOWELLS LLP,127728432,"105,711.84",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Civil Representation,LEGAL AID FUND,CHRISTINE H JULIEN,127557116,"104,832.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Civil Representation,,STAMP JACKSON & PROCTER,Ledger Transfer Adjustment 10,"104,357.25",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Civil Representation,LEGAL AID FUND,LAURA J THOMAS,127673230,"100,592.52",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Crime Higher,LEGAL AID FUND,PAUL C REID Q.C.,127684574,"98,925.60",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Crime Higher,LEGAL AID FUND,GLAISYERS LLP,127796194,"98,602.86",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,22/04/2013,Civil Representation,,CARTER SLATER  INC CARTER OSBORNE,Ledger Tarnsfer Adjusment 48,"97,537.04",Legal Aid Payments: Civil Representation
