Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Jobcentre Plus,26/07/2011,POSTAGE,Jobcentre Plus,TNT UK LTD,2021864287,"1,037,009.16"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,BIRMINGHAM CITY COUNCIL,2021763122,"1,032,452.00"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2021771539,"1,013,347.50"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,CALDER UK LTD,2021768820,"969,432.10"
Department for Work and Pensions,Corporate,29/07/2011,TRADE DEBTORS,Balance sheet payments,TELEREAL TRILLIUM,2021942554,"969,150.21"
Department for Work and Pensions,Corporate,05/07/2011,TELEPHONE AND POSTAGE,GROUP FINANCE,ROYAL MAIL GROUP PLC,2021592915,"957,082.05"
Department for Work and Pensions,Employment Programmes,13/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,NATIONAL SKILLS ACADEMY FOR SPORT & ACTIVE LEISURE,2021736669,"936,600.00"
Department for Work and Pensions,Corporate,20/07/2011,COMPUTER SERVICES,Corporate IT,ACCENTURE UK LTD,2021783572,"926,908.61"
Department for Work and Pensions,Corporate,12/07/2011,APPS DEV,CHANGE MANAGEMENT DIRECTORATE,HP ENTERPRISE SERVICES UK LTD,2021683128,"889,125.35"
Department for Work and Pensions,Jobcentre Plus,13/07/2011,ACCOMMODATION,Jobcentre Plus,TELEREAL TRILLIUM,2021752866,"876,877.82"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,CITY OF GLASGOW,2021763170,"789,476.00"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SKILLS TRAINING UK LIMITED,2021771549,"789,110.67"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2021771701,"781,586.95"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021768619,"768,953.67"
Department for Work and Pensions,Jobcentre Plus,22/07/2011,COMPUTER SERVICES,Jobcentre Plus,ACCENTURE UK LTD,2021853354,"761,512.05"
Department for Work and Pensions,Corporate,19/07/2011,COMPUTER SERVICES,Corporate IT,HP ENTERPRISE SERVICES UK LTD,2021775134,"750,421.16"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,DUDLEY MBC FUTURE SKILLS,2021770301,"746,607.67"
Department for Work and Pensions,Corporate,19/07/2011,AMS,Corporate IT,HP ENTERPRISE SERVICES UK LTD,2021775134,"734,339.55"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021768619,"732,710.83"
Department for Work and Pensions,Corporate,06/07/2011,GRANTS IN AID,Corporate and Support Services,THE PENSIONS OMBUDSMAN,1004894,"726,000.00"
Department for Work and Pensions,"Pensions, Disability & Carers Service",11/07/2011,AOS CONTRACTED OUT SERVICES,Pensions Disability & Carers Service,BALFOUR BEATTY WORKPLACE LTD,2021676200,"708,077.63"
Department for Work and Pensions,Corporate,29/07/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021942553,"700,790.85"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2021771701,"697,742.26"
Department for Work and Pensions,Employment Programmes,13/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,2021723192,"687,616.48"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2021771701,"679,445.53"
Department for Work and Pensions,Employment Programmes,26/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,CITY & COUNTY OF SWANSEA,2021860558,"676,650.00"
Department for Work and Pensions,Corporate,26/07/2011,COMPUTER SERVICES,CHANGE MANAGEMENT DIRECTORATE,ACCENTURE,2021860155,"668,794.16"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,MAXIMUS EMPLOYMENT UK LTD,2021771100,"668,738.70"
Department for Work and Pensions,Jobcentre Plus,22/07/2011,COMPUTER SERVICES,Jobcentre Plus,ACCENTURE UK LTD,2021853353,"663,395.36"
Department for Work and Pensions,Corporate,22/07/2011,COMPUTER SERVICES,CHANGE MANAGEMENT DIRECTORATE,ACCENTURE UK LTD,2021853354,"663,048.17"
Department for Work and Pensions,Corporate,11/07/2011,COMPUTER SERVICES,Shared Services,FUJITSU SERVICES LTD,2021677722,"650,041.22"
Department for Work and Pensions,Employment Programmes,12/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,3SC,2021680184,"647,850.00"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021768619,"638,575.83"
Department for Work and Pensions,Jobcentre Plus,07/07/2011,EMPLOYMENT PROGRAMMES,Balance sheet payments,WORKING LINKS,2021669601,"631,651.38"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,LIVERPOOL CITY COUNCIL,2021763272,"625,683.00"
Department for Work and Pensions,"Pensions, Disability & Carers Service",11/07/2011,TEMPORARY (TEMP) STAFF COSTS,Pensions Disability & Carers Service,CLUB 24 LTD T/A VENTURA,2021676382,"615,210.36"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021768619,"614,416.17"
Department for Work and Pensions,Employment Programmes,04/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,THE INTRAINING GROUP,2021587768,"614,207.00"
Department for Work and Pensions,Corporate,04/07/2011,COMPUTER SERVICES,Corporate IT,HMRC,2021586317,"608,061.88"
Department for Work and Pensions,Employment Programmes,21/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,BIRMINGHAM CITY COUNCIL,2021847249,"606,600.00"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2021771537,"598,372.85"
Department for Work and Pensions,Corporate,05/07/2011,Accommodation Costs,GROUP FINANCE,STANDARD LIFE INVESTMENTS,2021593454,"590,593.50"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,EOS WORKS LIMITED,2021770369,"588,434.48"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2021770556,"587,831.55"
Department for Work and Pensions,Corporate,04/07/2011,MISCELLANEOUS EXPENDITURE,WWG SUMMARY,INDEPENDENT LIVING FUND,1004891,"580,000.00"
Department for Work and Pensions,Housing Benefits,22/07/2011,Housing Benefit,WWG Housing Benefit,STOCKPORT BOROUGH COUNCIL,2021855146,"562,333.00"
Department for Work and Pensions,Corporate,26/07/2011,COMPUTER SERVICES,Shared Services,FUJITSU SERVICES LTD,2021862108,"562,192.52"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,LEEDS CITY COUNCIL,2021763267,"559,512.00"
Department for Work and Pensions,Corporate,11/07/2011,COMPUTER SERVICES,Shared Services,FUJITSU SERVICES LTD,2021677723,"558,651.00"
Department for Work and Pensions,Corporate,04/07/2011,COMPUTER SERVICES,CHANGE MANAGEMENT DIRECTORATE,ACCENTURE UK LTD,2021584213,"553,264.16"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,REMPLOY LTD,2021771385,"552,513.50"
Department for Work and Pensions,Corporate,13/07/2011,COMPUTER SERVICES,Corporate IT,ATOS ORIGIN IT SERVICES UK LTD,2021692590,"551,250.00"
Department for Work and Pensions,Housing Benefits,22/07/2011,Housing Benefit,WWG Housing Benefit,KIRKLEES METROPOLITAN BOROUGH COUNCIL,2021854421,"545,000.00"
Department for Work and Pensions,Corporate,29/07/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021942553,"544,805.09"
Department for Work and Pensions,Corporate,12/07/2011,COMPUTER SERVICES,Corporate IT,HP ENTERPRISE SERVICES UK LTD,2021683128,"542,601.06"
Department for Work and Pensions,Corporate,12/07/2011,APPS DEV,GROUP FINANCE,HP ENTERPRISE SERVICES UK LTD,2021683128,"541,900.44"
Department for Work and Pensions,Corporate,29/07/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021942553,"538,835.07"
Department for Work and Pensions,Employment Programmes,04/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2021587776,"537,871.00"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2021770556,"525,899.09"
Department for Work and Pensions,Housing Benefits,22/07/2011,Housing Benefit,WWG Housing Benefit,LONDON BOROUGH HARRINGEY,2021854548,"525,000.00"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,MANCHESTER CITY COUNCIL,2021763305,"521,148.00"
Department for Work and Pensions,Corporate,11/07/2011,COMPUTER SERVICES,Corporate IT,HP ENTERPRISE SERVICES UK LTD,2021677862,"519,957.23"
Department for Work and Pensions,Jobcentre Plus,21/07/2011,COMPUTER SERVICES,Jobcentre Plus,STERIA,2021851384,"519,705.87"
Department for Work and Pensions,Corporate,29/07/2011,ACCOMMODATION,Shared Services,TELEREAL TRILLIUM,2021942553,"519,336.01"
Department for Work and Pensions,Corporate,19/07/2011,COMPUTER SERVICES,Corporate IT,HP ENTERPRISE SERVICES UK LTD,2021775134,"512,956.83"
Department for Work and Pensions,Employment Programmes,04/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,SARINA RUSSO JOB ACCESS GB PTY LTD,2021587646,"511,944.00"
Department for Work and Pensions,Corporate,18/07/2011,TELEPHONE AND POSTAGE,GROUP FINANCE,UK MAIL,2021771649,"511,897.11"
Department for Work and Pensions,Corporate,04/07/2011,COMPUTER SERVICES,Shared Services,FUJITSU SERVICES,2021586165,"506,116.23"
Department for Work and Pensions,Employment Programmes,12/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,GROUNDWORK UK,2021683015,"498,600.00"
Department for Work and Pensions,Corporate,22/07/2011,COMPUTER SERVICES,Corporate IT,BT GLOBAL SERVICES,2021853442,"491,153.98"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,THE WISE GROUP,2021771635,"478,842.33"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2021771539,"472,365.17"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2021771539,"470,488.83"
Department for Work and Pensions,Housing Benefits,22/07/2011,Housing Benefit,WWG Housing Benefit,BRISTOL CITY COUNCIL,2021853436,"470,072.00"
Department for Work and Pensions,Housing Benefits,22/07/2011,Housing Benefit,WWG Housing Benefit,CAMBRIDGE CITY COUNCIL,2021853556,"463,500.00"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,DURHAM COUNCIL,2021763199,"446,708.00"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,BRADFORD METROPOLITAN BOROUGH COUNCIL,2021763135,"443,966.00"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2021771701,"443,844.23"
Department for Work and Pensions,Corporate,20/07/2011,HOSTING,Corporate IT,HP ENTERPRISE SERVICES UK LTD,2021801764,"434,639.74"
Department for Work and Pensions,Employment Programmes,04/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,THE INTRAINING GROUP,2021587768,"434,170.00"
Department for Work and Pensions,Employment Programmes,28/07/2011,INTRA DWP PAYABLES,Balance sheet payments,DWP,2002718,"428,710.57"
Department for Work and Pensions,Employment Programmes,13/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,WALES COUNCIL FOR VOLUNTARY ACTION,2021754603,"427,500.00"
Department for Work and Pensions,"Pensions, Disability & Carers Service",29/07/2011,ACCOMMODATION,Pensions Disability & Carers Service,TELEREAL TRILLIUM,2021942554,"420,561.02"
Department for Work and Pensions,Employment Programmes,21/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,GOOLE DEVELOPMENT TRUST,2021849923,"418,950.00"
Department for Work and Pensions,Employment Programmes,19/07/2011,JSP ESF DEL P COSTS,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2021775172,"416,102.66"
Department for Work and Pensions,Employment Programmes,04/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,SARINA RUSSO JOB ACCESS GB PTY LTD,2021587646,"408,578.00"
Department for Work and Pensions,Employment Programmes,01/07/2011,INTRA DWP PAYABLES,Balance sheet payments,DWP,2002679,"403,397.25"
Department for Work and Pensions,Employment Programmes,12/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021680503,"397,015.00"
Department for Work and Pensions,Employment Programmes,29/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,SHAW TRUST,2021942457,"393,399.92"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,LONDON BOROUGH OF TOWER HAMLETS,2021763298,"388,535.00"
Department for Work and Pensions,Corporate,26/07/2011,TELEPHONE AND POSTAGE,GROUP FINANCE,UK MAIL,2021864309,"387,623.81"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,SHEFFIELD CITY COUNCIL,2021763385,"382,037.00"
Department for Work and Pensions,Employment Programmes,18/07/2011,EP GENERIC PROVIDER PAYMENTS,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2021771638,"373,569.61"
Department for Work and Pensions,Employment Programmes,14/07/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2021760628,"373,559.00"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,LONDON BOROUGH OF LAMBETH,2021763290,"370,235.00"
Department for Work and Pensions,Jobcentre Plus,14/07/2011,EMPLOYMENT PROGRAMMES,Balance sheet payments,WORKING LINKS,2021761184,"369,459.81"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,CORNWALL COUNCIL,2021763179,"368,509.00"
Department for Work and Pensions,Jobcentre Plus,21/07/2011,EMPLOYMENT PROGRAMMES,Balance sheet payments,SHAW TRUST LTD,2021851339,"367,095.66"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,LONDON BOROUGH OF LEWISHAM,2021763291,"365,854.00"
Department for Work and Pensions,Corporate,29/07/2011,TRADE DEBTORS,Balance sheet payments,TELEREAL TRILLIUM,2021942555,"364,842.50"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,HACKNEY LBC,2021763239,"364,812.00"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,BRISTOL CITY COUNCIL,2021763141,"363,124.00"
Department for Work and Pensions,Corporate,19/07/2011,COMPUTER SERVICES,UNIVERSAL CREDIT,HP ENTERPRISE SERVICES UK LTD,2021775134,"362,231.03"
Department for Work and Pensions,Jobcentre Plus,27/07/2011,COMPUTER SERVICES,Jobcentre Plus,ACCENTURE UK LTD,2021870750,"361,797.55"
Department for Work and Pensions,Jobcentre Plus,21/07/2011,ACCOMMODATION COSTS,Jobcentre Plus,TELEREAL TRILLIUM,2021851474,"356,606.82"
Department for Work and Pensions,Employment Programmes,14/07/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2021760628,"355,790.00"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,LONDON BOROUGH OF SOUTHWARK,2021763296,"353,365.00"
Department for Work and Pensions,Corporate,04/07/2011,MISCELLANEOUS EXPENDITURE,EG SUMMARY,OFFICE FOR NATIONAL STATISTIC,2021587192,"350,433.00"
Department for Work and Pensions,Employment Programmes,04/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2021587776,"349,763.00"
Department for Work and Pensions,Jobcentre Plus,18/07/2011,APPS DEV,Jobcentre Plus,HP ENTERPRISE SERVICES UK LTD,2021770534,"347,481.80"
Department for Work and Pensions,Housing Benefits,22/07/2011,Housing Benefit,WWG Housing Benefit,EDINBURGH DISTRICT COUNCIL,2021854025,"345,730.00"
Department for Work and Pensions,Corporate,29/07/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021942554,"345,486.73"
Department for Work and Pensions,Employment Programmes,04/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,SARINA RUSSO JOB ACCESS GB PTY LTD,2021587646,"345,411.00"
Department for Work and Pensions,Corporate,15/07/2011,IS/IT,Corporate IT,SPECIALIST COMPUTER CENTRES PLC,2021767083,"340,667.95"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,LONDON BOROUGH OF NEWHAM,2021763293,"338,233.00"
Department for Work and Pensions,Housing Benefits,14/07/2011,Housing Benefit Admin,WWG Housing Benefit,EDINBURGH DISTRICT COUNCIL,2021763216,"338,190.00"
Department for Work and Pensions,Corporate,28/07/2011,IS/IT,Corporate IT,SPECIALIST COMPUTER CENTRES PLC,2021937539,"330,841.23"
Department for Work and Pensions,Employment Programmes,15/07/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,MERTHYR TYDFIL COUNTY BOROUGH COUNCIL,2021768478,"328,500.00"
Department for Work and Pensions,Jobcentre Plus,21/07/2011,EMPLOYMENT PROGRAMMES,Balance sheet payments,WORKING LINKS,2021851583,"326,287.61"
Department for Work and Pensions,Employment Programmes,14/07/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2021760628,"325,804.00"
Department for Work and Pensions,Corporate,19/07/2011,PROFESSIONAL FEES,Corporate and Support Services,OFFICE OF NATIONAL STATISTICS,2021778226,"323,486.00"
