Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,05/01/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,LONDON AND REGIONAL PROPERTIES LTD,5491858260-25/12/2014,"1,511,906.00",Skipton House - Annual Rent 25th Jun 2014 - 24th Jun 2015 (Property Ref:194646),W1U 7DA,LARGE,,,Admin
Department of Health,Department of Health,05/01/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90179440,"45,240.00",BP4 - Quality Improvement,GU21 6QX,LARGE,,,Programme
Department of Health,Department of Health,05/01/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000034,"259,881.81",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,HAFS-17808,"372,000.00",,B70 8NY,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-17809,"46,000.00",,RG24 9NA,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-17810,"500,000.00",,NN16 8UZ,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-17811,"1,400,000.00",,NN16 8UZ,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,HAFS-17812,"883,000.00",,NR4 7UY,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH BRISTOL NHS TRUST,HAFS-17813,"4,714,000.00",,BS1 2NP,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,HAFS-17814,"102,000.00",,NN15 7PW,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,HAFS-17816,"154,000.00",,NE27 0QJ,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,HAFS-17817,"41,000.00",,NE27 0QJ,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,SALISBURY NHS FOUNDATION TRUST,HAFS-17818,"81,000.00",,SP2 8BJ,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,HAFS-17820,"157,000.00",,NG17 4JL,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,HAFS-17821,"180,000.00",,NG17 4JL,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Revenue Support NHS FT Permenant,DG: Holding CT Core,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,HAFS-17822,"2,620,000.00",,NG17 4JL,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,HAFS-17823,"78,000.00",,BA21 4AT,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,KINGSTON HOSPITAL NHS FOUNDATION TRUST,HAFS-17824,"1,050,000.00",,KT2 7PU,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions FT Financing Facility Loans,DG: Holding CT Core,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,HAFS-17825,"12,500,000.00",,S10 2TH,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,CROYDON HEALTH SERVICES NHS TRUST,HAFS-17826,"103,000.00",,CR7 7YE,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,CROYDON HEALTH SERVICES NHS TRUST,HAFS-17827,"2,000,000.00",,CR7 7YE,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-17828,"5,180,000.00",,M20 4BX,PUBLIC,,,Other
Department of Health,Department of Health,05/01/2015,Contractor/Staff Substitution,DG: SFNHS,CAPITA BUSINESS SERVICES LTD (CL1 ONLY),LO10021930,"25,764.84",E-Procurement Systems Specialist (Nat Price Benchmarking Systems),,LARGE,,,Programme
Department of Health,Department of Health,05/01/2015,Contractor/Staff Substitution,DG: SFNHS,CAPITA BUSINESS SERVICES LTD (CL1 ONLY),LO10021953,"28,601.36",Commercial Manager ,,LARGE,,,Admin
Department of Health,Department of Health,06/01/2015,Policy Payments,DG: SFNHS,HOME OFFICE,1122848,"54,000.00",Delivering a network across the Emergency Services and delivering an evidence base for collaboration.,NP20 9BB,PUBLIC,,,Programme
Department of Health,Department of Health,06/01/2015,Rates,DG: GOAD,GVA GRIMLEY LTD,2085223,"37,355.06",Wellington House - Business Rating  consultant's fees for RV reduction/hotel works allowance refunds,W1J 8JR,LARGE,,,Admin
Department of Health,Department of Health,06/01/2015,Capital Grants to Other Bodies,DG: RDD,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS (BIS),6.1511E+11,"18,000,000.00",DH contribution to cost of UK Centre for Medical Research and Innovation (UKCMRI),SW1H ONN,PUBLIC,,,Programme
Department of Health,Department of Health,06/01/2015,Secondees in invoiced costs,DG: SFNHS,NHS ENGLAND CBA033,7000012472,"41,526.57","Secondment of Director, 1st September 2014 to 28th November 2014.",LS2 7UE,PUBLIC,,,Other
Department of Health,Department of Health,06/01/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,MAPELEY BETA ACQ LTD C/O FI REAL ESTATE MANAGEMENT LTD,90/001/00125/12/2014,"84,625.00",Premier House - Accommodation Charges - Rent FY2014 - 2015 ,SE1 0TA,LARGE,,,Admin
Department of Health,Department of Health,06/01/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,DS101L-050787-1/1/2015,"130,500.00","Blenheim House - Annual Rental FY2014 - 2015 (Part Ground, 1st & 2nd Floors) ",M2 2FE,LARGE,,,Other
Department of Health,Department of Health,06/01/2015,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,DS101L-050787-1/1/2015,"47,412.12","Blenheim House - Annual Service Charge FY2014 - 2015 (Part Ground, 1st & 2nd Floors) ",M2 2FE,LARGE,,,Other
Department of Health,Department of Health,06/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,The Carers Resource,ERS-531919-98141,"103,959.00",H&SCVF - The Carers Resource - 2012/National/082 - 2014-15 Q3\Q4,HG1 5PD,VCS,,,Other
Department of Health,Department of Health,06/01/2015,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,INV12018,"94,134.26",Management of the Health & Social Care Voluntary Fund,B1 2RA,SME,,,Other
Department of Health,Department of Health,06/01/2015,Outsourcing Contract,DG: SCLGCP,BIG WHITE WALL LTD,SIN000152,"39,300.00",Contnuation of Big White Wall online emotional support service for veterans and their families 2014-15,N16 0HX,SME,,,Programme
Department of Health,Department of Health,07/01/2015,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),14874,"93,636.53",Total Reward Statement,NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,07/01/2015,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),14876,"245,876.36",Pensions Service Re-procurement,NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,07/01/2015,Outsourcing Contract,DG: PHD,NATIONAL GAMETE DONATION TRUST,105,"30,406.25",Gamete Donation Funding 2014/15. ,WR14 9GX.,VCS,,,Programme
Department of Health,Department of Health,07/01/2015,Outsourcing Contract,DG: SCLGCP,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12669703,"345,000.00",Adult Psychiatric Morbidity Survey 2014 - 2015,WF3 1WE,PUBLIC,,,Programme
Department of Health,Department of Health,07/01/2015,Outsourcing Contract,DG: ERD,NHS EMPLOYERS LTD,14054,"180,000.00",Core Contract Quarter 1 April-June,LS10 1JR,SME,,,Programme
Department of Health,Department of Health,07/01/2015,Outsourcing Contract,DG: PHD,THE TERRENCE HIGGINS TRUST,29001533,"244,999.99",Targeted HIV prevention 2014/15,WC1X 8DP,VCS,,,Programme
Department of Health,Department of Health,07/01/2015,Rates,DG: GOAD,LAMBETH LONDON BOROUGH COUNCIL,36080133135016-03/12/2014,"181,975.00",Wellington House - Annual Business Rates 2014 - 2015  Ref:325683913,SW2 1RW,PUBLIC,,,Admin
Department of Health,Department of Health,07/01/2015,Rates,DG: GOAD,WESTMINSTER CITY COUNCIL,400871826-JAN-MAR2015,"496,980.00",Richmond House - Annual Business Rate 2014 - 2015 Ref:400871826,WC2N 6NU,PUBLIC,,,Admin
Department of Health,Department of Health,07/01/2015,Outsourcing Contract,DG: SFNHS,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6286436,"203,917.00",2014-15 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,PUBLIC,,,Programme
Department of Health,Department of Health,07/01/2015,Service charge,DG: IGT,MASTEK UK LTD,90333357,"154,366.80",Revenue: Mastek Spine 2 ,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,07/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,ERS-531973-98161,"625,000.00",2014/021 DH Commissioned work programme for 2014/15,NW1 6AQ,VCS,,,Programme
Department of Health,Department of Health,07/01/2015,Provisions cash payment,DG: PHD,MFET LTD,MFET-4/2014-15/MFET,"626,677.06",MFET Ltd funding 2014/15,SW1H 0QS,VCS,,,Programme
Department of Health,Department of Health,07/01/2015,Rates,DG: GOAD,SOUTHWARK LONDON BOROUGH COUNCIL,NN25560080000001-09-oct-2014,"482,212.36",Skipton House - Annual Business Rates 2014 - 2015 Ref:6323717,SE17 1RX,PUBLIC,,,Admin
Department of Health,Department of Health,08/01/2015,Utilities,DG: GOAD,EDF ENERGY PLC,0036-18389878,"25,381.99",Wellington House - Electricity Charges from April 2014 - March 2015,SW1E 5JL,LARGE,,,Admin
Department of Health,Department of Health,08/01/2015,Provisions cash payment,DG: SFNHS,JONES LANG LASALLE,674565,"52,987.60",REG210 - Harrington House - Jones Lang LaSalle - rent,E14 5EG,SME,,,Programme
Department of Health,Department of Health,08/01/2015,Rent of Land & Buildings (non-PFI operating lease),DG: SFNHS,JONES LANG LASALLE,674565,"5,488.53",Rent - REG210 Harrington House - Jones Lang LaSalle,E14 5EG,SME,,,Programme
Department of Health,Department of Health,08/01/2015,Professional fees,DG: PHD,ROYAL COLLEGE OF SURGEONS OF ENGLAND,9PSR0669,"114,176.10",RCS Cosmetic Surgery Interspeciality Committee (3 year contract) 2013-2015,WC2A 3PE,PUBLIC,,,Programme
Department of Health,Department of Health,08/01/2015,Contractor/Staff Substitution,DG: GOAD,Optevia Ltd,DFH010,"35,292.00",Build / Design costs for CONTACT replacement project,ME18 5JH,SME,,,Admin
Department of Health,Department of Health,08/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,CENTRE FOR MENTAL HEALTH,ERS-532017-98261,"298,836.00",2014/016 Individual Placement Support in Improving Access to Psychological Therapies Feasibility pilot.,SE1 1LB,VCS,,,Programme
Department of Health,Department of Health,08/01/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-532027-98286,"28,531.85",HS & DR,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,08/01/2015,Capital Grants to local authorities,DG: SCLGCP,WILTSHIRE COUNTY COUNCIL,ERS-532060-98341,"580,000.00",2014/15 2014-031 Winterbourne capital grant - Wiltshire County Council purchase and adapt a property,BA14 8JN,PUBLIC,,,Programme
Department of Health,Department of Health,08/01/2015,Capital Grants to local authorities,DG: SCLGCP,DEVON COUNTY COUNCIL,ERS-532064-98342,"800,000.00","2014/15 2014 Winterbourne capita grant DEVON COUNTY COUNCIL, Mortgage arrangement and legal fees to properties in Devon",EX2 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,08/01/2015,Secondees in invoiced costs,DG: SFNHS,BRITISH MEDICAL ASSOCIATION,I0064107,"54,651.17",Recharge of salary for secondment,WC1H 9JP,PUBLIC,,,Admin
Department of Health,Department of Health,08/01/2015,Publicity & advertising,DG: SCLGCP,The Point People,PPDH0114,"57,620.00",User researchers for discovery phase of pyschological wellbeing and work online pilot,SW1Y 4TE,SME,,,Programme
Department of Health,Department of Health,09/01/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356165RI,"89,699.39",Wellington House - The provision and installation of new upgraded chiller pumps with energy saving direct inverter drive systems,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356166RI,"81,233.92",Wellington House - Undertake Upgrade works to Lift LAM 131.,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356167RI,"152,727.60",Wellington House - English Heritage Front Façade – Masonry (Right Hand Cornice only),SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356169RI,"39,472.90",Provision and installation of upgraded cabling and new floor boxes for NTDA in Skipton House,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356170RI,"54,648.88",Richmond House - Undertake the upgrade of the Ground Floor AHU Condenser Units,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356171RI,"49,820.53",Richmond House - The upgrading of the lighting on the 4th Floor Short Spur.,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356173RI,"30,813.79",The provision of new data cabling between the PABX rooms and the utility meters in all London buildings,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356174RI,"40,408.78",The upgrading of the lighting in the Basement Car Park at Richmond House,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00356175RI,"38,968.32",Provision of a Technical Manager to provide a technical interface and support to the Skipton House 4th floor refurbishment ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Outsourcing Contract,DG: SFNHS,OFFICE FOR NATIONAL STATISTICS ONS,1029540,"114,630.00",The provision of and analysis of national statistics on cancer registration in England.,NP10 8XG,PUBLIC,,,Programme
Department of Health,Department of Health,09/01/2015,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2924914,"40,640.96",Quarry House Leeds - Utilities (Gas/Electricity) April 2014 - March 2015 ,FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,09/01/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),449650,"562,242.31",NHS Mail 2: revenue core contract,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,09/01/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),449651,"43,500.00",Revenue: NHS Mail Core Vodafone - Contract to cover spend for AVAS support services ,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,09/01/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),449676,"36,824.48",Revenue: NHS Mail Core Vodafone - Contract to cover spend for AVAS support services,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,09/01/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584175382,"82,326.01",IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,LARGE,,,Admin
Department of Health,Department of Health,09/01/2015,Outsourcing Contract,DG: SCLGCP,EAST SUSSEX COUNTY COUNCIL,8002010520,"506,263.00",[20/B & 20/C] East Sussex County Council - Targeted support to local authorities in ADASS regions to implement the Care Act 2014,TN22 1WT,PUBLIC,,,Programme
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,THE MENS HEALTH FORUM,ERS-532082-98361,"51,666.66",SPP003 - Men's Health Forum - SPP 2014-15 Jan Payment,SE1 0EH,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL VOICES,ERS-532083-98381,"51,666.66",SPP010 - National Voices - SPP 2014-15 Jan Payment,EC4Y 8EE,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,INVOLVE YORKSHIRE & HUMBER,ERS-532084-98382,"51,666.66",SPP011 - Involve Yorkshire & Humber - SPP 2014-15 Jan Payment,LS3 1AB,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,UK HEALTH FORUM,ERS-532085-98383,"51,666.66",SPP020 - UK Health Forum - SPP 2014-15 Jan Payment,EC4Y 8JX,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,THE FIT FOR WORK TEAM,ERS-532114-98401,"45,333.33",SPP001 - The Fit For Work Team - SPP 2014-15 Jan Payment,LE1 5SN,SME,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,NACRO,ERS-532116-98402,"45,333.33",SPP015 - NACRO - SPP 2014-15 Jan Payment,B6 4US,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL COUNCIL FOR VOLUNTARY YOUTH SERVICES,ERS-532117-98403,"45,333.33",SPP006 - The Young Peoples Partnership - SPP 2014-15 Jan Payment,N1 6DZ,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,MENTAL HEALTH PROVIDERS FORUM,ERS-532118-98404,"45,333.33",SPP013 - The Mental Health Providers Forum - SPP 2014-15 Jan Payment,EC1V 9BE,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,AGE UK,ERS-532119-98405,"45,333.33",SPP006 - Age UK - SPP 2014-15 Jan Payment,WC1H 9NA,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL HOUSING FEDERATION,ERS-532120-98406,"45,333.33",SPP009 - National Housing Federation - SPP 2014-15 Jan Payment,WC1V 6NY,SME,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,THE LESBIAN AND GAY FOUNDATION,ERS-532121-98407,"47,000.00",SPP014 - The Lesbian & Gay Foundation - SPP 2014-15 Jan Payment,M1 3HF,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL CHILDRENS BUREAU LTD,ERS-532122-98408,"45,333.33",SPP016 - National Childrens Bureau - SPP 2014-15 Jan Payment,EC1V 7QE,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,COMMUNITY SERVICE VOLUNTEERS,ERS-532123-98409,"48,333.33",SPP005 - Community Service Volunteers - SPP 2014-15 Jan Payment,N1 9NJ,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,THE NATIONAL CARE FORUM,ERS-532124-98410,"34,510.00",SPP012 - The National Care Forum - SPP 2014-15 Jan Payment,CV1 2DY,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL ASSOCIATION OF VOLUNTARY AND COMMUNITY ACTION,ERS-532126-98411,"45,333.33",SPP019 - NAVCA - SPP 2014-15 - Jan Payment,S1 4QL,VCS,,,Other
Department of Health,Department of Health,09/01/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,LIFELINE COMMUNITY PROJECTS,ERS-532128-98412,"38,333.33",SPP004 - Lifeline Community Projects - SPP 2014-15,RM8 3QS,VCS,,,Other
