Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1084380,20.29,RUNNING COSTS NON DEVOLVED - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1084381,25.37,RUNNING COSTS NON DEVOLVED - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Other Overseas Travel & Subsistence,"People, Communications and Effectiveness Group - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),1084382,43.97,RUNNING COSTS NON DEVOLVED - Other Overseas Travel & Subsistence,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084383,194.47,RUNNING COSTS DEVOLVED - Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084384,108.95,RUNNING COSTS DEVOLVED - Taxis Overseas,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084433,255.32,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084436,160.65,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084437,511.54,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084438,22.49,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084440,366.20,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084444,229.37,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084445,7.28,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084446,10.63,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084447,485.33,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084448,502.25,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084449,305.11,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084450,15.95,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084451,314.02,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084451,2040.03,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/Jun/2013,Rates,Finance & Commercial Group - Corporate Shared Services,LONDON BOROUGH OF CAMDEN,1084560,488.71,RUNNING COSTS DEVOLVED - Rates,WC1H 8NH,LOC,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Programme and Projects Service,Finance & Commercial Group - Commercial Directorate,TNT UK LTD,1084606,12261.53,RUNNING COSTS NON DEVOLVED - Programme and Projects Service,BL8 9AR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/Jun/2013,Programme and Projects Service,Finance & Commercial Group - Commercial Directorate,TNT UK LTD,1084607,6599.90,RUNNING COSTS NON DEVOLVED - Programme and Projects Service,BL8 9AR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Jun/2013,Service Charges,Finance & Commercial Group - Corporate Shared Services,ARLINGTON BUSINESS PARKS PARTNERSHIP,1084624,-4419.63,RUNNING COSTS NON DEVOLVED - Service Charges,RG7 4SA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/Jun/2013,Accommodation Rentals (Programme),Finance & Commercial Group - Corporate Shared Services,JONES LANG LASALLE LTD,1084675,79950.00,CD SPEND RELATING TO EX-LSC PROPERTIES - Accommodation Rentals (Programme),E14 5WQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Telecommunications,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1084703,56.27,RUNNING COSTS DEVOLVED - Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Telecommunications,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1084703,13.50,RUNNING COSTS DEVOLVED - Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Grant in Aid - Current -Other,Markets and Local Growth - Labour Market,ACAS,1084720,3550000.00,ACAS FUNDING - Grant in Aid - Current -Other,NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Hire of Agency Staff (Professional/Management),"People, Communications and Effectiveness Group - Communications Directorate",CAPITA RESOURCING LTD,1084730,2016.00,RUNNING COSTS DEVOLVED - Hire of Agency Staff (Professional/Management),DL1 9HN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1084782,2912.65,RUNNING COSTS DEVOLVED - Telecommunications,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/Jun/2013,Learning & Development BIS Specific,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1084809,4573.17,RUNNING COSTS NON DEVOLVED - Learning & Development BIS Specific,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/Jun/2013,Suspense (DATA MIGRATION),"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1084809,2091.47,Balance Sheet - Suspense (DATA MIGRATION),DL1 9HN,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/Jun/2013,Suspense (DATA MIGRATION),"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1084809,914.63,Balance Sheet - Suspense (DATA MIGRATION),DL1 9HN,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Jun/2013,Business Continuity Planning Service,Finance & Commercial Group - Commercial Directorate,ADAM PHONES LTD,1084816,208.80,RUNNING COSTS DEVOLVED - Business Continuity Planning Service,W4 2ST,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Stationery,Finance & Commercial Group - Corporate Shared Services,BANNER BUSINESS SERVICES LTD,1084876,19.15,RUNNING COSTS DEVOLVED - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Jun/2013,Stationery,Finance & Commercial Group - Corporate Shared Services,BANNER BUSINESS SERVICES LTD,1084890,159.36,RUNNING COSTS DEVOLVED - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084905,5186.14,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084906,163.27,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084907,0.36,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084908,1589.48,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084909,1710.87,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084910,3316.98,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084910,417.01,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/Jun/2013,Air Fares (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1084911,193.99,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Air Fares (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,THE BRITISH COUNCIL,1084914,400000.00,IKIU GLOBAL CHINA AND AFRICA SCHEME - Grants - Current - Other,,PCTF,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Jun/2013,Leased Buildings - Clearing,Finance & Commercial Group - Corporate Shared Services,FUJITSU SERVICES LTD,1084916,1846.80,BIS INFRASTRUCTURE MAINTENANCE - Leased Buildings - Clearing,WA3 9BD,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Leased Buildings - Clearing,Finance & Commercial Group - Corporate Shared Services,JOHN BRADSHAW & SON LTD T/A BCL,1084950,2172.00,BIS INFRASTRUCTURE MAINTENANCE - Leased Buildings - Clearing,M17 1PP,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Leased Buildings - Clearing,Finance & Commercial Group - Corporate Shared Services,JOHN BRADSHAW & SON LTD T/A BCL,1084951,354.00,BIS INFRASTRUCTURE MAINTENANCE - Leased Buildings - Clearing,M17 1PP,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Jun/2013,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,BIRD & BIRD LLP,1084984,1396.90,RUNNING COSTS NON DEVOLVED - ICT Maintenance & Upkeep,EC4A 1JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Jun/2013,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,BIRD & BIRD LLP,1084990,2125.80,RUNNING COSTS NON DEVOLVED - ICT Maintenance & Upkeep,EC4A 1JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Jun/2013,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,BIRD & BIRD LLP,1084992,1634.40,RUNNING COSTS NON DEVOLVED - ICT Maintenance & Upkeep,EC4A 1JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Jun/2013,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1085030,4.91,RUNNING COSTS DEVOLVED - Telecommunications,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Jun/2013,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1085032,29.56,RUNNING COSTS DEVOLVED - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/Jun/2013,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1085032,105.37,RUNNING COSTS DEVOLVED - Telecommunications,RG14 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Jun/2013,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1085034,1.62,RUNNING COSTS DEVOLVED - Telecommunications,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Jun/2013,Telecommunications,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1085035,13.27,RUNNING COSTS DEVOLVED - Telecommunications,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Jun/2013,Professional Training,Shareholder Executive - Shareholder Executive,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1085061,119.00,RUNNING COSTS DEVOLVED - Professional Training,M1 6PP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/Jun/2013,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,MAXXIM CONSULTING LLP,1085073,27737.50,RUNNING COSTS NON DEVOLVED - ICT Infrastructure Specific Service,W1F 7JW,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/Jun/2013,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,MAXXIM CONSULTING LLP,1085073,10862.50,RUNNING COSTS DEVOLVED - ICT Infrastructure Specific Service,W1F 7JW,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Jun/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,BEDFORDSHIRE INVESTIGATION BUREAU,1085098,216.00,PROSECUTION CASE WITNESS AND OTHER EXPENSES - Criminal Law and Prosecution Work,SG16 6AF,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Jun/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,JOSEPHINE CHU,1085103,270.00,PROSECUTION COUNSEL'S FEES - Criminal Law and Prosecution Work,SW1H 0ET,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/Jun/2013,Waste Disposal Costs,Finance & Commercial Group - Corporate Shared Services,EC HARRIS SOLUTIONS LTD,1085104,934906.67,RUNNING COSTS DEVOLVED - Waste Disposal Costs,M60 3NT,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/Jun/2013,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1085111,4934.00,RUNNING COSTS NON DEVOLVED - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/Jun/2013,Other Staff Costs (Programme),Knowledge & Innovation Group - Innovation,CAPITA RESOURCING LTD,1085116,3394.71,DSB COSTS - Other Staff Costs (Programme),DL1 9HN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Hire of Agency Staff (Professional/Management),Markets and Local Growth - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1085120,2709.36,RUNNING COSTS DEVOLVED - Hire of Agency Staff (Professional/Management),SL6 1DP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/Jun/2013,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,MAXXIM CONSULTING LLP,1085131,10862.50,RUNNING COSTS NON DEVOLVED - ICT Infrastructure Specific Service,W1F 7JW,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Grant in Aid - Current -Other,Knowledge & Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1085139,49500000.00,SCIENCE AND TECHNOLOGIES FACILITIES COUNCIL GRANT IN AID - Grant in Aid - Current -Other,SN2 1SZ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/Jun/2013,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1085140,390644.20,RUNNING COSTS NON DEVOLVED - ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/Jun/2013,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1085140,90.00,RUNNING COSTS NON DEVOLVED - ICT Maintenance & Upkeep (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Grant in Aid - Current -Other,Business & Skills Group - Further Education & Skills Investment,SKILLS FUNDING AGENCY,1085143,391242000.00,SFA FUNDING - Grant in Aid - Current -Other,CV1 2WT,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/Jun/2013,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Markets and Local Growth - Consumer and Competition Policy,CITIZENS ADVICE BUREAU,1085146,250000.00,THE CITIZEN'S ADVICE BUREAUX SERVICE-OTHER CURRENT EXPENSES - Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),N1 9LZ,GOV,,,Grants
