Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,14/07/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,150785,Fiscal asset under construction - capital in year addition,"£6,393,214.00"
Ministry of Defence,Ministry of Defence,22/07/2016,Government Procurement Card,Ministry of Defence,BARCLAYS,,11828,Monthly GPC Payment,"£6,384,086.47"
Ministry of Defence,Ministry of Defence,18/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,151701,Equipment support non-project costs,"£5,775,305.02"
Ministry of Defence,Ministry of Defence,19/07/2016,Estate management,Army TLB,HOLDFAST TRAINING SERVICES LTD,W1U 1QX,152250,Estate + facilities management services - accommodation inventory + service,"£5,580,061.50"
Ministry of Defence,Ministry of Defence,18/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,151861,Estate core services charge,"£5,333,012.49"
Ministry of Defence,Ministry of Defence,04/07/2016,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,147370,Fees for professional services excluding legal fees,"£5,288,773.40"
Ministry of Defence,Ministry of Defence,04/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,147262,Fiscal asset under construction - capital in year addition,"£5,239,375.19"
Ministry of Defence,Ministry of Defence,25/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,153726,Works - estate management,"£5,212,307.76"
Ministry of Defence,Ministry of Defence,15/07/2016,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,151598,Fees for professional services excluding legal fees,"£5,168,003.40"
Ministry of Defence,Ministry of Defence,20/07/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,152789,Property dwellings private finance initiative - service concession arrangement service charge,"£5,167,936.81"
Ministry of Defence,Ministry of Defence,27/07/2016,Grants to NDPBs,Army TLB,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,154827,Grant in aid to the council of reserve forces and cadet associations,"£5,161,625.04"
Ministry of Defence,Ministry of Defence,28/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,155671,Fiscal asset under construction - capital in year addition,"£5,078,804.39"
Ministry of Defence,Ministry of Defence,11/07/2016,"Purchase of munitions, other inventory or fuel",JFC,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,,2000003702,Raw materials and consumable aviation fuel inventory purchased,"£5,006,533.28"
Ministry of Defence,Ministry of Defence,20/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,152865,Fiscal asset under construction - capital in year addition,"£4,753,930.40"
Ministry of Defence,Ministry of Defence,29/07/2016,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,156102,Spend on Inventory - General,"£4,587,020.18"
Ministry of Defence,Ministry of Defence,27/07/2016,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,154827,Grant in aid to the council of reserve forces and cadet associations,"£4,467,031.18"
Ministry of Defence,Ministry of Defence,28/07/2016,Purchase of buildings and military equipment ,JFC,FUJITSU SERVICES LIMITED,W1U 3BW,155828,Fiscal asset under construction - capital in year addition,"£4,244,616.59"
Ministry of Defence,Ministry of Defence,20/07/2016,Fees for professional services,Army TLB,CAPITA BUSINESS SERVICES LTD,DL1 9HN,152498,Fees for professional services excluding legal fees,"£4,220,525.85"
Ministry of Defence,Ministry of Defence,04/07/2016,IT and communication services,JFC,COMPAREX UK LIMITED,HA1 3EL,147348,Information technology services,"£4,026,630.36"
Ministry of Defence,Ministry of Defence,25/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,153726,Estate core services charge,"£3,960,237.05"
Ministry of Defence,Ministry of Defence,20/07/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,152477,Single use military equipment asset under construction - capital in year addition,"£3,833,967.00"
Ministry of Defence,Ministry of Defence,05/07/2016,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 6AJ,2000003675,Raw materials and consumable aviation fuel inventory purchased,"£3,608,003.29"
Ministry of Defence,Ministry of Defence,04/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,HILL PARTNERSHIPS LIMITED,EN9 1BN,147483,Fiscal asset under construction - capital in year addition,"£3,442,584.85"
Ministry of Defence,Ministry of Defence,21/07/2016,Design services and minor equipment purchases,Navy Command,THE OIL & PIPELINES AGENCY,WC2B 6NH,153299,Equipment support non-project costs,"£3,381,999.00"
Ministry of Defence,Ministry of Defence,26/07/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,154505,Fiscal asset under construction - capital in year addition,"£3,269,000.51"
Ministry of Defence,Ministry of Defence,26/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,154454,Equipment support non-project costs,"£3,192,082.00"
Ministry of Defence,Ministry of Defence,11/07/2016,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,149534,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,005,201.00"
Ministry of Defence,Ministry of Defence,04/07/2016,Grants to NDPBs,Army TLB,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,147359,Grant in aid to the council of reserve forces and cadet associations,"£2,996,984.61"
Ministry of Defence,Ministry of Defence,28/07/2016,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,155777,Utilities consumed - gas,"£2,908,899.92"
Ministry of Defence,Ministry of Defence,07/07/2016,Inventory Accruals,Defence Equipment + Support,SURVITEC GROUP LIMITED,CH41 1HQ,148980,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£2,878,270.29"
Ministry of Defence,Ministry of Defence,04/07/2016,Spend on Inventory - General,Defence Equipment + Support,SOURCE VAGABOND SYSTEMS LTD,,3201894,Spend on Inventory - General,"£2,790,487.19"
Ministry of Defence,Ministry of Defence,12/07/2016,IT and communication services,JFC,TRUSTMARQUE SOLUTIONS LIMITED,YO32 9GZ,150307,Computer equipment costing below the capitalisation threshold,"£2,772,882.23"
Ministry of Defence,Ministry of Defence,27/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,154804,Works - estate management,"£2,693,386.37"
Ministry of Defence,Ministry of Defence,19/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,152150,Estate core services charge,"£2,648,950.77"
Ministry of Defence,Ministry of Defence,28/07/2016,Purchase of information and communications technology,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,155878,IT + communications asset - in year capital addition,"£2,635,077.28"
Ministry of Defence,Ministry of Defence,25/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,153727,Estate core services charge,"£2,539,122.49"
Ministry of Defence,Ministry of Defence,26/07/2016,"Purchase of munitions, other inventory or fuel",JFC,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,,2000003822,Raw materials and consumable aviation fuel inventory purchased,"£2,523,337.18"
Ministry of Defence,Ministry of Defence,06/07/2016,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,148382,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,518,078.19"
Ministry of Defence,Ministry of Defence,08/07/2016,"Adminstration, claims, compensation and awards",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,149184,Cost of claims/compensation and related expenses against MOD,"£2,504,831.00"
Ministry of Defence,Ministry of Defence,27/07/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,154834,Fiscal asset under construction - capital in year addition,"£2,481,573.73"
Ministry of Defence,United Kingdom Hydrographic Office,14/07/2016,Provision for early retirement,Provision for early retirement,MyCSP,,1500018267,Provision for early retirement,"£2,402,888.44"
Ministry of Defence,Ministry of Defence,27/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,154804,Works services - excluding United States forces/NATO + married quarters,"£2,268,242.65"
Ministry of Defence,Ministry of Defence,04/07/2016,IT and communication services,JFC,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,PR1 1BA,147302,Information technology services,"£2,236,841.46"
Ministry of Defence,Ministry of Defence,19/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,152150,Works services - excluding United States forces/NATO + married quarters,"£2,040,090.00"
Ministry of Defence,Ministry of Defence,27/07/2016,Medical treatment & stores and welfare services,HO+CS,FIND A BETTER WAY,WA16 8GS,154883,Specific Grants to Charities,"£2,000,000.00"
Ministry of Defence,Ministry of Defence,18/07/2016,"Adminstration, claims, compensation and awards",HO+CS,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,151745,Cost of claims/compensation and related expenses against MOD,"£2,000,000.00"
Ministry of Defence,Ministry of Defence,26/07/2016,Development costs for military equipment,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,154433,Intangible fiscal asset  - in year capital addition,"£2,000,000.00"
Ministry of Defence,Ministry of Defence,05/07/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,148013,Single use military equipment asset under construction - capital in year addition,"£1,980,000.00"
Ministry of Defence,Ministry of Defence,08/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,149235,Estate + facilities management services - accommodation inventory + service,"£1,907,181.02"
Ministry of Defence,Ministry of Defence,18/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000017598,Estate core services charge,"£1,879,780.86"
Ministry of Defence,Ministry of Defence,14/07/2016,Government Procurement Card,Ministry of Defence,RBS PLC,,11821,Monthly GPC Payment,"£1,807,719.98"
Ministry of Defence,Ministry of Defence,08/07/2016,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 6BS,149064,External military training ,"£1,802,040.15"
Ministry of Defence,Ministry of Defence,13/07/2016,Medical treatment & stores and welfare services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,150709,Welfare services including sports equipment and ministers of religion.,"£1,756,766.00"
Ministry of Defence,Ministry of Defence,12/07/2016,Rent and rates,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,150088,Rent buildings - non civil estate property and married quarter property,"£1,746,506.00"
Ministry of Defence,Ministry of Defence,21/07/2016,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,152931,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£1,719,947.06"
Ministry of Defence,Ministry of Defence,08/07/2016,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,149062,External military training ,"£1,699,163.33"
Ministry of Defence,Ministry of Defence,21/07/2016,"Public relations, including marketing and advertising",Navy Command,DENTSU AEGIS LONDON LIMITED,NW1 3BF,152998,Public relations services including items such as sales marketing and advertising,"£1,695,825.91"
Ministry of Defence,Ministry of Defence,06/07/2016,Property leases,Army TLB,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,148384,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,690,071.10"
Ministry of Defence,Ministry of Defence,21/07/2016,Design services and minor equipment purchases,HO+CS,CROWN COMMERCIAL SERVICE,L3 9PP,152990,Equipment support project costs,"£1,672,500.00"
Ministry of Defence,Ministry of Defence,29/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,AAR AIRLIFT GROUP INC,,3201973,Equipment support non-project costs,"£1,620,208.44"
Ministry of Defence,Ministry of Defence,29/07/2016,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,156374,Fees for professional services excluding legal fees,"£1,611,821.36"
Ministry of Defence,Ministry of Defence,18/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,151861,Fiscal asset under construction - capital in year addition,"£1,607,441.89"
Ministry of Defence,Ministry of Defence,08/07/2016,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,149176,Property dwellings private finance initiative - service concession arrangement service charge,"£1,559,085.99"
Ministry of Defence,Ministry of Defence,06/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,148669,Estate + facilities management services - accommodation inventory + service,"£1,543,974.20"
Ministry of Defence,Ministry of Defence,27/07/2016,Research and development,DES Bespoke Trading Entity,MARLBOROUGH COMMUNICATIONS  LIMITED,RH6 9UU,154966,Research and development excluding defence science and technology laboratory,"£1,495,584.00"
Ministry of Defence,Ministry of Defence,04/07/2016,Medical treatment & stores and welfare services,HO+CS,THE ROYAL BRITISH LEGION,SE1 1AA,147921,Specific Grants to Charities,"£1,479,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,01/07/2016,Facility Management Costs,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000172406 - 00228718,Facility Management Costs,"£1,470,475.59"
Ministry of Defence,Ministry of Defence,28/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE CONSTRUCTION LIMITED,B23 7RZ,155859,Fiscal asset under construction - capital in year addition,"£1,414,020.00"
Ministry of Defence,Ministry of Defence,15/07/2016,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,151561,Cost of food purchases,"£1,388,123.79"
Ministry of Defence,Ministry of Defence,15/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,BOSKALIS WESTMINSTER LIMITED,PO15 5SS,151299,Fiscal asset under construction - capital in year addition,"£1,349,902.10"
Ministry of Defence,Ministry of Defence,27/07/2016,Spend on Inventory - General,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,154943,Spend on Inventory - General,"£1,293,516.07"
Ministry of Defence,Defence Science and Technology Laboratory,29/07/2016,Facility Management Costs,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000172986 - 00230597,Facility Management Costs,"£1,293,219.64"
Ministry of Defence,Defence Science and Technology Laboratory,08/07/2016,Capital Asset expenditure,Infrastructure,BAM NUTTALL LIMITED,GU15 3XW,V - 9000172560 - 00228986,Capital Asset expenditure,"£1,285,368.85"
Ministry of Defence,Ministry of Defence,25/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,153749,Fiscal asset under construction - capital in year addition,"£1,277,992.39"
Ministry of Defence,Ministry of Defence,18/07/2016,IT and communication services,Defence Equipment + Support,ORACLE CORPORATION UK LTD,RG6 1RA,151950,Information technology services,"£1,237,522.57"
Ministry of Defence,Ministry of Defence,11/07/2016,IT and communication services,JFC,COMPAREX UK LIMITED,HA1 3EL,149604,Information technology services,"£1,203,685.32"
Ministry of Defence,Ministry of Defence,22/07/2016,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,153392,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£1,185,316.76"
Ministry of Defence,Ministry of Defence,20/07/2016,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,BP OIL INTERNATIONAL LIMITED,E14 5NJ,2000003791,Raw materials and consumable aviation fuel inventory purchased,"£1,171,170.64"
Ministry of Defence,Ministry of Defence,27/07/2016,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,154804,Works - civil estate,"£1,169,262.74"
Ministry of Defence,Ministry of Defence,06/07/2016,Spend on Inventory - General,Defence Equipment + Support,SOURCE VAGABOND SYSTEMS LTD,,3201905,Spend on Inventory - General,"£1,149,103.74"
Ministry of Defence,Ministry of Defence,22/07/2016,Design services and minor equipment purchases,Army TLB,SAAB AB,,3201948,Equipment support non-project costs,"£1,147,221.00"
Ministry of Defence,Ministry of Defence,05/07/2016,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,148007,Spend on Inventory - General,"£1,122,984.87"
Ministry of Defence,Ministry of Defence,06/07/2016,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,148294,Spend on Inventory - General,"£1,115,200.01"
Ministry of Defence,Ministry of Defence,08/07/2016,Spend on Inventory - General,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,149061,Spend on Inventory - General,"£1,115,070.52"
Ministry of Defence,Ministry of Defence,04/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,147321,Fiscal asset under construction - capital in year addition,"£1,110,432.05"
Ministry of Defence,Ministry of Defence,21/07/2016,Spend on Inventory - General,Defence Equipment + Support,ITURRI SA,OX16 3TA,3201940,Spend on Inventory - General,"£1,105,226.34"
Ministry of Defence,Ministry of Defence,26/07/2016,Externally delivered education and training,Army TLB,MABWAY LIMITED,PO9 2SN,154579,External military training ,"£1,103,988.24"
Ministry of Defence,Ministry of Defence,27/07/2016,Medical treatment & stores and welfare services,HO+CS,CVQO LTD,GU16 7ER,154829,Specific Grants to Charities,"£1,100,000.00"
Ministry of Defence,Ministry of Defence,14/07/2016,International contributions,DES Bespoke Trading Entity,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000017559,Defence military assistance fund international subscriptions and other payments,"£1,094,273.60"
Ministry of Defence,Ministry of Defence,11/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000017382,Works - estate management,"£1,087,881.97"
Ministry of Defence,Ministry of Defence,19/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,152150,Works - estate management,"£1,077,234.52"
Ministry of Defence,Ministry of Defence,15/07/2016,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,151493,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,061,489.60"
Ministry of Defence,Ministry of Defence,13/07/2016,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,150708,Equipment support non-project costs,"£1,053,310.26"
Ministry of Defence,Ministry of Defence,11/07/2016,Fees for professional services,DES Bespoke Trading Entity,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,149947,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£1,049,829.60"
Ministry of Defence,Ministry of Defence,20/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,152816,Estate + facilities management services - accommodation inventory + service,"£1,040,360.39"
Ministry of Defence,Ministry of Defence,18/07/2016,General services and support,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000003759,Defence equipment CLS/IOS service charge,"£1,040,287.77"
Ministry of Defence,Ministry of Defence,29/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000018143,Works - estate management,"£1,030,095.85"
Ministry of Defence,Ministry of Defence,21/07/2016,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BUNDESKASSE HALLE,,6000017826,Works - estate management,"£1,026,343.67"
Ministry of Defence,Ministry of Defence,29/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,156102,Equipment support non-project costs,"£1,023,105.95"
Ministry of Defence,Ministry of Defence,11/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,149549,Equipment support non-project costs,"£1,019,464.91"
Ministry of Defence,Ministry of Defence,28/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,SAAB AB,,3201970,Post design services which are not capitalised,"£1,000,708.00"
Ministry of Defence,Ministry of Defence,18/07/2016,Grants to NDPBs,Army TLB,NATIONAL ARMY MUSEUM,SW3 4HT,151894,Operating costs grant in aid to the National Army museum,"£1,000,000.00"
Ministry of Defence,Ministry of Defence,14/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ST. MODWEN DEVELOPMENTS LIMITED,B31 2UQ,151196,Fiscal asset under construction - capital in year addition,"£993,957.19"
Ministry of Defence,Ministry of Defence,05/07/2016,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,BRITISH GAS TRADING LIMITED,OX4 2JY,148028,Utilities consumed - electricity,"£960,956.47"
Ministry of Defence,Ministry of Defence,12/07/2016,Grants to NDPBs,Army TLB,ROYAL HOSPITAL,SW3 4SR,150270,Operating costs grant in aid to the Royal Hospital Chelsea,"£947,701.00"
Ministry of Defence,Ministry of Defence,08/07/2016,Spend on Inventory - General,Defence Equipment + Support,SOURCE VAGABOND SYSTEMS LTD,,3201913,Spend on Inventory - General,"£947,023.02"
Ministry of Defence,Ministry of Defence,27/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,154804,Fiscal asset under construction - capital in year addition,"£942,320.75"
Ministry of Defence,Ministry of Defence,18/07/2016,Spend on Inventory - General,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,151864,Spend on Inventory - General,"£940,989.02"
Ministry of Defence,Ministry of Defence,26/07/2016,Research and development,Defence Equipment + Support,UNITED STATES GOVERNMENT,,2000003823,Research and development at the pre main gate stage of a project,"£928,541.26"
Ministry of Defence,Ministry of Defence,28/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,155878,Equipment support non-project costs,"£903,320.13"
Ministry of Defence,Ministry of Defence,08/07/2016,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,TRAX KENYA LTD,,3201914,Fiscal asset under construction - capital in year addition,"£895,507.07"
Ministry of Defence,Ministry of Defence,19/07/2016,Purchase of buildings and military equipment ,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,152105,Fiscal asset under construction - capital in year addition,"£886,881.44"
Ministry of Defence,Defence Science and Technology Laboratory,22/07/2016,Sub Contracted Work,Divisions,NPL MANAGEMENT LIMITED,TW11 0LW,V - 9000172827 - 00230319,Sub Contracted Work,"£883,501.00"
Ministry of Defence,Ministry of Defence,28/07/2016,IT and communication services,JFC,ATOS IT SERVICES UK LIMITED,WV10 6UH,155673,Information technology services,"£880,052.40"
Ministry of Defence,Ministry of Defence,12/07/2016,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,150253,Cost of food purchases,"£873,713.59"
Ministry of Defence,Ministry of Defence,28/07/2016,General services and support,Defence Equipment + Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,155692,Defence equipment CLS/IOS service charge,"£872,165.20"
Ministry of Defence,Ministry of Defence,06/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,148294,Equipment support non-project costs,"£841,073.44"
Ministry of Defence,Ministry of Defence,27/07/2016,Design services and minor equipment purchases,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,154778,Equipment support non-project costs,"£839,435.02"
