Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWELL DIOCESAN EDUCATION COMMITTEE NEWCASTLE,429226,28790.01
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,429232,275823.72
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,429240,38539.71
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE ARUNDEL AND BRIGHTON ST MARYS SCHOOL,429244,67468.21
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,BRISTOL DIOCESAN BOARD OF FINANCE EDUC. FUND,429246,31500
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,429248,353144.82
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,429250,28830.55
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,429252,83384.41
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD DIOCESAN COUNCIL OF EDUCATION,429254,124936.63
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST MARY'S SCHOOL GOVERNORS' FUND,429266,111369.66
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,429268,86101.94
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED - MAIDSTONE ST EDMUND CAMPION,429276,51394.05
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED BOURN'MOUH ST PETER'S SCHOOL S.P.,429280,76767.35
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,429284,104500.91
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED - PORTSMOUTH ST PAULS SCHOOL SMALL,429286,225000
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,429288,61863.37
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED - ST THOMAS MORE PRIMARY - HAVANT,429294,46440
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,429296,413074.56
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,LA SAITE UNION CAPITAL FUND ACCOUNT,429298,130500
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,CHADDESLEY CORBETT ENDOWED PRIMARY SCHOOL,429300,426315.58
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,429304,56588.23
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,PARMITERS SCHOOL CURRENT ACCOUNT,429312,183836.52
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,429314,66174.09
DfE,PfS,07/03/2012,Capital Grant,Schools Capital and Revenue Grants,WRCDT  RE ST JOSEPH'S JUNIOR SCHOOL HENDON,429316,62250.17
DfE,PfS,07/03/2012,Building Work - Capital Programme,Free School Capital Costs,CANARY WHARF COLLEGE,429318,52033.54
DfE,PfS,07/03/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,CANARY WHARF COLLEGE,429318,10406.71
DfE,PfS,07/03/2012,Building Work - Capital Programme,Free School Capital Costs,HARRIS FEDERATION,429322,80578.89
DfE,PfS,07/03/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,HARRIS FEDERATION,429322,16115.78
DfE,PfS,09/03/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTH GLOUCESTERSHIRE COUNCIL,429331,133270.15
DfE,PfS,09/03/2012,Capital Grant,Schools Capital and Revenue Grants,NORTHUMBERLAND COUNTY COUNCIL,429335,262448.75
DfE,PfS,09/03/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL (BARTON MOSS SECURE),429337,317180.61
DfE,PfS,09/03/2012,Capital Grant,Schools Capital and Revenue Grants,HAMPSHIRE COUNTY COUNCIL (SWANWICK LODGE),429339,148644.37
DfE,PfS,09/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST CATHERINE'S SECURE CENTRE,429341,87348
DfE,PfS,07/03/2012,Revenue Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,429759,180125.8
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTER DIOCESAN BOARD OF FINANCE,430719,176867.02
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CHURCH DIOCESE OF EAST ANGLIA,430723,161354.88
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,LINCOLN DIOCESEN TRUSTESS BOARD OF FINANCE LTD,430725,35704.51
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,430727,32655.89
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,430729,205445.91
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,430741,32761.21
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,430745,111491.31
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,430747,172725.81
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,430751,61948.74
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,430753,28168.9
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,CHRIST THE KING SCHOOL FUND ACCOUNT,430755,45486.56
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,MARIA FIDELIS COVENT SCHOOL,430759,50814
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,430765,174786.35
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,GOVERNMENT OF ST LAWRENCE SHERIFF SCHOOL,430773,67128.75
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST SWITHUNS WELFARE FUND,430783,37422
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,KESWICK SCHOOL,430787,98900.95
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHANGEL TRUST ACCOUNT,430789,69958.53
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD URSULINE CONVENT HIGH SCHOOL ACCOUNT,430791,292489.77
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,430793,27000
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,430797,93535.68
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED WATERLOOVILLE ST PETERS SMALL PRO,430799,45000
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST MARY'S REDCLIFFE AND TEMPLE SCHOOL AMC,430801,30712.5
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,430803,32652.92
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,THE KING'S COFE SCHOOL,430805,45000
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,430807,242761.5
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST FRANCIS CHURCH PRIMARY SCHOOL,430809,84707.89
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST ANGELAS URSULINE CONVENT SCHOOL GOVERNMENT FUND,430811,154012.25
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,430815,94517.24
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED ST MARGARET CLITHEROW SCHOOL,430817,156156.11
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST THOMAS CHURCH OF ENGLAND SCHOOL FUND,430821,25690
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,430831,193069.42
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED SCHOOLS CONDITION SCHEME NO 2 ACCOUNT,430833,134129.39
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST HELEN'S CHURCH PRIMARY SCHOOL,430839,46156.5
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,430849,156158.94
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,BRODETSKY PRIMARY SCHOOL DEVOLVED FORMULA CAPITAL ACCOUNT,430851,38714.4
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,430857,25815.67
DfE,PfS,12/03/2012,Capital Grant,Schools Capital and Revenue Grants,ROYAL ALEXANDRA AND ALBERT SCHOOL ACCOUNT,430861,36091.8
DfE,PfS,12/03/2012,Revenue Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,430863,42484.22
DfE,PfS,12/03/2012,Revenue Grant,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,430865,59525.69
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,431219,23399913.02
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,431219,826015
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,BEXLEY LONDON BOROUGH COUNCIL,431223,763948
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,BRENT LONDON BOROUGH COUNCIL,431225,26592196.01
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,BRENT LONDON BOROUGH COUNCIL,431225,220958
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,CROYDON LONDON BOROUGH COUNCIL,431227,3968169.42
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,CROYDON LONDON BOROUGH COUNCIL,431227,449642
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,EALING LONDON BOROUGH COUNCIL,431229,1528863
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,EALING LONDON BOROUGH COUNCIL,431229,2007039
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,ENFIELD LONDON BOROUGH COUNCIL,431231,3802976
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,ENFIELD LONDON BOROUGH COUNCIL,431231,1222465
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,HARINGEY,431233,1417224
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,HARROW LONDON BOROUGH COUNCIL,431235,385829
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,HAVERING LONDON BOROUGH COUNCIL,431237,5341382.76
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,HILLINGDON LONDON BOROUGH COUNCIL,431239,444604
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,MERTON LONDON BOROUGH COUNCIL,431241,1199235
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,NEWHAM LONDON BOROUGH COUNCIL,431243,5980147.05
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,NEWHAM LONDON BOROUGH COUNCIL,431243,3359811
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,REDBRIDGE LONDON BOROUGH COUNCIL,431245,6846742.65
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,REDBRIDGE LONDON BOROUGH COUNCIL,431245,419688
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,RICHMOND UPON THAMES LONDON BOROUGH COUNCIL,431247,2274200.89
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,RICHMOND UPON THAMES LONDON BOROUGH COUNCIL,431247,335417
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,WALTHAM FOREST LONDON BOROUGH COUNCIL,431249,18610928
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,WALTHAM FOREST LONDON BOROUGH COUNCIL,431249,2101733
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM CITY COUNCIL,431251,34638391.71
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,BIRMINGHAM CITY COUNCIL,431251,3707576
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,COVENTRY COUNTY COUNCIL,431253,468762
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,DUDELEY METROPOLITAN BOROUGH COUNCIL,431255,461861
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,SANDWELL METROPOLITAN BOROUGH COUNCIL,431257,5778633.43
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,SANDWELL METROPOLITAN BOROUGH COUNCIL,431257,1664954
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,SOLIHULL METROPOLITAN BOROUGH COUNCIL,431259,1692234
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,WALSALL METROPOLITAN BOROUGH COUNCIL,431261,7744016.9
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,WALSALL METROPOLITAN BOROUGH COUNCIL,431261,193150
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,WOLVERHAMPTON COUNTY COUNCIL,431263,15733792.15
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,431265,5171823
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL COUNTY COUNCIL,431267,3890824.49
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,LIVERPOOL COUNTY COUNCIL,431267,2040456
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,431269,4208968.16
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,431269,887181
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,WIRRAL METROPOLITAN BOROUGH COUNCIL,431271,1451370.86
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,WIRRAL METROPOLITAN BOROUGH COUNCIL,431271,1367886
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,BOLTON METROPOLITAN BOROUGH COUNCIL,431273,9520766.86
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER COUNTY COUNCIL,431275,5292399.88
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,MANCHESTER COUNTY COUNCIL,431275,915634
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,OLDHAM METROPOLITAN BOROUGH COUNCIL,431277,13243742.9
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,OLDHAM METROPOLITAN BOROUGH COUNCIL,431277,1175923
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,ROCHDALE METROPOLITAN BOROUGH COUNCIL,431279,13603887.94
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,ROCHDALE METROPOLITAN BOROUGH COUNCIL,431279,1793695
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL,431281,6850439.37
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL,431281,2833066.5
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,TAMESIDE METROPOLITAN BOROUGH COUNCIL,431283,87084.63
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,TAMESIDE METROPOLITAN BOROUGH COUNCIL,431283,3387509
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,BARNSLEY METROPOLITAN BOROUGH COUNCIL,431285,4726480
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,DONCASTER METROPOLITAN BOROUGH COUNCIL,431287,7406272
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,DONCASTER METROPOLITAN BOROUGH COUNCIL,431287,869503
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,431289,1555627
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,SHEFFIELD COUNTY COUNCIL,431291,14714576.9
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,SHEFFIELD COUNTY COUNCIL,431291,5346945
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,BRADFORD METROPOLITAN BOROUGH COUNCIL,431293,6574271
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,BRADFORD METROPOLITAN BOROUGH COUNCIL,431293,6825313
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,CALDERDALE METROPOLITAN BOROUGH COUNCIL,431295,6767423.96
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,CALDERDALE METROPOLITAN BOROUGH COUNCIL,431295,1214906
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,KIRKLEES COUNCIL,431297,2031800
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,LEEDS CITY COUNCIL,431299,4622808.43
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,LEEDS CITY COUNCIL,431299,7825701
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,GATESHEAD METROPOLITAN BOROUGH COUNCIL,431301,1264135
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,NEWCASTLE CITY COUNCIL,431303,5776744.75
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,431305,671648
DfE,PfS,15/03/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,431307,43497
DfE,PfS,15/03/2012,Revenue Grant,Schools Capital and Revenue Grants,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,431307,1696640.5
