Spend over £25000 - Publication template,,,,,,,
,,,,,,,
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Chuter Ede Primary,NLE00 Deployment Grant,25000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Clifton Primary School,NLE00 Deployment Grant,25000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Clyst Heath Nursery & Community Primary School,NLE00 Deployment Grant,25000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Coldean Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Compton School,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Compton School,Teaching Schools Grant,2000
Department for Education,National College for School Leadership,29/03/2012,"Conference, Events, Exhibitions and Seminars",Leadership Development,Conference Aston,115848,24184.04
Department for Education,National College for School Leadership,29/03/2012,Irrecoverable Input VAT,Leadership Development,Conference Aston,115848,4836.81
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Coombe Girls School,Teaching Schools Grant,30000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Corsham Primary,Teaching Schools Grant,38353
Department for Education,National College for School Leadership,19/03/2012,Agency Seconded Staff Costs,Business Services,Department for Education,115381,28090.56
Department for Education,National College for School Leadership,19/03/2012,Irrecoverable Input VAT,Business Services,Department for Education,115381,5618.11
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Doncaster Road Junior School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Earls High School,Teaching Schools Grant,39550
Department for Education,National College for School Leadership,19/03/2012,Grants Made,School to School support,"East SILC, John Jamieson School",Specialist Leader of Education,50950
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,"East SILC, John Jamieson School",Specialist Leader of Education,2400
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,"East SILC, John Jamieson School",Teaching Schools Grant,40000
Department for Education,National College for School Leadership,28/03/2012,Programme Costs,Leadership Development,Eastern Leadership Centre,115749,25732.4
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Eastfield Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Eastfield Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Ebor Gardens Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,12/03/2012,Irrecoverable Input VAT,Leadership Development,Education Management Direct Ltd,115157,9900
Department for Education,National College for School Leadership,12/03/2012,Programme Costs,Leadership Development,Education Management Direct Ltd,115157,49500
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Eggars School Alton,Teaching Schools Grant,29770
Department for Education,National College for School Leadership,17/03/2012,Grants Made,School to School support,Eggars School Alton,Teaching Schools Grant,1560
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Eleanor Palmer Primary School,Teaching Schools Grant,29000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Emersons Green Primary School,Teaching Schools Grant,39926.48
Department for Education,National College for School Leadership,13/03/2012,Irrecoverable Input VAT,School to School support,EMLC,114996,4972.8
Department for Education,National College for School Leadership,13/03/2012,Programme Training,School to School support,EMLC,114996,24864
Department for Education,National College for School Leadership,06/03/2012,Programme Costs,Leadership Development,EMLC,115021,124278
Department for Education,National College for School Leadership,19/03/2012,Programme Costs,Leadership Development,EMLC,115401,156156
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Fazakerley High School,Teaching Schools Grant,30000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Filed Court CofE School,Teaching Schools Grant,39100
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Frederick Bird Primary School,Teaching Schools Grant,39750
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Freehold Community School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Fulston Manor School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,01/03/2012,Programme Costs,Leadership Development,Future Leaders Ltd,114894,94219
Department for Education,National College for School Leadership,13/03/2012,Programme Costs,Leadership Development,Future Leaders Ltd,115240,247700
Department for Education,National College for School Leadership,13/03/2012,Programme Costs,Leadership Development,Future Leaders Ltd,115242,145900
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Galley Hill Primary School,NLE Deployment Grant,25000
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,George Abbot School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Glenthorne High School,Teaching Schools Grant,28000
Department for Education,National College for School Leadership,17/03/2012,Grants Made,School to School support,Glenthorne High School,Teaching Schools Grant,1800
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Glyn Technology School,Collaborative Fund Grant,29500
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Great Bradfords Junior School,NLE Deployment Grant,25000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Great Sankey High School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Guilsborough School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,19/03/2012,Grants Made,School to School support,Harris City Academy,Specialist Leader of Education,32960
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Harris City Academy,Specialist Leader of Education,2400
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Harris City Academy,Teaching Schools Grant,38000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Harrison Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,19/03/2012,Grants Made,School to School support,Harrison Primary School,Specialist Leader of Education,29930
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Harrison Primary School,Specialist Leader of Education,2000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Harrison Primary School,Teaching Schools Grant,42000
Department for Education,National College for School Leadership,19/03/2012,Grants Made,School to School support,Harton Technology College,Specialist Leader of Education,30720
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Harton Technology College,Specialist Leader of Education,2400
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Haverigg Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Hawkes Farm Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Hawthorns School,Teaching Schools Grant,39900
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,"Healing Sch,A Specialist Science&Foundatn Col",NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,"Healing Sch,A Specialist Science&Foundatn Col",Teaching Schools Grant,40000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,"Healing Sch,A Specialist Science&Foundatn Col",Teaching Schools Grant,2000
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Heanor Gate Science College,Collaborative Fund Grant,70000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Hebden Green,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Hebden Green,Teaching Schools Grant,33500
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Hetton Lyons Primary Sch,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Heymann Primary School,NLE00 Deployment Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Hillborough Junior School,Teaching Schools Grant,38500
Department for Education,National College for School Leadership,28/03/2012,Grants Made,School to School support,Hillsborough Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Hillyfield Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Hillyfield Primary School,NLE Deployment Fund Grant,40000
Department for Education,National College for School Leadership,14/03/2012,VAT Payable,Other,Hm Customs and Excise,764 0419 35 VAT Return,124828
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Hodgson Academy,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,19/03/2012,Grants Made,School to School support,Holmes Chapel Comprehensive School,Specialist Leader of Education,32890
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Holmes Chapel Comprehensive School,Specialist Leader of Education,2400
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Horndean Infant School,Teaching Schools Grant,31400
Department for Education,National College for School Leadership,02/03/2012,Programme Costs,Leadership Development,HTI Leadership Centre Ltd,114953,72800
Department for Education,National College for School Leadership,02/03/2012,Programme Costs,Leadership Development,HTI Leadership Centre Ltd,114954,-1600
Department for Education,National College for School Leadership,08/03/2012,Programme Costs,Leadership Development,HTI Leadership Centre Ltd,115130,28000
Department for Education,National College for School Leadership,08/03/2012,Programme Costs,Leadership Development,HTI Leadership Centre Ltd,115131,94500
Department for Education,National College for School Leadership,08/03/2012,Programme Costs,Leadership Development,HTI Leadership Centre Ltd,115132,100000
Department for Education,National College for School Leadership,12/03/2012,Programme Costs,Leadership Development,HTI Leadership Centre Ltd,115178,73600
Department for Education,National College for School Leadership,13/03/2012,Programme Costs,School to School support,HTI Leadership Centre Ltd,115224,26208.33
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Hugh Sexey CofE Middle School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Hungerhill Academy Trust,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Hurworth Comprehensive School,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,08/03/2012,Programme Costs,Leadership Development,IAM,115109,33625
Department for Education,National College for School Leadership,07/03/2012,Irrecoverable Input VAT,Leadership Development,Illuminas Ltd,114921,8350
Department for Education,National College for School Leadership,07/03/2012,Operational Associates,Leadership Development,Illuminas Ltd,114921,41750
Department for Education,National College for School Leadership,23/03/2012,Irrecoverable Input VAT,Business Services,Illuminas Ltd,115590,7520
Department for Education,National College for School Leadership,23/03/2012,Operational Associates,Business Services,Illuminas Ltd,115590,37600
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Ilsham C of E Primary School,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Immanuel College,NLE00 Deployment Grant,30000
Department for Education,National College for School Leadership,02/03/2012,Programme Costs,Leadership Development,Institute Of Education,114932,27120
Department for Education,National College for School Leadership,12/03/2012,Programme Costs,Leadership Development,Institute Of Education,115113,27950
Department for Education,National College for School Leadership,22/03/2012,Programme Costs,Leadership Development,Institute Of Education,115525,51500
Department for Education,National College for School Leadership,22/03/2012,Programme Costs,Leadership Development,Institute Of Education,115526,28500
Department for Education,National College for School Leadership,23/03/2012,Programme Costs,Leadership Development,Institute Of Education,115559,40800
Department for Education,National College for School Leadership,23/03/2012,Irrecoverable Input VAT,Leadership Development,Institute Of Education,115572,10666.62
Department for Education,National College for School Leadership,23/03/2012,Operational Associates,Leadership Development,Institute Of Education,115572,53333.09
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Intake Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Iqra Community Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Irrecoverable Input VAT,Leadership Development,Isos Partnership,115318,6240
Department for Education,National College for School Leadership,15/03/2012,Operational Associates,Leadership Development,Isos Partnership,115318,31200
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Jesse Gray Primary School,NLE00 Deployment Grant,50000
Department for Education,National College for School Leadership,19/03/2012,Grants Made,School to School support,John Cabot City Technology Cge,Specialist Leader of Education,40530
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,John Cabot City Technology Cge,Specialist Leader of Education,2400
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Kanes Hill Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,King Edward VI Grammar School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,King Edward VI High School for Girls,Teaching Schools Grant,37250
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Kingdown School,Collaborative Fund Grant,37100
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Knaresborough Aspin Park Community Primary School,Teaching Schools Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Knaresborough Aspin Park Community Primary School,Teaching Schools Grant,3000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Ladygrove Park Primary Sch,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Ladywood School,Teaching Schools Grant,30000
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Lampton School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Landau Forte College,Teaching Schools Grant,25500
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Lark Rise Lower School,Collaborative Fund Grant,25000
Department for Education,National College for School Leadership,23/03/2012,Programme Costs,Leadership Development,London Metropolitan University,115570,86352.9
Department for Education,National College for School Leadership,26/03/2012,Programme Costs,Leadership Development,London Metropolitan University,115571,28784.3
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Loreto Grammar School,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Lynch Hill Sch,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Lynch Hill Sch,Teaching Schools Grant,30000
Department for Education,National College for School Leadership,17/03/2012,Grants Made,School to School support,Macmillian Academy,Teaching Schools Grant,35000
Department for Education,National College for School Leadership,15/03/2012,Programme Costs,Leadership Development,Manchester Uni,115339,29300
Department for Education,National College for School Leadership,20/03/2012,Programme Costs,Leadership Development,Manchester Uni,115475,49945
Department for Education,National College for School Leadership,22/03/2012,Programme Costs,Leadership Development,Manchester Uni,115518,25500
Department for Education,National College for School Leadership,22/03/2012,Programme Costs,Leadership Development,Manchester Uni,115520,62500
Department for Education,National College for School Leadership,22/03/2012,Programme Costs,Leadership Development,Manchester Uni,115521,110500
Department for Education,National College for School Leadership,27/03/2012,Programme Costs,Leadership Development,Manchester Uni,115682,80800
Department for Education,National College for School Leadership,28/03/2012,Programme Costs,Leadership Development,Manchester Uni,115775,58400
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Medstead CofE Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Mickle Trafford Village School,Teaching Schools Grant,20000
Department for Education,National College for School Leadership,17/03/2012,Grants Made,School to School support,Mickle Trafford Village School,Teaching Schools Grant,15500
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Milby Primary School,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Millais School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Millom School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Mills Hill Primary School,Teaching Schools Grant,34780
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Montacute School,Teaching Schools Grant,29500
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Montacute School,Teaching Schools Grant,4000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Montacute School,Teaching Schools Grant,2000
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Monteney Primary School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Moredon Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,12/03/2012,Audit Fees,Business Services,National Audit Office,115147,30000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,New Haw Community Junior School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,23/03/2012,Operational Associates,Leadership Development,NFER,115593,51332
Department for Education,National College for School Leadership,29/03/2012,Irrecoverable Input VAT,Leadership Development,Nord Anglia Education Ltd,114938,33938.16
Department for Education,National College for School Leadership,29/03/2012,Programme Costs,Leadership Development,Nord Anglia Education Ltd,114938,169690.8
Department for Education,National College for School Leadership,29/03/2012,Irrecoverable Input VAT,Leadership Development,Nord Anglia Education Ltd,115256,-4819.8
Department for Education,National College for School Leadership,29/03/2012,Programme Costs,Leadership Development,Nord Anglia Education Ltd,115256,-24099
Department for Education,National College for School Leadership,26/03/2012,Programme Costs,Leadership Development,Nord Anglia Education Ltd,115601,40000
Department for Education,National College for School Leadership,26/03/2012,Irrecoverable Input VAT,Leadership Development,Nord Anglia Education Ltd,115602,28109.6
Department for Education,National College for School Leadership,26/03/2012,Programme Costs,Leadership Development,Nord Anglia Education Ltd,115602,140548
Department for Education,National College for School Leadership,13/03/2012,Programme Costs,Leadership Development,North Leadership Centre,115062,33012.9
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Northwick Park Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Notley High School,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Notre Dame High School,Teaching Schools Grant,75000
Department for Education,National College for School Leadership,12/03/2012,Redundancy Payments,Other,Nottinghamshire County Cnl,115143,87119.89
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Old Ford Primary School,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,17/03/2012,Grants Made,School to School support,Old Ford Primary School,Teaching Schools Grant,4000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Old Ford Primary School,Teaching Schools Grant,2000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Our Lady and St Edward's Catholic Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,28/03/2012,Grants Made,School to School support,Our Lady and St Edward's Catholic Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,"Outwood Grange College, Hutton Rudby",NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,"Outwood Grange College, Hutton Rudby",Teaching Schools Grant,40000
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Overton Church of England Primary School,Teaching Schools Grant,15000
Department for Education,National College for School Leadership,17/03/2012,Grants Made,School to School support,Overton Church of England Primary School,Teaching Schools Grant,15500
Department for Education,National College for School Leadership,21/03/2012,Grants Made,School to School support,Oxley Park Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,22/03/2012,"Conference, Events, Exhibitions and Seminars",School to School support,Park Plaza County Hall,115503,37440.09
Department for Education,National College for School Leadership,22/03/2012,Irrecoverable Input VAT,School to School support,Park Plaza County Hall,115503,3021
Department for Education,National College for School Leadership,15/03/2012,Grants Made,School to School support,Parrenthorn High School,Teaching Schools Grant,25000
Department for Education,National College for School Leadership,13/03/2012,Irrecoverable Input VAT,School to School support,Peter Matthews Associates Ltd,114905,9240
Department for Education,National College for School Leadership,13/03/2012,Operational Associates,School to School support,Peter Matthews Associates Ltd,114905,46200
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Portswood Primary Sch,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Preston CofE VC Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Prince Rock Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Ranelagh C of E School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Ravens Wood School,NLE Deployment Fund Grant,30000
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Ravens Wood School,Teaching Schools Grant,40000
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Rawmarsh Sandhill Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Rayleigh Primary School,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,01/03/2012,Grants Made,School to School support,Redcar and Cleveland LEA,NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,08/03/2012,Grants Made,School to School support,Ridgeway High School,Collaborative Fund Grant,25664
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,"Rooks Nest Junior, Infant and Nursery School",NLE Deployment Fund Grant,25000
Department for Education,National College for School Leadership,14/03/2012,Building Running Costs,Business Services,Ruddington Build Co. Ltd,115281,68000
Department for Education,National College for School Leadership,14/03/2012,Irrecoverable Input VAT,Business Services,Ruddington Build Co. Ltd,115281,13600
Department for Education,National College for School Leadership,19/03/2012,Grants Made,School to School support,Rushey Mead School,Specialist Leader of Education,35360
Department for Education,National College for School Leadership,26/03/2012,Grants Made,School to School support,Rushey Mead School,Specialist Leader of Education,2400
Department for Education,National College for School Leadership,06/03/2012,Grants Made,School to School support,Rushey Mead School,Teaching Schools Grant,39900
